το	на
ταινία	филм
ταινία	касета
ταινία	лента
ταινία	филм
ταινία	лента
άλλα	друго
άλλα	друг
άλλα	други
άλλα	другите
άλλα	други
τμήμα	отдел
τμήμα	департамент
τμήμα	сечение
τμήμα	секция
τμήμα	раздел
σαν	като
σαν	like
εκεί	там
άλλες	друго
άλλες	друг
άλλες	други
τέλος	край
σειρά	серия
σειρά	поредица
σειρά	сериал
σειρά	серии
σειρά	ред
σειρά	поръчка
σειρά	ред
στοιχεία	елементи
στοιχεία	дейта
στοιχεία	данни
εκτός	освен
συνέχεια	приемственост
συνέχεια	продължи
συνέχεια	продължение
συνέχεια	продължаване
συνέχεια	продължи
συνέχεια	продължил
κάτω	долу
κάτω	надолу
κάτω	долна
κάτω	долен
κάτω	долу
κάτω	долу
κάτω	отдолу
πολλές	mnogo
πολλές	много
όλα	всичко
όλα	всички
όλα	всичко
σύστημα	система
σύστημα	системата
σύστημα	системни
ακόμα	още
φορές	пъти
φορές	времена
φορές	таймс
φορές	times
ίδια	идентични
ίδια	идентичен
ίδια	идентична
ίδια	еднакви
ίδια	същият
ίδια	същата
ίδια	същото
ιουλίου	юли
χώρα	държава
χώρα	страна
αποτέλεσμα	развръзка
αποτέλεσμα	изход
αποτέλεσμα	резултат
αποτέλεσμα	резултат
αποτέλεσμα	резултата
αποτέλεσμα	ефект
αποτέλεσμα	въздействие
οκτωβρίου	октомври
ιανουαρίου	януари
σεπτεμβρίου	септември
νοεμβρίου	ноември
αγώνες	кибрит
αγώνες	съвпада
αγώνες	мачове
αγώνες	съвпадения
αγώνες	игри
ταινίες	филми
ταινίες	филми
μέσω	виа
μέσω	via
μέσω	чрез
μέσω	чрез
μέσω	през
μαρτίου	март
γεννήθηκε	родени
γεννήθηκε	роден
γεννήθηκε	родена
ιουνίου	джун
ιουνίου	юни
αυτές	тези
πολλά	mnogo
πολλά	много
απριλίου	ейприл
απριλίου	април
τρεις	три
τρεις	трима
αυγούστου	август
αυγούστου	аугуст
έργα	работи
έργα	произведения
έργα	проекти
δεκεμβρίου	декември
χρήση	използване
χρήση	употреба
χρήση	използвайте
πρόεδρος	президентът
πρόεδρος	президент
πρόεδρος	председател
πολιτική	политиката
πολιτική	полица
πολιτική	политика
πολιτική	политици
πολιτική	политиката
πολιτική	политика
ακόμη	още
ίδιο	същият
ίδιο	същата
ίδιο	същото
μας	нашият
μας	наша
μας	нашия
μας	нашата
μας	нашите
εκλογές	избори
εκλογές	изборите
εκλογές	избори
μέλη	членове
μέλη	членовете
μέλος	член
εποχή	епоха
εποχή	сезон
εποχή	сезона
εποχή	епоха
εποχή	ерата
εποχή	ера
χωριό	село
αρχικά	първоначално
αρχικά	първоначално
αρχικά	инициали
αρχικά	инициалите
περίοδος	период
δήμος	община
κύπελλο	чашка
κύπελλο	чаша
κύπελλο	купа
κύπελλο	къп
ζωή	живот
ζωή	живота
ζωή	life
ζωή	лайф
ζωή	животът
ζωή	зоуи
ζωή	зои
έδρα	седалище
έδρα	щаб
έδρα	щаба
έδρα	централа
έδρα	седалка
έδρα	седалката
περιλαμβάνει	включват
περιλαμβάνει	включва
μεγάλο	голямо
μεγάλο	големи
μεγάλο	голям
μεγάλο	голяма
μεγάλο	биг
μεγάλο	голямо
μεγάλο	големи
μεγάλο	голям
μεγάλο	голяма
βάση	основа
βάση	база
βάση	основа
βάση	основание
βάση	база
κέντρο	център
κέντρο	център
γεννήσεις	раждания
φεβρουαρίου	февруари
κάτι	нещо
κοντά	близко
κοντά	близо
κοντά	затваряне
κοντά	близко
κοντά	близо
κοντά	близки
κοντά	наблизо
μορφή	формуляр
μορφή	форма
μορφή	формат
χρόνο	времето
χρόνο	време
ιστοσελίδα	уебсайт
ιστοσελίδα	сайт
κόμμα	парти
κόμμα	party
κόμμα	купон
κόμμα	партия
κόμμα	запетая
γιατί	защото
γιατί	защо
ρόλο	роло
ρόλο	роля
άλμπουμ	албум
άλμπουμ	албуми
άλμπουμ	албумите
επειδή	защото
έκδοση	изданието
έκδοση	издание
έκδοση	версия
γκολ	голове
γκολ	цели
γκολ	цел
γκολ	гол
αρχές	властите
αρχές	власти
αρχές	органи
αρχές	принципи
γύρω	около
γύρω	наоколо
συνήθως	обикновенно
συνήθως	обикновено
ονομασία	името
ονομασία	наименование
ονομασία	име
ονομασία	обозначение
ονομασία	означение
ονομασία	обозначаване
ονομασία	определяне
κοινότητα	общност
κοινότητα	общността
τελευταία	последно
τελευταία	последен
τελευταία	последни
τελευταία	последна
τελευταία	напоследък
έκανε	направена
έκανε	направено
έκανε	направен
έκανε	направени
ξεκίνησε	започна
κυβέρνηση	правителство
πρώτος	първи
πρώτος	първо
κάνει	готово
κάνει	направено
κάνει	сторено
ηπα	сащ
ηπα	usa
ανάμεσα	между
δεύτερη	второ
δεύτερη	втора
δεύτερη	втори
γλώσσα	език
γλώσσα	езикът
γλώσσα	езика
γλώσσα	език
γιος	синко
γιος	сине
γιος	син
μάχη	битката
μάχη	битка
μάχη	битка
μάχη	борба
μάχη	битка
μάχη	бой
πανεπιστήμιο	университет
πανεπιστήμιο	university
πανεπιστήμιο	университета
όλες	всички
όλες	всичко
κάποια	някои
δείτε	видя
δείτε	вижте
δείτε	виж
δείτε	гледай
δείτε	гледайте
πόλεμο	войната
πόλεμο	война
συχνά	често
περιοχές	райони
περιοχές	региони
περιοχές	регионите
περιοχές	райони
περιοχές	зони
περιοχές	площи
περιοχές	области
πρώην	бивши
πρώην	бивш
πρώην	бивша
συμμετοχές	участия
παράδειγμα	примерна
παράδειγμα	пример
άρθρο	статия
άρθρο	член
εικόνα	снимка
εικόνα	картинка
εικόνα	имидж
εικόνα	картинка
εικόνα	образ
εικόνα	изображение
έλαβε	получено
έλαβε	получена
έλαβε	получен
έλαβε	получени
επίσημη	официален
επίσημη	официално
επίσημη	официална
επίσημη	официален
επίσημη	формално
επίσημη	официално
επίσημη	официална
κατοίκους	обитатели
κατοίκους	жители
κατοίκους	пребиваващи
κατοίκους	обитатели
κατοίκους	жители
πηγές	източници
βόρεια	северно
βόρεια	север
βόρεια	северна
βόρεια	северни
βόρεια	северен
βόρεια	северна
πόλεις	градове
πόλεις	градовете
πόλεις	градчета
πόλεις	градове
πόλεις	градовете
ιδιαίτερα	особено
ιδιαίτερα	особено
αγώνα	надпревара
αγώνα	надбягване
αγώνα	състезание
αγώνα	раса
αγώνα	мач
αγώνα	съвпадение
αγώνα	борба
αγώνα	битка
αγώνα	бой
γεγονός	събитието
γεγονός	събитие
γεγονός	факт
σελίδα	страница
σελίδα	страницата
σελίδα	page
θέμα	тема
θέμα	субект
θέμα	обект
ηλικία	възраст
χρησιμοποιείται	използвано
χρησιμοποιείται	използван
χρησιμοποιείται	използвани
χρησιμοποιείται	използвана
πρώτα	първи
πρώτα	първо
μέγεθος	размери
μέγεθος	големина
μέγεθος	размер
θεωρείται	разглеждания
θεωρείται	разглеждан
εδώ	тук
νότια	южен
νότια	южни
νότια	южна
νότια	южно
νότια	южен
νότια	юг
νότια	южна
σημείο	точка
σχέση	връзка
σχέση	взаимоотношения
σχέση	отношения
περίπτωση	случай
περίπτωση	дело
περίπτωση	кейс
περίπτωση	случаят
περίπτωση	каса
νέο	ню
νέο	ново
νέο	нов
νέο	нови
νέο	нова
ήδη	вече
έτος	година
έτος	годината
σχεδόν	почти
ένωση	профсъюз
ένωση	съюз
ένωση	съюза
ένωση	юниън
ένωση	сдружение
ένωση	асоциация
ένωση	асоцииране
περισσότερο	повече
περισσότερο	още
βασιλιά	крал
βασιλιά	кинг
βασιλιά	кралят
βασιλιά	цар
βασιλιά	краля
εκκλησία	църква
εκκλησία	чърч
εκκλησία	църквата
εκδόσεις	публикации
μουσείο	музей
πολιτικός	политици
πολιτικός	политик
συμμετοχή	участие
συμμετοχή	участието
συμμετοχή	участие
δυο	двама
δυο	две
πέθανε	умри
πέθανε	умирай
πέθανε	умрял
πέθανε	умряла
ανά	пер
μουσική	music
μουσική	музиката
μουσική	музика
κόσμο	козмо
κόσμο	свят
κόσμο	света
άτομα	лица
άτομα	индивиди
άτομα	народ
άτομα	хора
άτομα	хората
δεύτερο	второ
δεύτερο	втора
δεύτερο	втори
είδος	вид
είδος	тип
είδος	видове
είδος	вид
αρκετά	достатъчно
εκείνη	тя
χώρες	държави
χώρες	страни
χώρο	пространство
χώρο	космос
χώρο	космоса
σχολή	училището
σχολή	школа
σχολή	училище
εναντίον	срещу
εναντίον	против
τρία	три
τρία	трима
χαρακτηριστικά	характеристики
χαρακτηριστικά	черти
χαρακτηριστικά	особености
χαρακτηριστικά	характеристики
χαρακτηριστικά	атрибути
όρος	срок
όρος	термин
όρος	мандат
όρος	връх
όρος	хълм
όρος	планина
όρος	монтиране
όρος	планината
όρος	състояние
όρος	състоянието
όρος	условие
ιδρύθηκε	основана
ιδρύθηκε	основано
ιδρύθηκε	основан
βασιλιάς	крал
βασιλιάς	кинг
βασιλιάς	кралят
βασιλιάς	цар
βασιλιάς	краля
παιδιά	момчета
παιδιά	деца
παιδιά	момчета
παιδιά	децата
παιδιά	деца
βραβείο	награда
βραβείο	възлагане
βραβείο	награда
άρχισε	започна
φαίνεται	изглежда
φαίνεται	изглежда
αρχαία	древни
αρχαία	древен
αρχαία	древно
αρχαία	древна
μήκος	дължина
κυκλοφόρησε	освободена
κυκλοφόρησε	освободен
κυκλοφόρησε	освободени
τι	какво
συμμετείχε	участвали
συμμετείχε	участвала
συμμετείχε	участваха
χρονιά	година
χρονιά	годината
παραγωγή	продукция
παραγωγή	производство
ηθοποιός	актриса
ηθοποιός	актриси
ηθοποιός	актрисата
ηθοποιός	актьор
ελληνικά	гръцки
ελληνικά	гръцко
ελληνικά	грък
ελληνικά	гръцка
δυνάμεις	пауърс
δυνάμεις	сили
δυνάμεις	правомощия
δυνάμεις	сили
γαλλία	франция
ελληνικό	гръцки
ελληνικό	гръцко
ελληνικό	грък
ελληνικό	гръцка
ευρώπη	европа
δεκαετία	десетилетие
γνωστό	позната
γνωστό	известни
γνωστό	познат
γνωστό	известна
γνωστό	известен
παγκόσμιο	световно
παγκόσμιο	глобална
παγκόσμιο	глобален
παγκόσμιο	глобални
παγκόσμιο	глобално
βιβλίο	тефтер
βιβλίο	книга
διάστημα	интервал
διάστημα	пространство
διάστημα	космос
διάστημα	космоса
οικογένεια	семейство
οικογένεια	семейството
μέτρα	мерките
μέτρα	мерки
σημαίνει	означава
πέντε	пет
παραπάνω	над
παραπάνω	отгоре
υπουργός	министър
σεζόν	сезон
σεζόν	сезона
πρότυπο	образец
πρότυπο	модел
πρότυπο	шаблон
πρότυπο	стандартна
πρότυπο	стандарт
πρότυπο	стандартни
πρότυπο	стандартно
πρότυπο	стандартен
αριθμός	брой
αριθμός	число
αριθμός	номер
θάνατο	смърт
θάνατο	смъртта
εταιρεία	дружество
εταιρεία	компания
εταιρεία	company
εταιρεία	рота
εταιρεία	фирма
σώμα	тялото
σώμα	тяло
σώμα	телесно
σώμα	корпус
πρωτεύουσα	столица
πρωτεύουσα	капитал
πρωτεύουσα	капитали
πρωτεύουσα	столицата
παράλληλα	паралелно
παράλληλα	успоредно
παράλληλα	успоредни
παράλληλα	паралелна
παράλληλα	паралелни
σύνολο	общо
σύνολο	общ
σύνολο	обща
γνωστή	позната
γνωστή	известни
γνωστή	познат
γνωστή	известна
γνωστή	известен
κατάσταση	статус
κατάσταση	състояние
κατάσταση	положение
κατάσταση	статут
κατάσταση	положението
κατάσταση	ситуация
κατάσταση	положение
κατάσταση	състояние
κατάσταση	състоянието
κατάσταση	условие
νησί	острова
νησί	island
νησί	остров
νησί	островът
νησί	айлънд
επίπεδο	равнище
επίπεδο	ниво
επιτυχία	успех
επιτυχία	успехи
γερμανία	германия
άλλους	другите
άλλους	други
πίσω	назад
πίσω	обратно
πίσω	гръб
δημιουργία	създаване
δημιουργία	създайте
δημιουργία	създаване
δημιουργία	създаването
αρχή	начало
αρχή	старт
αρχή	започнете
αρχή	стартиране
αρχή	начало
αρχή	принцип
αρχή	авторитет
αρχή	орган
αρχή	правомощия
άδεια	лиценз
άδεια	книжка
άδεια	книжката
άδεια	позволение
άδεια	разрешение
άδεια	лиценз
άδεια	лицензия
άδεια	разрешителното
άδεια	разрешително
άδεια	разрешение
άδεια	празно
άδεια	празен
άδεια	празни
άδεια	празна
σου	сю
επιπλέον	допълнителни
επιπλέον	допълнителна
επιπλέον	допълнителен
επιπλέον	допълнително
περισσότερα	повече
περισσότερα	още
ανάπτυξη	развитие
ανάπτυξη	разработване
ανάπτυξη	разработка
ανάπτυξη	израстване
ανάπτυξη	растеж
ανάπτυξη	ръст
φάση	фаза
φάση	етап
αυτόν	него
συγγραφέας	писателка
συγγραφέας	сценарист
συγγραφέας	писател
συγγραφέας	автор
άγιος	агиос
άγιος	сейнт
άγιος	свети
άγιος	светица
άγιος	светец
γ΄	ііі
γ΄	iii
τραγούδι	пеенето
τραγούδι	пея
τραγούδι	пее
τραγούδι	пеене
τραγούδι	пеейки
τραγούδι	песен
τραγούδι	песничка
κόρη	дъще
κόρη	дъщеря
πάλι	отново
πάλι	пак
επαρχία	провинцията
επαρχία	провинция
ιωάννης	джон
ιωάννης	йоан
ιωάννης	йоанис
θεσσαλονίκη	солун
αγγλικά	английски
αγγλικά	bulgarian
αγγλικά	англичани
άλλοι	другите
άλλοι	други
κέρδισε	победи
κέρδισε	печеля
κέρδισε	спечели
κέρδισε	печелиш
κέρδισε	победа
κέρδισε	уон
κέρδισε	спечели
βασίλειο	кралство
βασίλειο	царство
σκοπό	предназначение
σκοπό	цел
συνολικά	общо
συνολικά	общ
συνολικά	обща
γνωστός	позната
γνωστός	известни
γνωστός	познат
γνωστός	известна
γνωστός	известен
γνωστός	позната
γνωστός	познати
γνωστός	запознанство
γνωστός	познат
πληροφορίες	информация
πληροφορίες	info
πληροφορίες	инфо
πληροφορίες	информация
πληροφορίες	информиране
εθνικό	национална
εθνικό	национални
εθνικό	национален
εθνικό	национално
καριέρα	кариера
ποτέ	никога
ποτέ	някога
τέλη	хонорар
τέλη	такса
τέλη	хонорари
τέλη	такси
πλευρά	страна
πλευρά	страничен
διάφορες	различни
ανήκει	принадлежи
πρόγραμμα	програмата
πρόγραμμα	програма
πρόγραμμα	график
πρόγραμμα	графика
πρόγραμμα	разписание
πρόγραμμα	програма
χιλιόμετρα	майлс
χιλιόμετρα	мили
χιλιόμετρα	километри
χιλιόμετρα	километри
χιλιόμετρα	пробег
χιλιόμετρα	километра
χιλιόμετρα	километри
κάτοικοι	обитатели
κάτοικοι	жители
κάτοικοι	пребиваващи
κάτοικοι	обитатели
κάτοικοι	жители
άρθρα	изделия
άρθρα	статии
άρθρα	артикули
γεώργιος	джордж
τύπου	преса
τύπου	натиснете
τύπου	натисни
τύπου	пресата
τύπου	вид
τύπου	тип
δημοκρατία	република
δημοκρατία	демокрация
δημοκρατία	демокрацията
πόλεμος	войната
πόλεμος	война
εφημερίδα	вестник
εφημερίδα	вестници
μικρό	малка
μικρό	малки
μικρό	малък
μικρό	дребен
μικρό	малка
μικρό	малки
μικρό	малък
μικρό	литъл
μικρό	малко
τόπος	място
τόπος	местоположение
τόπος	място
τόπος	местонахождение
τόπος	локация
ονομάζεται	наречен
ονομάζεται	наречена
συγκεκριμένα	конкретни
συγκεκριμένα	специфично
συγκεκριμένα	специфичен
συγκεκριμένα	специфична
συγκεκριμένα	специфични
συγκεκριμένα	специално
είδη	видове
είδη	вид
πηγή	източник
κάποιος	някой
κάποιος	някой
πρωταθλήματα	първенство
πρωταθλήματα	шампионат
ιταλία	италия
πατέρας	баща
πατέρας	татко
κατηγορίες	заряди
κατηγορίες	обвинения
κατηγορίες	категории
αναφέρει	споменава
ποδόσφαιρο	футбол
ποδόσφαιρο	футбол
ποδόσφαιρο	футболен
θέσεις	пози
θέσεις	позиции
θέσεις	постове
θέσεις	публикации
θέσεις	седалки
θέσεις	места
θέσεις	седалките
περισσότερες	повече
περισσότερες	още
έκταση	обхват
έκταση	зона
έκταση	площ
έκταση	област
έκταση	район
γενικά	обща
γενικά	общи
γενικά	генерал
σημαντικό	важно
σημαντικό	важен
σημαντικό	важни
σημαντικό	важна
νίκη	победи
νίκη	печеля
νίκη	спечели
νίκη	печелиш
νίκη	победа
νίκη	победа
μικρή	малка
μικρή	малки
μικρή	малък
μικρή	дребен
μικρή	малка
μικρή	малки
μικρή	малък
μικρή	литъл
μικρή	малко
έτη	години
έτη	годините
πατέρα	баща
πατέρα	татко
αμερικανός	американска
αμερικανός	американско
αμερικανός	американски
αμερικανός	американец
τελικό	финал
τελικό	краен
τελικό	окончателно
πάντα	винаги
συγκρότημα	група
συγκρότημα	оркестър
συγκρότημα	банда
συγκρότημα	лента
συγκρότημα	комплекс
συγκρότημα	комплексно
συγκρότημα	сложни
συγκρότημα	сложна
παραγωγής	продукция
παραγωγής	производство
επόμενη	следващо
επόμενη	следващ
επόμενη	следваща
στιγμή	момент
στιγμή	миг
μήνες	месеца
μήνες	месеци
μήνες	месеците
αποτελείται	съставен
αποτελείται	съставени
αποτελείται	съставена
αποτελείται	съставено
θεωρία	теорията
θεωρία	теория
ύψος	височина
ύψος	ръст
ύψος	височина
πολλοί	mnogo
πολλοί	много
όλοι	всички
όλοι	всичко
όλοι	всички
όλοι	всеки
τώρα	сега
προπονητής	треньор
προπονητής	треньорът
θέατρο	театър
θέατρο	театър
σημαντική	важно
σημαντική	важен
σημαντική	важни
σημαντική	важна
σημαντική	значителен
σημαντική	значително
σημαντική	значителни
σημαντική	значим
σημαντική	значителна
ημέρα	денят
ημέρα	ден
διάφορα	различни
διάφορα	разнообразни
διάφορα	разни
επέστρεψε	върнато
επέστρεψε	върнати
επέστρεψε	върната
κατέκτησε	завладян
κατέκτησε	завладяна
θέματα	теми
θέματα	темите
θέματα	теми
θέματα	темите
θέματα	въпроси
θέματα	проблеми
στάδιο	стадион
στάδιο	стадиона
στάδιο	стадий
στάδιο	сцена
στάδιο	етап
στάδιο	сцената
χωριά	селата
χωριά	селища
χωριά	села
επίθεση	атака
επίθεση	нападение
τραγούδια	песните
τραγούδια	песни
έδωσε	даде
έδωσε	дала
πληθυσμός	популация
πληθυσμός	население
λέξη	дума
κατάφερε	управлявано
κατάφερε	управлявани
κατάφερε	управляван
προβλήματα	проблеми
προβλήματα	проблемите
δύναμη	сила
δύναμη	мощ
δύναμη	якост
δύναμη	сила
δύναμη	мощност
δύναμη	сила
δύναμη	власт
δύναμη	мощ
επανάσταση	революция
τύπος	преса
τύπος	натиснете
τύπος	натисни
τύπος	пресата
τύπος	формула
τύπος	вид
τύπος	тип
εκατομμύρια	милион
εκατομμύρια	милиони
τέσσερις	четири
τέσσερις	четирима
πορεία	курс
μέση	среден
μέση	средно
μέση	талия
μέση	кръста
μέση	талията
πρόβλημα	проблем
πρόβλημα	беля
πρόβλημα	неприятности
πρόβλημα	беда
πρόβλημα	проблем
πρόβλημα	проблеми
άνω	горни
άνω	горна
άνω	горен
νερό	вода
νερό	водата
τοπική	локална
τοπική	местна
τοπική	локално
τοπική	местно
τοπική	местни
τοπική	местен
περιφέρεια	район
περιφέρεια	регион
περιφέρεια	област
περιφέρεια	окръг
περιφέρεια	област
περιφέρεια	район
παρουσία	наличие
παρουσία	присъствие
μητέρα	майка
μητέρα	майко
έξι	шестима
έξι	шест
δομή	структура
δομή	конструкция
παρίσι	парис
παρίσι	париж
έγραψε	написал
έγραψε	написа
κατασκευή	производство
κατασκευή	изработване
κατασκευή	изграждане
κατασκευή	строеж
κατασκευή	конструкция
κατασκευή	строителство
κατασκευή	построяване
περιέχει	съдържа
περιπτώσεις	случаи
ημέρες	дни
ημέρες	дена
μαρία	мария
μερικές	някои
τιμή	цена
τιμή	стойност
διαδικασία	процес
διαδικασία	производства
διαδικασία	процедура
κοινό	аудитория
κοινό	публика
διαγραφή	изтрий
διαγραφή	заличаване
διαγραφή	изтриване
διαγραφή	изтриете
διαγραφή	изтрий
απογραφή	преброяването
απογραφή	преброяване
απογραφή	опис
απογραφή	инвентаризация
συλλογή	събиране
συλλογή	колекция
τρίτη	вторник
τρίτη	трети
τρίτη	трета
τρίτη	трето
παρακάτω	долу
παρακάτω	отдолу
ναός	темпъл
ναός	храмът
ναός	храм
βοήθεια	помощ
απόσταση	дистанция
απόσταση	разстояние
απόσταση	диапазон
απόσταση	обхват
απόσταση	обсег
νέων	младежта
νέων	младост
νέων	младеж
νέων	младостта
νέων	младежи
αναφορά	докладване
αναφορά	доклад
αναφορά	препратка
αναφορά	позоваване
αναφορά	референтни
ποδοσφαιριστής	футболист
δράση	действия
δράση	действие
δράση	екшън
λιγκ	лигата
λιγκ	лига
απλά	просто
απλά	само
γιώργος	йоргос
γιώργος	джордж
κανείς	никой
γεγονότα	фактите
γεγονότα	факти
γεγονότα	събития
γεγονότα	мероприятия
γεγονότα	случки
σύντομο	кратко
σύντομο	къса
σύντομο	кратка
σύντομο	късо
σύντομο	кратък
σύντομο	кратко
σύντομο	кратка
κράτος	щат
κράτος	държава
κράτος	държавно
κωνσταντίνος	константинос
κωνσταντίνος	константин
στρατό	армията
στρατό	армеец
στρατό	армия
στρατό	армейски
αγία	сейнт
αγία	свети
αγία	светица
αγία	светец
αποτελέσματα	резултати
ιστορικό	фон
ιστορικό	контекст
ιστορικό	историята
ιστορικό	история
σπίτι	дом
σπίτι	домашен
σπίτι	вкъщи
σπίτι	house
σπίτι	къща
σπίτι	къщата
σπίτι	хаус
τζον	джон
τζον	йоан
αρκετές	няколко
τμήματα	разделения
τμήματα	участъци
τμήματα	разделение
τμήματα	дивизии
τμήματα	сегменти
τμήματα	отделите
τμήματα	управления
τμήματα	отдели
τμήματα	секции
τμήματα	участъци
τμήματα	раздели
λειτουργία	функция
λειτουργία	длъжност
λειτουργία	функциониране
λειτουργία	функции
λειτουργία	режим
λειτουργία	операцията
λειτουργία	експлоатация
λειτουργία	функциониране
λειτουργία	операция
βιβλία	книгите
βιβλία	книги
πρωθυπουργός	премиер
πρωθυπουργός	премиера
κείμενο	текст
γραμμή	реплика
γραμμή	линия
σχέδιο	проект
σχέδιο	проектът
σχέδιο	проекта
σχέδιο	чернова
σχέδιο	проектиране
σχέδιο	дизайн
σχέδιο	план
βουλευτής	член
γη	земно
γη	земята
γη	земен
γη	земя
γη	земи
γη	земя
χρήστες	потребители
χρήστες	потребителите
χρήστες	ползватели
εμφανίζεται	показани
εμφανίζεται	показано
ξανά	отново
ξανά	пак
αυτοί	те
χρήστης	потребителски
χρήστης	потребител
χρήστης	ползвател
θάλασσα	море
θάλασσα	морето
χρησιμοποιούνται	използвано
χρησιμοποιούνται	използван
χρησιμοποιούνται	използвани
χρησιμοποιούνται	използвана
πολιτείες	държави
πολιτείες	щати
χρήστη	потребителски
χρήστη	потребител
χρήστη	ползвател
πληθυσμού	популация
πληθυσμού	население
εξουσία	авторитет
εξουσία	орган
εξουσία	правомощия
εξουσία	мощност
εξουσία	сила
εξουσία	власт
εξουσία	мощ
καλοκαίρι	лятото
καλοκαίρι	съмър
καλοκαίρι	лято
καλοκαίρι	лятно
καλοκαίρι	самър
παράδοση	доставяне
παράδοση	доставката
παράδοση	доставка
παράδοση	традицията
παράδοση	традиция
παράδοση	традиции
άνδρες	мъжете
άνδρες	men
άνδρες	мъже
δίνει	дава
όσκαρ	оскарите
όσκαρ	оскар
όσκαρ	оскар
ακριβώς	точно
γυναίκα	жената
γυναίκα	жена
γυναίκα	женско
γυναίκα	жена
γυναίκα	женски
γυναίκα	женска
γυναίκα	жена
γυναίκα	съпруга
γυναίκα	съпругата
περιοδικό	списание
κατάλογος	директория
κατάλογος	директорията
κατάλογος	указател
κατάλογος	списък
κεντρική	централно
κεντρική	централен
κεντρική	централа
κεντρική	централни
κεντρική	централна
ακολούθησε	следвайте
ακολούθησε	последва
γλώσσες	езиците
γλώσσες	езици
νησιά	острови
νησιά	островите
χρώμα	цветове
χρώμα	цвят
χρώμα	цветен
χρώμα	цветно
χρώμα	цветна
χρώμα	цветове
χρώμα	цвят
χρώμα	цветен
χρώμα	цветно
διεθνής	международно
διεθνής	международен
διεθνής	интернешънъл
διεθνής	международни
διεθνής	международна
αμερική	америка
γυναίκες	жени
γυναίκες	жените
μονή	манастир
μονή	манастира
μονή	манастир
σπούδασε	учил
σπούδασε	проучен
σπούδασε	учила
κύρια	основни
κύρια	основна
κύρια	главна
κύρια	главен
κύρια	главни
πρότυπα	шаблони
πρότυπα	образци
πρότυπα	стандартите
πρότυπα	стандарти
δημιουργήθηκε	създадени
δημιουργήθηκε	създадено
δημιουργήθηκε	създадена
