категорія	category
чотири	four
другий	second
належить	belonging
належить	belongs
обсерваторія	observatory
шаблон	pattern
шаблон	template
відкритий	open
відкритий	public
відкритий	exposed
збройних	armed
можливість	capability
можливість	opportunity
можливість	feature
можливість	possibility
можливість	ability
текст	text
учасники	contestants
учасники	attendees
учасники	participants
учасники	members
дерев	trees
прапор	flag
тел	tel
галузі	industries
галузі	industry
стає	becoming
ширина	width
чемпіон	champion
гравець	player
івана	ivana
можливо	maybe
можливо	possible
поблизу	near
поблизу	nearby
термін	term
стало	felt
випадку	case
юрій	yuriy
юрій	yury
юрій	yuri
великі	large
великі	big
добре	fine
добре	good
добре	okay
добре	well
король	king
лінії	lines
випускники	graduates
виконання	performing
виконання	executing
виконання	running
виконання	execution
учасник	member
учасник	contestant
учасник	participant
існування	existence
питань	questions
питань	clues
питань	issues
доктор	doctor
художник	painter
художник	artist
форми	forms
форми	shapes
підприємства	enterprises
підприємства	enterprise
творів	multimedia
творів	compositions
радянський	soviet
заснування	founding
правління	trustees
правління	board
правління	government
сен	sen
сен	seine
сен	saint
поштовий	postal
іноді	sometimes
секретар	secretary
галерея	gallery
галерея	galleria
друга	second
друга	friend
великих	large
містить	contains
містить	holds
містить	contain
територія	territory
політики	policy
політики	politicians
політики	policies
університеті	campus
формування	formation
сьогодні	today
проведення	developing
анатолій	anatoly
види	species
дружина	wife
світ	world
андрій	andrey
андрій	andrei
андрій	andriy
івано	ivano
зміни	modifications
зміни	shifts
зміни	changes
ред	red
ред	raids
днів	days
наукових	scientific
номер	number
справ	affairs
програми	application
програми	programs
програми	applications
програми	programmes
програми	software
партія	party
будівництво	building
будівництво	construction
події	exclusivity
події	incidence
події	events
події	event
тип	type
зображень	images
укр	eng
чемпіонат	fina
чемпіонат	fis
чемпіонат	championship
вище	above
вище	higher
категорії	categories
проблеми	problems
проблеми	issues
людина	homo
людина	human
людина	man
вікіпедія	wikipedia
головним	mainly
число	number
альбоми	albums
розташовані	located
білорусі	belarus
петро	pyotr
петро	petro
петро	petr
петро	peter
петро	piotr
отримала	received
почали	started
комітету	committee
мало	knobs
рівні	levels
процес	process
виступав	addressing
менше	less
значно	significantly
сезону	season
правило	rule
режисер	director
чому	why
завжди	always
загальна	generic
загальна	total
ряд	series
погода	weather
завод	plant
вплив	impact
вплив	influence
рух	motion
рух	traffic
рух	movement
компанія	company
слід	footprint
слід	should
площі	areas
астероїд	asteroid
віктор	viktor
віктор	victor
будівництва	construction
читати	read
застосування	applied
застосування	imposing
застосування	applying
закінчення	end
останній	last
перше	first
скликання	rada
слово	word
книга	book
захисту	protective
захисту	protecting
виступи	appearances
радянської	lietuvos
центрі	contractor
вважається	considered
гри	game
гри	gameplay
призначений	intended
тіла	body
тіла	bodies
основному	mainly
сезон	season
жителів	locals
назвали	named
назвали	called
марія	marija
марія	maria
футболіст	footballer
теж	too
джон	john
джон	jon
володар	lord
поет	poet
матчів	matches
клуби	clubs
ігри	gaming
ігри	games
повернувся	returned
відома	known
відома	famous
дозволяє	enables
дозволяє	allows
відкриті	open
директор	director
народний	folk
заступник	acting
заступник	vice
заступник	deputy
заслужений	honoured
заслужений	honored
часи	times
теорії	theories
середній	average
середній	medium
уряд	government
виробництво	production
виробництво	manufacturing
кіно	movies
кіно	cinema
кіно	movie
парк	park
створено	generated
створено	created
окрім	apart
окрім	except
окрім	aside
повстання	uprising
повстання	revolt
повстання	riot
повстання	rebellion
навколо	around
жінок	women
провінція	province
спорту	sports
речі	things
європі	europe
відділення	squad
метрів	meters
метрів	metres
потрібно	need
найкращий	best
ван	wan
ван	van
ван	wang
безпеки	security
досягнення	achievements
досягнення	accomplishment
досягнення	achievement
театр	theater
театр	theatre
республіка	republic
одночасно	simultaneously
вийшов	out
мешканців	dwellers
мешканців	residents
німеччині	germany
герой	hero
острів	island
острів	isle
загальні	unisex
загальні	generic
загальні	global
загальні	common
загальні	general
культура	culture
представників	representatives
одиниця	unit
бібліотека	library
раді	glad
профіль	profile
профіль	identity
малі	small
малі	mali
швидко	quick
швидко	fast
швидко	quickly
оборони	defense
америки	americas
санкт	sankt
російсько	russo
момент	moment
момент	torque
увагу	chilling
рахунок	account
рахунок	score
робота	job
робота	work
робота	working
література	literature
навчався	studied
премія	prize
замок	castle
титул	title
ролі	role
ролі	roles
одне	one
англ	anglo
систем	systems
актор	actor
гра	game
взагалі	actually
армія	army
російська	russian
карти	cards
карти	maps
моделі	models
моделі	model
нагороджений	decorated
стан	status
стан	stan
стан	state
олександра	alexandra
рівень	level
утворення	formations
утворення	blurry
відкриття	discovery
відкриття	opening
рок	roc
рок	rock
шлях	path
шлях	way
фото	photo
фото	picture
фото	photos
організація	organization
організація	organisation
поверхні	surface
планети	planets
фон	fon
фон	fonds
фон	von
міністр	cdu
міністр	minister
відповідає	replied
відповідає	responding
відповідає	matches
журнал	log
журнал	journal
журнал	magazine
журнал	history
особа	person
особа	affiliate
особа	identity
будівлі	building
будівлі	buildings
храм	shrine
храм	temple
дмитро	dmitriy
дмитро	dmitry
дмитро	dmytro
практично	virtually
практично	practically
таблиця	table
операції	operations
операції	transaction
операції	transactions
віці	age
віці	vici
музичні	musical
дебютував	debuted
модель	model
джерел	sources
джерел	origins
факультет	faculty
керівництвом	superiors
заклади	offices
серія	series
серія	serie
риби	pisces
риби	fish
поки	till
поки	while
поки	bye
поки	until
останні	latest
спосіб	way
мережі	networking
мережі	networks
мережі	network
союз	union
союз	soyuz
головою	chairman
функції	function
функції	functions
зробити	make
визначення	definition
визначення	definitions
визначення	defining
тренер	coach
військовий	military
поновлення	resuming
сіл	villages
сіл	seal
кожен	every
кожен	each
кубок	copa
кубок	coupe
кубок	cup
поширення	sharing
поширення	share
поширення	shares
поширення	spread
поширення	seeding
нижче	below
параметр	parameter
параметр	option
швидкість	velocity
швидкість	rate
швидкість	speed
вдалося	managed
незважаючи	despite
статистика	statistics
статистика	stats
статистика	insights
залізниці	railways
гори	mountains
радянські	soviet
мені	manny
знак	sign
охорони	guards
охорони	conservation
військові	military
корпус	corpus
корпус	corps
боротьби	struggle
боротьби	eradication
колишній	former
завдання	job
завдання	tasks
завдання	jobs
завдання	task
відміну	opposite
загалом	total
харків	kharkiv
харків	kharkov
техніки	inventions
архітектури	architectures
команд	commands
нан	nan
павло	paul
павло	pavlo
павло	pavel
здоров	hey
написав	wrote
умови	terms
умови	conditions
гурт	band
вивчення	study
словник	vocabulary
словник	dictionary
включає	includes
відомо	aware
старший	elder
старший	senior
закон	law
медаль	medal
пісень	songs
матеріали	content
матеріали	material
матеріали	materials
окремих	individual
версія	version
версія	revision
комплекс	complex
олег	oleg
відділу	corporate
ступінь	superlative
ступінь	degree
тварини	animals
тварини	animal
рамках	framework
використовувати	use
райони	districts
заснований	established
заснований	based
така	taka
озера	lake
озера	lakes
батька	father
міг	could
міг	mikoyan
середня	medium
середня	average
виступів	performances
дні	days
поняття	concept
композитор	composer
молоді	young
результати	results
відкрито	pops
відкрито	openly
відкрито	open
яна	jana
яна	yana
рос	ross
місць	places
електронна	electronic
правила	rules
правила	policy
правила	policies
грав	played
швеції	sweden
творчості	creativity
участі	participation
операція	transaction
операція	offensive
операція	operation
музики	music
пункт	option
країна	country
країна	nationality
леніна	lenin
музеї	museums
створений	generated
сільське	rural
інтернет	internet
трохи	some
трохи	slightly
греції	greece
іспанія	spain
призначення	target
призначення	assignment
призначення	destination
призначення	assignments
починаючи	starting
пісня	song
том	tom
обраний	chosen
обраний	elected
позиції	positions
позиції	position
лауреат	laureate
чотирьох	four
рср	ssr
наступні	subsequent
острови	islands
голи	goals
виходу	exit
сина	son
енциклопедія	encyclopedia
альбому	album
аль	halles
дає	produces
дає	gives
крим	crimea
версії	versions
повіт	county
влада	vlada
влада	power
депутат	deputy
числа	numbers
положення	position
положення	buckle
криму	crimea
кожного	each
поля	fields
поля	margins
поля	field
систему	negligence
міністерства	ministry
створена	created
третій	third
користувач	username
користувач	user
постійно	constantly
постійно	permanently
постійно	continually
нічого	nothing
німеччина	germany
палац	palace
стадіон	stadium
жінки	women
міністрів	ministers
газети	newspapers
петра	petra
чергу	queue
родина	family
золота	gold
історичні	historic
історичні	historical
окремі	single
окремі	individual
будуть	will
радянська	soviet
бібліотеки	libraries
бібліотеки	library
уже	already
повітря	air
бюро	bureau
михайлович	mikhailovich
династії	dynasties
словенія	slovenia
друге	second
належать	belong
внесок	contribution
внесок	contributions
олексій	alexei
олексій	alexey
олексій	alexios
олексій	oleksiy
олексій	aleksei
частково	partly
частково	partial
частково	casually
частково	partially
межі	limits
межі	boundaries
межі	borders
стилі	styles
керівник	manager
варіант	alternative
варіант	variant
варіант	option
варіант	variation
називається	called
теорія	theory
йорк	yorke
йорк	york
мов	languages
повинен	must
повинен	should
монастир	monastery
монастир	convent
міжнародний	international
командир	commander
греко	greco
індії	india
монети	coins
наукова	scientific
встановлено	established
встановлено	set
встановлено	installed
начальник	boss
створив	creator
існують	exist
бере	grabs
знаходяться	reside
мистецтво	arts
мистецтво	art
само	samo
грудні	december
національна	national
можливості	features
можливості	opportunities
народилася	born
вигляд	appearance
вигляд	look
вигляд	view
травні	may
травні	digestive
австралії	australia
справа	case
справа	business
отримали	received
нар	nar
представники	representatives
точки	points
нею	her
обласної	introduce
загинув	perished
машини	machines
спільноти	community
спільноти	networks
спільноти	groups
повернення	return
французький	french
вересні	september
кінець	end
кінець	ending
стиль	style
товариство	society
товариство	companionship
товариство	fellowship
прізвище	surname
захист	protection
захист	defense
захист	defence
широко	widely
березні	march
зовсім	hopelessly
джерело	origin
джерело	source
діти	kids
діти	children
діти	babies
учасників	participants
учасників	attendees
політичний	political
рослини	plants
рослини	plant
фонд	foundation
фонд	fund
освіту	educated
поле	field
поле	pole
поле	margin
земель	lands
флоту	fleet
англійською	english
мову	language
фестиваль	festival
стати	become
інший	other
інший	another
незалежності	independence
похований	buried
місяців	months
вікі	wiki
вікі	vicky
описані	described
щось	something
хвилин	minutes
районів	areas
брат	brother
січні	january
офіційно	officially
елементів	items
канади	canada
відносно	relative
відносно	relatively
бази	foundation
рішенням	decision
брати	brethren
брати	brothers
власне	own
знайти	locate
знайти	find
озеро	lake
книг	books
австрії	austria
карл	karl
карл	carl
гітара	guitar
німецький	german
скринька	box
скринька	bin
собор	cathedral
собор	sobor
держав	sovereign
держав	kingdoms
держав	surfaced
краще	better
столиці	capitals
серпні	august
сент	saintes
сент	sainte
науковий	scientific
тараса	taras
прізвища	surnames
метод	method
засобів	appropriately
битва	battle
висоти	heights
порушення	violation
порушення	violations
порушення	breaking
порушення	irregularities
болгарії	bulgaria
матч	match
жовтні	october
активно	actively
письменники	writers
портрет	portrait
громада	community
створити	new
створити	create
створити	generate
русі	motion
картини	paintings
доларів	dollars
процесу	process
музика	music
користувачів	users
ніколи	never
видавництво	publishing
фонду	fund
виступає	serving
вугілля	coal
жанр	genre
храму	temple
вважають	considered
червні	june
включаючи	including
свято	holiday
свято	feast
олександрович	alexandrovich
колір	color
колір	colour
віце	vice
поступово	gradually
проблем	problems
двічі	double
ліга	league
ліга	liga
ліга	ligue
фронту	frontline
цілком	completely
міський	urban
внутрішній	internal
внутрішній	inner
статистики	statistics
статистики	stats
статистики	insights
григорій	gregory
протокол	protocol
петрович	petrović
петрович	petrovich
зброї	guns
освіта	education
студентів	students
чим	what
автомобілі	cars
автомобілі	vehicles
автомобілі	automobiles
автомобілі	yokohama
євген	yevgeni
євген	yevgeny
євген	yevhen
євген	evgeni
євген	eugene
наявність	availability
приміщення	premises
починається	begins
починається	starts
починається	starting
відразу	immediately
імперія	empire
імперія	imperia
сонця	sun
православна	orthodox
ринку	market
народного	folk
академія	academy
академія	academia
академія	académie
академія	accademia
полк	regiment
полк	polk
газу	gas
обладнання	hardware
обладнання	equipment
послідовності	sequences
послідовності	sequence
держава	state
держава	nation
безпосередньо	directly
липні	july
адже	because
майстер	wizard
майстер	master
примітка	note
елементи	items
елементи	element
елементи	elements
елементи	entries
квітні	april
програма	application
програма	program
програма	programme
необхідно	necessary
форма	shape
форма	form
форма	uniform
жив	lived
відео	video
відео	videos
князь	prince
ідентифікатор	identifier
історик	historian
історик	scholar
ряду	rounded
обох	both
щільність	density
редактор	editor
редактор	composer
технології	technologies
технології	technology
народні	folk
донецьк	donetsk
груп	groups
слів	words
дещо	something
поряд	near
характер	character
листопаді	november
підвищення	promotion
організацій	organizations
східної	eastern
сторінки	pages
сторінки	page
методи	methods
відновлення	restore
відновлення	recovery
відновлення	restoration
відновлення	recover
відновлення	restoring
поруч	near
поруч	nearby
передачі	push
передачі	commits
передачі	transfers
тривалість	duration
тривалість	length
користувача	username
користувача	user
отримання	retrieve
отримання	getting
отримання	fetching
отримання	acquire
отримання	receiving
поразки	defeated
поразки	defeat
географія	geography
портал	portal
містах	cities
угорщини	hungary
вилучення	removing
вилучення	removal
вилучення	deletion
вилучення	deleting
вилучення	delete
полковник	colonel
вміст	content
вміст	contents
форму	shape
форму	form
рад	rad
писав	written
писав	wrote
стану	status
транспорт	transportation
транспорт	transport
переклад	translating
переклад	translation
переклад	translate
ятники	scavengers
озброєння	artillery
загальний	generic
загальний	total
загальний	general
варто	worth
відносини	relations
причина	reason
причина	cause
нижній	lower
італія	italy
основи	fundamentals
основи	basics
наразі	currently
політичні	political
клас	class
клас	klaas
відродження	renaissance
відродження	revival
план	plan
смерть	doom
смерть	death
сторони	side
сторони	sides
кандидат	candidate
відбулося	happened
газета	newspaper
матері	mother
матері	mothers
середовища	environment
середовища	environments
інша	other
інша	another
головна	main
головна	preferred
споруди	facilities
споруди	structural
залишається	remains
залишається	stays
збереження	saving
нове	new
контроль	control
досі	still
землю	ground
наступний	next
польща	poland
сильно	strongly
сильно	profound
сильно	much
сильно	greatly
фільмів	films
покоління	generation
покоління	generations
самі	alone
самі	sami
політика	policy
політика	politics
контракт	contract
допомогу	helping
допомогу	assistance
допомогу	help
автомобілів	rental
отримати	retrieve
отримати	get
вам	disarmed
адміністрації	administration
служив	served
ймовірно	probably
архітектор	architect
гора	mountain
гора	mount
гора	mons
гора	gora
тіло	body
допомоги	aid
допомоги	assistance
усього	total
шоу	shaw
шоу	show
край	edge
край	municipality
край	kray
край	krai
підприємств	enterprises
діє	acts
взяв	took
роберт	robert
українці	ukrainians
лейтенант	lieutenant
політик	politician
радіо	radio
змагання	competitions
змагання	competition
олімпійські	olympic
лютому	february
відсутність	away
відсутність	lack
відсутність	absence
суд	judgment
суд	court
населених	inhabited
міститься	contained
міститься	contain
довідник	handbook
довідник	reference
автомобільний	automotive
письменників	writers
працюють	work
північна	north
північна	northern
факти	facts
дерева	trees
обидва	both
випадках	occasions
випадках	cases
чемпіони	champions
йде	goes
верхній	top
структура	structure
звичайно	sure
заклад	establishment
заклад	bet
починає	starts
млрд	billion
студії	studio
будівля	building
дати	dates
гравця	player
особливості	peculiarities
особливості	features
властивості	property
властивості	properties
колишні	former
борис	boris
лінія	line
південна	southern
південна	south
російською	russian
граф	graph
граф	graf
оун	oun
мапа	map
художники	artists
характеристики	characteristics
поховані	buried
писати	writing
донецька	donetsk
донецька	donets
центральна	central
велике	big
позначення	marking
позначення	designation
позначення	tagging
засоби	tools
засоби	merchandise
засоби	means
думка	opinion
сотні	hundreds
лікування	treatment
місяць	month
місяць	moon
училище	school
марії	marys
штаб	headquarters
штаб	staff
зони	zones
зони	accelerated
спільно	jointly
вокал	vocalist
вокал	vocal
робить	does
робить	drinker
робить	makes
наш	our
збори	assembly
вага	weight
шість	six
максим	maksim
максим	maximus
максим	maxim
максим	maxime
любов	lyubov
любов	love
господарство	economy
наука	science
галактики	galaxies
середини	mid
китаю	china
збільшення	magnify
збільшення	magnification
збільшення	increasing
золотий	golden
бас	bass
маса	mass
позиція	position
казахстану	kazakhstan
сама	alone
ресурси	resource
ресурси	resources
національність	ethnicity
торгівлі	trade
посади	sit
конкурсу	presenters
конференції	conference
море	mare
море	sea
факультету	faculty
розділ	chapter
розділ	section
розділ	partition
учнів	apprentices
учнів	pupils
вирішив	decided
узбережжя	coast
температура	temperature
температура	temperatures
галактика	galaxy
мітка	tag
мітка	label
ґміна	gmina
попередні	previous
кожна	each
жан	jean
рима	rhyme
голосів	votes
годин	hours
приклад	sample
приклад	example
залежить	depends
нато	nato
відділ	department
навчальні	teaching
працювала	worked
ідеї	ideas
журналіст	journalist
американська	american
імператор	emperor
форм	forms
форм	shapes
актори	actors
австро	austro
політ	flight
історичний	historic
земля	earth
земля	land
земля	soil
асоціації	associations
асоціації	association
дім	home
символ	symbol
символ	character
отримує	gets
отримує	receives
аналіз	analysis
аналіз	parsing
аналіз	insights
пол	paul
пол	pol
одеса	odessa
навчальних	educational
потужність	capacity
зростання	growth
зростання	ascending
повідомлення	message
повідомлення	messages
структури	structures
структури	structure
інше	different
інше	else
інше	other
громадян	citizens
незалежність	independence
встановлення	installation
встановлення	installing
встановлення	install
причому	judgement
вартість	cost
вартість	value
автомобіль	car
автомобіль	automobile
автомобіль	vehicle
полі	poli
полі	poly
корабель	ship
проживання	accommodation
технологій	technologies
населеного	inhabited
громад	communities
випуск	release
випуск	issue
випуск	dispatch
бригади	brigades
бригади	brigade
галузь	industry
установи	institutions
установи	institution
уєфа	europa
уєфа	uefa
комітет	committee
бразилії	brazil
результат	score
результат	result
живе	lives
смузі	smoothie
упа	upa
номінації	nomination
здебільшого	mostly
працювали	worked
хрест	cross
вік	vic
вік	age
польський	polski
завершення	completion
завершення	complete
завершення	termination
завершення	finishing
ніхто	nobody
речовини	substance
забезпечує	provides
процесів	processes
промисловість	refinery
промисловість	industry
червоний	red
фронт	front
вибори	elections
вибори	election
достатньо	enough
достатньо	sufficient
грі	gta
сучасний	modern
автора	author
голів	heads
теми	themes
теми	topic
теми	topics
теми	theme
названо	named
названо	revealed
швидкості	speeds
сучасна	contemporary
вірші	verses
вірші	poems
надання	contributing
надання	providing
надання	granting
редакції	revision
століть	centuries
ліси	forests
основу	skeleton
імена	names
відповідь	answer
відповідь	reply
відповідь	response
париж	paris
бій	battle
бій	bout
бій	fight
виявлені	detected
основна	primary
королівство	kingdom
джеймс	james
ірландії	ireland
карла	carla
карла	karla
керування	control
керування	management
керування	managing
керування	manage
керування	controlling
традиції	traditions
традиції	tradition
головні	main
голосування	vote
голосування	voting
голосування	ballot
флора	flora
думки	thoughts
голос	voice
дружини	wives
майор	major
майор	mayor
річок	rivers
капітан	captain
свята	holy
свята	holidays
використовує	uses
вода	water
боротьба	wrestling
боротьба	struggle
боротьба	fighting
боротьба	battling
словенії	slovenia
районах	neighborhoods
знання	knowledge
педагог	educator
аналізу	analyzing
регіонів	regions
кораблі	ships
білорусь	belarus
франка	franca
франка	franko
зустрічаються	meet
сюр	sur
тему	topic
тему	theme
центральний	central
сезони	seasons
лежить	lies
шотландії	scotland
основний	core
основний	primary
основний	preferred
основний	basic
представник	representative
триває	lasts
розширення	enlargement
розширення	extensions
розширення	expansion
розширення	extension
виготовлення	produce
художників	painters
художників	artists
залежності	dependencies
містечко	town
білий	white
західна	western
успішно	successful
успішно	successfully
місяці	months
народна	folk
створені	generated
створені	created
літак	airplane
літак	plane
літак	aircraft
втрати	loss
втрати	losing
втрати	casualties
підпис	signature
протікає	flows
автором	author
насправді	actually
насправді	really
дав	gave
архітектура	architecture
таку	taku
порід	breeds
політична	political
коло	kolo
коло	circle
легко	easy
всередині	inside
засновник	founder
засновник	progenitor
будинків	houses
будинків	homes
історична	historical
названий	named
гроші	money
науковці	scientists
служба	divine
служба	service
керівництво	management
зірки	starlight
зірки	stars
вчений	scientist
