και	dan
γυναίκα	istri
γυναίκα	wife
κλπ	dll
περιοδικό	majalah
κατάλογος	direktori
κατάλογος	daftar
κατάλογος	list
κεντρική	central
κεντρική	tengah
κεντρική	pusat
κεντρική	sentral
κεντρική	upt
ακολούθησε	mengikuti
ακολούθησε	follow
ακολούθησε	ikuti
ακολούθησε	diikuti
γλώσσες	bahasa
νησιά	pulau
νησιά	kepulauan
χρώμα	warna
χρώμα	color
χρώμα	berwarna
χρώμα	warna
χρώμα	colour
διεθνής	internasional
διεθνής	international
διεθνής	mancanegara
αμερική	amerika
αμερική	america
γυναίκες	wanita
γυναίκες	perempuan
γυναίκες	women
μονή	vihara
μονή	biara
μονή	biara
σπούδασε	dipelajari
σπούδασε	belajar
κύρια	utama
πρότυπα	template
πρότυπα	templat
πρότυπα	standar
δημιουργήθηκε	tercipta
δημιουργήθηκε	dibuat
μικρά	small
μικρά	kecil
σχέσεις	hubungan
σχέσεις	hubungan
σχέσεις	relasi
εμφάνιση	tunjukkan
εμφάνιση	show
εμφάνιση	tampilkan
εμφάνιση	perlihatkan
εμφάνιση	pertunjukan
εμφάνιση	tampilkan
εμφάνιση	tampilan
εμφάνιση	display
τέσσερα	empat
τέσσερα	four
εγκυκλοπαίδεια	ensiklopedi
