doyle	doyle
seksuaalne	sexuálny
juurdepääs	pristup
juurdepääs	prístup
juurdepääs	prístupnosti
juurdepääs	dostupnosť
juurdepääs	prístupnosť
igavene	večný
igavene	večná
igavene	večné
ootamatu	neočakávane
ootamatu	nečakané
ootamatu	neočakávané
bayern	bayern
rääkides	rozprávanie
rääkides	hovoriaci
rääkides	povedané
rääkides	hovoriac
madu	hada
madu	had
madu	had
tükk	kusu
tükk	kus
tükk	kúsok
tasakaal	zostatok
tasakaal	rovnováha
tasakaal	vyváženie
tasakaal	saldo
tasakaal	rovnováhu
tasakaal	vyváženosť
tasakaal	rovnováha
mateeria	hmota
mateeria	hmotu
mateeria	záležitosť
mateeria	hmoty
ühised	časté
olend	stvorenie
olend	tvor
neutraalne	neutrálny
neutraalne	neutrálna
neutraalne	neutrálne
inspiratsiooni	inšpirácie
inspiratsiooni	inšpiráciu
inspiratsiooni	inšpirácia
discovery	objavenie
discovery	objav
omavalitsused	obce
omavalitsused	obcí
petri	petri
sööt	krmív
sööt	krmivo
sööt	krmivá
sööt	kŕmenie
sööt	kŕmiť
sööt	návnada
sööt	návnady
sööt	návnadu
piero	piero
tüür	kormidla
tüür	kormidlo
liitrit	litre
liitrit	litrov
liitrit	litra
liitrit	liter
liitrit	litra
mootorid	motors
mootorid	motory
mootorid	motorov
mootorid	motory
läbipaistev	priesvitné
läbipaistev	transparentné
läbipaistev	transparentná
läbipaistev	transparentný
potentsiaali	potenciál
potentsiaali	potenciálne
potentsiaali	potenciálu
leslie	leslie
keiserlik	cisársky
keiserlik	imperial
lineaarne	lineárne
lineaarne	lineárna
lineaarne	lineárny
illustratsioonid	ilustrácie
traadita	bezdrôtové
muda	kalu
muda	kal
muda	blato
muda	bahna
muda	blate
muda	blata
mõõtmine	meranie
mõõtmine	merania
mõõtmine	meraní
mõõtmine	meranie
mõõtmine	oceňovanie
mõõtmine	meranie
lõhna	čuch
lõhna	vôňa
lõhna	zápach
lõhna	vôňa
lõhna	vôňu
õnnetus	úraz
õnnetus	nehoda
õnnetus	nehody
õnnetus	havária
suurused	rozmery
suurused	veľkosti
kommunismi	komunizmus
babüloonia	babylonskom
semper	semper
tragöödia	tragédia
tragöödia	tragédie
meeli	zmysly
meeli	zmyslov
eeldused	predpoklady
eeldused	domnienky
eeldused	predpoklady
václav	václav
valdkond	oblasť
valdkond	plocha
valdkond	oblasti
konkurentsi	súťaže
konkurentsi	sutaz
konkurentsi	konkurencia
konkurentsi	súťaž
vulgaris	vulgaris
vicente	vicente
liu	liu
johansson	johansson
jälgib	monitoruje
jälgib	monitory
marge	marge
stein	stein
pen	perom
pen	pen
pen	pero
pen	pera
arendab	vyvíja
arendab	rozvíja
ungarlased	maďarov
ungarlased	maďari
germain	germain
kommentaar	komentovať
kommentaar	komentár
sean	sean
sean	seana
shanghai	šanghaji
armastaja	milenka
armastaja	milenec
orange	oranžová
orange	orange
orange	oranžový
orange	pomaranč
orange	oranžové
sõnaraamat	slovníka
sõnaraamat	slovník
tuld	oheň
tuld	horí
tuld	požiar
viimasena	posledným
viimasena	posledný
viimasena	naposledy
viimasena	posledná
viimasena	posledné
ilmaliku	sekulárne
odavam	najlacnejšie
odavam	lacnejší
odavam	lacnejšie
edge	hrane
edge	okraja
edge	okraj
edge	hrany
kiili	vážka
individuaalne	individuálna
individuaalne	individuálne
individuaalne	jednotlivec
individuaalne	individuálny
individuaalne	jednotlivca
individuaalne	jednotlivých
myspace	myspace
robot	robot
robot	robota
geneetiliselt	geneticky
pilv	oblak
pilv	mrak
pilv	cloud
autosid	cars
autosid	áut
autosid	automobily
autosid	autá
litsents	licenčné
litsents	licenciu
litsents	licencia
litsents	preukaz
litsents	licencie
litsents	licencia
kristlus	kresťanstvo
java	javy
java	java
opel	opel
esinemise	výskyt
nero	nero
pakkumise	tender
säilitab	konzervy
säilitab	zachová
säilitab	uchováva
säilitab	ponechá
säilitab	zachováva
säilitab	udržiava
säilitab	zachováva
säilitab	udržuje
thorpe	thorpe
mir	mir
konsul	konzul
allavoolu	nadväzujúcich
rõõm	potešenie
rõõm	radosť
rõõm	radosti
rõõm	radosť
rõõm	radost
olümpia	olympijské
olümpia	olympic
dünaamiline	dynamický
dünaamiline	dynamic
dünaamiline	dynamická
dünaamiline	dynamické
owen	owen
järg	pokračovanie
seen	huby
seen	huba
thor	thor
agentuuri	agentúra
agentuuri	agentúry
sang	sang
sang	spievala
sang	zaspieval
sang	spievali
sang	spieval
terav	ostrý
terav	ostré
terav	ostro
terav	ostrá
foorum	fórum
foorum	fóra
foorum	forum
luuletus	báseň
õpetab	učí
väidetud	tvrdilo
väidetud	tvrdila
väidetud	žiadal
orto	orto
traditsioonilised	tradičné
traditsioonilised	tradičná
traditsioonilised	tradičný
sõnumid	posolstvá
sõnumid	správ
sõnumid	správy
timothy	timothy
cat	kocúr
cat	mačka
cat	cat
kajastab	odzrkadľuje
kajastab	odráža
gnu	gnu
faktid	skutočnosti
faktid	fakty
faktid	faktov
täpsed	presná
täpsed	presný
täpsed	presné
pete	pete
pete	peta
pete	peťo
diameeter	priemer
gloria	gloria
kursused	kurzy
kursused	kurzov
suomen	suomen
constantin	constantin
horisontaalselt	horizontálne
suurenemine	zvýšenia
suurenemine	zvýšiť
suurenemine	nárast
suurenemine	zvýšenie
suurenemine	zväčšiť
triinu	ella
léon	léon
strauss	strauss
institutsioonid	inštitúcie
romantiline	romantický
romantiline	romantické
romantiline	romantická
romantiline	romantik
romantiline	romantika
uhke	hrdá
uhke	pyšná
uhke	hrdí
uhke	hrdý
kirjutades	písania
kirjutades	písanie
kirjutades	písať
haruldased	vzácne
haruldased	zriedkavé
haruldased	vzácny
vista	vista
kohvi	káve
kohvi	kávu
kohvi	kava
kohvi	kafe
kohvi	káva
marianne	marianne
tegija	maker
tegija	tvorca
jeemeni	jemen
jeemeni	jemene
omar	omar
pinnas	pôdu
pinnas	pôda
pinnas	pôdy
kodakondsus	národnosť
kodakondsus	občianstva
kodakondsus	občianstvo
ajavahemik	obdobie
ajavahemik	doba
ajavahemik	lehota
giulio	giulio
standardid	štandardov
standardid	normy
standardid	štandardy
allveelaev	ponorku
allveelaev	ponorka
albumid	albumy
albumid	albumov
pühendunud	venované
pühendunud	venoval
pühendunud	oddaná
pühendunud	oddaný
pühendunud	venovaná
pühendunud	spáchané
pühendunud	zaviazala
pühendunud	spáchal
tselluloosi	celulóza
liigitada	klasifikovať
liigitada	triediť
tasapisi	pomaličky
tasapisi	pomaly
romano	romano
resolutsioon	rozlíšenie
resolutsioon	rezolúcia
resolutsioon	uznesenie
resolutsioon	uznesenia
andrzej	andrzej
philadelphia	philadelphii
oulu	oulu
mürgine	jedovatý
mürgine	toxické
mürgine	toxická
mürgine	toxický
mürgine	jedovatý
mürgine	jedovaté
mürgine	jedovatý
mürgine	jedovaté
väärt	hodné
väärt	oplatí
tapmine	zabíjanie
tapmine	masaker
tapmine	zabitie
tapmine	zabíjanie
tapmine	porážka
tapmine	zabitie
tapmine	zabíjať
tapmine	zabíjanie
esa	esa
read	riadkov
read	riadky
read	radov
read	čiary
read	riadkov
read	linky
read	riadky
read	trate
michele	michele
korsika	korziky
kaksteist	twelve
kaksteist	dvanásť
kaksteist	dvanástich
ekspert	odborník
ekspert	znalec
ekspert	expert
ökoloogiline	ekologického
ökoloogiline	ekologické
ökoloogiline	ekologický
ökoloogiline	ekologická
sool	soľ
jung	jung
müük	predaje
müük	predaja
müük	tržby
müük	predaj
müük	predaj
müük	výpredaj
vähendamine	zníženie
vähendamine	znižovanie
vähendamine	redukcia
vähendamine	zmenšenie
vähendamine	znižovanie
smithi	smitha
smithi	smith
smart	inteligentné
smart	múdry
smart	šikovný
smart	smart
smart	múdra
viljakas	úrodnej
viljakas	plodnú
hell	nežné
hell	jemné
hell	jemný
hell	jemná
hell	jemne
kokkupõrge	dosah
kokkupõrge	vplyv
kokkupõrge	náraz
kokkupõrge	zrážky
kokkupõrge	zrážku
kokkupõrge	zrážka
paber	papiera
paber	papierové
paber	papier
paber	papierová
alasti	nahý
alasti	nahá
alasti	nahé
alasti	nahá
alasti	nahý
alasti	nahé
sammas	kolóna
sammas	stĺpec
sammas	stĺpci
sammas	stĺp
sammas	piliera
sammas	pilier
mitt	mitt
maatriks	matrix
neljandaks	štvrtá
neljandaks	štvrté
neljandaks	štvrtý
neljandaks	štvrtého
parameeter	parameter
parameeter	parametra
žanr	žáner
stella	stella
oskuste	zručnosť
oskuste	zručnosti
edutult	neúspešne
otsustanud	rozhodli
otsustanud	rozhodol
otsustanud	rozhodlo
otsustanud	rozhodnuté
sinised	blue
sinised	modrý
sinised	modré
sinised	modrá
sinised	modra
schultz	schultz
lapselaps	vnučka
lapselaps	vnuka
lapselaps	vnuk
wales	wales
wales	walesu
elbe	labe
kogemata	náhodne
kogemata	náhodou
kogemata	omylom
kogemata	nechtiac
uuem	novšie
hani	hus
hani	hani
hani	han
rex	rex
territoriaalne	územná
territoriaalne	územné
territoriaalne	územnej
territoriaalne	územný
jeffersoni	jefferson
bengali	bengálska
harrison	harrison
maia	maia
mehaanilise	mechanicky
ümbritsev	okolité
ümbritsev	okolitých
chicagos	chicaga
chicagos	chicagu
chicagos	chicago
turba	rašeliny
hävitatud	zničený
hävitatud	zničili
hävitatud	zničené
hävitatud	zničení
hävitatud	zničená
karistuse	trest
karistuse	potrestanie
karistuse	trestom
liigitus	zaradenie
liigitus	triedenie
liigitus	zatriedenie
liigitus	klasifikácia
hävitamine	zničiť
hävitamine	zničí
hävitamine	ničiť
hävitamine	ničenie
hävitamine	ničenia
hävitamine	zničenie
korrus	podlaha
korrus	poschodie
korrus	podlahové
beach	pláže
beach	pláž
beach	pláži
beach	beach
õiglane	spravodlivý
õiglane	spravodlivý
õiglane	fér
õiglane	spravodlivé
õiglane	veľtrh
pööre	zvrat
pööre	otočiť
sõitja	cestujúcich
sõitja	pasažier
sõitja	osobná
sõitja	cestujúci
sõitja	cestujúceho
astrofüüsik	astrofyzik
kuru	prejsť
kuru	pass
kliendi	zákazníka
kliendi	zákazník
kliendi	zákazníkovi
kliendi	odberateľ
kliendi	klienta
kliendi	klient
katoliiklased	katolíkov
pidulik	slávnostne
pidulik	slávnostné
pidulik	slávnostný
võrreldav	porovnateľných
võrreldav	porovnateľnú
võrreldav	porovnateľná
võrreldav	porovnateľný
võrreldav	porovnateľné
phillips	phillips
kaas	veko
lennata	fly
lennata	letieť
lennata	letia
lennata	lietať
lennata	mucha
lõpetatud	vyplniť
lõpetatud	úplné
lõpetatud	kompletný
lõpetatud	dokončiť
lõpetatud	kompletná
lõpetatud	kompletné
lõpetatud	dokončená
lõpetatud	ukončené
lõpetatud	vyplnený
lõpetatud	dokončené
lõpetatud	vyplnené
lõpetatud	hotové
lõpetatud	ukončené
lõpetatud	skončili
lõpetatud	dokončené
lõpetatud	skončil
alumiiniumi	hliníka
alumiiniumi	hliníkové
alumiiniumi	hliník
yves	yves
ted	ted
kümmekond	tucta
kümmekond	tucet
abt	opát
möödub	vyhovuje
möödub	prejde
möödub	prechádza
tõlked	preklady
tõlked	prekladov
camille	camille
claus	claus
meeldis	milovaná
meeldis	miloval
meeldis	milovaný
meeldis	páčila
meeldis	páčilo
liides	rozhranie
toll	palec
toll	mýta
toll	mýto
toll	colné
tammeka	dub
kaaslased	spoločníci
kaaslased	spoločníkov
cook	kuchárka
cook	cook
cook	kuchár
cook	variť
stressi	stres
stressi	zdôrazniť
varad	aktíva
varad	aktív
varad	majetok
amy	amy
kive	kamene
kive	kamene
kive	skaly
zürichi	zürich
brüssel	bruselu
brüssel	brusel
brüssel	bruseli
kaltsiumi	vápnika
kaltsiumi	vápnik
gonzález	gonzález
sigmund	sigmund
berni	berne
suurendatud	zvýšený
suurendatud	zvýšená
suurendatud	zvýšil
suurendatud	zvýšenie
suurendatud	zvýšené
laienenud	zväčšenie
laienenud	rozšírený
laienenud	rozšírenej
laienenud	rozšírená
töölised	robotníci
töölised	pracovníci
töölised	pracovníkov
töölised	pracujúcich
flash	blesk
flash	flash
flash	záblesk
göteborgi	göteborgu
projektid	projektmi
projektid	projektov
projektid	projektom
projektid	projekty
june	júni
june	jún
june	júna
parasvöötme	mierna
gérard	gérard
konsooli	konzoly
konsooli	konzola
siena	siena
verner	verner
verona	verona
singapuri	singapur
singapuri	singapure
rühmitus	zoskupenia
rühmitus	zoskupenie
käsitöö	remeselná
käsitöö	plavidlo
käsitöö	plavidlá
käsitöö	ručne
käsitöö	remeslá
religioosne	náboženských
religioosne	náboženské
religioosne	náboženský
religioosne	náboženská
religioosne	veriaci
muljet	zapôsobiť
vincenzo	vincenzo
ülekanne	vysielanie
ülekanne	prenos
ülekanne	zasielanie
ülekanne	presun
ülekanne	prenos
ülekanne	prevod
ülekanne	vysielanie
ülekanne	vysielať
ülekanne	vysielania
mõjud	efekty
mõjud	účinky
mõjud	vplyvy
arvud	počty
arvud	čísla
arvud	údaje
määr	miera
määr	rýchlosť
määr	sadzba
opositsioon	nesúhlas
opositsioon	opozície
opositsioon	opozícia
irene	irene
leidmine	zistenie
leidmine	nájdenie
üheksas	deviaty
üheksas	deviateho
üheksas	deviatej
mošee	mešity
benito	benito
valentina	valentina
mõistab	chápe
mõistab	nechápe
mõistab	rozumie
revolutsiooniline	revolučná
astuuria	asturias
mitmekesine	rôznorodé
mitmekesine	rozmanité
joonia	iónske
tervishoid	zdraví
tervishoid	zdravotné
tervishoid	zdravie
tervishoid	zdravotníctvo
käimine	chodenie
bauer	bauer
pidulikult	slávnostne
näita	ukázať
näita	zobraziť
näita	predstavenie
näita	ukáž
budism	budhizmus
koguma	zozbierať
koguma	zbierať
koguma	zhromaždiť
laenatud	požičal
laenatud	požičala
laenatud	požičané
tunnistama	priznať
tunnistama	uznať
ruumiline	priestorový
ruumiline	priestorových
ruumiline	priestorové
magma	magma
raudteede	železnice
raudteede	železníc
raudteede	železnica
sektor	sektor
sektor	odvetvie
enterprise	podnik
enterprise	podnikanie
enterprise	enterprise
keskmised	stredne
keskmised	stredný
keskmised	stredná
keskmised	stredné
keskmised	médium
keskmised	priemery
joone	čiary
joone	riadok
joone	linka
joone	line
joone	čiara
sõnum	správu
sõnum	odkaz
sõnum	posolstvo
sõnum	správa
tiigid	rybníky
beethoven	beethoven
arenema	rozvíjať
arenema	vyvinúť
arenema	vyvíjať
teadis	poznala
teadis	vedel
teadis	vedela
teadis	vedeli
cura	cura
tipu	vrcholom
città	città
augusta	augusta
bio	bio
biokeemia	biochémia
nielsen	nielsen
fra	fra
jános	jános
hobused	koňom
hobused	kone
hobused	koní
rongi	vlakové
rongi	vlaku
rongi	trénovať
rongi	vlakom
rongi	vlak
rikkus	bohatstvo
rikkus	bohatstvo
rikkus	zničil
rikkus	zničená
rikkus	pokazil
etendus	ukázať
etendus	zobraziť
etendus	predstavenie
etendus	ukáž
marshalli	marshall
marshalli	maršal
kvalifikatsioon	kvalifikáciu
kvalifikatsioon	kvalifikácie
kvalifikatsioon	kvalifikácií
kvalifikatsioon	kvalifikácia
kvalifikatsioon	kvalifikácie
kvalifikatsioon	kvalifikácia
koondatud	súhrnné
intensiivsus	intenzita
intensiivsus	intenzity
intensiivsus	intenzitu
intensiivsus	svietivosť
marss	marse
marss	mars
springer	springer
teave	informovanie
teave	informácie
teave	informácia
signaale	signály
signaale	signálov
ridades	radoch
kõrgele	high
kõrgele	vysoko
kõrgele	vysoká
kõrgele	vysoký
kõrgele	vysoké
dakota	dakota
rey	rey
dresdeni	dresden
katastroofi	pohroma
katastroofi	katastrofa
muusikal	hudobný
muusikal	muzikál
muusikal	hudobná
muusikal	hudobné
muusikal	musical
nigeri	niger
satelliit	satelitné
satelliit	satelitná
satelliit	satelit
rick	rick
rick	ricka
poom	boom
poom	bum
astronaut	astronaut
unenägu	sen
unenägu	snívať
unenägu	dream
unenägu	sna
suundumused	trendy
suundumused	tendencie
herakles	hercules
herakles	hercule
aspekte	hľadiská
aspekte	aspektov
aspekte	aspekty
vastastikku	vzájomne
vastastikku	obojstranne
vastastikku	recipročne
lootes	dúfajúc
lootes	dúfajú
mässulised	povstalci
mässulised	povstalcov
andersen	andersen
firmad	spoločnosti
firmad	korporácie
firmad	korporácií
firmad	firmy
firmad	firiem
firmad	firmy
firmad	spoločnosti
firmad	spoločností
michelangelo	michelangelo
võti	kľúčová
võti	kľúč
võti	kľúčové
kliiniline	klinických
kliiniline	klinická
kliiniline	klinického
kliiniline	klinické
kliiniline	klinický
kliiniline	klinickej
väljatöötamine	vypracovania
väljatöötamine	vypracovanie
väljatöötamine	rozvíjanie
väljatöötamine	rozvojových
välised	externý
välised	vonkajšie
välised	vonkajší
välised	externé
välised	vonkajšia
välised	vonkajšie
võõras	cudzí
võõras	cudzinec
tuttav	známe
tuttav	známy
tuttav	známeho
madalamad	nižšia
madalamad	dolné
madalamad	dolný
madalamad	nižšie
madalamad	dolná
baltimore	baltimore
päevik	vestník
päevik	denník
päevik	vestníku
päevik	denníku
päevik	denník
platvorm	plošina
platvorm	platforma
platvorm	platformy
platvorm	platformu
paradigma	paradigmy
nähtavad	viditeľný
nähtavad	viditeľné
nähtavad	viditeľná
emilia	emilia
metallica	metallica
pidu	party
pidu	oslava
pidu	strana
pidu	večierok
pidu	párty
meeleolu	náladu
meeleolu	nálada
meeleolu	nálady
sata	sata
sidus	koherentné
alternatiiv	alternatíva
alternatiiv	alternatívne
alternatiiv	alternatívna
alternatiiv	alternatívny
alternatiiv	náhradné
alternatiiv	alternatívne
alternatiiv	alternatívna
alternatiiv	náhradník
alternatiiv	alternatívny
hiv	hiv
tarn	tarn
disainitud	projektované
disainitud	navrhnuté
disainitud	konštruované
disainitud	navrhnutá
disainitud	navrhnutý
geneetika	genetika
gov	gov
adolph	adolph
täitnud	splnené
täitnud	splnená
täitnud	splnila
täitnud	splnený
täitnud	splnil
ingel	anjelik
ingel	anjela
ingel	angel
ingel	anjel
kohane	primerané
kohane	vhodná
kohane	primeraná
kohane	vhodné
kohane	primeraný
kohane	vhodný
enrico	enrico
vangistatud	uväzniť
vangistatud	uväznený
vangistatud	uväznených
vangistatud	uväznená
vangistatud	zachytený
vangistatud	chytený
vangistatud	zachytené
vangistatud	zajali
vaatas	sledovaní
vaatas	pozerali
vaatas	sledované
vaatas	sledoval
vaatas	pozeral
rev	rev
akna	okna
akna	okienko
akna	okne
akna	okno
maximus	maximus
meelega	schválne
meelega	zámerne
meelega	cielene
meelega	úmyselne
samsung	samsung
variandid	varianty
hüüdnime	prezývku
hüüdnime	prezývky
hüüdnime	prezývka
pühak	svätá
pühak	svätý
pühak	saint
pühak	svätec
craig	craig
honda	honda
florence	florence
reporter	reportér
reporter	reportérka
geoloogiline	geologická
geoloogiline	geologické
geoloogiline	geologické
hampshire	hampshire
jutud	príbehy
jutud	príspevky
jutud	príbehov
atmosfäär	atmosféru
atmosfäär	atmosféry
atmosfäär	atmosféra
lahinguid	boje
lahinguid	bitky
sissetulek	príjmy
sissetulek	výnosy
sissetulek	príjem
ületanud	prekročené
ületanud	prekročiť
ületanud	prekročenie
ületanud	prekročená
lame	byt
lame	ploché
lame	plochá
elena	elena
loata	neoprávnenému
loata	neoprávnené
loata	neoprávnené
brand	značku
brand	značka
brand	značky
augustin	augustin
võrgus	pripojený
võrgus	online
kasutamata	nevyužité
kasutamata	nepoužité
hunter	hunter
hunter	lovec
nõutud	požiadal
nõutud	požiadali
nõutud	požadované
nõutud	vyžadované
nõutud	požadované
nõutud	vyžaduje
nõutud	požadovaná
moodul	modul
moodul	modulu
han	han
chapelle	chapelle
mungad	mníchov
mungad	mnísi
sauna	sauna
ameeriklane	američan
ameeriklane	american
ameeriklane	americké
ameeriklane	americká
ameeriklane	americký
hinnad	ceny
diktaator	diktátor
meta	meta
lane	lane
lane	pruh
armastatud	milovaná
armastatud	milovaní
armastatud	milovaný
armastatud	milované
eesistuja	predsedu
eesistuja	predsedu
eesistuja	predseda
ragnar	ragnar
canterbury	canterbury
kulu	nákladov
kulu	náklady
kulu	výdavok
ettepanekuid	návrhy
tagajärg	dôsledok
tagajärg	následok
julge	tučné
julge	odvážny
julge	odvážne
julge	odvážna
julge	odvážny
julge	odvážne
julge	odvaha
julge	skutok
julge	odvážne
tasane	byt
tasane	ploché
tasane	plochá
mune	vajcia
mune	vajec
mune	vajíčka
mõjuvõimu	splnomocnenie
konkreetsete	špecifické
konkreetsete	konkrétne
konkreetsete	špecifická
konkreetsete	osobitné
konkreetsete	konkrétnych
konkreetsete	špecifický
olli	olli
voyager	voyager
jõulud	vianočné
jõulud	vianočný
jõulud	vianoce
jõulud	vianočná
plus	navyše
plus	plus
nõbu	sesternica
nõbu	bratranec
klaviatuuri	klávesnice
ökosüsteemi	ekosystému
ökosüsteemi	ekosystém
aurora	aurora
kirgiisi	kirgizskej
stanislav	stanislav
spencer	spencer
kõneleja	rečníka
kõneleja	rečník
kõneleja	hovorca
kõneleja	hovorca
terminoloogia	terminológie
terminoloogia	terminológia
nokk	zobák
hirv	jeleň
hirv	jeleňa
jefferson	jefferson
