que	那個
mundo	世界
embargo	禁運
mayo	may
mayo	梅
mayo	五月份
mayo	五月
mayo	蛋黃醬
mayo	mayo
algunos	一些
algunos	有些
temporada	季節
temporada	季
temporada	季節
mejor	更好
mejor	best
mejor	最好
luego	那
luego	然後
luego	那麼
marzo	三月
día	日
día	一天
día	白天
día	day
madrid	馬德里
madrid	利物浦
enero	jan
enero	楊
enero	揚
enero	一月
número	數字
número	數
número	號碼
número	編號
agosto	八月
agosto	八月份
agosto	八月
diciembre	十二月
artículo	項目
noviembre	十一月
noviembre	十一月
otro	其他
estos	這些
abril	四月
abril	四月份
total	共計
total	總計
región	區域
sistema	系統
habitantes	居民
maría	marie
maría	mary
maría	瑪麗
maría	瑪莉
maría	瑪利亞
maría	瑪麗亞
maría	maria
real	real
real	真實
real	皇家
real	皇室
esto	這
esto	這個
mundial	世界
mundial	全球
música	音樂
presidente	主席
presidente	主席
presidente	總統
presidente	主席
casa	屋
casa	房屋
casa	房子
casa	首頁
casa	家
casa	home
casa	住家
sólo	只
sólo	只有
sólo	只是
sólo	只要
álbum	相簿
álbum	專輯
debido	到期
cuenta	數
cuenta	伯爵
cuenta	數數
cuenta	計數
cuenta	帳號
cuenta	帳戶
junio	六月份
junio	六月
febrero	二月
ella	她
ella	她的
varios	雜項
francia	法國
solo	獨唱
solo	獨奏
solo	只
solo	只有
solo	只是
solo	只要
chile	智利
tipo	型態
tipo	類型
obra	工作
iglesia	教會
iglesia	教堂
película	電影
película	影片
película	電影
película	膠片
película	影片
entonces	那
entonces	然後
entonces	那麼
banda	樂團
banda	樂隊
banda	幫
banda	幫派
cuatro	四個
cuatro	四
cuatro	四名
cuatro	cuatro
zona	區
zona	區域
zona	面積
zona	地區
zona	區域
zona	區
televisión	電視機
televisión	電視
televisión	電視台
principal	主要
principal	校長
carlos	charles
carlos	卡洛斯
carlos	carlos
carlos	charlie
carlos	查理
rey	國王
rey	king
rey	王
premio	獎品
premio	獎賞
premio	獎
premio	授予
premio	獎
edición	編輯
edición	版
edición	剪輯
edición	編輯
premios	獎勵
premios	頒獎
premios	獎勵
premios	獎
premios	獎品
premios	授予
premios	獎
sitio	網站
sitio	網頁
sitio	包圍
sitio	圍城
sitio	圍困
sitio	圍攻
sitio	網站
sitio	工地
segundo	第二
segundo	秒
mar	mar
mar	大海
mar	海上
mar	海
mar	大洋
mar	洋
mar	海洋
mar	海
poco	小
orden	訂單
orden	命令
orden	秩序
orden	訂購
orden	順序
estadounidense	美式
agua	飲水
agua	水
tierra	地球
tierra	大地
tierra	陸地
tierra	土地
tierra	tierra
tierra	泥土
tierra	土壤
tierra	土
título	標題
ellos	她們
ellos	他們
ellos	它們
earth	地球
earth	大地
división	組織
canción	歌曲
canción	宋
canción	首歌
canción	歌
fecha	日期
fecha	約會
república	共和國
república	共和
trabajo	工作
trabajo	工作
especie	魚種
especie	物種
luis	louis
luis	路易
luis	路易斯
luis	luis
caso	案例
caso	個案
caso	案件
dentro	內在
dentro	裡面
dentro	內心
dentro	內部
obras	工程
obras	作品
obras	播放
color	色
color	彩色
color	顏色
color	色彩
color	彩色
color	顏色
color	色彩
distrito	區
distrito	地區
superficie	表面
superficie	地面
superficie	地表
superficie	面積
superficie	地區
superficie	區域
superficie	區
copa	盃
copa	杯
copa	杯子
muchos	許多
línea	line
línea	線
línea	線路
francisco	francisco
francisco	francis
siguiente	下一步
área	面積
área	地區
área	區域
área	區
grandes	大型
grandes	big
grandes	大
censo	人口普查
censo	普查
liga	聯盟
liga	同盟
liga	聯賽
estas	這些
muerte	死亡
muerte	死神
medio	介質
medio	中型
medio	中等
medio	媒介
medio	medio
medio	一半
medio	半
medio	半數
política	政策
política	政治學
política	政治
menos	減
menos	少
menos	少了
largo	久
largo	長
hijo	兒子
hecho	完成
algunas	一些
algunas	有些
carrera	職業
carrera	比賽
carrera	賽跑
carrera	種族
carrera	競賽
poder	電力
poder	電源
poder	動力
poder	權力
pueblo	城鎮
pueblo	鎮
pueblo	人
pueblo	人們
pueblo	人民
pueblo	村
pueblo	鄉村
pueblo	村莊
pueblo	村落
pueblo	村子
departamento	部門
departamento	公寓
localidades	地方
localidades	地點
localidades	地點
veces	時代
veces	times
veces	時報
reino	王國
reino	國度
central	中央
todas	全部
todas	所有
todas	all
york	約克
ejemplo	樣品
ejemplo	取樣
ejemplo	抽樣
ejemplo	樣本
ejemplo	範例
género	類型
género	流派
género	性別
género	屬
padre	父親
padre	神父
padre	父
isbn	isbn
campo	鄉村
campo	鄉下
campo	鄉間
campo	農村
campo	欄位
campo	露營
campo	難民營
campo	營
campo	營地
isla	海島
isla	島嶼
isla	島
misma	相同
ante	ante
conocido	已知
conocido	相識
conocido	熟人
http	http
países	國家
países	各國
frente	前面
frente	陣線
frente	額頭
antonio	anthony
antonio	tony
antonio	antonio
director	主任
director	導演
director	司長
días	日子
días	天數
española	西班牙文
española	西班牙語
versión	版
versión	版本
actual	電流
actual	現任
actual	目前
momento	時刻
lista	名單
lista	清單
lista	列表
jpg	jpg
densidad	密度
campeonato	錦標賽
campeonato	錦標賽
tarde	晚
tarde	遲到
tarde	遲
tarde	晚間
tarde	晚上
tarde	傍晚
tarde	下午
tarde	午後
ejército	軍方
ejército	軍事
ejército	集團軍
ejército	軍隊
ejército	軍
ejército	陸軍
porque	因為
estación	站
estación	車站
observatorio	天文台
actualmente	目前
desarrollo	發展
escuela	學校
escuela	學校
escuela	上學
programa	方案
programa	程式
programa	方案
información	資訊
importante	重要
último	上次
último	最後
último	最新
canciones	歌曲
canciones	歌
uso	用法
uso	用量
uso	使用
uso	勞軍
uso	利用
uso	使用
juegos	games
juegos	遊戲
base	基地
base	基礎
base	基數
punto	點
punto	角
punto	點
posición	職位
posición	位置
posición	立場
alemania	德國
ubicación	安置
ubicación	所在地
ubicación	位置
ubicación	地點
partidos	匹配
partidos	火柴
grupos	群組
grupos	團體
john	john
miembros	成員
pedro	pedro
pedro	彼得
pedro	peter
capital	資本
capital	首都
primeros	提早
primeros	及早
primeros	早期
primeros	提前
primeros	首先
primeros	第一
teatro	電影院
teatro	劇場
teatro	戲劇
teatro	劇院
teatro	戲院
teatro	劇場
teatro	戰區
teatro	戲劇
teatro	劇院
teatro	戲院
cualquier	任何
datos	資料
laboratorio	實驗室
laboratorio	化驗室
laboratorio	實驗室
socorro	救濟
libro	圖書
libro	書
libro	書籍
estudios	工作室
estudios	研究
diferentes	不同
barcelona	巴塞隆納
barcelona	barcelona
nivel	層次
nivel	級別
nivel	等級
nivel	三級
nivel	關卡
mayoría	多數
unión	聯盟
unión	工會
edad	年紀
edad	年齡
artículos	文章
artículos	項目
juego	game
juego	比賽
juego	博弈
juego	遊戲
juego	賭
juego	賭博
arte	藝術
arte	美術
arte	art
arte	藝術品
arte	藝術
arte	藝術品
especies	魚種
especies	物種
europa	歐洲
estilo	style
estilo	樣式
estilo	風格
estilo	造型
cine	電影院
cine	電影
cine	戲院
cine	電影
cine	影片
cine	電影
cine	電影院
cine	影片
cine	電影
cine	膠片
cine	影片
proyecto	項目
center	中心
selección	挑選
selección	選取
selección	選擇
selección	甄選
costa	海岸線
costa	沿海
costa	沿岸
costa	海岸線
costa	海岸
equipos	裝備
equipos	團隊
equipos	球隊
equipos	隊伍
origen	出處
origen	原產地
origen	起源
origen	來源
origen	源
origen	起源
código	密碼
código	編碼
código	碼
museo	博物館
puntos	點
puntos	點數
puntos	積分
puntos	縫針
perú	秘魯
militar	軍方
militar	軍事
américa	美洲
américa	美國
américa	美洲
ubicado	位於
producción	輸出
producción	產出
producción	製作
producción	產量
producción	生產
italia	義大利
manuel	emmanuel
plantas	植物
plantas	廠
plantas	植物
plantas	工廠
debe	必須
siempre	始終
siempre	永遠
siempre	總是
metros	公尺
metros	公尺
metros	米
metros	公尺
oro	golden
oro	黃金
oro	金色
oro	金
oro	金子
oro	黃金
oro	金色
oro	gold
posteriormente	後來
posteriormente	稍後
posteriormente	以後
casi	幾乎
construcción	大樓
construcción	建築
construcción	建築物
construcción	施工
construcción	建設
construcción	建築
local	當地
local	局部
local	本地
francés	法文
francés	法語
cultura	文化
santiago	james
santiago	詹姆士
santiago	聖地亞哥
santiago	聖地牙哥
cerca	關閉
cerca	近
cerca	靠近
cerca	附近
cerca	周邊
cerca	鄰近
cerca	附近
estudio	研究
estudio	學習
estudio	錄音室
estudio	studio
estudio	工作室
principales	主要
usuario	使用者
com	com
finalmente	終於
cinco	五
cinco	五個
anterior	早先
anterior	先前
anterior	先前
cargo	貨運
cargo	貨物
cargo	貨
cargo	電荷
cargo	充電
cargo	收費
batalla	戰
batalla	戰役
batalla	戰鬥
derecho	右
derecho	法律
imagen	影象
imagen	影像
imagen	圖片
kitt	kitt
puerto	埠
puerto	港口
puerto	港
puerto	海港
puerto	港灣
puerto	港口
puerto	港
torneo	錦標賽
social	社會
social	社交
millones	百萬
millones	百萬
fin	終結
fin	結尾
fin	結束
fin	鰭
fin	芬
acuerdo	協定
acuerdo	協議
acuerdo	安排
lado	一面
lado	側
colombia	哥倫比亞
servicio	服務
rock	岩
rock	岩石
rock	石頭
rock	rock
rock	搖滾
político	政客
político	政治家
político	政治
películas	影片
películas	電影
ver	見
ver	檢視
ver	瀏覽
fuera	外部
fuera	室外
fuera	外面
fuera	外
fuera	出局
pesar	後悔
mediante	透過
mediante	通過
popular	熱門
popular	流行
popular	受歡迎
popular	人氣
muchas	許多
hoy	今日
hoy	今天
tal	tal
alto	高
alto	高
alto	高大
cuerpo	屍體
cuerpo	體
cuerpo	身體
sino	但
sino	不過
sino	但是
disco	相簿
disco	專輯
disco	碟片
disco	碟
disco	磁碟
disco	碟片
disco	碟
disco	磁碟
finales	決賽
finales	決賽
sociedad	社會
tema	題目
tema	話題
tema	專題
tema	主題
tema	專題
tema	主題
tema	主題
dirección	方向
dirección	管理
dirección	地址
dirección	住址
hombres	男性
hombres	男人
hombres	男子
última	上次
última	最後
última	最新
original	原文
original	原件
original	原創
original	原始
original	原
estadio	舞台
estadio	競技場
estadio	體育館
estadio	體育館
estadio	運動場
estadio	球場
miguel	mike
miguel	miguel
miguel	麥可
miguel	michael
ley	法律
ley	act
oeste	西邊
oeste	西
oeste	西方
oeste	西部
oeste	西方
oeste	西部
mujeres	婦女
mujeres	女性
obs	obs
incluso	甚至
cambio	改變
cambio	更改
cambio	變更
cambio	變
cambio	兌換
cambio	交換
cambio	交易所
cambio	交流
style	style
style	樣式
style	風格
jugador	球員
jugador	玩家
jugador	賭鬼
jugador	賭徒
jugador	玩家
instituto	研究所
público	觀眾
público	觀眾
público	公眾
público	公開
miembro	會員
miembro	成員
miembro	肢
superior	優越
superior	上級
superior	較高
superior	更高
media	媒體
media	媒介
media	平均
media	平均值
california	加利福尼亞
california	加州
parque	樸
parque	公園
tan	tan
tan	譚
tan	曬
llegó	抵達
llegó	到達
archivo	檔案
archivo	歸檔
archivo	文件
archivo	檔案
archivo	檔案
radio	電台
radio	廣播
radio	無線電廣播
radio	收音機
radio	廣播電台
radio	無線電
ahora	現在
parís	巴黎
world	世界
cruz	cruz
cruz	尾
cruz	背面
cruz	反面
cruz	十字架
cruz	cross
cruz	十字
cruz	交叉
cabo	下士
cabo	角
brasil	巴西
red	網路
red	網
red	電網
red	淨
red	net
red	網
red	紅
red	red
red	紅色
aquí	這裡
canal	運河
canal	canal
canal	頻道
canal	海峽
canal	通道
movimiento	動議
movimiento	運動
movimiento	動
movimiento	移動
movimiento	運動
revista	雜誌
revista	日誌
revista	日刊
revista	日記
revista	期刊
éxito	成功
éxito	成功
relación	關係
relación	戀愛
relación	感情
relación	關係
elecciones	選舉
elecciones	選舉
plaza	plaza
plaza	廣場
plaza	正方形
plaza	平方
plaza	方塊
plaza	方形
plaza	廣場
grande	大型
grande	big
grande	大
distribución	分布
distribución	分配
distribución	分銷
compañía	公司
islas	群島
islas	島嶼
alrededor	圍繞著
alrededor	圍繞
alrededor	周圍
musical	音樂
musical	音樂劇
primero	首先
primero	第一
territorio	領地
territorio	領土
hombre	人
hombre	男人
hombre	man
león	獅
león	獅子
león	leon
león	獅子座
león	leo
voz	語音
voz	嗓子
voz	聲音
década	十年
madre	母后
madre	母親
organización	組織
organización	組織
monte	山
monte	monte
aún	仍然
aún	依然
aún	然而
decir	說
goles	目標
victoria	維多利亞
victoria	victoria
sede	總部
sede	總部
importantes	重要
resultado	成果
resultado	結果
resultado	結果
china	中國
calle	calle
calle	街頭
calle	街道
calle	街
papel	紙
papel	紙張
papel	論文
van	貨車
van	梵
van	範
medios	媒體
medios	媒介
francesa	法文
francesa	法語
empresa	公司
empresa	企業
empresa	業務
empresa	商業
empresa	商務
empresa	企業
fernando	ferdinand
fernando	fernando
don	唐
don	don
mapa	地圖
mapa	地圖
civil	民事
civil	平民
venezuela	委內瑞拉
educación	教育
educación	教育
educación	學歷
término	任期
término	術語
término	學期
llamada	致電
llamada	電話
llamada	打電話
llamada	通話
llamada	呼叫
ciudades	城鎮
ciudades	城市
alta	高
igual	平等
igual	相同
londres	倫敦
tercera	第三
edificio	大樓
edificio	建築
edificio	建築物
fallecimiento	死亡
fallecimiento	死神
posible	可能
antiguo	古董
antiguo	古代
antiguo	古老
antiguo	老
antiguo	舊的
antiguo	舊
antiguo	老了
natural	自然
natural	天然
álbumes	相簿
álbumes	專輯
paso	台階
paso	步驟
paso	步
paso	paso
paso	傳球
paso	通過
paso	通行證
mujer	妻子
mujer	女人
mujer	女
mujer	女子
mujer	女
mujer	女性
mujer	婦女
mujer	女性
fuerza	力氣
fuerza	強度
fuerza	實力
fuerza	力量
fuerza	體力
fuerza	武力
altura	身高
altura	高度
garcía	加西亞
garcía	加西亞
garcía	garcía
servicios	服務業
servicios	服務
villa	別墅
villa	villa
villa	村
villa	鄉村
villa	村莊
villa	村落
villa	村子
conocida	已知
campeón	拳王
campeón	冠軍
campeón	冠軍
autor	作者
modo	模式
personajes	字元
personajes	角色
conjunto	設
conjunto	集
conjunto	設定
eso	那個
alemán	德文
alemán	德語
meses	月
meses	月份
único	獨特
único	獨一無二
actor	男主角
actor	演員
parece	看起來
antigua	古董
antigua	古代
antigua	古老
antigua	老
antigua	舊的
antigua	舊
antigua	老了
especial	特價
especial	特別
interior	內心
interior	內
interior	內在
interior	內政
interior	內部
interior	內地
plata	銀色
plata	銀
plata	白銀
japón	日本
municipal	市政
control	控制權
control	控制
consejo	建議
consejo	提示
consejo	小費
consejo	安理會
menor	未成年
seis	seis
seis	六
seis	六個
libre	free
libre	自由
libre	免費
llegar	抵達
llegar	抵達
llegar	到達
valle	河谷
valle	谷
valle	山谷
valle	谷地
festival	節
festival	節慶
festival	節日
personaje	字元
personaje	人物
personaje	角色
personaje	性格
personaje	品格
principalmente	大多
david	大衛
david	david
castillo	城堡
castillo	castle
castillo	城
castillo	castillo
publicado	出版
publicado	發表
publicado	張貼
cantante	singer
cantante	歌手
referencia	基準
referencia	參考
inglaterra	英國
inglaterra	英格蘭
resto	休息
común	常見
común	通用
común	共同
editorial	出版社
editorial	出版商
editorial	出版
editorial	發表
editorial	社論
deporte	體育
deporte	運動
deporte	體育
deporte	運動
saint	聖人
saint	聖
espacio	間距
espacio	間隔
espacio	太空
espacio	空間
asociación	結社
asociación	協會
hija	女兒
acción	動作
acción	行動
actores	演員
hermano	弟弟
hermano	哥
hermano	師兄
hermano	哥哥
hermano	兄弟
fundación	基金會
blanco	目標
blanco	white
blanco	白
blanco	白色
blanco	空白
blanco	目標
profesional	專業
episodio	插曲
episodio	集
principios	原則
principios	原則
principios	原理
imperio	帝國
ganó	元
nunca	從未
nunca	從不
nunca	從來沒有
investigación	調查
investigación	查詢
investigación	研究
municipios	市政府
municipios	市鎮
from	來自
from	從
problemas	煩惱
problemas	麻煩
problemas	問題
modelo	模範
modelo	示範
modelo	模型
modelo	型號
modelo	模特兒
svg	svg
favor	請
actividad	動態
actividad	活動
joven	年輕
joven	young
formación	培訓
formación	訓練
formación	編隊
formación	形成
lugares	地方
lugares	地點
lugares	地點
incluyendo	包括
planta	植物
planta	廠
planta	植物
planta	工廠
planta	下限
planta	地板
período	期間
montañas	山
montañas	山脈
montañas	山區
montañas	山
montañas	山區
montañas	山地
ronda	ronda
ronda	圓
ronda	輪
clase	階級
clase	類
clase	類別
clase	課堂
clase	班級
especialmente	尤其
especialmente	尤其是
oficina	主席團
oficina	辦公
oficina	辦公室
oficina	辦事處
alcalde	市長
alcalde	鎮長
longitud	長度
longitud	經度
temas	題目
temas	議題
temas	專題
temas	主題
temas	主題
políticos	政治學
políticos	政治
políticos	政界人士
políticos	政客
políticos	政治家
deportivo	體育
deportivo	運動
arquitectura	結構
arquitectura	架構
arquitectura	建築
creación	創作
creación	創建
creación	創造
creación	建立
creación	創建
barrio	鄰里
barrio	barrio
barrio	鄰里
libros	圖書
libros	書
libros	書籍
novela	小說
olímpicos	奧林匹克
olímpicos	奧運
jorge	jorge
jorge	喬治
jorge	george
razas	品種
razas	繁殖
razas	種族
razas	品種
academia	學院
academia	學術
academia	學界
academia	學術界
jefe	首席
jefe	科長
jefe	boss
jefe	老大
jefe	老闆
defensa	辯護
defensa	國防
defensa	防禦
defensa	防守
defensa	防衛
defensa	國防
defensa	防衛
características	特徵
características	特性
características	特點
características	功能
características	特色
características	特徵
características	地物
características	特點
honor	名譽
honor	榮譽
honor	名譽
honor	榮譽
incluye	包括
incluye	包括
amor	amor
amor	戀愛
amor	愛
amor	love
amor	愛情
fuente	來源
fuente	源
fuente	噴泉
nuevos	新
nuevos	新的
martín	martin
martín	馬丁
situación	狀況
situación	狀態
situación	現況
situación	情況
ellas	她們
ellas	他們
ellas	它們
derechos	版權
derechos	著作權
derechos	權利
ministro	大臣
ministro	部長
interés	興趣
interés	利息
series	系列
texto	文字
texto	案文
escritores	作家
escritores	作者
actriz	女主角
actriz	女演員
actriz	演員
capacidad	能力
capacidad	容量
capacidad	能力
capacidad	能力
capacidad	能力
artes	藝術
artes	裝備
artes	gear
artes	齒輪
artes	齒輪
cantidad	金額
cantidad	款額
cantidad	數額
cantidad	數量
cantidad	量
fuentes	來源
fuentes	噴泉
vista	vista
vista	檢視
vista	瀏覽
luz	光線
luz	光
luz	燈光
luz	輕
luz	光明
baja	低低
baja	低
paz	平安
paz	和平
tercer	第三
vuelta	返回
vuelta	回歸
noche	晚間
noche	晚上
noche	傍晚
noche	夜晚
noche	晚上
noche	夜
muestra	樣品
muestra	取樣
muestra	抽樣
muestra	樣本
muestra	顯示
rusia	俄語
rusia	俄文
rusia	俄
rusia	俄國
rusia	俄羅斯
personal	個人
personal	人員
personal	人事
robert	羅伯特
robert	robert
aeropuerto	機場
apoyo	支援
semana	星期
semana	周
semana	週
palacio	皇宮
palacio	宮殿
palacio	王宮
palacio	宮廷
palacio	宮
pacífico	太平洋
escritor	作家
escritor	作者
escritor	編劇
profesor	教授
profesor	老師
profesor	教師
comuna	公社
roma	羅馬
diseño	設計
casos	案例
negro	黑
negro	black
negro	黑色
negro	黑人
camino	路徑
camino	公路
camino	道路
camino	路
ayuda	幫助
ayuda	幫忙
ayuda	援助
nombres	人名
nombres	名稱
nombres	姓名
causa	原因
causa	起因
horario	小時
horario	附表
ciencias	科學
últimos	上次
últimos	最後
últimos	最新
tamaño	大小
tamaño	體積
tamaño	尺寸
principio	原則
principio	原理
periodo	期間
nacimiento	出生
nada	nada
etapa	階段
etapa	舞台
etapa	階段
actualidad	電流
actualidad	現任
actualidad	目前
pequeño	小型
pequeño	小
pequeño	小
pequeño	小小
pequeño	小
pequeño	微小
santo	神聖
santo	聖人
santo	聖
zonas	地區
única	獨特
única	獨一無二
ediciones	版本
dios	神
presente	現任
congreso	國會
guitarra	吉他
australia	澳大利亞
pablo	保羅
pablo	paul
pablo	pablo
elementos	元素
elementos	要件
relaciones	關係
relaciones	戀愛
relaciones	感情
relaciones	關係
relaciones	關係
compuesto	復合
compuesto	合成
compuesto	復合
compuesto	化合物
compuesto	大院
horas	小時
partes	部件
partes	零件
text	文字
text	案文
lengua	舌頭
lengua	舌
lengua	語言
lengua	語
lengua	語文
diversos	雜項
militares	軍方
militares	軍事
torre	tower
torre	塔
torre	塔台
actividades	活動
nacionales	national
nacionales	國家
nacionales	國民
cantón	廣州
cantón	縣
nuevas	新
nuevas	新的
sencillo	簡單
sencillo	單一
sencillo	單人
sencillo	單身
sencillo	單
sencillo	容易
sencillo	輕鬆
sencillo	簡單
federal	聯邦
participación	參加
participación	參與
participación	參與
participación	參與
fuerte	強大
fuerte	強壯
fuerte	強烈
fuerte	強
fuerte	堅強
fuerte	堡
fuerte	堡壘
fuerte	要塞
italiano	義大利文
italiano	義大利
primeras	首先
primeras	第一
jugadores	球員
jugadores	玩家
jugadores	賭徒
administración	管理
empresas	企業
empresas	公司
empresas	企業
mercado	mercado
mercado	市場
mercado	市場
gonzález	gonzalez
lucha	摔跤
lucha	摔角
lucha	格鬥
lucha	打架
lucha	戰鬥
lucha	打架
lucha	打
lucha	戰鬥
lucha	鬥爭
lucha	奮鬥
lucha	掙扎
estructura	結構
jesús	jesús
ocupación	佔用
ocupación	職業
ocupación	佔領
cet	cet
nacido	生於
nacido	誕生
nacido	出生
nacido	天生
enrique	enrique
enrique	哈利
enrique	harry
enrique	亨利
enrique	henry
literatura	文獻
literatura	文學
católica	天主教
católica	天主教徒
armas	軍火
armas	武器
armas	兵器
armas	火器
armas	槍械
armas	槍支
armas	槍械
energía	能量
energía	能源
idioma	語言
idioma	語
idioma	語文
valencia	valencia
cabeza	頭
cabeza	頭部
gobernador	省長
gobernador	總督
gobernador	州長
geográfica	地理
mes	月
mes	個月
mes	月份
situado	位於
diferencia	差異
diferencia	差額
diferencia	區別
diferencia	差別
diferencia	差異
objetivo	目標
objetivo	目標
objetivo	目標
ruta	路線
ruta	ruta
economía	經濟學
economía	經濟
economía	經濟
india	印度
flores	花
flores	鮮花
flores	花卉
flores	花兒
flores	花朵
flores	花
flores	花兒
flores	花朵
flores	flores
visita	造訪
visita	來訪
visita	拜訪
visita	參觀
visita	訪問
conde	數
conde	伯爵
conde	數數
conde	計數
conde	earl
fase	階段
william	威廉
resultados	成果
resultados	結果
niños	小孩
niños	兒童
https	https
pequeña	小型
pequeña	小
pequeña	小
campaña	競選
dar	dar
fernández	thompson
colegio	學校
colegio	上學
colegio	學院
colegio	書院
colegio	大學
occidental	西邊
occidental	西
occidental	西方
occidental	西部
occidental	西方
occidental	西部
aproximadamente	大致
aproximadamente	近似
tropas	部隊
presencia	存在
permite	許可證
sentido	感
uruguay	烏拉圭
ficha	標籤
ficha	tab
top	頂
top	top
top	頂端
top	熱門
top	最高
siete	七七
siete	七個
siete	七
siete	seven
ets	性病
ets	ets
ets	性病
animales	動物
animales	動物
animales	寵物
esposa	妻子
ríos	rios
ríos	河流
catalina	katherine
catalina	catalina
catalina	catherine
may	may
may	梅
may	五月份
may	五月
realizar	表演
bar	酒吧
bar	bar
medalla	獎章
medalla	勳章
medalla	獎牌
función	功能
función	職能
función	函數
usuarios	使用者
usuarios	使用者
programas	方案
programas	方案
programas	程式
calidad	素質
calidad	品質
calidad	優質
calidad	質量
artistas	藝術家
artistas	藝人
artistas	藝術家
artistas	藝人
similar	類似
similar	相似
independencia	獨立
sistemas	系統
paul	保羅
paul	paul
virgen	處女
virgen	聖母
transporte	運輸
transporte	交通
transporte	運輸
transporte	交通
pueblos	城鎮
pueblos	鄉村
pueblos	村莊
coordenadas	協調
coordenadas	坐標
coordenadas	坐標
coordenadas	座標
valor	勇氣
valor	價值
valor	數值
valor	值
internacionales	國際
unidad	統一
unidad	團結
unidad	股
unidad	單元
unidad	單位
crear	創建
crear	創建
imágenes	圖片
imágenes	像片
imágenes	圖畫
imágenes	照片
imágenes	影像
imágenes	圖片
inicio	首頁
inicio	家
inicio	home
inicio	住家
salud	歡呼聲
salud	健康
contiene	含有
contiene	包含
llevó	led
minutos	分鐘
minutos	閔
minutos	敏
verano	summer
verano	夏日
verano	夏季
verano	暑假
verano	夏天
sol	太陽
sol	孫
sol	珊
sol	陽光
sol	陽光
sol	sol
teoría	理論
teoría	論
revolución	革命
entrada	入境
entrada	入場
entrada	入口
entrada	投入
entrada	輸入
