aranžman	توافق
intervencije	دخالت
intervencije	مداخله
porez	مالیات
porez	مالیاتی
porez	مالیات
porez	مالیاتی
portland	پورتلند
rovinj	رووینی
pretpostavka	فرض
pretpostavka	پندار
pretpostavka	گمان
predgrađu	حومه
predgrađu	حومه
predgrađu	حومه
isaac	ایزاک
isaac	اسحاق
isaac	اسحق
isaac	آیزاک
gljive	قارچها
gljive	قارچ
gljive	قارچ
pojačanje	پشتیبان
pojačanje	پشتیبانی
logore	اردوگاه
tumora	تومور
tumora	غده
sjeme	بذر
sjeme	دانه
sjeme	نسل
sjeme	بذر
sjeme	دانه
lucija	لوسیوس
lucija	لوسیا
rožnice	قرنیه
branitelj	مدافع
poljoprivredi	کشاورزی
silvio	سیلویو
majica	پیراهن
smjernice	هدایت
smjernice	رهنمود
smjernice	دستورالعملهای
smjernice	دستورالعملها
smjernice	رهنمودهای
srebrni	نقره
srebrni	سیمین
srebrni	سیلور
estonija	استونی
ibrahim	ابراهیم
hladno	سرما
hladno	سرد
hladno	سرماخوردگی
duhovno	معنوی
duhovno	روحانی
eduardo	ادواردو
grace	فضل
grace	گریس
vladavinu	سلطنت
vladavinu	حکمرانی
radar	راداری
radar	رادار
komentare	نظرات
komentare	نظرها
komentare	توضیحات
prebivalište	اقامتگاه
prebivalište	جایگاه
prebivalište	اقامت
eagle	عقاب
eagle	ایگل
droga	مواد
droga	دارو
mlađa	جوانتر
pogubljen	اعدام
julia	جولیا
tin	حلبی
tin	تین
tin	قلع
baba	baba
moto	شعار
moto	موتو
moto	moto
bombardiranje	بمباران
bombardiranje	بمبگذاری
bombardiranje	بمباران
goli	عریان
goli	لختی
goli	برهنه
goli	لخت
goli	برهنه
goli	لختی
goli	لخت
moral	روحیه
moral	اخلاق
moral	اخلاقیات
moral	اخلاقی
moral	اخلاق
jamie	جمی
camus	کامو
fiba	فیبا
podržavao	پشتیبانی
punjenje	انها
andromeda	آندرومدا
najjači	قویترین
rase	نژادها
valove	موجی
valove	امواج
valove	موجها
con	con
hunter	هانتر
hunter	شکارچی
tajno	پنهانی
tajno	مخفیانه
tajno	محرمانه
tajno	رازی
tajno	راز
tajno	مخفی
akt	عمل
poglavice	سران
seks	سکس
seks	جنسیت
seks	جنسی
locke	لاک
uha	خوشه
qld	qld
ponuda	توجیه
ponuda	پیشکش
ponuda	پیشنهاد
ponuda	تقدیم
holm	هولم
unutra	داخل
unutra	درون
unutra	درونت
meč	تطبیق
meč	مسابقه
meč	کبریت
meč	تطابق
aplikacije	کاربردها
čaj	چای
čaj	چایی
ine	ine
ames	امس
ames	ایمز
forma	فرم
forma	شکل
inspiracija	الهام
neuspješno	ناموفق
puk	هنگ
transfer	انتقال
lgbt	lgbt
memorije	خاطره
memorije	حافظه
memorije	حافظۀ
pride	پراید
pride	غرور
pride	تکبر
italia	ایتالیا
rex	رکس
kupila	خریدم
kupila	خریدی
kupila	خریده
pratnju	اسکورت
pratnju	همراهی
restoran	رستورانی
restoran	رستوران
had	هادس
poteškoće	دشواری
poteškoće	سختی
poteškoće	مشکلات
sadašnjost	حاضر
sadašnjost	هدیه
rasprostranjena	گسترده
glina	کلی
glina	گلی
homer	هامر
blizine	تقرب
chuck	چاک
bis	بیس
službenik	کارمند
službenik	افسر
službenik	سرکار
bijelci	سفیدها
sajam	فر
sajam	عادلانه
sajam	منصفانه
sajam	انصاف
sajam	منصف
zaustavio	ایستاد
garden	باغچه
garden	باغ
garden	گاردن
garden	بهشت
primijetio	بشناس
prisilno	اجباری
prisilno	اجبار
poslovna	تجارت
poslovna	کسب
poslovna	business
elektrode	الکترود
elektrode	الکترود
uvala	اینلت
uvala	خلیج
uvala	بای
utvrđivanje	عزم
očigledno	واضح
ponos	پراید
ponos	غرور
ponos	تکبر
cole	کول
mozaik	موزاییک
mozaik	موزائیک
sitne	پتی
marsh	مارش
marsh	مرداب
graz	گراتس
matične	استم
matične	بنیادی
matične	ساقه
naslovi	تیتر
naslovi	عناوین
uvid	اندیشیدن
uvid	بصیرت
kažnjen	تنبیه
sonata	سوناتا
ocjene	مراتب
ocjene	نمره
novaka	نواک
madrida	مادرید
postrojenje	تاسیسات
štap	چوب
oštećenje	صدمه
oštećenje	آسیب
balkana	بالکان
urbana	شهری
urbana	urban
urbana	اوربان
castle	قصر
castle	کاستل
castle	کستل
castle	قلعه
castle	کسل
romane	رومان
romane	رومی
romane	رومن
romane	روم
romane	رمان
ratove	جنگها
zvijeri	جانور
zvijeri	دلبر
zvijeri	حیوان
zvijeri	جانوران
jurij	یوری
elektronički	electronic
elektronički	الکترونیکی
elektronički	الکترونیک
carmen	کارمن
zube	دندانها
zube	دندون
zube	دندان
zube	دندانهای
wheeler	ویلر
julius	جولیوس
julius	ژولیوس
sant	سانت
naboj	اتهام
naboj	شارژ
albume	آلبومهای
jednaki	برابر
jednaki	مساوی
jednaki	برابر
jednaki	مساوی
indoneziji	اندونزی
oklopna	زرهی
bjeloruski	بلاروسی
utvrđeni	مستحکم
pozadina	زمینه
izumiranja	انقراض
helsinkiju	هلسینکی
naočale	عینکی
naočale	عینک
partneri	شرکا
partneri	همتای
partneri	شریک
terapije	درمانی
terapije	معالجه
terapije	درمان
piloti	خلبانان
alija	علی
alija	ali
olimpija	olimpija
sivi	خاکستری
sivi	گری
sivi	خاکستری
nasilno	خشن
nasilno	خشونت
sirije	سوریه
luther	لوتر
uhvatiti	گرفتن
uhvatiti	بگیرن
uhvatiti	کچ
uhvatiti	دستگیر
uhvatiti	دستگیری
xbox	xbox
reputaciju	اعتبار
reputaciju	آبرو
reputaciju	شهرت
reputaciju	شهرتش
siva	خاکستری
siva	گری
siva	خاکستری
deklaracija	اعلام
deklaracija	اعلان
wells	ولز
harvard	هاروارد
gubici	خسارات
gubici	ضرر
gardner	گاردنر
povlastice	امتیازات
povlastice	فواید
povlastice	منافع
phillips	فیلیپس
spencer	اسپنسر
žensko	نسوان
žensko	زن
žensko	مؤنث
žensko	مونث
žensko	ماده
poslovanje	تجارت
poslovanje	کسب
poslovanje	business
orbitu	مدار
break	بشکند
break	استراحت
break	شکستن
primarna	ابتدایی
primarna	اصلی
primarna	اولیه
zarada	سودش
zarada	منفعت
zarada	سودی
zarada	سود
zarada	درآمد
zarada	سود
nivo	تراز
nivo	لول
nivo	سطح
meadow	علفزار
meadow	چمنزار
jana	jan
jana	یان
jana	جانا
olovo	تقدم
olovo	سرب
olovo	لید
pag	pag
ostavi	رها
ostavi	برار
ostavi	ترک
kanadu	کانادا
oceaniji	اوشیانا
tvorac	صورتگر
tvorac	سازنده
tvorac	آفریدگار
tvorac	سازنده
tvorac	آفریننده
tvorac	خالق
napušten	متروکه
preživjela	بازمانده
kolegama	همکاران
mia	mia
mia	میا
odabran	برگزیده
melfi	ملفی
hoda	میرود
svile	سیلک
svile	ابریشم
svile	پرنیان
svile	ابریشمی
svile	حریر
žile	رگها
žile	رگهای
žile	رگها
vriesea	وریزیا
div	غول
div	div
stefana	استفن
stefana	اشتفان
stefana	stefan
stefana	استیفن
neboder	آسمانخراش
ostavljajući	ترک
sredina	وسطی
sredina	میدل
sredina	میانی
sredina	میانه
sredina	وسط
sredina	سنتر
sredina	مرکز
sedma	هفتمین
sedma	هفتم
sharp	شارپ
sharp	تیزی
sharp	هشیار
sharp	تیز
rušenje	تخریب
glasovi	رای
glasovi	رأی
glasovi	صداها
glasovi	صداهایی
glasovi	صداهای
glasovi	آوازها
urednici	تدوینگران
prostorno	فضایی
podnijeti	گرداندن
podnijeti	دستگیره
podnijeti	تسلیم
stao	ایستاد
mason	میسون
mason	میسن
mirovina	بازنشستگی
mirovina	بازنشستگی
vatikan	واتیکان
pobunjenici	شورشی
pobunjenici	یاغی
uspostavi	برپا
carice	شهبانو
mornar	ملوان
lucius	لوسیوس
granate	صدف
granate	نارنجک
che	che
cvijeće	گل
cvijeće	گلها
kratera	دهانه
buffalo	بوفالو
hal	هال
hal	هل
hal	hal
najbliže	نزدیکترین
najbliže	نزدیکترین
prethodna	پیشین
prethodna	قبلی
carolina	شمالی
carolina	کارولینا
puerto	پورتو
herman	هرمن
herman	هرمان
tursko	ترکیه
tursko	ترکی
benfica	بنفیکا
redovnik	راهب
islamski	مسلمانها
islamski	اسلامی
asteroida	سیارکها
vrta	باغچه
vrta	باغ
vrta	گاردن
vrta	بهشت
struke	حرفه
struke	شغلی
struke	شغل
šesta	ششمین
šesta	ششم
šesta	ششمی
nil	نیل
chu	چو
aljaska	آلاسکا
specifičan	خاص
specifičan	مشخص
demokracija	دمکراسی
demokracija	دموکراسی
čimbenik	فاکتور
čimbenik	عامل
modul	پیمانه
modul	ماژول
koplja	ژوبین
koplja	اسپیرز
koplja	نیزه
koplja	اسپیر
tenor	تنور
rap	rap
rap	رپ
uhićenja	دستگیری
berlina	برلین
grafika	نگارهای
grafika	گرافیک
grafika	گرافیکی
nana	نانا
strasti	اشتیاق
strasti	مصائب
strasti	شهوت
mustela	mustela
prosvjeda	اعتراضات
uočio	خالدار
nataša	ناتاشا
matej	ماتیو
matej	متیو
kamiona	کامیونها
steel	فولاد
steel	استیل
steel	فولادی
lily	لیلی
dvorištu	حیاط
dvorištu	حیاط
dvorištu	یارد
alonso	آلونسو
reed	رید
kira	کیرا
inka	اینکا
palo	پالو
ustavni	مشروطه
presuda	حکم
presuda	جمله
presuda	قضاوت
presuda	حکم
presuda	قضاوتی
presuda	داوری
newcastle	نیوکاسل
amor	amor
amor	آمور
ugrađeni	نهفته
ugrađeni	توکار
laurent	لوران
laurent	لورنت
principa	اصول
erik	اریک
izotopa	ایزوتوپ
izotopa	ایزوتوپهای
itf	itf
mapa	نگاشت
mapa	نقشه
višak	مازاد
višak	افزون
višak	مازاد
višak	افراط
višak	فزون
ropstva	اسارت
teoretski	نظری
manjak	کمبود
manjak	نداشتن
manjak	عدم
manjak	کسر
manjak	کسری
uvjeren	دلگرم
uvjeren	قانع
uvjeren	متقاعد
gregory	گریگوری
gregory	گرگوری
automobili	ماشینها
operativni	عامل
najbrži	سریعترین
praga	پراگ
konjica	سواران
konjica	سواره
ahmad	احمد
ahmad	ahmad
manning	منینگ
prihvati	accept
prihvati	پذیرش
prihvati	قبول
becker	بکر
odvajanje	جداسازی
odvajanje	جدایی
odvajanje	تفکیک
odvajanje	فراق
odgovori	پاسخها
odgovori	جوابهای
odgovori	پاسخهای
odgovori	پاسخگویی
odgovori	جواب
odgovori	پاسخ
odgovori	پاسخ
registar	ثبات
ostanak	موندن
ostanak	ماندن
ostanak	اقامت
godišnjak	سالنامه
standarde	استانداردها
standarde	استانداردهای
zastupa	معرف
zmaju	اژدهای
zmaju	دراگون
zmaju	اژدها
privremeni	موقت
privremeni	موقتی
privremeni	موقت
privremeni	موقتی
žlijezda	غده
vlatko	ولاتکو
pridjev	وابسته
pridjev	صفت
istrage	تحقیق
istrage	تحقیقات
umjetnica	هنرمند
umjetnica	artist
umjetnica	هنرمندی
deveti	نهم
deveti	نهمین
tajland	تایلند
prijateljska	دوستانه
prijateljska	خودی
biološki	زیستی
hum	hum
hum	همهمه
hum	زمزمه
pokušavajući	تلاش
pokušavajući	سعی
umijeće	مهارتی
umijeće	مهارت
stolica	صندلی
stolica	مدفوع
angelo	آنجلو
kornjača	لاکپشت
sds	sds
smjesa	آمیخته
smjesa	مخلوطی
katastrofa	مصیبت
katastrofa	فاجعه
katastrofa	مصیبتی
katastrofa	حادثه
uzastopnih	پیاپی
uzastopnih	متوالی
višestruko	چندگانه
višestruko	چندین
orleans	اورلئان
pionir	پیشگام
pionir	پایونیر
jaje	تخمک
jaje	تخم
ted	تد
višestruki	چندگانه
višestruki	چندین
mana	مانا
mana	کاستی
mana	خلل
mana	عیب
promociju	ترویج
promociju	ارتقاء
promociju	ترفیع
promociju	تبلیغ
promociju	ارتقای
promociju	ارتقا
zalihe	تدارکات
zalihe	تجهیزات
zalihe	آذوقه
zalihe	موجودی
zalihe	سهام
instrumente	آلات
fotografiju	فتو
fotografiju	photo
fotografiju	عکس
krugovi	دایره
komplikacija	پیچیدگی
komplikacija	عوارض
dobitnici	برندگان
crawford	کرافورد
lana	لانا
crtež	ترسیم
crtež	نقاشی
crtež	کشیدن
gupta	گوپتا
tiger	ببر
tiger	ببری
tiger	تایگر
tiger	پلنگ
kara	کارا
pivo	بیر
pivo	آبجو
pivo	آبجوی
zakonski	قانونا
prah	غبار
prah	خاک
prah	باروت
prah	پودر
alternativni	جایگزین
alternativni	متناوب
daniela	دانیلا
daniela	دانیال
daniela	دانیل
daniela	دنیل
strategije	استراتژی
strategije	راهبرد
jpl	jpl
eggers	اگرز
psima	سگهای
psima	سگها
psima	سگا
hrasta	اوک
hrasta	بلوط
britton	بریتون
torinu	تورین
bataljun	گردان
gloria	گلوریا
moderno	مدرن
moderno	امروزی
moderno	modern
berkeley	برکلی
shi	شی
centri	مراکز
centri	مراکز
armstrong	آرمسترانگ
ranjeno	مجروح
ranjeno	زخمی
perkins	پرکینز
prijateljstva	دوستی
prijateljstva	رفاقت
neo	نیو
neo	نئو
seksualno	جنسی
spielberg	اسپیلبرگ
arsen	آرسنیک
pravna	مجاز
pravna	قانونی
pravna	حقوقی
marine	مارینا
marine	دریایی
marine	مارین
trend	ترند
trend	گرایش
trend	روند
poželjno	ترجیحا
poželjno	مطلوب
poželjno	خواستنی
distribucija	توزیع
gruzijski	گرجی
gruzijski	گرجستان
medijski	رسانه
ravnica	ساده
ravnica	دشتی
ravnica	دشتهای
pre	pre
prihod	درآمد
prihod	درآمدی
prihod	درآمد
izum	ابداع
izum	اختراع
izum	اختراعش
hopkins	هاپکینز
ratnici	جنگجویان
subjekt	سوژه
subjekt	فاعل
subjekt	موضوع
salzburg	سالزبورگ
luca	لوکا
rotor	روتور
proračun	بودجه
magdalena	مگدالن
magdalena	ماگدالنا
detektiv	کارگاه
detektiv	کارآگاه
detektiv	کاراگاه
promijeni	تغییر
rame	شونه
rame	شانه
sluga	نوکر
sluga	بنده
mentor	مرشد
mučenik	شهید
pošalje	میفرستد
rachel	راشل
rachel	ریچل
rachel	راچل
obavezno	الزامی
obavezno	اجباری
obavezno	واجب
naoružani	مسلح
naoružani	مجهز
zaštićeno	محفوظ
prorok	پیغمبر
prorok	پیامبر
prorok	پیغمبری
noviji	جدیدتر
čarape	جوراب
zamisao	ایده
chippewa	چیپوا
sposobni	توانایی
sposobni	لایق
sposobni	قادر
sposobni	توانا
suze	اشک
suze	اشکها
odraz	بازتاب
odraz	انعکاس
odraz	بازتاب
casas	کاساس
etno	ethno
etno	قومی
etno	نژادی
elena	الینا
elena	النا
opterećenje	بارگذاری
opterećenje	بار
ribari	ماهیگیران
ribari	ماهیگیر
grosso	گروسو
vjeroispovijesti	اعتقادش
michelle	میشل
prijatelje	دوستان
sluge	خدمتکاران
sluge	بندگان
sluge	غلامان
angela	آنگلا
angela	آنجلا
otpušten	اخراج
otpušten	مرخص
depresije	افسردگی
depresije	فرورفتگی
depresije	رکود
monroe	مونرو
einstein	اینشتین
einstein	انیشتین
uvela	معرفی
krzna	خز
napusti	رها
napusti	برار
napusti	ترک
napusti	رها
colin	کولین
colin	کالین
rajko	رایکو
kongu	کنگو
walt	والت
simpson	سیمپسون
afganistan	افغانستان
grove	گروو
grove	گرو
pakistana	پاکستان
snimatelj	فیلمبردار
brad	براد
himne	سرود
himne	اشعار
francisca	فرانسیسکو
francisca	فرانچسکو
obavijesti	اخطار
obavijesti	اطلاعیه
obavijesti	اعلان
obavijesti	notifications
obavijesti	اعلان
planinu	کوهستانی
planinu	کوهی
planinu	کوه
planinu	کوهستان
marjan	مرجان
piva	بیر
piva	آبجو
piva	آبجوی
upoznati	ملاقات
upoznati	دیدار
mrežnice	شبکیه
mrežnice	شبکیه
kandidati	کاندیداهای
bsk	bsk
prijateljica	دوست
prijateljica	دوستی
hara	هارا
lakši	سبکتر
lakši	روشنتر
lakši	فندک
posvetiti	قال
posvetiti	تقدیم
ravnotežu	میزان
ravnotežu	تعادل
ravnotežu	توازن
ravnotežu	موازنه
gandalf	گندالف
slavna	سلبریتی
linda	لیندا
azijski	آسیایی
azijski	آسیا
vicente	ویسنته
učinkovito	کارآمد
učinkovito	مؤثر
učinkovito	موثر
učinkovito	مؤثر
učinkovito	موثر
raznolikost	همیاری
raznolikost	گوناگونی
raznolikost	تنوع
raznolikost	جوره
raznolikost	تنوع
umre	میمیرد
umre	بمیرد
brončana	برنز
brončana	برنزی
brončana	لرستان
nancy	نانسی
ocjena	ارزیابی
ocjena	نمره
ocjena	امتیاز
konsenzus	اجماع
namjeravao	قصد
učiti	studying
učiti	مطالعه
nakit	جواهر
nakit	جواهرات
nakit	زیورآلات
nakit	جواهرات
marcel	مارسل
sinensis	sinensis
mirna	میرنا
mirna	آرام
nord	نورد
kriterija	معیار
kriterija	معیارهای
izazov	چالش
negativan	نگاتیو
negativan	منفی
karaman	کارامان
bale	bale
šesto	ششمین
šesto	ششم
šesto	ششمی
pax	پکس
elite	نخبگان
elite	نخبه
mjesečno	ماهانه
mjesečno	ماهنامه
mjesečno	ماهیانه
leteći	پروازی
leteći	پرواز
sljedbenici	پیروان
nacrt	حواله
nacrt	پیشنویس
nacrt	درفت
sjena	سایه
sjena	شادو
posjetiti	آباد
posjetiti	ملاقات
posjetiti	عیادت
posjetiti	بازدید
kontinent	قاره
cca	cca
grijeh	گناه
grijeh	sin
grijeh	گناهی
putnik	سرنشین
putnik	مسافر
putnik	مسافری
putnik	رهگذران
putnik	مسافر
bele	بلا
osuđeni	محکوم
osuđeni	محکوم
proboj	رخنه
proboj	نقض
ssr	ssr
stupovi	ستونها
stupovi	ستونهای
prosječni	متوسط
prosječni	میانگین
pittsburgh	پیتزبورگ
detalj	جزئیات
detalj	جزییات
mišići	عضلات
mišići	عضله
mišići	ماهیچه
mišići	عضلات
algoritam	الگوریتم
skladište	انبار
skladište	انبار
skladište	ذخیره
kostura	اسکلت
kostura	اسکلت
narav	طبع
narav	اخلاق
brandt	برانت
potrošnja	مصرف
učinkovitosti	بازده
učinkovitosti	کارایی
pitao	پرسید
pitao	پرسیدند
medici	مدیچی
organizmi	ارگانیسم
organizmi	ارگانیزم
zamijenjena	جایگزین
falls	آبشار
falls	فالز
mudrosti	حکمت
mudrosti	حکمتی
prepoznaje	نشناخت
izolacije	جداسازی
izolacije	انزوا
prepreka	مانعی
prepreka	مانع
prepreka	موانعی
prepreka	موانع
lucije	لوسیوس
kanali	کانالها
kanali	کانالهای
kanali	کانالها
stabilnosti	پایداری
stabilnosti	ثبات
liberty	لیبرتی
pehar	فنجان
pehar	جامی
pehar	کاپ
pehar	جام
topla	گرم
kapeli	نمازخانه
kapeli	چپل
kapeli	کلیسای
matematiku	ریاضی
matematiku	ریاضیات
matematiku	math
matematiku	ریاضی
matematiku	ریاضیات
standardno	استاندارد
stolac	صندلی
stolac	مدفوع
družina	بورسیه
družina	یاران
reci	بگویید
reci	بگو
modula	پیمانه
modula	ماژول
slo	slo
izračunati	محاسبه
izračunati	محاسبه
julie	جولی
terminal	ترمینال
terminal	پایانه
četvrtine	اقامتگاه
četvrtine	مقر
nacisti	نازی
nacisti	نازیها
airways	ایرویز
imenica	اسم
imenica	موصوف
stanislav	استانیسلاو
uređaje	دستگاهها
uređaje	دستگاههای
perzije	پرشیا
bombarder	بمباردیه
galeb	کاکایی
hvata	بگیره
kuba	کوبا
ilustracija	تصویرسازی
ajax	آژاکس
vlage	رطوبت
vlage	رطوبت
homoseksualnost	همجنسگرایی
alati	ابزار
alati	ابزارها
alati	ابزارهای
zaštićen	محفوظ
barokna	باروک
mode	فشن
mode	مد
mode	fashion
mode	مُد
kanadska	کانادا
kanadska	کانادایی
kanadska	کانادا
lansiranje	پرتاب
izjavu	بیانیه
izjavu	اظهارات
meek	فروتن
mesto	محل
mesto	مکانی
mesto	مکان
mesto	جای
mesto	جایی
kvalitetno	کیفیتی
kvalitetno	کیفیت
mediteranske	مدیترانه
rundi	ویزیت
opisa	شرح
opisa	مشخصات
opisa	توصیف
ulicu	استریت
ulicu	خیابانی
ulicu	خیابان
ulicu	خیابون
erich	اریش
romeo	رومئو
pojedinac	شخصی
pojedinac	فرد
cox	کاکس
kontekst	متن
dozvola	گواهینامه
dozvola	مجوز
dozvola	جواز
dozvola	اجازه
dozvola	مجوز
dozvola	اجازه
meksička	مکزیک
meksička	مکزیکی
ovce	گوسفند
ovce	گوسفندی
vita	vita
blagoslov	نعمت
blagoslov	نعمتی
blagoslov	صلوات
blagoslov	برکات
blagoslov	درود
nafta	نفت
nafta	اویل
nafta	روغن
izgaranje	احتراق
davanje	دادن
zvono	ناقوس
zvono	زنگ
zvono	بل
majstori	اساتید
majstori	استادان
majstori	اربابان
majstori	مسترز
nož	چاقوی
nož	چاقو
nož	کارد
nož	چاقویی
migracije	وطن
migracije	مهاجرت
todd	تاد
nintendo	نینتندو
svjedoci	شاهدان
svjedoci	شاهدین
komitet	کمیته
komitet	کمیسیون
dina	دینا
tragedije	تراژدی
civilna	civil
civilna	مدنی
bridge	پل
bridge	پلی
mila	میلا
fauna	جانداران
fauna	teide
sličnost	شباهتی
sličnost	تشابه
sličnost	شباهت
sličnost	تشابه
sličnost	شباهت
vermont	ورمونت
vermont	ورمانت
dozvole	مجوزهای
dozvole	مجوزها
podružnice	تابعه
poslana	ارسالی
prizor	صحنه
prizor	سکانس
trbuh	شکم
trbuh	معده
trbuh	شکم
trbuh	بلی
trbuh	شکمش
jednakost	مساوات
jednakost	تساوی
jednakost	برابری
casa	کاسا
clinton	کلینتون
orijentacija	جهت
kupi	بخرم
kupi	خرید
kupi	بخرید
zaposlenika	کارمند
zaposlenika	کارمندان
zaposlenika	کارکنان
zaposlenika	کارمند
gospodari	سروران
gospodari	اساتید
gospodari	استادان
gospodari	اربابان
gospodari	مسترز
lada	لادا
padovi	پادوا
laser	لیزر
laser	لیزری
vanja	وانیا
parametar	پارامتر
zidove	دیوارها
zidove	دیوارهای
zidove	دیوار
civilni	غیرنظامی
betty	بتی
radikalne	رادیکال
magnus	ماگنوس
obožavatelji	هواداران
obožavatelji	هوادارن
obožavatelji	طرفداران
guma	لاستیکی
guma	لاستیک
guma	تایر
guma	تایر
guma	لاستیک
janice	جنیس
snimljeno	فیلمبرداری
poboljšati	اصلاحات
poboljšati	بهبود
pakistanu	پاکستان
dawson	داوسن
dawson	داوسون
ograničene	محدود
laži	دروغ
prijatelju	دوست
prijatelju	دوستی
vozači	رانندگان
stvorenja	موجودات
stvorenja	مخلوقات
stvorenja	بندگان
rome	رام
rome	rom
izvući	استخراج
izvući	چکیده
elektroda	الکترود
klinika	مطب
klinika	درمانگاه
klinika	کلینیک
ultimate	نهایی
plivanje	شنا
plivanje	شنای
plivanje	شنا
plivanje	شنای
zadovoljiti	ارضا
psihološki	روانشناسی
psihološki	روانشناختی
progon	فتنه
dubravka	دوبراوکا
topništvo	توپخانه
alma	الما
alma	آلما
newman	نیومن
opasan	خطرناکی
opasan	خطرناک
istanbulu	استانبول
paviljon	پاویون
kontinentu	قاره
muško	مذکر
muško	نر
norma	نورما
norma	نورم
piano	piano
piano	پیانوی
piano	پیانو
pravosuđa	قضائیه
gaze	غزه
wade	وید
escobar	اسکوبار
