से	از
प्रयोग	آزمایش
शामिल	درگیر
शामिल	دخیل
शामिल	شامل
शामिल	شامل
शामिल	شامل
उन्हें	آنها
उन्हें	آنان
उस	که
स्थान	مکانهایی
स्थान	مکانها
स्थान	مساجد
स्थान	مکانهای
स्थान	مکانها
स्थान	محلهای
स्थान	محل
स्थान	مکانی
स्थान	مکان
स्थान	جای
स्थान	جایی
स्थान	محل
स्थान	مکان
प्रमुख	عمده
प्रमुख	ماژور
प्रमुख	سرگرد
प्रमुख	main
प्रमुख	اصلی
प्रमुख	ماین
हुई	hui
बीच	بیچ
बीच	ساحل
बीच	سنتر
बीच	مرکزش
बीच	مرکز
गए	رفت
गए	رفتن
गए	رفته
मुख्य	main
मुख्य	اصلی
मुख्य	ماین
थी	بود
बिहार	بیهار
उसे	او
उसे	او
कार्य	تکالیف
कार्य	شغل
कार्य	کار
कार्य	ایوب
कार्य	کار
कार्य	کاری
कार्य	کارها
कार्य	جابز
कार्य	کارهای
कार्य	تکلیف
आंध्र	آندرا
नगर	قریه
नगर	شهر
नगर	شهرک
नगर	شهری
नगर	شهر
नगर	سیتی
नगर	نگار
उपयोग	استعمال
उपयोग	کاربرد
लोगों	افراد
लोगों	مردمان
लोगों	آدمها
लोगों	مردم
आधार	پایه
आधार	مبنا
आधार	پایگاه
आधार	پایه
काम	کار
काम	کاری
जीवन	زندگى
जीवन	زندگی
विश्व	جهان
विश्व	دنیا
विश्व	جهانی
भाग	بخشهای
भाग	بخشها
भाग	جزء
भाग	قسمت
भाग	پارت
भाग	قطعات
भाग	عورت
निर्माण	آفرینش
निर्माण	ایجاد
निर्माण	خلقت
निर्माण	ساخت
निर्माण	سازندگی
निर्माण	ساختمان
निर्माण	بسازم
निर्माण	ساختن
निर्माण	بساز
निर्माण	بسازید
निर्माण	بسازی
निर्माण	ساخت
निर्माण	تولیدی
दोनों	هردو
राष्ट्रीय	نشنال
राष्ट्रीय	ملی
जानकारी	اطلاعات
जानकारी	اطلاعات
जानकारी	معلومات
पोर्टल	پورتال
शहर	شهری
शहर	شهر
शहर	سیتی
शहर	شهرها
बार	bar
बार	میله
बार	بار
बार	زمانهای
बार	times
बार	دفعات
बार	تایمز
लगभग	تقریباً
लगभग	تقریبا
लगभग	نزدیک
लगभग	نمانده
लगभग	حدوداً
फिल्म	فیلمی
फिल्म	فیلم
फिल्म	فیلمش
फिल्म	سینمایی
फिल्म	فیلم
फिल्म	film
यहाँ	اینجا
प्रसिद्ध	مشهور
प्रसिद्ध	مشهوره
प्रसिद्ध	معروف
प्रसिद्ध	دارای
विकास	توسعه
विकास	رشد
केवल	تنها
देश	کانتری
देश	کشوری
देश	کشور
देश	مملکت
देश	ییلاق
देश	ملت
देश	ملتی
देश	کشورها
वेबसाइट	سایت
वेबसाइट	وبگاه
वेबसाइट	وبسایت
अलग	متفاوت
विशेष	خالص
विशेष	انحصاری
विशेष	مخصوص
विशेष	ویژه
विशेष	خاص
विशेष	استثنایی
विशेष	خاصه
इसकी	its
पृष्ठ	صفحۀ
पृष्ठ	صفحه
पृष्ठ	صفحات
माना	مانا
शब्द	سخن
शब्द	کلمه
शब्द	واژه
शब्द	کلام
शब्द	کلمات
शब्द	واژه
फिर	پس
तीन	سه
पुरस्कार	ثواب
पुरस्कार	اجر
पुरस्कार	پاداش
पुरस्कार	جایزه
पुरस्कार	جایزه
पुरस्कार	جوایز
पुरस्कार	جوایز
पुरस्कार	اجر
पुरस्कार	پاداش
लेख	مقالات
लेख	مقاله
लेख	مطلب
लेख	مقالۀ
लेख	مقاله
अब	اکنون
अब	الان
अब	حالا
अमेरिका	آمریکای
अमेरिका	امریکا
अमेरिका	آمریکا
मंदिर	پرستشگاه
मंदिर	عبادتگاه
मंदिर	معبد
मंदिर	تمپل
दक्षिण	ساوت
दक्षिण	جنوب
दक्षिण	جنوبی
विभिन्न	گوناگون
विभिन्न	متفرقه
इतिहास	تاریخچه
इतिहास	تاریخ
लिया	گرفته
फ़िल्म	فیلمی
फ़िल्म	فیلم
फ़िल्म	فیلمش
फ़िल्म	سینمایی
फ़िल्म	فیلم
फ़िल्म	film
क्योंकि	چون
पास	گذری
पास	مجالس
पास	گذر
पास	عبور
पास	پاس
विस्तृत	مفصل
विस्तृत	استادانه
विस्तृत	پیشرفته
दिन	روز
दिन	روزی
दिन	روز
दिन	روزها
दिन	روزگار
दिन	روزهایی
दिन	روزای
दिन	روزهای
कृषि	کشاورزی
व्यक्ति	شخص
व्यक्ति	شخصی
व्यक्ति	فرد
व्यक्ति	فردگرایی
विज्ञान	علمی
विज्ञान	علم
विज्ञान	علوم
सदस्य	عضو
सदस्य	عضوی
सदस्य	اعضای
सदस्य	اعضا
हालांकि	هرچند
हालांकि	اگرچه
हालांकि	گرچه
हालांकि	هرچند
हालांकि	اگرچه
हालांकि	گرچه
सिंह	سینگ
सिंह	لئو
सिंह	leo
अनेक	بسیار
अनेक	چندین
अनेक	چندگانه
अनेक	چندین
यहां	اینجا
संख्या	عدد
संख्या	شمارۀ
संख्या	شماره
संख्या	اعداد
संख्या	عدد
संख्या	اعدادی
अपना	شما
बात	حرف
साहित्य	ادبیات
साहित्य	literature
शिक्षा	آموزش
शिक्षा	تحصیلات
शिक्षा	شهریه
दिल्ली	دهلی
धर्म	مذهب
धर्म	دین
धर्म	ادیان
धर्म	مذاهب
धर्म	دارما
मूल	خاستگاه
मूल	مبدأ
मूल	منشأ
मूल	مبدا
मूल	بومی
मूल	اصیل
मूल	اصلی
मूल	اوریجینال
मूल	پایه
मूल	پکیج
मूल	بیسیک
तब	پس
बना	make
बना	را
कोड	کد
संयुक्त	یونایتد
संयुक्त	متحد
संयुक्त	مفصل
जुलाई	ژوئیه
जुलाई	جولای
युद्ध	رزم
युद्ध	کارزار
युद्ध	بتل
युद्ध	نبرد
युद्ध	جنگ
युद्ध	جنگی
नदी	ریور
नदी	رود
नदी	رودخانه
वाला	والا
वाला	ولا
काल	وخیم
काल	بخوانید
काल	تماس
काल	دوره
काल	دورهای
काल	پریود
काल	دورۀ
वर्षों	سالهای
वर्षों	سالها
वर्षों	سال
प्रति	پر
स्टेशन	پاسگاه
स्टेशन	ایستگاه
बड़े	بزرگ
बड़े	درشت
बड़े	بیگ
बड़े	big
बड़े	بزرگ
बड़े	بزرگی
जनवरी	ژانویه
मध्य	مرکزی
मध्य	سنترال
मध्य	مرکز
मध्य	سنتر
मध्य	مرکزش
मध्य	مرکز
मध्य	مدین
मध्य	وسطی
मध्य	میدل
मध्य	میانی
मध्य	میانه
मध्य	وسط
राजा	راجا
राजा	پادشاه
राजा	کینگ
राजा	شاه
प्रथम	اول
प्रथम	ابتدا
प्रथम	نخستین
विश्वविद्यालय	دانشگاههای
विश्वविद्यालय	دانشگاهها
विश्वविद्यालय	دانشگاه
विश्वविद्यालय	qom
जून	jun
जून	ژون
जून	ژوئن
जून	june
उसकी	او
उसकी	او
मार्च	مار
मार्च	مارس
मार्च	پیشروی
मार्च	راهپیمایی
बन	طمع
अर्थ	معنای
अर्थ	معنی
अर्थ	معنا
अप्रैल	apr
अप्रैल	آوریل
अप्रैल	اپریل
अप्रैल	آوریل
महत्वपूर्ण	مهمند
महत्वपूर्ण	مهم
महत्वपूर्ण	بحرانی
महत्वपूर्ण	انتقادی
महत्वपूर्ण	حیاتی
महत्वपूर्ण	خطیر
प्रामाणिक	اصلن
आप	تو
आप	شما
किए	کوآ
अक्टूबर	اکتبر
अक्टूबर	october
समूह	جماعت
समूह	آدینه
समूह	گروهبندی
समूह	گروپ
समूह	گروه
समूह	گروهها
वर्तमान	جاری
वर्तमान	جریان
वर्तमान	حاضر
वर्तमान	هدیه
अध्ययन	studying
अध्ययन	مطالعه
अध्ययन	تحصیل
अध्ययन	مطالعه
अध्ययन	مطالعات
विभाग	وزارت
विभाग	اداره
विभाग	بخش
विभाग	تقسیم
विभाग	واحد
आम	انبه
आम	mango
आम	رایج
आम	معمولی
आम	مشترک
स्थिति	وضعیت
स्थिति	موضع
स्थिति	موقعیت
स्थिति	حالت
स्थिति	استیت
स्थिति	دولت
स्थिति	وضعیت
स्थिति	ایالت
स्थिति	شرط
स्थिति	شرایط
स्थिति	وضعیت
स्थिति	موقعیت
प्रभाव	ضربه
प्रभाव	اصابت
प्रभाव	برخوردی
प्रभाव	برخورد
प्रभाव	تأثیرات
प्रभाव	تاثیرات
प्रभाव	اثرات
प्रभाव	آثار
प्रभाव	اثر
प्रभाव	جلوه
प्रभाव	تأثیر
आदर्श	آرمانگرایی
आदर्श	طاغوت
आदर्श	بُت
साल	سالهای
साल	سالها
साल	سال
साल	سال
पहली	اول
पहली	ابتدا
पहली	نخستین
संगीत	موسیقی
संगीत	موزیک
अमेरिकी	آمریکایی
अमेरिकी	امریکایی
अमेरिकी	امریکن
अमेरिकी	آمریکن
अमेरिकी	آمریکاییها
सेवा	خدمت
सेवा	سرویس
सेवा	خدمات
बनाने	ایجاد
बनाने	ساختن
आज	امروز
स्थापित	تمکین
स्थापित	نصب
स्थापित	بنیان
स्थापित	برپا
उच्च	والا
उच्च	رفیع
उच्च	بلند
उच्च	والا
देता	میدهد
उपलब्ध	موجود
काफी	کافیه
बड़ी	بزرگ
बड़ी	درشت
बड़ी	بیگ
बड़ी	big
बड़ी	بزرگ
बड़ी	بزرگی
शक	شک
शक	ساکا
प्रभा	پرا
श्री	سری
उदाहरण	نمونه
उदाहरण	نمونۀ
उदाहरण	مثال
उदाहरण	مثلی
उदाहरण	مثال
उदाहरण	نمونه
उदाहरण	تصویرسازی
उदाहरण	مثالهای
उसका	او
उसका	او
ले	برداشت
ले	بگیر
ले	بگیرد
ले	بگیرید
उत्तरा	uttara
जिससे	کدام
स्थापना	نصب
स्थापना	نصب
स्थापना	موسسه
स्थापना	تاسیس
स्थापना	تأسیس
कंपनी	گروهان
कंपनी	شرکت
कंपनी	company
कंपनी	کمپانی
अधिकांश	اکثر
अधिकांश	بیشتر
अधिकांश	بیشترین
अधिकांश	غالبا
सामाजिक	اجتماعی
सामाजिक	سوسیال
प्रत्येक	هر
प्रत्येक	هرکدوم
प्रत्येक	هریک
बड़ा	بزرگ
बड़ा	درشت
बड़ा	بیگ
बड़ा	big
बड़ा	بزرگ
बड़ा	بزرگی
बड़ा	عالی
बड़ा	عالیه
बड़ा	بزرگتر
बड़ा	بزرگتری
स्तर	سطح
स्तर	سطوح
स्तर	تراز
स्तर	لول
स्तर	سطح
जारी	ادامه
चित्र	عکسه
चित्र	عکس
चित्र	پیکچرز
चित्र	تصاویر
चित्र	عکسها
चित्र	عکس
चित्र	تصویر
चित्र	نگاره
चित्र	تصاویر
इससे	از
इससे	ببندد
प्रणाली	سامانه
प्रणाली	سیستم
सरकारी	رسمی
सरकारी	دولتی
सरकारी	حکومت
सरकारी	دولت
जहां	کجا
जहां	کجای
देशों	کشورها
जल	آب
सूची	فهرست
विचार	ایده
विचार	ایده
विचार	تفکر
विचार	رسیدگی
विचार	افکار
विचार	افکارش
छोटे	کوچک
छोटे	small
छोटे	کوچکی
छोटे	اسمال
छोटे	اندکی
छोटे	کوچک
छोटे	کم
छोटे	لیتل
छोटे	کوچولو
ऊपर	بالا
ऊपर	top
ऊपर	تاپ
ऊपर	اوج
ऊपर	فاعل
ऊपर	فراز
पानी	آب
सामान्य	عمومی
सामान्य	ژنرال
सामान्य	جنرال
सामान्य	رایج
सामान्य	معمولی
सामान्य	مشترک
सामान्य	نرمال
सामान्य	عادی
सामान्य	معمولی
सामान्य	طبیعی
आगे	جلو
कुल	مجموع
कुल	کلا
कुल	کل
एक्स्प्रेस	اکسپرس
पुलिस	پولیس
पुलिस	پلیس
वर्ग	مقوله
वर्ग	دسته
वर्ग	مربع
वर्ग	میدان
वर्ग	کلاس
वर्ग	کلاسهای
वर्ग	کلاسها
वर्ग	رده
वर्ग	ردۀ
वर्ग	کلاس
वर्ग	طبقاتی
वर्ग	class
वर्ग	کلاسی
शरीर	بدن
शरीर	بدنی
शरीर	بدنه
शरीर	جسم
शरीर	body
अंग्रेजी	انگلیسی
अंग्रेजी	english
माध्यम	متوسط
मानव	انسان
मानव	انسانی
मानव	بشر
पाकिस्तान	پاکستان
भूमिका	معرفی
भूमिका	مقدمه
भूमिका	اشنایی
भूमिका	آشنایی
भूमिका	نقشی
भूमिका	رل
भूमिका	نقش
हर	har
हर	هار
हर	هر
हर	هور
हर	حور
अतिरिक्त	حیا
अतिरिक्त	زاپاس
अतिरिक्त	اضافی
अतिरिक्त	اضافی
अतिरिक्त	اضافه
पिता	پدری
पिता	پدر
समाज	اجتماع
समाज	جامعه
समाज	انجمن
नीचे	فرود
नीचे	پایین
नीचे	زیر
नीचे	تهش
नीचे	مفعول
नीचे	پایین
नीचे	باتوم
दुनिया	جهان
दुनिया	دنیا
दुनिया	جهانی
आधुनिक	مدرن
आधुनिक	امروزی
आधुनिक	modern
ध्यान	مدیتیشن
ध्यान	توجه
हिंदी	هندی
दे	بده
सभा	جماعت
सभा	آدینه
सभा	مجلس
सभा	مجمع
सभा	محفل
सभा	گردآوری
सभा	ویدهان
परिवार	فامیل
परिवार	خانوادگی
परिवार	خانواده
विषय	مبحث
विषय	موضوع
विषय	موضوعات
विषय	موضوعاتی
विषय	سوژه
विषय	فاعل
विषय	موضوع
अधिकार	حقوق
रंग	رنگ
रंग	رنگها
रंग	رنگها
रंग	رنگهای
रंग	رنگها
रंग	رنگ
बाहर	استعفا
बाहर	انصراف
बाहर	ترک
बाहर	بیرون
बाहर	برون
खेल	پخش
खेल	بازی
खेल	اسپرت
खेल	اسپورت
खेल	ورزشی
खेल	ورزش
खेल	بازی
खेल	گیم
खेल	بازیهای
खेल	بازیها
खेल	بازی
खेल	sport
खेल	اسپورت
खेल	ورزش
खेल	ورزشی
खेल	ورزشکار
क्षेत्रों	نواحی
क्षेत्रों	مناطق
जहाँ	کجا
जहाँ	کجای
समान	همگن
समान	همون
समान	مشابه
सितंबर	september
सितंबर	سپتامبر
दूर	دور
दूर	میفرمایند
दूर	دور
दूर	دوردست
दूर	دورتر
पता	آدرس
पता	نشانی
शक्ति	قوت
शक्ति	نیرو
शक्ति	قدرت
शक्ति	استحکام
शक्ति	قدرت
शक्ति	پاور
शक्ति	توان
शक्ति	power
शक्ति	قدرتش
शक्ति	شاکتی
ब्रिटिश	بریتانیایی
ब्रिटिश	بریتانیا
कला	arts
कला	هنر
कला	هنرهای
कला	art
कला	هنر
कला	آرت
घर	خانه
घर	وطن
घर	خونه
घर	آغازه
घर	خانه
संस्कृत	سانسکریت
प्रकाशित	انتشار
मई	می
मई	مه
मई	تا
प्रक्रिया	فرایند
प्रक्रिया	پروسه
प्रक्रिया	فرآیند
प्रक्रिया	روند
प्रक्रिया	مراحل
प्रक्रिया	فرایندهای
प्रक्रिया	رویه
प्रक्रिया	روند
सेना	سپاه
सेना	سنا
सेना	لشگر
सेना	ارتش
सेना	ارتشی
सेना	سپاه
सेना	لشکر
पार्टी	مهمانی
पार्टी	پارتی
पार्टी	مهمونی
पार्टी	حزب
पार्टी	جشن
हम	hum
हम	همهمه
हम	زمزمه
पश्चिम	وست
पश्चिम	باختر
पश्चिम	غرب
पश्चिम	غربی
अंत	پایان
दशक	دهه
दशक	میلادی
पूरी	کل
नए	جدیدتر
बिना	بى
बिना	بدون
क्या	چی
क्या	چه
अगस्त	آگوست
अगस्त	آگست
अगस्त	اوت
अगस्त	اوت
अगस्त	aug
संबंध	رابطه
संबंध	روابط
संबंध	رابطه
संबंध	مراعات
संबंध	روابط
संबंध	نسبتی
संबंध	ارتباط
संबंध	رابطه
प्रदर्शन	عملکرد
प्रदर्शन	اجرا
प्रदर्शन	کارایی
मार्ग	مسیر
मार्ग	راه
पर्यटन	گردشگری
ज्ञान	دانش
ज्ञान	آگاهی
ज्ञान	علم
ज्ञान	معرفت
लगा	احساس
दिसम्बर	دسامبر
दिसम्बर	dec
दिसम्बर	دکلان
अक्सर	غالبا
अक्सर	اغلب
सहायता	کمک
सहायता	پشتیبان
सहायता	پشتیبانی
सहायता	حمایت
सहायता	کمکهای
सहायता	توفیق
पहला	اول
पहला	ابتدا
पहला	نخستین
मृत्यु	مرگ
स्वयं	نفس
स्वयं	بخود
विकिपीडिया	ویکی
विकिपीडिया	ویکیپدیا
विकिपीडिया	ویکیپدیای
तैयार	اماده
तैयार	آماده
आवश्यक	لازم
आवश्यक	نیاز
आवश्यक	فوری
आवश्यक	فوریه
आवश्यक	ضروری
देखा	ندیده
देखा	دیده
देखा	دیده
देखा	دید
उत्पादन	تولید
रोग	بیماری
संबंधित	مربوط
संबंधित	مرتبط
शताब्दी	قرن
शताब्दी	قرنه
शताब्दी	سده
चीन	چین
अभी	اکنون
अभी	الان
अभी	حالا
संघ	یونیون
संघ	اتحادیه
संघ	اتحاد
संघ	فدراسیون
संघ	انجمن
यात्रा	مسافرت
यात्रा	travel
यात्रा	سفر
यात्रा	سفر
यात्रा	سفری
यात्रा	مسافرت
यात्रा	سفر
मात्रा	مقدار
मात्रा	مبلغ
मात्रा	کمیت
रचना	آفرینش
रचना	ایجاد
रचना	خلقت
रचना	انشاء
रचना	ترکیب
जगह	محل
जगह	مکانی
जगह	مکان
जगह	جای
जगह	جایی
जगह	فضای
जगह	فضا
जगह	فضایی
जगह	فاصله
भिन्न	گسسته
भिन्न	متفاوت
भिन्न	کسر
लोक	عمومی
लोक	علنی
लोक	همگانی
लोक	public
सब	sab
सब	همه
पूरा	پر
पूरा	کاملش
पूरा	سرشار
पूरा	فول
पूरा	پره
पूरा	کل
पूरा	تکمیل
आवश्यकता	نیازی
प्रकाश	سبک
प्रकाश	روشنایی
प्रकाश	نور
प्रकाश	روشن
प्रकाश	نوری
प्रकाश	پراکاش
प्रकाश	چراغها
प्रकाश	چراغ
नई	تازه
नई	نو
नई	جدید
नई	نیو
नई	جدیدتر
चिकित्सा	طبی
चिकित्सा	medical
चिकित्सा	پزشکی
चिकित्सा	درمانی
चिकित्सा	معالجه
चिकित्सा	درمان
दूसरी	دوم
दूसरी	ثانیه
दूसरी	دومی
कार्यक्रम	رویدادهای
कार्यक्रम	رویدادها
कार्यक्रम	حوادث
कार्यक्रम	اتفاقات
कार्यक्रम	برنامۀ
कार्यक्रम	پروگرام
कार्यक्रम	برنامه
कार्यक्रम	رویداد
कार्यक्रम	واقعه
कार्यक्रम	رخداد
कार्यक्रम	برنامه
पुराने	پیر
पुराने	قدیمی
पुराने	قدمت
पुराने	کهنه
पुराने	بزرگتر
पुराने	پیرتر
सदी	قرن
सदी	قرنه
सदी	سده
भगवान	خداوند
भगवान	خدا
भगवान	الهی
भगवान	خدایی
भगवान	الله
भगवान	لرد
भगवान	پروردگارا
लिखा	نوشتم
संस्थान	موسسه
संस्थान	مؤسسه
संस्थान	انستیتو
संस्कृति	تمدن
संस्कृति	فرهنگی
संस्कृति	فرهنگ
अंग्रेज़ी	انگلیسی
अंग्रेज़ी	english
पूर्ण	عالی
पूर्ण	perfect
पूर्ण	پرفکت
पूर्ण	پر
पूर्ण	کاملش
पूर्ण	سرشار
पूर्ण	فول
पूर्ण	پره
पूर्ण	تکمیل
परिवर्तन	تبدیل
परिवर्तन	انتقال
परिवर्तन	گذار
परिवर्तन	تغییرات
परिवर्तन	تبدیل
परिवर्तन	دگرگونی
परिवर्तन	تغییر
टीम	تیمهای
टीम	تیم
टीम	تیمی
चर्चा	بحثش
चर्चा	بحث
संगठन	سازمان
संगठन	سازماندهی
संगठन	سازمان
संगठन	سازماندهی
संगठन	سازمانها
संगठन	سازمانهای
अगर	agar
शैली	سبک
शैली	شلی
तुलना	مقایسه
स्कूल	مدارس
स्कूल	مدرسه
स्कूल	مکتب
पुस्तक	کتاب
पुस्तक	book
पुस्तक	کتابی
लेखक	نویسنده
लेखक	نویسندگان
लेखक	مؤلف
लेखक	نویسندۀ
लेखक	نویسنده
संस्करण	ورژن
संस्करण	نسخۀ
संस्करण	نسخه
खिलाड़ी	بازیکنان
खिलाड़ी	بازیکن
खिलाड़ी	athlete
खिलाड़ी	پهلوان
खिलाड़ी	ورزشکار
खिलाड़ी	بازیکن
ट्रेन	قطار
ट्रेन	قطارها
ट्रेन	متقاضیان
ट्रेन	قطاری
ट्रेन	قطار
आकार	شکلها
आकार	شکل
आकार	سایز
आकार	اندازه
आकार	اندازۀ
आकार	اندازه
उत्तरी	شمالی
उत्तरी	شمال
सीमा	حد
सीमा	محدود
सीमा	محدودیت
सीमा	سیما
सीमा	لبه
सीमा	مرزی
सीमा	مرزبانی
सीमा	مرز
सीमा	لبۀ
सीमा	گستره
सीमा	گسترۀ
सीमा	محدودیتها
सीमा	محدودیت
पश्चिमी	وسترن
पश्चिमी	غربی
व्यवस्था	توافق
आर्थिक	اقتصادی
राजधानी	پایتخت
राजधानी	سرمایه
दर्शन	فلسفه
दर्शन	بصیرت
दर्शन	دید
दर्शन	ویژن
दर्शन	بینایی
वहाँ	آنجا
विधि	روشهای
विधि	حقوق
विधि	قانون
विधि	متد
विधि	روش
विधि	حالت
अवधि	دوام
अवधि	دوره
अवधि	دورهای
अवधि	پریود
अवधि	دورۀ
अवधि	دوران
दृष्टि	دیداری
दृष्टि	بصری
दृष्टि	تصویری
दृष्टि	بصیرت
दृष्टि	دید
दृष्टि	ویژن
दृष्टि	بینایی
सिद्धांत	نظریه
सिद्धांत	تئوری
सिद्धांत	فرضیه
सिद्धांत	اصول
सिद्धांत	تعصب
कलाकार	هنرمندان
कलाकार	هنرمند
कलाकार	artist
कलाकार	هنرمندی
बैंक	بنک
बैंक	بانکها
बैंक	بانک
बैंक	بنکس
बैंक	بنک
बैंक	بانک
ज्यादा	دیگر
ज्यादा	بیشتر
अंतिम	آخری
अंतिम	لست
अंतिम	واپسین
अंतिम	آخرین
अंतिम	اخرین
अंतिम	نهائی
अंतिम	نهایی
अंतिम	پایانی
अंतिम	آخرین
अंतिम	فاینال
विशिष्ट	خاص
विशिष्ट	مشخص
विशिष्ट	برجسته
विशिष्ट	ممتاز
विशिष्ट	متمایز
हिन्दू	هندو
लाल	رد
लाल	قرمز
लाल	سرخ
रहने	موندن
रहने	ماندن
रहने	اقامت
पूर्वी	شرق
पूर्वी	شرقی
पूर्वी	شرق
पूर्वी	شرقی
समर्थन	پشتیبان
समर्थन	پشتیبانی
समर्थन	حمایت
व्यापार	تجارت
व्यापार	تجارت
व्यापार	کسب
व्यापार	business
व्यापार	تجارت
प्रयास	تلاشهای
प्रयास	تلاشها
प्रयास	تلاش
प्रयास	کوشش
महिला	زن
महिला	زنی
महिला	بانوی
महिला	بانو
महिला	نسوان
महिला	زن
महिला	مؤنث
महिला	مونث
महिला	ماده
परियोजना	پروژه
जीवित	زنده
अभिनेता	بازیگران
अभिनेता	هنرپیشه
अभिनेता	بازیگر
अभिनेता	actor
क्षमता	ظرفیت
क्षमता	گنجایش
क्षमता	توانایی
क्षमता	قابلیت
क्षमता	قابلیت
क्षमता	گشایش
क्षमता	قابلیت
क्षमता	بالقوه
क्षमता	پتانسیل
स्पष्ट	واضح
वो	اون
वो	او
पृथ्वी	زمین
गति	سرعت
गति	سرعت
गति	جنبش
गति	تحرک
गति	نهضت
परिणाम	نتیجه
परिणाम	نتیجۀ
परिणाम	حاصل
परिणाम	نتایج
परिणाम	نتیجه
परिणाम	نتایجی
राजस्थान	راجستان
लेने	گرفتن
होगा	ویل
भर	پرشده
पुत्र	پسر
शासन	سلطنت
शासन	حکمرانی
शासन	قاعده
शासन	قانون
शासन	حاکمیت
शासन	ملکوت
शासन	رژیم
नियंत्रण	مهار
नियंत्रण	کنترل
नियंत्रण	کنترول
नियंत्रण	کنترلهای
छत्तीसगढ़	چتیسگر
वर्णन	شرح
वर्णन	مشخصات
वर्णन	توصیف
क्रिकेट	کریکت
योजना	طرحواره
योजना	تدبیر
योजना	پلان
योजना	نقشه
आरम्भ	ابتدای
आरम्भ	آغاز
सन	آفتاب
