morris	morris
gibraltaro	gibraltar
atsisakymas	weigerung
atsisakymas	zurückweisung
atsisakymas	verweigerung
atsisakymas	ablehnung
sanitarijos	abwasserentsorgung
sanitarijos	sanitär
sanitarijos	sanitäre
dėžutės	schachteln
dėžutės	kartons
dėžutės	kästchen
dėžutės	kisten
dėžutės	boxen
watson	watson
girondins	girondisten
žibintai	leuchten
žibintai	glühlampen
žibintai	lampen
ata	ata
obuoliai	äpfel
obuoliai	apfel
obuoliai	äpfeln
larix	larix
vilna	woll
vilna	wolle
metis	metis
libanas	libanon
sebastiano	sebastiano
specializuotos	spezialisierte
specializuotos	spezialisiert
specializuotos	spezialisierten
išnašos	fußnoten
šarlotė	charlotte
aberdeen	schottland
aberdeen	aberdeen
khan	khan
metacritic	metacritic
kanapių	hanf
valparaiso	valparaíso
sriuba	brühe
sriuba	suppen
sriuba	suppe
stari	stary
tyrėjai	wissenschaftler
tyrėjai	forscher
tyrėjai	forscherinnen
tyrėjai	ermittler
tyrėjai	forscher
pussycat	pussycat
apdoroti	griffe
apdoroti	henkel
apdoroti	griffen
rožės	roses
rožės	rosen
himalajuose	himalaya
seminarai	seminaren
seminarai	seminare
dirbtinė	nachahmungen
dirbtinė	nachahmung
dirbtinė	imitation
dirbtinė	künstlich
dirbtinė	künstlichen
dirbtinė	künstliches
dirbtinė	künstlicher
dirbtinė	künstliche
svetlana	swetlana
volta	volta
nuosėdų	sediment
kadras	schoss
kadras	geschossen
kadras	erschossen
kadras	schuss
emocijos	emotion
emocijos	gefühl
emocijos	gefühle
emocijos	emotionen
emocijos	emotion
emocijos	gefühlen
emocijos	gefühle
emocijos	emotionen
noir	noir
bmp	bmp
donaldas	donald
sveikatingumo	wellness
sveikatingumo	wohlfühlen
sveikatingumo	wohlbefinden
senienų	antiquitäten
osc	osc
rolando	rolando
vygandas	wiegand
vasas	vasas
sai	sai
jutlandijos	jütland
sraigtasparniai	helikopter
sraigtasparniai	hubschraubern
sraigtasparniai	hubschrauber
išmesti	wirf
išmesti	schmeißen
išmesti	wurf
išmesti	werfen
išmesti	abladen
išmesti	müllhalde
izoliuota	isolierten
izoliuota	isolierte
izoliuota	isoliert
izoliuota	isolieren
izoliuota	isolierten
izoliuota	isolierte
izoliuota	isoliert
palengvina	erleichtert
komentarų	kommentieren
komentarų	anmerkung
komentarų	bemerkung
komentarų	kommentare
komentarų	kommentar
atomas	atome
atomas	atom
butelius	fläschchen
butelius	flaschen
butelius	flasche
magadano	magadan
alanis	alanis
auditorijai	publikum
auditorijai	zielgruppen
vicente	vicente
amc	amc
swift	schneller
swift	swift
swift	rasch
swift	schnell
musa	mose
musa	musa
ina	ina
žmonija	menschlichkeit
žmonija	menschheit
bielskis	bielski
vamzdžiai	maximal
vamzdžiai	höchstens
gsub	gsub
aukomis	opfern
aukomis	opfert
aukomis	geopfert
aukomis	opfer
slap	schlag
slap	ohrfeige
umberto	umberto
ilsisi	kühlen
olandas	niederländer
olandas	holländer
integruota	integriert
integruota	integrierter
integruota	integrierten
integruota	integrierte
ramat	ramat
stipresnis	stärkere
stipresnis	stärkeren
stipresnis	stärker
stipresnis	kräftiger
blair	blair
sojos	soja
sojos	sojabohnen
navigacijos	nautische
harmonija	harmonie
harmonija	eintracht
harmonija	harmony
harmonija	harmonisch
harmonija	einklang
kultury	kultury
pabaisa	monstern
pabaisa	ungeheuer
pabaisa	monster
hbo	hbo
idealus	idealen
idealus	ideale
idealus	idealen
idealus	ideal
idealus	idealer
idealus	ideale
elo	elo
atmintyje	ermahnung
atmintyje	erinnerung
atmintyje	gedenken
spice	gewürze
spice	spice
spice	gewürz
jakovas	jakow
turimas	ränge
turimas	reihen
haka	haka
renovuotas	renovierte
renovuotas	renoviert
renovuotas	renovierten
renovuotas	renovierung
įgūdžiai	fertigkeiten
įgūdžiai	kenntnisse
įgūdžiai	kompetenzen
įgūdžiai	qualifikation
įgūdžiai	fähigkeiten
įgūdžiai	fertigkeiten
įgūdžiai	geschick
įgūdžiai	geschicklichkeit
įgūdžiai	fähigkeiten
isaac	isaak
isaac	isaac
isaac	ishaq
civiliai	zivilisten
civiliai	zivilpersonen
civiliai	zivilbevölkerung
dnb	dnb
patarimai	beratung
patarimai	rat
patarimai	ratschläge
elektroniniai	elektronischen
elektroniniai	elektronische
elektroniniai	elektronisch
elektroniniai	elektronik
elektroniniai	elektronischer
komplikacijų	komplikation
komplikacijų	komplikationen
jacopo	jacopo
aerodrome	flugplatz
bang	knall
bang	bang
genova	genua
genova	genova
hidejoši	hideyoshi
čen	chen
hertha	hertha
lyvių	livländischen
chi	chi
įdomi	aufregend
įdomi	spannende
įdomi	aufregende
įdomi	spannend
įdomi	spannender
variacijos	variation
ted	ted
požeminis	unterirdisch
požeminis	underground
požeminis	untergrund
požeminis	untertage
požeminis	tiefgarage
rekomendacijos	empfehlungen
tonis	tony
fryzų	friesisch
astana	astana
marškinėliai	hemden
marškinėliai	shirt
marškinėliai	hemd
genadijus	gennadi
gto	gto
rėmėjai	förderer
rėmėjai	geldgeber
rėmėjai	sponsoren
savižudybės	suizid
savižudybės	selbstmord
priesaiką	schwören
priesaiką	schwur
priesaiką	gelübde
prigimtis	natur
prigimtis	naturschutz
iškovota	cäsar
iškovota	caesars
sintezę	synthese
wojciech	wojciech
sakalai	falken
sakalai	falcons
spinduliavimas	bestrahlung
spinduliavimas	strahlung
spinduliavimas	strahlungen
spinduliavimas	radioaktivität
spinduliavimas	strahlen
bankininkystė	banken
bankininkystė	bankgeschäft
bankininkystė	bankwesen
bankininkystė	bankgeschäfte
dangoraižis	wolkenkratzer
dangoraižis	hochhaus
kriauklės	waschbecken
kriauklės	senken
kriauklės	muscheln
kriauklės	hüllen
kriauklės	schalen
skilimas	zerlegung
skilimas	zerfall
skilimas	zersetzung
skilimas	verfall
skilimas	erniedrigung
skilimas	verschlechterung
skilimas	abbau
publius	publius
katilas	heizkessel
katilas	wasserkocher
katilas	kessel
ilgalaikio	dauerhaft
ilgalaikio	dauerhaften
ilgalaikio	dauerhafte
ilgalaikio	haltbar
apsupti	umzingelt
apsupti	umgeben
apsupti	umzingelt
apsupti	umstellen
apsupti	umgeben
jemenas	jemen
jemenas	weißrussland
neteisėtai	illegal
barbarų	barbar
barbarų	barbaren
australis	australis
suvokiama	wahrgenommen
suvokiama	wahrgenommenen
aleksandrija	ägypten
aleksandrija	alexandria
sraigės	schnecken
xxx	xxx
telefonas	telefonisch
telefonas	telefonnummer
telefonas	telefonieren
telefonas	telefon
telefonas	handys
telefonas	telefonnummern
telefonas	telefonnummer
telefonas	telefonieren
telefonas	telefon
heseno	hessen
hello	hallo
hello	hello
hello	servus
ilyrijos	illyrische
jakob	jakob
enzo	enzo
gilbert	gilbert
akcininkas	aktionär
akcininkas	gesellschafter
akcininkas	anteilseigner
akcininkas	aktionäre
atsakymą	erwiderung
atsakymą	antworte
atsakymą	antworten
atsakymą	antwort
atsakymą	beantwortung
chemoterapija	chemotherapie
obeliskas	obelisk
brahma	brahma
miežių	gerste
tramvajų	tram
tramvajų	straßenbahnen
tramvajų	straßenbahn
kelnės	hose
kelnės	hosen
kelnės	hose
kelnės	hosen
seilių	speichel
seilių	spucke
hradec	hradec
veiksmažodžių	verben
bmx	bmx
evangelija	evangelium
evangelija	gospel
bombonešis	bomber
bombonešis	attentäter
moro	moro
uma	uma
leščinskis	leszczyński
integracija	eingliederung
integracija	integration
integracija	einbindung
jautrumas	zärtlichkeit
jautrumas	empfindlich
jautrumas	sensibilität
jautrumas	sensibel
jautrumas	sensitivität
jautrumas	empfindlichkeit
mohammed	mohammed
švelniai	sanft
švelniai	leise
švelniai	sachte
švelniai	behutsam
švelniai	sanft
švelniai	vorsichtig
singapūre	singapur
liekana	rückstände
liekana	rückständen
liekana	rückstand
skatinimo	promotion
skatinimo	beförderung
skatinimo	förderung
skatinimo	verkaufsförderung
skatinimo	werbematerial
javier	javier
oromo	oromo
teroristų	terroristen
teroristų	terroristische
teroristų	terrorist
teroristų	terrorismus
teroristų	terroristischen
neįprastai	ungewöhnlich
lygybė	gleichberechtigung
lygybė	gleichstellung
lygybė	gleichbehandlung
lygybė	gleichheit
lygybė	chancengleichheit
dulkės	stäube
dulkės	staub
vsevolodas	wsewolod
gotai	goten
dogg	dogg
garbino	verehrt
dukla	dukla
sutarta	stimmte
sutarta	vereinbarte
sutarta	zugestimmt
sutarta	vereinbart
sutarta	einverstanden
dirvožemis	erde
dirvožemis	böden
dirvožemis	bodens
dirvožemis	boden
dirvožemis	erdboden
cholesterolio	cholesterin
artėja	nähert
artėja	annähern
artėja	nähern
uždraustos	verbannt
uždraustos	gesperrt
uždraustos	verbot
uždraustos	untersagt
uždraustos	verboten
sekmadieniais	sonntags
sekmadieniais	sonn
sekmadieniais	sonntag
patologijos	pathologie
nigra	nigra
julio	julio
niko	niko
demonas	dämon
demonas	dämonen
giacomo	giacomo
pūnų	punischen
kapsulės	kapseln
kapsulės	kapsel
kapsulės	kapseln
rolę	patentante
halės	halle
hormonas	hormonen
hormonas	hormone
hormonas	hormon
mai	mai
ruzveltas	roosevelt
šalmai	helme
plienas	stahlindustrie
plienas	stahl
skeletas	skelett
atsparumas	widerstände
atsparumas	widerstand
atsparumas	resistenz
atsparumas	beständigkeit
atsparumas	widerstandsfähigkeit
batai	schuh
batai	schuhen
batai	schuhe
batai	schuhe
batai	stiefeln
batai	boots
batai	stiefel
civilizaciją	zivilisationen
civilizaciją	kultur
civilizaciją	kulturgeschichte
civilizaciją	zivilisation
veidrodis	spiegelbild
veidrodis	rückspiegel
veidrodis	spiegeln
veidrodis	spiegel
veidrodis	mirror
trofėjus	pokal
trofėjus	trophy
trofėjus	trophäen
trofėjus	trophäe
specializuotas	spezialisierte
specializuotas	spezialisiert
specializuotas	spezialisierten
lygu	gleich
lygu	entspricht
konkurentų	teilnehmer
konkurentų	konkurrenten
konkurentų	wettbewerber
konkurentų	konkurrenz
anas	anas
formavimas	gründung
formavimas	bildung
formavimas	formation
formavimas	entstehung
apdaila	veredelung
apdaila	fertigstellen
apdaila	weiterverarbeitung
pajūris	meer
avn	avn
žole	gras
žole	grass
žole	rasen
ustring	ustring
alenas	allen
heidelbergo	heidelberg
mechaniškai	mechanisch
timo	timo
timo	erinnerungsstücke
įstrižai	diagonal
paauglystėje	pubertät
paauglystėje	jugend
diržo	gürtel
diržo	gurt
diržo	riemen
diržo	belt
lena	lena
mata	mata
daktarai	ärzten
daktarai	arzt
daktarai	ärzte
praga	praga
ištrinti	löschen
ištrinti	auslöschen
ištrinti	löschung
ištrinti	löschen
ištrinti	entfernen
ištrinti	lösche
žandarmerijos	gendarmerie
tui	direktinvestitionen
tui	dl
tui	adi
tui	di
tui	tui
vaikinai	jungs
vaikinai	kumpels
vaikinai	jungs
vaikinai	leute
vaikinai	typen
vaikinai	kerle
med	med
antgaliai	düsen
gimnastika	gymnastik
surašymų	zählungen
surašymų	volkszählungen
ibrahim	ibrahim
liežuvis	zungen
liežuvis	tongue
liežuvis	zunge
mann	mann
ribentropo	ribbentrop
beatričė	beatrix
nupirkti	gekauft
nupirkti	gekaufte
nupirkti	erworben
sekmadienio	sunday
sekmadienio	sonntag
sekmadienio	sonntags
valle	valle
gauso	gaußsche
vllaznia	vllaznia
reičel	rachel
voverė	eichhörnchen
profesionalai	fachleute
profesionalai	fachkräfte
profesionalai	spezialisten
profesionalai	experten
profesionalai	profis
nora	nora
hormonai	hormonen
hormonai	hormone
hormonai	hormon
joshua	joshua
patenkintas	befriedigt
patenkintas	zufrieden
haag	haag
protektoratas	protektorat
hensley	hensley
investuotojų	anleger
investuotojų	kapitalgeber
investuotojų	investor
investuotojų	investoren
investuotojų	anleger
investuotojų	kapitalgeber
investuotojų	anlegern
investuotojų	investoren
jordanija	jordan
jordanija	jordanien
hera	hera
atkrintamąsias	playoffs
trikampiai	dreieckige
trikampiai	dreiecke
profesijų	berufen
profesijų	berufe
profesijų	ausbildungsberufe
profesijų	beschäftigungen
profesijų	berufe
petru	petru
apdailos	veredelung
apdailos	fertigstellen
apdailos	weiterverarbeitung
rezultatyviausiu	scorer
andrés	andrés
garai	dampf
garai	steam
garai	dampfbad
garai	wasserdampf
garai	dampf
garai	dämpfe
garai	dämpfen
jelgava	jelgava
suzuki	suzuki
smėliu	schleifen
gineso	guinness
sekretoriato	geschäftsstelle
sekretoriato	sekretariat
sekretoriato	generalsekretariat
talentas	talente
talentas	begabung
talentas	talent
talentas	talenten
melodijų	melodien
melodijų	tunes
iškasti	graben
clarke	clarke
kardinolai	kardinäle
botev	botew
mare	mare
mare	stute
piktų	weltliche
piktų	weltlichen
draudžiamas	verbotene
draudžiamas	untersagt
draudžiamas	verbot
draudžiamas	unzulässig
draudžiamas	verboten
pamyro	pamir
likviduota	liquidiert
bendrabutis	jugendherberge
bendrabutis	herberge
bendrabutis	hostel
interscope	interscope
amber	amber
amber	gelb
amber	bernstein
tre	tre
lazerio	laser
pokalbiai	unterhaltungen
pokalbiai	gespräche
energetika	energieversorgung
energetika	energiewirtschaft
energetika	energie
energetika	energieverbrauch
žinant	wissend
žinant	wissen
voldemortas	voldemort
rusvi	bräunlich
grąžinimo	tilgung
grąžinimo	rückerstattung
grąžinimo	rückzahlung
grąžinimo	erstattung
gilberto	gilberto
bnei	bnei
informuoti	informierte
informuoti	informiert
informuoti	unterrichtet
peizažo	kulisse
peizažo	landschaft
peizažo	landschaften
bizkit	bizkit
nottingham	nottingham
transformacija	verwandlung
transformacija	umgestaltung
transformacija	transformation
transformacija	umwandlung
transformacija	verwandeln
transformacija	wandeln
transformacija	umwandlung
transformacija	verwandlung
transformacija	umwandeln
transformacija	transformation
geometrija	geometrie
geometrija	geometrische
geometrija	geometrie
geometrija	geometrischen
branduolinis	kernkraft
branduolinis	kernenergie
branduolinis	nukleare
branduolinis	nuklear
branduolinis	nuklearen
branduolinis	atomenergie
klinikoje	ambulanz
klinikoje	klinik
klinikoje	kliniken
klinikoje	krankenhaus
investuoti	investition
investuoti	invest
investuoti	investieren
matrica	matrizen
matrica	matrix
bohemians	bohemians
stavropolio	stawropol
btv	btv
anastasija	anastasia
žygiavo	marschiert
žygiavo	marschierte
žygiavo	marschierten
mala	mała
semionas	semjon
sapnai	träumt
sapnai	träume
sapnai	traum
sapnai	dreams
sapnai	träumen
kaltino	beschuldigt
kirilica	kyrillisch
gerina	verbessern
gerina	verbessert
nicola	nicola
mechaninis	mechanisch
mechaninis	mechanisches
mechaninis	maschinenbau
mechaninis	mechanischen
mechaninis	mechanische
mielių	hefen
mielių	hefen
mielių	hefe
nuosmukis	krise
nuosmukis	rezession
nuosmukis	wirtschaftskrise
pakrikštytas	getauft
pakrikštytas	taufen
przemysław	przemysław
herman	hermann
herman	herman
įkalinimo	freiheitsstrafe
įkalinimo	gefangenschaft
įkalinimo	haftstrafe
įkalinimo	inhaftierung
įkalinimo	gefängnis
įkalinimo	haftstrafen
drambliai	elefanten
leonė	leone
geometrijos	geometrie
rokoko	rokoko
anglys	steinkohle
anglys	kohle
tekėjo	floss
tekėjo	geflossen
irma	irma
sirupas	sirup
liaudis	leute
liaudis	volksmusik
liaudis	volk
liaudis	folk
santuokų	ehen
santuokų	eheschließungen
santuokų	hochzeiten
konrad	konrad
che	che
rūkymas	nichtraucher
rūkymas	rauchen
rūkymas	raucher
sąmokslo	verschwörung
sąmokslo	komplott
paklusti	befolgen
paklusti	gehorcht
paklusti	gehorsam
paklusti	gehorchen
pėdomis	fußstapfen
pėdomis	schritten
pėdomis	schritte
pėdomis	spuren
kleinbahn	kleinbahn
limp	schlapp
limp	hinken
stebėjimai	anmerkungen
stebėjimai	beobachtungen
stebėjimai	bemerkungen
stebėjimai	beobachtung
stebėjimai	beobachtungen
stebėjimai	bemerkung
pelkėtose	sumpfigen
tretjakovo	tretjakow
nurodymai	anleitung
nurodymai	anweisungen
nurodymai	instruktionen
nurodymai	hinweise
nurodymai	anleitungen
bundesarchiv	bundesarchiv
pieva	wiese
pieva	weide
pieva	wiesen
biala	biała
powell	powell
pasaulietinės	weltliche
pasaulietinės	säkularen
pasaulietinės	weltlichen
japonica	japonica
orlaiviai	luftfahrzeuge
orlaiviai	luftfahrzeug
orlaiviai	flugzeuge
orlaiviai	flugzeug
orlaiviai	luftfahrt
privatizavimo	privatisierungen
privatizavimo	privatisierung
įvaizdžio	perfektion
įvaizdžio	vervollkommnung
tikslios	zutreffend
tikslios	korrekt
tikslios	präzise
tikslios	genaue
drėkinimo	bewässerung
mechanizacijos	mechanisierung
genai	gene
genai	genen
šieno	heu
šieno	hay
galingų	mächtig
galingų	mächtigen
galingų	mighty
galingų	mächtiger
galingų	mächtige
nissan	nissan
baptiste	baptiste
xxiii	xxiii
nervai	nerven
nėščia	schwangeren
nėščia	geschwängert
nėščia	schwangerschaft
nėščia	schwangere
nėščia	schwanger
tostring	tostring
tomė	tomé
euras	euro
tomasz	tomasz
atsistatydinimo	kündigung
atsistatydinimo	ausscheiden
atsistatydinimo	rücktritt
rasbora	rasbora
švyturio	lighthouse
švyturio	leuchtturm
susitarimai	regelungen
susitarimai	vereinbarungen
susitarimai	arrangements
susitarimai	vorkehrungen
susitarimai	abkommen
susitarimai	übereinkünfte
susitarimai	vereinbarungen
sunkvežimis	lkw
sunkvežimis	lastwagen
sunkvežimis	truck
sunkvežimis	lastkraftwagen
sunkvežimis	lkw
sunkvežimis	lastwagen
sunkvežimis	lastkraftwagen
eto	eto
kalifatas	kalifat
genesis	entstehungsgeschichte
genesis	genesis
genesis	entstehung
drėgnumas	feuchtigkeit
drėgnumas	feuchte
drėgnumas	feuchtigkeit
drėgnumas	feuchte
drėgnumas	luftfeuchtigkeit
genetiniai	genetische
genetiniai	genetisch
genetiniai	genetischen
genetiniai	gentechnik
kenneth	kenneth
okupuotoje	besetzte
okupuotoje	beschäftigt
okupuotoje	bewohnt
okupuotoje	belegt
okupuotoje	besetzten
okupuotoje	besetzt
ism	ism
programuotojas	entwickler
programuotojas	bauunternehmer
programuotojas	entwicklern
skandalas	skandal
skandalas	skandalös
skandalas	affäre
skandalas	skandale
moll	moll
vertinga	bereichern
vertinga	wertvoller
vertinga	wertvolle
vertinga	wertvollen
vertinga	wertvoll
kapitolijaus	hauptstadt
kapitolijaus	capitol
audrų	unwetter
audrų	stürmen
audrų	sturm
audrų	stürme
laiptų	treppenhaus
laiptų	treppen
laiptų	treppe
laiptų	stufen
dekoruoti	schmücken
dekoruoti	dekorieren
poniatovskis	poniatowski
garsiu	agitator
vežimo	kombi
vežimo	güterwagen
jaroslavlio	jaroslawl
sionistų	zionistischen
fermentai	enzyme
fermentai	enzymen
susidūrimas	aufprall
susidūrimas	kollision
susidūrimas	kollisionen
susidūrimas	zusammenstoß
mažylis	baby
mažylis	schatz
jeep	jeep
jeep	geländewagen
kalė	schlampe
kalė	zicke
kalė	hündin
kalė	bitch
vėžiagyvių	muschel
vėžiagyvių	weichtiere
vėžiagyvių	muscheln
skundas	berufung
skundas	rechtsmittel
skundas	rechtsbehelf
skundas	einspruch
snoop	snoop
kritiškai	kritisch
kieno	wessen
kieno	dessen
kieno	wem
kieno	deren
astronomai	astronom
astronomai	astronomen
pagrobti	entführung
pagrobti	entführen
kaštonų	chestnut
kaštonų	kastanien
kompleksų	komplexe
fulham	fulham
butas	ferienwohnungen
butas	ferienwohnung
butas	wohnung
tarpininkas	vermittler
tarpininkas	mittler
tarpininkas	moderator
iliustratorius	zeichner
iliustratorius	illustrator
sauga	arbeitssicherheit
sauga	sicherheit
kepler	kepler
ožys	ziegen
ožys	ziege
pokalbis	konversation
pokalbis	gespräch
pokalbis	unterhaltungen
pokalbis	unterhaltung
stabilizatorius	stabilisator
stabilizatorius	stabilisieren
stabilizatorius	stabilisierung
morta	morta
metalurgs	metalurgs
kaktos	stirn
kaktos	augenbrauen
kompetencija	kernkompetenzen
kompetencija	kompetenzen
kompetencija	kompetenz
kompetencija	zuständigkeiten
servette	servette
tiekėjas	anbieter
tiekėjas	lieferant
tiekėjas	lieferanten
tiekėjas	zulieferer
atidėti	zurückstellen
atidėti	aufschieben
atidėti	verschieben
atidėti	vertagen
atidėti	verschieben
atidėti	aufschieben
štirijos	steiermark
pėstininkas	bauer
pėstininkas	bauern
kvarco	quarz
šopeno	chopin
endriu	andreas
endriu	andrew
poznanėje	posen
