から	mula
内容	nilalaman
文化	kultura
文化	nok
イギリス	inglatera
イギリス	england
ドラマ	drama
ドラマ	dramas
さらに	karagdagang
中国	tsina
中国	china
撮影	cinematography
撮影	photography
撮影	film
選手権	championships
選手権	kampeonato
選手権	championship
野球	baseball
指定	designation
指定	tukuyin
位置	posisyon
位置	opinyon
以下	ibaba
マン	mann
卒業	nagtapos
卒業	pagtatapos
卒業	graduation
人物	taong
人物	person
人物	tao
文庫	bunko
公開	publiko
公開	pampubliko
公開	ilathala
公開	publish
北海道	hokkaido
北海道	hokkaidō
最終	huling
最終	huli
最終	last
最終	pinal
最終	pangwakas
最終	final
最終	panghuling
アニメ	anime
確認	pagkumpirma
確認	kumpirmasyon
確認	kumpirmado
確認	kumpirmahin
一般	pangkalahatan
一般	heneral
一般	pangkalahatang
一般	general
歴史	kasaysayan
歴史	history
選挙	halalan
選挙	eleksyon
計画	binalak
計画	pagplano
計画	planning
計画	pagpaplano
計画	plano
計画	plan
計画	magplano
計画	plano
経済	economies
経済	ekonomiya
ページ	pahinang
ページ	pahina
ページ	page
ページ	pahina
教授	professor
教授	propesor
ラジオ	radio
ラジオ	radyo
劇場	sinehan
劇場	theater
劇場	teatro
劇場	tanghalan
グループ	grupo
グループ	pangkat
グループ	group
英語	tagalog
英語	ingles
女性	babae
女性	babae
女性	female
女性	kababaihan
地区	distrito
獲得	kumita
得点	score
得点	iskor
コメント	comment
コメント	pagkomento
コメント	nagkomento
コメント	comments
漫画	komiks
漫画	manga
他の	iba
就任	palagay
廃止	abolished
廃止	abolition
販売	nagtitinda
販売	selling
販売	pagbebenta
販売	nagbebenta
販売	pagbenta
販売	benta
攻撃	umaatake
攻撃	attack
攻撃	atake
サッカー	soccer
リー	lee
議員	senador
議員	senator
全国	nationwide
デビュー	debut
協会	association
フジ	fuji
戦争	digmaan
戦争	digmaang
戦争	wars
製作	produksyon
製作	production
部分	bahagi
部分	part
部分	parte
番号	bilang
当初	initially
最初	unang
最初	muna
受賞	parangal
受賞	awards
受賞	award
期間	tagal
期間	panahon
広島	hiroshima
場所	lugar
場所	pook
場所	kinalalagyan
場所	lokasyon
場所	places
技術	teknolohiya
リンク	link
リンク	links
合併	merger
道路	daan
道路	daan
特定	tukoy
特定	tiyak
特定	partikular
特定	tinukoy
朝日	asahi
意味	meaning
意味	kahulugan
意味	kahulugan
システム	sistemang
システム	system
システム	sistema
システム	systems
システム	sistema
モデル	models
モデル	modelo
モデル	model
列車	tren
列車	tren
建設	konstruksiyon
建設	construction
建設	konstruksyon
とき	kapag
とき	kailan
最後	huling
最後	huli
最後	last
科学	science
科学	agham
理由	dahilan
そして	at
一つ	isa
一つ	one
大正	taisho
大正	taishō
最高	makakaya
最高	pinakamagandang
最高	pinakamaganda
最高	best
ブロック	blocks
ブロック	harangin
ブロック	harang
ブロック	block
車両	sasakyan
自動車	kotse
自動車	sasakyan
自動車	sasakyan
人口	populasyong
人口	populasyon
営業	negosyong
営業	negosyo
新聞	diyaryo
新聞	pahayagan
連続	tuloy
連続	tuloy
政府	pamahalaan
政府	gobyerno
構成	configuration
構成	pagsasaayos
構成	komposisyon
構成	istraktura
最大	pinakamataas
最大	pinakamalaking
キャラクター	character
キャラクター	characters
小説	nobela
小説	nobelang
それぞれ	bawat
機関	organo
機関	organs
機関	institusyon
機関	institusyon
参照	sanggunian
参照	reperensiya
参照	sanggunian
メンバー	miyembro
メンバー	miyembro
メンバー	members
メンバー	kasapi
発行	inisyu
発行	issuing
発行	isyu
発行	issue
発行	problema
画像	picture
画像	larawan
画像	larawan
画像	imahe
画像	pictorial
状態	state
状態	estado
状態	kalagayan
状態	kondisyon
状態	kundisyon
名称	denominasyon
名称	pangalan
名称	pong
ダム	dam
ホーム	tahanan
ホーム	bahay
ホーム	makauwi
運行	operation
運行	operasyong
運行	operasyon
投稿	post
投稿	poste
名前	pangalan
名前	pong
福岡	fukuoka
福岡	pukuoka
施設	pasilidad
施設	institusyon
施設	pasilidad
施設	facility
調査	imbestigasyon
調査	pagsisiyasat
調査	survey
製造	manufactured
製造	panindang
イタリア	italya
ロシア	russian
ロシア	ruso
ロシア	rusya
ロシア	russia
独立	malayang
独立	independent
独立	independence
独立	kalayaan
物語	monogatari
物語	story
物語	kuwento
物語	kwento
物語	narrative
物語	salaysay
神社	shrine
企画	pagplano
企画	planning
企画	pagpaplano
サン	san
名古屋	nagoya
通常	kadalasan
企業	enterprise
航空	panghimpapawid
航空	aviation
航空	hangin
航空	himpapawid
スーパー	super
帝国	imperyo
帝国	monggol
トン	tonne
トン	tons
トン	ton
影響	impluwensiya
影響	impluwensya
影響	nakakaimpluwensiya
影響	impluwensya
勝利	pagkapanalo
勝利	manalo
勝利	nanalo
勝利	panalo
勝利	tagumpay
勝利	panalong
デザイン	disenyo
デザイン	disenyo
デザイン	pagdisenyo
本社	headquarters
人間	pantao
人間	tao
人間	makatao
人間	human
千葉	chiba
アン	anne
アン	ann
交通	traffic
交通	trapiko
交通	transportasyon
交通	sasakyan
交通	transportasyon
交通	sasakyan
組織	organisasyon
構造	istruktura
構造	istraktura
戦い	labanan
実施	pagpapatupad
ここ	rito
ここ	dito
ここ	nandito
以前	noon
以前	dati
以前	bago
サービス	serbisyo
サービス	serbisyo
サービス	paglilingkod
統合	integrated
統合	pagsamahin
統合	integration
テーマ	tema
テーマ	theme
テーマ	tema
面積	lugar
面積	area
面積	lawak
エンジン	engine
エンジン	makina
主演	starring
ビル	kuwenta
ビル	bill
ビル	bayarin
日本語	hapon
日本語	japanese
日本語	hapones
契約	kontrata
設定	kagustuhan
設定	setup
設定	configuration
設定	pagsasaayos
設定	isaayos
設定	maisaayos
ライブ	mabuhay
ライブ	mamuhay
ライブ	live
含む	naglalaman
含む	nagsasama
含む	kasama
専門	kadalubhasaan
専門	espesyal
機能	tungkulin
機能	punsiyon
機能	tampok
機能	katangian
機能	tampok
機能	itampok
機能	paggana
機能	functionality
機能	andar
身長	taas
身長	height
所在地	kinalalagyan
所在地	lokasyon
完成	pagkumpleto
運転	nagmamaneho
運転	pagmamaneho
写真	itrato
写真	larawan
写真	litrato
写真	litratong
写真	photography
写真	photograph
写真	litrato
写真	picture
写真	larawan
関連	kaugnayan
関連	kaugnay
書店	bookstore
高い	high
高い	mataas
高い	tangkad
高い	matangkad
高い	mahal
高い	magastos
高い	mamahaling
生産	produksyon
生産	production
横浜	yokohama
宇宙	sansinukob
宇宙	universe
管理	management
管理	pamamahala
管理	tagapamahala
管理	pamahalaan
バー	bars
バー	hadlangan
バー	bar
ジョン	juan
ジョン	john
部隊	tropa
公園	liwasan
公園	park
公園	parke
公園	parks
スポーツ	palakasan
スポーツ	sport
スポーツ	isport
スポーツ	palakasan
スポーツ	isports
スポーツ	sports
脚本	script
目的	naglalayong
目的	layunin
目的	layunin
生活	buhay
カード	baraha
カード	card
基本	fundamentals
基本	basic
新潟	niigata
女優	actresses
女優	aktres
女優	artista
女優	actress
タイトル	pamagat
タイトル	titulo
タイトル	pamagat
タイトル	title
政治	politika
政治	pulitika
電気	elektrisidad
電気	kuryente
電気	electric
警察	pulisya
警察	pulis
作成	gumawa
作成	lumikha
作成	paglikha
作成	paggawa
作成	creation
作成	ginawa
作成	nilikha
ガン	baril
予定	binalak
スター	bituin
スター	star
経営	management
経営	pamamahala
経営	tagapamahala
自由	kalayaan
自由	liberty
自由	kalayaan
自由	libreng
自由	free
自由	libre
自由	malaya
過去	nakaraan
過去	nakalipas
過去	nakaraang
陸軍	hukbo
陸軍	army
運営	operation
運営	operasyong
運営	operasyon
愛知	aichi
表示	pagtingin
表示	tingnan
表示	tignan
表示	panonood
表示	view
社長	pangulo
社長	presidente
団体	organisasyon
工業	industrial
工業	industriyal
通り	kalye
外部	panlabas
通信	komunikasyon
通信	komunikasyon
俳優	actors
俳優	aktor
俳優	aktres
俳優	artista
俳優	actress
俳優	artista
俳優	actor
俳優	aktor
スペシャル	espesyal
スペシャル	special
少年	boy
病院	hospital
病院	ospital
病院	ospital
結婚	kasal
結婚	pagpapakasal
結婚	kasalan
個人	personal
個人	indibiduwal
区間	pagitan
区間	interval
銀行	pagbabangko
銀行	bangko
研究所	institute
研究所	suriang
学園	gakuen
ニュース	balita
ニュース	news
その他	iba
ソフト	malambot
文学	panitikan
文学	panitikang
能力	kakayahang
能力	kakayahan
なし	wala
江戸	edo
学者	iskolar
国内	domestic
空港	airport
空港	paliparan
空港	airports
ヨーク	york
高速	mabilis
高速	kabilis
高速	fast
言語	wika
言語	alangan
言語	wikang
言語	tausug
設計	disenyo
韓国	korea
リリース	bitawan
リリース	ilabas
リリース	pakawalan
リリース	release
ベスト	makakaya
ベスト	pinakamagandang
ベスト	pinakamaganda
ベスト	best
現代	kapanahon
会議	conference
会議	pagpupulong
会議	pagpupulong
会議	miting
会議	pulong
会議	pagkakakilala
会議	pagpupulong
バンド	banda
バンド	bands
追加	magdagdag
追加	add
追加	idagdag
追加	naidagdag
追加	idinadagdag
追加	nadagdag
追加	append
成功	matagumpay
成功	tagumpay
移動	gumalaw
移動	move
移動	ilipat
移動	galawin
移動	lilipat
移動	gumagalaw
オリンピック	olympics
国民	national
国民	pambansa
国民	pambansang
国民	nasyonal
国民	nation
ファン	fans
ファン	tagahanga
ファン	fan
ファン	tagahanga
すべて	all
すべて	puro
すべて	lahat
山口	yamaguchi
運動	ehersisyo
運動	ehersisyong
運動	exercise
運動	paggalaw
運動	kilusan
環境	kapaligiran
発足	inauguration
発足	pagtatalaga
大きな	big
大きな	malaking
大きな	malaki
競技	paligsahan
競技	kompetisyon
会長	chairperson
会長	chairman
ヨーロッパ	europa
ヨーロッパ	gresya
紹介	pagpapakilala
紹介	panimula
紹介	referral
形式	anyo
工場	pabrika
工場	factory
相手	kalaban
戦闘	labanan
戦闘	combat
戦闘	labanan
労働	paggawa
労働	paggawa
労働	pinaghirapan
労働	labor
事務所	tanggapan
事務所	katungkulan
事務所	opisina
限定	limitado
限定	limitadong
限定	limited
データ	datos
データ	data
作戦	operation
作戦	operasyong
作戦	operasyon
オリジナル	orihinal
オリジナル	originals
可能性	maaari
可能性	posible
可能性	possible
可能性	maari
可能性	posibleng
可能性	posibilidad
種類	uri
種類	type
種類	uri
文字	character
文字	characters
大統領	pangulo
大統領	presidente
協力	pagtutulungan
協力	kooperasyon
指導	guidance
判断	parusa
判断	paghuhukom
判断	hatol
連邦	pederasyon
ネット	net
ネット	nets
共和国	republika
引退	retire
引退	retired
部門	kagawaran
部門	departamento
産業	industriya
決勝	pinal
決勝	pangwakas
決勝	final
決勝	panghuling
プロデューサー	producers
プロデューサー	producer
プロデューサー	producer
系統	lahi
誕生	kapanganakan
指揮	command
指揮	utos
指揮	commanding
レース	lahi
レース	racing
レース	karera
静岡	shizuoka
郵便	mail
郵便	sulat
郵便	koreo
神奈川	kanagawa
岡山	okayama
埼玉	saitama
項目	entries
カップ	tasa
カップ	tasa
カップ	kopa
ラン	takbo
ラン	run
ラン	tumakbo
レイ	sinag
レイ	ray
移転	paglilipat
移転	ilipat
移転	transfer
ほぼ	halos
交差点	kanto
イベント	pangyayari
イベント	kaganapan
イベント	event
異なる	ibang
神戸	kobe
カー	kerr
出典	sources
出典	pinagmumulan
出典	pagkukunan
出典	source
出典	pinagkunan
関西	kansai
ほとんど	halos
行動	behavioural
行動	ugali
行動	inasal
行動	gawi
重要	kahalaga
重要	mahalaga
プロジェクト	project
プロジェクト	proyekto
プロジェクト	taumbayan
プロジェクト	proyekto
九州	kyushu
電車	tren
電車	tren
建築	architecture
建築	arkitektura
クラス	pasok
クラス	klase
導入	pagpapakilala
導入	panimula
アジア	asya
全体	pangkalahatan
全体	whole
全体	buo
全体	buong
タイ	thailand
タイ	philippines
タイ	tai
普通	ordinaryo
普通	ordinaryong
普通	normal
一人	isa
一人	one
長野	nagano
舞台	yugto
舞台	entablado
舞台	yugto
舞台	stage
一方	samantala
スペイン	espanya
スペイン	spain
意見	opinyon
意見	opinyon
再び	ulit
再び	again
再び	muli
再び	nanaman
発見	tuklasin
発見	tumuklas
発見	matuklasan
発見	natuklasan
発見	pagtuklas
発見	pagkatuklas
鈴木	suzuki
ローマ	roman
ローマ	romano
ローマ	rome
ローマ	roma
ローマ	roma
保護	pagprotekta
保護	proteksyon
少女	girl
少女	shōjo
試験	pagsusulit
試験	exam
試験	exams
多数	maraming
多数	marami
反対	kabaliktaran
作家	manunulat
作家	manunulat
作家	author
地球	daigdig
地球	lupa
方法	paraan
特徴	katangian
特徴	tampok
特徴	katangian
特徴	tampok
特徴	itampok
特徴	katangian
ベース	base
ベース	bass
男性	male
男性	lalaki
男性	kalalakihan
男性	lalaking
男性	lalaki
男性	man
ケース	case
ケース	kaso
ケース	kasong
ケース	kaso
子供	pambata
子供	anak
子供	bata
福島	fukushima
大臣	ministro
大臣	minister
オープン	buksan
オープン	bukas
オープン	open
兵庫	aaaral
コーナー	kanto
コーナー	sulok
取締役	direktor
取締役	director
取締役	direktor
人気	popular
人気	sikat
人気	kasikatan
人気	katanyagan
評価	rating
評価	rating
評価	ratings
評価	pagsusuri
評価	rate
評価	pagsusuri
評価	assessment
説明	paliwanag
説明	explain
説明	ipaliwanag
説明	paglalarawan
装備	kagamitan
ドル	dolyar
ドル	dolyar
投票	boto
投票	bumoto
投票	pagboto
投票	voting
投票	boboto
雑誌	magazine
雑誌	magasin
雑誌	magasin
熊本	kumamoto
グランド	grand
学科	kagawaran
学科	departamento
学科	departamento
パー	par
専用	nakatutok
専用	dedikado
登録	register
佐藤	sato
田中	tanaka
ソン	sơn
ステージ	yugto
ステージ	entablado
ステージ	yugto
ステージ	stage
沖縄	okinawa
ゲスト	bisita
ゲスト	panauhin
ゲスト	guest
ゲスト	panauhin
学生	estudyante
学生	studyante
学生	student
学生	estudyante
周辺	paligid
周辺	periphery
言葉	salitang
言葉	salita
言葉	salita
教会	simbahan
教会	iglesia
教会	simbahan
教会	church
内閣	gabinete
内閣	cabinet
整備	pagpapanatili
整備	maintenance
主張	claim
主張	paghahabol
主張	angkinin
ロック	lock
ロック	bato
ロック	rock
事故	aksidente
分類	kategorya
分類	categorization
分類	klasipikasyon
状況	situation
状況	sitwasyon
状況	pangyayari
中村	nakamura
連載	serialized
家族	kapamilya
家族	pamilya
距離	layo
距離	distansya
距離	distansiya
表現	representasyon
表現	pagsasalarawan
表現	pagpapahayag
表現	expression
表現	representasyon
仙台	sendai
新しい	new
新しい	bago
新しい	bagong
ホール	butas
ホール	hall
体重	timbang
体重	bigat
血液	blood
血液	dugo
同意	pahintulot
同意	pumayag
由来	pinanggalingan
由来	origin
由来	pinagmulan
平均	karaniwan
平均	mean
事実	katotohanan
事実	katunayan
事実	fact
事実	katotohanan
店舗	tindahan
店舗	tindahan
店舗	store
カテゴリ	kategorya
メートル	meters
メートル	metro
メートル	metro
芸術	sining
芸術	art
芸術	sining
複数	multiple
複数	maramihang
観光	tourism
観光	turismo
観光	turista
観光	pamamasyal
取得	claim
取得	paghahabol
取得	angkinin
取得	retrieve
取得	makuha
王国	kaharian
電話	telephone
電話	telepono
刑事	detective
刑事	tiktik
レコード	record
レコード	talaan
レコード	rekord
レコード	records
レコード	talaan
秋田	akita
トップ	tuktok
トップ	nangunguna
トップ	itaas
付近	malapit
リン	lynn
リン	phosphorus
輸送	transportasyon
輸送	sasakyan
輸送	transportasyon
輸送	sasakyan
岐阜	gifu
飛行	flight
飛行	lipad
長崎	nagasaki
メイン	pangunahing
メイン	pangunahin
メイン	maine
メイン	pangunahing
メイン	pangunahin
ロード	load
エル	elle
札幌	sapporo
ワールド	mundo
美術	art
美術	sining
息子	anak
息子	son
制度	institusyon
ツアー	paglalakbay
スタジオ	studios
スタジオ	studio
市民	mamamayan
市民	pagkamamamayan
市民	mamamayan
市民	citizen
松本	matsumoto
自然	likas
自然	natural
自然	kalikasan
自然	nature
マイル	milya
マイル	milyang
マイル	mile
マイル	milya
組合	asosasyon
生徒	estudyante
生徒	pupil
生徒	studyante
生徒	student
生徒	estudyante
ギター	guitar
ギター	gitara
コース	kurso
コース	course
防衛	depensa
防衛	defense
防衛	pagtatanggol
鹿児島	kagoshima
変化	palitan
変化	magbabago
変化	pagbabago
変化	baguhin
変化	change
アナウンサー	announcer
タイプ	type
タイプ	uri
議会	parlyamento
石川	ishikawa
パリ	paris
パリ	parokya
南部	katimugang
南部	southern
経験	naranasan
経験	nakaranas
経験	maranasan
経験	karanasan
延長	pinahabang
延長	pinahaba
延長	karugtong
延長	extended
延長	pahabain
延長	extend
延長	extension
ランド	rand
ランド	lupain
ランド	lupa
ランド	lando
条件	conditional
条件	pamantayan
条件	kondisyon
条件	kundisyon
条件	kalagayan
条件	kondisyon
条件	kundisyon
伝説	alamat
伝説	legend
伝説	maalamat
伝説	legendary
ロンドン	london
ロンドン	londres
本部	headquarters
フリー	libreng
フリー	free
フリー	libre
フリー	malaya
競走	lahi
競走	racing
競走	karera
高橋	takahashi
デジタル	digital
山田	yamada
台湾	taiwan
ポジション	posisyon
ポジション	opinyon
インド	india
吉田	yoshida
東海	tokai
名誉	advertise
名誉	karangalan
ソング	kanta
ソング	songs
ソング	awitin
ソング	kanta
ソング	awit
ライン	linyang
ライン	linya
ライン	line
履歴	kasaysayan
履歴	history
方向	direksiyon
方向	direction
方向	direksiyon
方向	direksyon
方向	oryentasyon
方向	orientation
法律	batas
提案	imungkahi
提案	suggest
提案	iminumungkahi
提案	magmungkahi
提案	mungkahi
提案	mungkahi
提案	proposal
シティ	lungsod
シティ	siyudad
シティ	city
効果	effect
効果	epekto
効果	effects
効果	epekto
ミュージック	sinauna
ミュージック	tugtog
ミュージック	musika
ミュージック	tugtugin
ミュージック	music
ヶ月	buwan
ヶ月	months
予選	qualifying
予選	qualifier
解説	komentaryo
解説	paliwanag
解説	paglalarawan
レギュラー	regular
職業	trabaho
職業	job
職業	propesyon
製品	produkto
製品	produkto
太郎	taro
速度	hagibis
速度	bilis
改正	pagbabago
近く	malapit
電子	elektron
電子	electrons
徒歩	paglalakad
徒歩	maglakad
徒歩	lumakad
徒歩	lakad
徒歩	walk
アイドル	idol
更新	update
更新	updates
更新	update
配信	pagdadala
配信	delivery
配信	paghahatid
配信	broadcast
配信	pagsasahimpapawid
山本	yamamoto
はじめ	hajime
仕事	trabaho
仕事	job
仕事	trabaho
仕事	magtrabaho
仕事	work
連盟	kompederasyon
政策	patakaran
政治家	pulitiko
政治家	pulitiko
メディア	media
メディア	midya
メディア	katamtaman
図書館	aklatan
図書館	library
ただ	lng
ただ	nalang
ただ	basta
外国	foreign
外国	dayuhang
支配	namumuno
強い	malakas
強い	strong
継承	apostoliko
継承	mana
バージョン	bersyon
バージョン	bersiyon
バージョン	bersyon
ポイント	points
ポイント	puntong
ポイント	punto
ポイント	point
温泉	onsen
旅客	pasahero
方針	patakaran
方針	patakaran
執筆	pagsusulat
タイム	panahon
タイム	oras
タイム	time
年頃	circa
基準	pamantayan
基準	pamantayan
基準	karaniwang
基準	standard
基準	pamantayan
化学	chemical
化学	kemikal
化学	kimika
化学	kimikang
接続	koneksyon
接続	connection
接続	kumokonekta
接続	pagkonekta
接続	kinokonekta
接続	ikonekta
接続	kumonekta
勝ち	manalo
メーカー	maker
メーカー	tagagawa
メーカー	gumagawa
障害	kapansanan
小林	kobayashi
ブル	toro
ブル	bull
ホテル	otel
ホテル	hotel
ホテル	hotel
仕様	detalye
仕様	detalye
仕様	detalye
将軍	pangkalahatan
将軍	heneral
将軍	pangkalahatang
将軍	general
奈良	nara
ビデオ	video
富山	toyama
分割	paghahati
分割	split
分割	hatiin
商業	commerce
商業	pangkalakal
商業	commercial
商業	komersyal
商業	komersiyal
殺人	homicide
殺人	murder
スタイル	styles
スタイル	istilo
スタイル	estilo
スタイル	istilo
スタイル	style
スタイル	estilo
リング	ring
リング	singsing
リング	tawagan
リング	singsing
リング	rings
報告	iulat
報告	ulat
報告	inuulat
報告	ulat
マーク	mark
宣言	ipinapahayag
宣言	ipahayag
宣言	declare
宣言	pagpapahayag
キング	king
キング	hari
キング	haring
拡大	palakihin
拡大	lumaki
拡大	paramihin
ハイ	high
ハイ	mataas
ベル	bell
提出	magsumite
提出	isinumite
提出	pagsusumite
入学	pasukan
入学	pagpasok
フォン	fong
支持	suportahan
支持	support
支持	sumusuporta
支持	suporta
支持	sumuporta
支持	sinusuportahan
地震	lumindol
地震	lindol
地震	paglindol
地震	lindol
地震	paglindol
博物館	museo
週間	linggo
週間	lingguhan
週間	lingo
週間	linggo
週間	lingguhan
週間	lingguhang
機構	mekanismo
定義	definition
定義	katuturan
定義	kahulugan
定義	tukuyin
定義	kahulugan
天皇	emperador
日本人	hapon
日本人	japanese
日本人	hapones
学部	faculty
直接	direkta
投手	pitsel
緯度	latitude
カナダ	canada
カナダ	canadian
性格	personalidad
性格	pagkatao
ユニット	units
ユニット	yunit
ユニット	yunit
ユニット	unit
ピアノ	piano
良い	mabait
良い	mabuti
即時	napipintong
即時	agarang
即時	kagyat
近い	closer
近い	palapit
レベル	levels
レベル	antas
レベル	level
三重	mie
政権	regime
達成	nakamit
達成	nakakamit
達成	achieved
達成	nakamit
達成	achievement
見る	makita
見る	see
見る	makakita
見る	tingnan
見る	pagtingin
見る	tingnan
見る	tignan
見る	panonood
見る	view
空間	space
空間	kalawakan
空間	puwang
空間	espasyo
新人	baguhang
同一	magkapareho
ライト	liwanag
ライト	magaan
ライト	ilaw
ライト	wright
ライト	ilaw
ヒット	hits
ヒット	tumama
ヒット	hit
ヒット	tinamaan
大分	oita
大分	ōita
ブルー	blue
ブルー	bughaw
ブルー	asul
流れ	daloy
宮城	miyagi
ガス	gas
作業	trabaho
作業	magtrabaho
作業	work
作業	working
作業	pagtatrabaho
作業	gumagana
作業	nagtatrabaho
貨物	cargo
貨物	karga
貨物	kalakal
貨物	paninda
貨物	kargada
貨物	kargamento
市場	merkado
市場	palengke
市場	pamilihan
市場	market
青森	aomori
経度	longitude
徳島	tokushima
通算	habambuhay
通算	lifetime
サイズ	sukat
サイズ	laki
サイズ	sukat
翻訳	tagapagsalin
翻訳	translator
翻訳	tagasalin
翻訳	translation
翻訳	pagsalin
翻訳	pagsasalin
翻訳	translate
翻訳	isalin
翻訳	pagsasalin
配置	paglalagay
配置	paglalagyan
配置	kaayusan
配置	arrangement
配置	alignment
配置	paglawak
配置	paglalagyan
新宿	shinjuku
コード	code
コード	kodigo
米国	usa
そこ	may
安全	ligtas
安全	safe
安全	kaligtasan
番目	pangalawa
番目	ikatlong
番目	pangatlo
被害	damage
被害	pinsala
商品	kalakal
商品	paninda
商品	produkto
商品	kalakal
商品	paninda
宮崎	miyazaki
詳細	detalyadong
詳細	detalye
備考	notes
備考	tala
単位	units
単位	yunit
単位	yunit
単位	unit
東宝	toho
加藤	kato
渡辺	watanabe
機械	makina
機械	makinarya
機械	machine
マイ	mai
地元	lokal
東北	tohoku
出版社	publisher
革命	himagsikang
革命	rebolusyon
増加	pagtaas
増加	dagdagan
増加	taasan
増加	pagtaas
軌道	orbita
農業	agrikultura
農業	pagsasaka
農業	agrikultura
北部	hilagang
条約	treaties
条約	tratado
条約	kasunduan
理論	panukala
理論	teoriya
理論	teorya
理論	theories
オーストラリア	australian
オーストラリア	australia
オーストラリア	australya
欧州	europa
欧州	gresya
成長	lumalaki
成長	lumalaking
成長	paglago
成長	paglaki
賛成	agree
海外	overseas
海外	abroad
生物	organismo
感じ	feels
感じ	nararamdaman
理解	intindi
