категория	категорија
герой	херој
герой	јунак
иванович	иванович
михаил	михаил
михаил	михаел
михаил	мајкл
михаил	михаил
михаил	michael
михаил	михаил
текст	текст
первая	прв
первая	први
первая	прво
первая	прва
песни	песни
которое	кои
которое	која
которое	кое
женщин	жени
женщин	женски
женщин	жените
участником	учесник
книги	книги
полностью	целосно
полностью	комплетно
полностью	сосема
полностью	потполно
полностью	целосно
полностью	тотално
полностью	сосема
полностью	целосно
жителей	жителите
жителей	жители
честь	чест
честь	награден
честь	почестен
честь	одликуван
честь	наградена
честь	почестен
честь	почестена
честь	почитувани
честь	чест
честь	честа
звание	ранг
звание	ранк
звание	чин
решение	одлука
решение	раствор
решение	решение
чемпионат	шампионат
чемпионат	првенство
чемпионат	шампионски
деятельность	активности
деятельность	дејност
деятельность	активност
деятельность	активности
еще	уште
еще	повеќе
данных	податок
данных	податоци
назначен	доделена
назначен	доделено
назначен	доделени
назначен	доделен
назначен	назначена
назначен	назначен
назначен	назначени
назначен	назначена
назначен	наименуван
назначен	назначен
плотность	густина
берегу	брег
берегу	брегот
итог	исход
россия	русија
ничего	ништо
села	сат
села	седна
села	седел
села	седеше
названия	титули
названия	наслови
названия	имиња
занимает	зафаќа
сан	san
сан	сан
должен	мора
должен	must
права	права
король	крал
король	кинг
король	кралот
края	рабови
края	раб
края	edge
края	острина
обычно	обично
обычно	типично
обычно	обично
умер	почина
умер	умре
умер	умрел
умер	починал
умер	умрела
умер	мртво
умер	мртов
умер	мртви
умер	мртва
власти	властите
власти	власти
службы	сервиси
службы	услуги
службы	служби
службы	услуги
службы	служба
службы	сервис
службы	услуга
система	систем
университет	универзитет
должны	мора
должны	must
слова	зборови
флаг	знаме
версии	верзија
версии	верзии
различных	различен
различных	различно
различных	поинакво
различных	различна
различных	поинаку
различных	поинаков
различных	разновидна
различных	разни
вновь	повторно
вновь	одново
вновь	пак
отец	тате
отец	тато
отец	татко
отец	татка
отец	татко
общества	општество
общества	друштва
общества	општества
общества	општествата
обсуждение	расправа
обсуждение	дискусии
обсуждение	дискусија
многих	многумина
войска	трупи
войска	војници
войска	трупи
войска	трупа
детей	деца
источник	извор
вскоре	наскоро
вскоре	набрзо
члены	членки
члены	членовите
члены	членови
должность	позиција
должность	положба
обсуждения	дискусии
обсуждения	расправа
обсуждения	дискусии
обсуждения	дискусија
действия	дејство
действия	акција
действия	дејства
действия	активности
действия	дејствија
действия	постапки
действия	дејност
действия	активност
действия	активности
дивизии	поделби
дивизии	дивизии
участника	учесник
участвовал	учествуваа
участвовал	учествувал
участвовал	учествувала
участвовал	учествувале
участвовал	учествуваше
музей	музеј
ряд	ред
ряд	редица
ряд	row
душу	душа
дома	дом
дома	дома
дома	домот
дома	home
дома	домови
дома	куќи
некоторых	некои
почему	зошто
почему	зашто
школа	училиште
школа	школа
выше	повисок
выше	над
выше	погоре
выше	наведените
выше	одозгора
выше	повисоко
выше	повисок
выше	повисока
выше	повисоки
чел	cel
чел	маж
чел	чоек
чел	човек
чел	мен
чел	човекот
рсфср	rsfsr
медаль	медал
земли	поседи
земли	ланд
земли	копно
земли	земјиште
режиссёр	режисер
режиссёр	директор
правила	правила
правила	прописи
правила	регулативи
полка	полицата
полка	полица
полка	полк
полка	полкот
линии	линија
линии	линии
места	локации
места	места
места	места
места	седишта
существует	постои
категории	категорија
категории	категории
ссылка	врска
ссылка	референца
ссылка	референтна
компания	компанија
используется	искористен
используется	користени
используется	користена
используется	искористена
используется	користен
тысяч	илјада
тысяч	илјадници
тысяч	илјади
начало	почни
начало	почеток
начало	старт
начало	почеток
начало	почнувам
начало	почнувајќи
начало	почетна
начало	почетоци
италии	италија
италии	италијанска
италии	италијански
италии	италијанецот
италии	италијанец
положение	ситуација
положение	позиција
положение	положба
мужчин	мажи
мужчин	мажите
мужчин	луѓе
мужчин	машки
северной	северно
северной	север
северной	северот
северной	северен
северной	северна
острова	острови
острова	островот
острова	остров
дело	случај
дело	кејс
полк	полк
полк	полкот
полк	полк
теперь	сега
станция	станица
профессор	професор
особенно	особено
особенно	поготово
особенно	особено
особенно	посебно
американский	американска
американский	американски
американский	американец
право	закон
впоследствии	последователно
великобритании	британски
великобритании	британска
великобритании	британскиот
чемпион	шампион
чемпион	првак
чемпион	шампион
чемпион	champion
лучше	подобри
лучше	подобра
лучше	подобар
лучше	подобро
шаблоны	обрасци
шаблоны	шеми
шаблоны	моделите
оно	оно
правило	владеење
правило	правило
андрей	andrej
андрей	андреј
андрей	андреј
андрей	андреј
андрей	ендрју
андрей	ендру
андрей	andrew
роли	улога
роли	улоги
сезон	сезона
люди	народ
люди	луѓе
управление	контрола
управление	управен
управление	управување
управление	менаџмент
управление	раководење
управление	владеење
управление	управување
управление	управа
сделать	make
сделать	направи
длина	должина
хорошо	добра
хорошо	добро
хорошо	добар
иногда	некогаш
иногда	понекогаш
вместо	наместо
тип	тип
кладбище	гробишта
кладбище	гробишта
средняя	средина
средняя	среден
средняя	просечен
средняя	просечни
средняя	просечно
средняя	просек
средняя	просечна
средняя	среден
средняя	медиум
средняя	средно
театр	театар
театр	театар
художник	сликарот
художник	сликар
художник	изведувач
художник	уметник
российская	руска
российская	руски
российская	руско
одно	една
одно	едната
одно	еден
одно	едно
алексей	алексеј
алексей	алексеј
алексей	алексеј
алексей	алексис
алексей	алексеј
коммуны	заедници
возможность	можност
возможность	можноста
какой	што
создания	создавање
создания	креирање
создания	креација
премия	премиум
премия	премија
премия	premium
премия	награда
премия	награда
выпускники	матуранти
выпускники	сениори
выпускники	апсолвент
выпускники	алумни
выпускники	матуранти
выпускники	дипломци
сср	ssr
новые	ново
новые	нов
новые	нови
новые	нова
основные	главни
основные	главен
основные	главна
основные	главното
основные	основно
основные	основни
основные	башиќ
основные	основна
основные	основен
основные	основните
всегда	секогаш
известные	позната
известные	познати
известные	познат
южной	јужен
южной	јужна
южной	јужни
южной	југ
южной	јужно
южной	јужна
метров	метри
метров	метри
практически	речиси
практически	скоро
практически	практично
корпуса	кор
корпуса	корпус
президент	претседател
четыре	four
четыре	четри
четыре	четири
четыре	четворица
стоит	вреди
информация	инфо
информация	информации
информация	информација
информация	информации
большая	голем
большая	голема
большая	големи
большая	големо
большая	голем
большая	голема
большая	големи
большинство	повеќето
большинство	најмногу
большинство	мнозинство
кино	кино
кино	филм
кино	филмови
кино	кино
кино	филмски
кино	филмска
кино	филм
кино	киното
кино	кино
номер	број
деревни	села
силы	сила
силы	присили
силы	сили
силы	силите
внимание	внимание
внимание	фокус
внимание	фокусирање
государства	државите
государства	држави
примерно	приближно
примерно	отприлика
примерно	приближно
александра	александра
писатель	романсиер
писатель	писателка
писатель	писател
движения	движења
движения	сообраќај
роман	римска
роман	римски
роман	римјанин
роман	роман
роман	римско
роман	новела
роман	роман
дней	денови
дней	дена
новых	ново
новых	нов
новых	нови
новых	нова
клубы	клубови
джон	јован
джон	џон
джон	џон
граф	грофот
граф	графикон
процент	проценти
процент	процент
провинции	покраини
провинции	провинции
новая	ново
новая	нов
новая	нови
новая	нова
известен	позната
известен	познати
известен	познат
мини	мини
памятник	споменик
сил	сили
сил	силите
каждый	сите
каждый	секого
каждый	секоја
каждый	секое
каждый	секој
каждый	секоја
потом	потоа
потом	тогаш
герб	билка
герб	херб
герб	грб
счёт	сметка
счёт	сметката
счёт	оценка
счёт	резултат
счёт	поен
книга	книга
отношения	односи
отношения	односи
отношения	врска
отношения	однос
доктор	доктор
доктор	лекар
доктор	докторка
использовать	употреба
использовать	искористи
использовать	користи
стран	земји
стран	држави
заголовок	наслов
заголовок	насловот
заголовок	заглавието
заголовок	упатена
заголовок	титула
заголовок	наслов
лучший	најдобар
лучший	најдобро
лучший	најдобри
лучший	најдобра
лучший	бест
восточной	ориентални
восточной	источна
восточной	источни
восточной	источно
восточной	источен
видов	врсти
видов	видови
удалось	управувани
удалось	успеаа
удалось	успеа
удалось	успеала
удалось	успеал
удалось	успеа
удалось	успеаја
западной	вестерн
западной	западни
западной	западна
всем	сите
всем	сите
всем	секого
здание	градба
здание	зграда
здание	градење
слово	збор
дочь	ќерко
дочь	ќерка
фон	подлога
фон	заднина
фон	позадина
последний	последно
последний	последни
последний	последен
последний	последна
последний	последниот
представляет	представува
представляет	претставува
правил	правила
точки	точки
точки	точките
точки	точки
точки	поенти
точки	поени
мария	мери
мария	марија
коммуна	комуна
партия	партиски
партия	партиска
партия	забава
партия	журка
партия	партија
партия	тура
страницы	страници
страницы	страница
страницы	страницата
спасибо	фала
спасибо	благодарам
позднее	покасно
позднее	подоцна
включает	вклучува
актёр	глумец
актёр	актер
включая	вклучувајќи
дмитрий	димитри
дмитрий	димитриј
дмитрий	дмитри
дмитрий	димитриј
дмитрий	димитри
дмитрий	димитриј
дмитрий	дмитро
правительства	владите
правительства	влади
получила	имам
председатель	претседател
председатель	стол
председатель	столица
председатель	столче
председатель	претседавач
председатель	претседавачот
моря	мориња
моря	морињата
моря	море
страна	земја
страна	држава
страна	кантри
вариант	варијанта
вариант	опција
одновременно	истовремени
одновременно	симултано
одновременно	истовремено
дороги	патишта
имел	имаа
имел	имаше
русские	руска
русские	руски
русские	руско
русские	руси
русские	русите
александрович	александрович
виктор	виктор
виктор	виктор
мир	ворлд
мир	world
мир	свет
мир	светот
мир	свету
мир	спокој
мир	мир
работа	работа
работа	работно
работа	работа
работа	дело
работа	работно
работа	работи
работа	работен
работа	работна
работа	работење
японии	јапонија
японии	јапан
японии	јапонско
японии	јапонска
японии	јапонски
серия	серија
серия	серии
серия	епизода
песня	песна
становится	постанува
становится	станува
василий	базил
василий	василиј
василий	васили
василий	василиј
вопросы	прашања
вопросы	прашања
испании	шпанија
завод	билка
завод	растение
завод	централа
завод	фабрика
завод	фабрички
штат	состојба
штат	држава
проблемы	предизвици
проблемы	проблем
проблемы	проблеми
проблемы	прашања
юрий	јуриј
юрий	јури
юрий	јуриј
ниже	подолу
ниже	долна
ниже	пониско
ниже	долен
улицы	улици
рядом	близу
рядом	блиску
рядом	близина
найти	најдете
найти	пронајди
найти	најди
найти	пронајдете
вклад	внес
вклад	влезни
вклад	придонес
вклад	придонеси
вклад	придонеси
развитие	развој
лиги	лига
научно	научно
директор	режисер
директор	директор
директор	директорот
директор	директорката
директор	директор
командир	командант
командир	командир
друг	другарка
друг	пријател
вернулся	вратен
вернулся	вратени
заслуженный	награден
заслуженный	почестен
заслуженный	одликуван
заслуженный	наградена
заслуженный	почестен
заслуженный	почестена
заслуженный	почитувани
рок	рок
рок	камен
рок	карпа
футболист	фудбалерот
футболист	фудбалер
мой	мое
мой	рудник
мой	моја
мой	мој
отличие	разлика
журнал	магазин
журнал	списание
журнал	дневник
журнал	журнал
журнал	journal
журнал	дневник
журнал	дневникот
журнал	евиденција
министр	министер
министр	министерката
министр	министерка
значение	значење
значение	вредност
комитета	комитет
комитета	комитетот
комитета	комисија
производства	продукција
производства	производство
премьер	прајм
премьер	премиер
сначала	прв
сначала	први
сначала	прво
сначала	прва
действительно	навистина
действительно	стварно
действительно	навистина
игра	игра
решения	одлуки
решения	одлуките
решения	решенија
строительство	градба
строительство	зграда
строительство	градење
строительство	изградбата
строительство	градба
строительство	градење
строительство	градежништво
строительство	конструкција
строительство	изградба
пункт	елемент
пункт	предмет
пункт	ставка
пункт	параграф
пункт	пасус
мать	мајко
мать	мајката
мать	мајка
старший	старешина
старший	постариот
старший	постар
старший	виш
старший	високи
старший	пензионерски
старший	матурант
старший	постар
снова	повторно
снова	одново
снова	пак
конечно	секако
здания	градби
здания	згради
тренер	тренер
тренер	тренер
тренер	тренерот
поле	поле
написал	напиша
написал	пишувал
написал	напишаа
написал	напишал
написал	напишав
значения	појаснување
значения	вредности
пути	начини
пути	патеки
женщины	женките
женщины	женка
женщины	женско
женщины	женски
женщины	женска
женщины	жени
женщины	женски
женщины	жените
труда	труд
труда	работнички
труда	трудот
майор	мајорот
майор	мајор
провинция	покраина
провинция	провинција
провинция	покраината
программы	програми
программы	програми
храм	храмот
храм	темпл
храм	храм
исследования	студии
исследования	истражување
исследования	истражувања
какие	што
обороны	одбрана
обороны	одбрана
мнение	мислење
мнение	мислења
сообщения	комуникации
сообщения	пораки
раздел	рез
раздел	оддел
раздел	отсек
раздел	секција
раздел	поделба
матч	поклопување
матч	натпревар
матч	совпаѓање
востоке	исток
быстро	брзо
быстро	бргу
быстро	брзо
быстро	бргу
быстро	брз
быстро	брзи
быстро	брзо
удаление	отстранување
удаление	бришење
удаление	бришам
удаление	бришење
удаление	избриши
проходит	минува
проходит	поминува
проходит	помине
проходит	пропусници
влияние	влијанието
влияние	влијание
влияние	влијание
епископ	бискуп
