castle	замок
favori	улюблене
favori	улюблена
favori	улюблений
favori	улюблене
favori	улюблені
favori	улюблений
favori	улюблене
şef	шеф
şef	шеф
şef	вождь
şef	головний
vergisi	податкова
vergisi	податки
vergisi	податок
telgraf	телеграму
telgraf	telegraph
leone	леоне
parsons	парсонс
herkül	hercules
ilim	знань
ilim	знання
bond	бонд
yuri	юрі
yuri	юрій
yuri	юрко
gözde	улюблені
gözde	улюблений
gözde	улюблене
tecrübe	досвід
lahana	капуста
lahana	кале
andromeda	андромеда
nokia	nokia
çiçekler	квіти
stargate	stargate
gridcolor	gridcolor
zoolog	зоологом
dalları	філії
dalları	гілками
dalları	гілки
durak	припиняється
durak	зупинки
durak	припиняє
durak	зупиняє
durak	зупинок
stark	старк
stark	старка
kızılötesi	інфрачервона
soğutma	охолодження
momentum	імпульсу
nereye	звідки
nereye	де
nereye	where
nereye	куди
step	крок
step	кроком
dale	дейл
inanılmaz	вражає
inanılmaz	вражаюче
inanılmaz	дивовижно
inanılmaz	amazing
inanılmaz	неймовірний
inanılmaz	неймовірно
inanılmaz	неймовірна
damar	вени
damar	вена
damar	венах
damar	вена
damar	провідні
rumen	румунська
mürettebat	екіпаж
riley	райлі
göreceli	відносно
göreceli	відносна
göreceli	відносний
mercan	coral
mercan	корал
mercan	кораловий
lane	вуличка
lang	ленг
feminist	феміністки
organları	органи
doğumu	народження
mühimmat	снаряд
mühimmat	боєприпаси
mühimmat	боєприпасів
mühimmat	боєприпаси
louise	луїза
galiçya	галичина
myspace	myspace
izlenen	дивились
izlenen	дивилися
izlenen	дивився
yugoslav	югославська
stand	стоїмо
stand	стенд
stand	stand
notları	нотаток
notları	нотатки
notları	примітки
notları	класи
kavramları	концепції
kavramları	принципи
blake	блейк
çözmek	вирішити
mad	божевільна
mad	скажений
mad	mad
mad	скажені
eurobasket	євробаскет
zıt	протилежності
zıt	протилежність
zıt	відміну
zıt	протилежний
zıt	навпаки
gonzález	гонсалес
helikopter	гелікоптер
helikopter	вертоліт
helikopter	пости
klaus	клаус
koch	кох
yatılı	міграційна
kılavuzu	посібник
kılavuzu	провідник
kılavuzu	путівник
kılavuzu	гід
dışa	назовні
mig	mig
yetenekleri	здібності
yetenekleri	таланти
zaza	заза
atı	ati
masal	казка
masal	казка
masal	публікації
masal	історія
masal	сюжет
masal	розповідь
masal	публікація
dinlenme	відпочинок
dinlenme	відпочинок
mhz	мгц
heinz	гайнц
tatmin	задоволення
tatmin	задоволені
tatmin	задоволена
tatmin	задоволений
britney	брітні
porsche	порше
porsche	porsche
eğlenceli	забава
eğlenceli	веселощі
eğlenceli	весело
malcolm	малкольм
kentucky	кентуккі
ekseni	вісь
enzim	ферменти
enzim	фермент
haksız	несправедливо
seti	комплект
seti	встановити
seti	набір
seti	встановлено
seti	множина
seti	сеті
makina	machine
makina	машина
makina	автомат
makina	техніка
makina	ютери
makina	автоматів
makina	машини
makina	машинами
tasarımcı	designer
tasarımcı	дизайнер
tasarımcı	дизайнера
kaide	каїда
tolkien	толкін
jesse	джессі
sır	секрети
sır	секретів
sır	таємниці
sır	таємний
sır	секретний
sır	таємна
sır	таємниця
sır	таємно
boyutları	розміри
boyutları	виміри
aman	аман
deneyler	експерименти
six	шість
six	шестеро
kıyıları	берегах
taşınan	зворушений
taşınan	переїхала
taşınan	переїхали
taşınan	переїхав
rush	кайф
yasağı	заборони
yasağı	заборона
andre	андре
andre	андре
roller	американські
roller	ролі
bull	бик
bull	бул
bull	бика
bull	булл
alüminyum	алюміній
alüminyum	алюміній
edwards	едвардс
odaklı	фокусі
italia	italia
tartışmaları	дискусії
tartışmaları	обговорення
katliam	злочини
katliam	різанина
varsayılan	типові
varsayılan	типова
varsayılan	типовий
lanka	ланки
lanka	ланка
wade	wade
kodları	коди
kodları	кодів
holmes	холмс
yapıcı	конструктивно
yapıcı	maker
yapıcı	творця
yapıcı	конструктивна
iowa	айова
çember	коло
çember	гурток
lehçesi	діалект
isfahan	ісфахан
karaciğer	печінка
karaciğer	печінки
hatalar	помилки
hatalar	помилок
hatalar	недоліків
hatalar	недоліки
hatalar	помилки
hatalar	жуків
hatalar	вад
hatalar	вади
atanmış	призначена
atanmış	оргкомітет
atanmış	призначені
atanmış	призначив
málaga	málaga
itici	огидний
diamond	diamond
diamond	діамант
dame	дам
tanımlanmış	визначений
tanımlanmış	визначена
tanımlanmış	визначені
tanımlanmış	визначено
tanımlanmış	визначається
tanımlanmış	визначена
tanımlanmış	визначено
litre	літр
litre	літри
litre	літрів
litre	літр
litre	літри
litre	літрів
çalışkan	вправні
meşru	справжні
bankacılık	банківської
kaçmak	тікають
kaçmak	продовжили
kaçmak	втеча
kaçmak	втечу
kaçmak	втекти
asal	prime
radyoaktif	радіоактивних
öyküler	казки
öyküler	історії
öyküler	публікації
öyküler	розповіді
yale	єль
iskandinav	скандинавських
iskandinav	скандинавський
kronik	хронічне
yarışmaları	конкурси
facto	факто
osetya	осетії
çim	газон
çim	трава
çim	трави
işadamı	бізнесмен
taşınabilir	портативний
sn	сек
balıkçı	рибалки
balıkçı	рибалок
balıkçı	фішер
balıkçı	рибалка
bitkileri	рослини
bitkileri	заводи
niyet	намір
niyet	призначений
niyet	розміщені
niyet	призначено
niyet	наміри
mansur	мансур
kaçış	breakout
kaçış	екранування
kaçış	тікає
kaçış	втеча
kaçış	втеча
kaçış	втечу
kaçış	втекти
solomon	соломон
solomon	соломона
heyet	спрямування
heyet	делегації
heyet	делегація
heyet	комітету
heyet	комітет
heyet	делегацій
productions	production
dresden	дрезден
vancouver	ванкувер
kampanya	кампанії
kampanya	похід
kampanya	кампанія
davud	давід
davud	девід
davud	давид
hughes	хьюз
metallica	metallica
kawasaki	kawasaki
eylemleri	дії
rotterdam	роттердам
pat	пет
pat	пат
uganda	уганда
tanrılar	боги
lópez	лопес
württemberg	вюртемберг
karikatür	comics
karikatür	комікси
karikatür	комікс
karikatür	comic
karikatür	комікс
karikatür	карикатура
karikatür	мультик
karikatür	мультфільмів
karikatür	каплиці
lucky	пощастило
lucky	щасливим
lucky	щасливчик
masaüstü	стільниці
masaüstü	стільниці
alpha	alpha
alpha	альфа
zirve	саміт
zirve	вершина
zirve	пік
armağan	подарунку
armağan	подарунок
avn	avn
gelişmekte	перспективних
gelişmekte	проведення
gelişmekte	розробку
gelişmekte	розвиваються
yansıtan	відображаються
azaltmak	зменшити
werder	вердер
atlantis	атлантида
satıldı	продано
atölyesi	workshop
beslenir	стрічки
beslenir	подачі
beslenir	подач
üstte	згори
üstte	вгорі
üstte	топ
üstte	верхній
üstte	найпопулярніші
üstte	зверху
angela	ангела
ihmal	тривалості
ihmal	систему
geometri	геометрія
oynamak	грає
oynamak	програвання
oynamak	відтворення
chiba	канто
görkemli	поважний
görkemli	надійні
görkemli	славна
engeli	розблокувати
ekledi	додано
ekledi	додані
ers	ерс
seyir	навігація
seyir	навігації
seyir	мандруючи
rolleri	ролі
kaydedildi	записано
kaydedildi	записав
kaydedildi	збережені
kaydedildi	збережених
kaydedildi	збережено
kaydedildi	збережений
kaydedildi	врятований
kalanlar	залишки
kalanlar	крихти
ritim	ритм
cnn	cnn
mount	гора
mount	маунт
mount	монтувати
mount	монтування
kromozom	хромосома
danışman	радник
danışman	консультант
danışman	консультантом
danışman	радник
danışman	радника
danışman	радник
kırgız	киргизька
sertifika	сертифікати
sertifika	сертифікат
sertifika	гаранта
sertifika	посвідчення
sertifika	сертифікації
dinar	динар
kirli	брудний
kirli	брудні
kirli	брудно
kirli	брудна
kirli	нечисті
dağıtımı	розподіл
mir	мір
deutsche	deutsche
foton	фотони
foton	фотон
objektif	лінзи
objektif	лан
objektif	ціллю
objektif	ціль
objektif	мета
tanzanya	танзанії
zaragoza	сарагоса
korur	захищає
troll	троль
troll	тролі
illeri	провінції
aç	відкрити
aç	відкрита
aç	відкрито
aç	відкриті
aç	відкритий
aç	голодна
aç	голодним
aç	голодний
aç	голодні
sözcükler	слів
sözcükler	слова
tiberius	тіберій
incir	інжир
kayıplar	втрат
kayıplar	збитки
kayıplar	програш
kayıplar	втрати
delhi	делі
dana	дана
hiçbiri	жодного
hiçbiri	відсутнє
hiçbiri	немає
hiçbiri	жодних
hiçbiri	відсутній
bağırsak	кишечник
bağırsak	колон
bağırsak	визволив
wehrmacht	капелани
kalacak	залишається
kalacak	залишиться
jeoloji	геологічних
jeoloji	геологія
dem	дем
bilhassa	особливо
bilhassa	особливо
gençleri	підлітки
rom	rom
rom	ром
rom	рому
sofia	софійська
sofia	софія
grey	сіра
grey	сірий
grey	грей
köşk	маєток
devasa	величезна
devasa	величезний
devasa	величезні
devasa	гігантський
devasa	неймовірні
ghost	примара
ghost	привид
dre	dre
düşüş	зменшити
düşüş	відхилити
düşüş	падати
düşüş	осінь
düşüş	fall
düşüş	падіння
vekil	правителька
vekil	проксі
vekil	депутат
vekil	заступник
kalsiyum	кальцій
kalsiyum	кальцію
rocky	рокі
ideoloji	ідеологія
önemsiz	неважливо
koy	додаю
koy	ставимо
koy	класти
koy	поставити
plaka	знаки
plaka	тарілки
plaka	плита
plaka	тарілка
saltanatı	править
levi	леві
alışık	звик
metropolitan	metropolitan
kapıları	брами
kapıları	воріт
kapıları	ворота
kapıları	двері
slogan	девіз
slogan	слоган
slogan	гасло
slogan	фразу
hero	герой
rex	рекс
mrs	пані
şahit	свідки
şahit	вдавалось
şahit	свідок
tez	дисертацію
tez	дисертації
mevki	розташування
mevki	позиція
mevki	положення
mevki	позиції
lil	lil
lionel	лайонел
mısırlı	єгипетський
mısırlı	єгипетська
homo	людина
homo	homo
diskografisi	дискографія
diskografisi	руслани
kullanışlı	зручний
kullanışlı	зручно
kullanışlı	зручна
kullanışlı	корисне
kullanışlı	корисні
kullanışlı	корисна
kullanışlı	корисно
kullanışlı	корисний
kullanışlı	зручний
kullanışlı	зручно
drake	дрейк
keşfedildi	виявив
keşfedildi	виявили
keşfedildi	відкрив
pul	штамп
pul	марку
pul	марка
pul	штампи
pul	марки
pul	машинок
gözlemevi	обсерваторія
earl	ерл
pazartesi	понеділок
hamlet	гамлет
reed	рід
muammer	муаммар
trick	хитрість
trick	трюк
trick	аналізи
eintracht	айнтрахт
dante	данте
türkmenler	туркмени
mississippi	міссісіпі
mağarası	печеру
mağarası	печера
marina	марина
marina	маріна
spesifik	конкретних
spesifik	певне
spesifik	конкретні
bilinç	свідомість
ideolojik	ідеологічна
etli	товста
sms	sms
sms	смс
eğri	крива
nesneler	предмети
odun	дрова
odun	вуд
odun	деревина
odun	лісова
odun	пиломатеріали
içten	щиро
içten	щира
içten	відверту
linda	лінда
rahatsızlık	травми
rahatsızlık	незручності
rahatsızlık	дискомфорт
panorama	панорами
panorama	панорама
panorama	panorama
adlar	назви
adlar	імена
bira	пиво
bira	ale
bira	ель
bmw	бмв
bmw	bmw
yang	ян
yurtdışı	міжнародний
yurtdışı	міжнародна
yurtdışı	міжнародні
yurtdışı	інтернаціонал
yurtdışı	міжнародне
yurtdışı	закордоном
yurtdışı	закордон
denetleme	аудит
denetleme	інспекція
basında	преса
basında	натиснути
basında	прес
basında	press
basında	медіа
basında	носії
basında	носій
basında	мультимедіа
basında	змі
shaw	шоу
shaw	шо
işlev	функція
işlev	функцію
işlev	функції
çevrede	around
çevrede	довкола
çevrede	навколо
mikro	мікро
armut	груші
armut	груша
armut	груші
hopkins	гопкінс
sonlu	скінченна
ayağı	нога
ayağı	ногою
ayağı	фут
ayağı	пішки
ayağı	лапка
atlantic	атлантичний
atlantic	атлантична
atlantic	atlantic
sorumluluğu	відповідальність
