категорія	categoría
роботи	traballar
біля	preto
біля	do
біля	da
біля	de
веб	web
статтю	artigo
праворуч	ben
потім	logo
потім	despois
потім	entón
потім	e
потім	daquela
землі	terra
землі	mundo
землі	da
землі	earth
армії	exércitos
армії	exército
армії	do
однак	porén
однак	con
однак	todo
однак	sen
однак	embargo
однак	pero
однак	aínda
саме	exactamente
саме	exactamente
саме	mesmo
саме	o
північний	ao
північний	norte
північний	do
північний	do
північний	norte
протягом	ao
протягом	longo
протягом	todo
протягом	por
протягом	toda
протягом	durante
день	días
день	día
частина	parte
південний	do
південний	sur
південний	sur
південний	do
південний	sudáfrica
смерті	a
смерті	morte
період	período
період	periodo
період	tempo
період	a
період	adolescencia
перша	primeiro
перша	primeira
такі	seguir
такі	seguindo
такі	seguintes
такі	seguinte
такі	tan
такі	como
такі	tal
двох	dous
двох	dúas
навіть	nin
навіть	incluso
навіть	aínda
навіть	mesmo
навіть	sequera
розташування	lugares
розташування	arranxo
розташування	acordo
розташування	posición
кар	carreira
кар	súa
три	tres
три	3
працював	traballamos
працював	funcionou
працював	traballei
працював	traballaba
працював	traballou
висота	altura
входить	inclúe
себе	min
себе	mesma
себе	mesmo
себе	eu
себе	me
себе	el
себе	mesmo
себе	se
себе	si
себе	te
себе	mesmo
себе	ti
себе	vostede
різних	diferentes
різних	distintas
різних	distinto
різних	distintos
різних	diferente
фільми	filmes
фільми	filmes
фільми	cinema
церква	igrexa
церква	á
церква	da
створення	crear
створення	creando
створення	xeración
створення	da
створення	crear
створення	creamos
створення	unha
створення	crean
створення	creación
значення	significado
значення	sentido
значення	que
значення	significa
значення	explican
значення	o
значення	valores
значення	valor
значення	canto
значення	revenda
системи	sistema
системи	de
йому	el
йому	o
йому	lle
крім	excepto
крім	só
крім	pero
крім	agás
крім	menos
тоді	logo
тоді	despois
тоді	entón
тоді	e
тоді	daquela
ніж	coitelo
ніж	navalla
ніж	mackie
адреса	a
адреса	discurso
адреса	enderezo
адреса	tratar
адреса	abordar
адреса	dirección
член	membro
член	da
член	membros
франція	francia
франція	franza
групи	dous
групи	grupos
буде	vai
там	alí
там	hai
там	aí
динаміка	dinámica
динаміка	dinámicas
національний	nacional
національний	nacionais
національний	national
управління	de
управління	xestión
управління	dirección
управління	a
всіх	todo
всіх	todos
всіх	todas
всіх	todo
всіх	o
всіх	mundo
всіх	todos
нього	el
нього	o
нього	lle
річки	ríos
дата	cita
дата	a
дата	día
дата	data
людей	xente
людей	persoas
людей	a
людей	pobo
хоча	aínda
хоча	que
хоча	non
хоча	pero
хоча	malia
хоча	aínda
хоча	que
хоча	se
мови	idiomas
мови	linguaxes
мови	linguas
мови	as
мови	faladas
мови	idioma
мови	linguaxe
мови	a
мови	lingua
українська	ucraniano
розподіл	distribución
розподіл	de
знаходиться	atópanse
пізніше	despois
пізніше	máis
пізніше	tarde
пізніше	logo
розвитку	desenvolvemento
розвитку	da
розвитку	de
розвитку	xapón
розвитку	proxecto
вулиця	rúa
вулиця	street
кілька	poucos
кілька	poucas
кілька	uns
кілька	algunhas
кілька	algúns
кілька	unhas
згодом	despois
згодом	máis
згодом	tarde
згодом	logo
картка	carta
картка	tarxeta
картка	de
картка	unha
картка	documento
часто	frecuencia
часто	a
часто	miúdo
часто	moito
часто	veces
часто	acotío
олександр	alexander
офіційний	oficial
департамент	de
департамент	departamento
департамент	axentes
віком	anos
тощо	etc
майже	case
права	ben
права	dereitos
права	os
права	dos
права	carta
права	dereito
церкви	igrexas
стала	constante
голови	cabezas
південь	sur
південь	do
південь	sudáfrica
вулиці	rúas
вулиці	polas
вулиці	rúa
перед	antes
перед	de
перед	antes
сім	sete
сім	7
мав	tiña
мав	que
мав	tiven
яке	que
яке	cal
володимир	vladimir
типу	escribir
типу	tipo
типу	de
типу	clase
фільм	película
фільм	filme
фільм	cine
фільм	cinema
фільм	película
фільм	filme
карта	mapa
іван	john
використання	usando
використання	usar
використання	usan
використання	uso
використання	usamos
використання	usar
використання	usan
використання	usa
головний	xefe
головний	o
головний	principal
головний	importante
зоря	estrela
зоря	star
деякі	algúns
деякі	algunhas
деякі	algo
деякі	de
деякі	un
музей	museo
діяльність	actividades
діяльність	actividade
частини	partes
закінчив	rematei
закінчив	xa
закінчив	rematado
закінчив	remate
закінчив	acabado
закінчив	rematar
закінчив	rematou
закінчив	remataches
джерела	fontes
джерела	fonte
джерела	orixe
джерела	de
кам	campos
честь	de
честь	honra
честь	honor
честь	honra
честь	señoría
честь	súa
організації	organizacións
своїх	seus
своїх	as
своїх	súas
своїх	os
своїх	seu
своїх	súa
сил	as
сил	forzas
померли	mortes
дві	dous
дві	dúas
діяльності	actividades
діяльності	actividade
клуб	clube
клуб	salvavidas
клуб	club
ігор	xogos
ігор	xogar
ігор	videoxogos
ігор	os
ігор	igor
партії	festa
партії	partido
перелік	lista
перелік	listaxe
роль	rol
роль	papel
усі	todo
усі	todos
усі	mundo
усі	o
усі	todo
усі	todos
усі	todas
усі	todo
усі	o
усі	mundo
усі	todos
україна	ucrania
свої	seus
свої	as
свої	súas
свої	os
свої	seu
свої	súa
свої	seus
свої	súas
свої	seu
свої	o
свої	súa
свої	a
університет	universidade
університет	de
університет	da
університет	universidades
університет	universitaria
відомий	famoso
відомий	famosos
відомий	famosa
італії	italia
школа	instituto
школа	escola
школа	colexio
право	ben
право	leis
право	lei
право	a
далі	máis
далі	lonxe
далі	máis
далі	lonxe
далі	próxima
далі	ao
далі	seguinte
далі	lado
далі	próximo
далі	o
знову	outra
знову	vez
знову	máis
знову	novo
знову	de
стали	foi
стали	a
стали	converteuse
стали	nunha
стали	nun
стали	en
стали	se
стали	converteu
одна	unha
одна	un
хто	quen
хто	que
моря	mares
моря	alta
моря	mar
стаття	artigo
стаття	parágrafo
стаття	punto
звання	última
статус	posición
статус	statu
статус	status
помер	mortos
помер	morto
помер	morta
помер	morreu
помер	morreu
помер	morreron
помер	morto
помер	morrer
родини	familias
родини	as
група	grupo
група	de
новий	novo
новий	novas
новий	nova
новий	novos
зір	vista
зір	visión
зір	vista
зір	vision
великий	grande
великий	grandes
великий	gran
великий	xenial
великий	gran
великий	grande
великий	grandes
назви	nomes
назви	nome
назви	os
залізниця	tren
система	sistema
система	de
північ	noite
північ	ano
північ	reloxo
північ	doce
північ	media
північ	medianoite
північ	da
північ	á
північ	ao
північ	norte
північ	do
більшість	a
більшість	maioría
більшість	parte
більшість	máis
більшість	maioría
особливо	especialmente
особливо	neno
особливо	moi
особливо	particularmente
особливо	sobre
особливо	todo
особливо	particular
особливо	especialmente
особливо	sobre
особливо	todo
народження	nacín
народження	naceu
народження	nacer
народження	naciches
народження	nacen
народження	a
народження	luz
народження	nacemento
народження	orixe
народження	de
інформація	información
влади	autoridades
округ	distrito
округ	fiscal
округ	do
інститут	instituto
інститут	institución
будинок	casa
дослідження	investigación
дослідження	de
дослідження	investigacións
дослідження	investigar
дослідження	estudos
дослідження	estudios
дослідження	análises
дослідження	estudo
війна	guerra
війна	a
війна	guerra
війна	guerras
приблизно	sobre
приблизно	de
приблизно	aproximadamente
багатьох	moitos
багатьох	cantas
багатьох	moitas
багатьох	cantos
війська	tropas
війська	as
регіон	rexión
регіон	do
регіон	sudeste
велика	grande
велика	grandes
велика	gran
видів	tipo
видів	tipos
людини	seres
людини	humanos
людини	os
людини	humáns
рід	clan
рід	do
рід	dos
рід	clans
дітей	nenos
дітей	os
дітей	cativos
дітей	fillos
дітей	nenas
міст	oco
міст	ponte
міст	bridge
міст	cidades
міст	nas
собою	min
собою	mesma
собою	mesmo
собою	eu
собою	me
собою	te
собою	mesmo
собою	ti
собою	vostede
генерал	xeral
генерал	xeneral
генерал	o
мали	tiña
мали	que
мали	tiven
статей	artigos
навчання	estudando
навчання	estudar
навчання	estudar
навчання	estudo
навчання	estudamos
навчання	despacho
навчання	aprender
навчання	aprendizaxe
навчання	aprendendo
навчання	a
син	fillo
фізична	física
фізична	físicos
фізична	físicas
фізична	físico
рішення	decisión
рішення	tomar
рішення	decisións
рішення	solucións
рішення	solución
питання	pregunta
питання	cuestión
питання	problemas
питання	cuestións
питання	temas
питання	asuntos
питання	preguntas
питання	as
питання	pregunta
питання	cuestións
питання	pista
питання	idea
досить	abonda
досить	suficiente
досить	dabondo
досить	para
досить	abondo
досить	bastante
досить	moi
досить	é
досить	ben
люди	seres
люди	humanos
люди	os
люди	humáns
люди	xente
люди	persoas
люди	a
люди	pobo
тепер	agora
ним	el
ним	o
ним	lle
компанії	empresas
компанії	as
компанії	compañías
іншими	aos
іншими	outros
іншими	demais
іншими	outras
походження	orixe
дані	datos
дані	puntos
дані	información
видання	edición
видання	tema
видання	problema
раніше	antes
раніше	máis
раніше	cedo
раніше	antes
раніше	axiña
раніше	canto
раніше	tarde
раніше	cedo
зазвичай	normalmente
зазвичай	habitualmente
зазвичай	normalmente
зазвичай	adoita
зазвичай	xeral
зазвичай	adoitan
зазвичай	normalmente
сан	san
сан	andrews
використовується	adoitaba
використовується	antes
команда	orde
команда	motoras
команда	ordes
команда	mando
команда	de
команда	comando
команда	equipo
команда	de
всього	total
всього	de
таблиці	mesas
таблиці	mesa
початок	a
початок	comezar
початок	empezar
початок	a
початок	comezar
початок	comezan
початок	comezamos
початок	comezando
початок	comezo
початок	principio
початок	empezando
початок	a
початок	comezando
початок	empezando
початок	comeza
початок	tiña
початок	iniciar
початок	comezaba
початок	comezar
пояс	cinto
станція	comisaría
станція	estación
існує	existen
існує	existir
існує	existe
існує	existe
існує	real
існує	exista
проект	proxecto
мати	nai
мати	á
мати	mamá
чоловік	marido
чоловік	home
чоловік	o
чоловік	home
чоловік	meu
ліворуч	esquerda
ліворуч	queda
усіх	todo
усіх	o
усіх	mundo
усіх	todos
книги	os
книги	libros
книги	libro
михайло	michael
країн	países
країн	paises
країн	dos
офіційна	oficial
переважно	principalmente
переважно	maioría
переважно	sobre
переважно	todo
переважно	maiormente
переважно	maioritariamente
дії	as
дії	operacións
дії	as
дії	accións
дії	actividade
дії	acción
станції	comisaría
станції	estación
станції	comisarías
станції	postos
світі	probei
немає	ningunha
немає	nada
немає	ningún
немає	non
немає	é
немає	non
немає	hai
освіти	educación
освіти	a
професор	mestre
професор	profesor
руху	movéndose
руху	aquí
руху	de
японії	xapón
служби	servizos
служби	os
служби	servizo
служби	de
відомі	coñecido
відомі	coñecidos
відомі	de
орган	órgano
різні	diferentes
різні	distintas
різні	distinto
різні	distintos
різні	diferente
різні	varias
різні	varios
різні	con
поділ	división
треба	precisamos
треба	necesitamos
треба	que
треба	preciso
треба	tes
треба	que
треба	teño
треба	ten
треба	temos
треба	hai
довжина	lonxitude
сили	fortaleza
сили	forzas
сили	forza
сили	a
сили	radica
сили	as
сили	forzas
основні	básica
основні	básicos
основні	básico
основні	básicas
основні	as
роботу	traballo
роботу	traballar
прапора	bandeira
тих	eses
тих	esas
тих	os
дня	días
дня	día
росія	rusia
індекс	índice
місця	lugares
місця	sitios
місця	onde
місця	lugares
місця	asentos
відбувається	acontecendo
відбувається	acontecer
відбувається	ocorre
відбувається	pasa
відбувається	pasando
відбувається	a
розвиток	desenvolvemento
розвиток	da
розвиток	de
розвиток	xapón
розвиток	proxecto
альбом	ubicación
товариства	sociedade
засновані	baseándose
засновані	en
засновані	baséase
засновані	baseándonos
засновані	baseada
засновані	base
засновані	baseado
гравці	músicos
гравці	entidades
серії	serie
серії	de
німеччини	alemaña
просто	simplemente
просто	que
просто	só
просто	sen
просто	de
просто	só
нові	novo
нові	novas
нові	nova
нові	novos
слова	palabras
слова	as
слова	verbas
зараз	agora
зараз	estamos
зараз	actualmente
зараз	neste
зараз	momento
працює	correr
працює	correndo
працює	a
працює	funciona
працює	traballa
батько	pai
батько	o
батько	padre
декілька	varios
декілька	varias
відомості	información
відомості	detalles
відомості	crédito
відомості	roubada
розмір	tamaño
розмір	do
президент	presidente
президент	vicepresidente
президент	o
москва	moscova
американський	estadounidense
американський	americanos
американський	americana
американський	americano
повністю	totalmente
повністю	totalmente
повністю	completamente
повністю	completo
повністю	por
повністю	totalmente
посилання	enlace
посилання	enlaces
посилання	ligazóns
пісні	cancións
пісні	canción
пісні	escribir
члени	membros
члени	do
науки	ciencia
науки	a
науки	ciencias
науки	científica
науки	cencia
нова	novo
нова	novas
нова	nova
нова	novos
річка	río
чотири	catro
чотири	4
другий	segundo
другий	segunda
належить	pertence
шаблон	padrón
шаблон	de
шаблон	patrón
шаблон	pauta
відкритий	aberta
відкритий	abertos
відкритий	abrir
відкритий	aberto
відкритий	abre
відкритий	abra
відкритий	público
відкритий	pública
відкритий	públicos
відкритий	públicas
відкритий	exposto
відкритий	á
збройних	armados
збройних	armado
збройних	armada
збройних	armadas
можливість	capacidade
можливість	oportunidade
можливість	de
можливість	oportunidades
можливість	a
можливість	característica
можливість	a
можливість	posibilidade
можливість	capacidade
можливість	habilidade
текст	texto
текст	de
текст	mensaxe
текст	mensaxes
учасники	participantes
учасники	membros
учасники	do
дерев	árbores
дерев	das
прапор	bandeira
галузі	industria
стає	convértese
стає	en
стає	se
стає	vólvese
стає	é
можливо	se
можливо	cadra
можливо	quizais
можливо	pode
можливо	talvez
можливо	posible
можливо	sexa
можливо	posíbel
поблизу	preto
поблизу	do
поблизу	da
поблизу	de
поблизу	preto
термін	termo
термін	prazo
термін	período
стало	foi
стало	a
стало	converteuse
стало	nunha
стало	nun
стало	en
стало	se
стало	converteu
стало	sentía
стало	sentíame
стало	que
стало	sentín
випадку	caso
випадку	se
великі	grande
великі	gran
великі	grandes
великі	grande
великі	grandes
великі	gran
добре	ben
добре	moi
добре	bo
добре	ben
добре	boa
добре	boas
добре	bos
добре	moi
добре	ben
добре	vale
добре	está
добре	acordo
добре	ben
король	king
король	rei
король	o
король	xurxo
лінії	liñas
лінії	de
лінії	trincheiras
лінії	frases
виконання	correr
виконання	correndo
виконання	a
виконання	execución
учасник	membro
учасник	da
учасник	membros
існування	existencia
існування	vida
питань	preguntas
питань	as
питань	pregunta
питань	cuestións
питань	problemas
питань	cuestións
питань	temas
питань	asuntos
доктор	dr
доктор	médico
доктор	doutor
художник	pintor
художник	artista
художник	artistas
форми	de
форми	formas
форми	forma
форми	documentos
форми	formas
собі	min
собі	mesma
собі	mesmo
собі	eu
собі	me
собі	te
собі	mesmo
собі	ti
собі	vostede
творів	composicións
радянський	soviética
правління	xunta
правління	de
правління	reunión
правління	bordo
правління	comida
правління	goberno
правління	do
сен	sena
сен	santo
сен	san
іноді	veces
іноді	ás
секретар	de
секретар	secretaria
секретар	secretario
секретар	estado
галерея	galería
галерея	de
галерея	louvre
друга	segundo
друга	segunda
друга	amigo
друга	amiga
великих	grande
великих	gran
великих	grandes
територія	territorio
політики	político
політики	política
політики	a
політики	de
політики	póliza
політики	políticos
політики	políticas
сьогодні	hoxe
сьогодні	día
проведення	en
проведення	vías
проведення	desenvolvemento
проведення	desenvolvimento
проведення	e
проведення	desenvolvendo
проведення	xestación
проведення	desenvolver
види	tipo
види	tipos
види	especie
види	especies
дружина	muller
дружина	esposa
дружина	dona
світ	mundo
зміни	quendas
зміни	horas
зміни	cambios
зміни	cambia
зміни	os
зміни	muda
ред	vermello
ред	vermella
ред	vermellos
ред	roxa
ред	comunista
днів	días
наукових	científica
наукових	científico
номер	número
справ	asuntos
програми	aplicación
програми	programas
програми	aplicacións
програми	para
програми	software
партія	festa
партія	partido
будівництво	construír
будівництво	edificio
будівництво	construción
будівництво	construción
будівництво	construcción
будівництво	construír
будівництво	construtora
події	eventos
події	sucesos
події	feitos
події	adversos
події	os
події	xuntanzas
події	acontecementos
події	acontecemento
події	de
події	eventos
події	evento
події	suceso
тип	escribir
тип	tipo
тип	de
тип	clase
зображень	as
зображень	imaxes
вище	sobre
вище	ascende
вище	por
вище	riba
вище	da
вище	enriba
вище	arriba
вище	máis
вище	altos
вище	alta
вище	maior
вище	altas
вище	tan
вище	alto
проблеми	problemas
проблеми	os
проблеми	problema
проблеми	problemas
проблеми	cuestións
проблеми	temas
проблеми	asuntos
людина	homo
людина	humanos
людина	humana
людина	humano
людина	home
людина	meu
число	número
розташовані	atópanse
петро	peter
петро	pedro
отримала	recibín
отримала	recibiron
отримала	recibimos
отримала	recibiu
почали	comecei
почали	a
почали	comezamos
почали	empecei
почали	comezou
замість	en
замість	vez
замість	lugar
замість	no
замість	canto
замість	diso
комітету	comité
рівні	niveis
процес	proceso
менше	máis
менше	pequenos
менше	pequenas
менше	menores
менше	menor
менше	pequeno
менше	pegada
менше	menos
менше	menos
воно	é
сезону	tempada
сезону	de
правило	norma
правило	regra
правило	reglamento
правило	gobernar
режисер	director
режисер	dirección
режисер	de
чому	por
чому	que
чому	iso
завжди	sempre
загальна	xeral
загальна	para
загальна	todo
загальна	total
загальна	de
ряд	serie
ряд	de
погода	♫
погода	tempo
погода	do
погода	este
погода	ben
завод	planta
завод	vexetais
завод	de
вплив	impacto
вплив	un
вплив	na
вплив	prazo
вплив	efecto
вплив	mellora
вплив	influencia
вплив	influír
рух	movemento
рух	tráfico
рух	movemento
рух	movementos
рух	movimento
рух	xesto
компанія	empresa
компанія	compañía
слід	pegada
слід	pequena
слід	debería
слід	que
площі	zonas
площі	áreas
будівництва	construción
будівництва	construcción
будівництва	construír
будівництва	construtora
читати	lin
читати	ler
читати	leo
читати	le
закінчення	fin
закінчення	final
останній	último
останній	últimos
останній	pasado
останній	última
останній	o
останній	onte
перше	primeiro
перше	primeira
слово	palabra
книга	libro
мене	min
мене	me
нас	nos
нас	nós
захисту	protexe
вважається	considerado
гри	partido
гри	xogo
гри	videoxogos
гри	de
призначений	de
тіла	corpo
тіла	corporal
тіла	corpos
тіла	corpo
тіла	os
сезон	tempada
сезон	de
назвали	chamado
назвали	chámase
назвали	se
назвали	nome
назвали	chamada
назвали	chamada
назвали	chamado
назвали	chámase
назвали	chamou
марія	maria
марія	maría
теж	tamén
теж	demasiado
теж	moi
джон	john
володар	señor
володар	deus
володар	lord
поет	poeta
поет	poetas
поет	o
матчів	mistos
матчів	partidos
ігри	xogos
ігри	xogar
ігри	videoxogos
ігри	os
повернувся	volveu
відома	coñecido
відома	coñecidos
відома	de
відома	famoso
відома	famosos
відома	famosa
дозволяє	os
дозволяє	déixalles
дозволяє	posibilita
дозволяє	permite
дозволяє	permite
відкриті	aberta
відкриті	abertos
відкриті	abrir
відкриті	aberto
відкриті	abre
відкриті	abra
відкриті	abrimos
відкриті	abriu
відкриті	e
директор	director
директор	dirección
директор	de
директор	director
директор	reitor
народний	folk
заступник	a
заступник	actuando
заступник	actuar
заступник	vicepresidente
заступник	vicio
заступник	iwabuchi
заступник	antivicio
заступник	axudante
часи	veces
часи	times
часи	tempos
середній	media
середній	medio
середній	oriente
середній	media
середній	medio
середній	de
середній	estadounidense
середній	mediocre
уряд	goberno
уряд	do
виробництво	produción
виробництво	de
виробництво	producción
кіно	filmes
кіно	cinema
кіно	película
кіно	filme
кіно	cine
кіно	cinema
парк	parque
парк	park
створено	neuronas
створено	xerado
створено	creamos
створено	creou
створено	creado
створено	creei
створено	creados
окрім	parte
окрім	abaixo
окрім	separados
окрім	excepto
окрім	só
окрім	pero
окрім	agás
окрім	menos
окрім	ademais
окрім	ademáis
окрім	e
окрім	á
повстання	antidisturbios
повстання	rebelión
повстання	rebeldes
навколо	redor
навколо	arredor
навколо	por
навколо	aquí
жінок	mulleres
жінок	as
провінція	provincia
провінція	do
спорту	deportes
спорту	deporte
речі	cousas
речі	as
європі	europa
європі	en
метрів	metros
потрібно	precisamos
потрібно	necesitamos
потрібно	que
потрібно	preciso
найкращий	mellores
найкращий	mellor
ван	van
ван	pham
безпеки	de
безпеки	seguridade
досягнення	logro
театр	teatro
театр	recinto
театр	teatro
республіка	república
вийшов	fóra
мешканців	residentes
німеччині	alemaña
герой	heroe
острів	island
острів	illa
загальні	mundial
загальні	de
загальні	global
загальні	globais
загальні	común
загальні	comúns
загальні	xeral
загальні	xeneral
загальні	o
культура	cultura
культура	cultivo
культура	a
представників	representantes
одиниця	unidade
бібліотека	biblioteca
раді	encantado
раді	de
раді	que
раді	alégrame
раді	alégrome
профіль	identidade
малі	pequeno
малі	pequenos
малі	pequenas
малі	pequena
швидко	rápido
швидко	axiña
швидко	rápida
швидко	veña
швидко	marchar
швидко	rápido
швидко	velocidade
швидко	rápido
швидко	rapidamente
швидко	axiña
оборони	defensa
оборони	da
момент	momento
момент	agora
момент	intre
рахунок	relato
рахунок	contas
рахунок	conta
рахунок	arranxar
робота	traballo
робота	traballo
робота	traballar
робота	traballando
робота	a
робота	traballar
робота	traballo
література	literatura
премія	nobel
премія	pulitzer
премія	o
премія	premio
замок	castelo
титул	título
ролі	rol
ролі	papel
одне	unha
одне	un
систем	sistemas
систем	dos
актор	actor
гра	partido
гра	xogo
гра	videoxogos
гра	de
взагалі	en
взагалі	realidade
взагалі	a
взагалі	de
взагалі	feito
взагалі	realmente
взагалі	conxunto
армія	exército
армія	do
російська	rusa
російська	ruso
карти	tarxetas
карти	cartas
карти	naipes
карти	as
карти	ás
моделі	modelos
моделі	modelo
нагороджений	condecorado
стан	posición
стан	statu
стан	status
стан	estado
рівень	nivel
відкриття	descubrimento
відкриття	abrir
відкриття	apertura
рок	rocha
рок	pedra
рок	rock
рок	de
шлях	camiño
шлях	senda
шлях	seu
шлях	así
шлях	xeito
шлях	como
шлях	maneira
шлях	forma
шлях	camiño
фото	foto
фото	foto
фото	imaxe
фото	fotografía
фото	fotos
фото	as
фото	fotografías
фото	foto
фото	túas
організація	organización
організація	sindicato
поверхні	superficie
планети	planetas
фон	von
міністр	ministro
міністр	ministra
міністр	pastor
міністр	cabinet
міністр	o
відповідає	mistos
відповідає	partidos
журнал	revista
журнал	revistas
журнал	revista
журнал	time
журнал	historia
журнал	da
особа	persoa
особа	alguén
особа	identidade
будівлі	construír
будівлі	edificio
будівлі	construción
будівлі	edificios
храм	templo
практично	practicamente
таблиця	mesa
операції	as
операції	operacións
віці	anos
віці	idade
музичні	musical
музичні	musicais
модель	modelo
джерел	fontes
заклади	oficinas
серія	serie
серія	de
риби	peixes
риби	peixe
риби	pescar
поки	ata
поки	que
поки	até
поки	a
поки	mentres
поки	tempo
поки	adeus
поки	logo
поки	deica
поки	chao
поки	ata
поки	que
поки	até
останні	últimos
останні	último
останні	últimas
спосіб	así
спосіб	xeito
спосіб	como
спосіб	maneira
спосіб	forma
спосіб	camiño
мережі	rede
мережі	de
союз	unión
союз	sindicato
союз	sindicalista
союз	sindical
союз	do
головою	presidente
функції	función
функції	funcionar
функції	a
функції	funcións
зробити	facer
зробити	que
зробити	facer
