kategória	categoría
začal	comezamos
začal	empecei
začal	comezou
začal	comecei
začal	comezaron
začal	a
začal	comezou
začal	empezou
praha	praga
film	película
film	filme
film	cine
film	cinema
film	película
film	filme
spoločnosti	empresas
spoločnosti	corporacións
spoločnosti	empresa
spoločnosti	compañía
spoločnosti	empresas
spoločnosti	as
spoločnosti	compañías
peter	peter
peter	pedro
mali	tiña
mali	que
mali	tiven
patrí	pertence
strany	páxinas
strany	dos
strany	festas
strany	partidos
slovensky	inglés
slovensky	ingleses
slovensky	inglesa
prvá	primeiro
prvá	primeira
van	van
van	pham
nemecký	alemán
nemecký	alemana
nemecký	alemaña
nemecký	alemáns
storočí	séculos
storočí	século
storočí	xiii
hlavne	especialmente
hlavne	sobre
hlavne	todo
hlavne	principalmente
hlavne	maioría
hlavne	sobre
hlavne	todo
hlavne	maiormente
hlavne	maioritariamente
bude	vai
titul	título
kostol	igrexa
kostol	á
kostol	da
týchto	estas
týchto	estes
republiky	república
možno	se
možno	quizáis
možno	quizais
možno	cadra
možno	talvez
možno	se
možno	cadra
možno	quizais
možno	pode
možno	talvez
ženy	mulleres
ženy	as
ďalej	máis
ďalej	lonxe
ďalej	próxima
ďalej	ao
ďalej	seguinte
ďalej	lado
ďalej	próximo
ďalej	o
kedy	cando
kedy	se
územia	territorio
systém	sistema
systém	de
ide	vou
ide	vai
ide	imos
ide	vas
ide	vai
potok	río
potok	regato
latinsky	latín
európy	europa
európy	en
pôvodne	orixinalmente
známy	coñecido
známy	coñecidos
známy	de
veľkosť	tamaño
veľkosť	do
john	john
klub	clube
klub	salvavidas
klub	club
objektov	obxectos
objektov	os
článok	artigo
ľudí	seres
ľudí	humanos
ľudí	os
ľudí	humáns
ľudí	xente
ľudí	persoas
ľudí	a
ľudí	pobo
územie	territorio
možné	posible
možné	sexa
možné	posíbel
zomrel	morreu
zomrel	morreron
zomrel	morto
zomrel	morrer
niektoré	algúns
niektoré	algunhas
niektoré	algo
niektoré	de
niektoré	un
hudobné	música
hudobné	musical
hudobné	musicais
herec	actor
hry	xogos
hry	xogar
hry	videoxogos
hry	os
veľký	grande
veľký	gran
veľký	grandes
veľký	grande
veľký	grandes
veľký	gran
života	vida
života	a
septembra	setembro
septembra	de
kráľ	king
kráľ	rei
kráľ	o
kráľ	xurxo
iii	iii
maďarsku	hungría
hráči	músicos
hráči	entidades
vlády	goberno
vlády	do
vlády	os
vlády	gobernos
môžu	poden
môžu	podo
môžu	podes
môžu	podemos
môžu	pode
môžu	non
miest	lugares
miest	sitios
miest	onde
napriek	pesar
napriek	a
napriek	malia
mieste	lugar
mieste	momento
mieste	punto
mieste	sobre
mieste	zona
mieste	lugar
kráľa	king
kráľa	rei
kráľa	o
kráľa	xurxo
tam	alí
tam	hai
tam	aí
spoločnosť	sociedade
spoločnosť	empresa
spoločnosť	compañía
oblasť	rexión
oblasť	do
oblasť	sudeste
oblasť	área
oblasť	zona
nej	ela
nej	a
nej	seu
nej	súa
vek	anos
vek	idade
takmer	case
takmer	case
takmer	preto
muži	homes
muži	os
októbra	outubro
októbra	de
život	vida
život	a
mája	poden
mája	pode
mája	maio
mája	que
mája	podo
dňa	no
dňa	en
dňa	na
dňa	veña
dňa	días
dňa	día
národné	nacional
národné	nacionais
národné	national
jozef	wilson
jozef	joseph
center	centro
center	center
center	de
syn	fillo
marca	marzo
marca	de
marca	marcha
dĺžka	lonxitude
augusta	de
augusta	agosto
veľké	grande
veľké	gran
veľké	grandes
veľké	grande
veľké	grandes
veľké	gran
školy	escolas
školy	as
školy	nas
školy	instituto
školy	escola
školy	colexio
nový	novo
nový	novas
nový	nova
nový	novos
anderson	anderson
správa	informe
správa	informar
správa	mensaxe
správa	administración
štát	país
štát	estado
pomocou	usando
pomocou	usar
pomocou	usan
júna	xuño
cesta	camiño
cesta	senda
cesta	seu
cesta	ruta
cesta	viaxe
cesta	así
cesta	xeito
cesta	como
cesta	maneira
cesta	forma
cesta	camiño
cesta	estrada
cesta	camiño
apríla	abril
apríla	de
dostal	teño
dostal	que
dostal	tes
dostal	ten
dostal	temos
krajiny	país
krajiny	paisaxe
krajiny	países
krajiny	paises
krajiny	dos
začala	comecei
začala	a
začala	comezamos
začala	empecei
začala	comezou
začala	comecei
začala	comezaron
začala	a
začala	comezou
začala	empezou
ceny	prezos
ceny	os
ceny	premios
žilo	vivimos
žilo	viviron
žilo	viviu
žilo	viviamos
žilo	vivían
žilo	vivín
žilo	vivía
číslo	número
typ	escribir
typ	tipo
typ	de
typ	clase
rôznych	varias
rôznych	varios
rôznych	con
spojené	dos
spojené	nos
spojené	unidos
spojené	unidas
spojené	ficade
spojené	ee
spojené	eua
júla	xullo
júla	de
práve	de
práve	só
niektorých	algúns
niektorých	algunhas
niektorých	algo
niektorých	de
niektorých	un
čas	momento
čas	tempo
čas	vez
čas	hora
prípade	caso
prípade	se
novembra	novembro
novembra	de
víťaz	gaña
decembra	decembro
decembra	de
nemecko	alemaña
hlavné	principais
hlavné	importante
hlavné	maior
hlavné	principal
hlavné	importante
vrátane	incluíndo
vrátane	mesmo
vrátane	incluído
vrátane	incluídos
vrátane	a
troch	tres
troch	3
práce	traballo
práce	traballar
veľká	grande
veľká	gran
veľká	grandes
veľká	grande
veľká	grandes
veľká	gran
množstvo	cantidade
množstvo	enorme
množstvo	cantidade
opäť	outra
opäť	vez
opäť	máis
opäť	novo
opäť	de
otec	pai
otec	papá
otec	pai
otec	o
otec	padre
než	ca
než	máis
než	que
než	do
než	mellor
svete	mundo
stránky	páxinas
diela	funciona
diela	traballa
poloha	posición
niekedy	veces
niekedy	ás
typu	escribir
typu	tipo
typu	de
typu	clase
deň	días
deň	día
druhý	segundo
druhý	segunda
články	artigos
vtedy	logo
vtedy	despois
vtedy	entón
vtedy	e
vtedy	daquela
jedna	unha
jedna	un
každý	todo
každý	todos
každý	mundo
každý	o
každý	todo
každý	o
každý	mundo
každý	todos
každý	os
každý	as
každý	todos
každý	cada
každý	todas
každý	entre
každý	cada
každý	uns
každý	un
obrázok	foto
obrázok	imaxe
obrázok	fotografía
obrázok	imaxe
obrázok	figura
obrázok	que
obrázok	descubrir
obrázok	pensar
celý	todo
celý	toda
celý	a
celý	enteiro
celý	enteira
celý	toda
celý	todo
celý	enteiro
celý	a
obyvateľstva	poboación
obyvateľstva	mundial
členovia	membros
členovia	do
stále	aínda
stále	segue
jednotky	unidades
jednotky	tropas
jednotky	as
dejiny	historia
dejiny	da
priemerný	media
priemerný	medio
priemerný	de
priemerný	estadounidense
priemerný	mediocre
diskusia	discusión
diskusia	debate
keďže	mentres
keďže	desde
keďže	xa
keďže	que
keďže	dende
program	programa
program	de
program	programar
gitara	guitarra
jedným	unha
jedným	un
článku	artigo
hudobný	musical
hudobný	musicais
kolo	redondo
kolo	redondos
kolo	xira
kolo	arredor
kolo	preto
začali	comecei
začali	a
začali	comezamos
začali	empecei
začali	comezou
začali	comecei
začali	comezaron
začali	a
začali	comezou
začali	empezou
strana	festa
strana	partido
strana	lado
strana	secundarios
francúzsko	francia
francúzsko	franza
taktiež	tamén
dobe	momento
dobe	tempo
dobe	vez
dobe	hora
park	parque
park	park
popis	descrición
cena	prezos
cena	prezo
cena	precio
cena	caché
cena	valor
cena	incalculábel
pravdepodobne	probablemente
pravdepodobne	que
pravdepodobne	probable
pravdepodobne	que
pravdepodobne	probablemente
pravdepodobne	risco
nová	novo
nová	novas
nová	nova
nová	novos
rieky	río
rieky	ríos
rôzne	varias
rôzne	varios
rôzne	con
rôzne	diferentes
rôzne	distintas
rôzne	distinto
rôzne	distintos
rôzne	diferente
obdobie	período
obdobie	periodo
obdobie	tempo
obdobie	a
obdobie	adolescencia
škola	instituto
škola	escola
škola	colexio
klubu	clube
klubu	salvavidas
klubu	club
februára	febreiro
februára	de
františek	francis
dielo	traballo
dielo	traballar
nakoniec	finalmente
nakoniec	co
nakoniec	tempo
nakoniec	final
nakoniec	eventualmente
nakoniec	a
väčšina	a
väčšina	maioría
väčšina	parte
väčšina	máis
väčšina	maioría
zápasy	mistos
zápasy	partidos
zápasy	xogos
zápasy	xogar
zápasy	videoxogos
zápasy	os
neho	el
neho	o
neho	lle
rovnako	igualmente
rovnako	mesmo
rovnako	mesmas
rovnako	mesma
druh	escribir
druh	tipo
druh	de
druh	clase
druh	especie
druh	especies
stavby	estruturas
priamo	en
priamo	directo
priamo	dereito
priamo	directa
priamo	directamente
metrov	metros
anglický	inglés
anglický	ingleses
anglický	inglesa
albumu	ubicación
funkcia	función
funkcia	funcionar
funkcia	a
funkcia	característica
funkcia	a
von	fóra
článkov	artigos
štátov	unidos
štátov	ee
štátov	estados
štátov	uu
štátov	eua
južnej	do
južnej	sur
južnej	sur
južnej	do
južnej	sudáfrica
piesne	cancións
piesne	canción
piesne	escribir
verzia	versión
hoci	aínda
hoci	que
hoci	non
hoci	pero
hoci	malia
hoci	aínda
hoci	que
hoci	se
image	imaxe
york	york
york	iorque
rad	serie
rad	de
rad	fila
európe	europa
európe	en
členom	membro
členom	da
členom	membros
zatiaľ	aínda
zatiaľ	non
zatiaľ	tanto
zatiaľ	mentres
výška	altura
túto	isto
túto	esta
túto	este
stav	posición
stav	statu
stav	status
stav	condición
stav	situación
stav	doenza
stav	estado
william	william
menom	chamado
menom	chámase
menom	se
menom	nome
menom	chamada
krajine	país
sme	que
sme	temos
právo	ben
právo	leis
právo	lei
právo	a
stretnutie	cita
stretnutie	xunta
stretnutie	reunión
stretnutie	encontro
stretnutie	cita
oficiálne	oficial
univerzity	universidades
univerzity	universidade
univerzity	de
univerzity	da
univerzity	universidades
univerzity	universitaria
san	san
san	andrews
david	david
rozhodca	xuíz
rozhodca	xulgar
zmysle	significado
zmysle	sentido
zmysle	que
zmysle	significa
zmysle	explican
zmysle	o
informácie	información
veľa	moita
veľa	moreas
veľa	moitas
veľa	moito
veľa	moitos
veľa	moitos
veľa	cantas
veľa	moitas
veľa	cantos
veľa	canto
veľa	grazas
veľa	moito
veľa	máis
veľa	tanto
dokonca	nin
dokonca	incluso
dokonca	aínda
dokonca	mesmo
dokonca	sequera
deti	nenos
deti	fillos
deti	rapaces
deti	os
deti	cativos
deti	mozos
deti	nenos
deti	os
deti	cativos
deti	fillos
deti	nenas
deti	os
deti	bebés
deti	nenos
malo	tiña
malo	que
malo	tiven
malo	debería
malo	que
znamená	significa
znamená	dicir
znamená	que
znamená	medios
znamená	quere
severnej	do
severnej	norte
dom	casa
vody	auga
patria	pertencen
vždy	sempre
práva	dereitos
práva	os
práva	dos
práva	carta
práva	dereito
ľudia	seres
ľudia	humanos
ľudia	os
ľudia	humáns
ľudia	xente
ľudia	persoas
ľudia	a
ľudia	pobo
známe	coñecido
známe	coñecidos
známe	de
známe	familiar
známe	familiarizados
známe	familiares
známe	coñeces
herečka	actriz
hrad	castelo
menej	menos
menej	menos
hier	xogos
hier	xogar
hier	videoxogos
hier	os
známa	coñecido
známa	coñecidos
známa	de
les	bosque
les	bosques
les	árbores
les	monte
les	bosque
skôr	máis
skôr	ben
skôr	bastante
skôr	canto
skôr	antes
skôr	prefiro
skôr	moi
skôr	antes
skôr	máis
skôr	cedo
systému	sistema
systému	de
štyri	catro
štyri	4
zeme	terra
zeme	mundo
zeme	da
zeme	earth
lode	barcos
banská	minería
banská	mineiro
sám	soa
sám	só
sám	sós
sám	soas
sám	en
sám	paz
básnik	poeta
básnik	poetas
básnik	o
úplne	realmente
úplne	absolutamente
úplne	totalmente
úplne	é
úplne	totalmente
úplne	completamente
úplne	completo
úplne	por
úplne	totalmente
dní	días
ďalší	outro
ďalší	outra
ďalší	próxima
ďalší	ao
ďalší	seguinte
ďalší	lado
ďalší	próximo
ďalší	o
kto	quen
kto	que
rozdiel	diferenza
rozdiel	diferenzas
rozdiel	diferencia
rozdiel	mesmo
tím	equipo
tím	de
družstvo	cooperativas
družstvo	cooperativa
družstvo	dos
armády	exércitos
armády	exército
armády	do
rady	consello
mať	que
mať	ter
mať	teñen
mať	temos
mať	teño
world	mundo
označenie	identificación
označenie	documento
označenie	identidade
druhá	segundo
druhá	segunda
mužstvo	equipo
mužstvo	de
musí	debo
musí	que
musí	debe
musí	debemos
musí	deben
musí	hai
jazyk	lingua
jazyk	idioma
jazyk	linguaxe
jazyk	a
jazyk	lingua
predtým	de
predtým	antes
open	aberta
open	abertos
open	abrir
open	aberto
open	abre
open	abra
činnosť	actividades
činnosť	actividade
vojna	guerra
vojna	a
vrch	do
vrch	enriba
vrch	20
vrch	cima
vrch	superior
paul	paul
seine	sena
súťaže	competición
väčšinou	principalmente
väčšinou	maioría
väčšinou	sobre
väčšinou	todo
väčšinou	maiormente
väčšinou	maioritariamente
pracoval	traballamos
pracoval	funcionou
pracoval	traballei
pracoval	traballaba
pracoval	traballou
pas	pasaporte
cesty	estradas
cesty	camiños
základné	esenciais
základné	esencial
základné	básica
základné	básicos
základné	básico
základné	básicas
základné	as
chránené	protexido
rýchlosť	de
rýchlosť	taxa
rýchlosť	velocidade
rýchlosť	rapidez
pozícia	posición
podarilo	e
podarilo	puido
podarilo	conseguimos
podarilo	a
mnoho	moitos
mnoho	cantas
mnoho	moitas
mnoho	cantos
prezident	presidente
prezident	vicepresidente
prezident	o
knihy	os
knihy	libros
prírodná	natural
prírodná	normal
prírodná	naturais
prírodná	a
cieľom	obxectivo
prahe	praga
spev	cantando
spev	canta
spev	cantar
spev	que
častí	partes
hral	tocaba
hral	xogamos
hral	o
hral	papel
organizácie	organizacións
organizácie	organización
organizácie	sindicato
ostrov	island
ostrov	illa
kráľovstvo	reino
kráľovstvo	ceos
pavol	paul
triedy	clases
triedy	clase
triedy	da
americká	estadounidense
americká	americanos
americká	americana
americká	americano
hlavný	principal
hlavný	importante
play	tocar
play	xogar
play	xogan
play	xogo
najviac	a
najviac	maioría
najviac	parte
najviac	máis
sídlo	mansión
sídlo	sentar
sídlo	asento
sídlo	sitio
sídlo	senta
sídlo	séntese
sídlo	sente
člen	membro
člen	da
člen	membros
druhov	especie
druhov	especies
nikdy	non
nikdy	nunca
činnosti	actividades
lebo	porque
lebo	por
centre	centro
centre	center
centre	de
centre	centro
centre	cerne
prevažne	en
prevažne	gran
prevažne	parte
prevažne	principalmente
prevažne	maioría
prevažne	sobre
prevažne	todo
prevažne	maiormente
prevažne	maioritariamente
štáty	unidos
štáty	ee
štáty	estados
štáty	uu
štáty	eua
štáty	países
štáty	paises
štáty	dos
robert	robert
hudba	música
off	a
cirkvi	igrexas
cirkvi	igrexa
cirkvi	á
cirkvi	da
stupeň	de
stupeň	grao
michal	michael
význam	relevancia
význam	importancia
význam	significado
význam	sentido
význam	que
význam	significa
význam	explican
význam	o
budova	construír
budova	edificio
budova	construción
malé	pequeno
malé	pequenos
malé	pequenas
malé	pequena
malé	pouco
malé	algo
malé	pequeno
malé	pequena
raz	algún
raz	día
raz	cando
raz	unha
raz	vez
jedno	unha
jedno	un
šport	deporte
šport	deportes
šport	deporte
človek	humanos
človek	humana
človek	humano
človek	home
človek	meu
jean	jean
spevák	cantante
des	dos
pomerne	bastante
pomerne	relativamente
minulosti	pasado
minulosti	últimos
udalostí	eventos
udalostí	sucesos
udalostí	feitos
udalostí	adversos
udalostí	os
udalostí	xuntanzas
udalostí	acontecementos
diel	funciona
diel	traballa
ostatné	outra
ostatné	outros
ostatné	outro
ostatné	outras
ostatné	aos
ostatné	outros
ostatné	demais
ostatné	outras
skóre	arranxar
skóre	exames
kultúry	cultura
kultúry	cultivo
kultúry	a
kultúry	culturas
black	negra
black	negro
black	negros
filmy	filmes
filmy	filmes
filmy	cinema
stanice	comisarías
stanice	postos
rock	rocha
rock	pedra
rock	rock
rock	de
napísal	escrito
napísal	escrita
napísal	o
napísal	escribín
napísal	escribiron
napísal	escribiume
napísal	escribiu
napísal	a
takže	así
takže	que
takže	entón
takže	tan
dal	deume
dal	deu
dal	a
funkcie	función
funkcie	funcionar
funkcie	a
funkcie	funcións
funkcie	características
matka	nai
matka	á
matka	mamá
stalo	lle
stalo	pasou
stalo	ocorreu
stalo	aconteceu
stalo	sucedeu
stalo	que
kategórie	categoría
republika	república
rodiny	familias
rodiny	as
najlepší	mellores
najlepší	mellor
pieseň	canción
pieseň	cantiga
pieseň	cantar
pieseň	canto
univerzite	universidade
univerzite	de
univerzite	da
univerzite	universidades
univerzite	universitaria
hrá	xoga
niekoľkých	varios
niekoľkých	varias
centrum	centro
centrum	center
centrum	de
centrum	centro
centrum	cerne
druhy	especie
druhy	especies
mohol	podía
mohol	podería
tie	eses
tie	esas
tie	os
rieka	río
richard	richard
najprv	primeiro
najprv	primeira
rusko	rusia
data	datos
data	puntos
data	información
miliónov	millóns
miliónov	de
miliónov	millón
miliónov	millóns
miliónov	milleiros
miliónov	de
najčastejšie	principalmente
najčastejšie	maioría
najčastejšie	sobre
najčastejšie	todo
najčastejšie	maiormente
najčastejšie	maioritariamente
top	do
top	enriba
top	20
top	cima
top	superior
skladba	canción
skladba	cantiga
skladba	cantar
skladba	canto
city	city
city	cidade
city	da
city	sentimentos
city	distancia
city	os
účasti	participación
skladby	cancións
skladby	canción
skladby	escribir
získala	adquirían
získala	gañei
získala	recibín
získala	recibiron
získala	recibimos
získala	recibiu
mape	mapa
most	oco
most	ponte
most	bridge
dobre	bo
dobre	ben
dobre	boa
dobre	boas
dobre	bos
dobre	moi
dobre	ben
dobre	vale
dobre	está
dobre	acordo
ulice	rúas
ulice	polas
ulice	rúa
mapa	mapa
vladimír	vladimir
sily	fortaleza
sily	forzas
sily	forza
sily	a
sily	radica
sily	as
sily	forzas
súčasť	parte
súčasť	compoñente
členov	membros
členov	do
fyzik	físico
mená	nomes
mená	nome
mená	os
powiat	do
powiat	condado
powiat	o
powiat	nado
domov	fogar
domov	casa
domov	á
domov	na
významné	significativas
významné	significativa
významné	significativo
významné	máis
významné	importante
krajina	país
krajina	paisaxe
budovy	construír
budovy	edificio
budovy	construción
budovy	edificios
kým	ata
kým	que
kým	até
kým	a
kým	mentres
kým	tempo
kým	ata
kým	que
kým	até
taliansko	italia
model	modelo
university	universidade
university	de
university	da
university	universidades
university	universitaria
prípadne	posible
prípadne	posiblemente
prípadne	a
prípadne	ser
prípadne	pode
hviezdy	estrelas
hviezdy	das
miesta	lugares
miesta	sitios
miesta	onde
miesta	lugares
projekt	proxecto
kniha	libro
viacero	varios
viacero	varias
mária	mary
mária	maría
mária	mariechen
mária	marie
mária	maria
mária	maría
niečo	algo
niečo	cousa
motor	máquina
motor	motor
motor	motoras
motor	motor
celkom	total
celkom	de
názvy	nomes
názvy	nome
názvy	os
krajín	países
krajín	paises
krajín	dos
james	james
vedie	leads
vedie	leva
vedie	lévame
založené	fundou
založené	baseándose
založené	en
založené	baséase
založené	baseándonos
založené	baseada
založené	base
založené	baseado
európskej	europea
európskej	europeas
pohár	vaso
pohár	vidro
pohár	cristal
pohár	de
pohár	copa
pohár	cunca
pohár	café
jednotlivých	persoa
jednotlivých	cada
jednotlivých	individuais
jednotlivých	individuo
jednotlivých	individual
jednotlivých	tipo
manželka	muller
manželka	esposa
manželka	dona
mohli	podía
mohli	podería
nobelovej	nobel
music	música
divadlo	teatro
divadlo	recinto
divadlo	teatro
malý	pequeno
malý	pequenos
malý	pequenas
malý	pequena
malý	pouco
malý	algo
malý	pequeno
malý	pequena
seba	min
seba	mesma
seba	mesmo
seba	eu
seba	me
seba	te
seba	mesmo
seba	ti
seba	vostede
vplyv	impacto
vplyv	un
vplyv	na
vplyv	prazo
vplyv	efecto
vplyv	mellora
vplyv	influencia
vplyv	influír
vplyv	efecto
vplyv	efectos
štefan	stephen
mimo	do
mimo	fóra
mimo	fora
michael	michael
existuje	existe
existuje	real
existuje	exista
celkovo	total
celkovo	de
celkovo	xeral
celkovo	para
celkovo	todo
zákon	leis
zákon	lei
zákon	a
vodné	auga
avšak	porén
avšak	con
avšak	todo
avšak	sen
avšak	embargo
avšak	pero
avšak	aínda
nástroje	instrumental
nástroje	instrumentos
nástroje	ferramentas
nástroje	as
hmotnosť	foxas
hmotnosť	masa
hmotnosť	masiva
hmotnosť	masas
hmotnosť	de
hmotnosť	misa
hmotnosť	peso
hmotnosť	importancia
vpravo	ben
stanica	comisaría
stanica	estación
tvar	forma
tvar	dunha
tvar	figura
jednotka	unidade
založená	fundou
založená	baseándose
založená	en
založená	baséase
založená	baseándonos
založená	baseada
založená	base
založená	baseado
taliansky	italiano
taliansky	italiana
taliansky	italianos
pohľad	vista
pohľad	opinión
pohľad	punto
pohľad	visión
records	discos
alexander	alexander
ruský	rusa
ruský	ruso
vzhľadom	lle
vzhľadom	a
vzhľadom	dado
vzhľadom	se
teraz	agora
