και	そして
ζωή	生活
ζωή	生命
ζωή	人生
ζωή	ライフ
ζωή	ゾエ
ζωή	ゾーイ
έδρα	本社
έδρα	本部
έδρα	司令部
έδρα	座席
περιλαμβάνει	含む
μεγάλο	大きい
μεγάλο	大きな
μεγάλο	大きい
μεγάλο	ビッグ
βάση	塩基
βάση	base
βάση	ベース
βάση	基底
κέντρο	センター
κέντρο	中央
κέντρο	中心
κέντρο	中央
κέντρο	センター
κέντρο	中心
γεννήσεις	誕生
φεβρουαρίου	二月
κοντά	付近
κοντά	近く
κοντά	閉じる
κοντά	クローズ
μορφή	形式
μορφή	フォーム
μορφή	フォーマット
μορφή	書式
χρόνο	タイム
χρόνο	時間
ιστοσελίδα	ウェブサイト
κόμμα	パーティ
κόμμα	パーティー
κόμμα	コンマ
γιατί	なぜなら
γιατί	だって
γιατί	なぜ
γιατί	why
ρόλο	役割
άλμπουμ	アルバム
άλμπουμ	アルバム
επειδή	なぜなら
επειδή	だって
έκδοση	edition
έκδοση	エディション
έκδοση	バージョン
γκολ	ゴール
γκολ	目標
γκολ	ゴール
αρχές	当局
αρχές	原則
αρχές	原理
συνήθως	通常
ονομασία	名前
ονομασία	氏名
ονομασία	名称
ονομασία	指定
κοινότητα	コミュニティ
κοινότητα	コミュニティー
τελευταία	最終
τελευταία	ラスト
τελευταία	最後
τελευταία	最近
έκανε	did
έκανε	made
κυβέρνηση	政府
πρώτος	ファースト
πρώτος	最初
ηπα	米国
δεύτερη	番目
δεύτερη	セカンド
γλώσσα	言語
γιος	息子
μάχη	バトル
μάχη	戦闘
μάχη	戦い
μάχη	戦闘
μάχη	ファイト
πανεπιστήμιο	大学
όλες	all
όλες	すべて
κάποια	いくつか
κάποια	一部
κάποια	いくらか
δείτε	見る
δείτε	時計
δείτε	腕時計
πόλεμο	戦争
συχνά	頻繁
συχνά	頻繁
συχνά	しばしば
περιοχές	リージョン
περιοχές	地域
πρώην	前者
άρθρο	記事
άρθρο	冠詞
εικόνα	画像
εικόνα	写真
εικόνα	画像
εικόνα	イメージ
έλαβε	受け取り
έλαβε	受信
επίσημη	公式
επίσημη	職員
επίσημη	フォーマル
κατοίκους	住民
κατοίκους	住民
πηγές	ソース
πηγές	出典
βόρεια	ノース
βόρεια	ノーザン
βόρεια	北方
βόρεια	北部
πόλεις	タウンズ
πόλεις	都市
ιδιαίτερα	特に
ιδιαίτερα	特に
αγώνα	人種
αγώνα	競走
αγώνα	レース
αγώνα	マッチ
αγώνα	一致
αγώνα	ファイト
γεγονός	イベント
γεγονός	行事
γεγονός	事実
σελίδα	ページ
θέμα	テーマ
θέμα	主体
θέμα	件名
ηλικία	age
ηλικία	年齢
πρώτα	ファースト
πρώτα	最初
μέγεθος	サイズ
εδώ	ここ
νότια	サザン
νότια	南部
νότια	サウス
σημείο	ポイント
σχέση	リレーションシップ
σχέση	交際
περίπτωση	ケース
νέο	new
νέο	新しい
νέο	新規
ήδη	すでに
ήδη	既に
έτος	イヤー
σχεδόν	ほとんど
σχεδόν	ほぼ
σχεδόν	ほぼ
ένωση	ユニオン
ένωση	社団
ένωση	協会
ένωση	アソシエーション
περισσότερο	もっと
βασιλιά	king
βασιλιά	国王
βασιλιά	キング
εκκλησία	チャーチ
εκκλησία	教会堂
εκκλησία	教会
εκδόσεις	出版物
μουσείο	美術館
μουσείο	博物館
πολιτικός	政治家
συμμετοχή	関与
συμμετοχή	関与
συμμετοχή	参加
δυο	二つ
δυο	二人
πέθανε	die
πέθανε	死ぬ
ανά	単価
μουσική	ミュージック
μουσική	音楽
κόσμο	コスモ
κόσμο	世界
κόσμο	ワールド
άτομα	個人
άτομα	ピープル
δεύτερο	番目
δεύτερο	セカンド
είδος	種類
είδος	タイプ
αρκετά	十分
εκείνη	彼女
χώρες	国々
χώρο	スペース
χώρο	空間
σχολή	学校
σχολή	スクール
εναντίον	反対
τρία	三人
τρία	three
τρία	スリー
χαρακτηριστικά	特性
χαρακτηριστικά	特色
χαρακτηριστικά	特徴
χαρακτηριστικά	機能
χαρακτηριστικά	特徴
χαρακτηριστικά	属性
όρος	用語
όρος	マウント
όρος	状態
όρος	条件
βασιλιάς	king
βασιλιάς	国王
βασιλιάς	キング
παιδιά	boys
παιδιά	男の子
παιδιά	子供
παιδιά	キッズ
παιδιά	みんな
παιδιά	子供
βραβείο	受賞
βραβείο	表彰
αρχαία	古代
χρονιά	イヤー
παραγωγή	製作
παραγωγή	生産
παραγωγή	プロダクション
ηθοποιός	女優
ηθοποιός	俳優
ηθοποιός	俳優
δυνάμεις	パワーズ
γαλλία	フランス
ευρώπη	欧州
ευρώπη	ヨーロッパ
παγκόσμιο	global
παγκόσμιο	グローバル
βιβλίο	書物
βιβλίο	ブック
διάστημα	間隔
διάστημα	音程
διάστημα	インターバル
διάστημα	区間
διάστημα	スペース
διάστημα	空間
οικογένεια	家族
μέτρα	措置
σημαίνει	手段
πέντε	ファイブ
πέντε	五つ
πέντε	five
παραπάνω	上の
παραπάνω	上記
υπουργός	公使
υπουργός	大臣
σεζόν	季節
σεζόν	シーズン
πρότυπο	モデル
πρότυπο	テンプレート
πρότυπο	基準
πρότυπο	スタンダード
πρότυπο	標準
αριθμός	番号
αριθμός	数値
αριθμός	ナンバー
θάνατο	デス
εταιρεία	会社
σώμα	本文
σώμα	身体
σώμα	本体
σώμα	ボディ
σώμα	軍団
πρωτεύουσα	資本
πρωτεύουσα	首都
πρωτεύουσα	キャピタル
παράλληλα	パラレル
παράλληλα	並列
σύνολο	合計
κατάσταση	近況
κατάσταση	ステータス
κατάσταση	状況
κατάσταση	シチュエーション
κατάσταση	状態
κατάσταση	条件
επίπεδο	レベル
επιτυχία	サクセス
επιτυχία	成功
γερμανία	ドイツ
άλλους	他の
άλλους	その他
πίσω	戻る
πίσω	後ろ
πίσω	背中
πίσω	裏側
δημιουργία	作成
δημιουργία	創造
δημιουργία	作成
αρχή	開始
αρχή	始める
αρχή	スタート
αρχή	原理
αρχή	権威
αρχή	権限
αρχή	職権
άδεια	免許
άδεια	ライセンス
άδεια	許可
άδεια	許諾
άδεια	ライセンス
άδεια	許可証
άδεια	許可
άδεια	空っぽ
σου	スー
περισσότερα	もっと
ανάπτυξη	発達
ανάπτυξη	開発
ανάπτυξη	成長
ανάπτυξη	発育
φάση	フェーズ
φάση	位相
αυτόν	him
συγγραφέας	作家
συγγραφέας	ライター
συγγραφέας	作家
συγγραφέας	著者
συγγραφέας	作者
άγιος	セイント
άγιος	聖人
θάνατοι	訃報
γ΄	iii
τραγούδι	歌う
τραγούδι	歌曲
τραγούδι	ソング
πάλι	再び
πάλι	アゲイン
ιωάννης	ジョン
θεσσαλονίκη	テッサロニキ
αγγλικά	イングリッシュ
αγγλικά	英語
άλλοι	他の
άλλοι	その他
κέρδισε	win
κέρδισε	勝利
κέρδισε	勝ち
κέρδισε	勝つ
κέρδισε	ウォン
κέρδισε	won
βασίλειο	王国
σκοπό	目的
συνολικά	合計
συνολικά	全体
γνωστός	知り合い
γνωστός	知人
πληροφορίες	情報
πληροφορίες	情報
εθνικό	国民
εθνικό	ナショナル
καριέρα	経歴
καριέρα	キャリア
ποτέ	ever
τέλη	手数料
τέλη	料金
τέλη	手数料
πλευρά	サイド
πρόγραμμα	プログラム
πρόγραμμα	日程
πρόγραμμα	スケジュール
πρόγραμμα	プログラム
χιλιόμετρα	マイル
χιλιόμετρα	キロメートル
χιλιόμετρα	キロ
χιλιόμετρα	キロメートル
κάτοικοι	住民
κάτοικοι	住民
άρθρα	記事
άρθρα	冠詞
γεώργιος	ゲオルギオス
γεώργιος	ジョージ
τύπου	プレス
τύπου	種類
τύπου	タイプ
δημοκρατία	共和制
δημοκρατία	共和国
δημοκρατία	民主主義
πόλεμος	戦争
εφημερίδα	新聞紙
εφημερίδα	新聞
μικρό	小さな
μικρό	スモール
μικρό	小さい
μικρό	リトル
μικρό	小さい
τόπος	place
τόπος	場所
τόπος	スポット
τόπος	所在地
τόπος	ロケーション
τόπος	場所
συγκεκριμένα	特定
πηγή	ソース
πηγή	出典
κάποιος	誰か
πρωταθλήματα	選手権
ιταλία	イタリア
πατέρας	父親
κατηγορίες	カテゴリー
κατηγορίες	カテゴリ
κατηγορίες	分類
αναφέρει	言及
αναφέρει	mentions
ποδόσφαιρο	サッカー
ποδόσφαιρο	フットボール
θέσεις	ポジション
θέσεις	投稿
θέσεις	座席
περισσότερες	もっと
έκταση	範囲
έκταση	スコープ
έκταση	面積
έκταση	領域
έκταση	エリア
γενικά	全体
γενικά	全般
γενικά	一般
γενικά	将軍
σημαντικό	重要
νίκη	win
νίκη	勝利
νίκη	勝ち
νίκη	勝つ
νίκη	勝利
νίκη	優勝
νίκη	勝利
μικρή	小さな
μικρή	スモール
μικρή	小さい
μικρή	リトル
μικρή	小さい
έτη	年数
πατέρα	父親
αμερικανός	アメリカン
τελικό	最終
τελικό	決勝
τελικό	ファイナル
πάντα	常に
πάντα	いつも
συγκρότημα	band
συγκρότημα	バンド
συγκρότημα	コンプレックス
συγκρότημα	錯体
συγκρότημα	複雑
παραγωγής	製作
παραγωγής	生産
παραγωγής	プロダクション
ίσως	たぶん
ίσως	多分
ίσως	未定
επόμενη	next
στιγμή	moment
στιγμή	瞬間
στιγμή	モーメント
μήνες	ヶ月
μήνες	months
θεωρία	セオリー
θεωρία	理論
ύψος	高度
ύψος	身長
πολλοί	多数
όλοι	all
όλοι	すべて
όλοι	みんな
τώρα	now
τώρα	ナウ
προπονητής	コーチ
προπονητής	コーチング
θέατρο	劇場
θέατρο	シアター
θέατρο	演劇
θέατρο	演劇
θέατρο	劇場
σημαντική	重要
ημέρα	day
ημέρα	一日
θέματα	トピック
θέματα	テーマ
θέματα	問題
στάδιο	スタジアム
στάδιο	舞台
στάδιο	ステージ
χωριά	村落
επίθεση	攻撃
επίθεση	進撃
επίθεση	アサルト
επίθεση	暴行
τραγούδια	ソング
πληθυσμός	人口
λέξη	ワード
λέξη	言葉
λέξη	単語
λέξη	word
προβλήματα	問題
έχοντας	having
δύναμη	体力
δύναμη	強度
δύναμη	フォース
δύναμη	権力
δύναμη	パワー
επανάσταση	revolution
επανάσταση	革命
επανάσταση	レボリューション
τύπος	プレス
τύπος	公式
τύπος	数式
τύπος	種類
τύπος	タイプ
εκατομμύρια	ミリオン
εκατομμύρια	million
εκατομμύρια	百万
τέσσερις	four
τέσσερις	フォー
πορεία	コース
μέση	真ん中
μέση	ミドル
μέση	平均
μέση	ウエスト
πρόβλημα	問題
πρόβλημα	トラブル
νερό	ウォーター
τοπική	ローカル
τοπική	地元
περιφέρεια	リージョン
περιφέρεια	地域
περιφέρεια	地区
περιφέρεια	ディストリクト
μητέρα	おかあさん
μητέρα	母親
έξι	シックス
έξι	six
δομή	構造
δομή	構成
παρίσι	パリス
παρίσι	パリ
κατασκευή	製造業
κατασκευή	建設
περιέχει	含む
περιπτώσεις	事例
περιπτώσεις	ケース
ημέρες	日数
μαρία	マリア
μαρία	マリヤ
μερικές	いくつか
μερικές	一部
μερικές	いくらか
τιμή	プライス
τιμή	対価
τιμή	値段
τιμή	価格
τιμή	バリュー
τιμή	価額
διαδικασία	過程
διαδικασία	プロセス
διαδικασία	審理
διαδικασία	プロシージャ
διαδικασία	手順
διαδικασία	手続き
κοινό	観客
κοινό	オーディエンス
διαγραφή	消去
διαγραφή	削除
διαγραφή	削除
απογραφή	国勢調査
απογραφή	在庫
απογραφή	棚卸
συλλογή	コレクション
τρίτη	火曜日
τρίτη	番目
τρίτη	サード
παρακάτω	以下
ναός	テンプル
ναός	寺院
ναός	神殿
βοήθεια	援助
βοήθεια	ヘルプ
απόσταση	距離
απόσταση	範囲
απόσταση	レンジ
νέων	青年
νέων	若者
νέων	ユース
νέων	青春
αμέσως	直ちに
αναφορά	レポート
αναφορά	報告
αναφορά	リファレンス
αναφορά	参照
αναφορά	参考
δράση	アクション
λιγκ	リーグ
απλά	ちょうど
απλά	ジャスト
απλά	ただ
γιώργος	ジョージ
γιώργος	ゲオルギオス
γεγονότα	事実
γεγονότα	イベント
γεγονότα	行事
σύντομο	短い
σύντομο	ショート
κράτος	都道府県
κράτος	状態
κωνσταντίνος	コンスタンティノス
στρατό	アーミー
στρατό	軍隊
στρατό	陸軍
αγία	セイント
αγία	聖人
αποτελέσματα	結果
ιστορικό	背景
ιστορικό	バックグラウンド
ιστορικό	履歴
ιστορικό	由緒
ιστορικό	歴史
ιστορικό	沿革
σπίτι	自宅
σπίτι	ホーム
σπίτι	帰宅
σπίτι	ハウス
τζον	ジョン
τμήματα	セグメント
τμήματα	学科
τμήματα	セクション
λειτουργία	機能
λειτουργία	関数
λειτουργία	モード
λειτουργία	運行
λειτουργία	作戦
λειτουργία	運営
λειτουργία	操作
λειτουργία	オペレーション
βιβλία	書物
βιβλία	帳簿
βιβλία	書籍
πρωθυπουργός	プレミア
κείμενο	テキスト
γραμμή	直線
γραμμή	ライン
σχέδιο	プロジェクト
σχέδιο	ドラフト
σχέδιο	下書き
σχέδιο	デザイン
σχέδιο	設計
σχέδιο	意匠
σχέδιο	計画
σχέδιο	プラン
βουλευτής	メンバ
βουλευτής	会員
βουλευτής	メンバー
γη	地球
γη	アース
γη	ランド
γη	土地
χρήστες	ユーザー
χρήστες	ユーザ
ξανά	再び
ξανά	アゲイン
χρήστης	ユーザー
χρήστης	ユーザ
θάλασσα	sea
καλύτερη	ベター
χρήστη	ユーザー
χρήστη	ユーザ
πληθυσμού	人口
εξουσία	権威
εξουσία	権限
εξουσία	職権
εξουσία	権力
εξουσία	パワー
καλοκαίρι	summer
καλοκαίρι	サマー
παράδοση	配達
παράδοση	配送
παράδοση	配信
παράδοση	デリバリー
παράδοση	降伏
παράδοση	伝統
άνδρες	男性
άνδρες	メン
όσκαρ	オスカー
όσκαρ	オスカル
γυναίκα	女性
γυναίκα	女性
περιοδικό	マガジン
περιοδικό	雑誌
κατάλογος	ディレクトリ
κατάλογος	リスト
κεντρική	中央
κεντρική	セントラル
ακολούθησε	フォロー
γλώσσες	言語
νησιά	諸島
χρώμα	カラー
χρώμα	カラー
διεθνής	インターナショナル
διεθνής	国際
αμερική	アメリカ
γυναίκες	女性
μονή	修道院
μονή	僧院
μονή	修道院
κύρια	メイン
πρότυπα	テンプレート
πρότυπα	基準
πρότυπα	規格
δημιουργήθηκε	作成
μικρά	小さな
μικρά	スモール
μικρά	小さい
σχέσεις	リレーションシップ
σχέσεις	交際
σχέσεις	リレーション
σχέσεις	関係
εμφάνιση	ショー
εμφάνιση	ディスプレイ
τέσσερα	four
τέσσερα	フォー
αυτοκρατορία	帝国
αυτοκρατορία	帝政
αυτοκρατορία	エンパイア
ώρες	時間
τίτλος	肩書
τίτλος	称号
τίτλος	タイトル
συνθήκες	条約
συνθήκες	条件
συνθήκες	状況
συνθήκες	事情
συνθήκες	情状
μελέτη	勉強
σχολείο	学校
σχολείο	スクール
ειδικά	特に
υλικό	素材
υλικό	材料
υλικό	マテリアル
κάστρο	キャッスル
κάστρο	カストロ
βουλευτές	mps
δυτικά	ウエスト
δυτικά	西部
δυτικά	ウェスト
δυτικά	ウェスタン
δυτικά	ウエスタン
καλά	良い
καλά	グッド
ανατολικά	イースト
ανατολικά	東部
ανατολικά	東部
απέναντι	反対
συνεργασία	協力
επιτροπή	手数料
επιτροπή	コミッション
επιτροπή	委嘱
νίκος	ニコス
άνθρωποι	ヒト
άνθρωποι	ピープル
αρχηγός	チーフ
αρχηγός	リーダー
σύνθεση	合成
σύνθεση	構成
σύνθεση	合成
προσπάθεια	試み
προσπάθεια	未遂
προσπάθεια	努力
τελευταίο	最終
τελευταίο	ラスト
τελευταίο	最後
απόφαση	決断
απόφαση	決定
αυτοκράτορα	エンペラー
αυτοκράτορα	皇帝
αυτοκράτορα	天皇
αγορά	購入
αγορά	マーケット
αγορά	マーケットプレイス
αγορά	市場
αγορά	マーケット
πρόταση	提案
πρόταση	プロポーズ
μέρες	日数
ποσοστό	割合
ποσοστό	パーセンテージ
ποσοστό	パーセント
ποσοστό	レート
ποσοστό	評価
τελική	最終
τελική	決勝
τελική	ファイナル
καθηγητής	講師
καθηγητής	教授
καθηγητής	教員
καθηγητής	教師
καθηγητής	先生
μέσο	計器
μέσο	道具
μέσο	楽器
μέσο	ミディアム
μέσο	メディア
συνέχισε	続行
συνέχισε	continue
συνέχισε	続ける
σταθμός	ステーション
έρευνα	調査
έρευνα	捜査
έρευνα	調査
έρευνα	アンケート
έρευνα	研究
έρευνα	リサーチ
γέννησης	誕生
δυτική	ウエスト
δυτική	西部
δυτική	ウェスト
δυτική	ウェスタン
δυτική	ウエスタン
κωνσταντινούπολη	コンスタンティノープル
κωνσταντινούπολη	イスタンブール
έννοια	意味
έννοια	概念
έννοια	コンセプト
απο	から
χαρακτήρα	文字
χαρακτήρα	性格
χαρακτήρα	キャラクター
αλέξανδρος	アレクサンドロス
αλέξανδρος	アレクサンダー
αλέξανδρος	アレキサンダー
δυνατότητα	可能性
θερμοκρασία	気温
θερμοκρασία	温度
σπουδές	研究
γενική	全般
γενική	一般
γενική	将軍
οργάνωση	団体
οργάνωση	組織
οργάνωση	組織
μερικά	いくつか
μερικά	一部
μερικά	いくらか
χρειάζεται	ニーズ
όμιλος	集団
όμιλος	グループ
επιφάνεια	表面
επιφάνεια	曲面
αγγλία	イギリス
μετάφραση	翻訳
ρωσία	ロシア
ρώμη	ローマ
κορυφή	top
κορυφή	上部
κορυφή	トップ
κορυφή	山頂
κορυφή	ピーク
βιβλιοθήκη	図書館
βιβλιοθήκη	ライブラリ
λόγους	理由
σημαία	フラグ
σημαία	国旗
δεδομένων	データ
ενδιαφέρον	興味深い
ενδιαφέρον	おもしろい
ενδιαφέρον	面白い
έξω	アウト
ισπανία	スペイン
ρωσίας	ロシア
μιχαήλ	ミハイル
μιχαήλ	ミヒャエル
μιχαήλ	マイケル
πέρασε	合格
διοίκηση	指揮
διοίκηση	コマンド
διοίκηση	経営
διοίκηση	マネジメント
διοίκηση	マネージメント
διοίκηση	管理
καμία	なし
εφαρμογή	実装
εφαρμογή	実施
εφαρμογή	アプリ
εφαρμογή	出願
εφαρμογή	アプリケーション
σύζυγος	ダンナ
σύζυγος	主人
σύζυγος	旦那
βραβεία	受賞
βραβεία	表彰
βραβεία	懸賞
βραβεία	賞品
ημερομηνία	デート
ημερομηνία	日付
ανατολική	イースト
ανατολική	東部
ανατολική	東部
μέρη	パーツ
μέρη	部品
μέρη	場所
μέρη	スポット
μέρη	当事者
μέρη	パーティ
μέρη	パーティー
αγγλική	イングリッシュ
αγγλική	英語
λόγος	理由
λόγος	理性
λόγος	音声
λόγος	スピーチ
παιχνίδι	ゲーム
παιχνίδι	おもちゃ
παιχνίδι	オモチャ
παιχνίδι	玩具
παιχνίδι	遊ぶ
παιχνίδι	プレイ
παιχνίδι	遊び
διοργάνωση	組織
γαλλική	フレンチ
γαλλική	フランス語
σχήμα	図形
σχήμα	形状
σχήμα	シェイプ
σχήμα	フィギュア
δημοτικό	小学校
φεστιβάλ	フェスティバル
φεστιβάλ	祭事
φεστιβάλ	祭り
φεστιβάλ	お祭り
φεστιβάλ	祭事
φεστιβάλ	祭り
ονόματα	名前
ονόματα	名称
επιχείρηση	運行
επιχείρηση	作戦
επιχείρηση	運営
επιχείρηση	操作
επιχείρηση	オペレーション
επιχείρηση	エンタープライズ
επιχείρηση	企業
αποφάσισε	決める
λονδίνο	ロンドン
συνθήκη	条約
μακεδονίας	マケドニア
πρόσωπο	人物
πρόσωπο	フェイス
εξέλιξη	発達
εξέλιξη	開発
εξέλιξη	進化
εξέλιξη	evolution
κοινότητας	コミュニティ
κοινότητας	コミュニティー
κίνηση	モーション
κίνηση	ムーブ
κίνηση	移動
κίνηση	トラフィック
κίνηση	交通
κίνηση	ムーブメント
κίνηση	楽章
κίνηση	運動
μέρα	day
μέρα	一日
κομμάτι	ピース
ώρα	タイム
ώρα	時間
συμφωνία	協定
συμφωνία	合意
λοιπόν	まあ
μεγάλα	大きい
μεγάλα	大きな
μεγάλα	大きい
μεγάλα	ビッグ
συγγραφείς	作家
συγγραφείς	作家
συγγραφείς	著者
συγγραφείς	作者
πλοία	ボート
πλοία	艦船
πλοία	船舶
συστήματα	システム
συστήματα	システムズ
σημεία	ポイント
αλλαγή	チェンジ
αλλαγή	変更
αλλαγή	変化
χαρακτηριστικό	特徴
χαρακτηριστικό	特性
χαρακτηριστικό	機能
χαρακτηριστικό	フィーチャー
χαρακτηριστικό	特徴
χαρακτηριστικό	属性
διαίρεση	師団
διαίρεση	ディビジョン
διαίρεση	分ける
διαίρεση	分割
διαίρεση	スプリット
διαίρεση	分ける
διαίρεση	割る
διαίρεση	除算
διευθυντής	監督
διευθυντής	ディレクター
διευθυντής	取締役
διευθυντής	店長
διευθυντής	支配人
διευθυντής	マネージャー
διευθυντής	マネージャ
τέχνη	art
τέχνη	アート
τέχνη	芸術
τέχνη	美術
επτά	seven
επτά	セブン
διεθνές	インターナショナル
διεθνές	国際
δικαιώματα	権利
διαφορά	差異
διαφορά	違い
διαφορά	差分
κατ	ネコ
κατ	ねこ
επίδραση	影響力
επίδραση	影響
επίδραση	エフェクト
επίδραση	効果
βάρος	重荷
βάρος	負担
βάρος	重量
βάρος	体重
ναό	テンプル
ναό	寺院
ναό	神殿
τροχιά	トラック
τροχιά	弾道
τροχιά	軌道
ιδέα	アイデア
ιδέα	観念
ιδέα	アイディア
αντίθεση	野党
αντίθεση	コントラスト
πίνακα	絵画
υπηρεσία	エージェンシー
υπηρεσία	代理店
υπηρεσία	サービス
σύντομα	soon
σύντομα	まもなく
σύντομα	もうすぐ
διεθνή	インターナショナル
διεθνή	国際
στοιχείο	アイテム
στοιχείο	品物
στοιχείο	要素
στοιχείο	元素
στοιχείο	エレメント
ταχύτητα	速度
ταχύτητα	速度
ταχύτητα	スピード
όρους	規約
όρους	用語
αττικής	アッティカ
αεκ	aek
αεκ	img
λιγότερο	少ない
κυκλοφορία	トラフィック
κυκλοφορία	交通
κυκλοφορία	循環
αλλαγές	変更
πειραιά	ピレウス
μυθολογία	神話
παντρεύτηκε	既婚
αντικείμενο	アイテム
αντικείμενο	品物
αντικείμενο	オブジェクト
τρίτο	番目
τρίτο	サード
πραγματικότητα	リアリティ
πραγματικότητα	現実
στρατιωτική	軍事
στρατιωτική	軍隊
μετάλλιο	メダル
ίδρυση	設立
ίδρυση	創設
καλή	良い
καλή	グッド
πλαίσιο	コンテクスト
πλαίσιο	コンテキスト
πλαίσιο	context
έδαφος	土壌
έδαφος	縄張り
έδαφος	地形
έδαφος	地面
έδαφος	グラウンド
αυτοκράτορας	エンペラー
αυτοκράτορας	皇帝
αυτοκράτορας	天皇
έδρες	座席
αναφορές	請願
αναφορές	参考文献
αναφορές	参照
αναφορές	リファレンス
αναφορές	レポート
αναφορές	報告
πέρα	ビヨンド
εκπαίδευση	トレーニング
εκπαίδευση	講習
εκπαίδευση	修行
εκπαίδευση	訓練
εκπαίδευση	研修
εκπαίδευση	教育
