категория	categorie
жители	inwoners
жители	bewoners
жители	ingezetenen
различни	verschillend
различни	verschillende
различни	anders
различни	diverse
различни	verschillende
различни	diversen
различни	diverse
различни	divers
без	zonder
често	dikwijls
често	vaak
получава	krijgt
получава	ontvangt
февруари	februari
февруари	feb
работи	werk
работи	arbeid
работи	werken
работи	werkt
работи	werken
провинция	provincie
империя	keizerrijk
империя	rijk
империя	imperium
империя	empire
иван	ivan
център	centrum
център	centreren
център	centrum
център	centreren
повече	more
повече	meer
вече	al
вече	reeds
три	drie
три	three
страна	land
страна	kant
страна	zijde
страна	side
страна	zijkant
въпреки	ondanks
градове	steden
население	demografie
население	bevolking
население	populatie
завършва	uiteinden
завършва	eindigt
бил	bill
бил	wetsontwerp
бил	wetsvoorstel
малко	kleine
малко	weinig
малко	little
малко	klein
хора	mensen
хора	personen
университет	universiteit
германия	duitsland
могат	kan
могат	kunt
могат	kunnen
син	blue
син	blauw
син	blauwe
син	zoon
син	son
награда	beloning
награда	belonen
награда	onderscheiding
награда	gunning
георги	georgi
георги	georgy
голяма	large
голяма	groot
голяма	grote
голяма	big
голяма	groot
голяма	grote
италия	italië
сайт	website
сайт	site
участва	deelneemt
световна	worldwide
световна	wereldwijde
световна	wereldwijd
край	einde
край	beëindigen
край	eind
уикипедия	wikipedia
сезон	seizoen
окръг	county
окръг	graafschap
окръг	district
днес	vandaag
смъртта	dood
смъртта	doods
смъртта	overlijden
франция	frankrijk
национален	nationaal
национален	nationale
гърция	griekenland
вижте	zien
вижте	zie
русия	rusland
английски	engels
английски	engelsen
едно	one
едно	één
едно	een
едно	eén
първи	eerste
първи	eerst
отново	alweer
отново	opnieuw
отново	nogmaals
член	lid
член	artikel
височина	hoogte
височина	hoogte
височина	hoogte
височина	lengte
дъщеря	dochter
там	daar
там	er
система	systeem
система	stelsel
нея	haar
училище	school
били	billy
били	billie
света	sveta
света	wereld
села	dorpen
села	dorpjes
филми	films
филми	films
филми	bioscoop
александър	aleksandar
александър	aleksandr
александър	alexander
умира	dies
умира	sterft
умира	sterven
умира	stervend
умира	stervende
умира	doodgaan
южна	zuidelijk
южна	zuid
южна	zuiden
димитър	dimitar
всеки	iedereen
всеки	iemand
всеки	iedereen
всеки	elk
всеки	ieder
всеки	iedere
всеки	elke
всеки	elk
всеки	ieder
всеки	elke
части	onderdelen
части	delen
баща	vader
нова	nieuw
нова	nieuwe
нова	nova
крал	konings
крал	king
крал	koning
армия	leger
армия	landmacht
църква	kerk
докато	terwijl
докато	tot
официален	ambtenaar
официален	officiële
официален	officieel
официален	formele
официален	formeel
северна	noorden
северна	noord
времето	weer
времето	tijd
българска	bulgaarse
българска	bulgaars
освен	behalve
места	plaatsen
места	zetels
места	stoelen
места	zitplaatsen
начин	manier
начин	way
период	tijdvak
период	periode
резултат	uitkomst
резултат	resultaat
резултат	scoren
резултат	score
резултат	resultaat
футболисти	voetballers
данни	gegevens
данни	data
страница	bladzijde
страница	pagina
картинка	foto
картинка	imago
картинка	beeld
картинка	afbeelding
граф	graff
граф	graf
родени	born
родени	geboren
играе	speel
играе	spelen
играе	afspelen
играе	speelt
играе	toneelstukken
играе	spelen
живот	life
живот	leven
тук	hier
император	keizer
църквата	kerk
ден	dag
ден	dagje
жени	vrouwen
руски	russisch
руски	rus
руски	russische
известен	bekende
известен	gekend
известен	gekende
известен	bekend
известен	beroemde
известен	beroemd
добре	lekker
добре	goed
мария	marja
мария	maria
дори	zelfs
води	leads
води	leidt
води	wateren
води	leiden
води	lood
води	loden
води	lead
тогава	dan
тогава	daarna
голям	large
голям	groot
голям	grote
голям	big
голям	groot
голям	grote
род	hengel
род	idd
род	rod
филм	filmpje
филм	film
филм	film
шаблон	sjabloon
шаблон	template
почти	bijna
печели	wint
страни	partijen
страни	feestjes
страни	zijden
страни	zijkanten
страни	kanten
страни	landen
площ	gebied
площ	oppervlakte
острови	eilanden
острови	isles
код	wetboek
код	code
френски	frans
френски	fransen
френски	franse
генерал	algemene
генерал	generaal
генерал	algemeen
защото	want
защото	omdat
държава	land
държава	staat
държава	state
дата	datum
двете	allebei
двете	beiden
двете	beide
обикновено	meestal
обикновено	gewoonlijk
обикновено	typisch
обикновено	normaliter
обикновено	gewoonlijk
обикновено	normaal
големи	large
големи	groot
големи	grote
големи	big
големи	groot
големи	grote
деца	kids
деца	kinderen
деца	kinderen
петър	petrus
петър	peter
петър	petar
остава	blijft
остава	blijft
сили	powers
сили	bevoegdheden
сили	krachten
сили	forces
сили	krachten
дължина	lengte
дължина	lengtegraad
българи	bulgaren
албум	album
гръцки	griekse
гръцки	grieks
гръцки	griek
дни	dagen
дни	days
съюз	union
съюз	vakbond
съюз	unie
съюз	alliance
съюз	verbond
съюз	bondgenootschap
съюз	alliantie
партия	feest
партия	partij
партия	feestje
партия	party
политик	politica
политик	politicus
пише	schrijft
брат	broeder
брат	broer
брат	broertje
работа	job
работа	baan
работа	werk
работа	arbeid
работа	werken
голове	doelstellingen
голове	doelpunten
голове	goals
голове	doelen
остров	eiland
остров	isle
председател	president
председател	voorzitter
председател	voorzitter
среща	datum
среща	ontmoet
среща	ontmoeten
среща	ontmoeting
среща	vergadering
среща	meeting
среща	bijeenkomst
среща	vergaderen
групи	bands
групи	groepen
информация	info
информация	gegevens
информация	informatie
нови	nieuw
нови	nieuwe
включва	omvat
включва	inclusief
пъти	vouwen
пъти	vouw
пъти	plooi
пъти	tijden
пъти	times
писател	schrijver
писател	schrijfster
херцог	duke
херцог	hertog
министър	minister
цел	doelstelling
цел	doel
цел	goal
цел	doelpunt
цел	aim
цел	richten
цел	doel
цел	doelstelling
цел	objectief
цел	doel
цел	doelwit
участие	betrokkenheid
участие	deelnemen
участие	deelneming
участие	participatie
участие	deelname
войната	oorlog
османската	ottomaanse
никола	nicolas
никола	nikola
никола	nicola
море	zee
пловдив	plovdiv
отбора	team
продължава	vervolgt
списък	lijstje
списък	lijst
дава	geeft
историята	geschiedenis
брой	telling
брой	graaf
брой	tellen
брой	tel
брой	nummer
брой	aantal
брой	getal
култура	cultuur
всяка	elk
всяка	ieder
всяка	iedere
всяка	elke
всяка	elk
всяка	ieder
всяка	elke
същата	hetzelfde
същата	zelfde
същата	same
известни	bekende
известни	gekend
известни	gekende
известни	bekend
известни	beroemde
известни	beroemd
степен	graad
степен	graad
статия	artikel
територията	grondgebied
територията	territorium
регион	regio
повечето	meesten
повечето	most
повечето	meeste
повечето	meest
редактор	uitgever
редактор	hoofdredacteur
редактор	redacteur
редактор	editor
редактор	bewerker
разположен	gelokaliseerd
разположен	gesitueerd
друг	overige
друг	andere
друг	ander
друг	overig
джон	johannes
джон	john
малки	kleine
малки	klein
малки	smal
малки	kleine
малки	weinig
малки	little
малки	klein
футболист	voetballer
футболист	profvoetballer
вероятно	waarschijnlijk
организация	organisatie
организация	organisatie
договор	contract
договор	verdrag
север	noorden
север	noord
васил	vasil
изток	oosten
изток	oost
изток	oostelijk
изток	oostelijke
четири	four
четири	vier
испания	spanje
особено	vooral
разположено	gelokaliseerd
разположено	gesitueerd
човек	persoon
човек	person
човек	menselijk
човек	menselijke
човек	mens
човек	man
състав	compositie
състав	samenstelling
общо	totaal
треньор	trainer
треньор	opleider
треньор	trainer
треньор	coach
треньор	coachen
треньор	koets
отбори	ploegen
отбори	teams
рим	rome
статии	artikelen
статии	artikels
управление	beheer
управление	management
управление	bestuur
управление	governance
управление	controles
литература	literatuur
дейност	activiteit
цар	konings
цар	king
цар	koning
цар	tsaar
хората	mensen
хората	personen
видове	diersoort
видове	diersoorten
видове	soorten
видове	soort
видове	typen
видове	soorten
видове	types
власт	macht
власт	kracht
власт	power
власт	vermogen
живота	life
живота	leven
стефан	stefan
стефан	stephan
тип	typ
тип	type
тип	soort
военни	militairen
военни	militair
военни	militaire
военни	krijgsmacht
изчезване	uitsterven
изчезване	uitroeiing
изчезване	verdwijnen
изчезване	verdwijnende
изчезване	verdwijnen
изчезване	verdwijning
изчезване	vermissing
вида	vida
шампион	kampioen
шампион	champ
шампион	kampioen
съвет	adviezen
съвет	advies
съвет	tip
съвет	fooi
съвет	raad
свързани	geassocieerd
свързани	geassocieerde
свързани	gerelateerd
свързани	verwant
свързани	verwante
свързани	gerelateerde
свързани	verbonden
свързани	aangesloten
свързани	gekoppelde
свързани	gelinkt
свързани	verbonden
свързани	gekoppeld
исторически	historische
исторически	historisch
исторически	historisch
исторически	historische
римски	roman
римски	romeinse
римски	romeins
христо	hristo
кръг	kring
кръг	cirkel
кръг	ronde
кръг	rondje
кръг	round
кръг	rond
майка	moeder
майка	moedertje
карта	plattegrond
карта	kaart
англия	engeland
англия	england
нов	nieuw
нов	nieuwe
неговата	zijn
песни	nummers
песни	liederen
песни	songs
песни	liedjes
втори	tweede
множество	meerdere
множество	meervoudige
множество	veelvoud
множество	meervoudig
множество	veelheid
политика	beleid
политика	politiek
преминава	passeert
преминава	pasjes
стара	ouwe
стара	oude
стара	oud
форма	shape
форма	vorm
форма	form
форма	vorm
форма	formulier
семейството	familie
семейството	gezin
съпруга	echtgenoot
съпруга	echtgenote
съпруга	vrouw
съпруга	echtgenote
втора	tweede
район	regio
район	district
район	gebied
район	oppervlakte
музика	muziek
близо	close
близо	afsluiten
близо	sluiten
близо	sluit
близо	dichtbij
първенство	kampioenschappen
първенство	kampioenschap
представлява	vertegenwoordigt
представлява	representeert
варна	varna
отнася	verwijst
манастир	klooster
манастир	klooster
файл	dossier
файл	bestand
средата	midden
награди	beloningen
награди	prijsuitreiking
награди	awards
награди	onderscheidingen
немски	duits
немски	duitse
помощ	steun
помощ	hulp
помощ	helpen
помощ	hulp
помощ	help
вода	water
първоначално	aanvankelijk
първоначално	oorspronkelijk
първоначално	initiële
карл	karl
карл	carl
свят	wereld
николай	nikolaj
николай	nikolai
николай	nicolai
административен	administratief
административен	administratieve
скоро	snel
скоро	spoedig
скоро	binnenkort
скоро	soon
скоро	weldra
западна	west
западна	westen
западна	westelijk
западна	western
западна	westelijk
войски	troepen
стил	stijl
стил	style
живее	leeft
живее	levens
живее	woont
избран	uitverkorene
избран	uitgekozen
избран	gekozen
избран	uitverkoren
избран	geselecteerde
избран	geselecteerd
избран	uitgekozen
избран	gekozen
марк	marc
марк	markeren
марк	merkteken
марк	markeer
марк	mark
африка	afrika
запад	west
запад	westen
запад	westelijk
революционер	revolutionair
революционер	revolutionaire
уебсайт	website
земята	aarde
земята	earth
връзка	aansluiting
връзка	verbinding
връзка	connectie
връзка	link
връзка	koppeling
връзка	verbind
връзка	verbinden
връзка	relatie
роля	rol
италиански	italiaanse
италиански	italiaan
италиански	italiaans
създава	creëert
създава	schept
москва	moskou
как	hoe
китай	china
китай	porselein
линия	line
линия	lijn
свети	heilige
свети	heilige
свети	heilig
свети	holy
кариера	carrière
кариера	carriere
кариера	loopbaan
кариера	carrière
кариера	carrières
кариера	loopbaan
кариера	steengroeve
кариера	groeve
развитие	ontwikkeling
лига	league
лига	liga
лига	liga
лига	competities
роман	roman
роман	romeinse
роман	romeins
роман	roman
източници	bronnen
политически	politiek
политически	politiek
политически	politieke
америка	amerika
консул	consul
книги	boeken
стадион	stadion
стадион	stadium
служба	dienst
служба	service
другите	overige
другите	andere
другите	overigen
другите	anderen
произход	herkomst
произход	oorsprong
произход	herkomst
произход	herkomst
произход	oorsprong
точка	item
точка	punt
точка	point
фридрих	friedrich
фридрих	frederik
фридрих	frederick
сърбия	servië
академия	academy
академия	academie
първо	eerste
първо	eerst
предимно	voornamelijk
предимно	hoofdzakelijk
предимно	voornamelijk
предимно	hoofdzakelijk
предимно	meestal
предимно	vooral
предимно	overwegend
предимно	voornamelijk
предимно	hoofdzakelijk
силно	luidruchtig
силно	luid
силно	sterk
силно	sterke
силно	sterken
силно	moeilijk
силно	hard
силно	harde
писатели	schrijvers
годината	jaar
михаил	michail
михаил	mikhail
михаил	mihail
членове	leden
всичко	alles
всичко	allen
всичко	alle
всичко	allemaal
всичко	alles
включително	inclusief
такива	dergelijke
българско	bulgaarse
българско	bulgaars
птица	vogeltje
птица	vogels
птица	vogel
автор	auteur
автор	schrijver
орден	orden
възраст	ouderdom
възраст	leeftijd
комитет	commissie
комитет	comité
добър	lekker
добър	goed
езици	talen
държави	staten
държави	landen
бързо	snel
бързо	snelle
бързо	vlug
бързо	snel
бързо	vasten
бързо	snelle
бързо	fast
личности	persoonlijkheden
сега	nu
ссср	sovjets
ссср	ussr
връх	mount
връх	aankoppelen
връх	peak
връх	piek
връх	hoogtepunt
учи	studeer
учи	studeren
учи	studie
учи	bestuderen
битката	battle
битката	slag
битката	strijd
битката	gevecht
битката	veldslag
ред	orde
ред	bestellen
ред	order
ред	bestelling
ред	rode
ред	rood
ред	rij
ред	roei
ред	roeien
ред	row
мач	wedstrijd
мач	spel
мач	spelletje
мач	match
турция	turkije
дивизия	divisie
дивизия	afdeling
дивизия	deling
дивизия	division
макар	hoewel
макар	alhoewel
макар	hoewel
събития	gebeurtenissen
събития	evenementen
серия	serie
серия	reeks
серия	reeksen
серия	series
градът	stad
градът	stad
планина	berg
планина	mount
планина	aankoppelen
нещо	iets
ляво	linkse
ляво	linker
ляво	links
причина	reden
причина	rede
бразилия	brazilië
бразилия	brasil
начало	start
начало	begin
начало	starten
начало	beginnen
начало	begin
биография	bio
биография	biografie
движение	motion
движение	beweging
движение	motie
движение	verplaatsen
движение	bewegen
движение	beweeg
движение	verplaats
движение	bewegingen
движение	verplaatsing
движение	beweging
актьор	actor
актьор	acteur
париж	parijs
починал	overledene
починал	overleden
починал	overledenen
музей	museum
книга	boek
какво	wat
едва	nauwelijks
едва	amper
йорк	york
главно	voornamelijk
главно	hoofdzakelijk
главно	voornamelijk
главно	hoofdzakelijk
главно	meestal
главно	vooral
голямо	large
голямо	groot
голямо	grote
голямо	big
голямо	groot
голямо	grote
константин	konstantin
константин	constantijn
константин	constantine
константин	constantin
япония	japan
полша	polen
филип	philippe
филип	philip
филип	filips
филип	filip
филип	phillip
командир	gezagvoerder
командир	commander
командир	bevelhebber
командир	commandant
командир	overste
носи	carry
носи	draag
носи	wear
носи	dragen
носи	slijtage
австралия	australië
сила	sterkte
сила	kracht
сила	forceren
сила	kracht
сила	force
сила	macht
сила	kracht
сила	power
сила	vermogen
цялата	hele
цялата	geheel
потребител	consument
потребител	consumenten
потребител	gebruiker
точно	exact
точно	precies
смърт	dood
смърт	doods
смърт	overlijden
германски	duits
германски	duitse
носител	drager
носител	vervoerder
носител	carrier
правителство	regering
правителство	overheid
президент	president
президент	voorzitter
полк	regiment
полк	polk
футбол	voetballen
футбол	voetbal
футбол	voetballen
футбол	voetbal
случай	geval
случай	case
случай	zaak
означава	betekend
означава	betekent
против	tegen
раждане	geboorte
изкуство	kunsten
изкуство	kunst
изкуство	kunst
азия	azië
версия	versie
малка	kleine
малка	klein
малка	smal
малка	kleine
малка	weinig
малка	little
малка	klein
малка	malka
театър	bioscoop
театър	theater
театър	theater
приема	accepteert
приема	aanvaardt
пак	alweer
пак	opnieuw
пак	nogmaals
източна	oostelijk
източна	oostelijke
индия	india
лондон	londen
британски	britten
британски	britse
британски	brits
основно	voornamelijk
основно	hoofdzakelijk
отношение	attitude
отношение	houding
текст	tekst
текст	teksten
пет	vijf
пет	five
образование	opvoeding
образование	onderwijs
главен	belangrijkste
главен	voornaamste
главен	main
понякога	soms
някой	iemand
някой	iemand
въстание	opstand
въстание	opstand
въстание	opstand
въстание	rebellie
въстание	opstand
левски	levski
военен	militairen
военен	militair
военен	militaire
военен	krijgsmacht
казва	zegt
следва	volgt
малък	kleine
малък	klein
малък	smal
малък	kleine
малък	weinig
малък	little
малък	klein
носители	vervoerders
носители	dragers
носители	vliegdekschepen
сметка	rekening
сметка	account
сметка	tabblad
сметка	tab
разлика	diff
разлика	verschil
разлика	verschil
рок	rotsen
рок	rots
рок	steen
рок	rock
създаването	schepping
създаването	creatie
дом	thuis
дом	home
дом	huis
дом	startpagina
дом	dom
кралство	koninkrijk
същото	hetzelfde
същото	zelfde
същото	same
учител	leraar
учител	onderwijzer
учител	docent
учител	leerkracht
учител	lerares
известна	bekende
известна	gekend
известна	gekende
известна	bekend
известна	beroemde
известна	beroemd
починали	overledene
починали	overleden
починали	overledenen
точки	punten
игри	gamen
игри	gaming
игри	games
игри	spelletjes
игри	spellen
албуми	albums
напълно	volledig
напълно	volledig
напълно	compleet
клуб	club
щати	staten
бряг	oever
бряг	wal
бряг	kust
месеца	maandenlang
месеца	maanden
мексико	mexicaanse
мексико	mexico
състояние	status
състояние	conditie
състояние	aandoening
състояние	voorwaarde
състояние	toestand
превод	vertalingen
превод	vertalen
превод	vertaling
директор	directeur
директор	director
директор	regisseur
директор	aangever
директор	schoolhoofd
институт	instituut
канада	canada
сигурност	veiligheid
сигурност	beveiliging
бургас	burgas
румъния	roemeens
румъния	roemeense
румъния	roemenië
румъния	roemenie
основни	belangrijkste
основни	voornaamste
основни	main
основни	basiskennis
основни	basis
основни	basisinformatie
основни	fundamentele
основни	basic
действия	action
действия	optreden
действия	aktie
действия	actie
действия	acties
нар	nar
нар	granaatappel
метра	meters
метра	meter
събрание	ontmoeting
събрание	vergadering
събрание	meeting
събрание	bijeenkomst
събрание	vergaderen
събрание	montage
събрание	assemblee
събрание	assemblage
иванов	ivanov
войни	warriors
войни	strijders
войни	krijgers
войни	oorlog
войни	oorlogen
имена	namen
изключително	exclusieve
изключително	exclusief
изключително	extreem
изключително	uitsluitend
жена	vrouw
жена	woman
жена	vrouwelijke
жена	vrouw
жена	vrouwtje
жена	vrouwelijk
жена	vrouw
жена	echtgenote
доклад	verslag
доклад	rapporteren
доклад	rapport
унгария	hongarije
димитров	dimitrov
изследвания	proeven
изследвания	testen
изследвания	tests
изследвания	onderzoekingen
изследвания	onderzoeken
изследвания	studies
изследвания	onderzoek
изследвания	research
реката	rivier
реката	river
кирил	jos
кирил	cyril
кирил	kiril
кирил	kirill
египет	egypte
формула	formule
номер	nummer
номер	aantal
номер	getal
обща	algemene
обща	generaal
обща	algemeen
обща	gemeenschappelijk
обща	vaak
обща	totaal
вестник	krant
вестник	kranten
вестник	dagblad
опит	ervaar
опит	ervaren
опит	ervaring
опит	ervaringen
животни	dieren
животни	dier
нито	noch
разпространение	uitdelen
разпространение	verdelen
разпространение	verspreiden
разпространение	distribueren
разпространение	verspreiding
разпространение	spread
разпространение	verspreiding
разпространение	verspreid
разпространение	verspreiden
разпространение	distributie
разпространение	verdeling
актриса	actrice
австрия	oostenrijks
австрия	oostenrijkse
австрия	oostenrijk
художник	kunstschilder
художник	schilder
художник	kunstenares
художник	artiest
художник	kunstenaar
художник	artist
търново	tarnovo
назначен	toegewezen
назначен	aangesteld
назначен	benoemde
назначен	benoemd
мачове	wedstrijden
мачове	lucifers
територия	grondgebied
територия	territorium
сингъл	alleenstaande
сингъл	single
сингъл	alleenstaand
сингъл	vrijgezel
друго	overige
друго	andere
друго	ander
друго	overig
победа	win
победа	winnen
победа	zege
победа	overwinning
победа	victorie
победа	victory
борис	boris
права	aanspraken
права	rechten
университета	universiteit
княз	prince
княз	prins
режисьор	directeur
режисьор	director
режисьор	regisseur
служи	opdienen
служи	serveren
служи	dienen
служи	serveert
съществува	bestaat
съдържа	bevat
програма	programma
програма	programmeren
програма	programma
решение	besluit
решение	beslissing
решение	oplossing
защита	beschermen
защита	bescherm
защита	bescherming
защита	verdediging
защита	defensie
защита	verdedigen
защита	verdediging
защита	verweerschrift
защита	defensie
защита	verweer
гора	gora
гора	woud
гора	bos
гора	bossen
идва	komt
идва	komen
идва	coming
хайнрих	heinrich
просто	gewoon
столицата	kapitaal
столицата	hoofdstad
столицата	hoofdletter
официално	ambtenaar
официално	officiële
официално	officieel
официално	officieel
официално	formele
официално	formeel
системи	systemen
страници	bladzijden
влияние	impact
влияние	inslag
влияние	effect
влияние	botsing
влияние	beïnvloeden
влияние	invloed
влияние	beïnvloeding
съд	vaartuig
съд	hof
йохан	johann
йохан	johan
йохан	jochen
портал	portal
портал	poort
портал	portaal
портал	toegangspoort
портал	doorgang
портал	gateway
портал	poort
купа	bowl
купа	kopje
купа	beker
мрежа	net
мрежа	netto
мрежа	raster
мрежа	grid
мрежа	netwerk
проект	project
производство	vervaardiging
производство	fabricage
производство	produktie
производство	productie
производство	fabricage
създаване	creëren
създаване	aanmaken
създаване	creëer
създаване	maken
създаване	schepping
създаване	creatie
изцяло	volledig
проф	prof
цвят	kleuren
цвят	kleur
цвят	kleur
владимир	wladimir
владимир	vladimir
промени	veranderingen
промени	wijzigingen
промени	veranderen
промени	wijziging
промени	wijzigen
промени	verandering
промени	veranderingen
гола	naakt
гола	naakte
гола	naakt
гола	naakte
поле	veld
впоследствие	vervolgens
области	districten
области	wijken
области	domeinen
области	oppervlakten
области	gebieden
позиция	positie
професор	professor
професор	hoogleraar
селища	dorpen
селища	dorpjes
селища	nederzettingen
селища	schikkingen
лятото	zomer
продължение	extensie
продължение	verlenging
продължение	uitbreiding
продължение	vervolg
продължение	voortzetting
продължение	vervolg
продължение	voortgezet
продължение	vervolg
джеймс	james
джеймс	jacobus
титли	titels
описание	beschrijving
описание	signalement
описание	omschrijving
родена	born
родена	geboren
възможност	mogelijkheid
възможност	gelegenheid
възможност	kans
разположени	gelokaliseerd
разположени	ingezet
луций	lucius
километра	kilometer
километра	kilometers
вилхелм	wilhelm
калифорния	california
калифорния	californië
калифорния	californische
зона	gebied
зона	zone
зона	gebied
зона	oppervlakte
винаги	altijd
издание	editie
издание	uitgave
трети	derde
трети	third
планината	berg
планината	mount
планината	aankoppelen
сгради	gebouwen
условия	termen
условия	voorwaarden
условия	omstandigheden
условия	condities
условия	voorwaarden
статут	status
статут	statuut
статут	statuten
цели	doelstellingen
цели	doelstellingen
цели	doelpunten
цели	goals
цели	doelen
цели	doelwitten
цели	doelstellingen
цели	doelen
селище	vereffening
селище	nederzetting
селище	schikking
селище	afwikkeling
тодор	todor
политици	politiek
политици	politici
политици	politica
политици	politicus
техните	hun
парк	parkeren
парк	park
тялото	lichaam
тялото	body
пространство	ruimte
пространство	spatie
актьори	acteurs
актьори	actoren
организации	organisaties
организации	organisaties
песен	nummer
песен	song
песен	zang
песен	lied
песен	liedje
военна	militairen
военна	militair
военна	militaire
военна	krijgsmacht
швеция	zweden
йоан	johannes
йоан	john
клас	klasse
клас	class
клас	klas
близост	nabijheid
близост	nabijheid
златен	golden
златен	gouden
златен	gulden
златен	goud
поп	pop
сестра	zus
сестра	zusje
сестра	zuster
сестра	verpleegkundige
сестра	verpleegster
сестра	zuster
сестра	verpleger
второ	tweede
земя	aarde
земя	earth
земя	grond
земя	land
земя	grond
земи	grond
земи	land
цска	cska
турски	turkse
турски	turks
проблеми	problemen
проблеми	moeilijkheden
проблеми	problemen
проблеми	kwesties
европейски	europese
европейски	europees
случаи	gevallen
пост	bericht
пост	post
пътя	weg
процес	proces
процес	verwerken
процес	beproeving
процес	proces
процес	rechtzaak
процес	rechtszaak
процес	proef
представител	rep
представител	representatief
представител	representatieve
представител	vertegenwoordiger
участието	deelneming
участието	participatie
участието	deelname
гай	gaius
гай	guy
гай	kerel
местоположение	lokatie
местоположение	locatie
местоположение	ligging
ново	nieuw
ново	nieuwe
списание	tijdschrift
списание	magazine
неговия	zijn
елементи	items
елементи	elementen
битка	battle
битка	slag
битка	strijd
битка	gevecht
битка	veldslag
битка	bestrijden
битка	combat
битка	vechten
битка	strijd
битка	gevecht
битка	vecht
съдия	rechter
съдия	judge
съдия	oordelen
съдия	scheidsrechter
показва	toont
показва	shows
връзки	connecties
връзки	aansluitingen
връзки	verbindingen
връзки	relaties
връзки	links
средства	fondsen
произведения	werkt
произведения	werken
ниво	niveau
ниво	level
езерото	meer
армията	leger
армията	landmacht
разположена	gelokaliseerd
разположена	gesitueerd
петров	petrov
месец	maandje
месец	maand
испански	spaanse
испански	spaans
развива	ontwikkelt
украйна	oekraïne
убит	vermoord
убит	vermoorde
убит	gedood
убит	vermoord
убит	gedood
убит	gesneuveld
създаден	aangemaakt
създаден	gecreëerd
създаден	gemaakt
създаден	geschapen
създадена	aangemaakt
създадена	gecreëerd
създадена	gemaakt
създадена	geschapen
столица	kapitaal
столица	hoofdstad
столица	hoofdletter
черно	zwarte
черно	black
черно	zwart
децата	kinderen
царство	koninkrijk
поет	dichter
двойки	stellen
двойки	paren
двойки	stelletjes
двойки	echtparen
двойки	koppels
двойки	paren
републикански	republikeinse
републикански	republikein
републикански	republikeinen
успех	succes
успех	success
павел	pavel
брак	trouwen
брак	huwelijk
секретар	griffier
секретар	secretaris
секретар	secretaresse
компания	gezelschap
компания	bedrijf
компания	onderneming
съпругата	vrouw
съпругата	echtgenote
представители	vertegenwoordigers
участват	deelnemen
годишна	jaarlijks
издаден	afgegeven
издаден	uitgegeven
тракия	thracië
възможно	mogelijke
възможно	mogelijk
висока	high
висока	hoog
висока	hoge
висока	tall
ширина	breedtegraad
ширина	breedte
обявява	kondigt
загора	zagora
източник	bron
модел	model
колев	kolev
културни	cultureel
културни	culturele
статистика	statistiek
статистика	statistieken
статистика	statistieken
анна	anna
момент	moment
момент	ogenblik
българите	bulgaren
температура	koorts
температура	temperatuur
предлага	stelt
предлага	aanbiedingen
предлага	biedt
глава	hoofdstuk
глава	hoofd
глава	head
водата	water
дело	geval
дело	case
дело	zaak
отношения	relaties
отношения	betrekkingen
отношения	relaties
отношения	relatie
медал	medaille
въпрос	vraagje
въпрос	vraag
пол	geslacht
пол	paulus
пол	paul
дружество	gezelschap
дружество	bedrijf
дружество	onderneming
профил	profiel
съществуват	besta
съществуват	bestaan
