que	той
alemany	німецька
alemany	німець
alemany	герман
alemany	німецькою
alemany	німецький
oriental	східних
filla	донька
filla	дочка
societat	суспільство
societat	товариства
societat	товариство
sis	шість
sis	шестеро
forces	сил
forces	сили
forces	військах
bisbe	єпископа
bisbe	єпископ
real	реал
real	справжня
real	справжні
real	реальний
real	справжній
èxit	успіх
social	соціальне
social	соціальні
social	соціальна
social	соціальний
relació	стосунки
relació	взаємовідношення
carles	шарль
carles	чарльз
dona	жінка
punts	крапок
punts	крапки
punts	точки
punts	очки
punts	пункти
punts	очок
punts	балів
mitjana	означають
mitjana	середнє
densitat	щільність
densitat	щільності
clubs	клуби
clubs	жир
clubs	клубів
imatge	зображення
producció	продакшн
producció	виробництво
producció	продукція
pedra	камінь
pedra	stone
pedra	стоун
tracta	лікуванні
tracta	розглядати
cultural	культурний
cultural	культурні
home	людина
home	чоловік
home	мужчина
home	man
administració	адміністрація
administració	адміністрації
administració	адміністрування
resultats	результати
malgrat	незважаючи
resum	огляд
resum	резюме
resum	зведення
resum	підсумок
california	каліфорнію
california	california
california	каліфорнія
gràcies	дякую
gràcies	дякуємо
econòmiques	економічне
econòmiques	економічні
econòmiques	економічна
econòmiques	економічний
econòmiques	корупцію
automòbils	автомобілі
automòbils	тачки
escut	щит
autor	автор
autor	автора
autor	автором
cantó	кантон
productes	продукція
productes	виріб
productes	вироби
productes	продукти
estructura	структура
estructura	структури
lliga	ліга
ciutats	міста
ciutats	городи
ciutats	містах
ciutats	міст
gairebé	майже
categoria	категорія
partits	збігається
partits	матчів
partits	відповідає
partits	сірники
estudi	вивчення
estudi	навчання
estudi	студія
estudi	студії
estudi	studio
estudi	студію
estudi	майстерні
estudi	денне
muntanya	гірський
muntanya	гора
muntanya	гірська
estudiant	вчиться
estudiant	навчається
estudiant	навчання
estudiant	студентка
estudiant	студентська
estudiant	студент
sobretot	особливо
longitud	тривалість
longitud	довжина
longitud	довжини
longitud	довгота
academy	академія
academy	академії
reparació	ремонт
serra	серра
propietaris	власники
comunitat	громада
comunitat	спільнота
comunitat	спільноти
lluís	людовик
lluís	луї
lluís	луїс
posar	літали
posar	їздив
fons	тло
fons	тла
fons	внизу
fons	знизу
milions	мільйон
milions	мільйонами
milions	мільйони
revista	журнал
revista	magazine
revista	часопис
familiars	родичі
familiars	рідня
jove	янг
jove	молода
jove	молоді
jove	молодою
jove	молодий
jove	молодим
bottom	внизу
bottom	знизу
palau	палау
detall	докладно
detall	детально
detall	подробиці
detall	детальні
elaboració	приготування
sur	сюр
sexe	стать
sexe	секс
sexe	sex
camí	контур
camí	шлях
emperador	імператор
estadístiques	статистика
estadístiques	статистикою
estadístiques	статистику
estadístiques	статистики
campió	чемпіон
control	контроль
control	контрольна
control	керування
copa	кубок
principalment	переважно
principalment	головним
principalment	основному
llei	закон
llei	право
interès	відсотки
interès	зацікавлення
interès	відсоткова
interès	інтерес
interès	вигода
participar	долучитись
participar	участь
gràfic	діаграма
gràfic	діаграми
anual	річну
anual	річна
anual	щороку
anual	річні
anual	річний
fan	прихильник
fan	фан
fan	шанувальник
fan	шанувальників
fan	вентилятор
defensa	оборона
defensa	захист
defensa	оборони
defensa	захист
defensa	оборону
llocs	місць
llocs	місця
llocs	місцини
mai	май
mai	никогда
mai	ніколи
mai	never
ministre	міністр
ministre	міністру
alçada	висота
gràfica	граф
gràfica	графіка
gràfica	графік
funció	функція
funció	функцію
funció	функції
dècada	десятиліття
activitat	активність
activitat	дії
activitat	діяльності
activitat	дія
activitat	діяльність
presenta	дарують
presenta	подарунки
anterior	попереднє
anterior	попередній
anterior	попередня
anterior	попереднє
anterior	попередні
anterior	попередній
anterior	попередня
tour	гастролі
tour	tour
tour	тур
ella	вона
ella	she
ella	her
ella	нею
ella	її
ella	їй
mèxic	мексики
mèxic	мексиці
mèxic	мексика
públic	аудиторію
públic	аудиторія
públic	аудиторії
públic	глядачі
públic	публічний
públic	громадське
públic	паблік
públic	відкритий
públic	публічна
públic	громадського
programa	програма
programa	програма
façana	фасад
can	можна
jaume	джеймс
jaume	жауме
següents	такі
següents	стежать
francesc	франсеск
cinema	кінематограф
cinema	cinema
cinema	кіно
juan	хуан
petita	малий
petita	малі
petita	маленькі
tropes	поповнення
tropes	війська
construir	зібрати
construir	збирання
construir	побудувати
construir	будувати
eschmeyer	eschmeyer
fundació	foundation
fundació	фундамент
fundació	бази
fundació	фонд
podria	зміг
podria	могла
podria	змогли
podria	вдалось
podria	міг
esquerra	ліворуч
esquerra	ліва
esquerra	лівий
esquerra	зліва
patrimoni	спадщина
referència	довідник
referència	посилання
referència	зразковий
inici	запустити
inici	розпочати
inici	старт
inici	запускати
inici	початок
inici	почати
zones	області
zones	ділянки
zones	територіях
zones	площі
zones	районів
realitzar	виконують
realitzar	виконати
assolir	досягнути
hall	холл
hall	зал
hall	зали
hall	ратуша
hall	голл
hall	зала
àrea	область
àrea	ділянка
àrea	площа
àrea	місцевість
imagesize	imagesize
medalla	медаль
timeaxis	timeaxis
aproximadament	приблизно
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	маса
massa	mass
alignbars	alignbars
pos	pos
veu	голос
veu	голосом
veu	голосу
pobresa	бідність
pobresa	бідності
pobresa	злидні
brasil	бразилії
brasil	бразилія
brasil	бразильська
scaleminor	scaleminor
formació	тренування
formació	тренінг
formació	тренінги
backgroundcolors	backgroundcolors
organització	організація
organització	установа
resultat	результат
anglaterra	англія
possible	можливе
possible	можливо
possible	можлива
duc	герцог
duc	дюк
mesos	місяці
mesos	місяцями
mesos	місяців
terres	земель
evolucionat	походять
professor	професор
valencià	валенсійська
musical	музична
musical	музичний
musical	мюзикл
musical	музичні
ingressos	вклади
ingressos	прибуток
ingressos	дохід
ingressos	прибутки
joc	гра
joc	гри
joc	гру
mas	mas
mas	мас
robert	роберт
robert	робер
llengües	мови
llengües	мов
comune	comune
transport	транспорт
transport	транспортування
transport	перевезення
transport	транспорт
transport	пересилання
jean	жан
jean	джин
creació	створення
creació	витвір
grec	грецька
grec	грецький
grec	грецьке
grec	грек
grec	грецькі
caps	головах
caps	голів
caps	голови
caps	головами
príncep	принц
príncep	принца
príncep	князь
model	модель
model	моделі
tercer	третє
tercer	третій
tercer	третя
jugador	гравця
jugador	програвач
jugador	гравець
municipis	підпорядкування
llindar	поріг
sons	звуки
sons	звучить
pàrquing	паркінг
pàrquing	паркування
évolution	évolution
victòria	перемога
victòria	перемоги
victòria	вікторія
restauració	відновлення
restauració	реставрація
antoni	антоній
principis	засади
principis	принципи
fent	займаюся
fent	творити
fent	внесення
rússia	росії
rússia	росію
rússia	росія
tractat	договір
tractat	договору
david	давід
david	девід
david	давид
escriptor	writer
escriptor	письменник
jordi	жорді
naixement	народження
viquipèdia	вікіпедія
estiu	літо
nelson	нельсон
press	преса
press	натиснути
press	прес
press	press
índia	індію
índia	індія
índia	індії
orde	замовити
orde	ордер
orde	наказ
orde	порядок
parts	частини
parts	частинами
parts	вечірок
parts	вечірки
parts	партій
manuel	мануель
probablement	ймовірно
probablement	орієнтовно
italià	італійською
italià	італійський
italià	італієць
italià	італійська
italià	італійської
antonio	антоніо
catalans	каталонці
mestre	майстер
mestre	магістр
mestre	вчителю
mestre	master
xina	china
xina	китаї
xina	китаю
xina	китай
tanmateix	однак
plantes	рослини
plantes	заводи
fabricació	виробництва
fabricació	виробництво
las	лас
las	las
permet	дозволяти
permet	дозволити
explotacions	господарствах
romà	роман
número	число
número	кількість
número	номер
número	номера
ruta	маршрут
ruta	рута
entrada	запис
caràcter	характер
caràcter	символів
caràcter	персонаж
caràcter	символ
aturades	парос
companyia	компанія
eds	eds
deu	десять
deu	десятка
deu	десяти
deu	тен
reis	королі
port	пор
port	порт
restes	залишається
restes	залишки
portar	нести
portar	возять
conca	конка
conca	басейн
conca	куенка
parc	парк
festival	festival
festival	фестиваль
arts	мистецтво
ramon	рамон
gratuït	вільна
gratuït	безкоштовне
gratuït	вільний
gratuït	безкоштовно
gratuït	вільно
mitjans	медіа
mitjans	носії
mitjans	носій
mitjans	мультимедіа
mitjans	змі
mitjans	засоби
drets	права
llibres	книжки
llibres	книг
llibres	книги
inclou	включення
inclou	входить
inclou	включає
governador	губернатора
governador	губернатор
compositor	композитор
compositor	редактор
tercera	третє
tercera	третій
tercera	третя
capella	капела
capella	каплиця
bona	хороші
bona	гарні
bona	добрий
bona	добре
personatges	символів
personatges	персонажі
personatges	ієрогліфи
personatges	літери
personatges	символи
teoria	теорія
comunicació	комунікація
comunicació	спілкування
comunicació	комунікації
llum	світлі
llum	світле
llum	light
llum	світло
llum	світлий
blanc	білий
blanc	біла
blanc	біле
blanc	білі
blanc	вайт
aragó	арагон
massachusetts	массачусетс
meitat	пів
meitat	півтори
meitat	половина
meitat	половину
meitat	наполовину
kitt	кітт
lliure	вільна
lliure	безкоштовне
lliure	вільний
lliure	безкоштовно
lliure	вільно
mans	ман
aleshores	потім
aleshores	тоді
pobles	народи
presència	присутність
televisió	телебачення
últim	останній
últim	остання
últim	останнє
tema	темою
tema	тему
tema	тема
tema	теми
tema	тему
tema	тема
tema	теми
spacewatch	spacewatch
humans	людини
humans	люди
humans	людина
humans	людський
estació	станція
estació	станції
estació	вокзал
associació	асоціації
associació	асоціація
pintor	маляр
pintor	вазописець
pintor	художник
menor	мінор
menor	незначна
menor	молодший
menor	незначний
menor	молодші
japó	японія
japó	японію
japó	японії
problemes	проблем
problemes	проблеми
objectiu	мета
marc	марк
marc	блок
marc	кадр
marc	рамка
xviii	xviii
xviii	вісімнадцята
national	національна
national	націонал
national	національне
national	національний
national	національні
acció	бойовики
acció	дії
acció	дія
ocupació	окупаційні
ocupació	окупація
ocupació	окупації
mascles	самці
casos	випадках
casos	випадки
casos	випадків
fonts	джерела
fonts	джерел
noves	нові
noves	нове
noves	нова
noves	новий
noves	створити
pont	міст
pont	місток
imatges	зображення
imatges	зображень
principi	принцип
dreta	правий
dreta	права
dreta	право
dreta	праворуч
velocitat	швидкість
velocitat	швидкість
valor	значення
valor	вартість
qualitat	якість
professional	фахівець
professional	професійний
professional	професіонал
professional	professional
professional	професійні
referències	посилання
temple	храму
temple	храм
vista	перегляд
vista	вигляд
vista	view
vista	вид
vista	переглянути
museum	museum
museum	музей
aquí	тут
energia	енергія
arc	арк
arc	дуга
classe	клас
dinastia	династія
wheeler	вілер
front	front
front	спереду
front	передні
front	фронт
front	передній
macdonald	макдональд
prova	перевірка
prova	перевірити
prova	test
prova	тест
prova	спробувати
prova	try
prova	спробуйте
barri	сусідство
barri	оточення
segles	сторіччя
segles	століття
segles	століть
recent	недавні
recent	нещодавні
monestir	монастир
animals	звірі
animals	тварини
via	via
via	віа
via	через
wiley	wiley
parlament	парламент
educació	освіта
educació	освіти
educació	education
característiques	особливості
característiques	можливості
característiques	функціональність
actor	актор
influència	перебіг
influència	впливати
influència	вплив
castella	кастилія
viure	жити
viure	live
viure	наживо
viure	живу
viure	трансляція
accés	доступ
conté	містить
conté	містяться
gent	народ
gent	людей
gent	люди
especial	особливий
especial	спеціальний
especial	особливі
especial	особливе
especial	спеціальні
especial	особлива
xarxa	мережа
xarxa	network
xarxa	мережі
xarxa	мережеві
prentice	prentice
nucli	основний
nucli	core
nucli	ядро
nucli	ядро
nucli	ядро
nucli	ядра
decidir	вирішувати
decidir	вирішуйте
decidir	вирішити
decidir	визначитися
mesura	вимірювання
mesura	вимірювання
mesura	міру
mesura	міра
sala	кімната
sala	кімнату
literatura	література
moyle	moyle
cech	cech
clima	клімат
comença	запустити
comença	розпочати
comença	старт
comença	запускати
comença	початок
comença	почати
selecció	вибір
selecció	вибране
congrés	конгрес
congrés	конгресу
papa	папи
papa	папа
sentit	глузд
sentit	почуття
sentit	чуття
von	фон
personal	персонал
personal	штаб
fotografia	фотографії
fotografia	фотографія
