емерсон	에머슨
руанда	르완다
гласини	소문
гласини	소문
терени	강좌
терени	코스
терени	과정
терени	지형
даноците	세금
мапа	지도
масакр	학살
санто	산토
поединец	개별
поединец	개인
бизнисмен	사업가
старт	시작하기
старт	시작
плутон	명왕성
персијците	페르시아인
духовно	정신적
плочки	타일
плочки	타일
укинување	폐지
творец	창조주
творец	제작자
творец	작성자
реге	레게
фотограф	사진사
фотограф	사진관
фотограф	포토그래퍼
фотограф	사진작가
полноќ	자정
полноќ	midnight
полноќ	미드나이트
полноќ	미드나잇
сомалија	소말리아
алгоритам	알고리즘
иселеници	거주자
преведува	번역중
преведува	번역하기
преведува	번역
навики	습관
галерии	갤러리
контроверзии	논란
контроверзии	논쟁
филипини	필리핀
китови	고래
тренери	코치
бошњаци	보스니아인
месје	메시에
напредни	고급
фергусон	퍼거슨
партиски	party
партиски	파티
јудаизмот	유대교
потпишување	서명
потпишување	사인
потпишување	싸인
галаксијата	은하
галаксијата	갤럭시
дива	와일드
дива	야생
дива	디바
реклама	상용
реклама	상업용
реклама	상업
маркус	마커스
маркус	마르쿠스
маркус	마르쿠스
глумеше	출연
пензиски	연금
логор	캠프
фрајбург	프라이부르크
еднорог	유니콘
ерменски	아르메니아어
ерменски	아르메니아
ерменски	아르메니아인
риболов	낚시
лестер	레스터
лестер	leicester
лестер	레스터
раствор	해결책
раствор	솔루션
андреас	안드레아스
примаат	받기
разгледување	브라우징
разгледување	관광
ментално	멘탈
ментално	정신
ментално	정신적
поседувал	소유
маглини	성운
атлас	아틀라스
атлас	atlas
кандидатот	후보
кандидатот	후보자
мадона	성모
мадона	마돈나
летаат	날아라
летаат	플라이
унгарците	헝가리인
шерлок	셜록
кувајт	쿠웨이트
работилници	워크샵
работилници	워크숍
грег	그레그
грег	그렉
грег	그레그
вујко	삼촌
вујко	아저씨
додаден	추가되었습니다
додаден	추가됨
затворање	닫힘
затворање	폐쇄
затворање	닫기
затворање	감금
отпуштен	퇴원
глаголски	문법
мешаат	섞어
мешаат	믹스
мешаат	혼합
прекината	중단됨
мирен	차분한
мирен	차분
мирен	잔잔한
мирен	평화로운
мирен	평화롭고
индијанец	인도인
индијанец	인도
индијанец	인디언
ридовите	힐스
ридовите	언덕
одземање	빼기
одземање	빼빼로
одземање	뺄셈
одземање	발작
карневал	사육제
карневал	카니발
танцување	댄싱
танцување	춤추는
пан	냄비
литри	갤런
литри	리터
литри	갤런
мислата	생각
полувреме	하프타임
кемпбел	캠벨
толеранција	관용
настапила	영광
настапила	영광스러운
ромео	로미오
ромео	romeo
извозот	내보내기
извозот	수출
терор	테러리즘
терор	공포
терор	테러
фински	핀란드어
фински	핀란드
статуи	동상
статуи	조각상
делење	공유
златно	황금
златно	골든
посветеност	헌신
посветеност	헌신
посветеност	헌신
национализам	내셔널리즘
национализам	국민주의
национализам	민족주의
истакне	하이라이트
истакне	강조하기
истакне	강조
истакне	밑줄
летање	flying
летање	플라잉
летање	날아라
летање	비행
влажност	습도
влажност	습기
потрошувачи	소비자
потрошувачи	이용자
бенедикт	베네딕도
бенедикт	베네딕토
бенедикт	베네딕트
загадување	오염
загадување	오염
хрватите	크로아티아인
харис	해리스
христијанин	기독교
христијанин	크리스티안
христијанин	크리스천
христијанин	크리스찬
торп	소프
интензивно	강렬하게
интензивно	강렬한
југоисточен	남동
југоисточен	동남아
југоисточен	남동부
југоисточен	남동
ричи	리치
ричи	리치
цврст	단색
цврст	고체
цврст	입체
цврст	솔리드
цврст	힘든
цврст	터프
предавство	배반
предавство	배신
предавство	배신
предавство	반역죄
предавство	반역
тероризам	테러리즘
тероризам	테러
анкета	설문
анкета	설문조사
кристал	크리스털
кристал	크리스탈
џејми	제이미
јарец	염소자리
убиваат	킬링
благосостојба	번영
благосостојба	웰빙
благосостојба	복지
подвижни	이동식
координатен	좌표
такси	택시
такси	택시
такси	택시
неутрална	중성
неутрална	중립성
неутрална	중립
поштенска	우표
критична	크리티컬
палати	궁전
пенал	페널티
домашно	국내
домашно	숙제
континуитет	연속성
континуитет	연속
континуитет	계속
инспирирана	영감
иницијативата	모션
иницијативата	움직임
роналдо	호날두
скај	스카이
тенок	얇은
третмани	치료법
третмани	시술
третмани	치료
ајкула	상어
андреја	안드레아
монах	몽크
култ	숭배
култ	컬트
прекинат	중단됨
мешана	엇갈린다
мешана	혼합
рамни	평평한
рамни	플랫
фиба	fiba
ложа	라운지
автономен	자치구
тенеси	테네시
бест	최고
бест	베스트
пророк	예언자
воздухопловство	항공
прашува	물어본다
олово	리드
допинг	도핑
горива	연료
манифест	선언
манифест	매니페스토
манифест	성명서
хондурас	온두라스
месечно	월간
месечно	매달
месечно	매월
вооружена	무장
регулирање	규제
погодна	어울리는
странци	외국인
дејмон	데이먼
неверојатно	놀라운
неверојатно	놀라운
неверојатно	어메이징
дубаи	두바이
редок	희귀한
редок	귀한
редок	희귀
редок	드문
виновен	유죄
сиви	회색
сиви	그레이
сиви	회색
сиви	그레이
мин	민아
мин	민지
мин	민수
направа	기기
направа	단말기
направа	장치
направа	가젯
катастрофи	재난
катастрофи	재해
катастрофи	재난
суверенитет	주권
далмација	달마티아
тулуз	툴루즈
вернер	베르너
младина	청년
младина	청소년
младина	젊음
младина	청춘
антарктикот	남극
антарктикот	남극
саем	공정
саем	박람회
саем	페어
генерали	제너럴
трилер	thriller
трилер	스릴러
глина	클레이
семе	시드
семе	seed
семе	씨앗
администраторите	운영자
администраторите	관리자
исклучен	오프라인
исклучен	끄기
исклучен	제외됨
доброволно	자발적
тринаесет	thirteen
австрискиот	오스트리아인
преселба	이사
преселба	움직임
танци	댄스
отварање	오프닝
отварање	개봉
религиозен	종교
вриење	끓는
напаѓачот	공격자가
напаѓачот	스트라이커
индиска	인도인
индиска	인도
индиска	인디언
принсипе	프린시페
ќелии	세포
хоризонтални	수평
пронаоѓач	발명가
пронаоѓач	발명
соништата	드림
вестминстер	웨스트민스터
маргарита	마가리타
апликацијата	애플리케이션
апликацијата	프로그램
апликацијата	어플리케이션
апликацијата	어플리케이션
увид	통찰력
увид	인사이트
нож	나이프
благородници	귀족
стабилни	안정화
стабилни	안정환
стабилни	안정적
стабилни	안정
измислил	발명
примирје	휴전
спонзор	스폰서
спонзор	후원
мисури	미주리
грант	그랜트
словенскиот	슬라브어
вештачка	인조
вештачка	인공
мозаик	모자이크
поминати	지출
тоскана	토스카나
совршено	완벽
совршено	완벽한
совршено	완벽하게
пензија	은퇴
пензија	퇴직
пензија	연금
платен	유료
недостасува	실종
недостасува	누락
недостасува	missing
зафати	그립
скапоцени	소중한
дерек	데릭
членството	멤버십
членството	멤버
бонус	보너스
спротивен	반대편
спротивен	반대로
спротивен	반대
носење	입고
клеопатра	클레오파트라
домаќинство	집안
домаќинство	가구
ќелија	셀프
ќелија	세포
алехандро	알레한드로
дипломи	도도
фени	파니
сесија	세션
зголемено	증가
мозамбик	모잠비크
погреби	장례식
колеџи	대학교
колеџи	대학
коли	자동차
коли	차량
доктрина	교리
учебници	교과서
учебници	교과서
бредли	브래들리
летало	비행선
астрономи	천문학자
растење	성장
растење	증가
компликации	합병증
компликации	합병증
марш	습지
марш	마시
марш	행진
марш	행진곡
морфологија	형태론
морфологија	형태학
шпанско	스페인어
гори	굽기
гори	화상
гори	불타는
норма	norma
отфрли	삭제
отфрли	무시
отфрли	버리기
отфрли	폐기
белоруски	벨라루스어
белоруски	벨라루스
варење	소화불량
варење	소화
замбија	잠비아
рекреација	레크리에이션
произведен	제조
ставовите	태도
оштетен	손상
оштетен	손상된
самуел	새뮤얼
самуел	사무엘
импулс	충동
импулс	임펄스
гамбија	감비아
лидија	리디아
комонвелтот	연방
рут	루스
банкноти	지폐
банкноти	지폐
женско	암컷
женско	여성
нерв	신경
препознавање	인식
едмунд	에드먼드
астрологија	점성술
конечна	기말고사
конечна	파이널
конечна	결승전
решен	해결되었습니다
градината	가든
градината	정원
кембел	캠벨
сопствено	소유
сопствено	커스텀
сопствено	맞춤
блага	가벼운
пијанист	피아니스트
рај	하늘
рај	천국
рај	헤이븐
рај	파라다이스
рај	천국
рај	낙원
лови	사냥
лови	헌트
мина	미나
комбинира	결합
полнење	충전
стандардизација	표준화
предизвици	도전
предизвици	챌린지
грип	인플루엔자
грип	감기
грип	인플루엔자
грип	독감
кражба	도난
кражба	절도
кражба	도둑
цитати	따옴표
примарно	주로
неофицијална	비공식
наеднаш	갑작스럽게
наеднаш	갑자기
нло	ufo
партиите	파티
фрост	프로스트
фрост	서리
добивајќи	수신
отоманско	오스만
декрет	법령
фати	캐치
индустри	업종
индустри	산업
полицаец	경찰
полицаец	캅카스
полицаец	책임자
полицаец	경관
полицаец	경찰관
полицаец	장교
полицаец	경찰관
плејофот	플레이오프
бременост	임신
точност	정확도
точност	정밀도
точност	정확성
процедура	절차
процедура	시술
агресија	공격성
заштитена	보호
оцени	성적
необично	특이한
необично	unusual
погреб	매장
погреб	장례
погреб	장례식장
погреб	장례식
погреб	장례
течна	액체
течна	리퀴드
обележје	랜드마크
кош	바스켓
кош	바구니
олимпијадата	올림픽
зелените	녹색당
замисла	아이디어
замисла	idea
позајмица	융자
позајмица	대출
леоне	레온
компир	감자
крос	교차
крос	십자
крос	십자가
крос	크로스
атила	아틸라
минесота	미네소타
зајакнување	보정
зајакнување	향상
зајакнување	홍보
зајакнување	홍보하기
зајакнување	향상
изминатите	과거
белизе	벨리즈
марков	마르코프
алгоритми	알고리즘
трагедија	비극
заштитува	보호하기
заштитува	protect
заштитува	보호
фрла	투구
посветено	헌신
шефилд	셰필드
опит	실험
корисен	유용하다
корисен	유용합니다
корисен	유용
внатрешност	인테리어
внатрешност	내부
картагина	카르타고
клара	클라라
образовна	교육
парфеми	향수
сокол	팰컨
сокол	팰콘
сокол	호크
вермонт	버몬트
остаток	잔해
сида	에이즈
нео	네오지오
нео	네오
матрица	매트릭스
матрица	행렬
состави	컴파일
состави	컴파일
копнени	지상
атлетичар	운동선수
атлетичар	육상선수
помлади	어려
отстранет	삭제됨
отстранет	삭제되었습니다
трска	지팡이
трска	사탕수수
трска	리드
фонтана	분수
лира	리라
очекувањата	기대
објаснувања	자막
дебати	토론
дебати	논쟁
фарма	농장
фарма	농장이
мускул	근육
шестото	여섯번째
марта	마르타
марта	마사
отпад	낭비
отпад	폐기물
лили	릴리
лили	릴리
сенат	상원
сенат	상원의원
глен	글렌
глен	글렌
додели	할당
провери	체크
провери	확인
провери	점검
абрахам	아브라함
абрахам	에이브러햄
преродба	rebirth
комерцијално	상용
комерцијално	상업용
комерцијално	상업
датотеки	파일
повреден	부상
пијалак	음료
пијалак	음료수
суштински	핵심
суштински	코어
суштински	필수
трошок	비용
потенцијално	잠재적으로
намени	목적
граѓанско	시민
вертикално	수직
вертикално	수직으로
вертикално	수직
вертикално	세로로
вертикално	세로
холидеј	홀리데이
субјект	주제
субјект	제목
печати	인쇄
печати	프린트
крајбрежни	연안
крајбрежни	해안
тапанарот	드러머
алги	녹조류
алги	조류
алги	미역
хектор	헥토르
хектор	헥터
искористена	사용함
искористена	사용됨
искористена	사용
добротворни	자선단체
добротворни	자선
тера	타라
георгиј	게오르기
прст	핑거
прст	손가락
форт	포트
форт	요새
темел	파운데이션
темел	재단
прибор	키트
прибор	kit
забрани	금지
забрани	금지
забрани	차단됨
прекрасен	멋진
харолд	해롤드
харолд	해럴드
хаваи	하와이와
хаваи	하와이
декорација	장식
техничар	기술자
техничар	기술
техничар	테크
посредници	중개
посредници	중개인
матката	자궁
здрав	건강하게
здрав	건강
здрав	건강한
ливада	초원
јуриј	유리
дозволени	허용
древна	고대
чекаат	기다림
разводот	이혼
проба	리허설
пламен	불꽃
пламен	불꽃
деп	dep
пиштол	권총
пиштол	피스톨
бракови	혼인
бракови	결혼
бракови	결혼
инспектор	경감
инспектор	검사관
инспектор	조사관
лечење	힐링
натпреварувач	참가자
натпреварувач	경쟁자
натпреварувач	경쟁사
бан	금지
јаболка	사과
повикани	초대
повикани	소환
корисно	유용하다
корисно	유용합니다
корисно	유용
туберкулоза	폐결핵
туберкулоза	결핵
транс	트랜스
транс	트랜스
транс	트랜스월드
транс	트랜스포트
докажано	입증
третира	대접
третира	취급
отстранети	삭제됨
отстранети	삭제되었습니다
сестрите	시스터스
сестрите	자매들
сестрите	자매
скока	점프
фантазија	판타지
фантазија	환상
фантазија	상상력
фантазија	상상
вембли	웸블리
океаните	오션스
океаните	바다
моравија	모라비아
тарнер	터너
прогонство	망명
прогонство	exile
бесконечно	인피니트
бесконечно	무한
бесконечно	끝없는
видливо	표시
видливо	표시됨
портокалова	오렌지
портокалова	오렌지색
корица	커버
корица	덮개
корица	표지
цртеж	그리기
усни	입술이
усни	입술
компромис	타협
кружен	순환
кружен	원형
нерешено	넥타이
мајор	전공
мајор	메이저
формати	형식
формати	포맷
пријателска	친근한
стабилен	안정적
стабилен	안정화
стабилен	안정환
стабилен	안정적
стабилен	안정
шанел	샤넬
сферата	스피어
сферата	orb
работилница	워크샵
работилница	워크숍
уникатен	고유
уникатен	독특한
јаболко	사과
јаболко	애플
сечење	슬라이스
сечење	자르기
луција	루시아
константна	상수
роби	로비
фби	fbi
манастирите	수도원
мадеира	마데이라
процени	평가
процени	추정치
процени	추정
процени	추산
потврдени	자격증
пониско	아래쪽
фиџи	피지
психички	심리학
психички	심리
психички	심리적
пешак	보행자
наредени	순서
сојузниот	연방
жирафа	기린
холокаустот	홀로코스트
клодовик	클로비스
тага	슬픔
тумори	종양
колено	무릎
гаранција	보증
гаранција	보증
екипаж	크루
екипаж	승무원
експедицијата	탐험
експедицијата	원정
законодавната	입법
набљудувач	옵저버
набљудувач	관찰자
набљудувач	옵서버
вишокот	초과
гимнастика	체조
габон	가봉
соработуваат	협력
соработуваат	협업
голф	골프
шапка	모자
спој	혼합
продаден	팔렸다
продаден	판매
мичел	미첼
моника	모니카
менхетен	맨해튼
оштетени	손상
оштетени	손상된
наведен	나열
реална	진짜
реална	리얼
реална	레알
реална	현실적
стадиони	경기장
контра	카운터
киргистан	키르기스스탄
контролирани	제어
спортистите	운동선수
моцарт	모차르트
гробници	무덤
одделени	분리됨
одделени	별거
моделирање	모델링
хаг	헤이그
логичка	논리적
брандо	브란도
брандо	브랜도
кварт	분기
кварт	쿼터
кварт	동네
техничко	테크니컬
техничко	기술
техничко	기술적
кус	쿠스쿠스
кус	짧게
кус	쇼트
кус	짧은
илузија	착각
илузија	환상
валентин	발렌틴
валентин	밸런타인
валентин	발렌타인
алијансата	동맹
алијансата	얼라이언스
омилена	favourite
омилена	즐겨
омилена	좋아하는
вежбање	연습
вежбање	연습생
вежбање	연습
вежбање	운동
одморалиште	휴양지
одморалиште	리조트
кревет	침대
полковник	대령
џуџе	난쟁이
џуџе	왜소은하
оштетена	손상
оштетена	손상된
наши	우리의
колони	칼럼
колони	기둥
страда	고통받고
страда	고통
арно	아르노
креативноста	창의력
креативноста	창의
креативноста	창의성
рабови	모서리
рабови	가장자리
вежба	드릴
вежба	훈련
вежба	운동
ритамот	리듬
остра	샤프
остра	예리
димче	연기
димче	담배
примање	수신
соли	설리
разум	이유
разум	센스
разум	감각
пушти	놀기
пушти	재생
пушти	연주
пушти	플레이
меркур	수성은
меркур	수성
меркур	머큐리
оклахома	오클라호마
инвеститори	투자자
цртање	그리기
тежат	무게
наставниците	교사들
наставниците	교사
рецесија	침체
тура	투어
тура	관광
тура	둘러보기
тура	구경
тура	여행
тура	배치
тура	일괄
оддалечена	리모콘
оддалечена	원격
оддалечена	리모컨
прашина	먼지
рецензија	리뷰
автобус	버스
лиза	리사
лиза	리자
грав	콩깍지
малцински	소수
оцена	성적
оцена	학년
некако	어떻게든
моторни	모터
моторни	전동기
водопад	폭포
водопад	폭포수
берген	베르겐
новости	업데이트
батлер	버틀러
черчил	처칠
поддржан	지원합니다
поддржан	지원
поддржан	지원함
смена	쉬프트
смена	shift
смена	시프트
скриени	숨김
скриени	숨겨져
скриени	숨겨진
хамлет	햄릿
тобаго	토바고
принос	수익
египетска	이집트
египетска	이집트어
камерон	캐머런
камерон	카메론
споделување	공유
повтори	반복
повтори	반복한다
повтори	반복합니다
повтори	반복
хемисфера	반구
притисоци	압력
притисоци	압박
притисоци	억제
бебе	베이비
бебе	아기
кризи	위기
французи	프랑스
французи	프랑스어
французи	프렌치
французи	프랑스인
дизајнери	디자이너
геологија	지질학
трансформации	변환
трансформации	변신
трансформации	변환
трансформации	변형
кратер	충돌구
албанец	알바니아
албанец	알바니아인
албанец	알바니아어
апсење	체포
естетски	미학
формули	수식
обедини	재결합
рудници	광산
рудници	지뢰
плод	과일
плод	열매
плод	과일과
каналите	채널
отприлика	대충
гибралтар	지브롤터
сеќавање	추억
сеќавање	기억력
сеќавање	메모리
сеќавање	기억
случаен	무작위
случаен	무작위로
случаен	랜덤
мајкрософт	마이크로소프트
удира	조회수
усвои	입양
усвои	채택
усвои	입양
изумрени	사멸
изумрени	멸종
ерика	에리카
ерика	유리카
ерика	에리카
исполнување	물류
исполнување	이행
нокиа	노키아
исполнета	이행
мртва	사망
мртва	데드
таленти	재능
таленти	탤런트
исклучување	제외
исклучување	제외
исклучување	배제
навивачи	팬들
овластувања	권력
овластувања	파워스
овластувања	권위
расположение	분위기
расположение	기분
леќи	렌즈
леќи	렌즈
осумнаесет	여덟
осумнаесет	열여덟
вооружен	무장
предаден	배신
потоци	스트림
понд	연못
страдаат	고통받고
сиромашни	불쌍한
здрава	건강하게
здрава	건강
здрава	건강한
остварувања	성취
остварувања	달성
остварувања	업적
остварувања	기록
варијанса	분산
напуштање	떠나
напуштање	떠나기
повици	통화
џенифер	제니퍼
нелегално	불법
рутер	라우터
вар	라임
симнат	다운로드
ролинг	rolling
ролинг	굴러
ролинг	롤링
визуелни	시각
визуелни	비주얼
готвење	요리
биланс	균형
биланс	밸런스
биланс	잔액
помагала	가전제품
хавана	아바나
експлозијата	폭발
бродвеј	브로드웨이
женка	암컷
женка	여성
новинарство	저널리즘
синџир	사슬
синџир	연쇄
синџир	체인
превенција	방지
превенција	예방
погоди	추측
лидс	리즈
ецб	ecb
железници	철도
зголемени	증가
зголемени	고조
читатели	리더
читатели	독자
дневникот	로그
променето	변경되었습니다
променето	바꿨다
променето	변경됨
јурисдикција	관할권
наредби	주문
примачот	수신자
пејзаж	조경
пејзаж	경관
пејзаж	풍경
бисао	비사우
франки	프랑크족
микс	섞어
микс	믹스
микс	혼합
романскиот	루마니아
романскиот	루마니아인
романскиот	루마니아어
хопкинс	홉킨스
сертификат	인증서
сертификат	증명서
сертификат	자격증
џуниор	주니어
експерт	전문가
патенти	특허
гените	유전자
сар	sar
библија	성경
коњите	말들
влад	블라드
евроазија	유라시아
запознавање	소개
запознавање	도입
запознавање	소개팅
запознавање	연애
запознавање	데이트
оксид	산화물
оксид	산화
пајак	거미
пајак	스파이더
зависна	종속
зависна	중독성
зависна	중독
убеден	자신감
убеден	확신
долгови	부채
долгови	채무
долгови	부채
долгови	채무
долгови	부채
ирански	이란어군
ирански	이란
романсиер	소설가
извадок	발췌
надомест	환불
бахреин	바레인
пешадија	보병
среќна	해피
среќна	행복
среќна	행복해
среќна	행복하다
среќна	행복한
амбасадори	대사
режими	모드
сиво	회색
сиво	그레이
сиво	회색
сиво	그레이
матични	줄기
модулација	변조
строга	엄격한
муслиманска	이슬람교
муслиманска	무슬림
кружни	순환
кружни	원형
ендру	앤드류
ендру	앤드루
ендру	안드레아
замав	스윙스
замав	스윙
виолетова	보라색
виолетова	자주색
истакна	하이라이트
истакна	스트레스
спојувањето	합병
испорака	게재
испорака	배송
испорака	배달
хендрикс	헨드릭스
хендрикс	헨드릭스
случајни	무작위
случајни	무작위로
случајни	랜덤
регистриран	등기
регистриран	등록
кенет	케네스
тапанар	드러머
регулација	규제
регулација	규제
регулација	규정
хемикалии	화학품
хемикалии	화학물질
хемикалии	화학
реформација	종교개혁
анархизам	아나키즘
чорапи	양말
чорапи	socks
потенцијална	잠재력
потенцијална	퍼텐셜
потенцијална	잠재
потенцијална	잠재적
ешли	애슐리
внука	손녀
внука	조카
прецизни	정확한
прецизни	정확도
кири	퀴리
асоцијации	협회
бенин	베냉
канзас	캔자스
задоволен	만족
бомбардирање	포격
бомбардирање	포격
бомбардирање	폭격
бомбардирање	폭파
надесно	오른쪽
никол	니콜
службено	공식
службено	official
службено	공식적으로
службено	officially
болници	병원
антони	안토니우스
антони	앤서니
антони	안토니우스
волна	양모
волна	양털
патент	특허
затемнување	일식
затемнување	이클립스
затемнување	정전
затемнување	정전기
затемнување	블랙아웃
мотивација	동기
мотивација	동기부여
овозможено	활성화
супстанција	물질
промоцијата	홍보
промоцијата	프로모션
промоцијата	승진
погодени	히트
погодени	hit
погодени	영향받음
погодени	영향권
обвинение	청구
обвинение	충전
обвинение	전하
обвинение	기소
колонијата	식민지
комори	챔버스
известува	보고서
идеален	아이디얼
идеален	이상
исплата	송금
исплата	지불
исплата	결제
морално	도덕
ладна	춥다
