年	any
生活	vida
生活	life
派	empanada
派	pastís
教育	educatiu
教育	educació
車站	estació
之後	after
之後	després
國際	internacional
國際	international
國際	internacionals
獎	premis
獎	premi
獎	premi
獎	adjudicació
獎	guardó
完成	acabada
完成	finalitzat
完成	acabat
完成	acabat
完成	finalitza
完成	fet
完成	completa
完成	complet
白	white
白	blanc
音樂	música
音樂	musical
沙	sha
沙	sorra
沙	xah
沙	xa
可能	possible
可能	possibles
分布	distribucions
分布	distribució
分布	repartit
分布	distribuïda
分布	distribuïts
分布	distribuïdes
地區	zones
地區	àrees
地區	àmbits
地區	districte
地區	àmbit
地區	àrea
車	cotxe
車	cars
車	cotxes
車	automòbils
官	oficial
梅	maig
梅	mei
中文	xinès
中文	xinesos
自由	llibertat
自由	llibertat
自由	lliure
自由	gratuït
自由	lliures
黃	wong
黃	hwang
黃	huang
黃	groc
獲得	aconsegueix
獲得	aconseguir
光	llum
光	hikari
重要	importància
重要	important
工程	enginyeria
工程	obres
港	port
港	harbour
列	columna
段	duan
最後	darrer
最後	últim
最後	última
最後	darrera
提交	presentin
提交	presentat
提交	presentada
一般	generalment
經	sutra
需要	necessitat
需要	necessitats
江	riu
江	jiang
臺灣	taiwan
臺灣	taiwanès
最佳	òptim
最佳	òptima
這個	això
這個	aquesta
這個	aquest
泰	tae
泰	tai
地方	lloc
地方	place
地方	llocs
系列	sèries
系列	sèrie
電視	televisió
登	deng
黑	fosc
黑	black
黑	negre
花	flors
花	flor
神	déu
遊戲	partida
遊戲	joc
遊戲	jocs
清	qing
最高	top
最高	suprem
最高	suprema
要求	exigència
要求	requisit
要求	requeriments
要求	requisits
要求	exigències
要求	demandes
要求	requeriment
要求	petició
要求	demanda
要求	peticions
讓	jean
讓	let
版本	versió
版本	versions
發現	trobat
發現	descobreix
發現	descobriment
語	idioma
語	llenguatge
語	llengua
只有	només
內容	contingut
最大	max
最大	màx
華	hua
製作	producció
製作	produccions
出生	nascut
出生	born
出生	naixement
朱	zhu
朱	joo
航空	aviació
航空	aero
航空	aerolínia
航空	airlines
航空	aerolínies
航空	aire
航空	air
數	comte
數	comptant
數	número
數	nombre
出版	publicat
出版	edició
出版	publicant
出版	publicació
發展	desenvolupament
成功	èxit
面積	àmbit
面積	àrea
系統	system
系統	sistema
系統	sistemes
蘭	lan
劉	yoo
劉	liu
劉	lau
班	esquadra
冠軍	champ
冠軍	campió
冠軍	campiona
冠軍	champion
冠軍	champions
冠軍	campions
問題	problema
問題	pregunta
問題	preguntes
康	kang
海拔	altitud
海拔	elevació
島	illa
島	isle
方式	mètode
率	taxa
請	sisplau
名稱	nom
名稱	denominació
名稱	noms
官方	oficialment
愛	amor
得到	aconsegueix
得到	aconseguir
平	plànols
平	bemoll
平	plana
平	ping
印度	índia
街道	carrer
街道	carrers
存在	existència
存在	presència
刪除	esborrat
刪除	eliminat
刪除	supressió
刪除	elimina
刪除	esborra
設計	dissenya
設計	dissenys
設計	disseny
設計	dissenyant
卡特	carter
群	grup
命名	anomenant
負責	responsable
服務	serveis
服務	serveix
服務	servei
機	màquina
任何	qualsevol
列表	llista
唐	tang
唐	don
西班牙	espanya
頁	pàgines
條	tires
兩	dos
兩	dues
當	quan
超	ultra
超	super
丁	ding
夏	xia
著名	famós
著名	famosos
聖	saint
志	zhi
志	chi
已經	ja
梁	feix
梁	leung
梁	liang
專輯	àlbum
專輯	àlbums
角色	caràcter
角色	personatge
角色	rol
角色	personatges
角色	caràcters
角色	rols
武	takeshi
半	meitat
半	half
成員	membre
成員	membres
東京	tòquio
東京	tokyo
新聞	notícia
新聞	notícies
現在	ara
劇	drama
女性	femelles
女性	femení
女性	femella
女性	dones
高度	altitud
高度	alçada
高度	alçària
高度	altura
說	say
男	masculí
男	mascle
之前	abans
合作	cooperació
合作	cooperar
門	porta
門	portes
卷	rotllo
卷	roll
卷	rotlle
卷	rotllos
位置	posició
位置	localització
位置	ubicació
位置	emplaçament
活動	activitats
活動	esdeveniments
活動	esdeveniment
活動	activitat
只	només
歷史	història
歌曲	cançons
歌曲	songs
歌曲	cançó
歌曲	song
點	punts
點	dot
點	punt
一次	once
植物	plantes
植物	planta
封	feng
封	foca
封	segell
皮	cuir
非常	molt
通常	habitualment
通常	normalment
通常	normalment
形成	formant
比賽	partida
比賽	joc
比賽	cursa
比賽	concurs
比賽	certamen
聯賽	lliga
學校	escoles
學校	escola
完全	completament
完全	totalment
信	carta
期間	període
接受	acceptació
接受	acceptada
接受	acceptats
接受	acceptat
接受	acceptar
接受	accepta
書	llibre
書	llibres
交通	transport
交通	trànsit
交通	tràfic
交通	transports
交通	transport
木	fusta
討論	discussions
討論	debats
討論	debatre
故事	història
故事	històries
故事	relats
直接	directe
直接	directa
直接	direct
直接	directes
直接	directament
參與	compromís
參與	implicació
參與	participació
朗	lang
湖	llac
根	arrel
根	arrels
保留	reserves
保留	reservat
保留	reservada
保留	reservats
保留	reserva
希望	esperança
手	mà
心	cor
心	hearts
心	cors
巴士	bus
巴士	autobús
巴士	autobusos
播放	emissió
播放	reprodueix
播放	playback
播放	jugant
音	consonant
音	to
音	matís
增加	increment
增加	augment
增加	augmentant
增加	increments
增加	augments
增加	incrementat
角	racó
角	cantonada
角	angle
角	angular
角	cape
角	punt
天文台	observatoris
天文台	observatori
這些	aquestes
這些	aquests
丹	dan
丹	donen
徐	seo
徐	tsui
永	yong
歌	cançons
歌	songs
歌	cançó
歌	song
美元	dòlar
霍	huo
圖	diagrama
圖	gràfica
圖	gràfic
圖	diagrama
圖	figura
投票	votació
投票	vot
投票	vota
投票	votacions
投票	enquesta
投票	poll
灣	inlet
灣	badia
民主	democràcia
寺	temple
參加	assisteixen
參加	assistir
特別	especial
特別	especials
控制	control
控制	controls
蒙	mont
戰	batalla
戰	guerra
電視台	televisió
然而	tanmateix
七	set
口	desembocadura
口	boca
仁	jin
仁	jen
委員會	comissió
編輯	edita
編輯	edició
編輯	editor
資料	dades
隆	ryu
隆	ryū
青	ching
青	qing
青	tsing
播出	emissió
路線	rutes
路線	ruta
年度	any
宋	cançó
宋	song
歌手	cantants
歌手	singer
歌手	cantant
店	botiga
店	botiga
二十	vint
組織	organització
組織	teixit
組織	divisió
分類	classificacions
分類	classificar
分類	classificació
教授	catedràtic
教授	professor
盃	tassa
盃	cup
源	font
八	vuit
法國	frança
除了	excepte
文字	text
民族	etnicitat
民族	nacionalitats
主席	president
不過	però
文物	artefactes
文物	relíquies
老	antic
女子	dona
世紀	segle
鐵	planxa
鐵	ferro
德國	alemanya
票	bitllets
票	entrades
票	bitllet
動畫	anime
打	lluita
關係	relacions
關係	relacions
關係	relació
能力	capacitat
能力	capacitats
佛	buda
少	menys
模板	plantilles
模板	plantilla
頭	head
頭	capçal
個人	personals
個人	individu
個人	individuals
個人	individual
擁有	possessió
學生	estudiants
學生	alumnat
學生	alumnes
學生	alumne
學生	estudiant
南部	sud
語言	llengües
語言	idiomes
語言	idioma
語言	llenguatge
語言	llengua
模式	modes
模式	patró
模式	pautes
模式	patrons
模式	modalitat
模式	mode
相關	rellevant
相關	relacionat
相關	relacionada
相關	relacionats
決定	decideix
決定	decisió
決定	decisions
楊	jan
楊	yang
楊	yeo
方向	indicacions
方向	direccions
方向	direcció
方向	orientació
郭	guo
方法	metodologies
方法	mètode
方法	mètodes
影響	impacte
影響	impactes
影響	influència
影響	efectes
影響	influències
屬於	pertanyia
許多	moltes
許多	molts
第四	quart
第四	quarta
秀	soo
死	morts
死	dead
自治	autonomia
蘇	sue
甚至	inclús
開	oberta
開	oberts
開	open
開	obre
開	obert
見	veure
田	tian
只是	només
結束	final
巴西	brasil
共同	comunes
共同	comú
共同	comuns
出版社	editorial
出版社	editorials
提名	nominacions
提名	candidatures
提名	candidatura
提名	nominat
提名	nominada
保護	protegint
保護	protegir
保護	protecció
保護	protegit
加上	afegir
加上	afegeix
加上	plus
食	menjant
獨立	indie
獨立	independents
獨立	independent
獨立	independència
包含	conté
距離	distància
距離	distàncies
社會	societat
社會	societats
社會	socials
社會	social
加拿大	canadà
兩個	dos
兩個	dues
公尺	metres
公尺	mesurador
公尺	metre
公尺	metres
還	també
哥	germà
歐洲	europe
歐洲	europa
歐洲	european
像	com
像	like
鐵路	ferrocarril
鐵路	ferrocarrils
鐵路	ferrocarril
居民	residents
功能	funció
功能	funcionalitats
功能	característiques
功能	funcionals
功能	funcional
功能	característica
功能	funcionalitat
聯盟	union
聯盟	unió
聯盟	lliga
聯盟	aliança
聯盟	aliances
聯盟	coalició
利用	usa
利用	utilització
利用	ús
最終	eventualment
侵	assalt
侵	transgressió
雙	doble
網	web
網	xarxa
網	net
施	shi
量	quantitat
演員	elenc
演員	repartiment
演員	actors
演員	actriu
演員	actor
亞洲	asiàtics
亞洲	àsia
全球	globalment
全球	globus
全球	globe
全球	global
全球	globals
全部	tots
全部	totes
北部	nord
北部	northern
運動	esports
運動	esport
運動	sport
運動	moviment
中共	cpc
中共	pcx
毛	bruta
毛	bruts
毛	mao
草	herba
直到	fins
名字	nom
名字	denominació
地球	earth
地球	terra
死亡	defunció
死亡	mort
戰爭	guerra
戰爭	guerres
作曲	compon
作曲	componen
作曲	compondre
溪	creek
邦	pong
紅	roig
紅	vermell
紅	red
唱片	rècord
安全	assegurar
安全	assegureu
玉	jade
學院	academy
學院	academia
學院	acadèmia
學院	college
勝	sheng
豪	howe
原因	motius
原因	raons
原因	raó
原因	motiu
原因	causa
通過	via
通過	mitjançant
通過	passen
通過	passi
通過	pass
管	pipa
管	canonada
管	tub
強	forts
強	forta
強	fort
選舉	eleccions
辛	sheen
辛	pecat
漢	han
法律	llei
法律	lleis
革命	revolució
革命	revolucions
計劃	pla
計劃	plans
時代	vegades
男性	mascles
男性	masculí
男性	mascle
男性	homes
目的	finalitats
形式	forma
形式	formulari
形式	format
鄭	zheng
鄭	jeong
鄭	jung
基本	bàsic
基本	bàsics
基本	bàsiques
基本	basic
蔡	tsai
蔡	cai
蔡	choy
葉	fulla
葉	yip
單位	dependències
單位	unitats
單位	unitat
惠	megumi
修	arregla
科技	tecnologia
青年	juvenil
青年	jovent
青年	joventut
流	streaming
流	flux
流	cabal
流	fluxos
流	riera
蒙古	mongòlia
結果	resultats
結果	resultat
教	ensenyament
教	docència
解放	emancipació
解放	alliberament
解放	alliberades
解放	alliberada
祖	joe
體	cos
球隊	equips
球隊	equip
昌	cheong
左	esquerra
左	esquerre
戴	dai
戴	desgast
自然	naturalment
自然	naturals
自然	natural
自然	natura
自然	naturalesa
台北	taipei
澳門	macau
新的	nova
新的	nou
新的	noves
經濟	econòmic
經濟	econòmica
經濟	econòmics
經濟	economic
經濟	econòmiques
經濟	economia
傑	jie
傑	jay
切	tallat
切	retalla
切	talla
切	retallat
一起	junts
越南	vietnam
越南	vietnamita
越南	vietnamites
權	kwon
快速	ràpid
學	aprenentatge
學	aprèn
學	aprendre
學	apreneu
職業	ocupacions
職業	carrera
職業	professió
職業	carreres
職業	curses
職業	ocupació
團	regiment
相同	idèntiques
相同	idèntic
相同	mateixa
相同	mateix
類	classe
兵	soldat
分鐘	minuts
分鐘	minut
松	pi
松	pine
發	pèl
發	cabells
政策	pòlissa
政策	política
政策	polítiques
銀	plata
日期	data
日期	dates
單曲	singles
單曲	senzills
普通	ordinari
普通	ordinària
鰭	aletes
鰭	aleta
男子	homes
共和國	república
理由	motius
理由	raons
理由	raó
理由	motiu
南京	nanquín
交流	intercanvi
交流	intercanvis
總統	president
公分	centímetre
標準	criteris
標準	estàndards
標準	criteri
標準	estàndard
排名	ranking
排名	rànquing
排名	rànquing
排名	rang
表	taula
表	quadre
韓國	coreà
韓國	corea
韓國	korea
行動	acció
行動	funcionament
行動	operació
行動	accions
博士	metge
博士	doctor
立法	legislació
尾	cua
尾	cues
熱帶	tropical
議員	senador
議員	regidor
議員	congressista
漫畫	còmic
漫畫	còmics
漫畫	comic
漫畫	manga
短	curt
坑	fosses
坑	pou
大型	grans
凱	kai
凱	kay
生物	biològics
生物	biològic
生物	biologia
生物	organismes
生物	criatura
春	primavera
海軍	armada
海軍	naval
公路	camins
公路	carretera
公路	road
公路	autopista
作家	escriptor
作家	escriptores
作家	escriptors
空	buit
空	buida
雪	neu
雪	snow
牛	bestiar
牛	boví
牛	vaca
牛	bull
火	incendi
火	foc
攻擊	atacs
攻擊	atac
攻擊	assalt
值	valors
值	valor
十二	dotze
新加坡	singapur
新加坡	singapore
琳	lynn
西部	oest
西部	western
土	sòl
早期	primerenc
速度	velocitat
速度	velocitat
合併	fusiona
合併	fusionar
合併	consolidació
合併	fusions
建築	edifici
建築	edificació
建築	edificacions
建築	edificis
建築	construcció
建築	arquitectura
道路	camins
道路	carretera
道路	road
發表	edició
發表	publicant
發表	publicarà
發表	publicat
低	baix
低	baixes
庫	coop
色	color
樂	lok
轉	torn
仍然	encara
來自	from
天津	tianjin
技術	tècnic
技術	tècnics
技術	tecnologies
技術	tècnica
技術	tecnologia
技術	tècniques
主任	director
主任	directora
主任	realitzador
畢業	graduat
畢業	graduació
畢業	llicenciat
畢業	graduat
設	estableix
設	conjunt
機場	aeroport
機場	aeroports
威廉	guillem
威廉	william
館	pavelló
天主教	catolicisme
天主教	catòlic
天主教	catòlica
富	ric
富	rich
富	rics
千	mil
芬	aleta
程	cheng
房	room
房	sala
房	habitació
她的	ella
她的	her
太平洋	pacífic
太平洋	pacific
情況	situació
最初	inicialment
來源	font
來源	fonts
首都	capital
牌	cartes
牌	targetes
杯	tassa
杯	cup
廣告	anuncis
廣告	ads
廣告	publicitat
深	profunditat
深	deep
深	profunds
深	profund
描述	descrigui
描述	descriu
描述	descriure
描述	descripció
描述	expositiva
描述	descriptiva
描述	descriptives
描述	descripcions
皇帝	emperador
侯	hou
域	domini
域	dominis
團體	grups
流行	popular
流行	populars
流行	pop
潘	pam
潘	pan
計畫	pla
列車	tren
列車	entrena
列車	trens
環	anell
環	anells
環	anelles
環	repeteix
環	bucle
父	pare
不明	desconegut
不明	desconeguda
取代	substituït
取代	reemplaça
取代	substitueix
兄弟	germà
物理	física
物理	físic
底	bottom
底	fons
右	dret
右	dreta
武器	armes
武器	arma
顯示	espectacles
顯示	mostra
顯示	espectacle
制度	règim
報告	informe
報告	informant
報告	informes
秒	segons
秒	segon
秒	segona
秒	sec
第五	cinquè
第五	cinquena
雲	núvols
雲	núvol
雲	yun
小說	ficció
風	vent
程度	grau
導演	director
導演	directora
導演	realitzador
父親	pare
和平	pau
產生	generant
圈	cercles
圈	circumferència
圈	cercle
修改	modifica
修改	modificats
修改	modificades
修改	modificat
修改	modificació
直	recta
直	rectes
生產	fabricació
生產	producció
申請	aplicacions
申請	aplicació
單	single
谷	vall
谷	tani
魏	wei
巴黎	paris
巴黎	parís
家庭	famílies
家庭	família
家庭	familia
流域	conca
宗教	religió
宗教	religiós
宗教	religions
表演	realitzant
表演	escèniques
英格蘭	anglaterra
拜	adéu
聯合	conjunta
當地	localment
當地	local
當地	locals
不久	aviat
作用	rol
作用	rols
改革	reforma
改革	reformes
改革	reformat
改革	reformada
改革	reformar
藝術	arts
藝術	art
藝術	artístic
藝術	artística
藝術	artístics
球員	reproductor
球員	jugador
球員	jugadors
教區	parròquia
教區	diòcesi
處理	tramitació
處理	maneig
處理	mànec
處理	tramitació
處理	processament
香	encens
先生	senyor
寧	ning
建議	assessorament
建議	recomanacions
建議	suggerències
建議	suggeriments
建議	suggeriment
建議	recomanació
建議	proposta
旅	brigades
旅	brigada
虎	tiger
虎	tigre
超級	super
土地	terres
土地	land
彭	peng
四川	sichuan
曹	cao
展	exposició
特色	funcionalitats
特色	característiques
特色	característica
公園	park
公園	parc
公園	parcs
包	bossa
包	paquet
包	bao
包	envàs
包	manada
包	pack
中部	midlands
韋	wei
翼	tsubasa
翼	wings
翼	ales
孔	kong
孔	forat
麥	mak
盧	lou
十一	onze
十一	eleven
研究所	institut
研究所	instituts
協會	associació
協會	association
主演	protagonitzat
文學	literari
文學	literària
文學	literàries
文學	literatura
頻道	canals
頻道	canal
少年	teen
少年	júnior
少年	junior
少年	subalterns
舊	antic
大家	tothom
股份	participacions
泉	izumi
紀錄	rècord
紀錄	rècords
紀錄	registres
影片	films
影片	vídeo
影片	video
影片	film
身份	identitats
身份	identitat
基地	bases
基地	base
文件	fitxers
文件	arxius
文件	arxiu
文件	fitxer
電視劇	drama
更多	més
藍	blau
居住	residència
力量	força
板	matrícules
板	plaques
板	placa
板	juntes
秦	qin
浙江	zhejiang
禁	prohibit
船	nau
船	vaixell
文章	articles
意見	dictàmens
意見	comentaris
意見	observacions
意見	opinió
意見	dictamen
公主	princess
公主	princesa
同意	acordats
同意	acordat
同意	pactat
同意	acorden
同意	convenen
果	fruit
果	fruita
最多	max
最多	màx
十	deu
銀行	banks
銀行	bancs
銀行	bank
銀行	banc
非洲	àfrica
非洲	africà
非洲	african
媒體	mitjans
支援	suport
陵	mausoleu
第十	desena
第十	desè
拍攝	disparar
拍攝	filmació
拍攝	rodatge
拍攝	tiroteig
西藏	tibet
俄羅斯	rússia
節	festival
分析	analítiques
分析	analytics
分析	anàlisi
榮	rong
偉	wai
旗	banderes
旗	indicadors
旗	bandera
旗	estendard
行星	planeta
行星	planetària
行星	planetes
作者	escriptor
作者	autors
作者	escriptores
作者	escriptors
作者	autor
北海道	hokkaido
皇家	royal
皇家	reialesa
電子	electró
電子	electronic
電子	electrònica
三十	trenta
倫敦	london
倫敦	alpicat
倫敦	londres
範圍	intervals
範圍	interval
黨	party
黨	partit
黨	festa
微	micro
教堂	església
警察	policia
絲	seda
趙	zhao
趙	cho
帝國	imperi
原本	originàriament
原本	originalment
娛樂	recreació
娛樂	esbarjo
娛樂	oci
娛樂	entretenir
娛樂	entretingut
娛樂	entreteniment
娛樂	entertainment
坡	desnivell
坡	talussos
坡	poe
方案	programa
方案	programes
方案	programes
方案	programa
屋	casa
部隊	efectius
部隊	tropes
詞	paraula
詞	paraules
洞	forat
洞	cova
洞	dong
影	ombres
影	ombra
影	shadow
速	velocitat
黎	lai
會議	conferència
會議	reunions
會議	sessió
會議	reunió
會議	trobada
資訊	informació
豐	yutaka
戰鬥	batalla
戰鬥	lluitant
戰鬥	lluita
項目	projecte
項目	elements
項目	projectes
玩家	reproductor
玩家	jugador
玩家	gamer
玩家	jugadors
限制	limitacions
限制	restriccions
限制	limitació
限制	restricció
限制	límit
電腦	ordinador
電腦	ordinadors
創作	creacions
創作	creació
創作	creatius
創作	creativa
創作	creative
創作	creatiu
創作	creatives
引擎	motor
引擎	dorsal
引擎	motors
引擎	dorsals
執行	executa
執行	execució
英雄	heroes
英雄	herois
英雄	heroi
下午	tarda
透過	mitjançant
反對	objecció
反對	oposició
興	xing
興	hing
小時	hores
小時	hora
昂	ang
昂	aung
不足	insuficient
不足	insuficients
體育	esport
體育	sport
體育	esports
洲	chau
投入	input
投入	aportació
有些	alguns
有些	algunes
元素	elements
元素	ingredients
元素	elementals
元素	element
宇	woo
任命	nomenaments
任命	designació
任命	cita
任命	nomenament
解	resoldre
解	resol
跨	trans
王朝	dinastia
區域	zona
區域	àmbit
區域	àrea
區域	regió
區域	regions
以前	abans
報	periòdic
報	periódico
報	diari
分子	molecular
分子	molècula
分子	molècules
隧道	túnel
隧道	túnels
孫	sol
崔	choi
崔	cui
禮	ritu
申	shin
湖南	hunan
雜誌	revista
雜誌	revistes
有效	vàlida
有效	vàlid
有效	efectiu
平台	plataforma
平台	plataformes
概念	concepte
概念	noció
概念	conceptes
議會	parlament
議會	parlaments
傳統	tradicional
傳統	tradicionals
傳統	tradició
傳統	tradicions
夏季	estiu
照片	fotografies
照片	fotografía
照片	fotografiar
照片	fotografia
照片	fotografies
照片	fotos
照片	foto
核	nuclear
核	nucli
停止	atura
停止	stop
公開	públic
公開	públics
公開	public
公開	públiques
仙	fada
仙	xian
劍	espases
劍	espasa
機構	agència
機構	institucions
機構	institució
帶	cinturó
操作	funcionament
操作	operació
人類	humans
人類	humà
人類	humans
市場	mercat
市場	mercats
市場	mercat
飛	fly
飛	volant
軍事	militars
軍事	militar
協助	assistència
協助	coadjuvar
協助	assistits
協助	assistida
協助	assistit
橋	pont
橋	bridge
橋	ponts
調查	enquestes
調查	survey
調查	enquesta
調查	investigar
調查	investigacions
投	elenc
投	repartiment
投	pitch
忠	chung
主教	bisbe
主教	alfil
孟	meng
紀念	memorial
紀念	record
紀念	souvenir
紀念	commemoratives
紀念	commemorativa
紀念	commemoratius
紀念	record
紀念	commemoració
地點	lloc
地點	place
地點	localització
地點	ubicació
地點	emplaçament
地點	llocs
地點	ubicacions
地點	localitzacions
颱風	tifó
決賽	finals
大臣	ministre
柳	yoo
柳	ryu
柳	ryū
沈	shen
人工	artificial
守	mamoru
移動	mou
陸軍	exèrcit
法院	cort
法院	tribunal
法院	jutjat
法院	tribunals
留	estada
電	electricitat
電	elèctric
電	electric
運動員	atleta
運動員	esportista
運動員	esportistes
運動員	atletes
運動員	esportista
夢	somia
夢	somiar
夢	somni
夢	somnis
祥	xiang
羅馬	roma
科學	ciència
科學	ciències
烏克蘭	ucraïna
啟用	habilita
啟用	habilitat
啟用	activa
皇后	emperadriu
皇后	queen
皇后	reina
肯	ken
九龍	kowloon
柱	columna
柱	pilar
動物	animals
動物	animal
佛教	budisme
佛教	budista
精神	espiritual
精神	esperit
精神	mental
企業	negoci
企業	negocis
企業	enterprise
核心	core
核心	nucli
核心	nucli
核心	nucli
環境	entorn
環境	entorns
河南	henan
冰	gel
第七	setena
第七	setè
甘	gan
飛機	aeronau
飛機	aeronaus
飛機	plànol
飛機	avió
飛機	avió
詹	zhan
太陽	sol
太陽	solar
深圳	shenzhen
瑞典	suècia
廳	hall
關	guan
關	apagat
關	off
竹	bambú
福建	fujian
選擇	selecció
選擇	escolliu
選擇	tria
選擇	escollir
選擇	escull
選擇	seleccioneu
選擇	selecciona
選擇	elecció
陶	tao
珠	beads
比較	comparació
比較	compare
比較	compara
比較	comparar
比較	comparatiu
比較	comparacions
類似	similars
類似	semblants
類似	similar
眼	ulls
眼	eyes
眼	ull
澤	chak
妻子	esposa
秋	tardor
雨	pluja
編號	numeració
編號	número
編號	nombre
亭	quiosc
溫	wen
思想	pensament
思想	pensaments
破壞	sabotatge
破壞	destrucció
重建	reconstruir
重建	reconstrucció
第六	sisena
第六	sisè
基督教	christian
基督教	cristià
基督教	cristianisme
南方	sud
洋	hiroshi
洋	oceà
洋	ocean
公民	cívic
公民	civic
公民	ciutadans
公民	ciutadà
燕	empassar
燕	yan
改善	millores
改善	millorat
改善	milloren
改善	millorar
改善	millora
鐵道	ferrocarril
鐵道	ferrocarrils
鐵道	ferrocarril
蘇聯	urss
製造	fabricació
製造	fabricat
製造	fabricats
製造	fabricació
敏	min
網路	web
網路	internet
網路	networking
網路	xarxa
網路	xarxes
炮	canó
炮	pistola
炮	arma
岩	roques
岩	roca
岩	rock
排	fila
排	filera
朋友	amics
朋友	amistats
朋友	amistat
朋友	amic
離開	excedència
十六	xvi
十六	setze
有人	algú
生命	vida
生命	life
找到	trobat
找到	troba
找到	trobi
找到	trobeu
十五	quinze
油	oli
油	olis
調	sintonia
賢	hyun
更新	actualitzat
更新	actualització
更新	actualitzacions
降	descendent
彈	reprodueix
艦	nau
層	capes
層	capa
主題	temes
主題	temàtica
主題	tema
主題	temàtica
主題	tema
主題	temes
主題	assignatura
主題	subjecte
主題	subjectes
球場	estadi
球場	stadium
返回	retorna
返回	rendiments
返回	retornar
返回	retorn
返回	devolució
