है	hai
अलग	atskirtas
अलग	atskirta
विशेष	išimtinė
विशेष	išimtinę
विशेष	išimtinis
विशेष	specialių
माना	laikoma
माना	mana
माना	spėjama
माना	tariamai
शब्द	žodžiai
शब्द	žodžiai
फिर	tada
पुरस्कार	prizo
पुरस्कार	prizas
पुरस्कार	prizą
पुरस्कार	premija
पुरस्कार	apdovanojimai
पुरस्कार	prizų
पुरस्कार	atlygis
पुरस्कार	atlygį
लेख	disertaciją
अब	dabar
अमेरिका	amerikoje
अमेरिका	amerika
अमेरिका	amerikos
मंदिर	šventyklą
स्थल	vieta
इतिहास	istorijos
इतिहास	istorija
फ़िल्म	filmas
फ़िल्म	filmai
फ़िल्म	filmas
फ़िल्म	plėvelė
जाना	gyvybingumas
जाना	gyvybingumą
व्यक्ति	individualizmas
विज्ञान	mokslas
विज्ञान	mokslo
सदस्य	abonentams
हालांकि	nors
सिंह	singh
अनेक	daug
यहां	čia
यहां	cia
अपना	tavo
अपना	savo
अपना	jūsų
बात	daiktas
बात	dalykas
बात	kalbėti
शिक्षा	švietimas
शिक्षा	išsilavinimas
शिक्षा	mokslą
दिल्ली	delis
धर्म	religijų
धर्म	religijos
धर्म	dharma
मूल	kilmė
मूल	kilme
मूल	originalai
तब	tada
संयुक्त	jungtinės
संयुक्त	jungtinė
संयुक्त	kombinuotosios
युद्ध	karas
युद्ध	karo
युद्ध	karui
नदी	upės
नदी	upė
वाला	vala
काल	vadina
वर्षों	teritorijoms
स्टेशन	stotis
स्टेशन	stoties
स्टेशन	stotys
बड़े	didelių
बड़े	dideli
बड़े	didelis
बड़े	didelės
बड़े	dideli
बड़े	didysis
बड़े	didelis
मध्य	vidurys
मध्य	artimųjų
राजा	karalius
विश्वविद्यालय	universitetų
विश्वविद्यालय	universitetai
विश्वविद्यालय	universitetas
जून	birželis
जून	birželis
जून	birželio
उसकी	jo
बन	bun
अर्थ	artha
अप्रैल	balandis
महत्वपूर्ण	esminė
प्रामाणिक	autentiškas
प्रामाणिक	autentiški
आप	tu
किए	coa
अक्टूबर	sp
अध्ययन	tyrimai
विभाग	departamentas
विभाग	kvadratas
विभाग	departamentai
आम	mango
आम	bendras
आम	dažni
स्थिति	būsena
स्थिति	statusą
स्थिति	būklė
स्थिति	būsenos
प्रभाव	poveikio
आदर्श	idealizmas
आदर्श	idealus
आदर्श	idealu
आदर्श	idol
अमेरिकी	amerikos
अमेरिकी	amerikiečiai
आज	šiandienos
आज	šiandien
स्थापित	įdiegti
स्थापित	įdiegtas
स्थापित	įdiegta
स्थापित	įkurta
चाहिए	turėtų
काफी	gana
बड़ी	didelių
बड़ी	dideli
बड़ी	didelis
बड़ी	didelės
बड़ी	dideli
बड़ी	didysis
बड़ी	didelis
शक	abejonės
प्रभा	pera
श्री	šri
उदाहरण	iliustracija
उसका	jo
स्थापना	įrenginio
स्थापना	diegimas
स्थापना	įrenginys
स्थापना	įrengimas
स्थापना	montavimas
स्थापना	įrenginiai
स्थापना	įrengimai
स्थापना	įsteigimas
कंपनी	bendrovė
कंपनी	įmonė
कंपनी	bendrovės
कंपनी	kompanija
बड़ा	didelių
बड़ा	dideli
बड़ा	didelis
बड़ा	didelės
बड़ा	dideli
बड़ा	didysis
बड़ा	didelis
बड़ा	puikiai
बड़ा	puiku
बड़ा	puiki
जहां	kur
विचार	idėja
विचार	mintis
विचार	idėjų
विचार	idėjos
विचार	mintimis
विचार	mintys
इसलिए	todėl
सामान्य	bendri
सामान्य	bendra
सामान्य	bendrieji
सामान्य	bendras
सामान्य	dažni
पुलिस	policija
पुलिस	policijos
वर्ग	klasės
वर्ग	klasė
शरीर	kūno
शरीर	kūnas
अंग्रेजी	anglų
माध्यम	vidutinės
मानव	žmonijos
मानव	žmogaus
मानव	žmogus
हर	har
हर	hur
पिता	tėvas
समाज	visuomenė
आधुनिक	moderni
ध्यान	meditacija
ध्यान	dėmesį
ध्यान	dėmesio
हिंदी	hindi
सभा	susirinkimas
सभा	mazgas
सभा	surinkimo
सभा	rinkti
परिवार	šeima
परिवार	šeimos
परिवार	šeimyna
रंग	spalva
रंग	spalvos
रंग	dažai
रंग	dažikliai
रंग	spalvų
रंग	spalvos
रंग	spalvų
रंग	spalva
बाहर	lauko
बाहर	lauke
खेल	žaisti
खेल	groti
खेल	žaidimas
खेल	žaidimų
खेल	žaidimai
खेल	sportui
खेल	sporto
खेल	sportas
जहाँ	kur
समान	vienalytis
दूर	šalin
पता	adresus
पता	adresai
पता	adresas
शक्ति	galios
शक्ति	galia
ब्रिटिश	britanijos
ब्रिटिश	britai
ब्रिटिश	britų
कला	meno
कला	menas
कला	menų
घर	namas
संस्कृत	sanskritas
प्रकाशित	publikuoti
प्रकाशित	paskelbia
सेना	armijos
सेना	kariuomenė
सेना	armija
रेलवे	geležinkelis
रेलवे	geležinkeliai
पश्चिम	vakarų
पश्चिम	vakarai
क्या	kas
क्या	ko
क्या	kokie
अगस्त	aug
प्रदर्शन	pasirodymai
मार्ग	maršrutas
मार्ग	būdu
मार्ग	būdas
पर्यटन	turizmo
पर्यटन	turizmas
लगा	veltinio
सहायता	pagalbos
सहायता	pagalba
मृत्यु	mirtis
मृत्यु	mirties
स्वयं	save
आवश्यक	skubus
आवश्यक	skubiai
देखा	atrodė
देखा	stebėjo
उत्पादन	gamyba
उत्पादन	gamybos
अभी	dabar
संघ	federacija
संघ	federacijos
संघ	asociacijos
संघ	asociacija
यात्रा	kelionėms
यात्रा	kelionei
यात्रा	kelione
यात्रा	kelionės
यात्रा	kelionė
यात्रा	kelione
यात्रा	kelionė
यात्रा	kelione
यात्रा	kelionė
मात्रा	kiekis
रचना	kūryba
रचना	laikinojo
रचना	sudėtis
जगह	kosmosas
भिन्न	atskiros
लोक	loka
लोक	liaudis
सब	sab
पूरा	atliktas
पूरा	baigtos
पूरा	pilnas
पूरा	visu
आवश्यकता	reikalavimui
आवश्यकता	reikalavimai
आवश्यकता	reikalavimas
प्रकाश	žiburiai
प्रकाश	šviesos
चिकित्सा	terapija
चिकित्सा	gydymas
कार्यक्रम	renginiai
कार्यक्रम	įvykiai
कार्यक्रम	įvykių
पुराने	senas
भगवान	dievas
भगवान	ooo
भगवान	bhagavan
भगवान	viešpatie
लिखा	parašiau
लिखा	parašė
लिखा	rašė
संस्थान	institutas
संस्थान	institutų
संस्कृति	kultūra
संस्कृति	kultūros
अंग्रेज़ी	anglų
पूर्ण	tobulos
पूर्ण	tobulas
पूर्ण	tobula
पूर्ण	pilnas
पूर्ण	visu
पूर्ण	atliktas
पूर्ण	baigtos
परिवर्तन	transformacija
परिवर्तन	transformacijos
टीम	komandos
टीम	komandas
टीम	komanda
चर्चा	diskusijos
चर्चा	aptarimas
चर्चा	diskusija
संगठन	įstaiga
संगठन	organizacija
शैली	stilius
शैली	šeli
स्कूल	mokykla
स्कूल	mokykla
स्कूल	mokyklos
पुस्तक	knygą
पुस्तक	knyga
संस्करण	versijos
संस्करण	versijų
खिलाड़ी	žaidėjai
खिलाड़ी	žaidėjų
खिलाड़ी	sportininkas
खिलाड़ी	žaidėjas
ट्रेन	traukiniai
सीमा	sima
सीमा	pasienio
पश्चिमी	vakarų
व्यवस्था	susitarimas
व्यवस्था	susitarimo
व्यवस्था	išdėstymas
राजधानी	sostinės
राजधानी	kapitalas
राजधानी	kapitalo
दर्शन	filosofijos
दर्शन	filosofija
विधि	metodai
विधि	metodas
अवधि	laikotarpius
अवधि	laikotarpiai
सिद्धांत	teorijos
सिद्धांत	teorija
सिद्धांत	dogma
कलाकार	atlikėjai
कलाकार	menininkai
कलाकार	atlikėjas
बैंक	bankas
ज्यादा	daugiau
अंतिम	galutiniai
अंतिम	galutinis
अंतिम	galutinė
अंतिम	finalas
विशिष्ट	konkrečių
हिन्दू	indu
लाल	raudona
पूर्वी	rytų
पूर्वी	rytų
समर्थन	patvirtinimų
व्यापार	verslo
व्यापार	įmonė
व्यापार	verslas
महिला	moteris
महिला	ledi
महिला	dama
महिला	damos
महिला	moteris
महिला	patelės
महिला	moterys
महिला	moterų
महिला	patelė
परियोजना	projekto
परियोजना	projektas
जीवित	gyva
जीवित	gyvi
जीवित	gyvas
जीवित	išgyventi
नामांकन	paskyrimas
अभिनेता	aktoriai
अभिनेता	veikėjai
अभिनेता	aktorė
अभिनेता	aktorius
क्षमता	pajėgumas
क्षमता	pajėgumai
क्षमता	talpa
क्षमता	gebėjimas
क्षमता	gebėjimą
क्षमता	gebėjimai
क्षमता	geba
वो	ji
वो	jai
गति	greitis
गति	greitis
गति	greičio
गति	judėjimas
होगा	bus
भर	užpildyta
पुत्र	sūnus
नियंत्रण	kontrolė
प्रभावित	sužavėtas
छत्तीसगढ़	čhatisgarhas
वर्णन	apibūdinimas
क्रिकेट	kriketo
एशिया	azija
कहानी	istorijos
कहानी	pasakojimas
कहानी	istorija
कहानी	pasakojimo
वृद्धि	augimas
वृद्धि	augimo
सुरक्षा	apsauga
सुरक्षा	apsaugos
सुरक्षा	saugos
सुरक्षा	sauga
लोकप्रिय	dažniausi
कवि	poetas
हिस्सा	dalies
हिस्सा	dalis
पद	perspektyvas
हाथ	ranka
युग	juga
चुनाव	rinkimai
चुनाव	rinkimai
चुनाव	rinkimų
व्यक्तिगत	asmeninis
व्यक्तिगत	individualizmas
निर्मित	statybų
सामग्री	medžiaga
सामग्री	medžiagų
सामग्री	medžiagos
ऊर्जा	energija
ऊर्जा	energetika
घटनाएँ	renginiai
घटनाएँ	įvykiai
घटनाएँ	įvykių
ली	li
ली	lee
ली	ly
वैज्ञानिक	mokslininkas
वैज्ञानिक	mokslininkai
उद्देश्य	tikslai
उद्देश्य	siekiama
उद्देश्य	tikslas
उद्देश्य	paskirtis
उद्देश्य	tikslas
प्रान्त	provincija
ऐतिहासिक	istorinis
ऐतिहासिक	istorinė
ऐतिहासिक	istoriniai
ऐतिहासिक	istorinis
ऐतिहासिक	istorinė
सर्वश्रेष्ठ	geriausi
सर्वश्रेष्ठ	geriausia
सर्वश्रेष्ठ	aukščiausia
सर्वश्रेष्ठ	geriausios
सर्वश्रेष्ठ	geriausias
धार्मिक	religinių
द्वीप	sala
द्वीप	islandija
द्वीप	islandijos
द्वीप	salos
यही	precedentas
रेल	geležinkeliai
रेल	geležinkelis
रेल	geležinkelis
रेल	geležinkelių
रेल	geležinkeliai
रेल	traukiniai
पदार्थ	medžiaga
पदार्थ	medžiaga
पदार्थ	medžiagų
पदार्थ	medžiagos
तथ्य	faktai
तथ्य	faktas
लाभ	pranašumą
लाभ	pranašumas
लाभ	pelnas
लाभ	pelno
लाभ	naudos
साम्राज्य	imperija
साम्राज्य	monarchija
देवी	deivė
देवी	devi
व्यापक	platus
व्यापक	platus
व्यापक	plati
प्रबंधन	tvarkyti
परीक्षण	bandymo
परीक्षण	bandomoji
परीक्षण	bandymas
परीक्षण	testai
परीक्षण	bandymai
परीक्षण	bandymai
आन्ध्र	andhra
गीत	dainas
गीत	dainos
गीत	dainų
गीत	tekstus
गीत	tekstai
गीत	daina
गीत	dainos
गणना	skaičiuoti
गणना	apskaičiavimas
गणना	skaičiavimas
गणना	apskaičiuoti
खोज	žvalgyba
खोज	žvalgybos
खोज	žvalgymo
खोज	atradimas
व्यवहार	elgtis
योगदान	įnašas
योगदान	indėlis
योगदान	įnašai
योगदान	įmokos
प्रतिशत	procentas
सही	tobulos
सही	tobulas
सही	tobula
सही	tiesa
सही	tikra
पुरुष	vyrai
पुरुष	patinas
पुरुष	patinų
पुरुष	vyrai
पुरुष	vyras
पुरुष	puruša
पुरुष	vyru
पुरुष	vyras
पुरुष	žmogus
छोटी	trumpa
छोटी	trumpi
छोटी	trumpai
छोटी	trumpas
सूचना	info
सूचना	pranešimo
सूचना	pranešimas
सूचना	informacija
राम	ram
राम	rama
नवम्बर	nov
माता	mata
पीछे	atgal
दल	įgula
दल	įgulos
दल	kohortos
मीटर	metrų
मीटर	metras
मीटर	metrai
मीटर	metrų
क्रिया	veiksmas
गूगल	google
कॉलेज	kolegijose
कॉलेज	koledžas
कॉलेज	kolegijos
कॉलेज	kolegija
कॉलेज	koledžo
विवाह	vestuvės
विवाह	vestuves
विवाह	santuokų
विवाह	santuokos
विवाह	santuoka
विवाह	vestuvės
विवाह	vestuves
सुधार	reformos
सुधार	gerinimo
सुधार	pagerėjimas
समाप्त	baigti
समाप्त	užbaigti
समाप्त	atliktas
समाप्त	baigtos
समाप्त	baigęs
करें	toc
प्रौद्योगिकी	technologijos
प्रौद्योगिकी	technologija
प्रौद्योगिकी	technologijų
महत्व	svarbą
शब्दों	žodžiai
चीनी	kinų
चीनी	kinijos
चीनी	kinas
स्वास्थ्य	sveikata
सहायक	ass
सहायक	asistentas
सहायक	padėjėjas
सहायक	naudinga
सहायक	padėjėjas
सहायक	pagalbininkas
बंद	uždaryti
बंद	glaudžiai
बंद	užverti
बंद	uždaryta
बंद	uždara
किलोमीटर	kilometrai
किलोमीटर	kilometre
किलोमीटर	kilometrai
किलोमीटर	kilometrų
जिसने	kas
जिसने	kurie
इंग्लैंड	anglija
इंग्लैंड	anglijos
इंग्लैंड	england
इंग्लैंड	ganykla
इंग्लैंड	eng
लाख	lac
सफल	sėkmingai
सफल	sėkmė
सफल	sėkmės
पहचान	identifikavimo
पहचान	identifikacija
पहचान	identifikavimas
पहचान	tapatybę
पहचान	tapatybė
पहचान	tapatybės
पहचान	tapatumas
राष्ट्र	tautos
राष्ट्र	tauta
संग्रह	kolekcijos
भीतर	viduje
मौजूद	egzistuoti
रक्त	kraujas
कांग्रेस	kongresas
सम्मान	pagarba
सम्मान	garbės
सम्मान	garbė
नृत्य	šokio
संकेत	užuomina
संकेत	signalo
संकेत	signalas
संकेत	simbolis
संकेत	pulkininkas
संकेत	užuominos
स्वतंत्रता	nepriklausomybės
स्वतंत्रता	nepriklausomybė
स्वतंत्रता	nepriklausomumas
स्वतंत्रता	savarankiškumas
यौगिक	junginys
विद्यालय	mokykla
विद्यालय	mokykla
विद्यालय	mokyklos
विशाल	didžiuliai
विशाल	milžiniškas
विशाल	didžiulė
विशाल	dideles
विशाल	didžiulis
विशाल	didelių
विशाल	dideli
विशाल	didelis
विशाल	masiškai
विशाल	didžiulis
बंगाल	bengalijos
कानून	įstatymai
जैन	jain
महान	puikiai
महान	puiku
महान	puiki
बल	force
भाई	broli
भाई	brolis
उपचार	gydymas
निजी	asmeninis
मिला	gavo
मिला	mila
वंश	dinastija
प्रारंभिक	išankstinis
परन्तु	bet
मनुष्य	žmonijos
मनुष्य	žmogaus
मनुष्य	žmogus
मनुष्य	vyru
मनुष्य	vyras
मनुष्य	žmogus
उपकरण	įrenginiai
उपकरण	prietaisai
उपकरण	įrangos
उपकरण	įranga
उपकरण	prietaisai
उपकरण	įrenginys
उपन्यास	romanas
ऑफिस	tarnyba
ऑफिस	biuro
ऑफिस	biuras
अनुमति	leidžiama
अनुमति	absoliutus
हवाई	havajų
गांव	kaimo
गांव	kaime
गांव	jonava
गांव	kaimas
पटना	patna
साधारण	vidutiniškas
साधारण	bendri
साधारण	bendra
साधारण	bendrieji
पंजाब	pendžabo
पर्वत	kalnų
पर्वत	kalnas
अनुवाद	vertimo
अनुवाद	vertimas
अनुवाद	išversti
अनुवाद	vertimai
मान	vertė
टीवी	televizijos
टीवी	televizija
चला	vykdyti
कथा	katha
कथा	pasakojimo
भोजन	maistas
भोजन	miltų
भोजन	miltai
मॉडल	modelių
मॉडल	modeliai
मॉडल	modelis
प्रकाशन	leidyba
प्रकाशन	leidybos
प्रांत	provincija
अतः	todėl
मिलियन	milanas
मिलियन	milano
मिलियन	milijonus
मिलियन	milijonų
मिलियन	milijonai
संचालित	valdomi
उससे	jį
विधानसभा	susirinkimas
विधानसभा	mazgas
विधानसभा	surinkimo
मन	protas
मन	mann
ऑस्ट्रेलिया	australija
उम्र	amžiaus
उम्र	amžius
सागर	jūra
सागर	jūros
सक्रिय	įjungtas
सक्रिय	būdvardis
सक्रिय	aktyviai
सक्रिय	aktyvi
सक्रिय	aktyvus
आया	aya
आया	atėjau
आया	atėjo
निश्चित	tikras
अभिनेत्री	aktorė
कृपया	prašom
कृपया	prašau
जर्मनी	vokietija
जापान	japonija
जापान	japonijos
वस्तु	medžiaga
वस्तु	objektų
राज्यों	narės
विजेता	laimėtojas
विजेता	laimėtojus
विजेता	laimėtojai
विजेता	nugalėtojai
बाजार	rinka
लीग	lygos
लीग	lyga
खान	khan
वास्तविक	tikras
वास्तविक	faktinės
वास्तविक	tikros
वास्तविक	tikra
इलाहाबाद	alahabadas
चैनल	kanalais
चैनल	kanalai
चैनल	chanel
राज	raj
सात	vii
योग्य	kvalifikuota
समुद्र	jūra
समुद्र	jūros
प्रारंभ	starto
वीडियो	video
वीडियो	vaizdai
वीडियो	videos
वन	miškas
मत	balsai
मत	balsų
संभव	įmanoma
नेटवर्क	tinklai
नेटवर्क	tinklų
बौद्ध	budistų
घटना	incidentas
प्रकृति	pobūdžio
प्रकृति	gamta
प्रकृति	prigimtis
मूल्य	kaina
मूल्य	kainos
मूल्य	vertė
रोचक	įdomu
रोचक	įdomus
क्लब	klubas
क्लब	klubai
अरब	arabų
चरण	etapai
चरण	žingsniai
नाटक	drama
नाटक	dramos
विरोध	protestas
विरोध	protestai
विरोध	protestas
विरोध	protestuoti
विरोध	svyravimų
विरोध	opozicijos
विरोध	konfliktų
विरोध	konfliktas
अंतर	skirtumas
संरचना	tekstūra
संरचना	sudėtis
सीमित	siauros
सीमित	siauras
सीमित	siaura
पत्रिका	lapą
पत्रिका	žurnalas
तेल	naftos
तेल	alyva
तेल	aliejus
काव्य	poetiškas
छोटा	trumpa
छोटा	trumpi
छोटा	trumpai
छोटा	trumpas
छोटा	mažučiai
औसत	vidutiniškas
विश्वास	tikėjimą
विश्वास	tikėjimo
विश्वास	tikėjimas
विश्वास	įsitikinimas
रक्षा	apsaugoti
रक्षा	gynyba
रक्षा	gynybos
रक्षा	gynyba
रक्षा	gynybos
निर्माता	gamintojai
निर्माता	gamintojas
निर्माता	gamintojas
विद्युत	elektra
विद्युत	elektros
वायु	akių
वायु	vėjas
वायु	oro
वायु	oras
निर्भर	kontingento
लिखे	rašyti
बस	autobusas
बस	autobuso
बस	autobusų
बस	tiesiog
बस	tik
बस	tiesiog
गुरु	guru
महाराष्ट्र	maharaštros
महिलाओं	patelių
महिलाओं	patelės
महिलाओं	moterys
धारा	stream
प्रेम	balandėliai
प्रेम	myliu
प्रेम	meile
प्रेम	meilės
प्रेम	meilė
इंजन	varikliai
आंदोलन	judėjimas
कृष्णा	krišna
सफलता	sėkmė
सफलता	sėkmės
विधान	įstatymai
रासायनिक	cheminis
रासायनिक	cheminė
कृष्ण	krišna
चलता	vaikšto
डॉलर	dolerių
डॉलर	doleris
डॉलर	dolerių
बच्चे	vaikas
बच्चे	vaikui
मन्दिर	šventyklą
पूजा	pūdža
पूजा	maldos
भारी	sunkus
भारी	galinga
पत्नी	žmona
मान्यता	tikėjimo
मान्यता	tikėjimas
मान्यता	įsitikinimas
इंडिया	indija
इंडिया	indijos
कप	taurė
कपूर	kapoor
तरीके	būdais
उचित	sąžiningą
उचित	tinkamai
सड़क	gatvė
सड़क	gatvės
सड़क	kelias
सड़क	kelių
सड़क	kelio
विदेशी	užsienio
सूत्र	formulę
सूत्र	formulės
सूत्र	formulė
सूत्र	sutra
जीव	padarai
जीव	organizmas
जिनके	kieno
बाल	bal
झील	ežeras
यद्यपि	nors
स्वामी	savininkas
स्वामी	savininkai
सिर्फ	tik
सिर्फ	tik
सिर्फ	tiesiog
कश्मीर	kašmyro
सुविधा	naudingumo
सुविधा	naudingumas
पिछले	ankstesnė
पिछले	ankstesnis
पिछले	ankstesnių
आयु	ilgaamžiškumas
आयु	amžiaus
आयु	amžius
आयु	amžiaus
प्रचार	skatinimas
प्रचार	propagavimas
प्रचार	skatinimo
प्रचार	skatinti
प्रचार	propaganda
प्रशिक्षण	mokymai
प्रशिक्षण	mokymas
प्रशिक्षण	mokymo
फ़रवरी	vasaris
उल्लेखनीय	nepaprastas
रेडियो	radijas
रेडियो	radijo
डिजाइन	dizaino
डिजाइन	projektavimas
डिजाइन	dizaino
डिजाइन	dizainas
कंप्यूटर	kompiuteris
मंत्री	ministrai
मंत्री	ministrų
तत्व	elementai
तत्व	elementas
आगरा	agra
जिन	jin
जिन	dzin
जिन	gin
आपको	tu
सहयोग	bendradarbiavimas
सहयोग	bendradarbiavimo
गैस	dujos
राय	nuomonės
राय	rojus
कनाडा	kanada
कनाडा	kanadoje
कनाडा	kanados
विश्लेषण	sunaikinimo
विश्लेषण	paskirstymas
विश्लेषण	analizė
विश्लेषण	analitikai
लक्ष्य	taikiniai
लक्ष्य	tikslai
लक्ष्य	tikslų
तमिल	tamilų
पार्क	park
पार्क	parkas
पार्क	parkai
मिट्टी	molis
मिट्टी	molio
मिट्टी	purvo
निकट	neišvengiamą
निकट	arti
निकट	netoli
क्रम	seka
बनने	tampa
मिली	gavo
ग्राम	gramo
शायद	gal
शायद	galbūt
शायद	galbūt
शायद	tikriausiai
शायद	greičiausiai
लिंक	nuorodos
निर्देशक	direktorius
लक्षण	simptomai
संपर्क	paskiria
संपर्क	kontaktas
वित्तीय	finansiniai
वित्तीय	finansinis
गंगा	ganga
महीने	mėnesiai
सुरक्षित	saugomų
सुरक्षित	saugi
सुरक्षित	rezervuota
लगातार	nuolat
पद्म	padma
भूगोल	geometrijos
भूगोल	geometrija
भूगोल	gaublį
भूगोल	geografija
बेहतर	geresnė
बेहतर	geresnis
बेहतर	gerėja
बेहतर	geriau
एल्बम	albumai
योग	jogos
गुजरात	gudžarato
संस्था	įstaiga
संस्था	institucija
संविधान	konstitucija
शीर्षक	antraštė
अवसर	galimybė
अवसर	galimybės
अंक	balu
अंक	balai
प्रसाद	prasadas
स्पेन	ispanija
स्पेन	ispanijos
गांधी	gandis
हमेशा	visada
जोखिम	pavojus
तापमान	temperatūrą
तापमान	temperatūra
शाखा	filialai
शाखा	šakos
शाखा	filialas
शाखा	šaka
प्रतीक	simboliai
प्रतीक	simbolis
प्रतीक	pulkininkas
करीब	arčiau
करीब	išsamiai
करीब	uždaryti
करीब	glaudžiai
करीब	užverti
चक्र	ratas
चक्र	rato
चक्र	čakra
चक्र	ciklų
चक्र	ciklai
चक्र	ciklas
प्राथमिक	išankstinis
गुण	atributas
गुण	požymis
गुण	savybė
गुण	turtas
गुण	nuosavybė
गुण	ypatybės
गुण	požymiai
महल	pilies
निधन	mirtis
निधन	mirties
बराबर	lygu
मिनट	minutė
मिनट	minutę
मिनट	min
फिल्मों	filmai
फिल्मों	filmus
व्यवसाय	verslo
व्यवसाय	įmonė
व्यवसाय	verslas
संरक्षण	išsaugojimo
संरक्षण	išsaugojimas
संरक्षण	apsauga
संरक्षण	apsaugos
प्रस्ताव	pasiūlymus
प्रस्ताव	siūlymai
प्रस्ताव	pasiūlymai
रिपोर्ट	ataskaita
हिस्से	dalies
हिस्से	dalis
मुस्लिम	musulmonų
रिकॉर्ड	rekordas
परिषद	konfederacija
परिषद	konfederacijos
संघर्ष	kova
संघर्ष	konfliktas
तकनीक	tech
तकनीक	technika
तकनीक	technologijos
तकनीक	technologija
तकनीक	technologijų
फल	vaisiai
फल	vaisiai
फल	vaisių
कैसे	kaip
कार्बनिक	ekologinio
शाह	shah
विवरण	apibūdinimas
शादी	santuokos
शादी	santuoka
शादी	vestuvės
शादी	vestuves
पात्र	konteineris
वेब	interneto
वेब	žiniatinklio
चेन्नई	čenajus
परमाणु	branduolinės
परमाणु	branduolinis
परमाणु	atominė
परमाणु	atominės
परमाणु	atomas
आक्रमण	invazija
आक्रमण	ataka
केरल	kerala
जांच	bandymo
जांच	bandomoji
जांच	bandymas
पत्थर	akmens
टेनिस	teniso
पारंपरिक	tradicinės
पारंपरिक	tradiciniai
पारंपरिक	tradicinė
अकादमी	akademija
देव	dev
देव	deo
युक्त	ukrainoje
युक्त	ukraina
अभियान	kampanija
अभियान	kampanijos
घोषित	deklaruotas
कार्बन	anglis
कार्बन	anglies
प्रतिक्रिया	atsiliepimai
प्रतिक्रिया	atsiliepimus
गणित	matematikas
मौत	mirtis
मौत	mirties
विवाद	nesutarimų
विवाद	ginčai
विवाद	ginčas
विवाद	ginčai
अली	ali
ग्रहण	eclipse
तकनीकी	techninių
माँ	mamas
माँ	mama
माँ	mama
माँ	motina
विष्णु	višnaus
मैदान	lygumų
मैदान	vietovės
विमान	aviacijos
विमान	aviacija
विमान	orlaivis
विमान	orlaiviai
विमान	lėktuvas
विमान	vimana
विमान	lėktuvą
विमान	lėktuvas
सक्षम	įjungtas
लागत	savikaina
लागत	išlaidos
सीधे	tiesus
सीधे	tiesiai
प्रेस	spaudos
रोमन	romos
मील	konfliktas
मील	mylios
मील	km
रेखा	linija
लेखन	rašant
सेंट	centų
बोली	pasiūlymai
नष्ट	naikina
परंपरा	tradicijos
परंपरा	tradicijomis
परंपरा	tradicija
परंपरा	tradicijų
भाव	emocijas
भाव	emocijos
भाव	gestas
हवा	akių
हवा	vėjas
पाठ	tekstas
वैदिक	vedų
गठन	kadrų
गठन	rėmai
गठन	kraštas
गठन	formavimas
नागरिक	pilietinių
नागरिक	pilietinis
अस्तित्व	buvimas
अस्तित्व	išgyvenamumo
अस्तित्व	išgyvenamumas
