het	gavo
gebly	gyvenau
stede	miestai
klub	klubas
vader	tėvas
ster	žvaigždės
ster	žvaigždė
ster	star
australië	australija
skakel	vadina
lyk	atrodo
york	york
generaal	bendri
generaal	bendra
generaal	bendrieji
sint	sint
loop	vaikšto
antieke	senovės
rooms	kambariai
verkry	įsigijo
verkoop	parduota
verkoop	parduodami
verkoop	parduotas
verkoop	parduodama
verkoop	parduodama
james	james
james	džeimsas
lei	švino
groei	augimas
groei	augimo
foto	nuotraukos
foto	foto
foto	nuotrauka
voorbeeld	mėginys
voorbeeld	bandinys
voorbeeld	mėginio
voorbeeld	ėminys
voorsitter	kėdė
voorsitter	kėdės
sterf	mirti
verskil	skirtumas
crystal	kristalų
indiese	indas
indiese	indijos
klas	klasės
klas	klasė
lughawe	bunkeris
louis	louis
colspan	colspan
altyd	visada
vroue	moterys
elizabeth	elizabet
oud	senas
akteur	aktorė
akteur	aktorius
indië	indija
indië	indijos
loopbaan	karjera
loopbaan	karjeros
dogter	dukra
dogter	dukrą
dogter	duktė
druk	spaudos
druk	slėgis
druk	slėgio
verteenwoordig	sudarė
boeke	knygos
geplaas	nustačiusi
albei	abi
albei	abu
etniese	etninės
gepubliseer	gyva
gepubliseer	live
gepubliseer	gyvi
gepubliseer	gyventi
gepubliseer	gyvos
super	super
bring	įtraukti
boom	medžio
boom	bum
rolprent	filmas
rolprent	filmai
rolprent	filmas
rolprent	plėvelė
westelike	vakarų
kanada	kanada
kanada	kanadoje
kanada	kanados
tradisionele	tradicinės
tradisionele	tradiciniai
tradisionele	tradicinė
beweging	judėjimas
russies	tunisą
russies	tunise
russies	tunisas
russies	tuniso
russies	luizianos
japannese	japonijos
japannese	japonų
diere	gyvūnai
diere	gyvuliai
diere	gyvūnų
beter	geresnė
beter	geresnis
beter	gerėja
beter	geriau
liggaam	kūno
liggaam	kūnas
red	gelbėjimo
red	gelbėjimas
spanje	ispanija
spanje	ispanijos
magte	pajėgos
goewerneur	reguliatorius
goewerneur	gubernatorius
kultuur	kultūra
kultuur	kultūros
oorsprong	kilmė
oorsprong	kilme
david	david
david	deividas
david	dovydas
groen	žalia
bloemfontein	blumfonteinas
daarom	todėl
gebring	atnešė
energie	energija
energie	energetika
boere	boer
boere	ūkininkas
prys	kaina
prys	kainos
prys	prizo
prys	prizas
prys	prizą
prys	premija
broer	broli
broer	brolis
gemeenskap	visuomenė
berg	kalnų
berg	kalnas
berlyn	berlynas
vertrek	išvykimas
vertrek	išvykimo
egipte	egipte
egipte	egipto
egipte	egiptas
com	com
asië	azija
verskaf	tiekimas
webtuiste	svetainė
onderwys	švietimas
onderwys	išsilavinimas
vinnig	greitas
vinnig	greita
vinnig	greiti
vinnig	greitai
vinnig	greit
lengte	ilguma
lengte	ilgis
manier	būdu
manier	būdas
goue	auksinis
buitelandse	užsienio
aangebied	surengė
km²	km²
verskeidenheid	veislė
poskode	zip
stemme	balsai
stemme	balsų
iemand	kažkas
politikus	politikas
toon	pikis
pas	tinka
jacobus	jacobus
spaanse	ispanų
spaanse	ispaniškai
spaanse	ispanijos
argitek	architektas
res	poilsio
res	poilsis
lewer	kepenys
ekonomie	ekonomika
ekonomie	ekonomika
mark	rinka
den	vergas
getroud	vedęs
getroud	ištekėjusi
spesie	rūšis
spesie	rūšių
spesie	rūšys
lae	sluoksniai
dinastie	dinastija
verwerf	uždirbti
verwerf	užsidirbti
verwerf	pelnęs
afgelei	gautą
onafhanklikheid	nepriklausomybės
onafhanklikheid	nepriklausomybė
onafhanklikheid	nepriklausomumas
onafhanklikheid	savarankiškumas
verhouding	santykis
admin	administratorius
gedeelte	porcija
gedeelte	dalies
gedeelte	dalis
waarde	vertė
mans	patinai
mans	vyrai
maatskappy	bendrovė
maatskappy	įmonė
maatskappy	bendrovės
maatskappy	kompanija
lug	dangaus
lug	dangus
lug	oro
lug	oras
regte	tikras
dorpie	kaimo
dorpie	kaime
dorpie	jonava
dorpie	kaimas
oranje	apelsinų
plessis	plessis
digter	poetas
then	tada
alles	viskuo
alles	visko
alles	viską
alles	viskas
volk	volk
demokratiese	demokratinė
demokratiese	demokratinis
demokratiese	demokratinės
demokratiese	demokratinėje
spesifieke	konkrečių
stryd	kova
huwelik	santuokos
huwelik	santuoka
vrygestel	išleistas
leër	armijos
leër	kariuomenė
leër	armija
leef	gyventi
leef	gyvenimo
leef	gyvos
beïnvloed	įtaka
projek	projekto
projek	projektas
alexander	aleksandras
alexander	aleksandro
alexander	alexander
kind	vaikas
kind	vaikas
kind	vaikui
strek	siekiu
kruger	kruger
teks	tekstas
ierland	airija
mate	matavimo
mate	matavimas
mate	matavimai
bevorder	skatinti
sit	sėdi
bestuur	tvarkyti
bestuur	vykdymo
hand	rankinis
hand	ranka
oop	atverti
praat	kalbėti
praat	kalbėk
praat	kalbėti
bedien	tarnauja
gewilde	dažniausi
eienskappe	ypatumai
eienskappe	savybės
african	afrikos
african	afrika
aandag	dėmesį
aandag	dėmesio
aandag	autentiškas
aandag	autentiški
paleis	pilies
sjinese	kinų
sjinese	kinijos
sjinese	kinas
leer	oda
leer	odos
leer	mokymosi
leer	mokymuisi
leer	mokytis
leer	mokymasis
leer	mokytis
vloei	srauto
vloei	srautas
kyk	saugok
kyk	prižiūrėti
kyk	stebi
rolprente	filmai
rolprente	filmus
seuns	berniukai
seuns	sūnūs
gegaan	dingo
denemarke	danija
denemarke	danijoje
denemarke	danijos
kombinasie	derinys
bladsy	inkaro
diep	gilus
diep	gili
diep	giliai
roman	romanas
geloof	tikėjimą
murray	murray
grand	grand
soldate	kareivis
soldate	karys
skole	mokykla
elemente	elementai
toring	bokštas
toring	bokšte
toring	bokštas
toring	bokštą
vervoer	transportas
krag	force
krag	galios
krag	galia
versprei	paskirstyti
gesin	šeima
gesin	šeimos
gesin	šeimyna
donker	tamsus
donker	tamsi
donker	tamsiai
nege	devyni
richard	ričardas
internet	interneto
internet	internetas
uitgewers	leidėjai
klassieke	klasikinio
klassieke	klasikinis
dink	manau
nedersettings	gyvenviečių
afrikaners	afrikanai
gewerk	dirbau
gewerk	dirbo
beskerm	saugomų
maklik	lengva
maklik	lengvai
persoonlike	asmeninis
fishes	žuvys
swaar	sunkus
swaar	galinga
vrede	taikos
vrede	taikai
vrede	fredas
vrede	taika
reis	kelionėms
reis	kelionei
reis	kelione
reis	kelionės
reis	kelionė
reis	keliauja
reis	keliavo
burger	burger
andrew	endriu
ondersteun	remti
moeder	mama
moeder	motina
materiaal	medžiaga
materiaal	medžiagų
materiaal	medžiagos
aktrise	aktorė
studeer	tyrimai
goud	auksinis
goud	aukso
goud	gold
goud	auksas
volle	pilnas
volle	visu
nature	pobūdžio
nature	gamta
nature	prigimtis
chemiese	cheminis
chemiese	cheminė
merwe	merve
dalk	gal
dalk	galbūt
king	karalius
warm	karšti
warm	karšto
warm	karšta
warm	karštas
bgcolor	bgcolor
deelgeneem	dalyvavo
sukses	sėkmė
sukses	sėkmės
voorwerpe	objektų
joodse	žydų
temperatuur	temperatūrą
temperatuur	temperatūra
victoria	viktorija
maan	palydovas
stig	stig
kaarte	korteles
kaarte	kortos
kaarte	žemėlapiai
kaarte	kortelės
kaarte	kortelė
wissel	kintama
seisoen	sezonas
nasies	tautos
grondwet	konstitucija
kollege	koledžas
kollege	kolegijos
kollege	kolegija
kollege	koledžo
opleiding	švietimas
opleiding	išsilavinimas
skiereiland	pusiasalio
wetenskap	mokslas
wetenskap	mokslo
tye	kartus
gewild	dažniausi
nowrap	nowrap
vermoor	nužudytas
teorie	teorijos
teorie	teorija
kasteel	pilis
kasteel	pilies
lyf	kūno
lyf	kūnas
wedstryde	žaidimų
wedstryde	žaidimai
gelewer	lydyti
bybel	biblija
bybel	biblijos
history	istorijos
history	istorija
gedigte	eilėraščiai
ring	žiedas
vol	pilnas
vol	visu
toegelaat	leidžiama
toegelaat	absoliutus
finansiële	hierarchinę
finansiële	finansiniai
finansiële	finansinis
gevra	paprašė
anna	ana
anna	anna
fam	fam
vergelyking	aukštis
aangesluit	prisijungė
lyn	linija
drama	drama
drama	dramos
hospitaal	ligoninė
hospitaal	ligoninės
weeg	sveria
departement	departamentas
uur	valanda
riviere	upės
riviere	upių
riviere	upes
verseker	jaunuolių
professor	profesorius
vlug	skrydžio
vlug	skrydis
wapen	ginklų
wapen	ginklas
wapen	ginklai
hoeveelheid	kiekis
spanne	komandos
spanne	komandas
koste	savikaina
ortodokse	ortodoksų
gebeur	išmintinga
gebeur	vyksta
opstand	maišto
niks	nieko
swak	vargšas
swak	vargšai
swak	silpnas
simbool	simbolis
simbool	pulkininkas
simbool	figūrėlė
bewys	įrodymas
geskenk	dovanojo
geskenk	dovana
feit	faktas
munisipale	pilietinių
munisipale	pilietinis
oog	akies
oog	akių
oog	akis
oog	eye
studies	tyrimai
verspreiding	platinimas
verspreiding	paskirstymo
verspreiding	paskirstymas
verspreiding	pasiskirstymas
kolonie	kolonija
ingevoer	importuota
ingevoer	importuoti
ingevoer	importuojamas
ingevoer	importuojama
kunstenaars	atlikėjai
kunstenaars	menininkai
kunstenaars	atlikėjai
liefde	myliu
liefde	meile
liefde	meilės
liefde	meilė
aanval	ataka
radio	radijas
radio	radijo
hertog	kunigaikštis
langer	ilgesnis
langer	ilgesnės
langer	ilgiau
katedraal	katedra
katedraal	katedros
klimaat	klimato
klimaat	klimatas
onderneem	pažadėjo
onderneem	įsipareigojo
weermag	armijos
weermag	kariuomenė
weermag	armija
klerk	tarnautojas
kos	maistas
kos	išlaidos
terugkeer	grįžimas
terugkeer	grįžti
terugkeer	grąžos
terugkeer	grįžimas
rewolusie	revoliucijos
rewolusie	revoliucija
begrawe	palaidotas
plant	gamykla
plant	augaliniai
plant	augalas
plant	augalų
roux	roux
google	google
terrein	laukas
winter	žiemos
winter	žiemą
winter	ziema
winter	žiema
pius	pijus
feitlik	kritiškai
verleen	maloniai
israel	izraelis
israel	izraelio
somer	vasara
somer	vasaros
aard	pobūdžio
aard	gamta
aard	prigimtis
sanger	dainininkė
sanger	sanger
veld	laukas
vra	klausti
vra	paprašyti
sweedse	šveicarijos
sweedse	šveicarija
heel	kulnas
heel	gana
vierkante	aikštės
erasmus	erasmus
hart	širdy
hart	širdies
hart	širdis
ernstige	rimti
ernstige	rimta
ernstige	rimtas
ernstige	rimtų
clemens	clement
vii	vii
klooster	vienuolyno
klooster	vienuolynas
kern	branduolys
joseph	joseph
idee	idėja
idee	mintis
provinsies	narės
provinsies	apskritys
brand	ugnies
brand	gaisro
brand	gaisras
brand	ugnis
wêreldwyd	pasaulyje
wellington	wellington
filosofie	filosofijos
filosofie	filosofija
godsdienstige	religinių
pers	violetinė
pers	spaudos
pers	violeta
tydskrif	lapą
tydskrif	žurnalas
villiers	villiers
vele	daug
literêre	literatūros
saal	salėje
saal	salė
spel	žaidimas
sokker	futbolas
sokker	futbolo
bydrae	įnašas
bydrae	indėlis
litaue	lietuva
brug	tilto
brug	tiltas
rand	rand
monument	paminklas
silwer	filtravimo
silwer	filtruoti
natuur	pobūdžio
natuur	gamta
natuur	prigimtis
stille	ramu
stille	tyliai
westerse	vakarų
vereniging	asociacijos
vereniging	asociacija
seker	tikras
ware	faktinės
griekeland	graikija
iran	iranas
vrugte	vaisiai
gas	dujos
gas	svečias
stam	root
uiters	ekstremalus
akademie	akademija
gesluit	uždaryta
gesluit	uždara
gekoop	perkami
gekoop	įsigytas
gekoop	pirktas
gekoop	nupirkti
gekoop	įsigyta
tradisie	tradicijos
tradisie	tradicijomis
tradisie	tradicija
tradisie	tradicijų
here	viešpatie
kalifornië	kalifornija
kalifornië	kalifornijoje
kalifornië	kalifornijos
kardinale	kardinolai
egiptiese	egiptas
egiptiese	egipto
publiseer	publikuoti
publiseer	paskelbia
akademiese	akademinių
gou	greit
gou	greitai
anglo	anglo
slawiese	slavų
samewerking	bendradarbiavimas
samewerking	bendradarbiavimo
argentinië	argentinoje
argentinië	argentina
argentinië	argentinos
skilder	dažymas
stedelike	urban
stedelike	miesto
produksie	gamyba
produksie	gamybos
sondag	sekmadienis
sondag	sekmadienį
sondag	sekmadienio
viii	viii
woordeboek	žodynas
ton	tona
ton	tonos
ton	tonų
ton	tonomis
nes	lizdas
spaans	ispanų
spaans	ispaniškai
spaans	ispanijos
samelewing	visuomenė
huise	namai
huise	namus
huise	namai
midde	vidurys
midde	artimųjų
aangekondig	deklaruotas
turkye	turkiją
turkye	turkija
turkye	turkijos
golf	bangos
golf	bangų
golf	banga
natuurlik	žinoma
mooi	graži
mooi	gražu
mooi	gan
mooi	gana
geboorte	gimimas
oorleef	išgyventi
predikante	dvasininkija
gregorius	gregory
ontdekking	atradimas
wilhelm	vilhelmo
amsterdam	amsterdamo
kaptein	kapitonas
siekte	ligos
siekte	liga
afrikaner	afrikanai
bywoning	dalyvavimą
bywoning	dalyvavimas
professionele	profesinės
professionele	profesionalus
onderskeidelik	atitinkamai
uitvoerende	generalinis
getrou	vedęs
getrou	ištekėjusi
stuk	vnt
stuk	gabalas
kolonies	kolonizacija
phil	filai
bank	bankas
gedra	elgtis
gesag	institucija
ensiklopedie	enciklopedija
ierse	airių
ierse	airijos
ierse	airiai
suster	sesuo
suster	sese
suster	sesė
myl	km
myl	konfliktas
myl	mylios
gebeure	renginiai
gebeure	įvykiai
gebeure	įvykių
tegnologie	technologijos
tegnologie	technologija
tegnologie	technologijų
mitologie	mitologija
vliegtuig	lėktuvą
vliegtuig	lėktuvas
vliegtuig	lėktuvas
vliegtuig	plokštumos
vliegtuig	orlaivis
vliegtuig	orlaiviai
vliegtuig	lėktuvas
gauteng	gautengas
frederik	frederik
vas	firma
manlike	patinas
manlike	patinų
manlike	vyrai
manlike	vyras
beaufort	beaufort
privaat	privačiai
dialekte	dialektai
aktief	būdvardis
aktief	aktyviai
aktief	aktyvi
aktief	aktyvus
aktief	accusative
abraham	abraham
dinge	daiktai
dinge	dalykai
benedictus	benediktas
eindig	baigiama
eindig	baigiasi
tegniese	techninių
hans	hans
bedek	apima
graaf	graf
argitektuur	architektūra
metode	metodas
frank	frank
frank	frenkas
bespreek	knygą
bespreek	knyga
eenhede	vienetai
droë	sausa
droë	sausas
droë	sausos
beset	užimta
beset	okupuotoje
olie	naftos
olie	alyva
olie	aliejus
spelers	žaidėjai
spelers	žaidėjų
federasie	federacija
federasie	federacijos
stof	dulkes
stof	dulkės
stof	dulkių
jode	žydai
helder	šviesus
helder	šviesi
dam	dam
toekoms	ateitis
grootliks	gerokai
duisende	tūkstančiai
polisie	policija
polisie	policijos
geslag	lytis
geslag	lytis
graf	kapo
besoekers	lankytojai
besoekers	lankytojų
air	oro
air	oras
volwasse	subrendęs
duitsers	vokiečiai
korea	korėja
benodig	reikia
broers	brolių
broers	brothers
broers	broliai
komponis	kompozitorius
kunstenaar	atlikėjas
germaanse	germanų
vermoë	gebėjimas
vermoë	gebėjimą
mond	burna
mond	burnos
unesco	unesco
united	jungtinės
united	jungtinė
paulus	paulius
house	namas
gesondheid	sveikata
leerders	mokiniai
leerders	mokinių
geskiedkundige	istoriniai
geskiedkundige	istorinis
geskiedkundige	istorinė
aktiwiteite	renginiai
aktiwiteite	įvykiai
aktiwiteite	įvykių
konflik	konfliktas
gemeenskaplike	bendras
gemeenskaplike	dažni
inkomste	pajamos
hulself	patys
pretorius	pretorius
ligte	nedideli
dirk	dirk
erfenis	paveldo
erfenis	paveldas
verdwyn	dingsta
geskei	atskirtas
geskei	atskirta
geskei	išsiskyrė
hoek	kampas
blomme	gėlės
tuiste	gyventi
tuiste	gyvenimo
tuiste	gyvos
johann	johann
sport	sportui
sport	sporto
sport	sportas
tempel	šventyklą
beroemde	įžymybių
berig	istorijos
berig	pasakojimas
berig	istorija
coetzee	coetzee
ford	ford
berge	kalnai
berge	kalnuose
saamgesmelt	skystą
speler	žaidėjas
kommunistiese	komunistų
kommunistiese	komunistai
daniel	daniel
sokkerspeler	futbolininkas
prent	pobūdžio
prent	gamta
prent	prigimtis
eric	erikas
eric	eric
voel	jaustis
voel	jaučiasi
voel	jausmas
outonome	savarankiška
opvoedkundige	švietimo
vliegtuie	orlaivis
vliegtuie	orlaiviai
vliegtuie	lėktuvas
vaste	konservuoti
transvaalse	transvalio
been	kaulų
been	kaulas
been	kaulai
reëls	eilutės
reëls	linijos
teater	teatras
teater	teatro
teater	teatre
teater	teatras
teater	teatro
teater	teatre
kroon	karūna
presies	tiksliai
presies	būtent
gewig	svoris
vallei	slėnis
nader	arčiau
nader	išsamiai
adam	adamas
oom	dėdė
oom	dėde
klank	garsas
sosialistiese	socialistų
taak	uždavinys
taak	užduotis
mere	ežerai
mere	ežerų
administrasie	administravimas
oprigting	statyba
biblioteek	bibliotekų
biblioteek	bibliotekos
biblioteek	biblioteka
kandidaat	kandidatas
kandidaat	kandidatės
suksesvolle	sėkmingai
versterk	stiprinti
straat	gatvė
straat	gatvės
litause	lietuvos
litause	lietuvių
angola	mongolija
christiaan	christiaan
suiwer	grynas
suiwer	aiški
wikimedia	wikimedia
oxford	oksfordo
temperature	temperatūra
kat	katės
kat	katinas
kat	cat
kat	katė
ere	garbės
ere	garbė
hout	medienos
hout	mediena
skerp	staigus
sydney	sidney
stroom	pašarų
stroom	pašaras
stroom	pašarai
stroom	stream
dier	gyvūnai
dier	gyvuliai
dier	gyvūnas
dier	gyvūno
dier	gyvūnų
vervaardiger	gamintojas
vervaardiger	gamintojas
wette	įstatymai
kimberley	kimberley
kritiek	esminė
alfred	alfredas
deelstate	narės
onderrig	švietimas
onderrig	išsilavinimas
harry	haris
harry	hari
harry	harry
voordeel	pranašumą
voordeel	pranašumas
voordeel	naudos
gees	gees
gees	dvasios
gees	dvasia
toets	bandymo
toets	bandomoji
toets	bandymas
toets	bandymai
tropiese	atogrąžų
kontak	paskiria
kontak	kontaktas
vriende	draugus
vriende	draugų
vriende	draugės
vriende	draugai
tsaar	caras
burgerlike	pilietinių
burgerlike	pilietinis
aanvalle	išpuoliai
aanvalle	išpuolių
font	šriftas
font	šrifto
televisie	televizijos
televisie	televizija
maal	daugyba
omring	apsupti
american	amerikos
nelson	nelson
islamitiese	islamo
wysig	pakeisti
oorloë	karai
kanaal	kanalas
maksimum	daugiausiai
maksimum	didžiausias
veldtog	kampanija
veldtog	kampanijos
tekste	tekstai
gehoor	klausos
gehoor	klausymas
toeriste	turistai
toeriste	turizmo
toeriste	turistai
toeriste	turistų
bynaam	slapyvardis
gedwing	priverstinis
joernalis	žurnalistai
joernalis	žurnalistas
werklikheid	tikrovė
werklikheid	realybe
werklikheid	realybės
werklikheid	realybė
instituut	institutas
vervaardiging	gamyba
karl	karlas
karl	karl
turkse	turkijoje
turkse	turkija
turkse	turkų
turkse	turkijos
strand	beach
gram	gramo
nicolaas	nikolai
bewyse	įrodymai
beskerming	apsauga
beskerming	apsaugos
video	video
voedsel	maistas
prinses	princesė
prinses	princese
prinses	princesės
passasiers	keleivis
passasiers	keleivinis
ngc	ngc
brits	britanijos
brits	britai
brits	britų
lodewyk	louis
angeles	miesta
tuin	sode
tuin	sodas
jonger	nuomą
redelik	sąžiningą
spoed	greitis
spoed	greičio
friedrich	friedrich
bal	balius
bal	kamuolys
verkiesings	rinkimai
instellings	formatavimo
sendeling	misionieriaus
sing	dainuoja
sing	dainuoja
miskien	gal
miskien	galbūt
rekord	rekordas
suksesvol	sėkmingai
suksesvol	sėkmingai
suksesvol	sėkmė
suksesvol	sėkmės
oekraïne	ukrainoje
oekraïne	ukraina
bande	ryšius
geldeenheid	valiuta
skade	traumos
skade	žala
skade	trauma
skade	žalos
skade	sužalojimas
skildery	dažymas
begrip	supratimas
innocentius	nekaltas
innocentius	nekalti
bekendheid	fame
valign	valign
bydraes	įnašai
bydraes	įmokos
more	rytoj
more	ryto
more	rytas
more	ryte
switserse	šveicarijos
switserse	šveicarija
tradisioneel	tradicinės
tradisioneel	tradiciniai
tradisioneel	tradicinė
elektroniese	elektroninių
elektroniese	elektroniniai
dankie	dėkui
dankie	ačiū
inval	invazija
inval	reidas
bisantynse	bizantijos
jupiter	jupiterio
stasie	stotis
stasie	stoties
chicago	čikagos
kamer	kambarys
samesteller	kompozitorius
medalje	medaliu
eiers	kiaušiniai
eiers	kiaušinių
plase	ūkiai
ondernemings	iniciatyvas
ondernemings	iniciatyvos
stephen	stephen
julle	tu
standbeeld	statula
tak	filialas
tak	šaka
bloed	kraujas
kans	galimybė
antwoord	atsakymas
antwoord	atsakyti
antwoord	atsakymai
antwoord	atsakymą
roete	maršrutas
spoorlyn	geležinkelis
finale	galutiniai
finale	galutinis
finale	galutinė
finale	finalas
nasie	tauta
wentelbaan	orbitą
del	delavero
heer	karalius
konings	karaliai
nazi	nacių
grys	pilka
grey	pilka
samestelling	sudėtis
fifa	fifa
anne	anne
bene	kaulai
bene	bene
bygevoeg	pridėtinės
aangeval	užpuolė
liberale	liberalų
onderwyser	mokytoja
skilderye	piešiniai
skilderye	paveikslai
bar	bavarijos
gelaat	paliko
weergawes	versijos
weergawes	versijų
heidelberg	heidelbergo
road	kelias
road	kelių
road	kelio
hill	kalvos
holland	holland
holland	olandija
fees	festivalis
fees	festivalio
apartheid	apartheido
onthou	prisimenant
onthou	prisiminti
onthou	prisiminti
toekomstige	ateitis
goedere	prekės
wyd	platus
dvd	dvd
vriend	draugė
vriend	draugo
vriend	drauge
vriend	draugas
jacob	džeikobas
unieke	unikali
unieke	unikalus
aand	vakaras
aand	vakaro
aand	vakare
hanteer	apdoroti
hanteer	rankena
hanteer	tvarkyti
hanteer	tvarkoma
walter	walter
indo	indo
direkteur	direktorius
opvoeding	švietimas
opvoeding	išsilavinimas
mpumalanga	mpumalanga
muur	sienos
muur	siena
werklik	tikrai
siektes	ligų
stukke	gabaliukai
stukke	gabalai
toestemming	sutikimas
toestemming	sutikimo
pruise	prūsija
farao	faraonas
wapens	ginklas
wapens	ginklai
saterdag	šeštadienį
saterdag	šeštadienis
cfg	cfg
rowspan	rowspan
gevier	švenčiama
rekenaar	kompiuteris
ysland	įkelti
ysland	šetlando
eienaar	savininkas
toer	kelionių
