battista	battista
zapor	fængsel
zapor	fængslet
paula	paula
tradicija	traditioner
tradicija	tradition
tradicija	traditionen
tine	tine
tine	tina
praksa	træning
praksa	praksis
praksa	øvelse
praksa	øv
komedija	komedie
sprejema	accepterer
sprejema	vedtager
gsub	gsub
promocijo	fremme
promocijo	promovering
promocijo	forfremmelse
slabosti	svagheder
device	jomfruen
device	jomfruer
device	jomfruer
preprosta	simple
preprosta	simpel
preprosta	enkelt
preprosta	enkel
preprosta	simpelt
frölunda	frölunda
unija	union
unija	fagforening
unija	fagforeningen
unija	unionen
sky	himmel
sky	sky
sky	himlen
dnevni	daglige
dnevni	dagligt
dnevni	daily
dnevni	daglig
julia	julia
tanja	tanja
tanja	tanya
tanja	tanja
predstavljen	udvalgte
predstavljen	udvalgt
predstavljen	præsenterede
predstavljen	fremlagt
predstavljen	præsenteret
predstavljen	præsenteres
beck	beck
obvezno	obligatorisk
obvezno	obligatoriske
obvezno	obligatorisk
obvezno	obligatoriske
obvezno	obligatorisk
june	juni
june	june
svobodna	fri
svobodna	frit
svobodna	free
svobodna	gratis
jose	jose
jose	josé
jose	josé
kraljico	queen
kraljico	dronningen
kraljico	dronning
predniki	forfædre
colin	colin
razmišljanja	tænker
razmišljanja	tænkning
razmišljanja	tænkte
razmišljanja	overvejer
razmišljanja	tænke
nameščena	monteret
nameščena	installeret
nameščena	installerede
nameščena	monteret
garda	vagt
garda	guard
garda	vagten
garda	garda
ločeni	adskilt
ločeni	separeret
ločeni	fraskilt
ločeni	skilt
ločeni	separat
ločeni	særskilt
ločeni	adskilt
ločeni	separate
suzuki	suzuki
dansko	danish
dansko	danske
dansko	dansk
dansko	denmark
dansko	danmark
osebah	emner
osebah	fag
veriga	lænke
veriga	kæde
veriga	kæder
veriga	kæden
hingis	hingis
reaktor	reaktorer
reaktor	reaktor
reaktor	reaktoren
cleveland	cleveland
usoda	skæbne
usoda	destiny
usoda	skæbnen
usoda	skæbne
usoda	skæbnen
učinkovita	effektive
učinkovita	effektiv
učinkovita	effektivt
učinkovita	effektive
učinkovita	effektiv
učinkovita	effektivt
vesnina	vesnina
opisana	beskrevet
opisana	beskrevne
opisana	beskrev
prizadevanja	indsatsen
prizadevanja	bestræbelser
prizadevanja	indsatser
prizadevanja	indsats
prizadevanja	anstrengelse
prizadevanja	indsats
bistvo	essensen
bistvo	essens
nicholas	nicholas
poljubno	vilkårligt
fazo	fasen
fazo	fase
izpostavljenosti	udsættelse
izpostavljenosti	eksponering
izpostavljenosti	bestråling
izpostavljenosti	eksponering
izpostavljenosti	bestråling
izpostavljenosti	engagementer
talent	talenter
talent	talent
talent	talentet
podrejen	underordnede
podrejen	underordnet
podrejen	underordnet
podrejen	efterstillet
pomembnosti	væsentlighed
začetnik	nybegynder
amsterdam	amsterdam
gosti	gæsterne
gosti	gæster
redir	redir
zelandija	zealand
zelandija	sjælland
jez	dam
jez	dæmningen
jez	dæmning
jez	dige
party	party
party	fest
party	part
party	parti
dovoljenja	licenser
dovoljenja	godkendelser
dovoljenja	tilladelser
dovoljenja	tilladelser
regij	regionerne
regij	regioner
regij	områder
pozitiven	positivt
pozitiven	positive
pozitiven	positiv
galerije	gallerier
dež	regn
dež	regnvejr
dež	rain
institut	institut
nasledstvo	nedarvede
nasledstvo	arven
nasledstvo	arv
nasledstvo	eftermæle
nasledstvo	arven
nasledstvo	arv
tovor	gods
tovor	last
tovor	fragt
tovor	gods
tovor	fragt
tovor	nyttelast
razporeditev	fordeling
razporeditev	distribution
razporeditev	uddeling
razporeditev	omdeling
razporeditev	indretning
razporeditev	layout
razporeditev	ordning
razporeditev	arrangement
najmanjše	mindste
vdova	enke
vdova	enken
izbruh	udbruddet
izbruh	udbrud
izbruh	udbrud
trikotnika	trekanten
trikotnika	trekant
davenport	davenport
kocka	terning
nižja	lavere
nižja	sænk
nižja	nedre
nenad	nenad
ledena	iskold
ledena	iskolde
stabilnost	stabilitet
grobnice	grave
slatina	slatina
krst	dåb
krst	dåb
krst	barnedåb
kongo	congo
kongo	conga
šiška	pandehår
konflikt	konflikten
konflikt	konflikter
konflikt	konflikt
arabci	arabere
arabci	araberne
uniči	ødelæg
uniči	ødelægge
uniči	tilintetgør
uniči	ødelægger
uniči	ruin
uniči	ødelægge
uniči	ødelægger
razvito	fremkaldt
razvito	udviklede
razvito	udviklet
umetniška	kunstnerisk
umetniška	kunstneriske
mlajše	yngre
anja	anja
anja	anya
lyon	lyon
breda	breda
možen	muligt
možen	mulige
možen	mulig
založnik	forlægger
založnik	udgiver
založnik	forlag
morris	morris
zlatko	zlatko
zlatko	goldy
možje	ægtemænd
možje	mændene
možje	mænd
pripravljena	klar
pripravljena	parat
pripravljena	tilberedte
pripravljena	tilberedt
pripravljena	forberedt
pripravljena	rede
označevanje	mærkning
označevanje	markering
označevanje	afmærkning
označevanje	tagging
označevanje	mærkning
pionirski	banebrydende
fokker	fokker
jap	jep
jap	jeps
jap	jep
jap	jeps
steven	steven
eugene	eugene
firence	florence
firence	firenze
avtorske	ophavsrettigheder
avtorske	ophavsretten
avtorske	ophavsret
avtorske	copyright
ron	ron
obstoječe	bestående
obstoječe	eksisterende
veleposlanik	ambassadør
veleposlanik	ambassadøren
ista	samme
državljanstvo	nationalitet
državljanstvo	statsborgerskab
državljanstvo	borgerskab
državljanstvo	medborgerskab
državljanstvo	statsborgerskab
državljanstvo	unionsborgerskab
usta	mund
usta	munden
usta	munde
memorial	mindesmærke
memorial	mindehøjtidelighed
memorial	memorial
uspešnosti	effektivitet
uspešnosti	ydelse
uspešnosti	ydeevne
uspešnosti	præstation
ločuje	separeret
poškodovana	tilskadekomne
poškodovana	sårede
poškodovana	skadet
poškodovana	såret
poškodovana	kvæstede
poškodovana	skadet
poškodovana	beskadiget
poškodovana	beskadigede
rolls	ruller
rolls	rolls
mas	mas
mas	masse
mas	massevis
trideset	tredive
trideset	thirty
membrane	membran
membrane	membraner
središčem	centreret
meter	meter
meter	meter
meter	måler
mlado	unge
mlado	ung
vsebinsko	begrebsmæssige
vsebinsko	begrebsmæssig
sous	sous
anti	anti
kazalo	indeks
situacijo	situation
situacijo	situationen
wayne	wayne
lats	lats
osvoboditev	befrielse
osvoboditev	frigørelse
zasnova	udformning
zasnova	projektering
zasnova	konstruktion
zasnova	design
pomorsko	maritime
howe	howe
pat	pat
hrvati	kroaterne
hrvati	kroater
zaloge	lager
zaloge	bestande
zaloge	beholdninger
zaloge	lagre
zaloge	forsyninger
zaloge	leveringer
zaloge	forsyning
zaloge	leverancer
zaloge	opgørelser
zaloge	fortegnelser
zaloge	lager
zaloge	bestand
zaloge	stock
abeceda	alfabet
abeceda	alfabetet
topovi	kanonerne
topovi	kanoner
topovi	geværer
topovi	våben
topovi	pistoler
topovi	skydevåben
topovi	kanoner
zasede	bagholdsangreb
zasede	baghold
mleka	mælk
mag	magiker
mag	mag
mag	magasin
poletni	summer
poletni	sommer
poletni	sommerferie
uživanje	nydelse
uživanje	hygger
uživanje	nyder
molitev	beder
molitev	bede
molitev	bønner
molitev	bønnen
molitev	bøn
prst	fingeren
prst	finger
prst	tå
blato	slam
blato	slammet
blato	mud
blato	mudder
blato	skammel
blato	fæces
blato	afføring
blato	ekskrementer
blato	afføring
blato	fæces
blato	afføring
postopno	trinvis
postopno	gradvist
postopno	gradvis
postopno	gradvist
postopno	efterhånden
postopno	gradvis
postopno	progressiv
postopno	fremadskridende
postopno	gradvis
postopno	progressive
postopno	progressivt
isonzo	isonzo
navdih	inspirerede
navdih	inspireret
navdih	inspiration
tabele	tabellerne
tabele	tabeller
tabele	borde
abd	abd
študente	eleverne
študente	studerende
študente	elever
študente	studenter
disertacijo	afhandling
učbenik	lærebog
luč	tænd
luč	light
luč	let
luč	lys
mehiški	mexicanske
mehiški	mexicansk
mehiški	mexicaner
aluminija	aluminium
gozdni	skov
gozdni	forest
gozdni	skoven
gozdni	skove
bogovi	guder
bogovi	guderne
kupolo	kuppel
kupolo	kuplen
razširjeno	forlænget
razširjeno	udvidede
razširjeno	udvidet
lambert	lambert
cele	hel
cele	hele
stavka	strike
stavka	strejker
stavka	strejke
izziv	challenge
izziv	udfordring
izziv	udfordringen
vrhovno	supreme
inšpektor	kontrollør
inšpektor	inspektør
siriji	syrien
gledalci	tilskuere
gledalci	publikum
gledalci	målgruppe
gledalci	målgruppen
gledalci	seere
gledalci	seerne
primerjalno	sammenlignende
andrews	andrews
keith	keith
garcía	garcía
src	hjerter
schneider	schneider
trdo	hårde
trdo	svært
trdo	hard
trdo	hård
trdo	hårdt
trdo	svær
čaj	teen
čaj	tea
čaj	te
spartak	spartacus
odpoved	afslut
odpoved	fratræden
odpoved	opsigelse
odpoved	fratrædelse
vzorce	smagsprøver
vzorce	stikprøver
vzorce	prøver
divji	vildt
divji	vilde
divji	vildtlevende
divji	wild
divji	vild
beach	stranden
beach	beach
beach	strand
upokojeni	pensionerede
upokojeni	pensioneret
odgovorna	ansvarlig
odgovorna	ansvarlige
odgovorna	ansvarligt
stanovanje	flad
stanovanje	lejlighed
stanovanje	fladt
stanovanje	flade
stanovanje	lejligheden
stanovanje	lejlighed
posode	retter
posode	tallerkener
posode	opvask
posode	tallerkner
posode	fartøjer
posode	skibe
posode	containere
posode	beholdere
razglasila	erklærer
piero	piero
načrti	planerne
načrti	planer
jeff	jeff
baz	baser
baz	baz
murphy	murphy
vesel	glædelig
vesel	merry
omembe	omtaler
omembe	nævner
omembe	mentions
bezirk	bezirk
dostopen	tilgængeligt
dostopen	tilgængelige
dostopen	tilgængelig
suhi	tørre
suhi	tørt
suhi	tør
suhi	slank
suhi	mager
suhi	skinny
suhi	tynd
suhi	tynde
odgovoril	svarede
odgovoril	besvarede
odgovoril	besvaret
odgovoril	besvarede
odgovoril	besvaret
spredaj	front
spredaj	foran
spredaj	forside
sašo	grayson
luca	luca
pisem	bogstaver
pisem	breve
lepe	smukt
lepe	smukke
lepe	smuk
lepe	smukkeste
uspehov	succeser
uspehov	succes
smiles	smiler
smiles	smil
razdeli	flækker
razdeli	delt
razdeli	opdelt
razdeli	split
pozdrav	hilsener
pozdrav	hilsen
pozdrav	hilsner
pozdrav	honnør
pozdrav	hylder
pozdrav	hilsen
suverenosti	suveræniteten
suverenosti	suverænitet
isaac	isaac
isaac	isak
siva	gråt
siva	gray
siva	grå
siva	gråt
siva	grå
siva	grey
izdelava	fremstilling
izdelava	fremstilling
izdelava	fremstillingsvirksomhed
izdelava	fabrikation
trenutek	moment
trenutek	øjeblik
oltarja	alteret
oltarja	alter
obrobju	periferi
obrobju	periferien
obrobju	udkanten
obrobju	forstæder
gaj	gaius
gaj	caius
bank	banken
bank	bank
sinonim	synonym
sinonim	synonymt
sestri	sisters
sestri	søstre
sestri	søstrene
prid	favør
prid	begunstige
prid	favoriserer
prid	favorisere
delce	partikler
delce	partiklerne
kupola	kuppel
kupola	kuplen
sekunde	sekunder
rossi	rossi
rona	ron
auflage	auflage
psihologijo	psykologi
charlie	charlie
obsežne	ekstensivt
obsežne	omfattende
obsežne	ekstensiv
bron	bronze
državljani	borgere
državljani	borgerne
državljani	statsborgere
državljani	statsborgere
walther	walther
komandant	comandante
komandant	kommandant
weber	weber
leonardo	leonardo
prepovedano	forbudte
prepovedano	forbudt
prepovedano	forbudte
prepovedano	forbudt
linux	linux
kritiko	kritik
kritiko	kritiseret
razlogi	grunde
razlogi	årsager
razlogi	begrundelse
razlogi	begrundelser
razlogi	grund
razlogi	begrundelse
razlogi	årsag
razlogi	grunde
razlogi	begrundelser
moderno	moderne
bolečino	smerter
bolečino	smerte
voditelji	lederne
voditelji	ledere
hamburg	hamborg
hamburg	hamburg
cruz	cruz
vožnjo	ride
vožnjo	lift
vožnjo	tur
vožnjo	rid
vožnjo	køre
vožnjo	bilkørsel
vožnjo	kørsel
vožnjo	kører
poln	mæt
poln	fuld
poln	fuldt
poln	fulde
poln	full
div	div
iranu	iran
mitologija	mytologi
drugačna	forskellige
drugačna	forskelligt
drugačna	anderledes
drugačna	forskellig
šolal	skolet
oddaj	viser
oddaj	shows
teologijo	teologi
zmesi	blandinger
razglašen	udråbt
razglašen	proklameret
alma	alma
juels	juels
slišal	hørte
slišal	hørt
verjeli	menes
verjeli	troede
verjeli	troet
odhod	udrejse
odhod	afgang
odhod	afrejse
odhod	forlader
koža	hud
koža	skind
koža	skin
koža	huden
proizvajalci	producenter
proizvajalci	producenterne
proizvajalci	producenter
proizvajalci	fabrikanterne
proizvajalci	fabrikanter
proizvajalci	fremstillere
najmanjši	mindste
sorodni	beslægtet
odvisnost	afhængigheden
odvisnost	afhængighed
odvisnost	afhængighed
odvisnost	afhængighed
dick	dick
dick	pik
theodore	theodore
renesančni	renæssance
royce	royce
jupiter	jupiter
kotel	kedel
wade	wade
nemudoma	umiddelbart
nemudoma	straks
krogla	sfære
krogla	patron
krogla	kugle
prepričal	overbevist
prepričal	overbeviste
aero	aero
klopi	tikker
klopi	flåter
klopi	bænke
klopi	bænken
klopi	bænk
konvencija	konventet
konvencija	konventionen
konvencija	konvent
konvencija	konvention
mad	gal
mad	sur
šef	chef
šef	chefen
šef	boss
delitve	divisioner
delitve	afdelinger
absolutno	absolut
absolutno	absolut
absolutno	absolutte
absolutno	absolute
poraba	konsum
poraba	forbrug
poraba	forbruget
žleze	kirtler
žleze	kirtel
zadetkov	hits
zadetkov	rammer
merila	kriterier
merila	kriterierne
desetletju	årti
jajca	æg
jajca	kugler
jajca	bolde
jajca	nosser
jajca	boller
pretirano	overdrevne
pretirano	overdrev
pretirano	overdrevet
pretirano	overdrevent
pretirano	overdrevet
pretirano	overdreven
nord	nord
zemljišča	jord
zemljišča	lander
zemljišča	land
povezovanje	netværk
povezovanje	integrering
povezovanje	integration
povezovanje	integrationen
povezovanje	sammenkædning
povezovanje	forbinder
prizori	scener
globine	dybder
izvajati	implementere
izvajati	gennemføre
botanik	botaniker
odkrit	opdagede
odkrit	opdaget
koles	cykler
col	kol
flote	flåden
flote	flåde
flote	flåder
nationalcaps	nationalcaps
kandidata	kandidaterne
kandidata	kandidater
kandidata	ansøgere
kandidata	ansøger
kandidata	kandidat
kandidata	kandidaten
venec	krans
dvojna	double
dvojna	dobbelt
frankov	franc
frankov	francs
križišče	krydset
križišče	junction
križišče	korsvej
križišče	skillevej
igralce	aktører
igralce	spillerne
igralce	spillere
england	englands
england	england
palice	tremmer
palice	stænger
palice	bjælker
palice	barer
palice	pinde
palice	stokke
palice	klubber
palice	natklubber
palice	køller
palice	klubberne
palice	tryllestave
palice	stænger
ločila	tegnsætning
moška	mændene
moška	mænd
moška	hankøn
moška	mænd
moška	mand
moška	mandlige
moška	mandlig
puščava	ørken
puščava	ørkenen
puščava	desert
zmožnost	kapacitet
zmožnost	evne
zmožnost	formåen
zmožnost	evner
zmožnost	evnen
zmožnost	evne
harvey	harvey
metka	grete
metka	patron
metka	kugle
podpis	underskriver
podpis	underskrift
podpis	undertegnelse
podpis	underskrivelse
podpis	signatur
podpis	underskrift
podpis	undertegnelse
neapelj	napoli
vzorca	smagsprøver
vzorca	stikprøver
vzorca	prøver
larry	larry
obrambno	defensive
obrambno	defensiv
termin	term
termin	benævnelse
termin	ansættelse
termin	udpegelse
termin	udnævnelse
termin	aftale
obrne	vender
robin	robin
lesena	wood
lesena	træ
datotek	filer
samodejno	auto
samodejno	automatisk
samodejno	automatiske
samodejno	automatisk
samodejno	automatgear
samodejno	automatisk
kvartet	kvartetten
wallace	wallace
preprečili	afværget
posebnosti	specificitet
pozitivni	positivt
pozitivni	positive
pozitivni	positiv
antike	antikken
nedavno	nyligt
nedavno	nylige
nedavno	seneste
nedavno	nyligt
piramida	pyramide
piramida	pyramiden
vesoljska	rummet
vesoljska	mellemrum
vesoljska	plads
vesoljska	rumforskning
vesoljska	rum
ricardo	ricardo
eur	eur
žagar	jigsaw
katedrale	katedraler
zvočni	akustisk
slava	berømmelse
slava	fame
slava	hæder
slava	herlighed
slava	ære
slava	pragt
madžari	ungarere
madžari	ungarerne
odločno	stærkt
odločno	kraftigt
sočasno	sideløbende
sočasno	samtidige
sočasno	samtidig
sočasno	samtidige
sočasno	samtidigt
sočasno	samtidig
sočasno	samtidigt
moto	motto
moto	mottoet
moto	moto
duševno	mentale
duševno	mentalt
duševno	psykiske
duševno	psykisk
duševno	mental
duševno	mentalt
duševno	psykisk
allan	allan
ekip	holdene
ekip	hold
ekip	teams
lokacijo	lokalisering
lokacijo	beliggenhed
lokacijo	sted
lokacijo	placering
lokacijo	lokation
valovi	bølger
valovi	bølgerne
zvezno	federal
zvezno	føderale
zvezno	føderal
zvezno	føderalt
zvezno	forbunds
populacija	befolkningen
populacija	indbyggertal
populacija	befolkning
populacija	indbyggere
dokazati	demonstrere
zamenjava	byt
zamenjava	swap
zamenjava	bytter
zamenjava	bytte
zamenjava	byttes
zamenjava	udskiftning
zamenjava	erstatning
zamenjava	substitution
zamenjava	udskiftning
zamenjava	afløsning
zamenjava	afløser
zamenjava	erstatning
kače	slangerne
kače	slanger
kače	slange
kače	slangen
kače	snake
kače	snog
skoki	springer
skoki	hopper
skoki	springer
skoki	hopper
skoki	hoppe
skoki	hoppende
delavce	arbejdstagere
delavce	arbejdstagerne
delavce	arbejdere
napadalec	gerningsmand
srbijo	serbien
srbijo	serbiens
čustveno	følelsesladet
čustveno	følelsesmæssig
čustveno	emotionel
čustveno	følelsesmæssigt
čustveno	følelsesmæssige
čustveno	følelsesmæssigt
saturn	saturn
encima	enzym
encima	enzymet
postanek	mellemlanding
tokio	tokyo
dream	drømme
dream	dream
dream	drømmer
dream	drøm
germain	germain
matt	matt
matt	mat
nasledniki	efterfølgere
pérez	pérez
slovenia	slovenien
alexandre	alexandre
centralne	central
centralne	centralt
oscar	oscar
ronnie	ronnie
uefa	uefa
monarhija	monarki
vlaken	fibre
vlaken	fiber
preprečil	afværget
mansell	mansell
propad	undergang
propad	kollapse
propad	sammenbrud
propad	kollaps
propad	undergang
turistične	turist
ngc	ngc
clarke	clarke
krona	crown
krona	kronen
krona	krone
krona	kongehuset
uran	uran
uran	uranus
zimonjić	zimonjić
celično	cellulære
resnica	sand
resnica	sandt
resnica	true
resnica	rigtigt
resnica	sandheden
resnica	sandhed
bruhanje	bræk
bruhanje	opkast
bruhanje	opkastning
bruhanje	opkast
arheologi	arkæologer
pripadal	tilhørt
pripadal	tilhørte
dodana	tilføjet
dodana	føjet
dodana	tilføjede
dodana	tilsat
menihi	munke
menihi	munkene
funtov	pund
funtov	kilo
odziva	svarer
odziva	reaktion
odziva	svar
odziva	respons
tesla	tesla
sloj	lag
sloj	laget
padli	falden
padli	faldne
padli	faldet
viktorija	victoria
akcija	aktion
akcija	action
akcija	handling
akcija	foranstaltninger
akcija	indsats
tiska	press
tiska	presse
tiska	tryk
razglašena	udråbt
razglašena	proklameret
ščiti	beskytter
ščiti	skjoldene
ščiti	skjolde
ščiti	skjold
vickers	vickers
luknje	huller
waffen	waffen
presega	overskrider
presega	overstiger
game	gamma
vladanje	regere
vladanje	regeringstid
andre	andré
andre	andré
ban	ban
ban	forbyde
ban	forbud
izračuna	beregner
opredeljuje	definerer
ema	emma
ema	ema
doktorat	doktorgrad
doktorat	phd
listina	charter
listina	charteret
listina	chartret
pljuč	lunge
pljuč	lungekræft
pljuč	lunger
pljuč	lung
pljuč	lungerne
pljuč	lunger
pljuč	lungerne
nasprotnikov	modstandere
nasprotnikov	modstanderne
okoliščine	omstændigheder
okoliščine	omstændighed
okoliščine	omstændighederne
okoliščine	omstændigheder
altlink	altlink
izola	izola
krizo	kriser
krizo	krise
krizo	krisesituation
krizo	krisen
silver	sølvfarvet
silver	silver
silver	sølv
léon	léon
planine	bjergene
planine	bjerge
navzven	udadtil
navzven	eksternt
navzven	udvendigt
navzven	udad
navzven	udad
agent	befuldmægtiget
agent	agent
vstaja	opstanden
vstaja	opstand
vstaja	oprør
vstaja	opstand
vzpostavitev	oprettelse
vzpostavitev	opstilling
vzpostavitev	etablering
priznana	genkendte
priznana	erkendt
priznana	genkendt
priznana	anerkendt
priznana	erkendte
priznana	erkendt
priznana	anerkendte
priznana	anerkendt
priznana	genkendte
priznana	erkendt
priznana	genkendt
priznana	anerkendt
upokojen	pensionerede
upokojen	pensioneret
pre	pre
pre	præ
kalibra	kaliber
jason	jason
guillaume	guillaume
danny	danny
skrajno	ekstrem
skrajno	ekstremt
skrajno	ekstreme
ravna	flad
ravna	lejlighed
ravna	fladt
ravna	flade
instrument	instrument
instrument	instrumentet
delec	fragment
delec	partikel
nationalgoals	nationalgoals
negativna	negativt
negativna	negative
negativna	negativ
konzulat	konsulatet
konzulat	konsulat
konzulat	konsulater
učitelji	lærere
učitelji	undervisere
učitelji	lærerne
izkoristek	effekt
izkoristek	effektivitet
izkoristek	effektiviteten
izkoristek	virkningsgrad
izkoristek	effektivitet
zatočišče	ly
zatočišče	fristed
zatočišče	helle
zatočišče	tilflugtssted
zatočišče	tilflugt
zaposlitve	arbejdspladser
zaposlitve	job
zaposlitve	jobs
zaposlitve	beskæftigelsen
zaposlitve	ansættelse
zaposlitve	beskæftigelse
sivo	gråt
sivo	gray
sivo	grå
sivo	gråt
sivo	grå
sivo	grey
sod	tønde
sod	fad
sod	tønde
sod	fadet
prizor	scenen
prizor	scene
vlakna	fibre
vlakna	fiber
vlakna	fibre
vlakna	fiber
vlakna	fibre
izdelani	opdigtede
keramike	keramik
tarča	målet
tarča	mål
arizona	arizona
razpadla	opløst
zmogljivosti	kapaciteter
zmogljivosti	kapacitet
zmogljivosti	kapacitet
zmogljivosti	kapaciteten
zmogljivosti	kapaciteter
zmogljivosti	evner
spektra	spektrum
spektra	frekvenser
santo	santo
dvoboj	duel
liverpool	liverpool
meč	sværd
meč	sværdet
upanje	håber
upanje	hope
upanje	håb
upanje	håbet
grumman	grumman
indeks	indeks
spoštovanje	respekt
spoštovanje	respektere
spoštovanje	respekter
chapelle	chapelle
arheološki	arkæologiske
arheološki	arkæologisk
kraški	karst
definira	definerer
eksplozije	eksplosioner
eksplozije	eksplosionen
eksplozije	eksplosion
eksplozije	eksplosioner
demokratična	demokratiske
demokratična	demokratisk
marin	marin
marin	marín
preostale	resterende
preostale	tilbageværende
razvite	fremkaldt
razvite	udviklede
razvite	udviklet
moralno	moralsk
moralno	moral
moralno	moralsk
moralno	moralske
negativni	negativt
negativni	negative
negativni	negativ
razni	diverse
razni	forskelligt
kalif	kaliffen
zadovoljstvo	tilfredshed
zadovoljstvo	tilfredsstillelse
zadovoljstvo	tilfreds
zadovoljstvo	nydelse
zadovoljstvo	fornøjelse
predpisi	forordninger
predpisi	regulativer
predpisi	regler
predpisi	bestemmelser
usmerjeno	instrueret
delovalo	arbejdede
delovalo	bearbejdede
delovalo	bearbejdet
hribi	bjergene
hribi	bjerge
hribi	hills
hribi	bakker
hribi	bakkerne
oblačil	beklædningsgenstande
oblačil	beklædning
oblačil	tøj
oblačil	påklædning
igrišče	legeplads
igrišče	legepladsen
administrator	administrator
administrator	fuldmægtig
klasifikacija	indplacering
klasifikacija	klassifikation
klasifikacija	klassificering
nosila	båre
licenca	licens
licenca	licens
licenca	kørekort
ska	ska
tisoče	tusinde
tisoče	tusindvis
tisoče	tusinder
ločitev	skilsmissen
ločitev	skilsmisser
ločitev	skilsmisse
ločitev	adskillelse
ločitev	separation
meritev	måling
meritev	målinger
meritev	måling
meritev	målinger
mine	landminer
mine	miner
mine	minerne
spopadov	konfrontationer
patent	patent
patent	patentet
patent	patenter
opiše	beskriver
organizacijske	organisatoriske
organizacijske	organisatorisk
župnijo	parish
župnijo	pagasts
župnijo	sogn
glive	svampe
glive	svamp
tommy	tommy
obiskala	besøgte
obiskala	besøgt
bra	bh
bra	bra
videm	udine
težavah	vanskelighed
težavah	vanskeligheder
težavah	sværhedsgrad
doris	doris
primerni	egnede
primerni	passende
primerni	egnet
primerni	velegnet
auf	auf
hawker	hawker
tower	tårn
tower	tower
tower	tårnet
odvisni	afhængige
odvisni	afhængig
dodajanje	tilføjelse
dodajanje	tilsætning
dodajanje	tilføjelse
