המשלוח	expediere
קונצרטים	concerte
העמדה	pozitie
העמדה	poziția
העמדה	poziţia
העמדה	poziţie
העמדה	poziție
מסעדות	restaurante
מסעדות	restaurantele
ארט	arta
ארט	artă
ארט	art
יקום	univers
יקום	universul
מיניות	sexualitate
מיניות	sexualitatea
מיניות	sexuala
מיניות	sexuale
מיניות	sexuală
מיניות	sexual
סודי	secretă
סודי	secret
סודי	secreta
סודי	secrete
סודי	secretul
סודי	confidențiale
סודי	confidential
סודי	confidențial
להבהיר	clarifică
להבהיר	clarifica
אחי	bro
אחי	frate
אחי	gagiu
אחי	omule
אחי	dude
אחי	frate
אחי	fratele
פאשה	pasha
בהתחשב	considerând
קדומה	prejudecată
קדומה	prejudiciu
דיק	sculă
דיק	dick
דיק	pula
דיק	pulă
עדים	martorii
עדים	martori
עדים	martorul
עדים	martoră
עדים	martor
עדים	martori
צפויה	așteptat
צפויה	așteptam
צפויה	previzibile
צפויה	previzibilă
צפויה	previzibil
כיס	buzunar
כיס	buzunarul
ברמות	nivelurile
ברמות	niveluri
ברמות	nivele
שותפות	parteneriat
שותפות	parteneriatul
נחת	aterizat
נחת	debarcat
נחת	marin
נחת	marină
נחת	marine
מיר	mir
לטביה	letoniei
לטביה	letonia
לטביה	letonă
מנהרות	tuneluri
מנהרות	tunelele
מנהרות	tunelurile
מנהרות	tunele
ערובה	ostatici
ערובה	ostatec
ערובה	ostatic
ערובה	garanția
ערובה	garanție
ערובה	garanta
מוקף	inconjurat
מוקף	înconjurată
מוקף	înconjurat
גנטית	genetic
גנטית	genetic
גנטית	genetică
גנטית	genetice
הוסף	adăugare
הוסף	adaugă
הוסף	add
הוסף	adauga
בוואריה	bavarez
בוואריה	bavaria
אוריינות	erudit
אוריינות	alfabetizare
פשוטות	simplu
פשוטות	simple
פשוטות	simplă
אמנותי	artistice
אמנותי	artistic
אמנותי	artistică
אורחים	vizitatorii
אורחים	vizitatori
אורחים	oaspeti
אורחים	musafiri
איומים	amenintari
איומים	amenințări
אטומי	atomice
אטומי	atomic
אטומי	atomică
אטומי	atomica
תקלה	defecțiune
מישיגן	michigan
כיסא	fotoliu
כיסא	scaun
הילדה	hilda
שנפלו	cazut
שנפלו	căzută
שנפלו	căzut
חינוכי	educativ
נטע	neta
הורשע	condamnat
דחף	împingere
דחף	împins
דחף	impins
דחף	împinsă
דחף	impuls
דאלאס	dallas
טיול	excursie
טיול	trip
טיול	călătorie
הרווח	profit
הרווח	profitul
קליבלנד	cleveland
כובע	pălăriile
כובע	pălării
כובע	cap
כובע	pac
כובע	capac
כובע	pălărie
כובע	hat
כובע	palarie
כובע	pălăria
קורפוס	corpus
הצפנה	criptare
סוני	sony
סוני	sonny
סוני	sunni
בחינם	liberă
בחינם	liber
בחינם	liberi
בחינם	free
בחינם	gratuit
לכוון	scopul
רחמים	milă
רחמים	mercy
רחמים	milă
רחמים	mila
רפובליקה	republica
רפובליקה	republică
רומני	românesc
רומני	român
רומני	români
רומני	română
רומני	romney
ברטון	burton
ברטון	barton
ברטון	breton
זרעים	semințe
זרעים	seminte
נידון	condamnată
נידון	condamnat
נידון	condamnate
נירנברג	nuremberg
מודרניות	modernitate
מודרניות	moderni
מודרניות	moderna
מודרניות	modern
מודרניות	moderne
מודרניות	modernă
בהינתן	dat
חגים	sarbatori
חגים	sărbători
חגים	sărbătorile
לשדר	transmit
לשדר	transmite
הנחיות	directii
הנחיות	orientări
הנחיות	orientările
הנחיות	directivele
הנחיות	directive
הנחיות	instrucțiunile
הנחיות	instrucțiuni
הנחיות	instructiuni
פסים	dungi
פסים	dungile
חלקיק	particule
חלקיק	particulele
חלקיק	particule
חלקיק	particula
חלקיק	particulă
נזקים	daune
נזקים	despăgubiri
נזקים	pagube
נזקים	daune
נזקים	pagube
נזקים	avarii
נזקים	stricăciuni
בואנוס	buenos
מני	mani
מני	manny
דגלים	steaguri
דגלים	steagurile
מקל	stick
אטלס	atlas
מעריצים	fani
מעריצים	fanii
מעריצים	ventilatoare
מעריצים	fanilor
מעריצים	suporteri
מנועים	motoarele
מנועים	motoare
מיאמי	miami
מוסוליני	mussolini
קשתות	arcuri
מושבות	colonii
מושבות	coloniile
נרשמה	notat
נרשמה	remarcat
ולס	vals
ולס	fântâni
ולס	wells
יריב	rivalul
יריב	rival
יריב	rivală
יריב	adversar
יריב	oponent
יריב	adversar
יריב	adversarul
רצופים	consecutive
רצופים	consecutiv
בקביעות	regulat
בקביעות	constant
פיה	pia
פיה	zână
פיה	zâna
פיה	zana
ליון	lyon
ספיידרמן	spiderman
טבלה	tabelul
טבלה	masă
טבלה	masa
טבלה	tabel
טבלה	grafic
טבלה	graficul
טבלה	diagramă
ביתא	beta
נאפולי	neapole
נאפולי	napoli
נאפולי	neapole
נאפולי	napoli
חולי	pacienți
חולי	pacienții
חולי	boală
חולי	boala
ארגן	organizează
ארגן	organizeaza
ארגן	organizează
ארגן	aranjată
ארגן	aranjate
ארגן	aranjat
הולם	adecvată
הולם	corespunzătoare
הולם	corespunzător
הולם	adecvat
הולם	adecvată
הולם	adecvate
הולם	adecvat
הולם	holm
המונים	multitudine
המונים	masele
המונים	mase
המונים	maselor
מעורר	stimulator
מעורר	stimularea
באפט	buffett
מסת	liturghie
מסת	mass
מסת	masă
מסת	masa
אחיות	surori
אחיות	surorilor
אחיות	surorile
אחיות	nurse
אחיות	asistente
אחיות	infirmiere
הולנדי	olandeză
הולנדי	olandezi
הולנדי	olandez
הולנדי	dutch
יהונתן	jonathan
פין	penis
פין	penisul
פין	fin
פין	finn
האחיות	surori
האחיות	surorilor
האחיות	surorile
מאובנים	fosile
ריאות	lung
ריאות	plămân
ריאות	plămânii
ריאות	plămâni
שקר	minciună
שקר	minciuna
שקר	fals
שקר	falsa
שקר	falsă
שקר	false
נפשי	mintală
נפשי	mentale
נפשי	mental
נפשי	mentală
מציינת	indică
שמקורם	originar
שמקורם	originare
מכסה	capacul
מכסה	capac
מכסה	acoperi
מכסה	acoperă
מכסה	coperta
מכסה	copertă
מכסה	cover
מכסה	acoperire
מכסה	contingent
מכסה	cotă
מכסה	cota
מכסה	acoperă
מכסה	acoperind
התיאור	descriere
התיאור	descrierea
מסייע	ajută
מסייע	util
מסייע	utilă
בונים	castori
שוחררו	lansat
שוחררו	eliberat
שוחררו	eliberată
עבאס	abbas
מעצמות	superputeri
ננסי	nancy
סוללות	bateriile
סוללות	baterii
לאבד	pierzând
לאבד	pierzi
לאבד	pierd
לאבד	pierde
המולדת	patria
המולדת	patria
המולדת	patriei
המולדת	homeland
המולדת	patrie
ליבה	nucleul
ליבה	core
ליבה	miezul
ליבה	miez
ליבה	nucleu
בטי	betty
קדומות	prejudecată
קדומות	prejudiciu
פיצוי	compensare
פיצוי	compensații
פיצוי	despăgubire
פיצוי	compensație
גשרים	podurile
גשרים	poduri
רכיב	componenta
רכיב	componentă
נוחות	comoditate
נוחות	confort
נוחות	comfort
נוחות	confortul
נוחות	alinare
אורז	ambalare
אורז	orez
השערות	ipoteze
פלסטין	palestina
לנון	lennon
מתקבלת	susținut
מתקבלת	susţinut
מתקבלת	susținută
ברוקולי	broccoli
אלת	zeita
אלת	zeiţa
מתמטי	matematic
מוקדש	dedicată
מוקדש	dedicate
מוקדש	dedicat
עוזב	plecarea
לאונרדו	leonardo
מבטא	accente
מבטא	accent
מבטא	accentul
הזמנה	rezervare
הזמנה	rezervarea
הזמנה	invita
הזמנה	invită
הזמנה	invitație
הזמנה	comanda
הזמנה	ordinea
הזמנה	comandă
הזמנה	ordine
הזמנה	ordin
הזמנה	rezervare
הזמנה	rezervarea
הזמנה	invitatie
הזמנה	invitație
מחברות	caietele
כיתה	clasă
כיתה	clasa
שולמית	shulamit
הקומוניסטים	comunisti
העיקרון	principiul
העיקרון	principiu
אקדח	pistol
אקדח	pistol
אקדח	armă
אקדח	arma
נחמיה	nehemiah
פיסול	sculptura
פיסול	sculptură
פיסול	sculptor
פיסול	sculptura
פיסול	sculptură
נתפסו	prinsă
נתפסו	prins
נתפסו	capturat
נתפסו	capturată
נתפסו	capturate
מבטיח	promit
מבטיח	promite
אבירי	galant
הגבלות	restricții
הגבלות	limite
הגבלות	limitele
הרייך	reich
קברים	morminte
קברים	mormintele
קברים	graves
קברים	morminte
שהו	sho
הכה	hit
הכה	lovit
הכה	loveste
דמוקרטי	democrată
דמוקרטי	democratice
דמוקרטי	democratică
דמוקרטי	democrat
דמוקרטי	democratic
דמוקרטי	democrat
דמוקרטי	democrată
מתחרים	competitori
מתחרים	concurenți
מתחרים	concurenții
מתחרים	concurente
אסד	assad
אסד	asad
ליברמן	lieberman
ספציפיים	specific
ספציפיים	specifică
ספציפיים	specifice
חוקיים	juridice
חוקיים	legale
חוקיים	juridic
חוקיים	legală
חוקיים	legal
האנס	hans
הזדמנויות	oportunități
הבלקן	balcani
הבלקן	balcanii
חובות	datoriile
חובות	datorii
חובות	îndatoriri
כומר	reverend
כומר	reverendul
כומר	popă
כומר	preot
כומר	preotul
להתפטר	demisioneze
להתפטר	demisionează
ערפאת	arafat
ביו	bio
ביו	biografia
ביו	biografie
הוותיקן	vaticanul
הוותיקן	vaticanului
הוותיקן	vatican
נמשכת	atrasă
נמשכת	atras
נמשכת	atrase
גרינברג	greenberg
צלילים	sunetele
צלילים	sunete
היופי	frumusețe
היופי	frumusete
היופי	frumusețea
מורי	maury
מורי	murray
סיקור	acoperire
סיקור	acoperirea
פלילי	infractor
פלילי	criminală
פלילי	criminal
פלילי	penal
קומה	etajul
קומה	etaj
קומה	podea
לדחות	amână
לדחות	amâna
לייק	lacul
לייק	lake
לייק	lac
המסמך	documentul
המסמך	document
בדיעבד	retrospectiv
חיסול	eliminare
חיסול	eliminarea
שותפה	partenere
שותפה	parteneră
שותפה	partenerul
שותפה	partener
שותפה	asociat
שותפה	asociază
שותפה	asociată
במימון	finanțate
במימון	finanțat
נסיגה	retragere
נסיגה	retragerea
נסיגה	retragere
נסיגה	retragerea
נסיגה	sevraj
פר	per
רפורמה	reformei
רפורמה	reforma
רפורמה	reformă
הומו	homo
הומו	homosexual
הומו	homo
הומו	gay
מעשים	acte
מעשים	deeds
מעשים	acțiunile
מעשים	acțiuni
רבן	rabban
אחסון	stocare
אחסון	depozitarea
אחסון	depozit
אחסון	depozitare
אובייקט	obiect
אובייקט	obiectul
אובייקט	obiectele
אובייקט	obiecte
ביג	mare
ביג	mari
ביג	big
גלן	glen
גלן	glenn
הארט	hart
תורמים	donatorii
תורמים	donatori
תורמים	donatorilor
תורמים	colaboratori
תורמים	contribuabili
תורמים	colaboratorii
עוקב	urmăritor
עוקב	adept
עוקב	urmăritori
עוקב	urmarire
עוקב	urmărire
עוקב	urmărirea
מחווה	tributul
מחווה	omagiu
מחווה	tribut
מחווה	gest
מחווה	omagiu
מושפע	influentat
מושפע	influențat
מושפע	afectate
מושפע	afectat
מושפע	afectata
מושפע	afectată
פיק	pic
גלילי	cilindrică
גלילי	cilindric
לאונרד	leonard
מסורתיים	traditional
מסורתיים	tradiţionale
מסורתיים	tradițional
מסורתיים	tradiţional
מסורתיים	tradiţională
מלאך	inger
מלאך	înger
מלאך	angel
מהפכה	revoluție
מהפכה	revolutia
מהפכה	revoluția
מהפכה	revolutie
צוואר	gât
צוואר	gat
צוואר	gâtul
רול	rola
רול	roll
חשף	descoperit
חשף	dezvaluit
חשף	dezvăluită
חשף	dezvăluit
חשף	dezvăluită
חשף	dezvăluit
מיטשל	mitchell
מיטשל	mitchel
מייצגים	reprezintă
מייצגים	reprezinta
מייצגים	reprezentând
לפתע	brusc
קולומבוס	columbus
קולומבוס	columb
מסים	impozitele
מסים	impozite
מסים	taxe
מסים	taxele
אמינות	credibilitatea
אמינות	credibilitate
אמינות	fiabile
אמינות	fiabilă
אמינות	fiabilitate
אמינות	fiabilitatea
אמינות	autenticitate
אמינות	autenticitatea
נוסחה	formula
נוסחה	formulă
קדושה	sacre
קדושה	sacru
קדושה	sacra
קדושה	sacră
קדושה	sfânt
קדושה	sfântă
קדושה	sfinte
קדושה	sfânt
קדושה	sfantul
קדושה	sfântul
קדושה	saint
המלאכה	atelier
המלאכה	atelierul
נעורים	tinerete
נעורים	tineret
נעורים	tineretul
דירה	plate
דירה	plat
דירה	apartamentul
דירה	apartament
לאופולד	leopold
ולטר	walther
ולטר	walter
השחר	dawn
השחר	zorii
השחר	zori
ליב	liv
ליב	lib
השקעה	investitii
השקעה	investiție
השקעה	investitie
השקעה	investiții
יוטיוב	youtube
אבירים	cavalerilor
אבירים	cavaleri
אבירים	cavalerii
בבלי	babiloniană
ממונה	superior
ממונה	superioare
ממונה	superioară
ממונה	superiori
פורה	productiv
פורה	productivă
פורה	fertilă
פורה	fertil
פורה	prolific
פורה	fructuoasă
אלגברה	algebră
אלגברה	algebra
ראיונות	interviurile
ראיונות	interviuri
פטרוס	petru
פטרוס	peter
הווה	cadou
הווה	prezente
הווה	prezentul
הווה	prezent
הווה	prezentă
דלתות	uși
דלתות	uşi
דלתות	usi
סכר	dam
סכר	baraj
סכר	barajul
תעודה	certificat
תעודה	certificatul
גולדמן	goldman
אוריאל	uriel
המלווה	companion
אירוח	ospitalitatea
אירוח	ospitalitate
אירוח	găzduire
אירוח	găzduirea
טורקית	turcesc
טורקית	turc
טורקית	turci
טורקית	turcă
הכרזה	anuntul
הכרזה	anunt
הכרזה	anunț
הכרזה	anunțul
ירה	shot
ירה	împușcat
ירה	impuscat
ירה	concediată
ירה	concediat
גרפי	grafic
גרפי	grafică
גולדה	golda
החופים	plajele
החופים	plaje
חוש	simț
חוש	sens
איירון	fier
איירון	fierul
אנונימי	anonimă
אנונימי	anonim
אנונימי	anonime
דרווין	darwin
אולמות	sali
אולמות	săli
שרירים	muschi
שרירים	muschii
שרירים	mușchi
שרירים	muschi
שרירים	musculare
טובי	toby
מוג	moog
גבעות	dealurile
גבעות	hills
גבעות	coline
גבעות	dealuri
היידן	hayden
היידן	haydn
כתום	orange
כתום	portocală
כתום	portocaliu
כתום	portocalie
הלוואי	doresc
פלוס	plus
האירוויזיון	eurovision
דודה	matusa
דודה	matusa
דודה	mătușa
בלוג	blog
בלוג	blogul
בלוג	blogging
השלם	completa
השלם	completă
השלם	complete
השלם	complet
מתמטיקאים	matematicieni
להפיץ	răspândirea
להפיץ	răspândire
להפיץ	răspândit
קה	becca
מחליטה	decide
ולנסיה	valencia
ניגריה	nigeria
מסייעת	ajută
טורקי	torquay
טורקי	turcesc
טורקי	turc
טורקי	turci
טורקי	turcă
פנייה	pena
פנייה	pena
מימד	dimensiune
מימד	dimensiunea
ייל	yale
פלישה	invazia
פלישה	invazie
פתאום	brusc
טרנר	turner
נלחמו	luptat
שקול	prudent
שקול	prudentă
דוחה	brută
דוחה	brut
מימוש	implementarea
מימוש	implementare
מימוש	răscumpere
ברברוסה	barbarossa
הנחות	reduceri
הנחות	ipotezele
הנחות	presupuneri
הנחות	ipoteze
האורך	lungime
האורך	lungimea
מרפא	vindecător
מרפא	vindecătoare
מרפא	leac
מרפא	cure
מרפא	vindeca
מרפא	cura
נייד	mobile
נייד	mobil
נייד	mobilă
נייד	portabil
נייד	portabile
קשורות	legate
חשבונות	facturile
חשבונות	facturi
חשבונות	conturi
חשבונות	conturile
רכיבים	componente
רכיבים	componentele
רכיבים	ingrediente
רכיבים	ingredientele
איימי	amy
נרכש	dobândite
נרכש	dobândită
נרכש	dobândit
נרכש	achiziționat
נרכש	cumpărată
נרכש	cumpărat
נרכש	achiziționat
נבון	inteligent
נבון	inteligentă
נבון	înțelept
ונצואלה	venezuelean
ונצואלה	venezuela
ונצואלה	venezuela
תפילות	rugăciuni
תפילות	rugăciunile
אמנויות	arte
טכניים	tehnică
טכניים	tehnice
טכניים	tehnic
שומרים	gărzi
שומרים	paznici
שומרים	gardienii
שומרים	gardieni
הרקולס	hercules
הרקולס	hercule
גופות	cadavre
גופות	organisme
גופות	corpuri
גופות	trupuri
גופות	cadavre
שמורות	rezervată
שמורות	rezervat
שמורות	rezervate
פלסטיק	plastice
פלסטיק	plastic
פלסטיק	plasticul
פלסטיק	plastic
צמצום	reducere
צמצום	reducerea
צמצום	reducerea
צמצום	reducând
צמצום	înguste
צמצום	îngustă
צמצום	restrânge
צמצום	îngust
הזוכים	învingători
מנור	conac
מנור	manor
מרגלית	margalit
בטח	sigur
קלט	intrare
חינם	liberă
חינם	liber
חינם	liberi
חינם	free
חינם	gratuit
ריגול	spionaj
ריגול	spion
ריגול	spionul
ריגול	spionajul
ריגול	spionaj
עשן	fum
סדנאות	ateliere
סדנאות	atelierele
מקסים	maxim
מקסים	fermecător
מקסים	fermecătoare
קסטיליה	castilia
רעות	rău
רעות	bad
רעות	rau
רעות	rea
החלפה	comutator
החלפה	comutare
החלפה	comută
החלפה	schimb
החלפה	schimbul
החלפה	schimb
החלפה	swap
החלפה	comerțul
החלפה	comerț
חזן	cantor
חזן	hazan
העקרונות	principiile
העקרונות	principii
פקודות	comenzi
פקודות	ordine
פקודות	ordinele
פקודות	comenzi
זיקה	afinitate
מינימלי	minimă
מינימלי	minime
מינימלי	minim
בודדות	singuratic
בודדות	singur
אונו	ono
חימום	caldura
חימום	heat
חימום	căldură
חימום	căldura
חימום	incalzire
חימום	încălzire
מוכנה	pregătit
מוכנה	gata
וינסנט	vincent
הקלטה	înregistrare
הקלטה	înregistrarea
להתנגד	rezista
להתנגד	rezistă
לחסל	elimina
יפים	frumoase
יפים	frumoasă
יפים	frumos
יפים	frumoasa
קיצונית	radical
קיצונית	radicale
קיצונית	radicală
קיצונית	extremă
קיצונית	extrem
קיצונית	extrema
קיצונית	extreme
מולדת	patria
מולדת	patriei
מולדת	homeland
מולדת	patrie
זוגי	cupluri
זוגי	cuplurile
זוגי	cuplurilor
דתות	religiile
דתות	religii
רוקח	farmacistul
רוקח	farmacist
יוטה	utah
אצבעות	degetele
אצבעות	degete
מאלו	malo
אישורים	aprobări
אישורים	aprobările
אישורים	confirmări
אישורים	permise
אישורים	permisele
מקדוניה	macedonia
תוקן	reparate
תוקן	reparată
תוקן	reparat
תוקן	fixă
תוקן	fix
תוקן	reparat
תוקן	fixat
תוקן	corectate
תוקן	corectată
תוקן	corectat
רויאל	regal
רויאל	regală
רויאל	royal
נחיתה	debarcarea
נחיתה	aterizarea
נחיתה	debarcare
נחיתה	aterizare
גלם	raw
גלם	crud
יצרני	productiv
יצרני	productivă
יצרני	producători
יצרני	producătorii
יוזמה	initiativa
יוזמה	inițiativă
יוזמה	inițiativa
ביולוגיה	bio
ביולוגיה	biografia
ביולוגיה	biografie
ביולוגיה	biologie
ביולוגיה	biologia
אבטחה	securitate
אבטחה	securitatea
אבטחה	pază
אבטחה	paza
מתכנן	planificare
מתכנן	planificarea
מתכנן	planificator
נתקלו	întâlnite
נשאו	cărat
הגה	cârma
מרשימה	impresionant
מרשימה	impresionantă
זכריה	zaharia
מתוכנן	programată
מתוכנן	programat
מתוכנן	programate
מתוכנן	planificate
מתוכנן	plănuit
מתוכנן	planificat
מתוכנן	planificată
מתוכנן	proiectat
מתוכנן	proiectată
מתוכנן	conceput
מתוכנן	proiectate
מתוכנן	concepute
הוחלפו	înlocuit
הוחלפו	înlocuită
הוחלפו	înlocuite
נדירה	rari
נדירה	rar
נדירה	rară
נדירה	rare
נדירה	rara
תחליף	substitut
תחליף	înlocuiește
תחליף	înlocui
טרומן	truman
אינסוף	infinit
אינסוף	infinite
אינסוף	infinită
אינסוף	infinit
שוד	jaf
שוד	jaful
יוהנס	johannes
שליטי	conducători
שליטי	conducătorii
זן	zen
זן	specii
זן	specie
זן	specia
הריין	rin
הידרו	hidro
ניירות	hârtii
ניירות	acte
המציא	inventate
המציא	inventat
שנאה	urat
שנאה	urii
שנאה	ura
שנאה	ură
שנאה	urăsc
שנאה	ura
שנאה	ură
אפריקאי	africani
אפריקאי	africană
אפריקאי	africane
אפריקאי	african
פרדי	freddie
פרדי	freddy
סחורות	mărfuri
סחורות	bunuri
סחורות	marfuri
סחורות	mărfuri
טלסקופ	telescopul
טלסקופ	telescop
אסי	assi
קרניים	raze
קרניים	razele
קרניים	coarnele
קרניים	coarne
עומס	sarcină
עומס	încarcă
עומס	supraîncărcare
המחוקקת	legislativ
המחוקקת	legislative
המחוקקת	legislativă
המחוקקת	legislatură
מעבורת	navetă
מעבורת	naveta
מעבורת	feribotul
מעבורת	feribot
מעבורת	bac
אדיר	minunat
אדיר	super
האר	har
נספו	pierit
טומי	tommy
אום	umm
עותק	copia
עותק	copiere
עותק	copie
עותק	copiază
קיסרי	imperiale
קיסרי	imperială
קיסרי	imperial
תקפה	valabil
תקפה	valabile
תקפה	valid
תקפה	valabilă
תקפה	validă
גופה	body
גופה	organism
גופה	corp
גופה	corpul
גופה	trup
גופה	cadavru
אוהדי	fani
אוהדי	fanii
אוהדי	ventilatoare
אוהדי	fanilor
אוהדי	suporteri
פיוטר	piotr
משקה	bea
משקה	băutură
משקה	băutură
עממי	folk
ואחריו	urmate
ואחריו	urmărit
ואחריו	urmat
ואחריו	urmărită
דיר	deir
תהילה	faimă
תהילה	faima
תהילה	fame
תהילה	glorie
תהילה	glory
אחורה	înapoi
אחורה	inapoi
אחורה	back
אחורה	spate
סיפק	furnizat
סיפק	furnizată
סיפק	furnizate
סיפק	furnizat
סיפק	aprovizionat
סיפק	furnizată
סיפק	furnizate
פלשו	invadată
פלשו	invadat
תעסוקה	angajare
הסוגים	tipuri
הסוגים	tipurile
משלים	complementare
משלים	complementar
משלים	complementară
אחרונים	ultimele
אחרונים	ultima
אחרונים	ultimul
אחרונים	last
אחרונים	recente
אחרונים	recent
אחרונים	recenta
אחרונים	recentă
הדנובה	dunăre
הדנובה	dunărea
הדנובה	dunării
דרשה	predica
דרשה	predică
ראשונית	preliminare
ראשונית	preliminar
ראשונית	preliminară
ארנון	arnon
ספנסר	spencer
ספנסר	spenser
נור	nur
נור	noor
דנים	daneză
דנים	danez
דנים	danes
דנים	danezi
דנים	discutarea
דנים	denim
בוגרת	adulți
בוגרת	adult
בוגרת	adultă
בוגרת	matură
בוגרת	matur
בוגרת	maturi
בוגרת	mature
אחיינו	nepotul
אחיינו	nepot
אחיינו	nepoate
שייכות	relevanța
שייכות	relevanță
שייכות	aparținând
שייכות	aparțin
טכנולוגית	tehnologică
טכנולוגית	tehnologic
הגלריה	galerie
הגלריה	galeria
פאן	tigaie
פאן	pan
עונשין	penalty
עונשין	pedeapsă
עונשין	pedeapsa
עונשין	penalizare
קון	con
קני	kenny
סעיפים	clauzele
סעיפים	clauze
הפער	decalaj
הפער	gap
שהתגלה	descoperite
שהתגלה	descoperită
שהתגלה	descoperit
להביס	înfrângere
להביס	înfrângerea
אנטוניוס	antony
אנטוניוס	antoniu
אנטוניוס	antonius
חוט	fir
חוט	sârmă
חוט	sarma
חוט	fir
חוט	firul
עיתונאית	ziaristă
עיתונאית	jurnalistul
עיתונאית	jurnalist
עיתונאית	jurnalistă
עיתונאית	ziarist
בלוך	bloch
מסוק	elicopter
מסוק	elicopterul
הרצועה	lesă
הרצועה	curea
הרישיון	licență
הרישיון	licența
הרישיון	licenta
דשא	iarbă
דשא	iarba
פרידה	adio
פרידה	frida
טונות	tone
התמקד	axat
התמקד	concentrat
התמקד	concentrată
מעצב	designer
סטטיסטיקה	statistici
סטטיסטיקה	statistică
סטטיסטיקה	statisticile
סטטיסטיקה	statistica
סטטיסטיקה	statistici
סטטיסטיקה	statistica
סטטיסטיקה	statistică
מבצעית	operațională
מבצעית	operaționale
מבצעית	operațional
חתך	taie
חתך	tăiat
חתך	incizie
חתך	incizia
דטרויט	detroit
גלוי	vizibilă
גלוי	vizibile
גלוי	vizibil
הקוונטים	cuantic
הקוונטים	cuantice
הקוונטים	cuantică
הסוחר	negustor
הסוחר	comerciant
דיגיטלי	digitală
דיגיטלי	digitale
דיגיטלי	digital
אסטרטגית	strategică
אסטרטגית	strategice
אסטרטגית	strategic
צירים	balamale
צירים	travaliu
לכפות	impună
לכפות	impun
לכפות	impune
תצפיות	observații
עוזרת	asistent
הוקי	hockey
הוקי	hochei
בפנים	interior
בפנים	înăuntru
חרדה	nerăbdător
חרדה	anxietatea
חרדה	anxietate
חרדה	groază
פער	decalaj
פער	gap
בסיני	sinai
טורים	coloanele
טורים	coloane
סבב	rotire
סבב	rotație
שריד	relicvă
שמור	salveaza
שמור	salvați
שמור	salvează
שמור	ține
שמור	păstrați
שמור	păstrează
עמותה	asociația
עמותה	asociatia
עמותה	asociație
עמותה	asocierea
עמותה	asociere
