сьєрра	сиера
давній	древно
давній	древна
спробувати	опитай
спробувати	опитайте
міграції	миграцията
міграції	миграция
продажів	продажби
продажів	продажбите
індійський	индианец
індійський	индиец
індійський	индийско
індійський	индийски
індійський	индийска
еміль	емил
еміль	емил
каменів	камъни
вузли	връстници
вузли	водещи
вузли	приемници
вузли	домакини
вузли	възли
літер	буквите
літер	букви
літер	писма
організована	организиран
організована	организирана
організована	организирано
організована	организирани
обкладинка	прикритие
обкладинка	корица
обкладинка	покритие
обкладинка	покриване
збирати	събиране
збирати	събират
бурі	бури
бурі	бурите
трасі	трейси
сірі	сив
сірі	сиво
сірі	сива
сірі	сиви
сірі	грей
сірі	сири
різниці	разликата
різниці	разлика
розпочати	начало
розпочати	старт
розпочати	започнете
розпочати	стартиране
газетах	вестниците
газетах	вестници
страх	страх
детектив	детектив
географічний	географска
географічний	географски
звільнити	кърпичка
словники	речници
гине	умира
володарі	иск
володарі	твърдение
володарі	претенция
вбили	убита
вбили	убити
вбили	убит
такао	такао
службовців	служителите
службовців	служители
перерви	прекъсване
перерви	почивка
орла	орел
класична	класика
класична	класическо
класична	класически
класична	класическа
класична	класик
класична	класическо
класична	класическа
класична	класика
класична	класически
помирає	умира
гордон	гордън
кроки	стъпала
кроки	стъпки
кроки	стълби
кроки	крачки
поради	съвет
поради	съвети
поради	съвети
живі	жива
живі	живите
живі	живи
лиман	устието
винищувач	борец
винищувач	боец
винищувач	изтребител
косово	косово
землеробства	отглеждане
землеробства	земеделие
дуглас	дъглас
девіс	дейвис
девіс	дейвис
тертя	търкания
тертя	триене
посуд	съдове
посуд	блюда
посуд	ястия
посуд	чинии
накопичення	натрупване
папуа	папуа
осінь	есента
осінь	есен
осінь	есента
осінь	падане
осінь	есен
юзеф	юзеф
рекомендується	препоръчано
рекомендується	препоръчана
рекомендується	препоръчително
рекомендується	препоръчва
рекомендується	препоръчани
пфальц	пфалц
стандартний	стандартна
стандартний	стандарт
стандартний	стандартни
стандартний	стандартно
стандартний	стандартен
душа	душа
душа	соул
душа	душата
гризунів	гризачи
гризунів	гризач
прим	прим
паоло	паоло
паоло	пауло
савченко	савченко
гвинтівки	пушки
гвинтівки	пушка
гвинтівки	карабина
закрито	затворен
закрито	затворена
закрито	затворено
закрито	затворени
алгоритми	алгоритми
кіпр	кипър
виклик	предизвикателство
виклик	предизвикателството
виклик	повикване
виклик	обаждане
виклик	неподчинение
пакистану	пакистан
австралійський	австралийски
реформування	реформиране
вклад	вноски
вклад	вноска
вклад	принос
мозок	мозъчен
мозок	мозък
мозок	мозъка
гніздо	слот
гніздо	гнездо
гніздо	гнездото
безкоштовно	свободно
безкоштовно	свободни
безкоштовно	свободен
безкоштовно	свободна
безкоштовно	безплатни
безкоштовно	безплатно
тепло	топло
тепло	топла
тепло	топъл
тепло	топли
тепло	топлина
прояви	расисти
прояви	расистко
прояви	расизъм
прояви	расист
прояви	расистка
осло	осло
принесли	доведен
принесли	доведе
принесли	доведени
спини	санди
спини	сенди
ботанік	ботаник
висотах	височини
ріст	израстване
ріст	растеж
ріст	ръст
дізнатися	научи
дізнатися	научете
передмісті	предградие
передмісті	предградията
відійшли	разорен
відійшли	разорени
кристали	кристали
кристали	кристалите
мартіна	мартина
інтерпретації	тълкувания
комунікацій	комуникации
мадонна	мадона
спільну	споделено
спільну	споделена
спільну	споделени
небезпеку	опасности
небезпеку	опасностите
саксонія	саксония
пожежа	огън
пожежа	пожар
підвіска	отстраняване
підвіска	окачване
підвіска	суспензия
дехто	някои
сумніви	съмнения
всеволод	всеволод
гребля	язовир
чоловічі	мъжко
чоловічі	мъжки
чоловічі	мъж
чоловічі	мъжкар
чоловічі	мъжка
купив	купена
купив	купих
купив	купил
купив	купен
політикою	политиката
політикою	полица
політикою	политика
бухарест	букурещ
вибрати	избери
вибрати	избор
вибрати	изберете
вибрати	избор
вибрати	маркиране
вибрати	избиране
вибрати	изберете
унікальні	уникално
унікальні	уникален
унікальні	уникални
унікальні	уникална
оцінити	оцени
оцінити	оцени
оцінити	ставка
небезпеки	опасност
небезпеки	опастност
архіви	архив
архіви	архиви
статевий	генитални
статевий	сексуален
статевий	сексуално
статевий	сексуална
статевий	сексуални
відійшов	надалеч
відійшов	далеч
відійшов	възстановено
відійшов	възстановен
відійшов	възстановени
відійшов	възстановена
ісус	исус
теоретично	теоретично
вчителі	преподаватели
вчителі	учителите
вчителі	учители
заявила	обявени
заявила	обявено
заявила	обявена
заявила	обявен
заявила	декларирани
однакові	идентични
однакові	идентичен
однакові	идентична
однакові	еднакви
однакові	същият
однакові	същата
однакові	същото
секс	секс
секс	секса
секс	сексът
чутки	слухове
чутки	слухове
чутки	слух
визнала	призната
визнала	признати
визнала	признато
визнала	признат
несуть	носене
несуть	носени
крістофер	кристофър
методика	техниката
методика	техника
пейзаж	пейзаж
джаз	джаз
джаз	джаза
уельсу	уелс
сантиметрів	сантиметри
сантиметрів	сантиметра
сантиметрів	сантиметри
едді	еди
едді	еди
бомби	бомбите
бомби	бомби
закладено	осигурява
закладено	предоставя
закладено	предвижда
віки	възрасти
способами	гали
німеччину	германия
фасаді	спорни
фасаді	спорна
фасаді	спорно
фасаді	спорен
менеджмент	мениджмънт
менеджмент	управление
говард	хауърд
течія	ток
течія	текущ
течія	текуща
течія	текущи
течія	настоящ
робітники	работниците
робітники	работници
розмови	разговори
розмови	разговор
розмови	разговори
розмови	беседа
відмовляється	отказва
біженців	бежанец
біженців	бежанци
біженців	бежанците
біженців	бегълци
корона	краун
корона	корона
корона	короната
фотографій	фотографии
сантьяго	сантяго
однаково	еднакво
пори	пора
змій	змиите
змій	змии
комуністична	комунист
комуністична	комунистическа
комуністична	комунистически
тропічні	тропическа
тропічні	тропически
етимологія	етимологията
преса	преса
преса	натиснете
преса	натисни
преса	пресата
ціль	обективна
ціль	обективни
ціль	цел
ціль	обективен
ціль	целева
ціль	мишена
ціль	цел
ціль	целта
добровільно	преднамерено
добровільно	съзнателно
добровільно	умишлено
добровільно	доброволни
добровільно	доброволен
добровільно	доброволна
добровільно	доброволно
підтримується	подкрепен
підтримується	подкрепи
підтримується	подкрепена
підтримується	поддържани
підтримується	подкрепено
пізно	късно
пізно	закъснява
переселенців	разселени
блакитний	сини
блакитний	блу
блакитний	синьо
блакитний	син
блакитний	синя
тель	тел
коди	кодове
пенсії	пенсиониране
пенсії	пенсии
бойове	битка
гурток	кръгче
гурток	кръгът
гурток	окръжност
гурток	кръговрат
гурток	кръг
моменти	мигове
моменти	моменти
затемнення	затъмнение
затемнення	затъмнението
лавки	пейки
наближення	сближаване
наближення	предстояща
трудова	труда
трудова	трудово
трудова	труд
тріо	трио
гагаріна	гагарин
читача	последовател
трави	трева
трави	тревата
діагностики	диагностика
еволюція	еволюция
еволюція	еволюцията
інтелектуальної	интелектуалец
інтелектуальної	интелектуална
інтелектуальної	интелектуално
груповий	група
груповий	групово
груповий	групиране
груповий	групова
церковної	църковните
викладає	преподава
амстердам	амстердам
порушує	нарушава
перебіг	влияние
жуків	насекоми
жуків	бръмбари
жуків	буболечки
жуків	бъгс
рів	рийв
клієнт	клиенти
клієнт	клиент
клієнт	клиент
сервіс	услуга
сервіс	служба
сервіс	сервиз
сервіс	обслужване
сервіс	услуги
придбати	покупка
придбати	закупуване
придбати	купуване
придбати	купувам
придбати	купи
гвардійська	стражи
гвардійська	пазачи
гвардійська	охрана
мінську	минск
тварина	животното
тварина	животно
тварина	животни
тварина	животинска
тварина	животински
різдво	рождество
різдво	рождество
різдво	коледа
декоративні	декоративни
молитви	молитви
молитви	молитвите
молитви	молитва
проста	прост
проста	прости
проста	проста
проста	простичко
собаки	кучета
фантастичний	фантастичен
фантастичний	фантастично
фантастичний	фантастична
фантастичний	фантастични
виробника	продавач
студію	ателие
студію	студио
царі	magi
реставрація	възстановяване
проникнення	проникването
проникнення	проникване
проникнення	проникване
презентація	представяне
презентація	презентация
диких	диво
диких	дивак
диких	диви
диких	дива
диких	див
маркса	маркс
отриманий	получено
отриманий	получена
отриманий	получен
отриманий	получени
ново	novo
бад	бъд
обстрілу	обстрела
чоловічого	мъжествен
чоловічого	мъжествено
феодосія	феодосия
перевірка	проверка
перевірка	проверявам
перевірка	проверка
перевірка	изпитване
перевірка	тест
перевірка	утвърждаване
перевірка	валидиране
заяви	отчети
заяви	изявления
схем	схеми
сидіння	седалки
сидіння	места
сидіння	седалките
гості	гостите
гості	гости
представив	въведен
представив	въведено
представив	въведена
представив	въведени
розбіжності	разлики
розбіжності	разлика
розбіжності	разногласия
турецька	турчин
турецька	турско
турецька	турски
турецька	турска
міфів	митовете
міфів	митове
барон	баронът
барон	барон
операціях	маневри
відправляється	напускане
бруно	бруно
визнає	признава
північне	северни
північне	северен
північне	северна
напруга	напрежение
залишитися	остани
міссурі	мисури
піраміди	пирамидите
піраміди	пирамиди
додавати	добави
додавати	добавяне
додавати	добавя
додавати	добавете
вектор	вектор
братство	братство
братство	братство
братство	братството
ланцюг	верига
ланцюг	вериги
ланцюг	верижка
ланцюг	веригата
довів	доказано
паспорт	паспорт
позитивно	позитивна
позитивно	положителен
позитивно	положителни
позитивно	положителна
позитивно	положително
позитивно	положително
внутрішнє	вътрешна
внутрішнє	вътрешно
внутрішнє	вътрешни
внутрішнє	вътрешен
внутрішнє	вътрешна
внутрішнє	вътрешно
внутрішнє	вътрешни
внутрішнє	вътрешен
практична	практично
практична	практичен
практична	практически
практична	практическо
практична	практична
кетрін	катрин
сау	сау
панель	панела
панель	панел
вихідні	уикендите
вихідні	уикенд
вихідні	изходящи
массачусетс	масачузетс
зсу	зсу
лавка	пейката
лавка	пейка
стрічці	храни
стрічці	фураж
стрічці	фуражи
настає	почивки
покинули	грабна
оцінкою	рейтинги
оцінкою	рейтинг
оцінкою	квалификация
зазначає	изброени
венесуели	венецуела
шанс	шанс
шанс	ченс
арнольд	арнолд
підпілля	подземен
підпілля	подземно
підпілля	подземни
евакуації	евакуация
виправлення	корекции
виправлення	корекциите
виправлення	поправки
виправлення	поправяне
виправлення	поправя
виправлення	поправки
збільшує	увеличава
збільшує	увеличения
збільшує	увеличи
гаїті	хаити
заборона	забранено
заборона	забранени
заборона	забранен
заборона	забранена
заборона	забрана
пакистан	пакистан
легіон	легион
легіон	легиона
полотна	платно
полотна	платна
позначають	посочете
механік	механика
механік	монтьор
механік	механик
хронологія	дневника
вступили	рибка
галицька	галисийски
вебер	уебър
ніде	никъде
стилів	стилове
стилів	стайлс
консультант	консултант
консультант	консултация
консультант	консултиране
консультант	консултации
жер	гърс
багатих	имения
багатих	богат
багатих	богата
багатих	заможни
багатих	заможен
фінанси	финансов
фінанси	финансова
фінанси	финансово
фінанси	финансови
фінанси	финанси
фінанси	финансиране
фінанси	финанси
сталь	стоманен
сталь	стомана
сталь	стийл
шахи	чес
шахи	шах
шахи	шахмат
темні	тъмна
темні	тъмно
темні	тъмен
інженери	техници
інженери	техниците
інженери	инженери
вюртемберг	вюртемберг
вивести	продукция
вивести	изход
стандартна	стандартна
стандартна	стандарт
стандартна	стандартни
стандартна	стандартно
стандартна	стандартен
ізраїлі	израел
куба	куба
соціологія	социология
читає	чете
флоренція	флорънс
флоренція	флоренция
шкіра	кожен
шкіра	кожи
шкіра	кожа
шкіра	кожена
шкіра	кожата
шкіра	кожа
життєпис	дневника
записано	писмено
записано	написана
записано	написано
записано	писмен
записано	писмена
записано	записани
записано	записано
записано	записан
записано	записана
визначений	определени
визначений	дефинирани
поклоніння	боготворят
комети	кометите
комети	комети
щоденник	дневник
щоденник	журнал
щоденник	джърнъл
щоденник	дневник
щоденник	дневника
щоденник	дневникът
документальні	документални
делі	делхи
договорів	сделките
договорів	сделки
сочі	сочи
римляни	римляни
римляни	римляните
промислова	промишлен
промислова	индустриален
промислова	индустриални
промислова	промишлени
промислова	индустриална
вимогою	изискване
схожість	прилика
сейм	сейма
міллер	милър
міллер	милер
спільна	съвместния
спільна	джойнт
спільна	съвместни
спільна	съвместно
спільна	съвместна
спільна	съвместен
бідності	мизерия
бідності	бедност
бідності	бедността
центрами	центровете
центрами	центрове
правова	правно
правова	правни
правова	правна
правова	юридически
правова	правен
правова	законно
феномен	явление
феномен	феномен
турецький	османската
турецький	турчин
турецький	турско
турецький	турски
турецький	турска
союзники	съюзници
союзники	съюзниците
моріс	морис
сіра	сив
сіра	сиво
сіра	сива
сіра	сиви
сіра	грей
симптоми	симптоми
симптоми	симптомите
індіанці	индианци
індіанці	индийци
присвоєння	назначение
присвоєння	задача
необхідне	изисквана
галактик	галактиките
галактик	галактики
власна	селф
любителів	признателност
любителів	благодарност
вінніпег	уинипег
попов	попов
вікон	windows
вікон	прозорци
вікон	прозорците
хребетних	зоология
рівно	стабилен
рівно	стабилно
рівно	стабилна
старша	елдър
старша	старейшина
стани	държави
стани	щати
розряд	единични
розряд	сингъла
розряд	необвързани
розряд	разреждане
казав	каза
казав	саид
фестивалів	фестивали
замінили	заменен
замінили	заменено
замінили	сменен
замінили	сменени
замінили	заменена
роберто	роберто
шари	пластове
шари	слоеве
кадри	рамки
покровський	покровски
цех	гилдията
цех	гилдия
максимальний	максимална
максимальний	максимален
максимальний	максимум
максимальний	максимално
нижніх	базовите
площ	дребно
нахил	наклони
нахил	наклон
трупи	трупове
легкі	леко
легкі	лесно
діалект	диалект
діалект	говор
афганістан	афганистан
хіп	хип
хіп	бедро
хіп	бедрото
хіп	ханша
блог	блог
термінології	терминология
проголосували	гласували
проголосували	гласуваха
проголосували	гласувахме
роджер	роджър
інструкції	уроци
інструкції	инструкция
інструкції	инструкции
інструкції	указания
атлетика	атлетика
фантастика	фантастичен
фантастика	фантастично
фантастика	фантастична
фантастика	фантастични
фантастика	измислен
фантастика	измислени
фантастика	фантастика
фантастика	измислица
сорти	разнообразие
сорти	сорт
сорти	разновидност
виконавці	ресурси
виконавці	творци
виконавці	художници
виконавці	изпълнители
виконавці	артисти
бульвар	булевард
євангеліє	евангелието
борець	борец
самиць	женските
самиць	женски
величин	количества
профспілок	синдикатите
профспілок	профсъюзите
профспілок	съюзи
польську	поляк
польську	полски
польську	полска
спадкоємець	наследник
негативні	отрицателен
негативні	отрицателно
негативні	отрицателни
негативні	отрицателна
сіро	чиро
луцій	луций
заряд	зареждане
заряд	заряд
загроза	заплаха
загроза	заплаха
духовна	теологични
перегони	надпревара
перегони	надбягване
перегони	състезание
перегони	раса
перегони	състезателни
перегони	надбягвания
перегони	състезания
глосарій	речник
молодим	млада
молодим	младо
молодим	млади
молодим	йънг
молодим	млад
демонструє	демонстрира
ходи	ходове
ходи	движения
монету	монети
монету	монета
монету	монетата
кімната	стая
кімната	стаята
альянс	алианса
альянс	алианс
альянс	съюз
корпорація	корпорация
корпорація	корпорейшън
штук	заклещен
штук	заседнал
штук	заседнали
мок	мок
кінь	конче
кінь	кон
сенат	сенат
сенат	сената
сенат	сенатът
батьківщина	родина
батьківщина	родино
батьківщина	родина
коробка	box
коробка	клетка
коробка	кутия
твердість	твърдост
ланка	ланка
запалення	възпаление
гази	газове
гази	газа
оцінювання	оценяване
оцінювання	оценката
оцінювання	оценка
важливість	важност
важливість	значимост
важливість	сериозност
важливість	тежест
важливість	спешност
виживання	преживяемост
виживання	оцеляване
виживання	оцеляването
дизель	дизел
дизель	дизелов
недоліків	недостатъци
написала	написал
написала	написа
багатство	богатства
багатство	богатство
багатство	благосъстояние
багатство	богатството
багатство	богатство
винограду	гроздова
винограду	грозде
винограду	грозде
судану	судан
загреб	загреб
остап	остап
сидить	седи
сидить	седнала
сидить	седнал
сидить	седящ
сидить	седи
персонал	персонал
персонал	персоналът
персонал	служители
обмежені	ограничено
обмежені	ограничена
обмежені	limited
обмежені	ограничен
обмежені	ограничени
мухаммед	мохамед
мухаммед	мохамед
мухаммед	мохамед
мухаммед	мохамед
вищому	премиер
вищому	премиера
обрані	препоръчани
обрані	избрана
обрані	избрано
обрані	избрани
обрані	избран
нафта	нефт
нафта	петрол
нафта	олио
нафта	масло
нафта	нефт
нафта	петрол
нафта	нефтени
нафта	нефтена
сигнали	сигнали
розділити	разклонение
розділити	вилица
розділити	вилицата
розділити	разделим
розділити	разделен
розділити	сплит
розділити	разделяне
сибір	сибир
міркувань	разсъждение
міссісіпі	мисисипи
конрад	конрад
конрад	конрад
безумовно	определено
род	прът
род	род
арсенал	арсенал
абсолютна	абсолютна
абсолютна	абсолютен
абсолютна	абсолютни
маргарет	маргарет
михайлівка	михайловка
сицилії	сицилия
технічно	технически
попередня	прев
попередня	предишна
попередня	предишни
попередня	предишен
попередня	предишно
адм	адм
мазепа	мазепа
спереду	преден
спереду	предни
спереду	отпред
спереду	фронт
спереду	предна
провулки	алеи
створюючи	гарантиране
кандидатуру	кандидатурата
кандидатуру	кандидатура
інженерних	инженерство
крус	круз
крус	крус
знаючи	знаейки
поховали	погреба
поховали	зарови
подолати	преодолее
подолати	преодоляване
проведених	хелм
підряд	последователно
підряд	последователни
рівноваги	равновесието
рівноваги	равновесие
пілотів	пилоти
пілотів	пилотите
ратуша	зала
ратуша	хол
ратуша	hall
міра	майра
міра	мира
міра	мярка
військах	сили
спокою	спокойствие
мережах	мрежи
мережах	мрежите
математичні	математика
математичні	математически
математичні	математическа
математичні	математика
луїза	луиза
луїза	луиза
луїза	луиса
луїза	луиз
залишатися	остани
броні	броня
броні	брони
запитів	заявки
запитів	искания
запитів	молби
зник	изчезнал
зник	изчезнала
відповідними	съответна
відповідними	съответни
відповідними	съответен
механічний	механична
механічний	механично
механічний	механични
механічний	механичен
кераміка	керамика
кераміка	уеър
кераміка	керамични
кераміка	керамика
кераміка	керамика
астрономи	астрономите
астрономи	астрономи
дербі	дарби
дербі	дарби
дербі	дерби
прапором	флаг
прапором	знамето
прапором	знаме
зерно	зърна
зерно	зрънце
зерно	зърно
зерно	жито
студій	изследвания
студій	проучвания
ставка	ставка
всюди	глобално
всюди	навсякъде
виконали	замръзва
виконали	замразява
підтримання	запазване
підтримання	поддържане
гідності	достойно
гідності	достойнство
гідності	достойнството
відповідну	подходящ
відповідну	подходяща
відповідну	уместно
відповідну	подходящи
відповідну	подходящо
реалізацію	осъществяване
реалізацію	прилагане
реалізацію	изпълнение
реалізацію	внедряване
проза	проза
виграли	уон
виграли	спечели
путівник	ръководство
путівник	гид
путівник	пътеводител
путівник	водач
путівник	пътеводител
матриця	матрица
матриця	матрицата
філолог	лингвист
формує	оформени
розчин	хоросан
розчин	разтвор
розчин	решение
баланс	баланс
баланс	салдо
баланс	равновесие
тунель	тунел
визначена	определени
визначена	дефинирани
визначена	идентифициран
визначена	идентифицирани
визначена	идентифицирана
розгортання	разрастване
розгортання	разширяване
розгортання	разширение
випускник	завърша
доходи	стоки
мат	половинка
мат	шахмат
ветеран	ветерани
ветеран	ветеран
вірогідно	предполагаемо
герберт	хърбърт
похідні	деривати
похідні	производни
змусили	принудени
змусили	принуден
змусили	принудително
вирощують	расте
вирощують	растат
художниця	изпълнител
художниця	художничка
художниця	художник
художниця	артист
художниця	творец
корінь	корени
корінь	корен
алкоголю	алкохол
алкоголю	ликьор
алкоголю	напитки
алкоголю	спирт
алкоголю	алкохол
медічі	медичите
медічі	медичи
відзначення	кос
звільнили	уволнен
звільнили	уволнени
звільнили	уволнена
звільнили	изписан
звільнили	изписана
бурятія	бурятия
занепад	съсипе
занепад	разруха
занепад	гибел
арабська	арабски
арабська	арабска
процесора	gpu
процесора	процесор
симона	симон
симона	симона
мартин	гъл
мартин	чайка
метали	метали
метали	metal
метали	метъл
метали	метал
метали	метали
дені	дани
модулі	модули
модулі	модулите
дозволити	включване
дозволити	позволете
дозволити	позволи
їхньому	тяхното
їхньому	тяхната
їхньому	техните
їхньому	техният
пшениці	пшеница
пшениці	жито
фірм	фирмите
фірм	фирми
співдружності	федерация
співдружності	федерацията
незалежний	независима
незалежний	независими
незалежний	независим
величезна	огромен
величезна	огромно
величезна	огромна
величезна	огромни
штучний	изкуствен
штучний	изкуствена
штучний	изкуствени
штучний	изкуствено
двадцяти	двадесет
чернівців	чернивци
підтверджує	потвърждава
подією	събитието
подією	събитие
рука	ръка
рука	ръка
рука	ръката
стиснення	сгъстяване
стиснення	компресия
реальність	реалност
реальність	действителността
реальність	реалността
реальність	действителност
тридцять	тридесет
подію	събитието
подію	събитие
покриті	обеднен
неправильно	грешно
неправильно	грешка
аналогічний	аналогични
диски	дискове
диски	дискове
диски	дискове
улюблений	любимо
улюблений	любим
улюблений	фаворит
улюблений	любимо
улюблений	любими
улюблений	любим
улюблений	любимка
іспанською	испанци
іспанською	испанска
іспанською	испанско
іспанською	испански
доведено	доказано
доведено	доказан
доведено	доказана
доведено	доказано
доведено	доказани
ззаду	назад
ззаду	обратно
ззаду	гръб
жанрів	жанрове
суперників	съперници
суперників	противниците
суперників	противници
суперників	опоненти
фернандо	фернандо
шон	шон
шон	шон
янки	янки
янки	янките
янки	янки
статистичні	статистически
статистичні	статистическа
фан	фан
фан	вентилатор
фан	фен
фан	почитател
фан	фенка
фан	фанг
фан	фенг
фан	зъб
трикутник	триъгълника
трикутник	триъгълник
клермон	клермон
крива	крива
радника	съветник
кіпру	кипър
самець	мъжко
самець	мъжки
самець	мъж
самець	мъжкар
самець	мъжка
кримська	кримския
кримська	крим
емілія	емилия
емілія	амелия
голокосту	холокоста
земельні	зеландия
різновидів	аромати
різновидів	вкусове
гессен	хес
віл	хив
віл	hiv
леопольд	леополд
актуальні	актуални
актуальні	актуално
тяжіння	гравитация
тяжіння	гравитацията
індонезія	индонезия
прованс	прованс
вимова	произношение
наступником	наследник
серійний	серийни
серійний	сериен
францію	франция
автономний	автономни
автономний	автономна
автономний	офлайн
алтай	алтай
включати	включват
включати	включване
арагон	арагон
тонкі	тънко
тонкі	тънък
тонкі	тънки
тонкі	слаб
тонкі	слаба
митці	творци
митці	художници
митці	изпълнители
митці	артисти
сант	сант
підлітків	тийн
підлітків	тинейджър
підлітків	тийнейджър
підлітків	подрастващи
підлітків	юноши
закриті	затворен
закриті	затворена
закриті	затворено
закриті	затворени
мідь	меден
мідь	мед
мідь	медни
мідь	медна
ростислав	ростислав
воїн	воин
воїн	войн
воїн	боец
уельс	уелс
духовні	духовна
духовні	духовни
духовні	духовното
духовні	духовен
духовні	духовно
розробник	разработка
розробник	предприемач
янг	млада
янг	младо
янг	млади
янг	йънг
янг	млад
шостий	шесто
шостий	шести
шостий	шеста
вісь	ос
вісь	оси
вісь	оста
єврейська	еврейски
єврейська	еврейско
єврейська	евреин
єврейська	еврейка
єврейська	иврит
єврейська	еврейски
колон	черво
податок	данъци
податок	данък
прокурора	адвокат
прокурора	прокурор
рядка	реплика
рядка	линия
гранд	grandes
гранд	гранде
гранд	бона
гранд	гранд
сталін	сталин
дует	дует
секція	сечение
секція	секция
секція	раздел
латинська	латинска
латинська	латински
шахтар	миньор
адаптації	приспособяване
адаптації	адаптация
адаптації	адаптиране
позначені	маркирани
позначені	маркиран
позначені	отбелязани
позначені	отбелязан
колеги	колеги
колеги	колега
підтримати	подпомагане
підтримати	подкрепа
підтримати	поддръжка
дослівно	дословно
дзеркала	огледала
дзеркала	огледалата
штучні	изкуствен
штучні	изкуствена
штучні	изкуствени
штучні	изкуствено
публікація	приказка
публікація	история
публікація	публикация
публікація	публикуване
публікація	публикуване
публікація	издателство
едмонтон	едмънтън
башкири	башкири
адріан	ейдриън
адріан	ейдриан
адріан	адриан
якесь	някои
італію	италия
кора	коричка
кора	кора
кора	кора
спалили	изгорена
спалили	изгорени
спалили	изгорено
спалили	изгорял
спалили	изгорен
