que	kad
imperi	imperija
divisió	kvadratas
sempre	visada
porta	durys
porta	durų
porta	porta
teatre	teatras
teatre	teatro
teatre	teatre
teatre	teatras
teatre	teatro
teatre	teatre
ells	jais
ells	jas
ells	joms
ells	jiems
ells	jomis
ells	juos
resta	atimtis
moltes	daug
jocs	žaidimų
jocs	žaidimai
rebre	gavimo
illes	isles
avui	šiandienos
avui	šiandien
espanyol	ispanų
espanyol	ispaniškai
espanyol	ispanijos
comte	skaičiuoti
jersey	džersio
germà	broli
germà	brolis
comunes	bendras
comunes	dažni
material	medžiaga
valència	valensijos
consell	užuomina
futbol	futbolas
futbol	futbolo
volta	volta
interior	interjero
finals	finalo
únic	unikali
únic	unikalus
institut	institutas
cultura	kultūra
cultura	kultūros
espai	kosmosas
equips	komandos
equips	komandas
pau	taikos
pau	taikai
pau	fredas
pau	taika
civil	civilinė
civil	civilinės
civil	civilinis
civil	civilių
torre	bokštas
torre	bokšte
carrer	gatvė
carrer	gatvės
nens	vaikai
elements	elementų
elements	elementai
occidental	kordiljera
municipal	buitinių
vall	slėnis
ibn	ibn
campionat	čempionatas
campionat	čempionato
diu	diu
déu	dievas
projecte	projekto
projecte	projektas
vers	vers
carrera	karjera
carrera	karjeros
carrera	carrera
filla	dukra
filla	dukrą
filla	duktė
societat	visuomenė
forces	pajėgos
real	tikras
èxit	sėkmė
èxit	sėkmės
dona	moteris
punts	taškai
densitat	tankio
densitat	tankis
clubs	klubai
producció	gamyba
producció	gamybos
pedra	akmens
home	vyru
home	vyras
home	žmogus
administració	administravimas
resum	apžvalga
california	kalifornija
california	kalifornijoje
california	kalifornijos
gràcies	dėkui
gràcies	ačiū
escut	skydo
escut	skydas
cantó	kantonas
lliga	lygos
lliga	lyga
ciutats	miestai
partits	atitinka
estudi	studijoje
estudi	studija
estudi	studio
estudi	studijos
muntanya	kalnų
muntanya	kalnas
estudiant	studentų
estudiant	studentė
estudiant	studentas
longitud	ilguma
longitud	ilgis
longitud	ilguma
longitud	ilgumos
academy	akademija
reparació	remonto
reparació	remontas
propietaris	savininkai
lluís	lluís
lluís	louis
milions	milijonus
milions	milijonų
milions	milijonai
revista	lapą
revista	žurnalas
familiars	giminaičiai
familiars	giminių
familiars	gimines
familiars	augo
familiars	giminės
elaboració	ruošimas
elaboració	junginiai
elaboració	paruošimas
elaboració	preparatas
sexe	lytis
emperador	imperatorius
campió	čempionas
control	kontrolė
copa	copa
gràfic	diagrama
fan	išplėtimo
defensa	gynyba
defensa	gynybos
defensa	gynyba
defensa	gynybos
mai	mai
mai	gegužė
funció	funkcija
anterior	ankstesnė
anterior	ankstesnis
anterior	ankstesnių
tour	kelionių
tour	ekskursija
tour	kelione
ella	ji
ella	jai
façana	fasadas
jaume	james
jaume	džeimsas
juan	juan
tropes	kariai
construir	statybos
esquerra	paliko
patrimoni	paveldo
patrimoni	paveldas
hall	salėje
hall	salė
imagesize	imagesize
medalla	medaliu
timeaxis	timeaxis
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
alignbars	alignbars
scaleminor	scaleminor
formació	mokymai
formació	mokymas
formació	mokymo
backgroundcolors	backgroundcolors
organització	įstaiga
anglaterra	anglija
anglaterra	anglijos
anglaterra	england
possible	įmanoma
duc	kunigaikštis
mesos	mėnesiai
professor	profesorius
musical	muzikos
joc	žaidimas
llengües	kalbos
comune	comune
transport	transportas
creació	kūryba
creació	laikinojo
grec	graikų
model	modelis
jugador	žaidėjas
llindar	riba
llindar	slenkstis
sons	skamba
sons	garsus
sons	garsai
pàrquing	stovėjimo
victòria	viktorija
restauració	atkūrimas
restauració	atstatymas
restauració	atkūrimo
antoni	antoni
llogaters	nuomininkai
david	david
david	deividas
david	dovydas
jordi	jordi
naixement	gimimas
estiu	vasara
estiu	vasaros
nelson	nelson
press	spaudos
índia	indija
índia	indijos
probablement	tikriausiai
probablement	greičiausiai
catalans	katalonai
mestre	kapitonas
fabricació	gamyba
fabricació	gamyba
explotacions	ūkiai
romà	romos
ruta	maršrutas
ruta	ruta
ruta	rūta
companyia	bendrovė
companyia	įmonė
companyia	bendrovės
companyia	kompanija
reis	karaliai
conca	baseinas
parc	park
parc	parkas
festival	festivalis
festival	festivalio
arts	meno
arts	menas
arts	menų
llibres	knygos
governador	reguliatorius
governador	gubernatorius
compositor	kompozitorius
capella	koplyčia
bona	gerai
bona	geras
bona	puikiai
bona	gera
teoria	teorijos
teoria	teorija
mans	mans
aleshores	tada
presència	buvimas
televisió	televizijos
televisió	televizija
humans	žmonijos
humans	žmogaus
humans	žmogus
estació	stotis
estació	stoties
associació	asociacijos
associació	asociacija
menor	nedideli
japó	japonija
japó	japonijos
marc	marc
marc	kraštas
acció	veiksmas
ocupació	profesija
ocupació	užsiėmimas
mascles	patinai
pont	tilto
pont	tiltas
velocitat	greitis
velocitat	greitis
velocitat	greičio
valor	vertė
professional	profesinės
professional	profesionalus
temple	šventyklą
miquel	miquel
museum	muziejus
museum	muziejų
aquí	čia
aquí	cia
energia	energija
energia	energetika
classe	klasės
classe	klasė
dinastia	dinastija
macdonald	macdonald
prova	bandymo
prova	bandomoji
prova	bandymas
monestir	vienuolyno
monestir	vienuolynas
animals	gyvūnai
animals	gyvuliai
animals	gyvūnų
educació	švietimas
educació	išsilavinimas
característiques	ypatumai
característiques	savybės
actor	aktorė
actor	aktorius
influència	įtaka
viure	gyva
viure	live
viure	gyvi
viure	gyventi
viure	gyvos
especial	specialių
prentice	prentice
nucli	branduolys
nucli	branduolių
nucli	branduolys
mesura	matavimo
mesura	matavimas
mesura	matavimai
sala	kambarys
clima	klimato
clima	klimatas
congrés	kongresas
papa	popiežius
fotografia	nuotrauka
fotografia	photography
fotografia	fotografijos
fotografia	fotografija
castellà	ispanų
castellà	ispaniškai
castellà	ispanijos
khan	khan
domini	dominija
corona	corona
aviat	greit
aviat	greitai
fort	stiprūs
fort	tvirtas
fort	stipri
fort	stiprus
canal	kanalas
honor	garbės
honor	garbė
quantitat	kiekis
girona	girona
life	gyvenimo
life	gyvybės
life	gyvybė
life	gyvenimas
acadèmia	akademija
cançó	daina
cançó	dainos
capacitat	pajėgumas
capacitat	pajėgumai
capacitat	talpa
mallorca	maljorka
catedral	katedra
catedral	katedros
cor	širdy
cor	širdies
cor	širdis
ocupar	užimti
noms	vardai
disseny	projektavimas
disseny	dizaino
disseny	dizainas
pintura	dažymas
coll	kaklo
coll	kaklas
senyor	viešpatie
hectàrees	hektarų
biblioteca	bibliotekų
biblioteca	bibliotekos
biblioteca	biblioteka
esdevenir	tampa
genera	sukuria
campanya	kampanija
campanya	kampanijos
successor	įpėdinis
carretera	kelias
carretera	kelių
carretera	kelio
fusta	medienos
fusta	mediena
potser	gal
potser	galbūt
britànic	britanijos
britànic	britai
britànic	britų
negre	juodai
negre	juodas
negre	juodi
negre	juoda
publicat	nustačiusi
importància	svarbą
paul	paulius
aigües	vandenyse
aigües	vandenis
aigües	vandenys
independència	nepriklausomybės
independència	nepriklausomybė
independència	nepriklausomumas
independència	savarankiškumas
lleó	liūto
lleó	liūtas
respecte	pagarba
etapes	etapai
aire	oro
aire	oras
considerat	laikoma
editorial	redakcinė
fos	skystą
american	amerikos
atac	ataka
extrem	ekstremalus
diari	dienoraštis
peces	gabaliukai
peces	gabalai
tècnica	technika
diferència	skirtumas
lluita	imtynių
orquestra	orkestras
òpera	opera
reina	karaliene
reina	karalienė
reina	queen
argentina	argentinoje
argentina	argentina
argentina	argentinos
peixos	žuvis
peixos	žuvys
peixos	žuvų
exposició	parodos
exposició	paroda
arriba	atvyksta
proves	testai
proves	bandymai
proves	bandymai
equipaments	įrangos
equipaments	įranga
apartaments	butų
berlín	berlynas
austràlia	australija
james	james
james	džeimsas
cançons	dainas
cançons	dainos
cançons	dainų
piano	pianino
fets	faktai
economia	ekonomika
matrimoni	santuokos
matrimoni	santuoka
idea	idėja
idea	mintis
tradició	tradicijos
tradició	tradicijomis
tradició	tradicija
tradició	tradicijų
federació	federacija
federació	federacijos
actriu	aktorė
mercat	rinka
evitar	išvengti
llac	ežeras
generals	generolai
comú	bendras
comú	dažni
americà	amerikos
paraula	žodžiai
entitat	subjektas
muntanyes	kalnai
muntanyes	kalnuose
tradicional	tradicinės
tradicional	tradiciniai
tradicional	tradicinė
sanitaris	tualetai
poeta	poetas
net	grynasis
net	grynoji
net	grynosios
net	grynieji
propietat	savybė
propietat	turtas
propietat	nuosavybė
composició	sudėtis
freshwater	gėlavandenės
frontera	pasienio
històric	istoriniai
històric	istorinis
històric	istorinė
egipte	egipte
egipte	egipto
egipte	egiptas
pocs	keletą
xvii	xvii
bretanya	bretanės
revolució	revoliucijos
revolució	revoliucija
arquitectura	architektūra
gen	genų
gen	genas
realitat	tikrovė
realitat	realybe
realitat	realybės
realitat	realybė
armes	ginklas
armes	ginklai
armes	ginklus
armes	ginklų
armes	ginklai
mica	žėručio
seguretat	saugos
seguretat	sauga
militars	karinė
militars	karinis
militars	karinės
pes	svoris
camps	laukai
soldats	kareiviai
soldats	kariai
soviètica	sovietų
soviètica	tsrs
xiii	xiii
canadà	kanada
canadà	kanadoje
canadà	kanados
arxiu	failas
millors	geriausi
arribada	atvykimas
màxim	didžiausias
línies	eilutės
línies	linijos
germans	brolių
germans	brothers
germans	broliai
objectes	objektų
moderna	moderni
artistes	atlikėjai
artistes	menininkai
amor	myliu
amor	meile
amor	meilės
amor	meilė
ciències	mokslas
ciències	mokslo
pis	grindys
pis	grindų
defunció	mirtis
defunció	mirties
àsia	azija
península	pusiasalio
oscar	oskaras
traducció	vertimo
traducció	vertimas
felip	philip
botiga	parduotuvėje
botiga	parduotuvė
botiga	apsipirkti
botiga	laikyti
botiga	parduotuvė
richard	ričardas
tropical	atogrąžų
vots	balsai
vots	balsų
llarga	ilgai
llarga	ilga
llarga	ilgas
destaca	priimtų
física	fizikos
física	fizika
element	elementas
ferro	geležies
ferro	geležis
artista	atlikėjas
enciclopèdia	enciklopedija
esposa	žmona
rep	gauna
materials	medžiagų
materials	medžiagos
retirar	panaikina
retirar	atsiimti
retirar	pasitraukti
roca	akmuo
roca	rokas
roca	rock
hivern	žiemos
hivern	žiemą
hivern	ziema
hivern	žiema
paraules	žodžiai
temperatura	temperatūrą
temperatura	temperatūra
lleida	lleida
evolució	evoliucija
vora	pasienio
cantant	dainininkė
cantant	dainuoja
existència	buvimas
rius	upės
rius	upių
rius	upes
tron	sostą
tron	sosto
torneig	turnyras
torneig	turnyro
ambdós	abi
ambdós	abu
salut	sveikata
crítica	kritika
crítica	kritikos
crítica	kritiką
oficina	tarnyba
oficina	biuro
oficina	biuras
marine	jūrų
marine	jūrinė
xiv	xiv
hora	valanda
química	chemija
estadi	stadionas
estadi	estadio
barranc	griova
hospital	ligoninė
hospital	ligoninės
escacs	šachmatų
protecció	apsauga
protecció	apsaugos
construït	statybų
foc	ugnies
foc	gaisro
foc	gaisras
foc	ugnis
socialista	socialistų
grècia	graikija
viatge	kelione
viatge	kelionė
resistència	atsparumo
resistència	atsparumą
resistència	atsparumas
garcía	garcía
expedició	ekspedicija
àmbit	laukas
colors	spalvos
colors	dažai
colors	dažikliai
colors	spalvų
constitució	konstitucija
torres	torres
mur	sienos
mur	siena
mur	mur
escoles	mokykla
animal	gyvūnai
animal	gyvuliai
animal	gyvūnas
animal	gyvūno
animal	gyvūnų
ràdio	radijas
ràdio	radijo
mètode	metodas
lletres	tekstus
lletres	tekstai
actes	aktus
jugadors	žaidėjai
jugadors	žaidėjų
quilòmetres	kilometrai
quilòmetres	km
inventari	aprašas
inventari	aprašo
blanca	blanca
rock	akmuo
rock	rokas
rock	rock
anna	ana
anna	anna
participació	dalyvavimas
vii	vii
mena	mena
futur	ateitis
siluriformes	siluriformes
britànica	britanijos
britànica	britai
britànica	britų
ciència	mokslas
ciència	mokslo
filosofia	filosofijos
filosofia	filosofija
capità	kapitonas
bosc	miškas
bosc	miško
bosc	miškas
fórmula	formulę
fórmula	formulės
fórmula	formulė
fundada	įkurta
verd	žalia
pressió	slėgis
pressió	slėgio
joseph	joseph
bgcolor	bgcolor
concentració	koncentracija
sortida	išėjimo
colònia	kolonija
por	baimė
por	baime
por	baimės
ciclista	dviratininkas
arquitecte	architektas
medieval	viduramžių
recursos	ištekliai
recursos	išteklių
creixement	augimas
creixement	augimo
establiment	įsteigimas
conflicte	konfliktas
assemblea	susirinkimas
assemblea	mazgas
assemblea	surinkimo
tribus	kilę
ferran	ferdinandas
alfons	alfonso
ràpidament	greitai
mil	tūkst
mil	mil
catòlica	katalikų
pares	tėveliai
amic	draugė
amic	draugo
amic	drauge
amic	draugas
mont	mont
irlanda	airija
contacte	paskiria
contacte	kontaktas
louis	louis
cert	tiesa
cert	tikra
bronze	bronza
actiu	aktyviai
actiu	aktyvi
actiu	aktyvus
dalt	viršuje
medicina	vaistas
abu	abu
taller	seminaras
curs	žinoma
modern	moderni
fundador	įkūrėjas
princesa	princesė
princesa	princese
princesa	princesės
vermell	raudona
film	filmas
film	plėvelė
existeixen	egzistuoti
humà	žmonijos
humà	žmogaus
humà	žmogus
coneguts	pažįstami
coneguts	pažįstamų
galeria	galerija
galeria	galerijoje
flors	gėlės
coses	daiktai
coses	dalykai
totalment	visiškai
totalment	pilnai
tribu	genčiai
estrella	žvaigždės
estrella	žvaigždė
estrella	star
germana	sesuo
germana	sese
germana	sesė
llevant	levante
moviments	judesiai
moviments	judėjimo
nov	nov
boscos	miškais
boscos	miškai
alemanys	vokiečiai
províncies	provincijos
ronda	rondas
morts	miręs
don	don
monument	paminklas
futbolista	futbolininkas
tractament	gydymas
santiago	kubos
smithsonian	smithsonian
feina	darbas
rosa	rosa
monuments	paminklų
park	park
park	parkas
tasca	uždavinys
tasca	užduotis
nacions	tautos
fundat	įkurta
obert	atverti
policia	policija
policia	policijos
oposició	opozicijos
milà	milanas
milà	milano
residència	gyventi
arquebisbe	arkivyskupas
setge	apgulties
torrent	torrent
autònoma	savarankiška
stadium	stadionas
llenguatge	kalbos
llenguatge	kalba
tecnologia	technologijos
tecnologia	technologija
tecnologia	technologijų
propietats	ypatybės
entrenador	treneris
entrenador	trenerio
dit	pirštas
dit	pirštą
agricultura	ūkininkavimo
espasa	kardas
espasa	kardo
espasa	kardą
colspan	colspan
varietat	veislė
alexandre	alexandre
alexandre	aleksandras
alexandre	aleksandro
alexandre	alexander
sang	kraujas
guinea	gvinėja
internet	interneto
internet	internetas
sevilla	sevilla
sevilla	sevilijos
oct	sp
basc	baskų
circuit	trasa
circuit	grandinė
valls	valls
simon	saimonas
simon	simonas
anàlisi	analizė
resposta	atsakymas
resposta	atsakyti
feta	feta
hàbitat	buveinių
hàbitat	buveinė
periodista	žurnalistai
periodista	žurnalistas
festes	šventės
terreny	vietovės
operació	eksploatavimas
operació	veikimas
operació	operacija
fortalesa	tvirtovė
roig	raudona
senyal	signalo
senyal	signalas
diputats	pavaduotojai
versions	versijos
versions	versijų
històrica	istoriniai
històrica	istorinis
històrica	istorinė
metge	gydytojo
metge	gydytojas
metge	gydytojo
metge	gydytojas
cadena	griežtas
cadena	grandinės
cadena	grandinė
aliança	aljanso
models	modelių
models	modeliai
vaixell	valties
vaixell	valtis
historiador	istorikas
lletra	tekstus
lletra	tekstai
junta	chuntai
presó	kalėjimas
localitat	vietovė
localitat	vietovėje
celebrar	švęsti
esdeveniments	renginiai
esdeveniments	įvykiai
esdeveniments	įvykių
amics	draugus
amics	draugų
amics	draugės
amics	draugai
premsa	spaudos
turó	kalvos
parella	pora
israel	izraelis
israel	izraelio
black	juodai
black	juodas
black	juodi
black	juoda
concert	koncerto
concert	koncertas
reforma	reformos
portes	durys
portes	duris
portes	durų
idees	idėjų
idees	idėjos
dimensions	matmenys
parròquia	parapija
comunista	komunistų
comunista	komunistai
reserva	rezervacija
oli	naftos
oli	alyva
oli	aliejus
vídeo	video
autoritat	institucija
compost	junginys
forta	stiprūs
forta	tvirtas
forta	stipri
forta	stiprus
destacats	priimtų
càrrega	pakrovimo
descripció	apibūdinimas
para	para
muhammad	muhammad
lleis	įstatymai
atenció	dėmesį
atenció	dėmesio
cavall	žirgas
cavall	arklys
cavall	arkliai
cavall	arklio
rectangular	stačiakampio
rectangular	stačiakampis
fàbrica	fabrikas
fàbrica	gamykloje
fàbrica	gamykla
fernando	fernando
béns	prekės
gas	dujos
presa	dam
presa	grobis
populars	dažniausi
flota	laivyno
flota	laivynas
branca	filialas
branca	šaka
red	raudona
daniel	daniel
simplement	tiesiog
espanyols	ispanai
atacs	išpuoliai
atacs	išpuolių
principat	kunigaikštystės
municipals	buitinių
migdia	vidurdienį
fernández	fernandez
fernández	fernández
treballadors	darbininkai
treballadors	darbuotojai
treballadors	darbininkų
carrers	gatvės
carrers	gatvėse
instruments	instrumentai
sabadell	sabadell
complex	kompleksas
complex	sudėtingas
símbol	simbolis
símbol	pulkininkas
pintures	dažai
pintures	piešiniai
pintures	paveikslai
matar	žudo
matar	žudymas
viii	viii
#aaa	#aaa
àcid	rūgštis
cossos	įstaigų
cossos	organai
cossos	kūnai
crisi	krizė
crisi	krizės
sants	šventieji
ali	ali
ensenyament	mokymo
ensenyament	mokymas
motius	motyvai
regional	regionų
ascensió	žengimo
necessitat	reikia
martínez	martinez
martínez	martínez
universal	universal
universal	universalus
universal	universaliųjų
arcs	lankai
die	mirti
jueus	žydai
bernat	bernard
cristians	krikščionių
cristians	krikščionys
derrota	nugalėti
giovanni	giovanni
famós	žymi
donant	donorų
donant	donoras
doctor	gydytojo
doctor	gydytojas
riera	stream
interpretació	išaiškinimas
interpretació	aiškinimo
interpretació	aiškinimas
caiguda	krenta
aspectes	aspektai
aspectes	aspektus
din	din
document	dokumentas
clara	klara
clàssica	klasikinio
obertures	angų
organitzar	organizuoti
escultura	skulptūra
agència	agentūra
laterals	šoninis
passant	vyksta
americans	amerikiečiai
esteve	stephen
diòcesi	diecezija
musulmans	musulmonai
retorn	grįžimas
retorn	grįžti
retorn	grąžos
nostra	nostra
possiblement	galimai
golf	golfo
textos	tekstai
marit	vyru
marit	vyro
marit	vyras
rang	perspektyvas
reus	reus
partida	žaidimas
pacífic	ramiojo
arbre	medžio
florida	florida
cicle	ciklas
patir	kenčia
donen	dan
estrelles	žvaigždžių
notable	nepaprastas
caixa	dėžė
caixa	langelyje
caixa	dėžutė
estructures	konstrukcijos
estructures	struktūras
guerres	karai
femení	moteris
femení	patelės
femení	moterys
femení	moterų
femení	patelė
generació	karta
platja	beach
publicacions	postų
publicacions	pareigybės
publicacions	įrašai
pell	oda
pell	odos
invasió	invazija
all	česnakų
all	česnako
eix	ašis
eix	ašies
casat	vedęs
casat	ištekėjusi
àrabs	arabai
ago	aug
valign	valign
andorra	andora
aliats	sąjungininkų
aliats	sąjungininkai
pràcticament	praktiškai
nobel	nobel
terrassa	terasa
ermita	hermitage
biografia	biografija
coalició	koalicijos
coalició	koalicija
ambdues	abi
ambdues	abu
arbres	medžiai
liberal	liberalų
ulls	akimis
ulls	akys
ulls	akis
presidència	pirmininkavimas
documentació	dokumentacija
documentació	dokumentai
documentació	įrodymai
documentació	dokumentacijos
documentació	dokumentus
concerts	koncertai
artístic	meno
ducat	kunigaikštystė
freqüència	dažnumas
freqüència	dažnis
mètodes	metodai
poques	keletą
trajectòria	trajektorijos
trajectòria	trajektorija
algú	kažkas
curt	kurtis
curt	trumpa
curt	trumpi
curt	trumpai
curt	trumpas
veïns	kaimynai
veïns	kaimynų
veïns	kaimynai
veïns	kaimynės
retornar	grįžimas
retornar	grįžti
retornar	grąžos
respectivament	atitinkamai
bellesa	gražuolė
bellesa	grožis
man	vyru
man	vyras
man	žmogus
guitarra	gitara
tradicionals	tradicinės
tradicionals	tradiciniai
tradicionals	tradicinė
democràtica	demokratinė
democràtica	demokratinis
democràtica	demokratinės
democràtica	demokratinėje
turquia	turkiją
turquia	turkija
turquia	turkijos
selva	džiunglės
titular	turėtojas
advocat	advokato
advocat	teisininkas
advocat	advokatas
fruit	vaisiai
ucraïna	ukrainoje
ucraïna	ukraina
eslovàquia	slovakija
eslovàquia	slovakijos
vent	akių
vent	vėjas
primavera	pavasario
primavera	pavasaris
grand	grand
dinamarca	danija
dinamarca	danijoje
dinamarca	danijos
aplicacions	programėlių
badia	įlanka
sicília	sicilijos
breu	trumpalaikis
breu	trumpas
mario	mario
banc	bankas
aires	airėse
religiós	religinių
pintors	dažytojų
persecució	persekiojimo
càrrecs	mokesčiai
científic	mokslininkas
belles	belles
oceà	vandenynas
joaquim	joaquim
cònsol	konsulas
rebut	gautas
jardí	sode
jardí	sodas
medalles	medaliai
recorregut	kelionių
recorregut	ekskursija
recorregut	kelione
denominació	nominalas
malalties	ligų
reunir	renkasi
dolça	sweet
dolça	saldus
dolça	miela
rosselló	roussillon
castells	pilys
joventut	jaunimo
joventut	jaunimas
artística	meno
decoració	dekoravimas
decret	dekretas
culte	cult
culte	maldos
grecs	graikai
menjar	maistas
japonès	japonijos
japonès	japonų
noble	inertinių
conferència	konferencija
xinès	kinų
xinès	kinijos
xinès	kinas
lluna	palydovas
institució	įstaiga
institució	institucija
ple	pilnas
ple	visu
finestra	langas
finestra	lango
altes	ups
sèries	serija
sèries	serijos
singh	singh
rodríguez	rodriguez
franco	franco
moments	momentus
moments	akimirkos
moments	momentai
moments	akimirka
corea	korėja
ferrocarril	geležinkelis
ferrocarril	geležinkelis
turisme	turizmo
turisme	turizmas
psoe	psoe
estany	tvenkinyje
òrbita	orbitą
intenció	ketinimas
intenció	ketinimą
músic	muzikantas
nació	tauta
groc	geltona
victòries	pergalių
defensar	gintis
defensar	ginti
defensar	apsiginti
falta	trūksta
objectius	tikslai
objectius	tikslų
torn	pamaina
contrari	priešingai
ferrer	kalvis
abadia	abi
poemes	eilėraščiai
funcionament	eksploatavimas
funcionament	veikimas
funcionament	operacija
familia	šeima
familia	šeimos
familia	šeimyna
nen	vaikas
nen	vaikui
cat	katės
cat	katinas
cat	cat
cat	katė
mandat	įgaliojimai
mandat	mandatas
introducció	intro
infanteria	pėstininkų
martín	martín
posicions	pozicijas
esport	sportui
esport	sporto
esport	sportas
esclaus	vergai
familiar	pažįstamas
familiar	matytas
escriptura	rašant
reconegut	pripažintos
veus	balsų
cementiri	kapinės
oxford	oksfordo
castelló	castellón
components	komponentai
buenos	buenos
físic	fizikas
vic	vika
tom	tomas
tom	tom
jones	jones
saló	lounge
naturalesa	pobūdžio
naturalesa	gamta
naturalesa	prigimtis
saragossa	saragosos
natura	pobūdžio
natura	gamta
natura	prigimtis
jerusalem	jeruzalės
segurament	tikrai
diego	diego
científics	mokslininkai
potència	galios
potència	galia
roba	apranga
roba	drabužius
roba	drabužiai
fotografies	nuotraukos
fotografies	fotografijos
fotografies	nuotraukų
serveix	tarnauja
hem	hem
possibles	įmanoma
cavaller	žirgas
cavaller	riteris
armènia	armėnijos
armènia	armėnija
guió	meto
google	google
escenes	scenų
lingüística	kalbotyra
descobert	atrado
descobert	aptikta
retirada	atsitraukti
retirada	pajėgų
retirada	trauktis
retirada	faktiškai
retirada	pasitraukimas
professionals	specialistams
professionals	profesionalai
professionals	profesinės
professionals	profesionalus
pisos	butų
pisos	butai
taiwan	taivano
companys	kolegos
carolina	karolina
intervenció	intervencija
bach	bach
