در	கதவு
آنها	அவர்கள்
آنها	அவர்களை
آنها	அவர்களுக்கு
آنها	இவர்களுக்கு
آنها	அவர்கள்
هستند	இருக்கிறார்கள்
جوایز	விருதுகள்
روستا	கிராம
روستا	கிராமத்து
روستا	கிராமம்
روستا	கிராமத்தில்
روستا	கிராமத்திற்கு
تهران	தெஹ்ரான்
بازی	ஆட்டம்
بازی	கேம்
بازی	விளையாட்டு
بازی	ஆட்டத்தில்
بازی	விளையாட்டுகள்
بازی	கேம்கள்
بازی	கேம்ஸ்
بازی	விளையாட்டுக்கள்
بازی	இயக்கு
بازی	விளையாடு
بازی	விளையாட்டைப்
بازی	இயக்கவும்
بازی	விளையாட்டை
تاریخی	வரலாற்று
تاریخی	வரலாற்று
تاریخی	சரித்திர
تاریخی	வரலாற்றுச்
سرشماری	கணக்கெடுப்பு
فرانسه	பிரெஞ்சு
فرانسه	பிரான்சு
فرانسه	பிரான்ஸ்
جنگ	போர்க்
جنگ	போர்
باید	வேண்டியது
دست	கைகள்
دست	கரங்கள்
دست	arm
دست	இடிக்க
دست	கைகோர்த்து
دست	கை
دست	கையோடு
شورای	மன்றம்
شورای	கவுன்சில்
شورای	சபை
محل	இடம்
محل	இடத்தில்
محل	இடத்தை
محل	இடம்
محل	இருப்பிடம்
محل	அமைவிடம்
های	hai
توابع	செயல்கூறு
توابع	செயற்பாடுகள்
کتاب	புத்தகம்
کتاب	நூல்கள்
کتاب	புத்தகங்கள்
آلمان	ஜெர்மன்
آلمان	ஜெர்மனி
آلمان	ஜேர்மனி
سطح	நிலைகள்
سطح	பரப்பு
سطح	மேற்பரப்பு
سطح	நிலை
سطح	மட்டம்
اصلی	பிரதான
اصلی	முதன்மை
اصلی	முக்கிய
اصلی	மூலம்
اصلی	மூல
اصلی	மெய்யான
اصلی	ஒரிஜினல்
اصلی	அசல்
اصلی	முதன்மை
ساخت	கட்டுமான
ساخت	கட்டுமானம்
ساخت	உற்பத்தி
المپیک	ஒலிம்பிக்கில்
المپیک	ஒலிம்பிக்
المپیک	ஒலிம்பிக்ஸ்
المپیک	ஒலிம்பிக்
اول	முதலாவது
اول	முதலில்
اول	முதல்
سازمان	அமைப்பு
سازمان	நிறுவனம்
سازمان	நிறுவனர்
سازمان	நிறுவனம்
سازمان	முகமை
سازمان	ஏஜென்சி
سه	மூன்று
مرکزی	மத்தியில்
مرکزی	சென்ட்ரல்
مرکزی	மத்திய
ایالت	நிலை
ایالت	மாநிலம்
زنده	உயிருடன்
زنده	உயிரோடு
فارسی	பாரசீக
بین	பீன்
بین	மொச்சை
بین	இடையிலான
بین	இடையே
بین	இடைப்பட்ட
انگلستان	இங்கிலாந்து
دوم	வினாடி
دوم	இரண்டாம்
دوم	இரண்டாவது
موسیقی	இசை
گروه	இசைக்குழு
گروه	பேண்ட்
گروه	குழுவை
گروه	குழுவைப்
گروه	குழு
جایزه	போனஸ்
جایزه	பரிசு
جایزه	விருது
بیشتر	பலவற்றிற்கு
بیشتر	அதிகம்
بیشتر	மேலும்
جنوبی	தெற்கத்திய
جنوبی	தெற்கு
جنوبی	தென்
روز	நாள்
روز	தினம்
روز	நாளும்
جمهوری	குடியரசு
مرگ	இறப்பு
مرگ	மரணம்
مرگ	மறைவு
مرگ	மரணத்தை
ولی	ஆனாலும்
ولی	ஆனா
ولی	ஆனால்
آمریکایی	அமெரிக்கன்
آمریکایی	அமெரிக்கர்
آمریکایی	அமெரிக்க
نقش	பாத்திரம்
نقش	பதவி
نقش	பங்கு
منطقه	பிராந்தியம்
منطقه	மண்டலம்
منطقه	பகுதி
منطقه	மண்டலம்
منطقه	மாவட்ட
منطقه	மாவட்டம்
منطقه	பரப்பு
منطقه	பரப்பளவு
منطقه	பகுதியில்
منطقه	பகுதி
بسیار	மிகவும்
بسیار	மிக
بسیار	பல
بسیار	பலர்
اسلامی	இஸ்லாமிய
اسلامی	இஸ்லாமிக்
اسلامی	இஸ்லாமியம்
بزرگ	பெரியது
بزرگ	மிகப்பெரிய
بزرگ	பெரிய
بزرگ	பெரியது
بزرگ	பெரிய
اروپا	ஐரோப்பா
روستایی	ஊரக
روستایی	கிராமப்புற
روستایی	peasant
آمار	புள்ளிவிவரம்
آمار	புள்ளியியல்
فعالیت	செயற்பாடு
فعالیت	செயல்பாடு
فعالیت	நடவடிக்கை
زاده	பிறந்தது
زاده	பிறப்பு
زاده	பிறந்து
محمد	முகமது
محمد	முகம்மது
محمد	முஹம்மது
محمد	முகம்மது
محمد	mohamed
بریتانیا	பிரிட்டன்
بریتانیا	பிரிட்டிஷ்
مانند	போல்
مانند	போல
مانند	விரும்பு
مانند	விருப்பம்
مانند	பிடித்திருக்கிறது
چند	சில
چند	மல்டி
شمالی	வடக்கே
شمالی	வட
شمالی	வடக்கு
شمالی	கரோலினா
آب	நீர்
آب	தண்ணீர்
آب	தண்ணீரை
آب	தண்ணீரைக்
خورشیدگرفتگی	கிரகணம்
ایرانی	பாரசீக
ایرانی	இரானி
ایرانی	ஈரானிய
اطلاعات	தகவல்
اطلاعات	தகவலை
اطلاعات	தகவல்
اطلاعات	தகவல்கள்
اطلاعات	தகவலை
ایجاد	உருவாக்கு
ایجاد	உருவாக்குக
ایجاد	படைப்பு
ایجاد	உருவாக்குதல்
ایجاد	உருவாக்கம்
ایجاد	உருவாக்குகிறது
ایجاد	உருவாக்கப்படுகிறது
مالک	உரிமையாளர்
مالک	சொந்தக்காரர்
مالک	மலிக்
مالک	மாலிக்
امنیت	பாதுகாப்பு
امنیت	பாதுகாப்பு
نوع	வகை
مردم	மக்களே
مردم	நபர்கள்
مردم	மக்களின்
مردم	மக்கள்
دلیل	காரணமும்
دلیل	காரணம்
دلیل	காரணத்தை
دلیل	காரணம்
دلیل	பாதையில்
روستای	கிராம
روستای	கிராமத்து
روستای	கிராமம்
روستای	கிராமத்தில்
روستای	கிராமத்திற்கு
دور	தொலைவில்
دور	இதுவரை
دور	விலகி
دور	தொலைவில்
دور	தள்ளி
اولین	ஈவிலின்
مربوط	தொடர்புடையது
مربوط	தொடர்பான
مربوط	தொடர்புடையவை
مربوط	தொடர்புடையது
بار	ஏற்று
بار	உள்வாங்கு
بار	சுமை
بار	பார்
بار	பட்டை
بار	அருந்தகம்
دریا	கடல்
شما	நீங்கள்
شما	நீ
شما	உங்கள்
شما	உங்களின்
شما	உனது
شما	உன்
برابر	சமமான
برابر	சம
برابر	சமமாக
برابر	சமமான
برابر	சமம்
تولید	உற்பத்தி
تولید	தயாரிப்பு
تولید	உருவாக்க
تپه	குன்று
تپه	ஹில்
تنها	தனியாக
تنها	தனியே
تنها	தனிமையில்
تنها	மட்டுமே
تنها	மட்டும்
تنها	தனிமையாக
تنها	தனிமையில்
تنها	தனிமை
علی	அலி
شرقی	கிழக்கு
شرقی	ஓரியண்டல்
شرقی	கிழக்கு
یونسکو	யுனெஸ்கோ
یونسکو	தளங்கள்
برخی	சில
میان	மியான்
میان	இடையிலான
میان	இடையே
میان	இடைப்பட்ட
جهان	உலகம்
جهان	உலக
جهان	உலகமே
جهان	ஜஹான்
جام	கிண்ணம்
جام	கோப்பை
ارتفاع	உயரத்தில்
ارتفاع	உயரம்
کد	குறிமுறை
کد	குறியீடு
کشف	கண்டுபிடிக்கப்பட்ட
کشف	கண்டுபிடிக்கப்பட்டது
کشف	கண்டுபிடிக்கவும்
کشف	கண்டறியவும்
کشف	கண்டுபிடி
کشف	டிஸ்கவரி
کشف	கண்டறிதல்
نشان	பேட்ஜ்
حذف	அகற்றுகிறது
حذف	நீக்குகிறது
حذف	நீக்குக
حذف	நீக்கு
حذف	அழி
حذف	நீக்கு
تلویزیونی	தொலைக்காட்சி
غربی	வேஸ்ட்
غربی	மேற்கு
غربی	மேற்கு
گرفته	எடுக்கப்பட்டது
گرفته	எடுத்தது
گرفته	எடுத்துக்
گرفته	எடுக்கப்பட்ட
دوران	காலகட்டங்கள்
دوران	சகாப்தம்
شامل	அடங்கும்
شامل	சேர்க்கவும்
شامل	சேர்த்து
شامل	அடங்கும்
شدن	வெள்ளத்தில்
شدن	பெறுகிறார்
شدن	பெறுதல்
شدن	பெறுகிறது
بهترین	சிறந்தவை
بهترین	சிறந்தது
بهترین	சிறப்பாக
بهترین	சிறந்த
دولت	நிலை
دولت	மாநிலம்
دولت	அரசு
دولت	அரசாங்கம்
همراه	மொபைல்
همراه	கைபேசி
همراه	செல்பேசி
چپ	மீதம்
چپ	இடது
ایتالیا	இத்தாலியா
ایتالیا	இத்தாலி
ایتالیا	இத்தாலிய
ایتالیا	இத்தாலியன்
صفحه	பக்கத்தை
صفحه	பக்கம்
صفحه	பக்கத்தைப்
صفحه	பக்கத்தில்
مجلس	பாராளுமன்றம்
مجلس	நாடாளுமன்ற
مجلس	நாடாளுமன்றம்
مجلس	சபை
تحت	அடியில்
تحت	கீழ்
آغاز	ஆரம்பம்
آغاز	தொடக்கம்
آغاز	தொடங்கு
آغاز	துவங்கு
آغاز	ஆரம்பம்
آغاز	தொடக்கம்
آغاز	ஆரம்ப
آغاز	தொடக்கம்
آغاز	துவங்குகிறது
آغاز	தொடங்குகிறது
ویکی	விக்கி
ویکی	விக்கி
راه	பாதை
راه	கிளியே
راه	வழி
راه	விதம்
کشتی	கப்பல்கள்
کشتی	கப்பல்
کشتی	மல்யுத்தம்
کشتی	குத்துச்சண்டை
کشتی	படகு
بودند	இருந்தன
بودند	இருந்தனர்
بودند	இருந்த
الگو	தோரணம்
توجه	கவனம்
توجه	கவனத்திற்கு
توجه	கவனியுங்கள்
بن	பென்
همه	எல்லோர்
همه	அனைவருமே
همه	எல்லோருக்கும்
همه	அனைவரும்
همه	எல்லோரும்
همه	அனைத்தும்
همه	எல்லா
همه	அனைத்து
همه	எல்லாம்
همه	அனைவரும்
همه	எல்லாமே
همه	அனைவருக்கும்
همه	ஒவ்வொருவரும்
همه	அனைவரும்
همه	எல்லோரும்
کوچک	சிறிய
کوچک	சிறு
کوچک	சிறியது
کوچک	சிறிய
کوچک	குட்டி
کوچک	சிறு
کوچک	மைனர்
ژاپن	ஜப்பான்
رسمی	அதிகாரி
رسمی	அதிகாரப்பூர்வ
رسمی	official
اسلام	இஸ்லாம்
اسلام	இசுலாம்
اسلام	இஸ்லாத்தை
اسلام	இஸ்லாமியம்
سپتامبر	செப்டம்பர்
پرونده	கேஸ்
پرونده	வழக்கு
پرونده	கோப்பு
ماه	மாதம்
ماه	மாசம்
ماه	மாதங்கள்
ماه	சந்திரன்
ماه	நிலவு
ماه	நிலா
اوت	ஆகஸ்ட்
اوت	ஆகஸ்டு
اوت	ஆக
هزار	ஆயிரம்
تابستانی	சம்மர்
تابستانی	கோடை
چون	ஏனென்றால்
چون	ஏனெனில்
چون	எப்போது
چون	பொழுது
چون	இருக்கும்போது
چون	போது
آوریل	ஏப்
آوریل	ஏப்ரல்
آوریل	ஏப்ரல்
تغییر	மாற்றும்
تغییر	மாறுகிறது
تغییر	மாற்று
تغییر	மாற்றம்
مجموعه	சேகரிப்பு
مجموعه	சேகரிப்புகள்
مجموعه	தொகுப்பு
مجموعه	வசூல்
سیاسی	அரசியல்
شکل	வடிவம்
شکل	படிவம்
شکل	figure
مارس	மார்ச்
مارس	மார்ஸ்
مارس	செவ்வாய்
درخواست	கோரிக்கை
درخواست	வேண்டுகோள்
درخواست	வேண்டுதல்
کیلومتر	கிலோமீட்டர்
کیلومتر	kilometres
کیلومتر	கிலோமீட்டர்கள்
کیلومتر	கிலோமீட்டர்
جمله	வாக்கியத்தை
جمله	வாக்கியம்
گردشگری	சுற்றுலாத்துறை
گردشگری	சுற்றுலா
گردشگری	சுற்றுலா
شهری	நகர்ப்புற
شهری	நகரம்
شهری	சிட்டி
ممکن	சாத்தியமா
ممکن	சாத்தியமே
ممکن	சாத்தியம்
لیگ	லீக்
روسیه	ரஷ்ய
روسیه	ரஷியன்
روسیه	ரஷ்யா
منابع	மூலங்கள்
منابع	மூலங்கள்
منابع	ஆதாரங்கள்
منابع	வளங்கள்
منابع	வளம்
نخستین	முதலாவது
نخستین	முதலில்
نخستین	முதல்
شاه	ராஜா
شاه	மன்னன்
شاه	கிங்
شاه	அரசன்
شاه	ஷா
شاه	சா
جنوب	தெற்கத்திய
جنوب	தெற்கு
جنوب	தென்
طور	ஏற்று
طور	ஏற்ற
تشکیل	உருவானது
تشکیل	உருவான
تشکیل	formation
فوت	கால்
اکتبر	அக்டோபர்
ژوئن	ஜூன்
چه	என்ன
چه	என்னென்ன
امکان	சாத்தியமா
امکان	சாத்தியமே
امکان	சாத்தியம்
امکان	பாதுகாத்த
نویسندگان	ஆசிரியர்கள்
سر	sar
سر	தலை
سر	தலையை
سر	தலைக்கு
سر	தலைகள்
حزب	விருந்து
حزب	கொண்டாட்டம்
حزب	கட்சி
حزب	பார்ட்டி
ما	நம்
ما	நம்முடைய
ما	எங்களின்
ما	எங்களது
ما	எங்கள்
ما	நமது
فرهنگ	பண்பாடு
فرهنگ	கலாச்சாரம்
برندگان	வெற்றியாளர்கள்
دیگری	இன்னொரு
دیگری	மற்றொரு
دیگری	மற்றுமொரு
قابل	நீக்கக்
بدون	இல்லாத
بدون	இல்லாமல்
بدون	இல்லாமலே
خانه	வீடு
خانه	இல்லம்
خانه	வீட்டின்
خانه	முகப்பு
خانه	இல்ல
خانه	வீடு
دسامبر	டிசம்பர்
موارد	உருப்படிகள்
موارد	பொருட்கள்
موارد	பொருள்கள்
موارد	வழக்குகள்
هند	இந்தியா
آلبوم	ஆல்பம்
آلبوم	ஆல்பத்தை
آلبوم	ஆல்பத்தைப்
آزاد	இல்லாத
آزاد	இலவசம்
آزاد	இலவச
چاپ	அச்சிடுதல்
چاپ	அச்சில்
علمی	அறிவியலில்
علمی	விஞ்ஞானம்
علمی	அறிவியல்
علمی	விஞ்ஞான
نوامبر	நவம்பர்
نوامبر	நவ
آسیا	ஆசிய
شمال	வடக்கே
شمال	வட
شمال	வடக்கு
پایان	முடி
پایان	இறுதி
پایان	முடிவு
پایان	முடிகிறது
علوم	அறிவியலில்
علوم	விஞ்ஞானம்
علوم	அறிவியல்
جان	ஜான்
سید	சித்
کالیفرنیا	கலிபோர்னியா
قرن	நூற்றாண்டு
بازیگر	நடிகை
بازیگر	நடிகர்
صنایع	இண்டஸ்ட்ரீஸ்
صنایع	தொழிற்சாலை
صنایع	தொழிலில்
صنایع	தொழில்
صنایع	தொழில்துறை
صنایع	தொழிற்துறை
گونه	கன்னம்
گونه	கன்னத்தில்
گونه	இனங்கள்
کانادا	கனடா
کانادا	கனடிய
کانادا	கனேடிய
اسپانیا	ஸ்பெயின்
اسپانیا	ஸ்பானிஷ்
زمین	பூமியின்
زمین	பூமி
زمین	புவி
رئیس	முதலாளி
رئیس	பாஸ்
رئیس	தலைவா
برزیل	பிரேசில்
برزیل	பிரேசிலிய
سبک	விளக்கு
سبک	ஒளி
سبک	வெளிச்சம்
سبک	லேசாக
سبک	பாணி
سبک	தோற்றம்
سبک	நடை
سبک	ஸ்டைல்
بالا	டாப்
بالا	மேலே
بالا	முதன்மை
بالا	மேல்
بالا	பால
بالا	பாலா
جدید	புதிதாக
جدید	புதியது
جدید	புதிய
جدید	புதிது
تصویر	உருவம்
تصویر	பிம்பம்
تصویر	படம்
غیر	அல்லாத
حضور	வருகை
حضور	இருப்பை
حضور	இருப்பு
وارد	வார்ட்
وارد	வார்டு
عضو	உறுப்பினர்
عضو	நன்கொடை
میراث	மரபை
میراث	மரபு
زنان	பெண்களுக்கு
زنان	பெண்களாக
زنان	பெண்கள்
نظامی	இராணுவ
نظامی	இராணுவம்
نظامی	ராணுவம்
قمری	சந்திர
جای	இடம்
جای	இடத்தில்
جای	இடத்தை
جای	ஜெய்
هیچ	ஏதாவது
هیچ	ஏதேனும்
هیچ	எந்த
چین	சின்
چین	சைனா
چین	சீனா
سیستم	தொகுதி
سیستم	கணினி
سیستم	அமைப்பு
ظاهر	தோற்றம்
ظاهر	சாகிர்
ظاهر	தோன்றும்
ادامه	தொடருங்கள்
ادامه	தொடரவும்
ادامه	தொடர்க
ادامه	தொடர்
ادامه	தொடர்கிறது
ادامه	தொடர்ந்தது
درجه	தரம்
درجه	டிகிரி
درجه	டிகிரிகள்
درجه	பட்டம்
درجه	டிகிரி
انتخاب	தேர்வு
انتخاب	தேர்ந்தெடுக்கவும்
انتخاب	தெரிவு
انتخاب	தேர்வு
انتخاب	சாய்ஸ்
موجود	கிடைக்கும்
موجود	கிடைக்க
موجود	உண்டு
موجود	இருக்கிறது
موجود	உள்ளது
موجود	இருக்கும்
دستی	கைமுறையாக
دستی	கையேடு
دستی	கைமுறை
دستی	கையிருப்பு
دستی	கையடக்க
فقط	வெறும்
فقط	சும்மா
اعلام	பிரகடனம்
نسبت	விகிதம்
اعضای	உறுப்பினர்கள்
زمانی	சமானி
مسابقات	போட்டி
تلفن	பேசி
تلفن	தொலைபேசியை
تلفن	தொலைபேசி
تلفن	ஃபோன்
تلفن	தொலைபேசி
داستان	கதை
داستان	செய்தி
داستان	கதைகள்
سوم	iii
سوم	மூன்றாவது
خط	வரி
خط	கோடு
قانون	சட்டம்
قانون	சட்டத்தை
قانون	ஆட்சி
قانون	விதி
درگذشت	இறந்து
درگذشت	இறந்தார்கள்
درگذشت	இறந்தார்
علت	காரணமும்
علت	காரணம்
علت	காரணத்தை
علت	காரணம்
علت	பாதையில்
مهم	முக்கியமான
مهم	முக்கியமானது
مهم	முக்கியம்
مهم	முக்கிய
منبع	மூலம்
منبع	ஆதாரம்
منبع	வள
منبع	வளம்
میلیون	மில்லியன்
کمک	உதவி
کمک	உதவும்
جهت	திசைகள்
جهت	வழிகள்
جهت	திசை
جهت	முன்வைப்பு
جهت	நாட்டம்
هوایی	வான்வழி
هوایی	ஏரியல்
هوایی	ஏர்
حتی	கம்பன்
حتی	கூட
نمایش	காட்சி
نمایش	காட்டு
نمایش	காட்டுக
نمایش	நிகழ்ச்சி
آمریکای	அமெரிக்கா
ناحیه	பிராந்தியம்
ناحیه	மண்டலம்
ناحیه	பகுதி
ناحیه	மாவட்ட
ناحیه	மாவட்டம்
ناحیه	பரப்பு
ناحیه	பரப்பளவு
ناحیه	பகுதியில்
ناحیه	பகுதி
طراحی	வடிவமைப்பு
طراحی	டிசைன்
آموزش	கற்பித்தல்
آموزش	போதனை
آموزش	கற்பிக்கும்
آموزش	பயிற்சியை
آموزش	பயிற்சி
آموزش	கல்வி
قلعه	கோட்டை
ویرایش	தொகு
ویرایش	தொகுக்க
ویرایش	திருத்து
ویرایش	திருத்துதல்
ویرایش	எடிட்டிங்
ویرایش	தொகுத்தல்
حکومت	அரசு
حکومت	அரசாங்கம்
نمایندگان	deputies
نمایندگان	பிரதிநிதிகள்
بازدید	தெரிவித்துக்
بازدید	மதிப்பாய்வு
بازدید	மதிப்புரை
بازدید	கண்ணோட்டம்
بازدید	விஜயம்
بازدید	வருகை
بازدید	பார்க்கவும்
بازدید	வருகைகள்
بازدید	பார்வைகள்
بازدید	வருகை
شیمیایی	ரசாயன
شیمیایی	ரசாயனம்
شیمیایی	கெமிக்கல்
شیمیایی	இரசாயனங்கள்
مساحت	பரப்பு
مساحت	பரப்பளவு
مساحت	பகுதியில்
مساحت	பகுதி
ادبیات	இலக்கியம்
ادبیات	இலக்கிய
ادبیات	இலக்கணம்
موضوع	பொருள்
شبکه	கட்டம்
شبکه	நெட்வொர்க்கிங்
شبکه	நெட்வொர்க்
شبکه	பிணையம்
شبکه	வலையமைப்பு
شبکه	வலைப்பின்னல்
برنامه	பயன்பாட்டை
برنامه	பயன்பாடு
برنامه	பயன்பாட்டைப்
برنامه	செயலி
برنامه	நிரல்
برنامه	திட்டமிடுதல்
برنامه	அட்டவணை
کاربران	பயன்படுத்துபவர்
کاربران	பயனர்கள்
تولد	பிறந்தநாளை
تولد	பிறந்தநாள்
تولد	பிறவி
تولد	பிறப்பு
تولد	பிறந்த
تبدیل	மாற்று
تبدیل	மாற்றுதல்
تبدیل	மாற்றம்
تبدیل	உருமாற்றம்
دریایی	கடல்
سن	சென்
سن	வயது
سن	சான்
سن	துறவறம்
سن	புனிதர்
عربی	அரபு
عربی	அரபி
عربی	அரேபிய
عربی	அரபிக்
روش	ரோச்
روش	முறையை
روش	முறை
روش	வழிமுறை
بازیکن	பிளேயர்
بازیکن	விளையாடுபவர்
بازیکن	போட்டியாளர்
بازیکن	விளையாடுபவர்
بازیکن	போட்டியாளர்கள்
بازیکن	விளையாடுபவர்கள்
بازیکن	வீரர்கள்
رفته	போய்விட்டது
رفته	சென்று
رفته	போனது
بودن	இருப்பது
نتیجه	முடிவுகள்
نتیجه	விடைகள்
نتیجه	முடிவு
نتیجه	விளைவு
نتیجه	பலன்
نتیجه	முடிவு
نتیجه	conclusion
انقلاب	புரட்சி
تگزاس	டெக்சாஸ்
عراق	ஈராக்
شروع	ஆரம்பம்
شروع	தொடக்கம்
شروع	தொடங்கு
شروع	துவங்கு
شروع	ஆரம்ப
شروع	தொடக்கம்
شروع	துவங்குகிறது
شروع	தொடங்குகிறது
هنر	கலைகள்
هنر	கலை
هنر	ஆர்ட்ஸ்
هنر	ஆர்ட்
هنر	சித்திரம்
هنر	கலை
زمینه	பின்னணி
زمینه	பின்புலம்
قسمت	பாகம்
قسمت	பகுதி
قسمت	எபிசோட்
قسمت	அத்தியாயம்
بررسی	சரிபார்க்கிறது
بررسی	சோதிக்கிறது
بررسی	சரிபார்
بررسی	சோதி
مدیر	மேலாளர்
مدیر	மேலாளராக
مدیر	நிர்வாகி
مدیر	நிர்வாகி
مدیر	முதல்வர்
