bagdad	bagdad
impresionante	impresionant
impresionante	impresionanta
king	regele
king	king
king	rege
andy	andy
archie	archie
fantasía	fantasy
fantasía	fantezii
fantasía	fantezia
fantasía	fantezie
xulgar	judge
xulgar	judecator
xulgar	judeca
xulgar	judecatoare
xulgar	judecator
vicepresidente	vicii
vicepresidente	viciul
vicepresidente	moravuri
vicepresidente	viciu
vicepresidente	vice
vicepresidente	presedintele
vicepresidente	presedinte
vicepresidente	presedintele
vicepresidente	presedinte
vicepresidente	presedinte
fase	etapa
fase	etapa
fase	stadiul
fase	faza
fase	faza
veredes	vezi
veredes	ai
veredes	te
veredes	tu
deixala	lasa
deixala	ea
deixala	ai
deixala	te
deixala	tu
extraordinario	extraordinara
extraordinario	extraordinar
extraordinario	extraordinara
extraordinario	extraordinare
anderson	anderson
contesta	raspuns
contesta	raspunde
contesta	raspunde
pagas	plateste
pagas	ai
pagas	te
pagas	tu
preguntoume	si
preguntoume	si
preguntoume	si
preguntoume	intrebat
preguntoume	intrebat
preguntoume	intrebata
impedir	tine
impedir	pastrati
impedir	pastreaza
congreso	congres
congreso	congresului
congreso	congresul
recibiron	primit
recibiron	primite
recibiron	primita
collen	ia
collen	luati
béisbol	baseball
electrónico	electronice
electrónico	electronica
electrónico	electronic
reto	provocare
reto	provocarea
postura	postura
postura	postura
postura	pozitie
postura	pozitia
postura	pozitia
postura	pozitie
postura	pozitie
interacción	interactiunea
relacionado	legate
tocas	ai
tocas	te
tocas	tu
despedida	adio
convencer	convinge
ego	egoul
ego	ego
ego	orgoliu
ego	orgoliul
prioridades	prioritatile
prioridades	prioritati
largo	ia
largo	obtine
largo	afara
largo	afara
largo	out
experto	expertul
experto	experta
experto	expert
referencia	referinta
referencia	referinta
referencia	trimitere
tiveses	ai
tiveses	te
tiveses	tu
tiveses	avea
tiveses	avut
preocupar	despre
necesitaba	nevoie
gafas	ochelari
gafas	paharele
gafas	ochelarii
gafas	pahare
secundarios	lateral
secundarios	side
secreto	secreta
secreto	secret
secreto	secreta
secreto	secrete
secreto	secretul
pavos	curcani
verdadeiros	real
verdadeiros	reale
verdadeiros	reala
verdadeiros	adevarat
verdadeiros	adevarat
similares	asemanator
similares	similar
similares	asemanator
similares	asemanatoare
similares	similara
similares	similare
desafío	provocare
desafío	provocarea
desafío	sfidare
desafío	sfidarea
desafío	defiance
capturar	captureaza
capturar	capturarea
capturar	captura
capturar	captura
capturar	capturare
capturar	captare
profundidade	adancime
profundidade	adancimea
profundidade	adancime
profundidade	profunzime
profundidade	adanc
profundidade	profund
profundidade	adanca
profundidade	adanc
capas	straturi
capas	auriu
capas	aur
capas	gold
capas	aurul
utiliza	utilizeaza
utiliza	utilizarea
utiliza	foloseste
utiliza	utilizare
virán	vino
operar	opereaza
adolescente	adolescent
nalgures	undeva
maquinaria	utilaje
maquinaria	masina
renda	chiria
renda	chirie
renda	venitul
renda	venituri
renda	veniturile
sexamos	lasa
admitir	admite
admitir	vrei
admitir	vreau
inxección	injectarea
inxección	injectie
inxección	injectare
instrumento	instrument
instrumento	instrumentul
diaños	iadul
diaños	iad
micrófono	microfonul
micrófono	microfon
micrófono	mic
cheguen	au
cheguen	ei
cheguen	ele
cheguen	ia
cheguen	obtine
cheguen	vino
placas	placi
placas	farfurii
placas	placi
habitacións	camerele
habitacións	camere
actuais	curentul
actuais	curent
actuais	actual
actuais	curentului
actuais	actuala
construíu	construite
construíu	construita
construíu	construit
construíu	construita
contrasinal	parola
contrasinal	parola
dispositivos	aparate
dispositivos	dispozitive
mandela	mandela
mark	marcu
mark	marcheaza
mark	marca
mark	mark
porca	murdare
porca	murdara
porca	murdari
porca	murdar
entrevistas	interviurile
entrevistas	interviuri
lendo	citirea
lendo	citire
lendo	citesc
lendo	citind
lendo	lectura
sa	sanatos
sa	sanatoasa
sa	sanatos
sa	sanatoase
queixa	plangerea
queixa	plangere
verdades	adevaruri
tomen	ia
tomen	luati
manifestación	demonstratie
ética	etica
ética	etica
cruzando	traversare
cruzando	traversarea
cruzando	trecere
opresión	opresiune
serra	sierra
argumento	argumentul
argumento	argument
xen	gene
xen	gena
xen	gena
asilo	acasa
asilo	casa
asilo	acasa
asilo	home
autor	autor
autor	autorul
ducha	dus
amabilidade	bunatate
amabilidade	bunatatea
simon	simon
nucleares	nuclear
nucleares	nucleare
nucleares	nucleara
nucleares	nucleara
propiedades	proprietate
propiedades	proprietatea
propiedades	proprietati
propiedades	proprietati
henry	henric
henry	henry
gañadores	invingatori
use	utilizeaza
use	utilizarea
use	foloseste
use	utilizare
aparecer	arata
aparecer	arata
aparecer	spectacol
aparecer	afiseaza
buracos	gauri
buracos	gropi
buracos	gauri
ensaio	proces
ensaio	procesul
mercados	piata
mercados	piata
mercados	piata
mercados	piata
mercados	piata
mercados	market
mercados	pietele
mercados	piete
suecia	suedia
dentista	dentist
dentista	stomatolog
comín	mancat
comín	ate
comín	mancat
reside	minciunile
reside	minciuni
farían	ar
farían	au
farían	au
farían	ei
farían	ele
xerais	generalul
xerais	generale
xerais	general
xerais	generali
xerais	generalii
xerais	generalilor
golpes	lovituri
meniño	iubire
meniño	baby
meniño	copil
meniño	iubito
meniño	bebe
meniño	baiat
meniño	baiat
colleron	au
colleron	ei
colleron	ele
debiamos	avea
debiamos	avut
teredes	au
teredes	ai
teredes	te
teredes	tu
nazis	nazisti
nazis	nazist
nazis	nazista
cazadores	vanatori
cazadores	vanatori
cazadores	vanatorii
cazadores	vanatoare
cazadores	vanatoarea
cazadores	vanatoare
musulmáns	musulmani
musulmáns	musulmanii
musulmáns	musulmanilor
barrios	cartierele
barrios	cartiere
barrios	arii
barrios	domenii
barrios	zonele
barrios	zone
reláxate	relax
entendía	inteles
entendía	inteles
entendía	intelege
entendía	intelege
bater	hit
bater	lovit
bater	loveste
perdoar	iarta
manteñen	tine
manteñen	pastrati
manteñen	pastreaza
manteñen	au
manteñen	ei
manteñen	ele
existiu	existat
elemento	elementul
elemento	element
mecánico	mecanice
mecánico	mecanic
mecánico	mecanica
mecánico	mecanic
desaparición	disparitia
desaparición	disparitia
desaparición	disparitie
piden	cere
piden	intreaba
piden	intreaba
piden	ask
piden	pentru
piden	au
piden	ei
piden	ele
durmimos	dormi
durmimos	somn
esquezo	uita
esquezo	uita
refire	medie
espacial	hubble
espacial	spatiul
espacial	spatiu
espacial	spatiul
espacial	spatiu
espacial	spatiu
estacións	anotimpurile
estacións	sezoane
estacións	anotimpuri
estacións	statii
estacións	statii
barra	barul
barra	bar
barra	kilogram
rabaño	stol
rabaño	turma
rabaño	turma
national	nationala
national	national
national	national
national	nationala
national	national
osos	bears
osos	ursi
osos	ursilor
sumidoiro	jgheab
diálogo	dialogul
diálogo	dialog
diálogo	dialoguri
personalidade	personalitate
personalidade	personalitatea
gertrude	gertrude
perdidos	pierdut
perdidos	pierdute
perdidos	pierduta
perdidos	lost
hara	hara
bebendo	baut
vivido	trait
vivido	traia
vivido	traita
vivido	trait
lanzamento	drop
lanzamento	picatura
recorda	ai
recorda	te
recorda	tu
green	verzi
green	verde
green	green
clásico	clasica
clásico	clasic
clásico	clasica
clásico	clasica
clásico	clasic
clásico	clasica
clásico	classic
armado	armat
armado	inarmat
mobles	mobilier
mobles	mobila
mobles	mobila
negociar	negocia
negociar	negociaza
afastados	departe
afastados	din
xestos	gesturi
xestos	gesturile
disturbios	revoltele
disturbios	revolte
intelectual	intelectuale
intelectual	intelectuali
intelectual	intelectual
intelectual	intelectuala
averiguar	afara
averiguar	afara
averiguar	out
averiguar	gasiti
averiguar	gaseste
averiguar	gaseste
presencia	prezenta
presencia	prezenta
presencia	prezenta
teríamos	ar
teríamos	au
brando	moi
brando	moale
sospeita	suspiciune
sospeita	suspiciunea
sospeita	suspiciuni
sospeita	suspecti
mestura	amesteca
mestura	amestec
mestura	amesteca
mestura	mix
mestura	amestecarea
mestura	amestecare
novidade	nou
novidade	noua
novidade	noi
novidade	noua
mañán	dimineata
mañán	dimineata
mañán	neatza
mañán	maine
mañán	maine
tua	dumneavoastra
tua	ta
tua	iubitoare
tua	iubitor
sintes	simti
sintes	simte
sintes	simtiti
sintes	simt
asentos	scaune
asentos	locuri
fondos	fonduri
fondos	fondurile
soto	beci
soto	subsolul
soto	subsol
soto	beci
ocuparse	ingrijire
ocuparse	ingrijire
ocuparse	grija
ocuparse	ia
ocuparse	luati
eterna	eterna
eterna	eterna
eterna	eterne
eterna	etern
elixido	alesi
elixido	alese
elixido	aleasa
elixido	ales
elixido	una
elixido	unul
elixido	unu
fíxate	uite
socialismo	socialismul
traio	adu
créame	crede
georgie	georgie
dareille	dati
dareille	da
mantemento	intretinerea
mantemento	intretinere
mantemento	intretinere
privilexios	privilegiile
privilexios	privilegii
sabíao	stia
sabíao	stiut
sabíao	stiam
cansos	obosit
cansos	obosite
cansos	obosita
pases	timp
pases	ora
pases	timpul
botes	barci
botes	barci
tivésemos	avea
tivésemos	avut
algodón	bumbac
algodón	bumbacul
tirado	minciuna
pazo	palatul
pazo	palat
pazo	palace
pazo	vila
pazo	vila
pazo	villa
volvería	ar
volvería	inapoi
volvería	inapoi
volvería	back
volvería	spate
saes	ai
saes	te
saes	tu
saes	afara
saes	afara
saes	out
solitario	singuratic
solitario	singur
aturo	pot
aturo	can
aturo	ia
aturo	luati
aturo	stand
responsábeis	responsabil
responsábeis	raspunzator
responsábeis	responsabili
responsábeis	responsabila
responsábeis	pentru
desexaría	doresc
aparta	ia
aparta	obtine
municións	munitie
municións	munitie
escocés	scotch
quite	ia
quite	luati
quite	off
louis	louis
louis	ludovic
miami	miami
descansa	odihna
descansa	odihna
pedido	comanda
pedido	ordinea
pedido	comanda
pedido	ordine
pedido	ordin
stratton	stratton
francesas	franceza
francesas	franceza
francesas	francezi
francesas	francez
perdes	ai
perdes	te
perdes	tu
perdes	pierzi
perdes	pierd
perdes	pierde
falaron	au
falaron	ei
falaron	ele
falaron	vorbit
zeke	zeke
servirá	will
servirá	va
digno	demn
digno	vrednic
amarelo	galben
amarelo	galbena
wheeler	wheeler
fama	faima
fama	faima
fama	fame
canibalismo	canibalism
duras	greu
duras	tare
aceno	gest
estouche	ai
estouche	te
estouche	tu
della	della
trucos	trucuri
trucos	trucurile
alumnado	elevi
alumnado	pupilele
alumnado	elevii
alumnado	sunt
alumnado	studenti
alumnado	elevi
alumnado	studenti
alumnado	elevii
burgueses	burghez
vera	vera
tentativa	tentativa
tentativa	tentativa
bárbaros	barbarii
bárbaros	barbari
bárbaros	salbatici
entendín	inteles
entendín	inteles
movédevos	muta
movédevos	misca
movédevos	mutare
stan	stan
stan	ai
stan	te
stan	tu
west	west
west	vest
west	occident
west	vestul
bild	bild
marines	marini
marines	marin
marines	marina
marines	marine
dickie	dickie
lucinda	lucinda
cóidate	ia
cóidate	luati
cóidate	ingrijire
cóidate	ingrijire
cóidate	grija
armenia	armenia
correde	ruleaza
correde	fugi
turista	turist
turista	turistice
mann	mann
kathy	kathy
alicia	alice
magali	magali
parisinos	parizieni
won	won
won	castigat
heavy	heavy
heavy	greu
heavy	grele
heavy	grea
heavy	grei
wey	wei
farhad	farhad
cora	cora
doutora	doctore
doutora	doctor
envioume	trimisa
envioume	trimis
envioume	trimise
conquistar	cuceri
conquistar	cuceresc
equipos	echipele
equipos	echipe
procede	vine
procede	din
vise	vazut
vise	fierastrau
vise	ferastrau
vise	vezi
altar	altarul
altar	altar
refírome	medie
debates	discutii
debates	discutii
debates	dezbateri
debates	dezbaterile
redes	plase
redes	retele
redes	retele
investigadores	cercetatorii
investigadores	cercetatori
investigadores	cercetatorilor
investigadores	cercetatori
utilidade	utilizeaza
utilidade	utilizarea
utilidade	foloseste
utilidade	utilizare
utilidade	utilitate
utilidade	utilitatea
utilidade	utilitar
entretemento	divertisment
entretemento	entertainment
diapositiva	slide
diapositiva	aluneca
trampas	capcane
trampas	capcanele
soben	ca
soben	asta
soben	aia
vense	sunt
decatei	realizat
cometeu	comis
cometeu	comise
cometeu	facute
cometeu	made
cometeu	facuta
cometeu	facut
favoritos	preferat
favoritos	favorita
favoritos	favorite
favoritos	favorit
favoritos	preferata
favoritos	preferate
favoritos	preferatele
favoritos	favorite
favoritos	favoritele
comparten	distribuie
comparten	cota
comparten	share
volvía	inapoi
volvía	inapoi
volvía	back
volvía	spate
musical	muzical
musical	musical
musical	muzica
musical	muzica
funcionamento	cum
detector	detector
detector	detectorul
illado	izolat
illado	izolata
illado	izolate
illado	ca
illado	asta
illado	aia
fundamental	fundamentala
fundamental	fundamentale
fundamental	fundamental
xuízos	hotararile
xuízos	hotarari
xuízos	incercari
xuízos	procese
causas	cauzele
causas	cauze
bate	bate
substituír	inlocuieste
substituír	inlocui
substituír	substitut
substituír	pentru
debuxo	desenul
debuxo	desen
debuxo	desenez
rostros	chipuri
rostros	fete
rostros	fata
rostros	fata
rostros	fata
rostros	fata
rostros	fata
aula	camera
aula	camera
aula	clasa
aula	clasa
manipulación	manipulare
manipulación	manipularea
sentirse	simti
sentirse	simte
sentirse	simtiti
sentirse	simt
campá	clopot
campá	clopotul
campá	bell
saíde	ia
saíde	obtine
saíde	afara
saíde	afara
saíde	out
corrupción	coruptie
entras	vino
elo	ca
elo	asta
elo	aia
preguntarnos	cere
preguntarnos	intreaba
preguntarnos	intreaba
preguntarnos	ask
entrando	intrand
corvos	ciorile
corvos	ciori
corvos	corbi
corvos	corbii
corvos	corbi
corvos	ravens
corvos	corbii
prestar	plateste
poñamos	lasa
persoais	personal
persoais	personala
persoais	personala
persoais	personale
herdanza	patrimoniu
herdanza	patrimoniului
herdanza	patrimoniul
herdanza	mostenire
herdanza	mostenirea
defecto	prestabilita
defecto	implicite
defecto	prestabilit
defecto	implicit
defecto	implicita
eléctrica	electrice
eléctrica	electric
eléctrica	electrica
eléctrica	putere
eléctrica	puterea
eléctrica	power
prestado	imprumut
prestado	imprumuta
prestado	imprumuta
prestado	imprumutat
prestado	imprumutat
interiores	interior
interiores	interioara
traxes	rochie
traxes	costume
limitado	limited
limitado	limitate
limitado	limitat
limitado	limitata
ancián	batran
ancián	vechi
ancián	old
ancián	veche
ancián	batrane
ancián	barbat
ancián	om
ancián	omul
ancián	barbat
ancián	man
infección	infectie
radicais	radicali
radicais	radical
radicais	radicale
radicais	radicala
recente	recente
recente	recent
recente	recenta
recente	recenta
italianos	italiana
italianos	italiana
italianos	italian
italianos	italieni
italianos	italienii
xeracións	generatii
xeracións	generatii
barreira	bariera
barreira	bariera
ouviu	auzit
ouviu	ai
ouviu	te
ouviu	tu
ouviu	auzi
jamie	jamie
ido	plecat
arruinar	ruina
arruinar	ruina
toquei	atins
toquei	atinsa
toquei	atinge
toquei	touch
toquei	atingere
concertos	concertele
concertos	concerte
pecho	inchide
pecho	inchide
virus	virus
virus	virusul
pulmóns	plamanii
pulmóns	plamani
extremadamente	extrem
fármacos	droguri
fármacos	drogurile
fármacos	medicamente
microbios	microbii
microbios	microbi
prácticas	practicile
prácticas	practicilor
prácticas	practici
prácticas	practice
prácticas	practica
prácticas	practic
estudios	studiouri
estudios	studiourile
estudios	studios
axuden	ajutor
axuden	ajuta
hackers	hackerii
hackers	hackeri
arrecifes	coral
arrecifes	corali
arrecifes	recifurile
éramos	erau
ondas	valuri
ondas	valurile
acabará	sfarsit
acabará	sfarsit
acabará	final
acabará	will
acabará	va
ártico	arctica
ártico	arctic
ártico	arctica
mortas	moarta
mortas	dead
mortas	mort
egoísta	egoiste
egoísta	egoista
egoísta	egoism
egoísta	egoist
crecín	crescuta
crecín	ridicata
crecín	crescut
tratei	incercat
camiñas	mersul
