din	から
wikipedia	ウィキペディア
punct	ドット
punct	dot
punct	ポイント
stat	都道府県
stat	状態
unite	ユナイテッド
moldova	モルドバ
file	タブ
atunci	それから
aceste	これらの
aceste	これら
secolul	世紀
secolul	センチュリー
una	一つ
una	one
una	一人
una	ワン
aceasta	この
aceasta	これ
life	生活
life	生命
life	人生
life	ライフ
resedinta	住居
resedinta	居所
resedinta	住居
resedinta	居所
resedinta	住居
resedinta	居所
orasul	シティ
orasul	都市
orasul	タウン
orasul	シティ
orasul	都市
tot	all
tot	すべて
tot	スティル
tot	それでも
tot	まだ
chiar	偶数
chiar	even
facut	made
film	映画
film	ムービー
film	映画
film	フィルム
vorbitori	スピーカー
date	日付
date	データ
decat	より
decat	より
aici	ここ
mari	大きな
mari	大きい
mari	ビッグ
mari	マリ
zile	日数
fata	フロント
fata	表側
fata	前面
fata	フェイス
fata	フェイス
fata	ガール
fata	少女
fata	女の子
fata	フェイス
fata	ガール
fata	少女
fata	女の子
fata	フェイス
fata	フェイス
club	クラブ
club	棍棒
componente	コンポーネント
est	イースト
est	東部
est	est
nou	new
nou	新しい
nou	新規
numai	のみ
avand	having
avand	having
ioan	ジョン
ioan	イオアン
ion	イオン
rusa	ロシア
rusa	ロシア
isbn	isbn
populatia	人口
populatia	人口
doi	二つ
doi	二人
acelasi	同じ
acelasi	おなじ
membru	メンバ
membru	会員
membru	メンバー
numit	named
oficial	公式
oficial	職員
impotriva	反対
impotriva	反対
impotriva	反対
desi	だけれども
desi	だけれども
desi	だけれども
saint	セイント
saint	聖人
impreuna	together
impreuna	together
impreuna	together
vest	ウエスト
vest	西部
vest	ウェスト
vest	ウェスタン
vest	ウエスタン
italia	イタリア
putin	リトル
putin	小さい
inca	スティル
inca	それでも
inca	まだ
inca	スティル
inca	それでも
inca	まだ
inainte	進む
inainte	フォワード
inainte	転送
inainte	以前
inainte	進む
inainte	フォワード
inainte	転送
inainte	以前
lemn	木材
lemn	木製
lemn	ウッド
noi	new
noi	新しい
noi	新規
nicolae	ニコラス
nationala	国民
nationala	ナショナル
nationala	国民
nationala	ナショナル
drept	まっすぐ
drept	ストレート
mod	モード
mod	mod
american	アメリカン
fiecare	それぞれ
prezent	現在
prezent	present
prezent	プレゼント
casa	ハウス
casa	ハウス
casa	自宅
casa	ホーム
casa	帰宅
acestea	これらの
acestea	これら
categorie	カテゴリー
categorie	区分
categorie	カテゴリ
categorie	分類
text	テキスト
bine	良い
bine	グッド
http	http
site	サイト
site	敷地
articole	記事
articole	冠詞
articole	アイテム
articole	品物
alexandru	アレクサンドロス
alexandru	アレクサンダー
alexandru	アレキサンダー
unele	いくつか
unele	一部
unele	いくらか
milioane	ミリオン
milioane	million
milioane	百万
apa	ウォーター
apa	ウォーター
tara	国名
tara	カントリー
tara	国名
tara	カントリー
tara	国名
tara	カントリー
tara	タラ
tara	国名
tara	カントリー
tara	国名
tara	カントリー
sate	村落
tarziu	遅い
tarziu	遅い
istoria	履歴
istoria	由緒
istoria	歴史
istoria	沿革
maria	マリア
maria	マリヤ
patru	four
patru	フォー
republica	共和制
republica	共和国
republica	共和制
republica	共和国
raul	河川
raul	ラウル
paris	パリス
paris	パリ
gheorghe	ゲオルゲ
gheorghe	ジョージ
tip	ガイ
tip	種類
tip	タイプ
premiul	受賞
premiul	表彰
persoane	ピープル
descriere	キャプション
descriere	説明
descriere	解説
george	ジョージ
articol	記事
articol	冠詞
numarul	番号
numarul	数値
numarul	ナンバー
comitatul	カウンティ
harta	地図
harta	マップ
harta	地図
harta	マップ
john	ジョン
jos	ダウン
marea	sea
deoarece	なぜなら
deoarece	だって
aproape	ほとんど
aproape	ほぼ
scris	筆記
raport	レポート
raport	報告
echipa	分隊
echipa	チーム
echipa	チーム
diferite	異なる
baza	塩基
baza	base
baza	ベース
baza	塩基
baza	base
baza	ベース
special	スペシャル
valea	バレー
valea	谷間
comune	関節
stadium	スタジアム
svg	svg
zona	ゾーン
zona	zone
zona	面積
zona	領域
zona	エリア
zona	ゾーン
zona	zone
zona	面積
zona	領域
zona	エリア
dat	与えられた
slovenia	スロベニア
americii	アメリカ
satului	村落
satului	ヴィレッジ
imparat	エンペラー
imparat	皇帝
imparat	天皇
imparat	エンペラー
imparat	皇帝
imparat	天皇
viata	生活
viata	生命
viata	人生
viata	ライフ
viata	生活
viata	生命
viata	人生
viata	ライフ
viata	生活
viata	生命
viata	人生
viata	ライフ
viata	生活
viata	生命
viata	人生
viata	ライフ
viata	生活
viata	生命
viata	人生
viata	ライフ
bun	良い
bun	グッド
cet	cet
format	フォーマット
format	書式
primit	受け取り
primit	受信
presedinte	大統領
presedinte	プレジデント
presedinte	社長
presedinte	会長
presedinte	議長
presedinte	大統領
presedinte	プレジデント
presedinte	社長
presedinte	大統領
presedinte	プレジデント
presedinte	社長
presedinte	会長
presedinte	議長
langa	付近
langa	近く
oameni	ピープル
istoric	履歴
istoric	由緒
istoric	歴史
istoric	沿革
suprafata	表面
suprafata	曲面
suprafata	面積
suprafata	領域
suprafata	エリア
suprafata	表面
suprafata	曲面
suprafata	表面
suprafata	曲面
suprafata	表面
suprafata	曲面
suprafata	表面
suprafata	曲面
europa	欧州
europa	ヨーロッパ
europa	エウロパ
europa	欧州
europa	ヨーロッパ
universitatea	大学
team	チーム
copii	子供
copii	キッズ
copii	子供
aproximativ	おおよそ
aproximativ	おおよそ
aproximativ	おおよそ
lucru	作業
lucru	仕事
lucru	ワーク
cazul	ケース
orice	any
orice	何でも
clubnat	clubnat
mihai	ミヒャエル
mihai	マイケル
acum	now
acum	ナウ
recensamantul	国勢調査
centrul	センター
centrul	中央
centrul	中心
centrul	中央
centrul	センター
centrul	中心
san	san
san	サン
san	乳房
san	母乳
teritoriul	縄張り
van	バン
van	ヴァン
van	バン
van	ヴァン
ungaria	ハンガリー
numar	番号
numar	数値
numar	ナンバー
numar	番号
numar	数値
numar	ナンバー
cauza	原因
cauza	原因
bulgaria	ブルガリア
engleza	イングリッシュ
engleza	英語
engleza	イングリッシュ
engleza	英語
serie	シリーズ
sua	米国
vechi	古い
vechi	オールド
muntii	山地
muntii	山脈
muntii	山地
muntii	山脈
muntii	山地
muntii	山脈
limbi	言語
fel	親切
apelor	ウォーターズ
fotbal	サッカー
fotbal	フットボール
regele	king
regele	国王
regele	キング
fiul	息子
noua	new
noua	新しい
noua	新規
noua	nine
noua	new
noua	新しい
noua	新規
evolutia	進化
evolutia	evolution
evolutia	進化
evolutia	evolution
evolutia	進化
evolutia	evolution
viteza	速度
viteza	スピード
viteza	速度
viteza	スピード
paul	ポール
paul	パウル
orase	都市
orase	都市
orase	タウンズ
orase	都市
institutul	研究所
satele	村落
trecut	過去
articolul	記事
articolul	冠詞
multi	多数
multi	多数
multi	マルチ
informatii	情報
informatii	情報
informatii	情報
informatii	情報
informatii	情報
titlu	見出し
titlu	肩書
titlu	称号
titlu	タイトル
goluri	ゴール
goluri	目標
titlul	肩書
titlul	称号
titlul	タイトル
album	アルバム
york	ヨーク
pagina	ページ
pagina	ページ
imperiul	帝国
imperiul	帝政
imperiul	エンパイア
moartea	デス
armata	アーミー
armata	軍隊
armata	陸軍
armata	軍事
armata	軍隊
armata	アーミー
armata	軍隊
armata	陸軍
forma	図形
forma	形状
forma	シェイプ
forma	形式
forma	フォーム
forma	図形
forma	形状
forma	シェイプ
forma	形式
forma	フォーム
color	カラー
color	カラー
german	ドイツ語
stefan	スティーヴン
stefan	シュテファン
stefan	ステファン
stefan	シュテファン
stefan	ステファン
stefan	シュテファン
stefan	ステファン
stefan	スティーヴン
stefan	シュテファン
stefan	ステファン
rolul	役割
mica	小さな
mica	スモール
mica	小さい
mica	雲母
mica	雲母
des	des
des	頻繁
des	しばしば
transilvania	トランシルヴァニア
epoca	ビンテージ
epoca	紀元
epoca	エポック
principal	メイン
principal	校長
principal	元本
carol	キャロル
mici	小さな
mici	スモール
mici	小さい
astazi	トゥデイ
astazi	今日
astazi	トゥデイ
astazi	今日
robert	ロベルト
robert	ロベール
robert	ロバート
eliberare	釈放
eliberare	リリース
eliberare	解放
mic	小さな
mic	スモール
mic	小さい
mic	リトル
mic	小さい
minore	マイナー
castigat	ウォン
castigat	won
gen	性別
gen	ジェンダー
gen	ジャンル
com	com
importante	重要
der	デア
aur	gold
aur	ゴールド
germana	ドイツ語
germana	ドイツ語
orbita	軌道
orbita	軌道
rotatie	回転
rotatie	ローテーション
pol	ポル
lume	世界
lume	ワールド
local	ローカル
local	地元
local	ローカル
local	地元
fapt	事実
anglia	イギリス
politica	ポリシー
politica	政策
politica	方針
politica	政治
politica	ポリシー
politica	政策
politica	方針
politica	政治
spacewatch	spacewatch
revista	マガジン
revista	雑誌
revista	マガジン
revista	雑誌
asta	この
asta	これ
vasile	バジル
vasile	バジリコ
profesor	教授
profesor	教員
profesor	教師
profesor	先生
planetelor	惑星
cinci	ファイブ
cinci	五つ
cinci	five
acolo	そこ
lumea	世界
lumea	ワールド
muzica	ミュージック
muzica	音楽
muzica	ミュージック
muzica	音楽
david	デイヴィッド
david	ダビデ
david	デビッド
david	デヴィッド
vol	vol
etnica	民族
buna	良い
buna	グッド
centru	センター
centru	中央
centru	中心
centru	中央
centru	センター
centru	中心
alt	alt
istorie	履歴
istorie	由緒
istorie	歴史
istorie	沿革
austria	オーストリア
districtul	地区
districtul	ディストリクト
altitudine	高度
regatul	王国
contine	含む
contine	含む
contine	含む
activitatea	アクティビティ
sultan	スルタン
sultan	スルターン
initial	当初
initial	イニシャル
initial	頭文字
initial	当初
initial	当初
arta	art
arta	アート
arta	芸術
arta	美術
arta	art
arta	アート
arta	芸術
arta	美術
numeroase	多数
body	本文
body	身体
body	本体
body	ボディ
imagini	画像
imagini	イメージ
rusia	ロシア
spune	say
spune	セイ
domeniul	ドメイン
scoala	学校
scoala	スクール
scoala	学校
scoala	スクール
scoala	学校
scoala	スクール
scoala	学校
scoala	スクール
scoala	学校
scoala	スクール
polonia	ポーランド
succes	サクセス
succes	成功
studii	勉強
studii	研究
inclusiv	含む
primar	町長
primar	市長
primar	メイン
primar	プライマリ
francez	フレンチ
francez	フランス語
scriitor	作家
scriitor	ライター
jean	ジャン
jean	ジーン
sistemul	システム
incepe	開始
incepe	始める
incepe	スタート
ziua	day
ziua	一日
sur	スール
single	シングル
single	独身
razboiul	戦争
world	世界
world	ワールド
xix	xix
international	インターナショナル
international	国際
international	インターナショナル
international	国際
international	インターナショナル
international	国際
franceza	フレンチ
franceza	フランス語
franceza	フレンチ
franceza	フランス語
ministru	公使
ministru	大臣
important	重要
familie	家族
tari	国々
tari	国々
functia	機能
functia	関数
functia	機能
functia	関数
jpl	jpl
lucrari	ワークス
lucrari	作品
lucrari	ワークス
lucrari	作品
curs	コース
probabil	おそらく
sistem	システム
sudul	サザン
sudul	南部
sudul	サウス
vreme	天候
vreme	天気
vreme	気象
autor	作家
autor	著者
autor	作者
mediu	環境
mediu	平均
mediu	ミディアム
mediu	メディア
prea	too
spania	スペイン
functie	機能
functie	関数
functie	機能
functie	関数
categoria	カテゴリー
categoria	区分
categoria	カテゴリ
categoria	分類
nivel	レベル
web	web
web	ウェブ
top	top
top	上部
top	トップ
mihail	ミハイル
mihail	ミヒャエル
mihail	マイケル
realizat	実現
realizat	達成
cartea	書物
cartea	ブック
filme	映画
casatorit	既婚
casatorit	既婚
png	png
muzeul	美術館
muzeul	博物館
city	シティ
city	都市
odata	一度
lupta	バトル
lupta	戦闘
lupta	戦い
lupta	ファイト
lupta	ファイティング
lupta	ファイト
unit	ユナイテッド
luni	ヶ月
luni	months
luni	月曜日
zone	ゾーン
radio	ラジオ
deja	すでに
deja	既に
monument	モニュメント
monument	記念碑
moment	moment
moment	瞬間
moment	モーメント
componenta	コンポーネント
componenta	コンポーネント
cantonul	広東
cantonul	カントン
varsta	age
varsta	年齢
varsta	age
varsta	年齢
varsta	age
varsta	年齢
toti	all
toti	すべて
toti	all
toti	すべて
ultima	最終
ultima	ラスト
ultima	最後
origine	原点
origine	語源
origine	由来
origine	起源
recensamant	国勢調査
actor	俳優
literatura	文学
literatura	文芸
literatura	文学
literatura	文芸
anderson	アンダーソン
veche	古い
veche	オールド
les	les
guvernul	政府
estul	イースト
estul	東部
total	合計
japonia	日本
petru	ペーター
petru	peter
petru	ピーター
conte	カウント
conte	コンテ
alba	アルバ
alba	白い
alba	ホワイト
bavaria	バイエルン
roma	ローマ
roma	ロマ
roma	ローマ
cupa	カップ
cupa	コップ
cupa	cup
cupa	カップ
cupa	コップ
cupa	cup
batalia	バトル
batalia	戦闘
batalia	戦い
membri	メンバー
membri	メンバ
calitate	品質
calitate	クオリティ
calitate	画質
calitate	quality
scrie	書き込み
scrie	書く
scrie	書き込む
euro	ユーロ
uniunii	ユニオン
scurt	短い
scurt	ショート
mama	ママ
mama	おかあさん
mama	母親
mama	ママ
mama	おかあさん
mama	母親
creat	作成
campionatul	チャンピオンシップ
campionatul	選手権
del	del
del	デル
locuri	場所
locuri	スポット
locuri	座席
uri	uri
manastirea	修道院
manastirea	僧院
manastirea	修道院
manastirea	僧院
america	アメリカ
produs	製品
produs	プロダクト
ultimul	最終
ultimul	ラスト
ultimul	最後
presedintele	大統領
presedintele	プレジデント
presedintele	社長
presedintele	大統領
presedintele	プレジデント
presedintele	社長
radu	ラドゥ
brazilia	ブラジル
suceava	スチャヴァ
james	ジェームス
james	ジェームズ
surse	ソース
surse	出典
obicei	習慣
compania	会社
etnic	民族
echipe	チーム
sezonul	季節
sezonul	シーズン
central	中央
central	セントラル
dan	ダン
dan	dan
unii	いくつか
unii	一部
unii	いくらか
liga	リーグ
liga	リーグ
rol	役割
india	インド
uniunea	ユニオン
obtinut	達成
carti	カード
carti	書物
carti	帳簿
carti	書籍
carti	カード
carti	書物
carti	帳簿
carti	書籍
carti	カード
carti	書物
carti	帳簿
carti	書籍
opera	opera
opera	オペラ
opera	opera
opera	オペラ
rock	ロック
stil	スタイル
pus	put
video	ビデオ
video	動画
teatru	劇場
teatru	シアター
teatru	演劇
teatru	演劇
teatru	劇場
ziarul	新聞紙
ziarul	新聞
www	www
militara	軍事
militara	軍隊
post	ポスト
post	投稿
plus	プラス
richard	リチャード
richard	リヒャルト
china	中国
china	チャイナ
codul	コード
codul	符号
scopul	aim
scopul	目的
scopul	ゴール
grupul	集団
grupul	グループ
victor	ヴィクター
victor	ビクター
michael	ミヒャエル
michael	マイケル
londra	ロンドン
pozitia	位置
pozitia	ポジション
pozitia	役職
pozitia	見出し
pozitia	位置
pozitia	ポジション
pozitia	役職
charles	シャルル
albumul	アルバム
sase	シックス
sase	six
sase	シックス
sase	six
sase	シックス
sase	six
director	監督
director	ディレクター
director	取締役
director	ディレクトリ
website	ウェブサイト
militar	軍事
militar	軍隊
originala	オリジナル
originala	オリジナル
state	都道府県
state	状態
pop	ポップ
pop	pop
azi	トゥデイ
azi	今日
uneori	時々
uneori	ときどき
university	大学
bar	バール
bar	バー
henric	ヘンリー
jumatate	半分
jumatate	ハーフ
jumatate	半分
jumatate	ハーフ
capitala	資本
capitala	首都
capitala	キャピタル
capitala	資本
capitala	首都
capitala	キャピタル
fizice	フィジカル
fizice	物理
mexico	メキシコ
activitate	アクティビティ
mesa	メサ
sfantul	セイント
sfantul	聖人
sfantul	セイント
sfantul	聖人
stiinte	サイエンス
stiinte	科学
metri	メートル
metri	メートル
metri	メーター
imperiului	帝国
imperiului	帝政
imperiului	エンパイア
centrala	中央
centrala	セントラル
centrala	中央
centrala	セントラル
vii	vii
singur	シングル
singur	独身
singur	孤独
singur	寂しい
public	公衆
public	公開
public	パブリック
nevoie	ニーズ
oamenii	ヒト
oamenii	ピープル
caz	ケース
televiziune	テレビ
curtea	法廷
curtea	コート
curtea	裁判所
probleme	トラブル
probleme	問題
probleme	問題
publice	公衆
publice	公開
publice	パブリック
plan	計画
plan	プラン
naturale	自然
naturale	ナチュラル
facultatea	カレッジ
facultatea	大学
facultatea	学部
facultatea	教職員
pamant	地球
pamant	アース
pamant	ランド
pamant	土地
pamant	地球
pamant	アース
houten	ハウテン
principale	メイン
prim	素数
prim	プライム
prim	プリム
arte	arts
arte	芸術
alti	その他
seria	シリーズ
dezvoltarea	発達
dezvoltarea	開発
direct	まっすぐ
direct	ストレート
direct	ダイレクト
direct	直接
sef	チーフ
sef	チーフ
palatul	宮殿
termenul	用語
altele	その他
altele	他の
altele	その他
carte	書物
carte	ブック
auto	自動
auto	オート
africa	アフリカ
religie	宗教
minor	マイナー
conducerea	経営
conducerea	マネジメント
conducerea	マネージメント
conducerea	管理
conducerea	リーダーシップ
asia	アジア
final	終了
final	エンド
final	最終
final	決勝
final	ファイナル
para	ナシ
para	pear
para	パラ
para	ナシ
para	pear
urmatoarea	next
parti	パーツ
parti	部品
parti	当事者
parti	パーティ
parti	パーティー
parti	パーツ
parti	部品
fratele	兄弟
fratele	ブラザー
membrii	メンバー
membrii	メンバ
acord	協定
acord	合意
ambele	両方
teatrul	劇場
teatrul	シアター
teatrul	演劇
teatrul	演劇
teatrul	劇場
stanga	左側
stanga	左側
press	プレス
traducere	翻訳
ludovic	ルイス
ludovic	ルイ
dumnezeu	ゴッド
momentul	moment
momentul	瞬間
momentul	モーメント
drumul	道路
evenimente	イベント
evenimente	行事
district	地区
district	ディストリクト
luna	ルナ
luna	ムーン
luna	月間
luna	ムーン
luna	月間
publica	公衆
publica	公開
publica	パブリック
publica	公開
publica	公開
arad	arad
poet	詩人
poet	歌人
peter	ペーター
peter	peter
peter	ピーター
victoria	ビクトリア
victoria	ヴィクトリア
sovietica	ソビエト
nivelul	レベル
rus	ロシア
poarta	ゲート
poarta	着る
poarta	摩耗
poarta	ゲート
martin	マーティン
martin	マーチン
observatorul	天文台
observatorul	オブザーバー
observatorul	オブザーバ
adrian	エイドリアン
https	https
romane	小説
continuat	続き
continuat	継続
pas	step
pas	ステップ
pas	pas
united	ユナイテッド
biserici	教会
berlin	ベルリン
proiectului	プロジェクト
lumina	軽い
lumina	明るい
lumina	ライト
lumina	軽い
lumina	明るい
lumina	ライト
elemente	アイテム
elemente	品物
elemente	要素
elemente	元素
elemente	エレメント
piatra	ストーン
piatra	ロック
piatra	ストーン
piatra	ロック
produse	製品
produse	プロダクト
produse	プロダクト
produse	商品
produse	製品
thomas	トマス
thomas	トーマス
sec	sec
piese	トラック
piese	パーツ
piese	部品
piata	市場
piata	マーケット
piata	市場
piata	マーケット
piata	市場
piata	マーケット
piata	市場
piata	マーケット
piata	市場
piata	マーケット
afaceri	営業
afaceri	事業
afaceri	ビジネス
vestul	ウエスト
vestul	西部
vestul	ウェスト
legatura	リンク
legatura	リンク
grecia	ギリシャ
liber	フリー
liber	無料
liber	自由
inseamna	手段
inseamna	手段
pagini	ページ
moscova	モスクワ
linia	直線
linia	ライン
medie	平均
medie	ミディアム
medie	メディア
medie	平均
medie	意地悪
sovietice	ソビエト
puterea	体力
puterea	強度
puterea	権力
puterea	パワー
puternic	強い
puternic	濃い
puternic	パワフル
oficiala	公式
oficiala	職員
oficiala	公式
oficiala	職員
legea	法律
legea	法学
pierdut	ロスト
colspan	colspan
afara	アウト
afara	アウト
loneos	loneos
cariera	経歴
cariera	キャリア
cariera	経歴
cariera	キャリア
cariera	採石場
rezultat	結果
structura	構造
structura	構成
structura	構造
structura	構成
constanta	定数
constanta	定数
nordul	ノース
nordul	ノーザン
nordul	北方
nordul	北部
usor	イージー
usor	易しい
usor	やさしい
usor	簡単
usor	あまり
usor	イージー
usor	易しい
usor	やさしい
usor	簡単
putere	体力
putere	強度
putere	権力
putere	パワー
adevarul	真実
adevarul	真理
adevarul	真実
adevarul	真理
xviii	xviii
black	黒い
black	ブラック
editia	edition
editia	エディション
editia	edition
editia	エディション
castelul	キャッスル
fiu	息子
naturala	自然
naturala	ナチュラル
naturala	自然
naturala	ナチュラル
importanta	重要
importanta	重要
cetatea	要塞
cetatea	城塞
poltava	ポルタヴァ
premii	受賞
premii	表彰
premii	懸賞
premii	賞品
puncte	ドット
puncte	ポイント
printul	プリンス
printul	プリンス
social	ソーシャル
rapid	クイック
rapid	速い
rapid	高速
generalul	全般
generalul	一般
generalul	将軍
femei	女性
descrierea	説明
descrierea	解説
original	オリジナル
sapte	seven
sapte	セブン
sapte	seven
sapte	セブン
sapte	seven
sapte	セブン
plante	植物
kiev	キエフ
editie	edition
editie	エディション
editie	edition
editie	エディション
editie	edition
editie	エディション
locale	ローカル
locale	地元
ocupat	忙しい
ocupat	ビジー
ocupat	占領
adesea	頻繁
adesea	しばしば
volumul	音量
volumul	ボリューム
volumul	体積
louis	ルイス
louis	ルイ
australia	オーストラリア
continua	続行
continua	continue
continua	続ける
continua	続行
continua	continue
continua	続ける
referinte	参考文献
referinte	参照
referinte	リファレンス
referinte	参考文献
referinte	参照
referinte	リファレンス
online	オンライン
media	メディア
permite	許可
simplu	シンプル
simplu	簡単
simplu	単純
imediat	直ちに
canada	カナダ
punctul	ポイント
wilhelm	ヴィルヘルム
sociale	ソーシャル
grigore	グレゴリー
planet	惑星
deasupra	上の
deasupra	上記
joseph	ヨセフ
case	ケース
case	家屋
art	art
art	アート
art	芸術
art	美術
stabilit	設立
politician	政治家
scurta	短い
scurta	ショート
scurta	短い
scurta	ショート
detalii	詳細
detalii	ディテール
internet	インターネット
real	real
real	本物
real	リアル
cultura	文化
cultura	カルチャー
cultura	文化
cultura	カルチャー
romanul	小説
problema	問題
problema	問題
problema	発行
problema	争点
problema	問題
volume	ボリューム
volume	体積
americana	アメリカン
tarile	国々
tarile	国々
mesaj	メッセージ
mesaj	伝言
internationala	インターナショナル
internationala	国際
internationala	インターナショナル
internationala	国際
academia	アカデミー
legate	関連
persoana	人物
persoana	人物
complet	コンプリート
complet	完備
major	少佐
major	メジャー
major	専攻
totala	合計
obiective	目的
obiective	ゴール
obiective	目標
obiective	ターゲット
actrita	女優
actrita	俳優
actrita	女優
actrita	俳優
masura	計測
masura	測定
masura	計測
masura	測定
masura	計測
masura	測定
abu	アブー
catolica	カトリック
catolica	カトリック
deschis	オープン
deschis	開館
deschis	開く
joc	ゲーム
parcul	パーク
parcul	公園
stare	近況
stare	ステータス
stare	都道府県
stare	状態
stare	状態
stare	条件
ferdinand	フェルディナンド
fizica	フィジカル
fizica	物理
man	男性
man	man
procesul	過程
procesul	プロセス
procesul	公判
procesul	トライアル
procesul	審判
procesul	裁判
unitati	単位
unitati	ユニット
unitati	単位
unitati	ユニット
unitati	単位
unitati	ユニット
cale	パス
cale	ケイル
clasa	階級
clasa	クラス
clasa	階級
clasa	クラス
lipsa	欠如
lipsa	不足
proiect	プロジェクト
formeaza	ダイアル
formeaza	ダイヤル
formeaza	ダイアル
formeaza	ダイヤル
santa	サンタ
pune	put
nastere	誕生
nastere	誕生
calea	パス
stadion	スタジアム
departe	away
departe	アウェイ
rosu	赤い
rosu	赤色
rosu	レッド
rosu	赤い
rosu	赤色
rosu	レッド
rosu	赤い
rosu	赤色
rosu	レッド
articolele	記事
articolele	冠詞
drosophila	ショウジョウバエ
imparatul	エンペラー
imparatul	皇帝
imparatul	天皇
divizia	師団
divizia	ディビジョン
metal	メタル
metal	金属
monumente	モニュメント
monumente	記念碑
muhammad	ムハンマド
dezvoltare	発達
dezvoltare	開発
cursul	コース
constructie	建設
constructie	建設
alb	白い
alb	ホワイト
bulgari	ブルガリア
verde	グリーン
verde	緑色
urmeaza	フォロー
urmeaza	フォロー
debit	フロー
debit	流れ
hunedoara	フネドアラ
arata	ショー
arata	ショー
actiune	アクション
actiune	アクション
actiune	アクション
include	含める
include	含む
obtine	ゲット
obtine	get
league	リーグ
daniel	ダニエル
destul	十分
jurnalul	ジャーナル
jurnalul	日記
jurnalul	日記
turistice	ツーリスト
turistice	観光
live	ライブ
live	生きる
situatia	状況
situatia	シチュエーション
situatia	状況
situatia	シチュエーション
negru	黒い
negru	ブラック
omul	男性
omul	man
interes	利子
interes	利息
stiinta	サイエンス
stiinta	科学
stiinta	サイエンス
stiinta	科学
