mitre	mitre
oído	耳朵
oído	聽證會
oído	聽力
oído	聽覺
supuesta	據稱
adaptado	改編
resurrección	復活
pensando	思維
pensando	思考
ratón	滑鼠
ratón	鼠
tubos	管道
tubos	水管
presas	堤壩
presas	水壩
presas	獵物
matanza	屠殺
matanza	大屠殺
matanza	屠殺
matanza	屠宰
matanza	殺戮
matanza	殺害
grove	grove
costado	一面
costado	側
kids	小孩
sensibilidad	靈敏度
sensibilidad	敏感
sensibilidad	敏感性
sensibilidad	敏感度
sensibilidad	感性
sensibilidad	敏感
sensibilidad	敏感性
culpable	罪惡感
culpable	內疚
culpable	愧疚
culpable	有罪
sosa	汽水
sosa	蘇打
financiación	財務
protestantes	新教
protestantes	示威者
determinación	決心
estela	stella
adopción	收養
cercanía	親密關係
cercanía	親近
hit	命中
compite	競爭
act	act
citar	報價
citar	引文
citar	引用
citar	引述
citar	引述
antón	安東
antón	anton
tabaco	吸煙
tabaco	煙草
tabaco	香煙
tabaco	煙
godoy	godoy
pájaros	鳥類
pájaros	鳥
pájaros	鳥兒
saliendo	約會
autónomo	自主
quieres	想要
jerarquía	等級
turno	轉
turno	輪班
limón	檸檬
húmedos	濕潤
húmedos	潮濕
húmedos	濕潤
traducir	翻譯
traducir	翻譯
race	比賽
race	賽跑
race	種族
race	競賽
temor	恐懼
recoger	收集
aislamiento	絕緣
aislamiento	隔熱
aislamiento	隔絕
aislamiento	隔離
aislamiento	孤立
aislamiento	與世隔絕
corporal	屍體
corporal	體
corporal	身體
corporal	下士
hook	勾勾
hook	鈎
valentín	valentin
valentín	情人節
lentamente	慢慢地
lana	羊毛
damas	跳棋
cabina	駕駛艙
cabina	攤位
cabina	booth
cabina	船艙
cabina	客艙
cabina	機艙
preciso	精確
agraria	農業
vocación	呼叫
teléfonos	電話
teléfonos	手機
teléfonos	電話
marcial	武術
astrónomo	天文學家
primitiva	原始
quercus	櫟
nepal	尼泊爾
fusil	步槍
fusil	步槍
servidores	伺服器
primitivo	原始
frías	冷冷
frías	寒冷
frías	冷
mecánico	技工
mecánico	機械
raven	烏鴉
esclavitud	奴隸制
esclavitud	奴役
esclavitud	綁縛
esclavitud	束縛
esclavitud	奴役
escucha	聽著
escucha	聽
manchas	污點
manchas	斑點
deep	深
deep	深層
decadencia	拒絕
decadencia	減少
decadencia	下降
decadencia	衰落
decadencia	衰敗
decadencia	衰減
decadencia	衰變
decadencia	頹廢
aeronave	飛機
permanentes	永久
cerros	丘陵
finalización	竣工
finalización	終止
monasterios	寺院
efectivos	部隊
efectivos	有效
irrelevante	不相干
empleada	僱員
empleada	員工
empleada	職工
empleada	受雇
ámbitos	範圍
sucesivamente	先後
rito	儀式
rito	禮
colin	colin
sonata	奏鳴曲
enfermos	病
enfermos	生病
cairo	開羅
estimado	dear
estimado	估計
estimado	預估
estimado	估計
estimado	預估
carro	車
carro	汽車
carro	戰車
carro	手推車
fantasy	幻想
pascua	復活節
sustituyó	取代
enseñanzas	教義
enseñanzas	教導
escasez	貧乏
escasez	短缺
escasez	短缺
frescos	新鮮
frescos	清新
criatura	生物
emplazamiento	選址
emplazamiento	所在地
emplazamiento	位置
emplazamiento	地點
ernest	ernest
cantautor	作曲家
coco	可可
coco	椰
coco	椰子
traductores	翻譯
matemáticos	數學家
emblema	國徽
mayer	mayer
filtro	篩選
filtro	濾波器
filtro	過濾
filtro	過濾器
colectivos	集體
parámetro	參數
génova	日內瓦
pétalos	花瓣
spencer	spencer
size	大小
size	體積
size	尺寸
craig	craig
karen	karen
misioneros	傳教士
misioneros	傳教士
misioneros	傳教
milagros	奇蹟
milagros	奇跡
milagros	奇蹟
milagros	奇跡
semanal	每星期
semanal	週刊
semanal	每週
semanal	每周
telecinco	telecinco
agrupaciones	集群
agrupaciones	群組
agrupaciones	團體
registrados	註冊
garcia	加西亞
vampiro	吸血鬼
pantalón	褲
pantalón	褲子
pantalón	褲
pantalón	褲子
pantalón	長褲
ultimate	終極
portavoz	發言人
portavoz	發言人
josh	josh
fruta	果實
fruta	水果
fruta	果
fruta	果實
fruta	水果
ralph	ralph
insignia	徽章
insignia	警徽
abandonada	廢棄
abandonada	遺棄
barranco	山溝
barranco	gully
barranco	溝渠
barranco	懸崖
barranco	崖
syst	syst
dictador	獨裁者
pasto	牧場
pasto	牧草
pasto	草
pasto	草地
pasto	草叢
pasto	放牧
vaca	牛
vaca	奶牛
vaca	母牛
ward	ward
ward	病房
divididos	分裂
divididos	分裂
divididos	分割
catherine	catherine
encabezado	頭條
encabezado	標題
hábitos	習性
hábitos	習慣
bestia	野獸
bestia	獸
bestia	怪獸
quejas	投訴
quejas	控訴
quejas	申訴
quejas	抱怨
quejas	投訴
quejas	申訴
desembarco	降落
desembarco	登陸
desembarco	落地
desembarco	著陸
pájaro	伯德
pájaro	鳥
ficticios	虛構
tracción	牽引
tracción	牽引力
discriminación	歧視
primario	初級
see	見
pierna	腿
pierna	leg
intervenciones	干預
intervenciones	干涉
edades	年紀
edades	年齡
edades	年齡
diagrama	圖表
diagrama	圖
integrar	整合
necesitaba	需要
enzima	酶
secuestro	綁架
secuestro	誘拐
secuestro	劫持
secuestro	綁架
muelle	船塢
muelle	碼頭
muelle	碼頭
muelle	碼頭
monstruos	妖怪
monstruos	怪獸
monstruos	怪物
escaso	稀少
escaso	稀少
escaso	稀疏
amanecer	dawn
amanecer	拂曉
amanecer	黎明
amanecer	天亮
caudillo	軍閥
precipitación	降雨量
precipitación	雨量
precipitación	降雨
precipitación	降水
precipitación	降水量
regalo	禮物
regalo	送禮
regalo	禮品
regalo	禮物
regalo	禮品
regalo	天賦
evita	避免
adolescencia	青春期
embarazo	懷孕
embarazo	妊娠
embarazo	孕期
embarazo	懷孕
embarazo	孕婦
checo	捷克
alejandría	亞歷山大
vendidas	賣
vendidas	售出
sena	sena
erupción	火山爆發
erupción	爆發
erupción	噴發
erupción	疹
erupción	皮疹
arreglo	安排
roble	橡樹
roble	橡木
roble	橡
roble	櫟
devoción	奉獻
cuándo	當
cómico	漫畫
catolicismo	天主教
márgenes	比值
superman	超人
eléctricas	電氣
cid	dlc
césped	草地
césped	草坪
césped	草
césped	草地
césped	草叢
césped	草坪
miel	蜂蜜
irene	irene
docencia	教書
docencia	教學
docencia	教
denver	丹佛
operadores	經營者
positivas	積極
positivas	正面
positivas	陽性
atraer	引誘
atraer	吸引
atraer	吸引
champions	冠軍
pato	鴨
pato	鴨子
rescatar	營救
rescatar	救援
rescatar	拯救
cantones	廣東話
cantones	粵語
cantones	廣東
cantones	各州
dueños	所有者
dueños	業主
santísimo	神聖
francos	法郎
francos	法郎
lucy	露西
lucy	lucy
rumanía	羅馬尼亞
some	一些
some	有些
balance	平衡
balance	結餘
balance	均衡
balance	餘額
holmes	福爾摩斯
honorario	名譽
sydney	雪梨
sydney	sydney
laderas	山坡
laderas	斜坡
nfl	nfl
murphy	murphy
joel	joel
mars	火星
clarke	clarke
pesada	重
pesada	重型
pesada	沈重
milagro	奇蹟
milagro	奇跡
diamante	金剛石
diamante	鑽石
narración	敘事
narración	敘述
acercarse	臨近
acercarse	接近
paralela	並行
paralela	平行
distribuido	分布
ideales	理想
ideales	理想
embarcaciones	船隻
embarcaciones	艇
embarcaciones	工藝
embarcaciones	手藝
embarcaciones	船隻
cal	石灰
cal	cal
asegura	投保
refuerzos	備用
refuerzos	後援
refuerzos	支援
refuerzos	備份
refuerzos	後備
refuerzos	援軍
refuerzos	增援
refuerzos	加固
refuerzos	強化
refuerzos	增援
refuerzos	加強
agujero	孔洞
agujero	洞口
agujero	孔
agujero	洞
capturados	被俘
empire	帝國
rendición	投降
rendición	交出
desaparecer	消失
decano	dean
jung	鄭
flecha	箭頭
flecha	箭號
flecha	箭
fabricado	製造
fabricado	捏造
practicar	實踐
practicar	練習
practicar	練習
helicópteros	直升機
helicópteros	直升飛機
helicópteros	直升機
helicópteros	直升飛機
milan	米蘭
disparar	拍攝
disparar	拍
disparar	射
nubes	雲
nubes	雲彩
nubes	雲
nubes	雲端
bielorrusia	白俄羅斯
hierbas	藥草
hierbas	草藥
hierbas	藥草
sellos	蓋章
sellos	郵票
sellos	印章
sellos	郵票
sellos	標籤
sellos	海豹
prioridad	優先權
prioridad	優先
botón	按鍵
botón	按鈕
panel	小組
panel	面板
uva	uva
uva	葡萄
uva	葡萄
pioneros	先鋒
pioneros	先驅
pioneros	先鋒
pioneros	先驅
mineros	礦工
emigrantes	移民
cierra	關閉
fibras	纖維
fibras	纖維
fibras	纖維
corral	禽
corral	家禽
patriarca	族長
claire	claire
evil	惡
evil	邪惡
acá	這裡
run	跑
run	跑步
run	運行
seda	蠶絲
seda	絲
seda	絲綢
plenamente	充分
presta	借
jesse	jesse
johan	johan
multimedia	多媒體
andorra	安道爾
edificaciones	建築
edificaciones	建築物
ibarra	ibarra
her	她的
orchestra	管弦樂隊
orchestra	樂團
defensivo	防禦
ingresa	輸入
pollo	雞肉
pollo	山雞
pollo	雞
standard	標準
recurrente	上訴人
recurrente	經常性
bernardino	bernardino
helsinki	赫爾辛基
hemisferio	半球
sex	性別
sex	性愛
sex	性行為
sex	性
peligroso	危險
peligroso	危險性
aéreos	空中
derivada	衍生
registrada	註冊
portales	門戶
portales	門戶
emperatriz	皇后
vestuario	服裝
vestuario	戲服
vestuario	服裝
vestuario	戲服
vestuario	衣櫃
vestuario	服飾
vestuario	衣櫥
pesados	重
pesados	重型
pesados	沈重
panteón	pantheon
dignidad	尊嚴
válido	有效
antonia	antonia
felicidad	幸福
stefan	stefan
ceremonias	儀式
ceremonias	禮儀
encarnación	化身
brillantes	輝煌
apache	apache
iniciativas	倡議
colabora	協作
limitaciones	限制
demostración	示範
demostración	演示
demostración	示範
demostración	演示
demostración	示威
fall	秋季
fall	秋天
fall	跌倒
congresos	國會
carros	車
carros	汽車
carros	戰車
embarazada	懷孕
embarazada	孕婦
butler	管家
inspiró	啟發
inspiró	靈感
excepcional	傑出
excepcional	未決
exiliados	流亡
exiliados	流放
hongos	香菇
hongos	蘑菇
hongos	真菌
hongos	香菇
hongos	蘑菇
hongos	真菌
arrestado	被捕
planet	行星
planet	星球
poderosos	強大
poderosos	強國
cameron	cameron
beat	節拍
islámica	伊斯蘭
case	案例
case	個案
case	案件
visibles	可見
elige	選擇
obligatorio	強制
obligatorio	強制
preliminar	初步
mixta	混合
manzana	apple
manzana	蘋果
estimaciones	估計
estimaciones	預估
estimaciones	估計
porta	porta
nature	大自然
nature	自然
nature	性質
demografía	人口
demografía	人口
maquinaria	機械
maquinaria	機器
domingos	星期日
domingos	星期天
romántico	浪漫
obligaciones	義務
custodia	保管
custodia	監護
custodia	羈押
supresión	刪除
supresión	廢除
supresión	裁撤
supresión	鎮壓
supresión	壓制
supresión	抑制
neutralidad	中性
neutralidad	中立
card	卡
card	名片
card	紙牌
card	卡片
laboratorios	實驗室
laboratorios	化驗室
laboratorios	實驗室
vial	小瓶
componer	作曲
componer	作曲
birmania	緬
birmania	緬甸
birmania	緬甸
guionistas	作家
guionistas	作者
pau	pau
homosexual	同性戀
homosexual	gay
mitos	神話
mitos	神話
progresista	漸進
progresista	進步
progresista	累進
progresista	逐步
generado	生成
matando	殺戮
matando	殺害
consorcio	財團
comercialización	行銷
supervivientes	生還者
supervivientes	幸存者
mártires	烈士
mártires	殉難者
mártires	烈士
mártires	殉難者
gimnasio	健身房
gimnasio	體育館
gimnasio	體育館
gimnasio	健身
lógico	邏輯
lógico	邏輯
hermoso	漂亮
hermoso	美
hermoso	美女
hermoso	美麗
dados	骰子
dados	骰子
criminales	罪犯
criminales	罪犯
alcázar	alcazar
escolares	學童
euro	歐元
convencer	說服
convencer	說服
convencer	勸說
convencer	說服
leído	讀
leído	讀取
leído	閱讀
erik	erik
marketing	行銷
siento	感受
siento	感覺
acabado	完成
acabado	完成
harina	麵粉
enviada	特使
diaria	每日
delegados	代表
mural	壁畫
audiovisual	視聽
precisa	精確
precisa	準確
precisa	精確
aplicado	套用
trabajador	僱員
trabajador	員工
trabajador	職工
trabajador	勞動者
trabajador	工人
listo	聰明
listo	smart
mongolia	蒙古
mongolia	蒙古
müller	müller
mejorado	升級
mejorado	改進
mejorado	改善
mejorado	改良
mejorado	強化
mejorado	加強
mejorado	增強
votaciones	選票
votaciones	表決
votaciones	投票
votaciones	表決
votaciones	投票
autopistas	高速公路
autopistas	公路
semestre	學期
actrices	女演員
representados	代表性
diplomáticos	外交
diplomáticos	外交官
descubren	發現
descubren	探索
muebles	家俱
muebles	傢具
muebles	傢俱
sega	sega
cuencas	盆地
comerciante	商人
comerciante	商家
comerciante	莊家
comerciante	經銷商
cuántica	量子
obispado	bishopric
anfitrión	主持人
anfitrión	主機
chase	追
chase	大通
chase	追逐
hell	地獄
protestante	新教
adaptaciones	改編
adaptaciones	調整
sepulcro	墳墓
sepulcro	墓
sepulcro	墓穴
andrade	andrade
detección	探測
detección	偵測
detección	檢測
detección	偵測
proximidad	親密關係
proximidad	親近
amantes	戀人
amantes	愛人
amantes	情侶
amantes	情人
funeral	葬禮
funeral	喪葬
funeral	喪禮
aportes	投入
aportes	捐款
aportes	繳款
semilla	種子
semilla	種子
semilla	籽
sobrevivientes	生還者
sobrevivientes	幸存者
sobrevivientes	生還者
sobrevivientes	幸存者
distribuida	分布
true	真實
lucky	幸運
morning	早晨
morning	早上
morning	上午
contrató	受雇
alexandre	alexandre
cumbres	峰會
cumbres	峰會
rca	rca
index	索引
index	指數
súper	super
súper	超
súper	超級
tablero	董事會
pennsylvania	賓州
pennsylvania	賓夕法尼亞
confirma	確認
confirma	證實
coleoptera	coleoptera
demonios	鬼子
hart	hart
hart	芯
anuncios	廣告
anuncios	廣告
lane	lane
lane	巷
lane	車道
mate	交配
mate	隊友
mate	matte
regnum	regnum
cortar	切割
cortar	削減
cortar	切
cortar	削減
cortar	剪
cortar	割
