azovo	azov
hertha	hertha
lyvių	lijflandse
chi	chi
įdomi	opwindend
įdomi	spannend
švitrigaila	švitrigaila
variacijos	variatie
ted	ted
požeminis	ondergronds
požeminis	ondergrondse
požeminis	underground
rekomendacijos	aanbevelingen
tonis	tony
fryzų	friese
fryzų	fries
astana	astana
marškinėliai	overhemd
marškinėliai	shirt
marškinėliai	hemd
genadijus	gennadi
gto	gto
rėmėjai	sponsors
rėmėjai	sponsoren
gerbiamas	gewaardeerde
savižudybės	zelfmoord
savižudybės	zelfdoding
priesaiką	gelofte
priesaiką	eed
prigimtis	natuur
iškovota	caesars
sintezę	synthese
wojciech	wojciech
sakalai	valken
spinduliavimas	straling
spinduliavimas	bestraling
bankininkystė	bankwezen
bankininkystė	bankieren
dangoraižis	wolkenkrabber
kriauklės	zinkt
kriauklės	schelpen
kriauklės	hulzen
skilimas	ontleding
skilimas	ontbinding
skilimas	afbraak
skilimas	degradatie
publius	publius
katilas	boiler
katilas	ketel
ilgalaikio	duurzaam
ilgalaikio	duurzame
apsupti	omringd
apsupti	omsingeld
apsupti	omgeven
apsupti	omringt
apsupti	omringen
apsupti	omsingelen
jemenas	jemen
jemenas	jemenitische
neteisėtai	illegaal
barbarų	barbaar
barbarų	barbaars
australis	australis
suvokiama	waargenomen
aleksandrija	alexandrië
aleksandrija	alexandria
sraigės	slakken
xxx	xxx
telefonas	telefoon
telefonas	telefoon
heseno	hessen
hello	hallo
hello	hello
ilyrijos	illyrische
jakob	jakob
enzo	enzo
gilbert	gilbert
akcininkas	aandeelhouders
akcininkas	aandeelhouder
atsakymą	beantwoorden
atsakymą	antwoord
atsakymą	antwoorden
chemoterapija	chemotherapie
obeliskas	obelisk
brahma	brahma
miežių	gerst
tramvajų	tram
kelnės	broeken
kelnės	broek
kelnės	broeken
kelnės	broek
seilių	speeksel
hradec	hradec
veiksmažodžių	werkwoorden
bmx	bmx
evangelija	gospel
evangelija	evangelie
bombonešis	bomber
bombonešis	bommenwerper
moro	moro
uma	uma
leščinskis	leszczyński
integracija	integratie
jautrumas	tederheid
jautrumas	gevoeligheid
jautrumas	gevoeligheid
mohammed	mohammed
švelniai	zachtjes
švelniai	zachtjes
švelniai	voorzichtig
singapūre	singapore
liekana	residu
liekana	residuen
skatinimo	bevordering
skatinimo	promoten
skatinimo	promotie
skatinimo	promotionele
javier	javier
oromo	oromo
teroristų	terroristische
teroristų	terrorist
teroristų	terroristisch
lygybė	gelijkheid
dulkės	stof
vsevolodas	vsevolod
gotai	goten
dogg	dogg
garbino	aanbeden
dukla	dukla
sutarta	akkoord
sutarta	afgesproken
sutarta	overeengekomen
dirvožemis	bodem
dirvožemis	grond
cholesterolio	cholesterol
artėja	naderen
artėja	nadert
uždraustos	verbannen
uždraustos	verboden
sekmadieniais	zondagen
sekmadieniais	zondags
patologijos	pathologie
nigra	nigra
julio	julio
niko	niko
demonas	demoon
demonas	demon
demonas	duivel
giacomo	giacomo
pūnų	punische
kapsulės	capsule
kapsulės	capsules
halės	halle
hormonas	hormoon
mai	mai
mai	moi
ruzveltas	roosevelt
šalmai	helmen
plienas	staal
plienas	stalen
skeletas	geraamte
skeletas	skelet
atsparumas	tegenstand
atsparumas	weerstand
atsparumas	resistentie
atsparumas	verzet
batai	schoenen
batai	schoentjes
batai	laarzen
batai	boots
civilizaciją	beschaving
veidrodis	spiegeltje
veidrodis	spiegelen
veidrodis	spiegel
veidrodis	mirror
trofėjus	trofee
trofėjus	beker
specializuotas	gespecialiseerd
lygu	gelijken
konkurentų	concurrenten
anas	anas
formavimas	formatie
formavimas	vorming
apdaila	afwerking
apdaila	afwerken
avn	avn
žole	gras
žole	grass
ustring	ustring
alenas	allen
heidelbergo	heidelberg
mechaniškai	mechanisch
timo	timo
timo	memorabilia
įstrižai	diagonaal
paauglystėje	adolescentie
paauglystėje	puberteit
diržo	riem
diržo	gordel
pirmininkavo	voorgezeten
lena	lena
mata	mata
daktarai	dokters
daktarai	artsen
praga	praga
ištrinti	wissen
ištrinti	verwijder
ištrinti	verwijderen
ištrinti	doorhalen
žandarmerijos	gendarmerie
tui	tui
vaikinai	kerels
vaikinai	jongens
med	med
gimnastika	gymnastiek
gimnastika	turnen
surašymų	tellingen
ibrahim	ibrahim
liežuvis	tongue
liežuvis	tong
mann	mann
ribentropo	ribbentrop
beatričė	beatrix
nupirkti	aangekocht
nupirkti	ingekocht
nupirkti	gekocht
nupirkti	aangeschaft
nupirkti	gekochte
sekmadienio	zondag
sekmadienio	sunday
valle	valle
gauso	gaussiaanse
vllaznia	vllaznia
reičel	rachel
voverė	eekhoorn
profesionalai	professionals
profesionalai	professionelen
profesionalai	vakmensen
nora	nora
hormonai	hormoon
joshua	joshua
patenkintas	voldaan
patenkintas	tevreden
haag	haag
fenerbahce	fenerbahce
protektoratas	protectoraat
hensley	hensley
investuotojų	belegger
investuotojų	investeerder
investuotojų	beleggers
investuotojų	investeerders
investuotojų	belegger
jordanija	jordan
jordanija	jordanië
hera	hera
atkrintamąsias	playoffs
trikampiai	driehoekige
trikampiai	driehoeken
profesijų	beroepen
profesijų	beroepen
petru	petru
apdailos	afwerking
apdailos	afwerken
rezultatyviausiu	topscoorder
andrés	andrés
garai	stoom
garai	stomen
garai	damp
jelgava	jelgava
suzuki	suzuki
smėliu	schuren
gineso	guinness
sekretoriato	secretariaat
sekretoriato	secretariat
talentas	talent
talentas	talenten
iškasti	graven
clarke	clarke
kardinolai	kardinalen
botev	botev
mare	mare
mare	merrie
piktų	wereldse
draudžiamas	verboden
pamyro	pamir
kasama	kasama
likviduota	geliquideerd
interscope	interscope
amber	amber
tre	tre
lazerio	laser
pokalbiai	gesprekken
pokalbiai	conversaties
energetika	energie
rudar	rudar
žinant	wetende
voldemortas	voldemort
grąžinimo	aflossing
grąžinimo	terugbetaling
gilberto	gilberto
stemplės	oesofageale
bnei	bnei
informuoti	geïnformeerd
bizkit	bizkit
nottingham	nottingham
transformacija	transformatie
transformacija	transformatie
transformacija	transformeren
geometrija	geometrie
geometrija	meetkunde
geometrija	geometrische
geometrija	geometrisch
branduolinis	nucleaire
branduolinis	nucleair
klinikoje	clinic
klinikoje	kliniek
investuoti	investeren
investuoti	beleggen
matrica	matrix
bohemians	bohemians
stavropolio	stavropol
btv	btv
anastasija	anastasia
žygiavo	marcheerden
mala	mała
sapnai	dromen
sapnai	dreams
kirilica	cyrillisch
gerina	verbetert
nicola	nicola
mechaninis	mechanisch
mechaninis	mechanische
mielių	gist
mielių	gist
nuosmukis	recessie
pakrikštytas	gedoopt
przemysław	przemysław
herman	herman
įkalinimo	opsluiting
įkalinimo	gevangenneming
įkalinimo	gevangenisstraf
įkalinimo	gevangenschap
drambliai	olifanten
drambliai	olifant
leonė	leone
geometrijos	geometrie
geometrijos	meetkunde
rokoko	rococo
anglys	steenkool
anglys	kolen
anglys	kool
tekėjo	stroomde
irma	irma
sirupas	siroop
sirupas	stroop
liaudis	folk
santuokų	huwelijken
konrad	konrad
konrad	koenraad
che	che
rūkymas	rokers
rūkymas	roken
sąmokslo	complot
sąmokslo	samenzwering
paklusti	gehoorzamen
paklusti	gehoorzaam
pėdomis	voetstappen
pėdomis	voetsporen
kleinbahn	kleinbahn
limp	slap
stebėjimai	opmerkingen
stebėjimai	waarnemingen
stebėjimai	observaties
stebėjimai	observatie
stebėjimai	waarneming
stebėjimai	observaties
tretjakovo	tretjakov
nurodymai	instructies
nurodymai	instructie
bundesarchiv	bundesarchiv
pieva	weiland
pieva	weide
pieva	meadow
biala	biała
powell	powell
pasaulietinės	seculiere
japonica	japonica
orlaiviai	vliegtuig
orlaiviai	vliegtuigen
orlaiviai	luchtvaartuigen
orlaiviai	luchtvaartuig
privatizavimo	privatiseren
privatizavimo	privatiseringen
privatizavimo	privatisering
įvaizdžio	perfectie
tikslios	nauwkeurig
tikslios	nauwkeurigheid
tikslios	accuraat
tikslios	accurate
drėkinimo	irrigatie
genai	genen
bolivaro	bolivariaanse
šieno	hay
šieno	hooi
galingų	machtig
galingų	mighty
galingų	machtige
nissan	nissan
baptiste	baptiste
xxiii	xxiii
nervai	zenuwen
nėščia	zwangere
nėščia	zwanger
nėščia	drachtige
tostring	tostring
tomė	tomé
euras	euro
tomasz	tomasz
atsistatydinimo	ontslagbrief
atsistatydinimo	aftreden
atsistatydinimo	ontslag
rasbora	rasbora
švyturio	vuurtoren
susitarimai	arrangementen
susitarimai	regelingen
susitarimai	akkoorden
susitarimai	overeenkomsten
sunkvežimis	vrachtauto
sunkvežimis	truck
sunkvežimis	vrachtwagen
sunkvežimis	vrachtauto
sunkvežimis	vrachtwagen
eto	eto
kalifatas	kalifaat
genesis	genesis
drėgnumas	vochtigheid
drėgnumas	vochtgehalte
drėgnumas	vocht
drėgnumas	vochtigheid
drėgnumas	luchtvochtigheid
genetiniai	genetische
genetiniai	genetisch
kenneth	kenneth
okupuotoje	bezet
okupuotoje	bezette
ism	ism
programuotojas	ontwikkelaar
programuotojas	ontwikkelaars
skandalas	schandaal
skandalas	schandalen
moll	moll
vertinga	verrijken
vertinga	kostbaar
vertinga	waardevol
vertinga	waardevolle
kapitolijaus	capitol
kapitolijaus	capitool
audrų	stormen
laiptų	trappen
laiptų	trap
dekoruoti	inrichten
dekoruoti	versieren
poniatovskis	poniatowski
garsiu	agitator
vežimo	wagon
vežimo	wagen
jaroslavlio	jaroslavl
sionistų	zionistische
fermentai	enzymen
levinas	levin
susidūrimas	aanvaring
susidūrimas	botsing
susidūrimas	aanrijding
mažylis	baby
mažylis	schat
mažylis	schatje
jeep	jeep
kalė	teef
kalė	kreng
kalė	bitch
kalė	trut
vėžiagyvių	schelpdieren
skundas	beroep
snoop	snuffel
snoop	snoop
kritiškai	kritisch
kieno	wiens
astronomai	astronomen
pagrobti	ontvoering
pagrobti	ontvoeren
pagrobti	kidnappen
kaštonų	chestnut
kompleksų	complexen
fulham	fulham
tarpininkas	tussenpersoon
tarpininkas	intermediair
iliustratorius	illustrator
brawn	spierkracht
sauga	veiligheid
kepler	kepler
ožys	geiten
ožys	geit
pokalbis	conversatie
pokalbis	gesprek
stabilizatorius	stabilisator
stabilizatorius	stabiliserende
stabilizatorius	stabiliseren
kaktos	wenkbrauw
kaktos	voorhoofd
kompetencija	bevoegdheden
kompetencija	competenties
servette	servette
tiekėjas	leverancier
atidėti	uitstellen
atidėti	uitstellen
štirijos	stiermarken
pėstininkas	verpanden
pėstininkas	pion
pėstininkas	verpand
kano	kann
kvarco	kwarts
šopeno	chopin
endriu	andrew
poznanėje	poznań
bendrieji	algemene
bendrieji	generaal
bendrieji	algemeen
samdiniai	huurlingen
jahija	yahya
tao	tao
gėjų	homoseksueel
gėjų	homo
gėjų	gay
kurdistano	koerdistan
rašant	schrijven
chromo	chroom
kostiumas	maatpak
kostiumas	pak
pirkėjų	kopers
firefox	firefox
uriah	uria
hablo	hubble
lježo	luik
kirpėjas	kapper
kirpėjas	kapster
kirpėjas	kappers
kirpėjas	kapsalon
naviko	tumor
cirkas	circus
gorkis	gorky
sąskaitos	facturen
bsd	bsd
nusikaltėlis	dader
nusikaltėlis	dader
nusikaltėlis	overtreder
kriaušės	peer
kriaušės	peren
kriaušės	peren
jautrus	gevoelig
jautrus	gevoelige
dominuoti	domineren
skola	schuld
skola	schuldenlast
skola	schulden
pusmėnulio	crescent
chuck	chuck
senelė	grootmoeder
senelė	oma
koncertmeisteris	concertmeester
laisves	vrijheden
opel	opel
derry	derry
sprogmenų	explosieve
sprogmenų	explosieven
sprogmenų	explosief
švęsti	vieren
lašišos	zalm
fussballdaten	fussballdaten
rankraščiai	manuscripten
rankraščiai	handschriften
samanos	mossen
alyvos	barrel
alyvos	vat
alyvos	oliën
kamieninių	stengel
kamieninių	stam
lingė	harrier
bilis	billy
vsc	vsc
hibernian	hibernian
vyšnios	cherry
vyšnios	kersen
vyšnios	kers
vyšnios	kersen
verona	verona
eng	eng
stipriau	moeilijker
stipriau	harder
stipriau	hardere
stipriau	lastiger
nematomas	onzichtbare
nematomas	onzichtbaar
ssc	ws
kėdės	stoelen
kėdės	stoel
įspūdingas	indrukwekkend
įspūdingas	indrukwekkende
greita	snel
greita	snelle
greita	vlug
greita	snel
greita	vasten
greita	snelle
greita	fast
paaiškinimas	verklaring
paaiškinimas	uitleg
paaiškinimas	toelichting
fortuna	fortuna
jungtys	interfaces
jungtys	raakvlakken
jungtys	connectoren
nedarbas	werkloosheid
akira	akira
sruogos	strengen
disertacija	proefschrift
idol	idool
katalogo	catalogus
altas	saxofoon
altas	sax
verslininkai	ondernemers
sukilimus	opstanden
gao	gao
opus	opus
agresijos	agressie
bonifacas	boniface
prostatos	prostaat
joão	joão
bonus	bonus
electro	elektro
electro	electro
balansas	saldo
balansas	balans
balansas	evenwicht
barškuolė	ratelslang
samsung	samsung
plytos	baksteen
plytos	bakstenen
plytos	stenen
nykstančių	bedreigde
nykstančių	bedreigd
faktais	gegarandeerde
faktais	gewaarborgd
faktais	gegarandeerd
idris	idris
miega	slapend
miega	slaapt
miega	slapen
miega	slapend
tiuringijos	thüringse
tiuringijos	thüringen
naikinimas	verpletteren
naikinimas	verliefd
naikinimas	plet
naikinimas	verliefdheid
naikinimas	ontvolking
siekius	ambities
siekius	aspiraties
eminem	eminem
šiitų	sjiitische
bradley	bradley
metisai	mesties
profesionaliai	professioneel
tyrėjų	detectives
tyrėjų	rechercheurs
tikrovė	werkelijkheid
tikrovė	realiteit
griežti	strikt
griežti	strikte
griežti	streng
griežti	keihard
griežti	hardcore
onkologijos	oncologie
kirilas	kirill
horizontali	horizontaal
drausmės	disciplinaire
jerome	jerome
originalas	piraten
originalas	pirates
mori	mori
aliochinas	aljechin
cao	cao
įvartis	knipperen
įvartis	knipper
koordinavimo	coördinatie
koordinavimo	coördineren
koordinavimo	coördinatie
koordinavimo	coördinerend
porai	prei
stiprina	versterker
stiprina	sterkt
šiukšlių	vuilnis
šiukšlių	afval
šiukšlių	vuilnis
prisiminti	herinneren
prisiminti	onthoud
konsultacijų	raadplegingen
konsultacijų	consultaties
konsultacijų	overleg
konsultacijų	consultatie
konsultacijų	overleg
konsultacijų	raadpleging
jure	jure
dingsta	verdwijnt
dingsta	verdwijnen
kilme	herkomst
kilme	oorsprong
pipirai	paprika
pipirai	peper
sekmadienis	zondag
sekmadienis	sunday
alisa	alice
zagora	zagora
olimpia	olimpia
šiltos	warm
šiltos	warme
būtinybė	noodzaak
būtinybė	noodzakelijkheid
sundos	sunda
laimėjimai	prestaties
laimėjimai	verwezenlijkingen
marse	marcy
bušas	struik
bušas	bush
bušas	bosje
sochaux	sochaux
dao	dao
vankuverio	vancouver
realybė	werkelijkheid
realybė	realiteit
tobias	tobias
auguste	auguste
rojas	rojas
rowling	rowling
libertadores	libertadores
lankai	bogen
lankai	strikken
blakės	heteroptera
gražu	mooi
gražu	prachtig
gražu	mooie
gražu	mooi
gražu	lekker
gražu	fijn
gražu	leuk
gražu	nice
plaučius	longen
conus	conus
mustafa	mustafa
demonstracijos	manifestaties
demonstracijos	demonstraties
demonstracijos	betogingen
livonija	lijfland
matavimai	metingen
matavimai	meting
matavimai	meten
matavimai	metingen
matavimai	opmeten
pečioros	petsjora
dumbliai	algen
janos	janos
uraganas	orkaan
uraganas	hurricane
treniruotis	spar
treniruotis	sparren
gridcolor	gridcolor
ska	ska
mstislavas	mstislav
delavero	delaware
suopis	buizerd
dalmatijos	dalmatische
birkirkara	birkirkara
drabužis	kledingstuk
stipendijos	subsidies
stipendijos	beurzen
stipendijos	studiebeurzen
stipendijos	beurzen
spektras	spectrum
wikidata	wikidata
lapienis	tremella
nino	nino
gobio	gobi
nuosprendis	uitspraak
nuosprendis	oordeel
nuosprendis	vonnis
okb	okb
hemoglobino	hemoglobine
robertson	robertson
judas	judas
žiurkė	ratten
žiurkė	rat
tešla	deeg
tešla	poen
arterijų	arteriële
arterijų	aders
arterijų	slagaders
tuščia	leeg
tuščia	blanco
baladė	ballade
transformacijos	transformatie
pardavėjas	handelaar
pardavėjas	verkoper
pabėgėliai	vluchteling
pabėgėliai	vluchtelingen
pabėgėliai	vluchteling
pabėgėliai	vluchtelingen
keistas	raar
keistas	vreemd
keistas	strange
keistas	raar
keistas	vreemd
keistas	vreemde
lingua	lingua
mafija	mob
mafija	maffia
mafija	menigte
mafija	maffia
mafija	mafia
ertmėje	holte
specializuotų	gespecialiseerd
rifai	riffen
gazos	gaza
endeminių	endemisch
endeminių	endemische
patiekalus	afwas
ūmėdė	russula
vėliavas	banners
klesti	bloeiende
dora	dora
skystas	vloeistof
skystas	vloeibaar
skystas	vloeibare
achilo	achilles
alyvuogių	olijven
ciklų	cycli
wrocław	wrocław
smithsonian	smithsonian
leben	leben
ekologinė	ecologisch
ekologinė	ecologische
pranešimo	notificatie
pranešimo	melding
pranešimo	aanmelding
pranešimo	kennisgeving
tyliai	stilletjes
tyliai	stilte
tyliai	stil
tyliai	rustig
vandalai	vandalen
porter	porter
discogs	discogs
buteo	buteo
šviesi	helder
šviesi	fel
šviesi	bright
tiekėjų	toeleveranciers
tiekėjų	leveranciers
sligo	sligo
delle	delle
patogiau	comfortabel
patogiau	comfortabele
padažas	saus
pliki	kale
potencialiai	potentieel
ign	ign
receptorius	receptor
receptorius	receptoren
tonos	ton
neigia	ontkent
esbo	ovse
amour	amour
staigus	sharp
staigus	scherp
staigus	scherpe
šlovė	hagel
šlovė	heil
žavėjosi	bewonderde
žavėjosi	bewonderd
montažas	montage
dravidų	dravidische
malė	małe
berberai	berbers
sviedinys	kanonskogel
cole	cole
proporcingas	evenredig
proporcingas	proportioneel
proporcingas	proportionele
polydor	polydor
patobulinta	opgewaardeerd
lgbt	lgbt
levadia	levadia
vadove	handleiding
vadove	gids
madam	madame
ritualas	rituele
ritualas	ritueel
ritualas	rituelen
estai	esten
fabio	fabio
palestiniečių	palestijnen
balsis	klinker
balsis	klinkers
įsivaizduoti	verbeeld
įsivaizduoti	ingebeelde
įsivaizduoti	ingebeeld
revoliucinė	revolutionair
revoliucinė	revolutionaire
grunge	grunge
poseidonas	poseidon
clarkson	clarkson
sklypų	percelen
sklypų	percelen
rosenborg	rosenborg
krizių	crises
krizių	crisissen
cellpadding	cellpadding
maximus	maximus
moliuskai	weekdieren
kolegos	collegae
kolegos	fellow
pokalbio	conversatie
pokalbio	gesprek
asirija	assyrië
vakar	gisteren
vakar	gister
violetinė	paars
violetinė	paarse
oliveira	oliveira
aparatūra	apparaat
akvariumas	aquarium
oksidacijos	oxidatie
atari	atari
pokerio	pokeren
pokerio	poker
pokerio	pook
remiama	gesponsord
remiama	gesponsorde
chamberlain	chamberlain
skliaustuose	haakjes
blokavimo	blokkering
blokavimo	blokkeren
sorbų	sorbisch
bronzinis	geschulpte
esminė	kritiek
esminė	kritische
esminė	kritisch
jaguar	jaguar
troleibusų	trolleybus
lamborghini	lamborghini
dirvožemį	bodem
dirvožemį	grond
slyvų	pruim
slyvų	plum
slyvų	pruimen
vadi	wadi
biologiškai	biologisch
aštrus	pittige
aštrus	gekruid
aštrus	pikant
aštrus	pittig
augmenijos	vegetatie
turbina	turbine
paviršiai	oppervlakken
paviršiai	oppervlakten
triukšmas	lawaai
triukšmas	geluid
triukšmas	geluidshinder
triukšmas	ruis
makaronai	macaroni
optika	optiek
kalifas	kalief
netinkamas	incorrect
netinkamas	foutief
netinkamas	onjuiste
netinkamas	onjuist
netinkamas	ongeldig
netinkamas	ongeldige
demonai	demonen
demonai	duivels
džiaugsmas	joy
džiaugsmas	blijdschap
džiaugsmas	vreugde
višnaus	vishnu
plaukikas	zwemmer
plaukikas	zwemster
švelnios	zachtaardig
švelnios	zacht
maratonas	marathon
kibernetikos	cybernetica
pirmtakai	voorgangers
specializacijos	specialisatie
skiemuo	lettergreep
mozilla	mozilla
animatorius	animator
bora	bora
teleskopo	telescoop
brangi	lieve
brangi	dear
brangi	liefste
klestėjimas	voorspoed
klestėjimas	welvaart
donatello	donatello
hermiona	hermelien
cellspacing	cellspacing
postų	posten
postų	berichten
robotas	robot
galingi	machtig
galingi	krachtig
galingi	krachtige
minerva	minerva
surinktas	samengesteld
surinktas	gemonteerd
sprogstamosios	explosieve
sprogstamosios	explosieven
sprogstamosios	explosief
atsparumo	tegenstand
atsparumo	weerstand
atsparumo	resistentie
atsparumo	verzet
southampton	southampton
paaukoti	doneren
valyti	schoongemaakt
valyti	gereinigd
rožinio	rosé
užtvankų	dammen
starta	bunting
turinas	turijn
diplomatinių	diplomatiek
diplomatinių	diplomatieke
nirvana	nirvana
centimetrų	centimeters
bandymą	experiment
bandymą	experimenteren
braun	braun
šalmus	helmen
energijai	rising
energijai	stijgend
energijai	stijgende
energijai	rijzende
vandeninis	waterige
vandeninis	waterig
dublinas	dublin
sindarin	sindarijns
udo	udo
apvalkalas	granaat
apvalkalas	shell
apvalkalas	schelp
apvalkalas	omhulsel
barrichello	barrichello
budistai	boeddhisten
triplophysa	triplophysa
tikslumas	nauwkeurigheid
tikslumas	precisie
tikslumas	nauwkeurigheid
tikslumas	juistheid
kremliaus	kremlin
berger	berger
elvis	elvis
vagonų	wagons
vagonų	wagens
vagonų	karren
suprojektuota	ontworpen
mokymasis	leren
mokymasis	learning
blokų	blokken
svetimas	vreemdeling
svetimas	vreemde
sprogsta	explodeert
sprogsta	ontploft
ger	ger
šiaudų	rietje
šiaudų	stro
diktatūros	dictaturen
diktatūros	dictatuur
laguna	laguna
paskiria	contact
paskiria	contactpersoon
aktyvistai	activisten
komentatorius	commentator
turkmėnų	turkmeense
katalonų	catalaanse
katalonų	catalaans
adis	addis
puikų	uitstekend
puikų	excellent
puikų	voortreffelijk
puikų	uitmuntend
tsv	tsv
mono	mono
mono	pfeiffer
pagerina	verbetert
plėšrūnų	roofdieren
apgyvendinimo	accommodatie
vežimas	zendingen
dumblių	algen
ursus	ursus
forum	forum
konkursai	offertes
konkursai	tenders
teologija	theologie
paktas	pact
paktas	kasten
citadelė	citadel
kaukazas	kaukasus
marselio	marseille
brendan	brendan
tor	tor
tor	tem
nendrių	riet
nendrių	reed
kančia	leed
kančia	lijdende
kančia	lijden
kančia	bestraffing
kančia	kwelling
kančia	kwellen
cinkas	zink
norimą	gewenst
norimą	gewenste
jūreivių	zeelieden
laimingas	vrolijk
laimingas	happy
laimingas	blij
laimingas	tevreden
laimingas	gelukkig
dirvinė	myosotis
kontaktas	contact
kontaktas	contactpersoon
sąjungas	allianties
sąjungas	bondgenootschappen
bismarkas	bismarck
sąsmauka	landengte
oktavianas	octavianus
gegutės	koekoek
mileris	miller
hunai	hunnen
elzė	eliza
dal	dal
vakarienė	diner
vakarienė	avondeten
elisabeth	elisabeth
kenkėjų	plaag
kenkėjų	ongedierte
kenkėjų	pest
kenkėjų	plagen
kenkėjų	ongedierte
kenkėjų	plagen
koridorius	corridors
koridorius	gangen
koridorius	gang
koridorius	corridor
dunojus	donau
įkvėpti	inspireren
lydiniai	legeringen
milžinai	giants
milžinai	reuzen
charleroi	charleroi
viskio	scotch
viskio	whisky
viskio	whisky
priimtų	highlights
priimtų	hoogtepunten
važiuoklės	chassis
itil	itil
kopa	kopa
dinozaurai	dinosauriërs
dinozaurai	dinosaurussen
spiritas	geesten
šeštoji	sixth
šeštoji	zesde
egzamino	examen
neišvengiamai	onvermijdelijk
finansiniai	financieel
krantinės	kade
rūsys	kelder
sakiniai	zinnen
sakiniai	vonnissen
suaugusieji	volwassenen
suaugusieji	volwassen
suaugusieji	volwassenen
suaugusieji	adult
suaugusieji	volwassene
galija	belgica
sophia	sophia
coca	coca
konservantas	conserveermiddelen
konservantas	conserveermiddel
austrai	oostenrijkers
tinklinis	volleybal
battista	battista
cikas	cycas
rekomenduoja	aanraden
rekomenduoja	aanbevelen
elachista	elachista
šviesus	helder
šviesus	fel
šviesus	bright
toras	thor
incidentas	voorval
incidentas	incident
