med	med
alla	všechny
alla	vše
alla	všichni
alla	každý
alla	všem
samma	totéž
samma	stejné
samma	stejný
samma	stejná
senare	později
olika	jiný
olika	jiná
olika	různé
olika	jiné
olika	různé
olika	různí
point	bod
point	point
ort	město
nya	nový
nya	nově
nya	nové
nya	nová
nya	novinka
island	island
dock	nicméně
dock	nicméně
dock	avšak
sjön	jezero
sjön	lake
sjön	jezera
tidigare	dříve
tidigare	předtím
tidigare	dříve
tidigare	dřívější
tidigare	předtím
tidigare	bývalý
tidigare	dřívější
tidigare	bývalé
tidigare	bývalá
tidigare	předchozí
tidigare	předcházející
brasilien	brazílie
colombia	kolumbie
colombia	kolumbijské
colombia	columbia
colombia	kolumbie
utan	bez
socken	farnosti
sina	jejich
score	skóre
spanien	španělsko
mount	mount
kom	pojď
kom	přišel
kom	přišla
kom	přišlo
stora	velký
stora	velké
stora	velká
stora	velký
stora	velké
stora	velká
stora	big
stora	stora
kinshasa	kinshasa
omgivande	okolní
omgivande	okolní
basen	základna
basen	základ
basen	báze
basen	základnu
tre	tre
tre	tři
shift	směnu
shift	směna
shift	posun
algeriet	alžírsko
dessa	tyto
dessa	tyhle
chile	chile
växtlighet	vegetace
mer	další
mer	více
mer	víc
mer	more
här	zde
här	tady
kongo	kongu
kongo	kongo
kongo	konga
öst	východ
öst	východní
öst	východní
region	region
region	regionu
region	oblast
region	kraj
von	von
jakarta	jakartě
wat	wat
file	spis
file	soubor
släkte	generace
släkte	generování
släkte	plemeno
släkte	rody
släkte	rodů
släkte	rodu
sydlig	jižní
västlig	západ
västlig	western
västlig	západní
sydvästra	jihozápadní
sydvästra	jihozápad
sydvästra	jihozápadní
sydvästra	jihozápad
tillsammans	spolu
tillsammans	společně
tillsammans	dohromady
samhällen	obce
samhällen	komunity
samhällen	spolky
lite	lite
republiken	republice
republiken	republiky
republiken	republic
republiken	republika
öppet	otevřeně
öppet	otevřená
öppet	otevřít
öppet	otevřeno
öppet	průhledné
öppet	průhledný
öppet	transparentní
delstat	stát
delstat	státní
innan	než
innan	před
innan	předtím
fram	předek
fram	fronta
fram	front
fram	přední
canberra	canberra
mål	cíle
mål	cíle
mål	branky
mål	góly
mål	cíl
mål	gól
mål	branky
län	hrabství
län	okres
län	provincie
län	provincii
län	okresů
län	kraje
bosnien	bosně
bosnien	bosna
afghanistan	afghánistán
afghanistan	afghánistánu
john	jan
john	john
john	honza
hercegovina	hercegovina
administrativ	správní
administrativ	administrativní
nordöstra	severovýchodní
nordöstra	severovýchodní
nordöstra	severovýchod
bara	jedině
bara	jen
bara	jenom
bara	pouze
bara	prostě
bara	jen
bara	jenom
ska	ska
ontario	ontario
plats	místo
plats	misto
plats	lokace
plats	místo
plats	poloha
plats	umístění
plats	lokalita
carl	carl
församling	farnosti
församling	kongregace
församling	shromáždění
församling	montáž
församling	sestava
församling	shromáždění
río	río
land	zemi
land	země
land	pozemky
land	pozemek
land	země
dess	jeho
dess	její
amerikansk	američan
amerikansk	american
amerikansk	americká
amerikansk	americké
amerikansk	americký
helsingfors	helsinkách
tid	dob
tid	čas
tid	doba
tid	time
ofta	často
ofta	mnohdy
ofta	často
tog	vzal
några	nějaké
några	některý
några	někteří
några	některé
några	některým
kommer	will
kommer	vůle
kommer	bude
kommer	pojď
kommer	přichází
exempel	příklad
exempel	příklady
någon	kdokoli
någon	kdokoliv
någon	nekdo
någon	někoho
någon	někdo
någon	nekdo
någon	někdo
någon	jakékoliv
någon	jakýkoliv
någon	jakoukoli
någon	jakoukoliv
någon	jakékoli
saint	svatý
saint	světec
saint	svatá
saint	saint
något	poměrně
något	poněkud
något	mírně
något	lehce
något	neco
något	něco
gjorde	udělal
san	san
stor	velký
stor	velké
stor	velká
stor	velký
stor	velké
stor	velká
stor	big
ingen	žádný
ingen	žádná
ingen	žádné
ingen	nikdo
staden	město
staden	městečko
staden	město
kallt	studené
kallt	studený
kallt	studená
kallt	zima
kallt	chlad
jawa	jawa
får	ovečky
får	ovčí
får	ovce
naturlig	přírodní
naturlig	přirozený
naturlig	přirozené
naturlig	přirozená
mest	nejvíc
mest	většina
mest	nejvíce
mest	většinou
mest	hlavně
mest	převážně
webbplats	web
webbplats	stránka
webbplats	lokalita
webbplats	stránky
ger	dávání
ger	ger
ger	dává
mosaik	mozaiky
team	týmů
team	týmy
team	mužstvo
team	tým
team	team
började	začalo
började	začal
började	zahájena
började	začala
började	začal
började	začalo
hela	vyléčit
hela	celý
hela	celou
hela	celá
hela	celé
gör	dělání
gör	dělat
gör	učinit
gör	udělat
gör	vyrobit
honom	jeho
honom	nej
honom	ho
gick	šel
kyrka	kostela
kyrka	kostel
kyrka	církev
nordvästra	northwestern
nordvästra	severozápadní
nordvästra	severozápadním
nordvästra	severozápadní
angola	angole
vad	co
columbia	kolumbie
columbia	kolumbijské
columbia	columbia
tyskland	německo
svg	svg
distrikt	kraje
distrikt	okrsků
distrikt	okres
distrikt	okrsek
fuktigt	vlhko
fuktigt	vlhká
fuktigt	vlhké
fuktigt	vlhko
fuktigt	vlhký
fuktigt	vlhká
fuktigt	vlhké
fuktigt	vlhký
fyra	čtyřka
fyra	čtyři
eftersom	protože
mexiko	mexika
mexiko	mexiku
mexiko	mexiko
london	londýně
london	londýn
london	london
används	použité
används	použito
används	používané
används	použitý
används	používaný
början	počátek
början	začátek
början	začátky
vann	vyhrála
vann	vyhráli
vann	vyhrál
hur	jak
bay	záliv
bay	bay
barn	deti
barn	děti
barn	děcka
barn	dětské
barn	děti
barn	dítě
barn	dětská
ekonomiska	hospodářský
ekonomiska	ekonomické
ekonomiska	ekonomická
ekonomiska	ekonomický
ekonomiska	hospodářská
kunde	mohl
kunde	mohla
både	obojí
både	obě
både	oba
övrigt	ostatní
övrigt	jiná
övrigt	jiné
övrigt	jiný
övrigt	různých
övrigt	různé
artikel	článek
artikel	článku
gunung	gunung
england	england
england	anglie
hennes	její
hennes	její
hennes	jí
hennes	ji
hennes	ní
argentina	argentina
argentina	argentiny
mountain	hora
mountain	hory
mountain	horu
halvöar	poloostrovy
grund	základ
grekland	řecko
deras	jejich
deras	jejich
förekommer	nastává
distriktet	okres
distriktet	okrsek
dam	přehrada
dam	dam
dam	hráz
dam	přehradu
dam	dáma
dam	lady
dam	paní
karl	karel
karl	charlese
karl	charles
karl	charlesi
karl	karla
karl	karl
karl	karle
idag	dneska
idag	dnešek
idag	dnes
skådespelare	herci
skådespelare	herce
skådespelare	aktéři
skådespelare	herců
skådespelare	herec
skådespelare	herce
personer	osob
personer	osoby
personer	osobám
personer	lidí
personer	lidi
personer	lidé
personer	lidem
personer	people
fanns	existovala
fanns	existovalo
fanns	existoval
fanns	existovaly
spelade	hrála
spelade	hrál
spelade	hráli
endast	jedině
endast	jen
endast	jenom
endast	pouze
öar	ostrovů
öar	ostrovy
danmark	dánsko
danmark	danmark
son	synu
son	syn
österrike	rakousko
river	řece
river	river
river	řeka
helt	kompletně
helt	zcela
helt	naprosto
helt	úplně
helt	úplně
helt	naprosto
helt	zcela
helt	uplne
artiklar	předměty
artiklar	článků
artiklar	výrobky
artiklar	články
därefter	následně
jean	jean
jean	jeane
redan	již
redan	už
cirka	přibližně
före	než
före	před
före	předtím
william	william
känd	známo
känd	známý
känd	známí
känd	známé
känd	známá
känd	slavná
känd	slavní
känd	slavný
känd	slavné
engelska	česky
engelska	anglické
engelska	angličtina
engelska	anglicky
departement	odbor
departement	oddělení
departement	ministerstev
departement	ministerstva
departement	ministerstvo
departement	ministerstva
antal	hrabě
antal	počítat
antal	číslo
antal	počet
vill	chce
vill	chcete
vill	chceš
des	des
författare	autory
författare	autoři
författare	autorů
författare	spisovatel
författare	autor
författare	spisovatelka
författare	spisovatelů
författare	spisovatelé
författare	autoři
författare	autor
författare	autorka
författare	autora
wikipedia	wikipedie
los	los
vissa	jistá
vissa	jisté
vissa	jistý
vissa	nějaké
vissa	některý
vissa	někteří
vissa	některé
vissa	některým
cobar	cobar
cst	cst
äldre	starší
äldre	starší
äldre	starší
gamla	starý
gamla	staré
gamla	stará
allt	všechno
allt	vše
allt	vse
allt	všichni
allt	všechno
allt	všechny
allt	vše
lag	mužstvo
lag	tým
lag	team
lag	právo
lag	zákon
lag	law
lag	mas
lag	týmů
lag	týmy
johan	jan
johan	john
johan	honza
johan	johan
innebär	prostředky
innebär	znamená
diskussion	diskuse
diskussion	diskuze
vidare	dále
medan	zatímco
kommuner	obce
kommuner	obcích
kommuner	obcí
kommuner	obce
kommuner	obcí
kyrkan	kostela
kyrkan	kostel
kyrkan	církev
punta	punta
iucn	iucn
kullar	vrhy
kullar	hills
kullar	kopců
kullar	kopce
black	černá
black	black
black	černé
black	černý
asien	asie
asien	asii
varje	každý
varje	každé
varje	každý
varje	každé
varje	každá
bild	obrázek
bild	fotka
bild	obrázek
bild	image
bild	obraz
france	francii
france	francie
vik	složit
vik	vik
politiker	politika
politiker	politiky
politiker	politikům
politiker	politici
politiker	politiky
politiker	politiků
politiker	politik
göra	učinit
göra	udělat
göra	vyrobit
left	levá
left	vlevo
left	levý
left	doleva
band	kazety
band	nahrávky
band	pásky
band	kapel
band	pásma
band	kapely
band	band
band	kapela
band	pásmo
band	kazeta
band	pásku
band	páska
band	pásky
band	stuhu
rio	rio
rio	ria
rock	skály
rock	skála
rock	skalní
rock	kámen
rock	rock
söderut	jižní
söderut	jih
sista	poslední
sista	posledni
sista	naposledy
sista	naposled
sista	konečná
sista	závěrečná
sista	konečné
sista	finále
sista	konečný
george	jiřího
george	jiří
george	george
delar	sdílení
delar	díly
delar	části
delar	akcie
delar	podíly
delar	sdílení
auto	auto
auto	automatický
auto	automatické
auto	automatická
auto	automaticky
hett	horko
hett	sexy
hett	hot
hett	horké
norrut	sever
norrut	severní
själv	sebe
själv	sebe
åren	léta
åren	roků
åren	let
åren	roky
höjd	výška
höjd	zvýšení
höjd	výška
höjd	výšku
höjd	výšky
säsongen	sezóna
säsongen	sezónu
säsongen	sezona
poäng	body
poäng	bodů
poäng	skóre
poäng	skóre
poäng	bod
poäng	point
arroyo	arroyo
peking	peking
peking	peking
tyska	německý
tyska	německy
tyska	německá
tyska	němčina
tyska	němec
tyska	německé
sätt	způsoby
sätt	způsob
egypten	egypt
egypten	egyptský
egypten	egyptě
wadi	vádí
stad	město
stad	městečko
stad	město
norge	norge
norge	norsko
area	oblasti
area	oblast
area	plocha
loma	loma
york	yorku
york	york
därför	tudíž
därför	proto
makedonien	makedonie
peter	petře
peter	peter
peter	petr
franska	francouzština
franska	francouzské
franska	francouzsky
franska	francouzská
franska	francouz
vilken	kterou
vilken	který
vilken	což
vilken	která
vilken	které
dominikanska	dominikánské
västerut	west
västerut	západ
västerut	západní
kallas	volal
kallas	zavolal
kallas	volala
kallas	volali
österut	východ
österut	východní
omkring	okolo
omkring	kolem
göteborg	göteborgu
schweiz	švýcarsko
fall	case
fall	případě
fall	pouzdro
fall	případ
fall	bedny
fall	případech
fall	pouzdra
fall	případy
fall	pád
fall	podzim
tiden	dob
tiden	čas
tiden	doba
tiden	time
bästa	nejlepší
bästa	nejlépe
bästa	nej
bästa	best
bästa	nejlepsi
style	styl
style	stylu
artikeln	článek
artikeln	článku
fil	spis
fil	soubor
brasília	brasília
främst	hlavně
främst	převážně
främst	primárně
källa	zdroj
båda	obojí
båda	obě
båda	oba
kabul	kábulu
malmö	malmö
delas	sdílený
delas	sdílené
slutet	ukončit
slutet	end
slutet	konec
olympiska	olympijské
olympiska	olympic
olympiska	olympijský
olympiska	olympionička
ast	ast
annan	ostatní
annan	jiná
annan	jiné
annan	jiný
uppsala	uppsale
isbn	isbn
mätare	metry
mätare	metrů
mätare	měřiče
mätare	měřidla
mätare	metr
madrid	madrid
madrid	madridu
måste	musí
antarktis	antarktidě
antarktis	antarktidě
erik	eriku
erik	erik
erik	eriku
erik	eric
erik	erik
paul	paul
paul	pavla
paul	pavel
skrev	psal
skrev	napsal
skrev	napsali
skrev	napsala
film	filmová
film	film
film	filmová
film	film
robert	robert
serien	řady
serien	seriál
serien	řada
serien	série
bra	dobře
bra	dobrý
bra	dobry
fem	fem
fem	pět
ryssland	rusko
thomas	tomáše
thomas	thomas
thomas	tomáš
thomas	thomasi
santiago	santiago
deltog	zúčastnil
tysk	německý
tysk	německy
tysk	německá
tysk	němčina
tysk	němec
tysk	německé
vilka	ktery
vilka	kdo
vilka	který
vilka	koho
vilka	who
vilka	kterou
vilka	který
vilka	což
vilka	která
vilka	které
språk	jazyky
språk	jazyků
språk	jazyk
kinesiska	čínský
kinesiska	čínská
kinesiska	číňan
kinesiska	čína
kinesiska	čínské
lappland	laponska
nuvarande	současné
nuvarande	aktuální
nuvarande	současná
nuvarande	současný
nuvarande	dárek
nuvarande	přítomnost
nuvarande	přítomen
officiell	úředník
officiell	oficiální
officiell	úřední
källor	zdroje
stort	velký
stort	velké
stort	velká
stort	velký
stort	velké
stort	velká
stort	big
sång	zpěv
sång	vokály
sång	zpívání
sång	zpěv
sång	zpívám
sång	písnička
sång	skladba
sång	píseň
sång	song
amerikanska	američan
amerikanska	american
amerikanska	americká
amerikanska	americké
amerikanska	americký
samband	spojení
samband	připojení
samband	souvislost
samband	propojení
samband	korelace
globalt	globálně
globalt	celosvětově
globalt	celosvětová
globalt	global
globalt	globální
kroatien	chorvatsko
kroatien	chorvatska
egen	vlastní
egen	vlastni
egen	vlastnit
egen	vlastní
egen	zvyk
pst	pst
utanför	vně
utanför	mimo
utanför	venku
mestadels	většinou
mestadels	hlavně
mestadels	převážně
kvinnor	samice
kvinnor	ženy
kvinnor	ženské
kvinnor	ženský
kvinnor	dámské
kvinnor	ženy
tredje	třetí
charles	karel
charles	charlese
charles	charles
charles	charlesi
art	umění
art	art
art	druh
art	druhy
riket	říše
riket	říše
wales	wales
wales	walesu
david	davide
david	david
com	kom
com	com
sidan	stránky
sidan	strana
sidan	stránka
sidan	page
sidan	stránku
sidan	straně
sidan	strana
sidan	boční
sidan	side
resultat	představení
resultat	výkony
resultat	výkon
resultat	výkonnost
resultat	výkonnosti
resultat	vystoupení
resultat	výsledky
resultat	výsledků
resultat	výsledek
resultat	výsledkem
gav	dal
gav	dala
når	dosáhne
ibland	někdy
ibland	občas
ibland	občas
ibland	příležitostně
dessutom	dodatečně
enda	svobodná
enda	jednotné
enda	singl
enda	svobodný
enda	sole
jabal	džabal
kända	známo
kända	známý
kända	známí
kända	známé
kända	známá
kända	slavná
kända	slavní
kända	slavný
kända	slavné
universitet	univerzity
universitet	univerzita
universitet	university
universitet	univerzity
rgb	rgb
libanon	libanon
libanon	libanonu
paris	paříž
kamerun	kamerunu
border	hranice
border	hranici
trots	navzdory
musik	hudbu
musik	music
musik	hudba
musik	hudební
maria	marie
maria	mary
maria	marie
maria	marii
maria	maria
tillbaka	zpět
tillbaka	zpátky
tillbaka	záda
kung	král
kung	king
kung	krále
kung	králi
form	tvar
form	forma
form	formulář
form	formě
der	der
fått	přijata
fått	přijaté
fått	obdržené
fått	obdržel
fått	obdržela
historia	story
historia	příběh
historia	dějiny
historia	dějepis
historia	historie
historia	historii
nova	novy
nova	nova
dal	dal
dal	údolí
låten	písnička
låten	skladba
låten	píseň
låten	song
fiji	fidži
tjeckien	česká
tjeckien	české
tjeckien	česky
tjeckien	český
tjeckien	česko
james	james
james	jakub
james	jamesi
james	jamese
albumet	album
albumet	alba
samtidigt	současně
samtidigt	souběžně
kring	okolo
kring	kolem
män	samci
män	samce
män	muže
män	pánské
män	men
män	mužů
män	muži
lång	vysoký
lång	vysoká
lång	dlouho
lång	dlouhá
lång	dlouhý
lång	dlouhé
alger	alžíru
alger	řasy
gift	jed
gift	manželé
gift	vdaná
gift	ženatý
gift	jed
album	album
album	alba
album	alba
album	alb
ner	down
ner	dolů
ner	dolu
ner	dole
innehåller	obsahuje
innehåller	obsahovat
innehåller	obsahují
disk	disk
räknas	počítá
little	málo
little	malý
little	malá
wilhelm	wilhelm
gånger	krát
gånger	časy
gånger	times
brook	potok
brook	brook
övriga	ostatní
övriga	jiná
övriga	jiné
övriga	jiný
övriga	ostatní
övriga	jiní
övriga	jiné
professor	profesor
professor	profesorka
professor	profesore
km²	km²
las	las
division	dělení
division	divize
martin	martine
martin	martina
martin	martin
urval	výběr
urval	vzorku
urval	vzorek
city	město
totalt	celková
totalt	celkové
totalt	celkový
totalt	celkem
totalt	celkově
totalt	celková
totalt	celkové
alexander	alexandr
alexander	alexander
arena	aréně
period	období
utc	utc
grönland	grónsko
grönland	grónska
dag	dne
dag	den
låg	nízko
låg	nízký
låg	nízké
låg	nízká
bogotá	bogotě
året	roku
året	rok
året	ročník
året	roce
timur	timur
europa	europe
europa	evropě
europa	evropa
europa	evropy
europa	evropu
europa	europa
kalifornien	kalifornie
kalifornien	californie
kalifornien	california
aldrig	nikdy
gruppen	skupinu
gruppen	skupiny
gruppen	skupina
miljoner	milion
miljoner	milionů
miljoner	miliony
miljoner	milionu
miljoner	miliony
miljoner	milionů
miljoner	milióny
henry	henryho
henry	jindřich
henry	henry
växter	rostliny
växter	rostlina
står	stojící
står	stání
står	stánky
står	stojí
seed	osiva
seed	semena
seed	semeno
seed	osivo
sex	šest
sex	šestka
sex	pohlaví
sex	sexu
sex	sex
spelar	hraje
spelar	hraní
spelar	hrají
spelar	hrajeme
spelar	hraje
peak	špičkový
peak	vrcholu
peak	vrchol
bort	pryč
ser	vypadá
ser	ser
ledamot	členka
ledamot	člena
ledamot	poslanec
ledamot	členské
ledamot	člen
orkidéer	orchideje
särskilt	zvláště
särskilt	obzvláště
särskilt	zvlášť
särskilt	hlavně
särskilt	obzvlášť
särskilt	zejména
särskilt	zvláště
friedrich	friedrich
liv	life
liv	zivot
liv	životní
liv	život
liv	liv
queensland	queenslandu
kvar	levá
kvar	vlevo
kvar	levý
kvar	doleva
medlemmar	členové
medlemmar	členy
medlemmar	poslanci
medlemmar	členů
sida	stránky
sida	strana
sida	stránka
sida	page
sida	stránku
längre	vyšší
längre	déle
längre	delší
område	oblasti
område	oblast
område	plocha
gustaf	gustaf
gustaf	garfield
anders	anders
fortfarande	stále
fortfarande	porad
fortfarande	pořád
fortfarande	ještě
min	můj
min	mé
min	důl
min	moje
min	min
airport	letištní
airport	letiště
befolkningen	obyvatelstvo
befolkningen	populace
översättning	překlady
översättning	překlad
louis	louis
louis	louisi
louis	ludvík
ordförande	předsedající
ordförande	prezident
ordförande	předseda
ordförande	president
ordförande	prezidenta
ordförande	prezidentka
ordförande	předsedkyně
ordförande	předseda
http	http
joseph	joseph
joseph	josef
scotia	scotia
kanske	možná
kanske	možná
smith	smithe
smith	smith
smith	smithová
världen	world
världen	svět
världen	světový
världen	světová
världen	světové
användare	uživatele
användare	uživatelem
användare	uživatel
användare	uživatele
användare	uživatelů
användare	uživatelé
varierad	rozmanité
varierad	různorodé
tar	braní
tar	bere
far	otče
far	otec
honduras	hondurasu
bolivia	bolívie
länder	země
ytterligare	dále
ytterligare	dodatečná
ytterligare	dodatečné
ytterligare	doplňková
guld	zlato
guld	zlatá
guld	zlatý
guld	gold
guld	zlaté
kuba	kubu
kuba	kuby
kuba	kuba
center	centrum
center	střed
center	center
dotter	dcerka
dotter	dcera
god	dobře
god	dobrý
god	dobry
grupp	skupinu
grupp	skupiny
grupp	skupina
väl	no
bandet	popruh
lars	lars
rätt	vpravo
rätt	správně
rätt	doprava
rätt	správné
rätt	správná
rätt	opravte
rätt	správně
roll	roli
roll	role
roll	úloha
svampar	houby
svampar	houby
svampar	houby
svampar	houba
svampar	houby
ryska	ruské
ryska	ruská
ryska	rusky
ryska	ruský
ryska	rus
henne	její
henne	jí
henne	ji
henne	ní
wien	vídni
wien	vídeň
via	prostřednictvím
via	via
via	přes
laguna	laguna
italien	itálie
syrien	sýrie
matcher	zápasy
matcher	shody
matcher	zápalky
matcher	odpovídá
matcher	hry
matcher	hrách
arter	druh
arter	druhy
hjälp	pomozte
hjälp	pomoc
hjälp	pomoci
kriget	válka
kriget	války
kriget	válce
kriget	válku
klassen	třída
klassen	třídy
gustav	gustav
gustav	gustave
gustav	garfield
university	univerzita
university	university
university	univerzity
van	vane
van	dodávka
van	van
anna	annu
anna	anna
fredrik	frederick
fredrik	fredrik
fler	další
fler	více
fler	víc
fler	more
kort	karet
kort	karty
kort	vizitky
kort	kort
kort	krátké
kort	krátká
kort	krátký
kort	stručné
kort	stručná
kort	stručný
kort	karta
kort	vizitka
kort	kartu
ungern	maďarsko
gitarr	kytara
gitarr	kytaru
serie	řady
