nasr	nasr
short	short
short	krótko
short	krótka
depășește	przekracza
depășește	przewyższa
baron	baronie
baron	baron
baron	barona
suficientă	wystarczające
suficientă	wystarczająca
suficientă	wystarczający
atelier	warsztat
atelier	warsztaty
barry	barry
mercur	mercury
mercur	rtęci
mercur	rtęć
tun	armata
tun	armaty
tun	działo
tun	tun
păr	włosy
păr	sierść
păr	włosów
cresc	rosną
cresc	rosnąć
concluzie	wniosek
concluzie	zawarcie
concluzie	wnioski
admis	przyjęty
admis	przyznał
astrofizică	astrofizyki
egalitate	równości
egalitate	równość
domnit	panował
identificare	identyfikacja
identificare	identyfikacji
astronomic	astronomiczne
demonstrează	wykazać
demonstrează	zademonstrować
ideal	idealna
ideal	idealne
ideal	ideał
ideal	idealny
găsită	znaleziona
găsită	znaleziony
găsită	znaleziono
găsită	znalazł
găsită	znalezione
haine	ubrania
haine	odzież
haine	ubranie
structurii	struktura
structurii	konstrukcja
structurii	struktury
abdallah	abdallah
repetat	powtarza
repetat	powtórzyć
repetat	wielokrotnie
tinere	młoda
tinere	młody
tinere	młode
tinere	młodzi
tinere	young
romaniansoccer	romaniansoccer
gros	gruby
gros	grubo
gros	gruba
gros	grube
calendar	terminarz
calendar	kalendarz
calendar	kalendarza
patrimoniu	dziedzictwo
patrimoniu	dziedzictwa
vocale	samogłoski
vocale	vocal
donat	przekazał
dakota	dakota
valle	valle
mansur	mansur
susan	susan
susan	zuzia
susan	zosia
holt	holt
federală	federalny
federală	federalnej
federală	federalne
federală	federalna
pont	pont
pont	tip
pont	cynk
pont	wskazówka
înlocuirea	zastąpienie
înlocuirea	wymiana
înlocuirea	zastąpienia
înlocuirea	zastępstwo
înlocuirea	zastąpienie
apple	jabłko
apple	apple
apple	jabłka
dame	warcaby
dame	dame
strasbourg	strasburgu
sportivi	sportowcy
sportivi	sportowców
tulburări	zaburzenia
apostoli	posłańcy
apostoli	posłańców
château	château
adăugarea	dodawanie
adăugarea	dodanie
adăugarea	dodawanie
adăugarea	dodanie
bois	bois
formularul	postać
formularul	forma
formularul	formularz
formularul	formy
formularul	formularza
grupate	zgrupowane
crimă	morderstwa
crimă	zabójstwo
crimă	morderstwo
crimă	przestępstwo
crimă	przestępczość
crimă	przestępstwa
crimă	zbrodnie
crimă	zbrodni
crimă	zbrodnia
gotic	gothic
tre	tre
roz	różowy
roz	różowa
roz	róż
roz	różowe
roz	różowo
ahmed	ahmed
latine	łacińskiej
frunzele	liści
frunzele	liście
exprima	ekspres
exprima	express
exprima	ekspresowe
compoziții	kompozycje
moscovei	moskwy
moscovei	moskwie
moscovei	moskwa
kashmir	kaszmir
belgian	belgijski
belgian	belgijskie
wikimapia	wikimapia
orange	pomarańczowy
orange	orange
orange	pomarańczowe
orange	pomarańczowa
pierderile	strat
pierderile	straty
naviga	żagiel
naviga	żagle
echipament	wyposażenie
echipament	sprzęt
includerea	włączenie
includerea	integracja
includerea	włączenia
simona	simona
joachim	joachim
formal	formalnie
formal	formalne
formal	formalny
formal	formalnie
austin	austin
filozofia	filozofia
filozofia	filozofii
aedes	aedes
implicarea	zaangażowanie
implicarea	udział
explica	wyjaśnij
explica	wyjaśnić
wall	ściany
wall	ściana
wall	mur
wall	mury
wall	ścianie
wall	tablica
harald	harald
autonome	autonomiczne
autonome	autonomicznych
autonome	autonomiczny
village	wiosce
village	wioska
village	village
village	wioski
village	wieś
intensă	intensywny
intensă	intensywna
intensă	intensywne
intensă	intensywnie
mutată	przeniesiony
mutată	przeniesiona
mutată	przeniesione
mutată	przeniesiono
strâmtoarea	cieśnina
refugiat	uchodźców
refugiat	uchodźcy
ungară	węgierskiej
ungară	węgierskie
ungară	węgierski
ungară	węgier
ungară	węgierska
scăzută	niska
scăzută	niskie
scăzută	niski
scăzută	low
scăzută	nisko
compune	komponować
ofensivă	obraźliwe
intervenție	interwencja
intervenție	interwencji
intervenție	interwencje
galilor	galowie
fenomene	zjawiska
fenomene	fenomen
fenomene	zjawisk
fenomene	zjawisko
austrieci	austriacy
austrieci	austrii
austrieci	austriackie
costume	kostiumy
costume	stroje
costume	garnitury
costume	kombinezony
cânta	sing
cânta	śpiewaj
grija	troska
grija	troskę
grija	opieki
grija	opieka
corul	chóru
corul	chór
corul	chór
corul	chóru
modelele	wzory
modelele	modeli
modelele	modelki
modelele	modele
îndeplini	spełnić
reich	rzesza
reich	rzeszy
józsef	józsef
agricol	rolniczy
agricol	rolnicze
agricol	rolnych
agricol	rolnictwo
originile	początki
originile	pochodzenie
khan	chan
khan	khan
mutarea	przenoszenie
mutarea	przeprowadzka
mutarea	przeprowadzki
moscheea	meczetu
moscheea	meczet
lățimea	szerokość
lățimea	szerokości
cooper	coopera
cooper	cooper
preah	preah
invazie	inwazja
invazie	inwazji
ehf	ehf
brabant	brabant
dealuri	wzgórza
dealuri	hills
danny	danny
determinată	zdecydowana
determinată	ustalona
determinată	ustalone
determinată	zdeterminowany
determinată	określone
determinată	zdeterminowana
tag	znacznik
tag	tag
tag	oznacz
perete	ściany
perete	ściana
perete	mur
perete	mury
perete	ścianie
perete	tablica
nicholas	nicholas
nicholas	mikołaj
ixodes	ixodes
istoricii	historycy
străină	zagraniczny
străină	zagranicznych
străină	obce
străină	zagraniczna
străină	zagraniczne
iubit	kochał
iubit	kochany
iubit	ukochana
iubit	ukochany
iubit	kochany
iubit	chłopaku
iubit	chłopak
iubit	chłopaka
entitate	jednostka
entitate	podmiot
entitate	istota
platină	platyny
rezolva	rozwiązać
continental	continental
continental	kontynentalne
caesar	caesar
caesar	cezara
caesar	cezar
cruci	krzyże
pierdute	zagubiona
pierdute	zagubiony
pierdute	stracił
pierdute	stracone
pierdute	utracone
perioadele	okresy
perioadele	okresów
bianco	bianco
ilustrează	ilustruje
ilustrează	zilustrować
cardinal	kardynał
clare	clare
clare	klara
vulcan	wulkanu
vulcan	wulkan
vulcan	wulkan
moștenit	odziedziczył
curentului	prąd
curentului	bieżące
curentului	aktualne
curentului	bieżący
curentului	aktualny
destinație	przeznaczenie
sunetul	dźwięki
sunetul	sound
sunetul	dźwięk
xbox	xbox
inca	nadal
inca	wciąż
inca	jeszcze
gama	gamma
baby	baby
baby	dziecko
baby	kochanie
evaluarea	wycena
evaluarea	wyceny
evaluarea	ocena
evaluarea	ocena
evaluarea	oceny
danez	duńskie
danez	duński
danez	duńskim
raportat	zgłoszono
raportat	zgłaszane
raportat	zgłoszone
raportat	zgłoszony
raportat	zgłoszona
raportat	zgłosił
râurilor	rzek
râurilor	rzeki
râurilor	rivers
paula	pauli
paula	paula
acoperiș	dach
acoperiș	dachu
acoperiș	dach
acoperiș	dachu
conferință	konferencje
conferință	konferencję
conferință	konferencja
conferință	konferencji
legală	legalnie
legală	prawny
legală	prawne
legală	legalne
civili	cywilów
civili	cywile
elisabeth	elżbieta
elisabeth	elisabeth
citește	czytaj
citește	czytać
citește	przeczytaj
variate	zróżnicowane
bros	bracia
bros	bros
prăbușit	rozbity
prăbușit	rozbił
prăbușit	upadł
clasificate	sklasyfikowane
clasificate	tajne
clasificate	tajna
clasificate	tajny
clasificate	ogłoszenia
pic	fotka
pic	pic
administrare	administracja
administrare	administracji
administrare	podawanie
cereale	zboża
cereale	ziarna
cereale	ziarno
cereale	zboże
cereale	zboża
cereale	zbóż
cereale	zboża
cereale	zbóż
cereale	płatki
warren	warren
parlamentară	parlamentarnej
parlamentară	parlamentarne
ferenc	ferenc
pictori	malarzy
stein	stein
doo	doo
étienne	étienne
trafic	ruch
trafic	korki
baraj	tamy
baraj	zapora
baraj	tama
baraj	dam
absolvent	absolwent
islamică	islamskiej
derivă	drift
balta	staw
balta	stawu
balta	stawie
balta	kałuża
balta	kałuży
aires	aires
roberts	roberts
kingdom	królestwie
kingdom	królestwa
kingdom	królestwo
amândoi	obydwa
amândoi	oboje
amândoi	obie
amândoi	oba
statuie	figura
statuie	pomnik
statuie	posąg
tennessee	tennessee
toamnă	jesień
toamnă	jesieni
moștenirea	dziedzictwo
moștenirea	dziedzictwo
moștenirea	spadek
oslo	oslo
turner	turner
turner	turnera
adăugate	dodany
adăugate	dodano
adăugate	dodana
adăugate	dodane
beta	beta
aripi	skrzydeł
aripi	skrzydełka
aripi	skrzydła
golf	golf
interzisă	zabronione
interzisă	zakazany
interzisă	zakazane
interzisă	niedozwolone
interzisă	zabronione
interzisă	zakazany
interzisă	zakazane
numirea	mianowanie
numirea	spotkanie
contactul	kontakt
contactul	kontakty
java	java
alexandre	alexandre
siberia	syberii
inspector	inspektor
inspector	inspektorze
cumva	jakoś
cumva	jakos
ocean	oceanu
ocean	ocean
claudia	klaudia
claudia	claudia
plăcut	lubił
plăcut	polubił
plăcut	przyjemne
plăcut	przyjemnie
plăcut	przyjemny
plăcut	przyjemna
evans	evans
franceza	francuski
franceza	francuska
franceza	french
franceza	francuskie
wien	wien
edge	edge
edge	krawędź
edge	krawędzi
declarație	deklaracja
declarație	oświadczenie
declarație	oświadczenia
declarație	stwierdzenie
declarație	deklaracja
declarație	oświadczenie
declarație	deklaracje
declarație	deklarację
declarație	zgłoszenie
discursul	mowa
discursul	przemowa
discursul	przemówienie
discursul	wystąpienie
alabama	alabamie
alabama	alabamy
folosire	wykorzystanie
folosire	korzystanie
folosire	użycie
folosire	użytkowanie
tabel	tabeli
tabel	tabela
tabel	stół
tabel	stolik
tabel	tablica
indiei	indie
keith	keitha
keith	keith
asigurată	ubezpieczony
corrèze	corrèze
emise	wyemitowane
emise	wydany
emise	wydane
emise	wydawane
emise	wydano
campionatele	championships
manastirea	klasztoru
manastirea	klasztor
manastirea	klasztorze
louisiana	luizjany
baschet	koszykówki
baschet	kosza
baschet	koszykówka
baschet	koszykówkę
organ	narządów
organ	narządy
organ	organy
organ	organ
hotelul	hotel
oarecum	nieco
finistère	finistère
tranziție	przejścia
tranziție	przejściowy
tranziție	przemiana
tranziție	przejście
distanțe	odległości
cald	gorąco
cald	hot
cald	gorące
cald	gorąca
cald	gorący
cald	ciepła
cald	ciepło
cald	ciepły
adânc	głęboka
adânc	głęboki
adânc	głęboko
adânc	głębokie
adânc	deep
salvare	ratunek
salvare	zbawienie
salvare	zbawienia
salvare	uratować
salvare	ratowanie
salvare	ratunek
vacanță	święto
vacanță	urlop
vacanță	wakacji
malta	malty
malta	malta
fotbalul	football
fotbalul	futbol
radical	radykalne
radical	radykalnie
asalt	napaści
asalt	atak
asalt	napaść
asalt	napad
renault	renault
sierra	sierra
specializate	wyspecjalizowane
specializate	specjalistyczne
specializate	wyspecjalizowanych
specializate	wyspecjalizowane
specializate	specjalistyczne
buenos	buenos
dificultăți	trudności
dificultăți	trudność
dificultăți	trudności
râurile	rzek
râurile	rzeki
râurile	rivers
tribuna	tribune
lapte	mleka
lapte	mleko
grove	grove
memoriile	pamiętniki
viteze	prędkości
clara	klara
clara	clara
vieți	mieszka
vieți	żyje
boemia	czechy
oferind	oferuje
oferind	oferowanie
letonia	łotwa
letonia	łotwy
letonia	łotwie
islanda	islandia
islanda	islandii
hanovra	hanover
hanovra	hannover
rahman	rahman
edinburgh	edynburgu
hlist	hlist
silva	silva
democratic	demokratycznie
democratic	demokratyczny
democratic	demokratyczna
democratic	demokratyczne
distinge	odróżnić
vrei	chcesz
vrei	chce
strategice	strategicznych
strategice	strategiczne
strategice	strategiczny
utilizând	używanie
utilizând	użycie
utilizând	używając
numeric	numeryczny
simte	czuję
simte	czuć
lloyd	lloyd
robinson	robinson
oldenburg	oldenburg
controverse	kontrowersji
lunile	miesiące
lunile	miesięcy
lunile	miesiącach
rase	wyścigi
rase	ras
rase	rasy
rase	ras
rase	rasy
bordeaux	bordeaux
lecții	lekcje
lecții	lekcji
jay	jaya
jay	jay
soră	siostro
soră	siostra
teste	próby
teste	badania
teste	testy
teste	egzaminy
aventuri	przygody
aventuri	przygód
aventuri	przygodę
aventuri	przygoda
aventuri	przygody
aventuri	przygód
autorități	władzom
autorități	władze
autorități	organy
estimare	oszacowania
estimare	oszacowanie
estimare	szacunki
estimare	szacowania
estimare	oszacowanie
comparativ	porównawcze
comparativ	porównawczych
comparativ	stosunkowo
islamice	islamskiej
salt	skok
salt	sól
salt	soli
dezvolta	rozwinąć
tensiune	napięcia
tensiune	napięcie
tensiune	napięcia
tensiune	napięcie
banda	taśmy
banda	taśma
batman	batman
batman	batmana
pius	pius
trăiască	live
trăiască	żywo
trăiască	żyj
exprimate	obsady
exprimate	gips
exprimate	wyrażono
exprimate	wyrażony
exprimate	wyrażona
exprimate	wyraził
exprimate	wyrażone
moneda	walutę
moneda	waluty
moneda	waluta
moneda	monety
moneda	moneta
instalații	instalacje
instalații	instalacji
romeo	romeo
aruncă	rzuć
aruncă	rzut
conservare	konserwacja
matilda	matylda
recentă	niedawno
recentă	najnowsze
recentă	ostatnie
recentă	ostatnich
recentă	ostatnio
accentul	akcent
trenul	pociągiem
trenul	pociągu
trenul	pociąg
trenul	pociągi
bate	beat
bate	pokonać
bate	bije
bate	bity
propuse	proponowane
propuse	proponowana
propuse	proponowany
manuscris	rękopis
tanc	zbiornik
tanc	czołg
tanc	tank
veliko	weliko
zguduit	wstrząśnięta
zguduit	wstrząśnięty
bolnav	chore
bolnav	chora
bolnav	chory
bolnav	chorzy
prix	prix
nguyen	nguyen
fiice	córki
fiice	córek
nigeria	nigerii
gust	smak
gust	gust
gust	smaku
gilbert	gilbert
vizuale	wizualizacje
minnesota	minnesota
allah	allah
allah	allaha
joan	joan
joan	joanna
latina	łacińskiej
latina	latina
vila	vila
vila	willa
vila	villa
bor	bor
bor	boru
muncitori	pracowników
muncitori	pracownicy
muncitori	robotnicy
györgy	györgy
strategic	strategicznie
strategic	strategicznych
strategic	strategiczne
strategic	strategiczny
privit	obserwowana
privit	obejrzał
privit	obserwowane
privit	obserwowany
privit	obserwował
dennis	dennisa
dennis	dennis
geografia	geografii
geografia	geografia
miami	miami
lang	lang
multumesc	dzieki
multumesc	dziękujemy
multumesc	dzięki
bugetul	budżetu
bugetul	budżet
matthew	mateusza
matthew	mateusz
matthew	maciej
intervalul	zasięg
intervalul	zakres
intervalul	zasięgu
intervalul	przedział
intervalul	odległość
intervalul	odstęp
intervalul	przerwa
intervalul	przedział
wisconsin	wisconsin
străzile	ulice
străzile	ulic
sunete	dźwięki
sunete	brzmi
cablu	kabel
cablu	kable
barajul	tamy
barajul	zapora
barajul	tama
barajul	dam
autonom	autonomiczne
autonom	autonomicznych
autonom	autonomiczny
lucas	lucasa
lucas	lucas
lucas	łukasz
lucas	lukas
justin	justin
justin	justyna
laurent	laurent
lingvistice	językowej
northern	północ
northern	północna
northern	północne
northern	północnej
northern	północny
astea	tych
astea	te
procedura	postępowanie
procedura	procedura
procedura	procedury
marx	marx
marx	marks
lector	wykładowca
primăvară	wiosenny
primăvară	spring
primăvară	wiosny
primăvară	wiosna
gândirea	myślenia
gândirea	myśleć
gândirea	myślenie
gândirea	myśli
esențial	zasadnicze
consecutive	kolejnych
navarra	navarre
asimov	asimov
carnivore	mięsożerne
repere	podkreśla
repere	etapy
cifră	cyfra
singapore	singapuru
interpreta	interpretować
acoperire	powłoka
acoperire	powłoki
acoperire	okładki
acoperire	okładka
acoperire	pokrycie
acoperire	pokrycia
acoperire	pokrycie
wells	wells
pasăre	ptaka
pasăre	ptak
pasăre	bird
pasăre	ptaszek
ocazional	okazjonalnych
ocazional	okazjonalnie
ocazional	sporadycznie
ocazional	sporadycznie
ocazional	okazjonalnie
dedesubt	niżej
dedesubt	poniżej
atei	ateistów
stadiul	etap
stadiul	scena
stadiul	faza
stadiul	etapie
transforma	przemiana
transforma	transformacja
grădină	ogrodu
grădină	ogród
grădină	ogródek
grădină	ogrodzie
springs	sprężyny
springs	springs
detaliate	szczegółowy
detaliate	szczegółowe
estimat	szacowana
estimat	szacowany
estimat	szacunkowy
derivate	pochodne
derivate	pochodnych
derivate	pochodne
liban	liban
liban	libanu
scaune	krzesła
scaune	fotele
scaune	siedzenia
gov	gov
béla	bela
béla	béla
regii	kings
regii	królowie
regii	królów
emma	emma
persană	perski
doyle	doyle
efectuarea	robienie
efectuarea	zrobienie
efectuarea	wykonywanie
efectuarea	wykonywania
organe	narządy
organe	organy
organe	narządów
organe	narządy
organe	organy
organe	organ
surori	sióstr
surori	siostrzyczki
surori	siostrami
surori	siostry
goethe	goethe
cazimir	kazimierz
cazimir	kazimierza
aug	sierpień
eforturi	wysiłek
eforturi	starania
eforturi	wysiłki
bobby	bobby
ring	ring
ring	obrączka
ring	pierścień
ring	pierścionek
sever	poważna
sever	poważne
sever	sever
faze	faz
faze	fazy
pielea	skóry
pielea	skórę
pielea	skóra
abordare	podejście
abordare	podejścia
vorbind	mówiąc
vorbind	mówienie
apărat	bronił
apărat	broniła
bretagne	bretagne
mina	mina
pactului	pakt
pactului	paktu
cameron	cameron
revistele	czasopism
revistele	magazyny
revistele	czasopisma
decisiv	decydujące
decisiv	decydujący
sălbatice	wild
sălbatice	dziki
sălbatice	dziko
sălbatice	dzika
sălbatice	dzikie
noroc	pozdro
noroc	zdrówko
definiția	definicja
definiția	definicji
definiția	definicje
averea	majątek
averea	bogactwo
averea	bogactwa
practicat	praktykowane
dați	dawać
dați	dajesz
dați	daj
țintă	docelowe
țintă	cel
țintă	target
comunitățile	społeczności
comunitățile	wspólnot
comunitățile	wspólnoty
nenumărate	niezliczone
vânzare	sprzedaży
vânzare	sale
vânzare	sprzedaż
vânzare	wyprzedaż
cunoștință	znajomość
vărul	kuzyn
vărul	kuzynka
vărul	kuzynie
mer	mer
automată	automat
automată	automatycznie
automată	automatyczne
automată	automatyczny
automată	automatyczna
refugiați	uchodźców
refugiați	uchodźcy
fereastră	okna
fereastră	window
fereastră	okienko
fereastră	okno
rector	rektor
propagandă	propaganda
propagandă	propagandy
dominat	zdominowany
crească	rosną
crească	rosnąć
rebel	rebeliantów
ccd	ccd
lanțul	łańcuchy
lanțul	łańcuch
lanțul	łańcucha
lanțul	łańcuszek
uruguay	urugwaju
pascal	pascal
mecanica	mechanika
iugoslaviei	jugosławii
damian	damian
roll	roll
roll	rolki
preluarea	pobieranie
preluarea	przejęcia
preluarea	przejęcie
coadă	kolejki
coadă	kolejka
coadă	ogon
coadă	tail
coadă	ogonie
judecător	judge
judecător	sędziego
judecător	sędzia
semnează	podpisz
semnează	znak
palermo	palermo
hugh	hugh
termică	termiczne
laos	laos
argumentele	argumenty
uesac	uesac
fir	drutu
fir	drut
fir	druty
fir	nić
fir	nici
fir	wątek
fir	wątku
legiunea	legion
legiunea	legia
chip	chip
chip	chipa
coroană	wieniec
coroană	koronę
coroană	crown
coroană	korony
coroană	korona
localizată	zlokalizowany
localizată	położony
localizată	zlokalizowane
localizată	zlokalizowane
localizată	miejscowy
localizată	miejscowa
triburile	plemion
triburile	plemiona
triburile	szczepy
mon	mon
lisa	lisy
lisa	lisa
lisa	lisie
platoul	plateau
păsările	ptaki
păsările	ptaków
păsările	ptaszki
arcul	łuk
square	plac
square	kwadrat
square	kwadratowy
square	square
square	kwadratowe
doc	doc
încet	powoli
cerul	niebo
cerul	niebie
cerul	sky
cerul	nieba
esențiale	zasadnicze
transferul	przenoszenie
transferul	transfer
transferul	przeniesienie
transferul	przelew
transferul	przekazanie
transferul	transferu
creatorul	stwórca
creatorul	twórca
creatorul	twórcy
creatorul	twórcą
companiile	firmy
companiile	spółki
companiile	przedsiębiorstw
companiile	przedsiębiorstwa
companiile	firm
silvia	silvia
silvia	sylwia
silvia	sylvia
silvia	sylwia
gibson	gibson
înconjurată	otoczony
înconjurată	otoczone
înconjurată	otoczona
viktor	wiktor
viktor	viktor
adulți	dorosłe
adulți	dorośli
adulți	dorosłych
adulți	dorośli
adulți	dorosły
adulți	dorosłych
adulți	dorosła
nivele	poziomy
nivele	poziomów
estadio	estadio
copertă	okładki
copertă	okładka
copertă	pokrycie
atribuită	nadany
atribuită	przypisane
atribuită	przypisano
atribuită	przypisany
atribuită	przypisana
atribuită	przypisana
atribuită	przydzielony
atribuită	przypisano
atribuită	przypisany
atribuită	przypisane
wood	drewno
wood	wood
wood	drewna
abc	abc
geo	geo
coordonatele	współrzędnych
coordonatele	współrzędne
coordonatele	koordynaty
johan	johan
santos	santos
gif	gif
armament	uzbrojenie
armament	uzbrojenie
credit	kredytu
credit	kredyt
credit	credit
simfonia	symphony
marcând	punktacji
visul	marzenie
visul	dream
visul	marzenia
visul	sen
eddie	eddie
eddie	eddiego
întreprinderi	przedsiębiorstw
întreprinderi	przedsiębiorstwa
mir	mir
entități	podmioty
entități	podmiotów
pescuit	rybołówstwa
pescuit	połowy
pescuit	rybołówstwo
pescuit	ryby
pescuit	połowów
pescuit	połowy
pescuit	rybołówstwo
proporție	proporcji
proporție	proporcjonalnie
proporție	odsetek
proporție	proporcje
opoziția	opozycja
opoziția	opozycji
opoziția	sprzeciw
jorge	jorge
frecvența	częstotliwości
frecvența	częstotliwość
frecvența	częstość
atribuite	nadany
atribuite	przypisane
atribuite	przypisano
atribuite	przypisany
atribuite	przypisana
atribuite	przypisana
atribuite	przydzielony
atribuite	przypisano
atribuite	przypisany
atribuite	przypisane
bursă	stypendium
bursă	wspólnota
bursă	stypendium
etaje	podłóg
etaje	piętra
etaje	podłogi
rază	promień
dragomir	dragomir
reciproc	wzajemna
reciproc	wzajemnego
reciproc	wzajemne
extra	dodatkowa
extra	ekstra
extra	dodatkowe
extra	dodatkowy
extra	extra
avansate	zaawansowanych
avansate	zaawansowane
avansate	zaawansowana
