של	шел
בזמן	докато
חדש	ню
חדש	ново
חדש	нов
חדש	нови
חדש	нова
השלישי	ііі
השלישי	iii
השלישי	трети
השלישי	трета
השלישי	трето
משה	моузес
משה	моисей
משה	мойсей
משה	моше
גרמניה	германец
גרמניה	германски
גרמניה	немски
גרמניה	немска
גרמניה	германска
גרמניה	германия
יורק	йорк
הממשלה	правителство
חיל	корпус
יהודה	юда
יהודה	юда
מעל	над
מעל	над
מעל	отгоре
ארץ	държава
ארץ	страна
ארץ	земи
ארץ	земя
ארץ	земно
ארץ	земята
ארץ	земен
ארץ	земя
כלי	инструмент
צרפת	франция
הרבה	mnogo
הרבה	много
אתה	си
אתה	ти
אתה	ви
נמצא	намерено
נמצא	намерени
נמצא	открит
נמצא	намерена
נמצא	намерен
טוב	добър
טוב	добро
טוב	добре
אי	острова
אי	island
אי	остров
אי	островът
אי	айлънд
ילדים	деца
ילדים	децата
ילדים	деца
שלושה	три
שלושה	трима
הגיע	пристигнал
הגיע	пристигна
הגיע	дойде
אירופה	европа
אירופה	europa
אירופה	европа
אירופה	европейско
אירופה	европейски
אירופה	европеец
אירופה	европейска
המלך	крал
המלך	кинг
המלך	кралят
המלך	цар
המלך	краля
כמעט	почти
מיליון	милион
יצחק	исаак
יצחק	айзък
יצחק	исак
יצחק	ицхак
האלבום	албум
יוסף	жозеф
יוסף	джоузеф
יוסף	йосиф
יוסף	йосеф
כוח	сила
כוח	мощ
כוח	якост
כוח	сила
כוח	мощност
כוח	сила
כוח	власт
כוח	мощ
נפטר	починали
נפטר	починала
נפטר	покойник
נפטר	починал
הלהקה	група
הלהקה	оркестър
הלהקה	банда
הלהקה	лента
מלך	крал
מלך	кинг
מלך	кралят
מלך	цар
מלך	краля
מקור	произход
מקור	източник
מקור	клюн
תוכנית	програмата
תוכנית	програма
תוכנית	план
תוכנית	програма
בתי	дъще
בתי	дъщеря
נראה	изглежда
לגבי	относно
פעם	веднъж
משתמש	използвайки
משתמש	потребителски
משתמש	потребител
משתמש	ползвател
קיבל	получено
קיבל	получена
קיבל	получен
קיבל	получени
קיבל	приета
קיבל	приети
קיבל	прие
קיבל	прието
קיבל	приет
עקב	талон
עקב	дължима
עקב	дължими
עקב	пета
עקב	петата
נשים	жени
נשים	жените
מונה	моне
מונה	мона
במיוחד	особено
במיוחד	особено
האימפריה	империята
האימפריה	емпайър
האימפריה	империя
עדיין	още
מים	вода
מים	водата
כוחות	пауърс
כוחות	сили
כוחות	правомощия
כוחות	сили
פעולה	действия
פעולה	действие
פעולה	екшън
ניו	нео
נכון	правилно
נכון	истина
נכון	верни
נכון	вярно
חוק	закон
חיפה	хайфа
יחידה	поделение
יחידה	единица
העונה	сезон
העונה	сезона
שוב	отново
שוב	пак
יעקב	джейкъб
יעקב	якоб
יעקב	яков
יעקב	якоб
יעקב	яков
אינה	ина
מדינות	държави
מדינות	щати
מדינות	държави
מדינות	страни
הבית	дом
הבית	домашен
הבית	вкъщи
הבית	house
הבית	къща
הבית	къщата
הבית	хаус
תודה	мерси
תודה	благодаря
לב	сърце
לב	сърцето
לב	лев
מפקד	командващ
מפקד	командир
שלוש	три
שלוש	трима
שלום	шалом
שלום	мир
שלום	здравей
שלום	ало
שלום	здравейте
אזור	район
אזור	регион
אזור	област
אזור	зона
אזור	зона
אזור	площ
אזור	област
אזור	район
פעמים	пъти
פעמים	времена
פעמים	таймс
פעמים	times
קבוצות	групи
קבוצות	отбори
קבוצות	екипи
המשחק	мач
המשחק	гейм
המשחק	играта
המשחק	игра
האי	острова
האי	island
האי	остров
האי	островът
האי	айлънд
האי	hai
האי	хай
סרט	филмова
סרט	филм
סרט	филм
סרט	лента
בגלל	защото
המפלגה	парти
המפלגה	party
המפלגה	купон
המפלגה	партия
בעבר	досега
האחרון	последно
האחרון	последен
האחרון	последни
האחרון	последна
קרב	битката
קרב	битка
קרב	битка
האתר	уебсайт
האתר	сайт
קצר	кратко
קצר	къса
קצר	кратка
קצר	късо
קצר	кратък
קצר	кратко
קצר	кратка
ימים	дни
ימים	дена
בהמשך	долу
בהמשך	отдолу
בר	бар
בר	барът
צבא	военно
צבא	военен
צבא	военна
צבא	военни
צבא	армията
צבא	армеец
צבא	армия
צבא	армейски
ים	море
ים	морето
החיים	живот
החיים	живота
החיים	life
החיים	лайф
החיים	животът
משחק	мач
משחק	гейм
משחק	играта
משחק	игра
משחק	играе
משחק	свирене
משחק	играят
ראשי	главата
ראשי	глава
ראשי	шефе
ראשי	началник
ראשי	първична
ראשי	първични
ראשי	първичен
ראשי	първично
הזמן	времето
הזמן	време
למעשה	всъщност
אברהם	ейбрахам
אברהם	авраам
אברהם	абрахам
אברהם	аврам
אברהם	авраам
אברהם	аврам
נבחר	избрана
נבחר	избрано
נבחר	избрани
נבחר	избран
נבחר	избрана
נבחר	избрано
נבחר	избрани
נבחר	избран
מדי	мади
לרוב	предимно
לרוב	главно
פעילות	дейност
פעילות	активност
לכן	затуй
לכן	следователно
שטח	полето
שטח	поле
שטח	терена
שטח	терен
שטח	терени
שטח	зона
שטח	площ
שטח	област
שטח	район
מאוחר	късно
מאוחר	закъснява
דף	страница
דף	страницата
דף	page
דף	деф
קולנוע	филмова
קולנוע	филм
קולנוע	филми
קולנוע	кинематография
קולנוע	киното
קולנוע	кино
קשר	свързване
קשר	връзка
קשר	връзката
קשר	контакт
קשר	контакти
קשר	възел
אחרת	иначе
פני	пени
קודם	първи
קודם	първо
עיר	град
עיר	градът
עיר	градче
עיר	град
עיר	градът
עיר	сити
עיר	city
לצד	страна
לצד	страничен
בגיל	остаряла
בגיל	остарял
ידוע	позната
ידוע	известни
ידוע	познат
ידוע	известна
ידוע	известен
הופעות	впечатления
הופעות	изяви
הופעות	концерти
הופעות	концертите
תקופה	период
ספרים	книгите
ספרים	книги
קטן	малка
קטן	малки
קטן	малък
קטן	дребен
קטן	малка
קטן	малки
קטן	малък
קטן	литъл
קטן	малко
למד	научил
למד	учил
למד	проучен
למד	учила
למד	научи
למד	научете
ברית	алианса
ברית	алианс
ברית	съюз
ברית	съюзници
ברית	съюзниците
היהודי	евреин
תשע	nine
תשע	девет
ישראלי	израелски
משרד	кабинет
משרד	офисът
משרד	офис
משרד	офиса
שיחק	играха
שיחק	играл
מעבר	преход
מעבר	отвъд
מעבר	проход
מעבר	преминаване
מעבר	пасаж
איך	как
גרסאות	варианти
גרסאות	версиите
גרסאות	версии
זהב	златен
זהב	златни
זהב	златно
זהב	златна
זהב	златен
זהב	златни
זהב	златно
זהב	златна
זהב	злато
עולם	свят
עולם	света
יד	ръка
יד	ръката
מדינה	държава
מדינה	страна
מדינה	щат
מדינה	държава
מדינה	държавно
ארגון	организация
ארגון	организация
ארגון	организиране
לכתוב	пиши
לכתוב	напишете
לכתוב	пишете
שונה	шона
שונה	различна
שונה	различно
שונה	различни
שונה	различен
שונה	променени
שונה	променено
שונה	модифициран
שונה	променен
שונה	модифицирани
שונה	модифицирана
גדולה	голямо
גדולה	големи
גדולה	голям
גדולה	голяма
גדולה	биг
גדולה	голямо
גדולה	големи
גדולה	голям
גדולה	голяма
גדולה	величието
גדולה	величие
קשה	трудно
קשה	силно
קשה	здраво
קשה	твърдо
קשה	твърд
קשה	труден
קשה	корав
קשה	трудно
קשה	труден
קשה	трудни
קשה	трудна
אור	светло
אור	светлина
אור	светлината
צבי	цви
צבי	сърна
צבי	елен
צבי	елени
צבי	газела
לדוגמה	примерна
לדוגמה	пример
אוכלוסייה	популация
אוכלוסייה	население
בעברית	иврит
בעברית	еврейски
הקהילה	общност
הקהילה	общността
כנגד	срещу
כנגד	против
קיים	съществували
קיים	съществуваше
קיים	съществувало
קיים	съществувал
קיים	съществуват
קיים	съществува
קיים	съществуващо
קיים	съществуващ
קיים	съществуващи
קיים	съществуваща
שלי	шели
שלי	моите
שלי	мой
שלי	моята
שלי	мое
שלי	моя
שלי	моят
שלי	шели
דומה	подобно
דומה	подобен
דומה	сходен
דומה	подобна
דומה	подобни
דומה	дюма
דין	дийн
שכן	съсед
שכן	съседка
שכן	съсед
שכן	съседка
מחוז	окръг
מחוז	графство
מחוז	провинцията
מחוז	провинция
מחוז	окръг
מחוז	област
מחוז	район
ימי	дни
ימי	дена
תואר	градус
תואר	степен
סדרת	серия
סדרת	поредица
סדרת	сериал
סדרת	серии
למצוא	открийте
למצוא	намиране
למצוא	намерете
למצוא	намери
למצוא	намеря
נקרא	наречен
נקרא	наречена
פשוט	прост
פשוט	прости
פשוט	проста
פשוט	простичко
פשוט	просто
פשוט	само
עבודה	работа
עבודה	йов
עבודה	работа
עבודה	труд
עבודה	работи
חשוב	важно
חשוב	важен
חשוב	важни
חשוב	важна
כיוון	посока
שלמה	шломо
שלמה	соломон
שלמה	цялата
שלמה	цяла
שלמה	цял
שלמה	цялото
תבנית	шаблон
תבנית	формат
אמריקאים	американска
אמריקאים	американско
אמריקאים	американски
אמריקאים	американец
אמריקאים	американците
אמריקאים	американци
הפועל	глагол
הפועל	апоел
אפריקה	африка
נחשב	разглеждания
נחשב	разглеждан
דרום	южен
דרום	южни
דרום	южна
דרום	южно
דרום	южен
דרום	юг
דרום	южна
זכויות	права
עלה	лист
עלה	листа
עלה	листо
לקבל	приеми
לקבל	приемете
לקבל	приемам
מבנה	структура
מבנה	конструкция
להשתמש	използване
להשתמש	употреба
להשתמש	използвайте
העליון	върховен
העליון	върховния
העליון	върховна
העליון	върховно
בברכה	приветства
בברכה	искрено
בברכה	заповядайте
בברכה	посрещането
בסיס	основа
בסיס	база
בסיס	основа
בסיס	основание
בסיס	база
מין	пол
מין	пола
מין	секс
מין	секса
מין	сексът
מין	видове
מין	вид
מין	мин
מין	min
לשעבר	бивши
לשעבר	бивш
לשעבר	бивша
כזה	такава
כזה	такива
כזה	такова
כזה	такъв
משנה	материя
משנה	материята
אינטרנט	web
אינטרנט	уеб
אינטרנט	интернет
נקודות	точки
נקודות	петна
קבוצה	група
קבוצה	групово
קבוצה	групиране
קבוצה	групова
קבוצה	тийм
קבוצה	отбор
קבוצה	отбора
קבוצה	екип
קבוצה	team
הקרב	битката
הקרב	битка
שירים	стихотворения
שירים	поеми
שירים	стихове
שירים	песните
שירים	песни
התנועה	трафик
התנועה	задръстване
עת	времето
עת	време
הר	планински
הר	планина
הר	планината
הר	връх
הר	хълм
הר	планина
הר	монтиране
הר	планината
הרי	хари
תפקיד	роля
למה	защо
נולדה	родени
נולדה	роден
נולדה	родена
שמות	наименования
שמות	имената
שמות	имена
יחסית	сравнително
יחסית	сравнително
יחסית	относително
הקמת	учреждение
הקמת	установяване
שערים	гейтс
שערים	порти
שערים	портите
שערים	портали
שערים	голове
שערים	цели
מערכות	системи
שנייה	второ
שנייה	втора
שנייה	втори
שנייה	сек
ליצור	създаване
ליצור	създайте
מטרים	метра
מטרים	метри
מטרים	метри
אמריקה	америка
ליד	близко
ליד	близо
שר	шар
שר	чар
שר	шер
שר	шер
שר	пеенето
שר	пея
שר	пее
שר	пеене
שר	пеейки
שר	министър
קו	реплика
קו	линия
סוף	край
כסף	пари
כסף	парите
כסף	сребърна
כסף	сребърни
כסף	силвър
כסף	сребро
כסף	сребърен
תמונות	снимки
תמונות	снимките
תמונות	снимки
תמונות	картинки
תמונות	картини
תמונות	изображения
תמונות	образи
תת	sub
תת	подводница
תת	подводницата
נשיא	президентът
נשיא	президент
נשיא	председател
נשיא	президентите
נשיא	президенти
נשיא	председатели
מוזיקה	music
מוזיקה	музиката
מוזיקה	музика
חדשים	ню
חדשים	ново
חדשים	нов
חדשים	нови
חדשים	нова
בהתאם	съответно
מצב	статус
מצב	състояние
מצב	положение
מצב	статут
מצב	режим
מצב	положението
מצב	ситуация
מצב	положение
מצב	състояние
מצב	състоянието
מצב	условие
היסטוריה	историята
היסטוריה	история
שינוי	промени
שינוי	смяна
שינוי	промяна
כדורגל	футбол
כדורגל	футбол
כדורגל	футболен
ביקורת	критиката
ביקורת	критика
ביקורת	критики
ביקורת	критика
ביקורת	критиката
ביקורת	преглед
ביקורת	преразглеждане
חודשים	месеца
חודשים	месеци
חודשים	месеците
אבן	каменна
אבן	стоун
אבן	камък
שחקן	плеър
שחקן	играч
שחקן	актьор
משפט	процес
משפט	съдът
משפט	съд
משפט	корт
משפט	изречение
משפט	присъда
אמריקאי	американска
אמריקאי	американско
אמריקאי	американски
אמריקאי	американец
חצי	полу
חצי	наполовина
חצי	половината
הארגון	организация
סרטים	филми
סרטים	филми
הבא	следващо
הבא	следващ
הבא	следваща
משפחה	семейство
משפחה	семейството
במקביל	едновременно
במקביל	паралелно
במקביל	успоредно
במקביל	успоредни
במקביל	паралелна
במקביל	паралелни
די	ди
די	дий
מזרח	източно
מזרח	изток
מזרח	източна
מזרח	източно
מזרח	източни
מזרח	изток
מזרח	източен
ערים	градове
ערים	градовете
ערים	градчета
ערים	градове
ערים	градовете
מחוץ	отвън
מחוץ	навън
שבע	седем
שבע	седма
תהליך	процес
חי	жива
חי	живите
חי	живи
חי	живи
חי	жива
חי	live
חי	жив
חי	живей
חי	живи
חי	жива
חי	жив
שיר	шир
שיר	поема
שיר	стихотворение
שיר	песен
שיר	песничка
טלוויזיה	телевизия
טלוויזיה	телевизията
טלוויזיה	телевизор
החוק	закон
רוסיה	русия
השתתף	присъстваха
השתתף	участие
השתתף	участват
השתתף	участвали
השתתף	участвала
השתתף	участваха
חזר	върнато
חזר	върнати
חזר	върната
אישים	личности
בריטניה	британия
בריטניה	великобритания
גבוהה	висок
גבוהה	висока
גבוהה	високи
גבוהה	високо
גבוהה	висок
גבוהה	висока
גבוהה	високи
כהן	коен
חופשי	свободно
חופשי	свободни
חופשי	свободен
חופשי	свободна
חופשי	безплатни
חופשי	безплатно
חברות	приятелството
חברות	дружба
חברות	приятелство
חברות	дружества
חברות	фирми
חברות	компании
חברות	гаджета
חברות	приятелки
אן	ане
אן	анн
אן	ан
אן	анн
אן	ан
סיים	завършен
סיים	завърши
סיים	довърши
סיים	довърша
סיים	готово
סיים	направено
סיים	сторено
המקום	място
מבצע	операцията
מבצע	експлоатация
מבצע	функциониране
מבצע	операция
רמת	рамат
ברור	ясно
ברור	изчистване
רשת	мрежа
רשת	нетен
רשת	net
רשת	нето
רשת	нет
רשת	мрежа
רשת	решетка
רשת	мрежови
רשת	мрежа
רשת	мрежова
רשת	мрежата
הערכים	ценности
הערכים	стойности
רקע	фон
רקע	контекст
הגיעו	пристигнал
הגיעו	пристигна
תיאטרון	театър
תיאטרון	театър
דניאל	даниел
דניאל	даниъл
דניאל	даниел
איטליה	италия
צורך	необходимо
צורך	необходими
צורך	необходима
צורך	необходимост
צורך	необходимост
צורך	нужда
צורך	потребност
חדשה	ню
חדשה	ново
חדשה	нов
חדשה	нови
חדשה	нова
אלבום	албум
הרביעי	четвърта
הרביעי	четвърто
הרביעי	четвърти
דו	доу
המרכז	център
המרכז	център
גן	ган
גן	джийн
גן	ген
גן	джин
גן	гена
גן	градински
גן	градината
גן	гардън
גן	градинка
גן	градина
עשרה	десетка
עשרה	ten
עשרה	десет
תמיד	винаги
משתמשים	потребители
משתמשים	потребителите
משתמשים	ползватели
העתיקה	древни
העתיקה	древен
העתיקה	древно
העתיקה	древна
עליה	нея
מחקר	учене
מחקר	учи
מחקר	проучване
מחקר	изучаване
מחקר	изследване
מחקר	проучване
מחקר	проучвания
מחקר	изследване
מחקר	изследвания
תרבות	култура
כללי	общи
כללי	обща
כללי	общи
כללי	генерал
למעלה	горе
הבכורה	премиерата
הבכורה	премиера
עונה	сезон
עונה	сезона
ארבע	четири
ארבע	четирима
ציון	резултат
חשיבות	важност
חשיבות	значимост
חשיבות	значимост
סיום	довършване
סיום	приключване
סיום	завършване
סיום	край
סיום	дипломирането
סיום	дипломиране
סיום	завършване
ארבעה	четири
ארבעה	четирима
מאיר	осветителната
מאיר	меир
הכוחות	пауърс
הכוחות	сили
הכוחות	правомощия
הכוחות	сили
שי	шей
שי	ши
כדור	сферата
כדור	сфера
כדור	топка
כדור	бал
כדור	бол
כדור	куршум
עשר	десетка
עשר	ten
עשר	десет
עבד	работил
עבד	роб
עבד	робиня
שער	портата
שער	порта
שער	цел
שער	гол
שער	портал
סביב	около
סביב	наоколо
גבוה	висок
גבוה	висока
גבוה	високи
גבוה	високо
גבוה	висок
גבוה	висока
גבוה	високи
אכן	наистина
נהר	ривър
נהר	река
נהר	реката
המקורי	оригинални
המקורי	оригинал
המקורי	оригинално
המקורי	оригинална
המקורי	оригинален
הנשיא	президентът
הנשיא	президент
הנשיא	председател
פה	тук
בלי	без
אלכסנדר	александър
משמש	кайсии
הוקם	установен
הוקם	установена
הוקם	установени
הוקם	установено
הוקם	издигнат
הוקם	издигната
סמל	символ
סמל	сержант
סמל	икона
סמל	икони
סמל	иконата
ראה	видя
ראה	вижте
ראה	виж
ראה	трион
ראה	видях
גביע	трофей
גביע	чашка
גביע	чаша
גביע	купа
גביע	къп
יכולה	могат
יכולה	can
אורך	дължина
קיימת	съществуват
קיימת	съществува
קיימת	съществуващо
קיימת	съществуващ
קיימת	съществуващи
קיימת	съществуваща
משהו	нещо
דולר	долар
שמואל	шмуел
שמואל	самюъл
שמואל	самуел
שמואל	самюел
השחקן	актьор
מדליות	медали
מדליות	медалите
חיילים	войниците
חיילים	войници
חיילים	войски
חיילים	военнослужещи
חיילים	войска
חיילים	войници
ספרד	испания
דגל	флаг
דגל	знамето
דגל	знаме
דגל	знамена
דגל	флагове
דגל	знамената
מלחמה	войната
מלחמה	война
צפון	северно
צפון	север
צפון	северна
צפון	северни
צפון	северен
צפון	северна
כנראה	вероятно
כנראה	очевидно
כנראה	явно
בעלות	собственост
בעלות	притежание
יהודית	еврейски
יהודית	еврейско
יהודית	евреин
יהודית	еврейка
ללמוד	научи
ללמוד	научете
אשתו	жена
אשתו	съпруга
אשתו	съпругата
פרק	глава
פרק	епизод
המשיך	продължение
המשיך	продължаване
המשיך	продължи
המשיך	продължил
חברה	гадже
חברה	приятелката
חברה	приятелка
חברה	дружество
חברה	компания
חברה	company
חברה	рота
חברה	фирма
חברה	момчета
חברה	приятелка
חברה	приятелю
חברה	приятел
דירוג	рейтинги
דירוג	рейтинг
דירוג	квалификация
דירוג	класация
דירוג	класиране
הוקמה	установен
הוקמה	установена
הוקמה	установени
הוקמה	установено
מדעי	научни
מדעי	научен
מדעי	научно
ביחד	заедно
טובה	добър
טובה	добро
טובה	добре
האזור	зона
האזור	площ
האזור	област
האזור	район
שדה	полето
שדה	поле
אפילו	дори
אפילו	даже
פעיל	активна
פעיל	активно
פעיל	активни
פעיל	активен
אנגלית	английски
אנגלית	bulgarian
אנגלית	англичани
מתחת	отдолу
מתחת	долу
מתחת	отдолу
מתחת	под
פתח	отворено
פתח	отвори
פתח	отваряне
אליפות	първенство
אליפות	шампионат
משחקים	игри
שניות	секунди
הכל	всичко
הכל	всички
הכל	всичко
מדיניות	политиката
מדיניות	полица
מדיניות	политика
מדיניות	полици
מדיניות	политики
שירות	услуга
שירות	служба
שירות	сервиз
שירות	обслужване
שירות	услуги
גדולים	голямо
גדולים	големи
גדולים	голям
גדולים	голяма
גדולים	биг
גדולים	голямо
גדולים	големи
גדולים	голям
גדולים	голяма
למנוע	предотврати
למנוע	предотвратяване
למנוע	предотвратяват
מצרים	египет
ספורט	спорт
ספורט	спортен
ספורט	спортни
ספורט	спортен
ספורט	спорт
ספורט	спортно
ספורט	спортове
שיא	рекорд
שיא	запис
שיא	кулминацията
שיא	връх
שיא	пика
שיא	пик
מס	данъци
מס	данък
צוות	персонал
צוות	персоналът
צוות	служители
צוות	екипаж
צוות	тийм
צוות	отбор
צוות	отбора
צוות	екип
צוות	team
נושא	тема
נושא	тема
נושא	субект
נושא	обект
גיל	гил
גיל	възраст
גיל	гил
עורך	редактор
הרכבת	влака
הרכבת	влакът
הרכבת	влак
הליגה	лигата
הליגה	лига
לבן	бяла
לבן	бели
לבן	бял
לבן	бяло
מת	умрял
מת	умряла
מת	мъртви
מת	мъртва
מת	мъртъв
סגל	персонал
סגל	персонал
סגל	персоналът
סגל	служители
סגל	преподаватели
