dhe	và
qarkun	hạt
qendër	tâm
qendër	centre
ana	ana
ana	anna
iii	ill
iii	ốm
iii	iii
provinca	tỉnh
der	der
fjalë	lời
fjalë	từ
fjalë	lời
ndodhet	nằm
amerikan	american
amerikan	mỹ
osmane	ottoman
pjesa	saga
pjesa	part
pjesa	phần
ndonjë	any
caps	caps
gjë	điều
gjë	thứ
ali	allie
ali	ali
mesme	trung
mesme	giữa
mesme	đọng
mesme	vừa
mesme	medium
mesme	trung
shqip	albania
numër	số
atëherë	rồi
mjaft	đủ
bazë	base
kohe	gian
kohe	thời
nëpërmjet	qua
nëpërmjet	via
nëpërmjet	qua
solid	đặc
fshati	làng
vite	chèo
vite	năm
vdiq	chết
sipërfaqja	hull
jug	nam
atyre	them
atyre	cói
atyre	chúng
atyre	họ
lidhur	chủa
veri	bắc
numri	số
përveç	trừ
vepra	opus
vepra	deeds
asaj	her
asaj	cổ
vërtetë	real
vërtetë	thực
vërtetë	thật
vërtetë	thiệt
vërtetë	thực
vërtetë	thật
përmes	qua
përmes	via
përmes	qua
përdoret	phơi
dha	tặng
arriti	đến
arriti	tới
botë	giới
shqipëria	albania
veriore	bắc
merr	lấy
merr	bắt
merr	chụp
merr	lấy
merr	nhận
merr	get
formë	hình
formë	form
formë	mẫu
kisha	thờ
veçantë	cống
shteti	quốc
shteti	bang
ndeshje	thủ
ndeshje	khớp
njerëzit	người
ende	côn
ende	vẫn
maqedonisë	macedonia
fitoi	won
fitoi	thắng
vendi	quốc
vendi	nơi
vendi	chỗ
http	http
faqe	má
faqe	page
faqe	trang
faqe	trang
jeta	đời
kryetar	loa
shtëpi	ốc
shtëpi	nhà
shtëpi	nhà
shtëpi	nhà
gjuhë	lưỡi
gjuhë	ngữ
perëndimore	tây
perëndimore	tây
tri	tri
tri	tre
tri	ba
tri	three
shembull	dụ
saint	saint
saint	thánh
plotë	say
plotë	full
plotë	đầy
rajoni	loạt
rajoni	tần
rajoni	vùng
rajoni	huyện
shkolla	trường
shkolla	trường
shkolla	học
afër	gần
afër	close
afër	đóng
afër	gần
afër	kín
then	fail
drejt	thẳng
drejt	sảnh
lindje	đông
historia	truyện
historia	chuyện
film	phim
film	phim
film	film
figura	nh
figura	hình
figura	ảnh
zoti	huân
kosova	kosova
kosova	kosovo
gjuha	lưỡi
gjuha	ngữ
familje	đình
duket	trông
tha	nói
tha	bảo
tha	said
anë	bên
anë	phe
anë	trang
gjerë	rộng
gjerë	vid
city	phố
city	by
tempulli	đền
tempulli	chùa
kane	kane
von	von
lufta	tranh
lufta	chiến
rast	case
vjen	đến
vjen	tới
grupi	ban
grupi	band
grupi	group
grupi	nhóm
pare	thấy
itali	italy
arritur	hoài
arritur	đa
svg	svg
përpara	trước
tregon	khoe
tonë	plr
njerëz	người
pesë	năm
lloji	kiểu
lloji	gõ
lloji	loại
emër	tên
ibn	ibn
grup	group
grup	nhóm
mali	núi
mali	núi
mali	lắp
mali	mali
und	und
john	gioan
john	john
poshtë	down
poshtë	xuống
poshtë	dưới
poshtë	dưới
poshtë	bậc
poshtë	đáy
poshtë	bottom
fjala	lời
fjala	từ
qendrore	trung
qendrore	central
jep	cung
jep	grants
jep	đưa
jep	tặng
jep	cho
wikipedia	wikipedia
hershme	sớm
jugut	nam
përfshinë	gồm
përfshinë	kèm
italia	italy
qarqet	quận
punë	nghề
punë	việc
hapur	download
hapur	mở
hapur	má
njihet	quen
qendra	tâm
qendra	centre
libri	sách
romake	roman
romake	đế
pati	patty
pati	patti
burimi	nguồn
sistemi	hệ
fushë	field
fushë	trường
shtëpia	nhà
shtëpia	ốc
shtëpia	nhà
kete	này
ora	gian
ora	thời
ora	ora
serbe	serbia
detit	biển
burim	nguồn
njeri	human
njeri	người
njeri	man
not	bơi
faqet	trang
faqet	má
lirë	giải
lirë	cheap
lirë	rẻ
lirë	free
lirë	rảnh
bardhë	trắng
bardhë	white
bardhë	bạch
gjermane	đức
ujë	nước
rrethi	tròn
rrethi	lượn
koha	gian
koha	thời
tokë	đất
tokë	đáp
histori	truyện
histori	chuyện
kreu	đầu
kreu	đàu
kreu	head
njeriu	người
njeriu	man
gjendje	tiêm
gjendje	trạng
amerikane	american
amerikane	mỹ
krye	nắp
krye	top
krye	đỉnh
tirana	tirana
veprat	deeds
vendos	đặt
vendos	set
mbajtur	chức
com	com
madje	chính
colspan	colspan
george	george
elektrike	điện
elektrike	điện
luftë	tranh
luftë	chiến
arsye	chi
perëndim	tây
fëmijë	con
malit	núi
qarku	quận
qarku	hạt
qarku	mạch
mira	mira
mira	meera
verore	summer
verore	hè
ushtarak	martial
san	san
përsëri	lại
familja	đình
larg	xa
larg	xa
larg	phí
princi	hoàng
princi	prince
kaluar	qua
kaluar	past
kaluar	tan
pikë	điểm
pikë	beat
pikë	chấm
pikë	điểm
qeveria	phủ
nobel	nobel
jugosllave	yugoslav
mal	núi
mal	mẫu
vetem	độc
vetem	chỉ
vetem	duy
vetem	chỉ
vetem	funny
drejtë	thẳng
drejtë	sảnh
drejtë	phải
drejtë	đúng
aktor	diễn
skeda	thẻ
skeda	tab
gjashtë	six
gjashtë	sáu
radio	đài
radio	radio
yes	vâng
yes	dạ
mbretëresha	hậu
bazuar	dựa
përshkrimi	tả
rrugë	phố
rrugë	street
rrugë	đường
rrugë	road
gjerman	đức
perandoria	empire
poezi	thơ
poezi	thơ
drejtim	hướng
luan	lion
luan	thấm
luan	chơi
luan	divx
artistike	nghệ
mundur	bại
atje	kia
atje	đó
dita	dita
dita	ngày
dita	day
shpejt	sớm
shpejt	sắp
shpejt	mau
shpejt	nhanh
shpejt	nhanh
shpejt	mau
shpejt	nhanh
natyrore	chích
veriut	bắc
veriut	bắc
ndryshe	khác
ndryshe	kẻo
ara	ara
perandori	empire
kush	ai
kush	who
fusha	fields
fusha	trường
fusha	field
fusha	trường
forma	đơn
forma	hình
forma	form
forma	mẫu
muaj	tháng
muaj	tháng
publike	công
shtet	quốc
shtet	bang
filmi	phim
filmi	phim
filmi	film
metra	mét
artit	art
gjithmonë	luôn
tashmë	đã
york	york
gjermani	đức
sur	sur
sur	tức
erdhi	đến
erdhi	tới
dorë	tay
gjate	lâu
gjate	dài
gjate	long
world	giới
paris	paris
shtatë	seven
shtatë	bảy
shtatë	seventh
këngë	song
përmban	chứa
përmban	chứa
args	args
targa	kẽm
marrin	nhận
menjëherë	ngay
robert	robert
club	club
club	clb
libër	sách
përfundoi	xong
mire	tốt
mire	hay
mire	ngon
sistem	hệ
des	des
sotme	nay
qartë	xoã
francez	pháp
fshatrat	làng
vlera	giá
sikur	như
sikur	thích
sikur	like
bashkimi	union
bashkimi	hợp
bashkimi	unity
lumi	sông
lumi	lumi
maqedoni	macedonia
golin	tiêu
golin	đo
toka	đất
toka	đáp
nationalteam	nationalteam
here	lần
here	times
here	gian
here	thời
xxxx	xxxx
shkurtër	bài
shkurtër	ngắn
shkurtër	short
shkurtër	lá
yyyy	yyy
roman	roman
roman	đế
william	william
uefa	uefa
vendosi	quyết
rruga	phố
rruga	street
rruga	đường
rruga	road
ndoshta	chu
kupa	tách
kupa	cups
kupa	bện
kupa	cup
kupa	cốc
kupa	tách
bukur	đẹp
bukur	xinh
bukur	đẹp
jean	jean
turke	turkish
ulët	low
ulët	thấp
real	real
real	thực
real	thật
real	thiệt
jetojnë	sống
jetojnë	live
publik	công
pavarur	lập
pavarur	freelance
ushtria	quân
ushtria	army
lind	sinh
lind	lind
fundi	end
fundi	kết
ndarë	chia
klubi	club
klubi	clb
kuqe	đỏ
pasha	pasha
puna	puna
vdekur	chết
www	www
madrid	madrid
osman	osman
https	https
gazeta	báo
gazeta	giấy
gazeta	trát
format	format
fuqi	sục
fuqi	lực
duhej	thiết
duhej	ấp
shkollë	trường
shkollë	học
seri	series
përbashkët	chia
përbashkët	chung
përbashkët	tham
akoma	côn
akoma	vẫn
akoma	chưa
akoma	vân
akoma	thinh
britanisë	britain
rezultat	quả
pika	chấm
pika	guốc
pika	giọt
pika	beat
pika	chấm
pika	điểm
posta	mail
posta	evolution
posta	thư
fakultetin	khoa
kaloi	dấu
kaloi	tan
lehtë	nhẹ
tej	tej
qene	lơn
qene	tụt
qene	cẩu
greqi	greece
jeton	sống
jeton	living
jeton	sống
jeton	live
jeton	lives
pjese	saga
pjese	part
pjese	phần
fillore	tiểu
xhamia	lami
ilire	illyrian
hoxha	hoxha
rëndë	nặng
bin	bin
bin	bean
bin	đậu
bin	bini
charles	charles
kurrë	bao
united	united
united	hoa
ismail	ismail
league	league
sulltani	sultan
pothuajse	sắp
pothuajse	gần
pothuajse	hầu
barcelona	barcelona
gjallë	sống
gjallë	live
gjallë	alive
pamje	xem
pamje	view
class	hạng
class	lớp
sistemin	hệ
shkon	gân
david	david
mundësi	hội
ndryshëm	khác
gjon	gioan
gjon	john
gjon	gjon
mbetet	lag
tona	plr
portal	portal
portal	cổng
çmimi	price
çmimi	giá
nationalyears	nationalyears
çfarë	gì
treguar	narrated
page	lương
mbas	theo
mbas	sau
mesatare	vừa
mesatare	medium
mesatare	trung
serb	serbia
përbërë	composite
përbërë	gồm
lloje	loại
guvernator	đốc
vështirë	cứng
vështirë	khó
vështirë	khổ
vështirë	đắng
vështirë	mẫn
vështirë	khó
shkallë	thang
shkallë	ladder
shkallë	thang
uji	nước
ndeshjet	khớp
ndeshjet	diêm
guri	đá
guri	stone
guri	guri
guri	đá
guri	rock
njerëzore	human
lidhja	hã
lidhja	link
premier	premier
thellë	deep
thellë	sâu
numrin	số
prof	prof
mësues	thầy
kryeqyteti	vốn
art	art
krishterë	nguyen
krishterë	christian
drejtor	trương
internet	internet
shkup	skopje
nord	nord
shkruan	viết
shkruan	ghi
paul	paul
djali	boy
djali	trai
djali	bé
maria	chư
maria	maria
one	xả
one	một
one	one
mijë	nghìn
mijë	ngàn
grupe	nhóm
burimet	nguồn
ditët	ngày
gjergj	giorgio
mehmet	mehmet
mehmet	mehmed
trupit	thân
trupit	body
islam	islam
evropë	âu
ditën	ngày
ditën	day
franceze	pháp
biri	trai
biri	nhi
biri	son
ilir	ilir
sezoni	mùa
sezoni	season
ibrahim	ibrahim
james	james
kuq	đỏ
keni	kenny
keni	có
keni	đã
bie	falling
bie	rơi
bie	sáp
bie	rơi
bie	sút
bie	ngã
bie	ngã
bie	falls
bie	thác
bie	rơi
bie	sút
zonë	zone
zonë	múi
zonë	vùng
zonë	loạt
zonë	vực
zonë	vùng
kërkon	đòi
don	don
hap	bước
hap	download
hap	mở
hap	má
nisi	nisi
filma	phim
filma	phim
keq	xấu
keq	bad
keq	kém
keq	khiếp
keq	tệ
ngushtë	hẹp
ngushtë	bff
ngushtë	chật
rrjedh	stems
video	video
famshëm	celebrity
famshëm	nổi
famshëm	nổi
utc	utc
skuadra	squad
skuadra	đội
skuadra	tạo
skuadra	đội
skuadra	lớp
skuadra	team
civile	civil
forca	buộc
sovjetik	soviet
përdor	dùng
humbur	mất
humbur	thua
arti	art
libra	sách
bota	giới
përdorim	dùng
burime	nguồn
private	tư
shkroi	viết
çka	gì
wiki	wiki
lëvizje	motion
rock	đá
rock	rock
muzika	nhạc
malet	núi
drita	châm
drita	đèn
drita	nhạt
drita	đèn
flamuri	cờ
gjermania	đức
nevojshme	thiết
nevojshme	ấp
muzikore	nhạc
muzikore	musical
përdorimi	dùng
artë	vầng
artë	golden
artë	đỏi
lëvizja	motion
veprave	deeds
national	gạt
durrësit	durrës
sulltan	sultan
link	link
can	chan
can	trần
loire	loire
elizabeth	elizabeth
finale	finale
finale	final
duka	duke
romë	phòng
romë	rome
romë	roma
romë	roma
liga	league
liga	liga
lidhjet	xích
lidhjet	links
ishujt	đảo
round	hiệp
round	vòng
kënga	song
vazhdim	sequel
serie	serie
materiale	nguyên
dhjetë	mười
skënderbeut	skanderbeg
berisha	berisha
mënyra	cách
dite	ngày
dite	day
rritje	tăng
rritje	gai
josé	jose
josé	josé
alpes	alpes
katërt	mùng
lojtari	player
tjeter	kế
tjeter	tiếp
tjeter	kit
nder	vinh
titull	caption
titull	tựa
klasike	classic
hasan	hassan
hasan	hasan
dashur	hon
dashur	cưng
artikull	tố
skënderbeu	skanderbeg
haute	haute
ligji	luật
tuaj	của
nëna	mẹ
lart	cao
lart	lầu
keto	những
plot	say
plot	full
plot	đầy
pashë	cưa
grupin	group
grupin	nhóm
enver	enver
dihet	quen
dihet	biết
vdekje	chết
shtete	kỳ
xix	xix
foto	photo
foto	foto
foto	ảnh
foto	ảnh
foto	ảnh
mark	mác
mark	mark
ngjyrë	nhuộm
ngjyrë	màu
ngjyrë	mầu
ngjyrë	màu
ngjyrë	sơn
ngjyrë	mực
jete	đời
nivel	mức
nivel	tầng
nivel	cấp
tetë	tám
tetë	eight
png	png
ndihmë	cứu
ndihmë	giúp
krijoi	tạo
joseph	giuse
joseph	joseph
diellit	nắng
diellit	cn
michael	michael
ruse	nga
ruse	ruse
aktori	diễn
thjesht	chỉ
thjesht	funny
vlerë	giá
pjesët	phần
euro	euros
euro	euro
euro	euro
ebu	ebu
ebu	abu
faqen	page
faqen	trang
nationalcaps	nationalcaps
rrallë	hiếm
artistik	nghệ
ndahet	chia
beratit	berat
will	will
will	sẽ
will	muốn
orë	tiếng
orë	giờ
orë	tiếng
orë	giờ
minuta	phút
cdo	mỗi
cdo	hằng
qendror	trung
qendror	central
vii	vỉ
vii	vii
britanike	british
martin	martin
karl	karl
karl	carl
këmbë	foot
këmbë	bộ
këmbë	chân
këmbë	xương
këmbë	chân
masë	đo
ati	cha
ati	ati
nevojë	cần
emrat	tên
prizren	prizren
gjysmë	nửa
fitues	thang
fitues	thắng
kanada	canada
shihet	thấy
xvi	xvi
xvi	xvii
malore	núi
rrit	tăng
regjisor	trương
fifa	fifa
van	trù
van	van
rajon	loạt
rajon	tần
rajon	vùng
durrës	durrës
probleme	rối
vajza	gái
vajza	girls
vajza	gái
bej	bey
duart	tay
verës	summer
verës	hè
qëllimi	tiêu
qëllimi	đo
nationalgoals	nationalgoals
shum	cực
shum	rất
shum	shum
stamboll	istanbul
ngjyra	nhuộm
ngjyra	màu
ngjyra	mầu
ngjyra	màu
ngjyra	màu
përreth	khoảng
përreth	vòng
ura	cầu
ura	ura
ura	bridges
ura	cầu
mbrojtës	defender
mbrojtës	cọc
peshkopi	bishop
albania	albania
londër	đôn
londër	london
ahmet	ahmet
ahmet	ahmad
jan	jan
beteja	battle
beteja	trận
mustafa	mustafa
udhëheqës	leader
gjakut	máu
gjakut	huyết
los	los
bizantine	byzantine
haxhi	hajj
haxhi	hagi
fitore	thang
fitore	win
fitore	thắng
albert	albert
html	html
bar	cỏ
bar	bar
fakulteti	khoa
kushtuar	viet
detyrë	task
turk	turk
turk	turkish
cup	cup
cup	cốc
cup	tách
ekipi	tạo
ekipi	đội
ekipi	lớp
ekipi	team
black	đen
rritet	mọc
rritet	trồng
rritet	mọc
rritet	grow
latine	latinh
latine	latina
liqeni	hồ
përmendet	liễu
album	album
albumi	album
ndonjëherë	đôi
press	nhấn
press	bào
press	ấn
press	bấm
kategorinë	loại
web	web
seksioni	phần
live	sống
live	live
version	phiên
version	bản
milionë	triệu
arabe	arab
bashkia	municipality
lufte	tranh
lufte	chiến
pushtimit	conquest
shkollat	trường
den	böll
den	chử
den	den
trupi	thân
trupi	body
juan	juan
person	người
objekte	mục
objekte	tượng
youthclubs	youthclubs
gruaja	nữ
gruaja	vợ
gruaja	vơ
gruaja	vk
qafë	họng
qafë	neck
qafë	cổ
man	mann
man	người
man	man
pyrénées	pyrénées
pyrénées	pyrenees
burg	tù
burg	giam
burg	tù
france	pháp
debutimin	debut
romak	roman
romak	đế
peter	peter
peter	phêrô
franca	pháp
kimike	hóa
degë	cành
degë	cành
degë	nhánh
khan	khan
allahu	allahu
allahu	allah
serbisë	serbia
louis	louis
gurë	stones
gurë	đá
gurë	stone
gurë	đá
king	king
king	guy
king	vua
program	trắc
program	chương
humbje	mát
humbje	đảnh
humbje	bại
valencia	valencia
lindja	đông
lindja	sinh
vdekja	chết
fjalët	lời
les	đọc
les	les
sjellë	mang
femra	nữ
femra	nữ
mbyllur	khóa
mbyllur	đóng
first	trước
first	đầu
marrëveshje	thuận
shfaq	xem
shfaq	hiện
shfaq	show
siguruar	bịt
mit	mit
mit	myth
krejt	hết
antike	antique
titulli	tựa
humbi	mất
humbi	thua
santa	trã
santa	santa
tregime	truyện
tregime	tin
jugosllavisë	yugoslavia
shpella	cave
shpella	hang
shpella	hang
maleve	núi
kilometra	km
kulla	tower
kulla	tháp
shkëmb	đá
shkëmb	rock
shkëmb	vuốt
shkëmb	cliff
zot	ơi
zot	gosh
zot	huân
funksion	hàm
sipër	nắp
sipër	top
sipër	đỉnh
sipër	trên
sipër	lầu
zëri	voice
zëri	giọng
malin	núi
malin	lắp
malin	malin
forcë	buộc
xhami	masjid
xhami	cốc
xhami	kính
xhami	ly
perëndimor	tây
tim	tim
clubnat	clubnat
xiv	xiv
ballkan	balkan
ballkan	balkans
ballkan	balkan
festivali	festival
holandë	holland
përmendur	liễu
fotografi	photo
fotografi	foto
fotografi	ảnh
fotografi	ảnh
fotografi	ảnh
prodhimi	xuất
dashuri	love
dashuri	yêu
temperatura	nhiệt
serbia	serbia
youthyears	youthyears
roma	phòng
roma	rome
roma	roma
kalaja	castle
kalaja	đài
rilindja	rebirth
detare	marine
detare	maritime
secili	mỗi
pierre	pierre
famshme	nổi
kompania	ty
kategoria	loại
herët	sớm
saktë	đúng
gol	gol
gol	tiêu
gol	đo
britanik	british
përfunduar	xong
ben	ben
ben	crack
instituti	viện
njëjtë	cùng
online	online
letër	giấy
letër	trát
letër	chữ
letër	thư
energji	lượng
rregullt	thường
druri	gỗ
druri	củi
druri	cây
librat	sách
kujdes	xem
kujdes	pass
përfundimisht	kĩ
tema	topic
tema	thái
utc+	utc+
red	đỏ
tom	tom
rusia	nga
zezë	đen
ftohtë	lạnh
kokë	đầu
kokë	đàu
kokë	head
emra	tên
bajram	bayram
udhëhequr	led
muret	walls
muret	tường
zhvillohet	evolve
armë	khí
armë	súng
armë	khí
armë	súng
armë	súng
deti	biển
trupin	thân
trupin	body
sud	sud
katalonia	catalunya
katalonia	catalonia
lojtar	player
seine	seine
problem	đề
metal	co
nis	khởi
nis	nis
prishtina	pristina
zënë	bận
kan	cannes
kan	kan
studimi	học
familjet	gia
bregu	bờ
bregu	shore
bregu	coast
maja	maya
maja	maja
maja	yeast
maja	men
programi	trắc
programi	chương
japoni	japan
britania	britain
britania	britannia
krijimi	tạo
sipërme	upper
fiton	thắng
prejardhje	backgrounds
element	tố
google	google
qindra	trăm
dritë	châm
dritë	đèn
dritë	nhạt
nëntë	chín
nëntë	đoàn
llojet	loại
rexhep	recep
thomas	thomas
vendoset	nằm
max	đa
max	max
egër	wild
egër	hoang
egër	savage
fushat	fields
fushat	trường
faza	phased
faza	stage
gjithsej	tổng
drejtues	lái
manchester	manchester
has	mặt
princ	hoàng
princ	prince
baza	base
normale	chuẩn
normale	thường
shpirtërore	linh
park	viên
park	park
shah	shah
shah	chiếu
valign	valign
festa	đảng
festa	party
festa	tiệc
festa	holiday
naim	naim
mundi	đánh
mundi	phật
mundi	bại
teoria	thuyết
psh	như
psh	thích
psh	like
hershëm	sớm
mbaroi	xong
hyrje	entry
hyrje	mục
sri	sri
detyra	task
gjendja	status
shkenca	khoa
end	end
end	kết
mod	mod
ballkanit	balkan
muhammad	muhammad
trup	thân
trup	body
lojë	game
lojë	chơi
poet	thơ
bayern	bayern
përballë	ngược
sali	sali
sëmundje	benh
sëmundje	bệnh
dega	cành
dega	nhánh
mbante	chán
imam	imam
popull	người
popull	ummah
australia	australia
australia	úc
rhône	rhône
sheh	xem
javë	tuần
javë	tuần
alexander	alexandros
alexander	aleksandr
alexander	alexander
prindërit	song
mbretërore	regal
mbretërore	royal
org	org
henry	henry
donte	wanted
gjithçka	hết
energjia	lượng
atdheut	homeland
atdheut	fatherland
lejuar	phép
anët	mép
anët	biên
shtesë	cục
shtesë	extra
listë	kê
listë	list
listë	danh
origjinal	gốc
origjinal	tác
abdullah	abdullah
rënë	ngã
vazhdueshme	hằng
gjata	lâu
gjata	dài
gjata	long
muzikë	nhạc
liri	do
final	final
shpellat	hang
rrugët	rô
varet	tùy
est	est
windows	windows
date	ngày
elbasan	elbasan
xiii	xiii
amerika	châu
amerika	mỹ
vdes	die
vdes	chết
kishë	chapel
kishë	thờ
model	model
kina	china
nxënës	bmi
interes	vốn
interes	lãi
antonio	antonio
viii	viii
hapi	bước
mbahet	chức
ndahen	skill
christian	nguyen
christian	christian
greqia	greece
baba	baba
baba	margo
baba	bố
baba	cha
rumani	romania
rumani	românia
porta	gate
porta	cổng
porta	porta
ushtri	quân
ushtri	army
grupet	nhóm
abu	abu
krahina	tỉnh
richard	richard
ndryshim	đổi
ndryshim	thay
vlen	giá
sytë	mắt
rus	nga
rus	rus
kodër	đồi
kodër	ngổn
kodër	hill
kodër	hoan
ndaluar	cấm
ndaluar	cấm
master	thầy
dobët	xỉu
dobët	yếu
dobët	nhược
moment	lát
direkt	direct
direkt	trực
isa	isa
kryeqytet	vốn
besim	tin
pushteti	sục
pushteti	lực
pop	tía
pop	bốp
pop	pop
website	website
feja	đạo
pastër	cai
pastër	sạch
pastër	sạch
stil	style
but	boot
studio	studio
vëllai	huynh
verë	summer
verë	hè
verë	summertime
verë	rượu
verë	vang
kuptohet	hiểu
gjëra	điều
gjëra	đồ
gjëra	stuff
erës	gió
teksti	chữ
kompani	ty
tokësore	terrestrial
tokësore	earthly
ari	ari
ari	gấu
ari	vàng
ari	gold
media	media
dyte	giây
dielli	nắng
dielli	cn
friedrich	friedrich
origjinale	gốc
origjinale	tác
anije	tàu
anije	thuyền
anije	tàu
anije	ship
anije	tàu
anije	thuyền
anije	boat
qëndroi	sto
shoqëri	ty
gjak	máu
gjak	huyết
përrua	lạch
përrua	creek
xii	xii
lule	hoa
lule	flower
lule	hoa
pyll	rừng
pyll	rừng
speciale	speciale
speciale	cống
carlos	carlos
makina	máy
makina	car
makina	xe
makina	oto
makina	ôtô
berlin	berlin
kitarë	guitar
kitarë	ghita
anti	anti
mbajt	chức
flasin	nói
flasin	nói
gur	đá
gur	stone
gur	đá
gur	rock
special	cống
vone	sen
vone	trễ
vone	khuya
vone	muộn
figurë	nh
figurë	hình
figurë	ảnh
përshkruan	depicts
shokët	nẫu
shokët	bè
trajneri	hlv
gjermanisht	đức
sërish	lại
marre	taken
marre	bắt
marre	chụp
american	american
american	mỹ
moshë	tuổi
hindu	hindu
hindu	hinđu
air	khí
air	air
prapa	rear
veprimet	hành
kategorisë	loại
japonia	japan
gjysmën	nửa
vendas	native
beograd	beograd
beograd	belgrade
grua	nữ
niveli	mức
niveli	tầng
niveli	cấp
mysliman	muslim
klub	club
klub	clb
përmbajtja	dung
përmbajtja	dung
qytetare	civic
della	della
copa	rách
giovanni	giovanni
mesëm	vừa
mesëm	medium
mesëm	trung
dukshëm	bien
das	das
dashuria	love
dashuria	yêu
free	free
free	rảnh
nacional	nacional
det	biển
tash	giờ
tash	ngay
juaj	của
