brilla	brille
falsos	faux
falsos	fausse
falsos	false
falsos	fausses
sexades	vous
sexades	tu
sexades	toi
sexades	you
pensaban	réfléchi
pensaban	pensais
pensaban	pensé
pensaban	pensée
pensaban	elles
pensaban	ils
pensaban	eux
pódense	peuvent
pódense	pouvez
pódense	peux
pódense	peut
coñecida	connues
coñecida	connue
coñecida	connus
coñecida	connu
emocionante	excitant
emocionante	passionnant
emocionante	excitante
emocionante	palpitant
emocionante	palpitant
emocionante	passionnant
emocionante	exaltant
emocionante	palpitante
emocionante	excitant
xulgado	tribunal
xulgado	cour
extensión	prolongement
extensión	prolongation
extensión	extension
extensión	vulgarisation
expansión	agrandissement
expansión	extension
expansión	expansion
azar	hasard
azar	chance
necesitan	nécessité
necesitan	besoins
necesitan	besoin
necesitan	elles
necesitan	ils
necesitan	eux
senon	mais
organizacións	organismes
organizacións	organisations
individual	individuelle
individual	individuels
individual	individuel
web	site
web	web
web	enchaînement
novamente	again
novamente	encore
intres	moments
intres	instants
específico	spécifiques
específico	spécifique
ordenadores	informatique
ordenadores	ordinateurs
ordenadores	ordinateurs
ordenadores	ordinateur
estatísticas	statistiques
estatísticas	statistique
fiel	fidèle
fiel	fidèles
capturado	capturées
capturado	capturée
capturado	capturé
capturado	capturés
trece	treize
trece	thirteen
características	caractéristiques
características	fonctions
características	fonctionnalités
características	caractéristiques
residencia	résidence
paran	arrêt
paran	stop
paran	arrêter
paran	arrête
paran	arrêtez
paran	elles
paran	ils
paran	eux
pensara	pense
pensara	pensez
pensara	réfléchis
pensara	penser
pensara	réfléchir
pensara	réfléchi
pensara	pensais
pensara	pensé
pensara	pensée
calefacción	chaleur
calefacción	thermique
calefacción	chauffer
calefacción	chauffage
respondeu	répondu
décadas	décennies
enfermos	malades
enfermos	malade
compartimos	partage
compartimos	share
compartimos	part
compartimos	partager
compartimos	partagez
compartimos	partagées
compartimos	partagée
compartimos	partagé
redución	réduction
arder	brûlant
arder	brûlure
arder	gravure
arder	brûler
arder	brûlure
arder	graver
arder	brûler
arder	brûlent
volcán	volcan
volcán	volcans
oriental	orientale
oriental	oriental
oriental	orientale
oriental	orientales
oriental	oriental
oriental	orientaux
violín	violon
sufriu	subie
sufriu	souffert
roubei	volée
roubei	volées
roubei	volé
roubei	volés
usado	utilisées
usado	utilisé
usado	utilisés
usado	utilisée
explorar	découvrir
explorar	explorer
explorar	explorant
explorar	explorer
xeralmente	généralement
teléfonos	smartphones
teléfonos	téléphones
estruturas	structures
fusión	fusion
suma	somme
suma	sum
mentais	mentale
mentais	mental
tanque	réservoir
tanque	tank
tanque	citerne
tanque	cuve
eventos	évènements
eventos	evénements
eventos	evenements
eventos	événements
america	amerique
america	amérique
axenda	agenda
bancos	banques
pensaron	réfléchi
pensaron	pensais
pensaron	pensé
pensaron	pensée
pensaron	elles
pensaron	ils
pensaron	eux
instrucións	consignes
instrucións	instructions
chamábase	sa
chamábase	his
chamábase	ses
chamábase	son
chamábase	nommer
chamábase	nom
chamábase	dénomination
chamábase	noms
chamábase	fut
chamábase	etait
chamábase	était
chamábase	appelée
chamábase	appelé
chamábase	appelés
pluma	stylo
pluma	pen
pluma	plume
pluma	stylos
pluma	plumes
pluma	plume
murray	murray
espido	nues
espido	nue
espido	nu
espido	nus
técnicos	techniciens
técnicos	technique
técnicos	techniques
verbas	mots
deixalos	let
deixalos	eux
deixalos	congés
deixalos	quitter
deixalos	laisser
deixalos	partir
deixalos	congé
vanme	elles
vanme	ils
vanme	eux
conclusión	que
conclusión	cela
conclusión	conclusion
orgullosos	fier
orgullosos	fière
orgullosos	fiers
orgullosos	orgueilleux
orgullosos	fières
converterse	devenez
converterse	deviennent
converterse	deviens
converterse	devenir
chegarán	will
chegarán	volonté
chegarán	fera
chegarán	sera
chegarán	elles
chegarán	ils
chegarán	eux
escoitou	entendu
escoitou	entendue
escoitou	entendues
escoitou	entendus
músculos	muscles
demostración	démonstration
demostración	démonstrations
demostración	manifestation
computador	ordinateurs
computador	ordinateur
xogadores	joueurs
xogadores	joueurs
gañando	gagnante
gañando	gagner
gañando	gagnant
quedaron	elles
quedaron	ils
quedaron	eux
preguntando	demandant
supostamente	supposés
supostamente	supposée
supostamente	supposé
supostamente	supposé
supostamente	prétendument
facelos	eux
facelos	faites
facelos	faire
violación	viols
violación	viol
violación	colza
violación	violer
violación	violation
violación	infraction
escribiume	écrivit
escribiume	écrit
gustoume	comme
gustoume	aime
gustoume	aiment
gustoume	genre
gustoume	aimez
gustoume	apprécié
gustoume	aimés
gustoume	aimées
gustoume	aimée
gustoume	aimé
xefa	head
xefa	tête
xefa	têtes
manchas	spots
manchas	taches
vestida	habillé
vestida	habillée
vestida	habillées
vestida	vêtue
vestida	habillés
neveira	frigidaire
neveira	réfrigérateur
neveira	frigo
potente	puissant
potente	puissants
potente	puissante
potente	puissantes
hanoi	hanoï
hanoi	hanoi
islam	islam
profeta	prophète
chámanlle	appeler
chámanlle	appelez
chámanlle	appel
chámanlle	appelle
cas	avec
devanceiros	ancêtres
perigosa	dangereux
perigosa	dangereuse
perigosa	dangereuses
categoría	catégorie
categoría	catégories
estatal	etat
estatal	état
amargo	amertume
amargo	amers
amargo	amer
amargo	amère
amargo	amères
equivocado	faux
equivocado	tort
equivocado	mal
equivocado	erroné
representante	mandataire
representante	proxy
representante	procuration
representante	représentant
representante	représentante
levárono	pris
levárono	prit
levárono	lui
levárono	elles
levárono	ils
levárono	eux
xogamos	joués
xogamos	jouées
xogamos	jouée
xogamos	joué
xogamos	jouer
xogamos	jouez
feitas	fait
feitas	fabriqués
feitas	faite
feitas	fabriqué
renunciar	donnant
logro	accomplissement
estranxeira	étranger
estranxeira	etranger
estranxeira	étrangère
estranxeira	étrangères
estranxeira	étranger
estranxeira	etranger
favorita	préféré
favorita	préférée
favorita	favori
favorita	favoris
favorita	préférés
seguranza	entrepreneur
seguranza	contractant
ciclo	cycle
dirán	elles
dirán	ils
dirán	eux
dirán	dites
dirán	say
dirán	dire
dirán	dis
viaxa	voyages
viaxa	voyage
viaxa	voyages
néboa	brume
néboa	brouillard
ducia	douzaines
ducia	dizaine
ducia	dizaines
ducia	douzaine
localización	localisation
localización	emplacement
localización	localité
localización	lieu
levado	prises
levado	taken
levado	pris
levado	prise
cidadás	citoyens
solly	solly
satisfacer	satisfont
satisfacer	satisfaire
parker	parker
pioneiros	pionniers
esperan	espère
esperan	espoirs
esperan	espérer
esperan	espoir
esperan	espérance
esperan	attente
esperan	attendre
esperan	attendant
taza	gobelet
taza	cup
taza	tasse
taza	coupe
lémbrome	mémoriser
lémbrome	souviens
brincar	plaisante
brincar	plaisanter
brincar	plaisanterie
brincar	plaisante
lote	lot
metais	métaux
lixeiro	lumiere
lixeiro	lumière
lixeiro	légère
lixeiro	léger
acumulación	cumul
acumulación	accumulation
acumulación	accumuler
manchester	manchester
raíces	racines
raíces	racine
evidentemente	manifestement
evidentemente	evidemment
evidentemente	visiblement
evidentemente	évidemment
tina	tina
prometín	promise
prometín	promises
prometín	promis
condena	temps
condena	heure
defunto	tardive
defunto	tardif
defunto	retard
defunto	tard
defunto	morts
defunto	morte
defunto	dead
defunto	mort
fantasma	calèche
fantasma	attelage
fantasma	ghost
fantasma	fantôme
fantasma	fantômes
regrese	dos
regrese	arrière
regrese	retour
regrese	revenir
escapou	loin
escapou	du
escapou	de
escapou	depuis
escapou	échappée
escapou	échappé
escapou	évadé
escapou	échappés
tumbas	tombes
tumbas	tombeaux
tumbas	graves
tumbas	fosses
amada	adoré
amada	aimée
amada	aimées
amada	aimé
amada	aimés
cooperativas	coopératifs
cooperativas	coopérative
cooperativas	coopératives
cooperativas	coopératif
cooperativas	coopératives
jenny	jenny
colgar	pendre
colgar	accrocher
óesme	vous
óesme	tu
óesme	toi
óesme	you
óesme	entendez
óesme	entendre
internado	hopital
internado	hôpital
internado	hospitalisation
internado	hôpitaux
molesto	bouleversé
molesto	bouleversée
molesto	contrariée
molesto	contrarié
pensado	réfléchi
pensado	pensais
pensado	pensé
pensado	pensée
sabas	feuilles
sabas	draps
sermón	sermon
barriga	ventre
gustaríalle	comme
gustaríalle	aime
gustaríalle	aiment
gustaríalle	genre
gustaríalle	aimez
gustaríalle	serait
gustaríalle	aurait
gustaríalle	ferait
parado	stand
mátote	kill
mátote	tuez
mátote	tuer
mátote	tue
mátote	vous
mátote	tu
mátote	toi
mátote	you
esperas	vous
esperas	tu
esperas	toi
esperas	you
esperas	attente
esperas	attendre
esperas	attendant
caín	tombé
caín	tombée
caín	tomba
escravo	slave
escravo	esclave
escravo	esclaves
socorro	aidez
socorro	aider
socorro	aide
mandou	envoyés
mandou	envoyées
mandou	envoyée
mandou	envoyé
joseph	joseph
seda	soie
seda	soies
secreta	secrets
secreta	secret
secreta	secrète
xusta	just
xusta	simplement
xusta	juste
vido	viens
vido	venez
vido	come
vido	venir
vido	vint
ombreiro	épaules
ombreiro	épaule
dispararon	coup
dispararon	shot
dispararon	abattus
dispararon	tir
dispararon	abattu
dispararon	elles
dispararon	ils
dispararon	eux
potencia	puissance
potencia	pouvoir
terlle	avoir
terlle	ont
terlle	lui
prometo	promesses
prometo	promettre
prometo	promis
prometo	promesse
prometo	promets
planos	plans
polis	flics
seguirá	will
seguirá	volonté
seguirá	fera
seguirá	sera
seguirá	still
seguirá	encore
seguirá	toujours
deixaría	let
vervos	consultez
vervos	voyez
vervos	voir
vervos	vois
vervos	vous
vervos	tu
vervos	toi
vervos	you
sóltame	obtenez
sóltame	obtenir
sóltame	let
ataques	attaques
ataques	agressions
ataques	attentats
celosa	jalouse
celosa	jaloux
celosa	jalousie
cometer	commettre
estabades	étaient
estabades	vous
estabades	tu
estabades	toi
estabades	you
interesada	intéressée
interesada	intéressés
interesada	intéressées
interesada	intéressé
escoitaches	vous
escoitaches	tu
escoitaches	toi
escoitaches	you
escoitaches	entendez
escoitaches	entendre
escoitaches	entendu
escoitaches	entendue
escoitaches	entendues
escoitaches	entendus
vendas	vendre
vendas	soldes
vendas	ventes
vendas	vente
parezo	regardez
parezo	regarde
parezo	regardes
vinnie	vinnie
vinnie	vinny
permíteme	mai
permíteme	may
permíteme	peut
pague	paye
pague	payez
pague	payer
pague	paie
colar	collier
levarte	vous
levarte	tu
levarte	toi
levarte	you
levarte	prend
levarte	prendre
levarte	prenez
levarte	prends
sacaches	obtenez
sacaches	obtenir
sacaches	did
sacaches	vous
sacaches	tu
sacaches	toi
sacaches	you
xudea	judée
xudea	front
xudea	avant
xudea	devant
boh	bien
boh	puits
boh	bah
lima	lima
rezo	priez
rezo	prie
rezo	prier
refíreste	vous
refíreste	tu
refíreste	toi
refíreste	you
soñando	rêvant
soñando	rêver
adoro	aime
adoro	amour
adoro	aimer
adoro	love
dillo	lui
trent	trent
jean	jean
saigón	saigon
ámoa	aime
ámoa	amour
ámoa	aimer
ámoa	love
ámoa	her
dakar	dakar
dylan	dylan
xastre	tailleur
xastre	tailleurs
enxergar	comprenez
enxergar	comprendre
enxergar	comprends
tetas	seins
quizabes	pourrais
quizabes	pouvait
quizabes	pourrait
quizabes	pourraient
quizabes	avoir
quizabes	ont
boulevard	boulevard
clermont	clermont
tanzi	tanzi
crucifixión	crucifixion
geneviève	geneviève
serventa	servante
melinda	melinda
clotilde	clotilde
père	pere
père	duchene
imperfecto	imparfaite
imperfecto	imparfait
imperfecto	le
imperfecto	les
imperfecto	la
budde	budde
flipper	flipper
refuxiados	réfugiés
refuxiados	réfugiées
refuxiados	réfugiée
refuxiados	réfugié
refuxiados	réfugiés
viñan	viens
viñan	venez
viñan	come
viñan	venir
viñan	vint
viñan	elles
viñan	ils
viñan	eux
levei	pris
levei	prit
cambian	modifier
cambian	changements
cambian	changer
cambian	changement
honestidade	honnêteté
granxas	fermes
granxas	exploitations
mozart	mozart
dados	dés
mestra	professeur
mestra	enseignante
mestra	enseignant
mestra	institutrice
occidental	occidentale
occidental	occidental
occidental	ouest
occidental	western
occidental	occidentale
occidental	occident
occidental	ouest
occidental	west
representar	représenter
representar	représentent
actuación	performance
actuación	performances
actuación	rendement
impresionante	impressionnante
impresionante	impressionnantes
impresionante	impressionnant
impresionante	impressionnants
tomaba	pris
tomaba	prit
king	roi
king	king
andy	andy
archie	archie
fantasía	imaginaire
fantasía	fantasy
fantasía	fantasme
fantasía	fantaisie
xulgar	magistrat
xulgar	juger
xulgar	juge
vicepresidente	mœurs
vicepresidente	vice
vicepresidente	présidente
vicepresidente	président
fase	étape
fase	stade
fase	scène
fase	phase
veredes	consultez
veredes	voyez
veredes	voir
veredes	vois
veredes	vous
veredes	tu
veredes	toi
veredes	you
deixala	let
deixala	her
deixala	vous
deixala	tu
deixala	toi
deixala	you
extraordinario	extraordinaire
extraordinario	extraordinaires
anderson	anderson
contesta	réponse
contesta	répondez
contesta	répondre
contesta	reponse
pagas	paye
pagas	payez
pagas	payer
pagas	paie
pagas	vous
pagas	tu
pagas	toi
pagas	you
preguntoume	et
preguntoume	demandé
impedir	arrêt
impedir	stop
impedir	arrêter
impedir	arrête
impedir	arrêtez
impedir	maintenir
impedir	garder
impedir	conserver
congreso	congrès
recibiron	reçu
recibiron	reçues
recibiron	reçus
recibiron	reçue
collen	prend
collen	prendre
collen	prenez
collen	prends
béisbol	baseball
electrónico	électroniques
electrónico	electronique
electrónico	électronique
terriblemente	terriblement
reto	gageure
reto	challenge
reto	contestation
reto	défi
postura	postures
postura	posture
postura	position
interacción	interaction
interacción	interactions
relacionado	connexe
relacionado	connexes
relacionado	lié
relacionado	liés
tocas	vous
tocas	tu
tocas	toi
tocas	you
despedida	adieu
despedida	adieux
convencer	convaincre
convencer	convainc
ego	égo
ego	ego
prioridades	priorités
largo	obtenez
largo	obtenir
largo	sortir
largo	sortie
largo	dehors
largo	out
experto	expert
referencia	référence
tiveses	vous
tiveses	tu
tiveses	toi
tiveses	you
tiveses	avait
tiveses	avaient
tiveses	avais
preocupar	inquiétude
necesitaba	nécessaires
necesitaba	nécessaire
necesitaba	besoin
necesitaba	requis
gafas	lunettes
gafas	verres
secundarios	latéraux
secundarios	côté
secundarios	latérale
secundarios	latéral
secreto	secrets
secreto	secret
secreto	secrète
pavos	dindons
pavos	dindes
verdadeiros	réel
verdadeiros	réelle
verdadeiros	véritable
verdadeiros	vrai
verdadeiros	vraie
verdadeiros	vrais
verdadeiros	true
verdadeiros	vraie
verdadeiros	vrai
verdadeiros	véritable
similares	similaires
similares	similaire
similares	semblables
similares	analogue
similares	semblable
desafío	gageure
desafío	challenge
desafío	contestation
desafío	défi
desafío	défiance
desafío	defiance
capturar	capturer
capturar	capture
capturar	capter
profundidade	profondeur
profundidade	profondeurs
profundidade	profond
profundidade	profonds
profundidade	deep
profundidade	profonde
capas	pondeuses
capas	couches
capas	calques
capas	doré
capas	or
capas	gold
utiliza	utilisation
utiliza	utiliser
utiliza	utilise
utiliza	utilisez
virán	viens
virán	venez
virán	come
virán	venir
operar	opérer
orientais	orientale
orientais	oriental
adolescente	adolescent
maquinaria	machinerie
maquinaria	machines
maquinaria	machine
renda	loyer
renda	louer
renda	revenu
renda	revenus
sexamos	let
admitir	admettre
admitir	admets
admitir	admet
admitir	veulent
admitir	envie
admitir	vouloir
admitir	veux
admitir	voulez
inxección	injections
inxección	injection
inxección	piqûre
instrumento	instrument
diaños	le
diaños	les
diaños	la
diaños	hell
diaños	enfer
micrófono	micro
micrófono	microphone
micrófono	micros
micrófono	micro
micrófono	mic
cheguen	elles
cheguen	ils
cheguen	eux
cheguen	obtenez
cheguen	obtenir
cheguen	viens
cheguen	venez
cheguen	come
cheguen	venir
placas	assiettes
placas	plaques
habitacións	salles
habitacións	chambres
actuais	actuel
actuais	courant
actuais	actuels
actuais	actuelle
construíu	construite
construíu	construit
construíu	bâti
construíu	construits
dispositivos	dispositifs
dispositivos	appareils
dispositivos	périphériques
mandela	mandela
mark	marquer
mark	marque
mark	mark
particularmente	particulièrement
porca	cochonne
porca	sale
porca	sales
entrevistas	entretiens
entrevistas	entrevues
entrevistas	interviews
lendo	lecture
lendo	reading
lendo	lire
sa	sain
sa	saine
queixa	réclamation
queixa	plainte
queixa	plaintes
verdades	vérités
tomen	prend
tomen	prendre
tomen	prenez
tomen	prends
manifestación	démonstration
manifestación	démonstrations
manifestación	manifestation
ética	déontologie
ética	éthique
cruzando	croisement
cruzando	franchissement
cruzando	traverser
cruzando	traversée
opresión	oppression
serra	sierra
argumento	argumentation
argumento	dispute
argumento	argument
argumento	arguments
xen	gènes
xen	gène
xen	gene
asilo	infirmier
asilo	infirmières
asilo	maison
asilo	domicile
asilo	accueil
autor	auteure
autor	auteur
ducha	douches
ducha	douche
amabilidade	amabilité
amabilidade	gentillesse
amabilidade	bonté
simon	simon
nucleares	nucléaires
nucleares	nucléaire
propiedades	biens
propiedades	propriété
propiedades	propriétés
henry	henri
henry	henry
gañadores	lauréats
gañadores	gagnants
gañadores	vainqueurs
use	utilisation
use	utiliser
use	utilise
use	utilisez
paramos	arrêt
paramos	stop
paramos	arrêter
paramos	arrête
paramos	arrêtez
aparecer	afficher
aparecer	montre
aparecer	montrer
aparecer	spectacle
buracos	trous
ensaio	essai
ensaio	procès
mercados	marché
mercados	marchés
suecia	suède
pares	arrêt
pares	stop
pares	arrêter
pares	arrête
pares	arrêtez
dentista	dentiste
dentista	dentistes
obtivo	got
comín	bouffé
comín	mangée
comín	mangé
reside	lies
reside	mensonge
reside	mensonges
reside	réside
farían	serait
farían	aurait
farían	ferait
farían	avoir
farían	ont
farían	elles
farían	ils
farían	eux
xerais	généraux
xerais	généralités
xerais	générale
xerais	général
xerais	généraux
golpes	coups
meniño	bébé
meniño	baby
meniño	garçon
meniño	boy
colleron	elles
colleron	ils
colleron	eux
debiamos	devrait
debiamos	devraient
debiamos	devrais
debiamos	avait
debiamos	avaient
debiamos	avais
teredes	avoir
teredes	ont
teredes	vous
teredes	tu
teredes	toi
teredes	you
nazis	nazie
nazis	nazis
nazis	nazie
nazis	nazi
nazis	nazis
cazadores	chasseurs
cazadores	chasser
cazadores	chasse
trataba	fut
trataba	etait
trataba	était
musulmáns	musulmans
musulmáns	musulman
barrios	quartiers
barrios	domaines
barrios	zones
reláxate	relaxer
reláxate	détendre
reláxate	détente
reláxate	relax
entendía	compris
entendía	comprenez
entendía	comprendre
entendía	comprends
bater	touché
bater	frappé
bater	frapper
perdoar	pardonnez
perdoar	pardonner
perdoar	pardonne
manteñen	maintenir
manteñen	garder
manteñen	conserver
manteñen	elles
manteñen	ils
manteñen	eux
existiu	existait
existiu	existé
existiu	existaient
elemento	le
elemento	les
elemento	la
elemento	element
elemento	élément
mecánico	mécanique
mecánico	mécaniques
mecánico	mécano
mecánico	mécanicien
desaparición	disparitions
desaparición	disparition
piden	demander
piden	demandez
piden	demande
piden	pour
piden	elles
piden	ils
piden	eux
durmimos	sommeil
durmimos	dormir
durmimos	dors
esquezo	oubli
esquezo	oublions
esquezo	oublier
esquezo	oublie
esquezo	oubliez
espacial	hubble
espacial	espace
estacións	saisons
estacións	gares
estacións	stations
barra	barreau
barra	bar
barra	barre
barra	kilo
rabaño	troupeau
national	nationaux
national	national
national	nationale
national	nationales
osos	bears
osos	ours
osos	oursons
sumidoiro	gouttière
sumidoiro	caniveau
diálogo	dialogue
diálogo	dialogues
diálogo	dialoguer
personalidade	personnalité
gertrude	gertrude
sinceramente	vraiment
sinceramente	réellement
perdidos	perdu
perdidos	perdues
perdidos	perdue
perdidos	lost
perdidos	perdus
hara	hara
bebendo	boire
bebendo	boisson
bebendo	potable
persecución	poursuite
acusación	accusation
acusación	accusations
acusación	charge
vivido	vécue
vivido	vécu
lanzamento	goutte
lanzamento	drop
recorda	mémoriser
recorda	souviens
recorda	vous
recorda	tu
recorda	toi
recorda	you
green	verte
green	vert
green	vertes
clásico	classique
clásico	classiques
clásico	classic
clásico	classique
clásico	classiques
armado	armés
armado	armées
armado	armé
mobles	ameublement
mobles	meubles
