arhiducele	ерцхерцог
prăbușit	катастрофирал
prăbușit	катастрофира
clasificate	поверително
clasificate	секретно
clasificate	класифициран
clasificate	класифицирани
clasificate	класифицирана
administrare	администриране
administrare	администрация
cereale	зърна
cereale	зрънце
cereale	зърно
cereale	жито
warren	уорън
parlamentară	парламентарна
parlamentară	парламентарни
ferenc	ференц
pictori	художниците
pictori	художници
stein	стайн
stein	щайн
basel	базел
doo	ду
étienne	етиен
trafic	трафик
trafic	задръстване
baraj	язовир
absolvent	завърша
islamică	ислямска
islamică	ислямски
derivă	дрифт
balta	езерце
balta	понд
balta	локва
aires	айрес
roberts	робъртс
kingdom	кралство
kingdom	царство
amândoi	двете
statuie	статуята
statuie	статуя
tennessee	тенеси
toamnă	есента
toamnă	есен
moștenirea	завет
moștenirea	наследство
moștenirea	наследството
moștenirea	наследство
oslo	осло
turner	търнър
adăugate	добавена
adăugate	добавен
adăugate	добавени
adăugate	добавено
bucegi	бучеджи
beta	бета
aripi	крилата
aripi	крила
aripi	крилца
aripi	крилете
aripi	криле
golf	голф
interzisă	забранено
interzisă	забранени
interzisă	забранен
interzisă	забранена
interzisă	забранено
interzisă	забранена
interzisă	забранен
interzisă	забранени
numirea	назначаване
contactul	контакт
contactul	контакти
java	java
siberia	сибир
inspector	инспекторе
inspector	инспектор
ocean	океан
claudia	клаудия
plăcut	хареса
plăcut	харесали
plăcut	харесал
plăcut	приятни
plăcut	приятна
evans	евънс
evans	еванс
franceza	френско
franceza	французи
franceza	френска
franceza	френски
franceza	французин
wien	wien
edge	ръба
edge	ръб
declarație	твърдение
declarație	изявление
declarație	показания
declarație	декларация
discursul	реч
discursul	говор
alabama	алабама
folosire	използване
folosire	употреба
tabel	масата
tabel	маса
tabel	масичка
tabel	таблица
indiei	индия
keith	кийт
asigurată	застраховани
asigurată	осигурено
asigurată	осигурен
emise	издадена
emise	издаден
emise	емитирани
emise	издадени
emise	издадено
campionatele	първенство
campionatele	шампионат
manastirea	манастир
manastirea	манастира
louisiana	луизиана
baschet	баскетбол
baschet	баскетбола
baschet	баскетболен
organ	орган
hotelul	hotel
hotelul	хотел
hotelul	хотелът
oarecum	донякъде
tranziție	преход
distanțe	разстояния
cald	горещи
cald	гореща
cald	горещо
cald	секси
cald	топло
cald	топла
cald	топъл
cald	топли
adânc	дълбока
adânc	дълбок
adânc	дълбоки
adânc	дълбоко
salvare	избавление
salvare	спасението
salvare	спасение
salvare	спасяване
vacanță	почивка
vacanță	празник
vacanță	ваканция
vacanță	отпуска
vacanță	почивка
vacanță	ваканция
vacanță	отпуск
malta	малта
manifestări	прояви
fotbalul	футбол
fotbalul	футболен
radical	радикално
radical	радикални
radical	радикална
asalt	нападение
renault	рено
sierra	сиера
specializate	специализирана
specializate	специализирано
specializate	специализиран
specializate	специализирани
specializate	специализирана
specializate	специализиран
specializate	специализирани
buenos	буенос
dificultăți	затруднено
dificultăți	затруднения
dificultăți	трудност
dificultăți	трудности
dificultăți	затруднение
dificultăți	трудности
dificultăți	затруднения
râurile	реки
râurile	реките
râurile	ривърс
tribuna	трибюн
lapte	мляко
grove	гроув
grove	горичка
memoriile	мемоарите
memoriile	мемоарите
viteze	скорости
studios	студия
clara	клара
vieți	животи
vieți	живее
boemia	бохемия
oferind	предлагане
letonia	латвия
islanda	исландия
hanovra	хановер
hanovra	hannover
rahman	рахман
edinburgh	единбург
hlist	hlist
silva	силва
democratic	демократично
democratic	демократично
democratic	демократичен
democratic	демократични
democratic	демократична
strategice	стратегическо
strategice	стратегическа
strategice	стратегически
utilizând	използвайки
numeric	цифров
numeric	цифрова
simte	усети
lloyd	лойд
robinson	робинсън
oldenburg	олденбург
controverse	спорове
controverse	спор
controverse	противоречия
lunile	месеца
lunile	месеци
lunile	месеците
rase	надбягвания
rase	състезания
rase	раси
rase	породи
bordeaux	бордо
lecții	поуки
lecții	уроци
jay	джей
soră	сестра
teste	изпитвания
teste	тестове
teste	изследвания
aventuri	приключения
aventuri	приключенията
aventuri	приключенски
aventuri	приключението
aventuri	авантюра
aventuri	приключения
aventuri	приключение
autorități	властите
autorități	власти
autorități	органи
estimare	оцени
comparativ	сравнително
comparativ	сравнителни
comparativ	сравнително
comparativ	сравнена
islamice	ислямска
islamice	ислямски
salt	скок
salt	скочи
salt	солта
salt	сол
dezvolta	развиване
dezvolta	развиват
tensiune	напрежение
tensiune	напрежение
banda	касета
banda	лента
batman	батман
trăiască	живи
trăiască	жива
trăiască	live
trăiască	жив
trăiască	живей
exprimate	хвърли
exprimate	гипс
exprimate	изразена
exprimate	изразено
exprimate	изразен
exprimate	изразени
moneda	валута
moneda	монети
moneda	монета
moneda	монетата
instalații	инсталации
romeo	ромео
aruncă	хвърляне
aruncă	хвърли
conservare	опазване
conservare	запазване
conservare	съхранение
conservare	опазване
matilda	матилда
recentă	скорошна
recentă	скорошни
recentă	скорошно
recentă	отскоро
accentul	акцент
trenul	влака
trenul	влакът
trenul	влак
bate	ритъм
bate	победи
bate	бие
propuse	предложени
propuse	предложена
propuse	предложен
propuse	предложено
manuscris	ръкопис
tanc	резервоар
tanc	танк
tanc	цистерна
zguduit	потресен
zguduit	разтърси
zguduit	разтърси
bolnav	болно
bolnav	болен
bolnav	болни
bolnav	болна
nguyen	нгуен
afectează	засягат
afectează	засяга
afectează	въздейства
afectează	влияе
afectează	засегнат
afectează	засегне
fiice	дъщери
fiice	дъщерите
nigeria	нигерия
gust	вкус
gilbert	жилбер
gilbert	гилбърт
minnesota	минесота
allah	аллах
joan	джоан
joan	джоун
latina	латинска
latina	латински
latina	латино
vila	вила
vila	villa
vila	вила
bor	бор
muncitori	работниците
muncitori	работници
györgy	дьорд
gabrovo	габрово
strategic	стратегически
strategic	стратегическо
strategic	стратегическа
strategic	стратегически
privit	наблюдаван
privit	наблюдавани
privit	гледах
dennis	денис
geografia	география
miami	маями
lang	ланг
multumesc	мерси
multumesc	благодаря
bugetul	бюджетна
bugetul	бюджет
matthew	матю
matthew	матей
intervalul	диапазон
intervalul	обхват
intervalul	обсег
intervalul	интервал
wisconsin	уисконсин
străzile	улиците
străzile	улици
sunete	звуци
sunete	звучи
cablu	кабел
cablu	кейбъл
cablu	кабелна
barajul	язовир
autonom	автономни
autonom	автономна
lucas	лукас
justin	джъстин
laurent	лоран
lingvistice	езикови
northern	северни
northern	северен
northern	северна
astea	тези
procedura	процедура
marx	маркс
lector	преподавател
lector	лектор
primăvară	пролетно
primăvară	пролет
primăvară	пролетта
aprox	приблизително
gândirea	мислене
esențial	съществени
esențial	съществена
esențial	съществено
consecutive	последователно
consecutive	последователни
navarra	навара
asimov	азимов
carnivore	месоядни
carnivore	месоядни
repere	кичури
repere	подчертава
repere	забележителности
repere	етапи
cifră	цифра
singapore	сингапур
interpreta	тълкуване
interpreta	тълкува
acoperire	покрития
acoperire	покритие
acoperire	прикритие
acoperire	корица
acoperire	покритие
acoperire	покриване
acoperire	отразяване
acoperire	покритие
fontsize	fontsize
wells	уелс
wells	кладенци
pasăre	птиче
pasăre	бърд
pasăre	птичка
pasăre	птица
dedesubt	отдолу
dedesubt	долу
dedesubt	отдолу
atei	атеисти
fundul	дупе
stadiul	стадий
stadiul	сцена
stadiul	етап
stadiul	сцената
transforma	трансформира
transforma	преобразуване
grădină	градински
grădină	градината
grădină	гардън
grădină	градинка
grădină	градина
springs	пружини
springs	извори
springs	спрингс
detaliate	подробно
detaliate	подробен
detaliate	подробна
detaliate	подробни
estimat	изчислено
estimat	изчислен
derivate	деривати
derivate	производни
derivate	деривати
liban	ливан
scaune	столове
scaune	столовете
scaune	седалки
scaune	места
scaune	седалките
regii	царе
regii	кингс
regii	кралете
regii	крале
apărând	появяване
emma	ема
emma	емма
persană	персийски
doyle	дойл
efectuarea	правене
efectuarea	извършване
organe	органите
organe	органи
organe	орган
surori	сестри
goethe	гьоте
cazimir	казимир
aug	август
eforturi	усилия
bobby	боби
ring	ринг
ring	пръстен
sever	тежки
sever	тежка
sever	севър
faze	етапи
faze	фази
pielea	кожата
pielea	кожа
abordare	подход
vorbind	говорейки
mina	мина
pactului	пакт
cameron	камерън
revistele	списанията
revistele	списания
decisiv	решителен
decisiv	решаващо
sălbatice	диво
sălbatice	дивак
sălbatice	диви
sălbatice	дива
sălbatice	див
noroc	наздраве
definiția	дефиниция
definiția	определение
stins	угасне
stins	избледнели
averea	благосъстояние
averea	богатството
averea	богатство
practicat	практикува
dați	дай
țintă	целева
țintă	мишена
țintă	цел
țintă	целта
comunitățile	общности
comunitățile	общностите
nenumărate	безброй
vânzare	разпродажба
vânzare	продажба
cunoștință	позната
cunoștință	познати
cunoștință	запознанство
cunoștință	познат
vărul	братовчед
vărul	братовчеда
vărul	братовчедка
mer	мер
automată	автоматична
automată	автоматични
automată	автоматично
automată	автоматичен
refugiați	бежанци
refugiați	бежанците
refugiați	бегълци
fereastră	прозореца
fereastră	прозорецът
fereastră	прозорец
rector	ректор
propagandă	пропаганда
dominat	доминират
crească	расте
crească	растат
rebel	бунтар
rebel	бунтовник
rebel	бунтовниците
ccd	ccd
lanțul	верига
lanțul	вериги
lanțul	верижка
lanțul	веригата
uruguay	уругвай
pascal	паскал
mecanica	механика
mecanica	механици
abbasid	абасидите
iugoslaviei	югославия
damian	деймиън
damian	дамян
roll	рол
roll	ролка
preluarea	привлекателна
preluarea	поемане
preluarea	поглъщане
coadă	опашка
coadă	опашката
coadă	опашки
coadă	опашка
coadă	опашката
judecător	съдията
judecător	съдия
judecător	съдя
semnează	табела
semnează	знак
palermo	палермо
hugh	хю
termică	топлинна
laos	лаос
argumentele	доводи
argumentele	спорове
argumentele	аргументи
fir	тел
fir	жици
fir	жица
fir	нишки
fir	нишка
fir	конец
fir	конци
legiunea	легион
legiunea	легиона
chip	чип
prefect	префект
coroană	венец
coroană	краун
coroană	корона
coroană	короната
localizată	разположена
localizată	разположен
localizată	разположени
localizată	разположено
localizată	локализиран
triburile	племена
triburile	племената
mon	мон
lisa	лиза
lisa	лиса
platoul	платото
platoul	плато
păsările	птички
păsările	птиците
păsările	птици
arcul	поклон
square	квадратна
square	квадратни
square	квадратен
square	квадрат
square	площад
doc	док
încet	бавно
call	повикване
call	обаждане
cerul	скай
cerul	небе
cerul	небето
esențiale	съществени
esențiale	съществена
esențiale	съществено
transferul	трансфер
transferul	преместване
transferul	прехвърляне
creatorul	създател
companiile	дружества
companiile	фирми
companiile	компании
silvia	силвия
silvia	силвия
gibson	гибсън
înconjurată	обкръжени
înconjurată	обкръжен
înconjurată	обграден
înconjurată	обградени
înconjurată	заобиколен
viktor	виктор
adulți	възрастни
adulți	възрастни
adulți	възрастна
adulți	възрастен
nivele	нива
nivele	равнища
estadio	естадио
copertă	прикритие
copertă	корица
copertă	покритие
copertă	покриване
atribuită	назначена
atribuită	назначен
wood	дървен
wood	дърва
wood	дървесина
wood	дървени
wood	дърво
abc	abc
geo	гео
coordonatele	координатите
coordonatele	координати
johan	йохан
santos	сантос
gif	gif
armament	въоръжение
armament	въоръжение
armament	въоръжение
credit	кредитиране
credit	кредит
simfonia	симфония
visul	сън
visul	мечта
eddie	еди
întreprinderi	предприятия
întreprinderi	предприятията
entități	образувания
entități	субекти
pescuit	риболов
pescuit	рибарство
pescuit	риболовен
pescuit	риболов
proporție	съотношение
opoziția	възражение
opoziția	опозиция
opoziția	противопоставяне
opoziția	опозицията
jorge	хорхе
frecvența	честота
atribuite	назначена
atribuite	назначен
bursă	задругата
bursă	стипендия
bursă	стипендията
etaje	етажите
etaje	подове
etaje	етажи
etaje	етажа
rază	радиус
dragomir	драгомир
reciproc	взаимно
reciproc	взаимен
reciproc	взаимни
reciproc	взаимна
extra	допълнителни
extra	допълнително
extra	екстра
avansate	напреднал
avansate	напреднала
avansate	разширено
avansate	напреднали
trenuri	влакове
trenuri	влаковете
tratarea	лекувам
antena	блюдо
antena	ястие
antena	антената
antena	антена
umbra	сенки
umbra	сянката
umbra	сянка
umbra	нюанс
umbra	сянка
vocală	гласна
omorât	убита
omorât	убити
omorât	убит
omorât	убита
omorât	убити
omorât	убит
mărturii	показания
aaron	аарон
aaron	арон
aaron	аарън
aaron	арън
falls	фолс
falls	пада
figură	фигура
figură	фигурата
transformare	трансформация
transformare	преобразяване
transformare	преобразуване
academică	академик
academică	академични
academică	академична
promovează	насърчаване
promovează	популяризиране
promovează	тласък
promovează	подсилване
digitale	цифров
digitale	дигитален
digitale	цифрово
digitale	цифрова
digitale	цифрови
abbas	абас
grafic	графика
grafic	графиката
grafic	графични
grafic	графичен
grafic	диаграма
grafic	картона
antrenori	треньори
antrenori	маратонки
antrenori	инструктори
antrenori	треньори
contul	сметка
contul	акаунт
pedeapsa	наказание
pedeapsa	наказателни
pedeapsa	санкция
pedeapsa	наказателен
pedeapsa	наказание
pedeapsa	наказания
pedeapsa	наказанието
bancă	банк
bancă	банката
bancă	bank
bancă	банка
bancă	пейката
bancă	пейка
mei	мей
sevilla	севиля
sevilla	севиля
domnule	сър
definite	определени
definite	дефинирани
pauză	пауза
pauză	прекъсване
pauză	почивка
allan	алън
allan	алан
seminarul	семинар
săptămâna	седмицата
săptămâna	седмица
globală	световно
globală	глобална
globală	глобален
globală	глобални
globală	глобално
torre	торе
conan	конан
brescia	бреша
sarcini	задачи
circuitul	верига
înfrânt	победена
înfrânt	победени
înfrânt	победен
hrușciov	хрушчов
ferrara	ферара
string	струнната
string	връв
string	низ
string	струна
julian	джулиън
julian	хулиан
julian	джулиан
mandatului	мандат
collins	колинс
ontario	онтарио
valoroase	ценна
valoroase	ценно
valoroase	ценни
valoroase	ценен
pianist	пианист
viet	виет
reclamă	търговско
reclamă	търговска
reclamă	реклама
reclamă	търговски
reclamă	рекламен
reclamă	реклами
reclamă	реклама
merite	заслуги
merite	заслуга
merite	заслуги
tong	тонг
comunicații	комуникации
manga	манга
electorală	изборна
electorală	избирателна
indo	индо
marketing	маркетинг
declara	деклариране
declara	обяви
declara	декларира
montreal	монреал
ribbentrop	рибентроп
scade	намаление
scade	намаляване
scade	спадане
ton	тон
ton	тона
ton	тон
cheia	ключ
cheia	ключа
cheia	ключът
britannica	британика
romanov	романов
vidin	видин
mecanice	механична
mecanice	механично
mecanice	механични
mecanice	механичен
ascunde	скриване
mobil	мобилни
mobil	мобилен
mobil	мобилно
mobil	мобилна
sean	шон
schi	ски
schi	ски
schi	ските
fondarea	основаването
depozite	складове
depozite	депозити
fictiv	фиктивни
fictiv	измислен
fictiv	измислени
aeroport	летището
aeroport	летище
talentul	талант
talentul	таланти
oklahoma	оклахома
terestră	сухоземни
terestră	земен
permisiunea	позволение
permisiunea	разрешение
bernhard	бернхард
nepoata	внучката
nepoata	внучка
nepoata	племенница
nepoata	племенницата
bătut	бит
bătut	пребита
bătut	пребит
bătut	бита
pragul	праг
ouă	яйца
ouă	яйцата
ușa	врата
ușa	вратата
aristotel	аристотел
panchen	панчен
alpha	алфа
firmă	твърда
firmă	фирма
firmă	твърдо
firmă	твърд
atlético	атлетико
sprijină	подкрепя
sprijină	поддържа
tipărită	печатни
tipărită	отпечатани
tipărită	отпечатано
rica	рика
imnul	химн
chirurgie	хирургия
chirurgie	операция
afecta	засегнат
afecta	засегне
madison	мадисън
madison	медисън
icoana	икона
icoana	икони
icoana	иконата
amy	ейми
klaus	клаус
adriana	адриана
pași	стъпала
pași	стъпки
pași	стълби
pași	крачки
spațial	пространствено
spațial	пространствен
spațial	пространствени
legislația	законодателство
butler	бътлър
butler	иконом
discutat	обсъдени
inutil	безсмислен
inutil	безсмислено
inutil	безмислено
inutil	безполезен
inutil	безполезно
rolling	ролинг
rolling	търкаляне
explicație	обяснения
explicație	обяснение
explicație	разяснения
ritm	ритъм
hudson	хъдзън
hudson	хъдсън
bursa	bursa
bursa	стипендия
bursa	стипендията
nori	облаци
nori	облаците
edmund	едмънд
mercedes	мерцедес
mercedes	мерседес
intelectuali	интелектуалци
intelectuali	интелектуалец
intelectuali	интелектуална
intelectuali	интелектуално
împotrivă	срещу
împotrivă	против
proprietari	притежатели
proprietari	собственици
proprietari	собствениците
protejat	защитен
protejat	защитена
protejat	защитено
protejat	защитени
ronald	роналд
colective	колективни
colective	колектив
colective	колективна
colective	колективно
popularitate	популярност
popularitate	известност
gândit	мисъл
homo	хомо
homo	обратен
homo	гей
castle	замъка
castle	замъкът
castle	замък
castle	касъл
droguri	лекарства
droguri	дрога
droguri	наркотици
droguri	дрога
droguri	дрога
droguri	наркотик
droguri	наркотици
droguri	лекарство
willem	вилем
execuție	екзекуция
execuție	изпълнение
jucând	играе
jucând	свирене
jucând	играят
generat	генерирани
succese	успехи
succese	успехите
succese	успех
succese	успехи
bratislava	братислава
damasc	дамаск
nuvelă	романът
nuvelă	новела
nuvelă	роман
publica	публикува
publica	публикуване
publica	публикувайте
card	карта
card	картичка
reformei	реформата
reformei	реформиране
reformei	реформи
reformei	реформа
necunoscute	непозната
necunoscute	неизвестен
necunoscute	неизвестни
necunoscute	неизвестно
necunoscute	непознат
necunoscute	неизвестна
filipine	филипините
secundară	вторична
secundară	вторично
secundară	вторични
secundară	вторичен
carabus	carabus
promis	обещал
promis	обещано
rin	рин
rin	рейн
incident	инцидент
semnificația	значимост
plecare	отпътуване
plecare	заминаване
plecare	тръгване
memorii	мемоарите
memorii	мемоарите
gândire	мислене
identificate	идентифициран
identificate	идентифицирани
identificate	идентифицирана
vladimirescu	владимиреску
anatomia	анатомия
anatomia	анатомията
farmacie	аптека
farmacie	аптеката
farmacie	аптека
farmacie	аптеката
biți	парченца
biți	късчета
biți	парчета
rightarm	rightarm
mexican	мексиканска
mexican	мексиканец
mexican	мексикански
mexican	мексиканско
five	пет
portrete	портрети
pictate	боядисани
pictate	нарисуван
pictate	нарисувана
pictate	нарисувал
pictate	боядисана
parcuri	паркс
parcuri	паркове
parcuri	парковете
pozitivă	позитивна
pozitivă	положителен
pozitivă	положителни
pozitivă	положителна
pozitivă	положително
tipărit	печатни
tipărit	отпечатани
tipărit	отпечатано
sângele	кръвта
sângele	кръв
marchiz	маркиза
marchiz	маркиз
yemen	йемен
cântând	пеенето
cântând	пея
cântând	пее
cântând	пеене
cântând	пеейки
stiluri	стилове
stiluri	стайлс
norvegian	норвежки
împușcat	прострелян
împușcat	застрелян
împușcat	застреляна
împușcat	изстрел
sălbatică	диво
sălbatică	дивак
sălbatică	диви
sălbatică	дива
sălbatică	див
teamă	страх
statui	статуи
statui	статуите
sâmbătă	събота
profesioniști	професионалисти
irlandez	ирландски
irlandez	ирландска
irlandez	ирландци
irlandez	ирландско
consilieri	съветници
consilieri	съветници
consilieri	консултанти
consilieri	съветници
bunica	бабо
bunica	баба
bunica	бабо
bunica	баба
bunica	бабо
bunica	баба
lituaniei	литва
limitate	ограничено
limitate	ограничена
limitate	limited
limitate	ограничен
limitate	ограничени
pereți	стени
pereți	стените
cosmin	козмин
perry	пери
sept	преграда
distincție	разграничение
distincție	разграничаване
platformă	перон
platformă	платформата
platformă	платформа
platformă	ядро
cronici	хрониките
rugăciune	молитва
luther	лутер
luther	лутър
personalitatea	характер
personalitatea	личността
personalitatea	индивидуалност
personalitatea	личност
atelierul	работилница
atelierul	работилницата
atelierul	семинар
cook	готви
cook	кук
cook	готвач
cook	готвене
tighina	бендери
tara	държава
tara	страна
tara	тара
blois	блоа
abur	пара
abur	парна
abur	парата
oleg	олег
respectarea	съответствие
respectarea	спазване
vama	митническа
vama	митническо
vama	митнически
vama	митници
vama	обичаи
interimar	междинен
interimar	междинно
adult	възрастни
adult	възрастна
adult	възрастен
împarte	разделим
împarte	разделен
împarte	сплит
împarte	разделяне
experimental	експериментални
experimental	експериментална
experimental	експериментален
experimental	експериментално
logica	логически
logica	логика
helsinki	хелзинки
julia	юлия
julia	джулия
julia	хулия
mussolini	мусолини
scooby	скуби
faimos	прочут
faimos	известни
faimos	прочута
faimos	известна
faimos	известен
nuntă	свадба
nuntă	сватба
magdalena	магдалена
anastasia	анастасия
studiourile	студия
bat	бат
bat	прилеп
bat	бухалка
apr	април
mintea	ума
mintea	ум
dmitri	дмитрий
dmitri	димитри
dmitri	дмитрий
dmitri	димитри
dmitri	димитрий
americanii	американците
americanii	американци
alexei	алексей
sârb	сърбин
sârb	сръбски
sârb	сръбска
sârb	сръбско
sârb	сърбин
sârb	сръбски
documentul	документа
documentul	документът
documentul	документ
baba	баба
codreanu	кодряну
preocupat	загрижени
preocupat	загрижена
preocupat	загрижен
preocupat	обезпокоен
preocupat	разсеян
brusc	внезапно
brusc	изведнъж
brusc	внезапна
brusc	внезапно
japonezi	японско
japonezi	японска
japonezi	японци
japonezi	японец
japonezi	японски
inspirată	вдъхновен
inspirată	вдъхновена
inspirată	вдъхнови
inspirată	вдъхновени
paraguay	парагвай
consacrat	осветен
jennifer	дженифър
facto	facto
cantal	кантал
izolat	изолирана
izolat	изолирани
izolat	изолиран
izolat	изолирана
izolat	изолирано
izolat	изолирани
izolat	изолиран
berg	бърг
anulat	отменена
anulat	отменени
anulat	отменено
anulat	отменен
anulat	отменена
anulat	отменени
anulat	отменено
anulat	отменен
precizează	посочете
precizează	уточни
evaluare	рейтинги
evaluare	рейтинг
evaluare	квалификация
evaluare	оценяване
evaluare	оценката
evaluare	оценка
evaluare	преценка
evaluare	оценяване
evaluare	оценка
evaluare	оценяване
evaluare	оценка
asediu	обсада
divizat	разделена
