lineare	lineær
ndërtime	konstruksjon
martínez	martínez
simbolizon	symboliserer
kepi	cape
kepi	kapp
saga	saga
graubünden	graubünden
skulpturë	skulptur
skulpturë	skulpturen
skulpturë	skulpturer
playstation	playstation
dino	dino
piloti	pilot
menaxher	manager
menaxher	bestyrer
lituania	litauen
museo	museo
lès	lès
rrezatimi	stråling
dabi	dhabi
bankat	banks
bankat	banker
alain	alain
donald	donald
bllokuar	innestengt
bllokuar	fanget
bllokuar	blokkerte
bllokuar	blokkert
fjalorin	ordbok
fjalorin	ordforråd
fjalorin	vokabular
perendim	west
perendim	vest
perendim	vesten
next	nestemann
next	neste
next	next
million	million
bora	snøvær
bora	snø
bora	bora
mblodhi	samlet
karli	carly
dijetarët	lærde
ndërprerë	pause
ndërprerë	avbrutt
ndërprerë	avbrøt
ndërprerë	avbrutt
ishim	var
profet	profet
qiellore	himmelsk
mekanik	mekaniker
mala	mala
erërat	vind
erërat	vinder
heqjen	fjerningen
heqjen	fjerning
sezone	seasons
sezone	sesonger
sezone	årstider
sezone	årstidene
sezone	sesongene
italianët	italienerne
italianët	italienere
zyrtarë	tjenestemenn
zyrtarë	funksjonærer
shkurti	februar
pjesëtar	medlem
pjesëtar	medlemmet
karaktere	rollefigurer
karaktere	tegn
remix	remix
republikane	republikanske
republikane	republikaner
republikane	republikansk
elementë	varer
elementë	elementer
elementë	gjenstander
elementë	elementer
elementë	komponentene
elementë	komponenter
shpërndara	spredt
shpërndara	spredte
shpërndara	spredd
fantastike	kjempebra
fantastike	heftig
fantastike	rått
fantastike	fantastic
fantastike	utrolig
fantastike	amazing
martesë	ekteskap
martesë	bryllup
ortodoksë	ortodoks
fytyrën	ansiktet
fytyrën	ansikt
fytyrën	face
étienne	étienne
këndon	synger
android	android
moore	moore
rri	opphold
rri	bli
rri	stay
diferenca	forskjell
qeni	bisk
qeni	bikkje
qeni	hund
qeni	bikkja
shpërndarja	deler
shpërndarja	deling
shpërndarja	fordele
shpërndarja	distribusjon
shpërndarja	fordeling
breza	generasjoner
qipro	kypros
natyre	natur
natyre	naturen
natyre	nature
përkrahje	støtter
përkrahje	støtte
përkrahje	brukerstøtte
përkrahje	support
qeveritë	regjeringer
paraqitjet	opptredener
paraqitjet	bidrag
musliman	muslimske
musliman	muslim
musliman	muslimsk
transmetimi	overføring
transmetimi	sending
transmetimi	sending
transmetimi	sendingen
transmetimi	kringkasting
transmetimi	kringkaste
transmetimi	kringkasting
sikh	sikhisme
bime	plante
bime	planter
takimet	møter
takimet	møtene
takimet	avtaler
takimet	datering
takimet	dating
veçmas	separat
përfaqësonte	representerte
përfaqësonte	representert
njera	one
njera	en
njera	ett
njera	én
goja	kjeften
goja	munn
goja	munnen
kurr	never
kurr	aldrig
kurr	aldri
përfshiu	feide
përfshiu	feid
simptomat	symptomer
bosh	tomme
bosh	tomt
bosh	tom
bosh	blankt
bosh	tomt
bosh	blank
ngarkesë	frakt
ngarkesë	last
ngarkesë	forsendelsen
ngarkesë	forsendelse
vendimtar	avgjørende
vendimtar	avgjørende
vendimtar	besluttsom
dituri	kunnskap
dështuar	mislykket
dështuar	mislyktes
dështuar	feilet
neo	neo
demokraci	demokrati
selam	salaam
selam	peace
selam	freden
selam	fred
selam	salam
emocionale	emosjonell
emocionale	emosjonelle
emocionale	emosjonelt
emocionale	følelsesladet
emocionale	følelsesmessig
njëlloj	like
molekulat	molekyler
rrezja	radius
faktori	factor
faktori	faktor
dukë	duke
dukë	hertug
qytetërimi	sivilisasjon
feve	religioner
bouches	bouches
shfrytëzimin	utnytter
shfrytëzimin	utnytte
kriteret	kriterier
uje	vann
hartën	kart
savoie	savoie
dec	dec
vdiqën	dødd
vdiqën	døde
urime	congratulations
urime	gratulasjoner
urime	gratulerer
urime	gratulere
urime	grattis
transmetim	overføring
transmetim	sending
transmetim	sending
transmetim	sendingen
transmetim	kringkasting
transmetim	kringkaste
transmetim	kringkasting
sundimtar	linjal
renditja	sortering
renditja	sorter
renditja	sortere
sulmuesi	angriperen
sulmuesi	striker
demokracia	demokrati
emigruar	emigrerte
emigruar	utvandret
emigruar	emigrerte
nofka	kallenavn
miratimin	adopsjon
minister	minister
mulli	mølla
mulli	mill
mulli	mølle
transferohet	overført
leoni	leon
clark	clark
kyçe	nøkkel
trashëgiminë	arven
trashëgiminë	arv
treve	trinity
treve	treenighet
inxhinieria	engineering
sinjalet	signaler
sinjalet	signalene
pushkë	hagle
pushkë	gevær
pushkë	rifle
tobi	toby
tobi	tobi
shqiperia	albania
numerike	numerisk
ssl	ssl
seksionin	seksjonen
seksionin	seksjon
seksionin	delen
përgatitja	forberedelse
përgatitja	forberedelser
konfliktet	konflikter
hitler	hitler
themel	foundation
themel	stiftelse
themel	stiftelsen
natyrshëm	naturlig
përshkroi	omriss
realiteti	virkeligheten
realiteti	realitet
realiteti	reality
realiteti	realiteten
realiteti	virkelighet
flasim	snakkes
flasim	snakk
flasim	talk
mbiemri	etternavn
lawrence	lawrence
shumëllojshmëri	variasjon
stupa	stupa
dakota	dakota
arabët	arabere
fürstenberg	fürstenberg
unmik	unmik
buenos	buenos
universiteteve	universiteter
kolonat	kolonnene
kolonat	kolonner
mbështetës	støttespillere
mbështetës	supportere
mbështetës	tilhengere
mbështetës	støttende
mbështetës	supporter
mbështetës	tilhenger
bashkëshortja	ektefelle
bashkëshortja	kona
bashkëshortja	wife
bashkëshortja	kone
bashkëshortja	hustru
denjë	verdige
denjë	verdig
jehona	ekko
jehona	echo
shkatërrimi	riving
shkatërrimi	ødeleggelse
shkatërrimi	tilintetgjørelse
ardian	ardian
serioz	alvorlig
serioz	alvorlige
serioz	alvor
serioz	seriøs
email	epost
gjithmone	always
gjithmone	bestandig
gjithmone	alltid
gjithmone	altid
kentucky	kentucky
kontrata	kontrakter
kontrata	kontrakt
njëherësh	samtidig
asllani	aslan
haxhiu	hadji
tower	tårn
tower	tower
tower	tårnet
përkushtim	dedikasjon
përkushtim	hengivenhet
shkencëtar	vitenskapsmann
shkencëtar	vitenskapsmannen
shkencëtar	forsker
shkencëtar	forskeren
brënda	innenfor
brënda	innafor
brënda	inside
brënda	innsiden
brënda	innvendig
brënda	inne
liqene	sjøer
liqene	innsjøer
kimisë	kjemi
dukesha	hertuginne
plane	planlegger
plane	planene
plane	planer
cilësore	kvalitet
cilësore	kvaliteten
kariera	karriere
kariera	karrieren
kariera	karrierer
kariera	karriere
përbënte	konstituerte
atom	atom
arrestohet	arresterte
arrestohet	arrestert
arrestohet	anholdt
arrestohet	pågrepet
kronike	kronisk
billy	billy
ushqyer	feed
ushqyer	mate
ushqyer	matet
ushqyer	fôret
ushqyer	foret
ushqyer	mater
ushqyer	mating
shkolluar	opplyste
shkolluar	opplyst
shkolluar	utdanna
shkolluar	utdannede
shkolluar	utdannet
titlestyle	titlestyle
tottenham	tottenham
delegatët	delegater
prodhuara	fremstilt
prodhuara	produsert
hartë	kart
shtypje	undertrykkelse
shtypje	press
shtypje	trykk
virusi	virus
olimpik	olympiske
olimpik	olympic
kolegji	college
kolegji	høgskole
kolegji	høyskole
shkallët	stiger
shkallët	trapper
shkallët	trappa
shkallët	trapp
unaza	ring
unaza	ringer
unaza	ringene
aleksandrisë	alexandria
thata	dry
thata	tørt
thata	tørr
thata	tørk
thata	tørket
thata	tørka
specifik	spesifikk
specifik	spesifikt
specifik	spesifikke
instaluar	installerte
instaluar	installert
subpage	subpage
risi	nyskapende
risi	innovativt
risi	innovasjon
bogdani	bogdani
gjumi	overnatting
gjumi	sovende
gjumi	sover
gjumi	sleep
gjumi	søvn
gjumi	sove
muzike	music
muzike	musikk
referencat	referanser
referencat	refererer
sigurimi	sikkerheten
sigurimi	trygghet
sigurimi	sikkerhet
sigurimi	forsikring
sigurimi	forsikringer
laura	laura
tibet	tibet
nena	nena
nena	mor
nena	moder
nena	mother
ekuatoriale	ekvatorial
strukture	struktur
gama	gamma
parimin	prinsippet
parimin	prinsipp
parametrat	parametere
parametrat	parametre
parametrat	innstillinger
parametrat	innstillingene
philipp	philipp
drogës	rusmiddel
gjetjet	funn
meriton	fortjener
meriton	fortjene
meriton	fortjener
adams	adams
përjetshme	evige
përjetshme	evig
fjalim	tale
fjalim	talen
diskutime	diskusjoner
diskutime	diskusjon
vazhdimësi	kontinuitet
arkivi	arkiv
arkivi	arkivere
arkivi	arkiver
arkivi	arkivet
hipoteza	hypotese
karnataka	karnataka
kontinentit	kontinent
humbet	taper
aviacionit	aviation
aviacionit	luftfart
grant	grant
dhurata	gaver
dhurata	gaver
dhurata	gaven
dhurata	gave
ian	lan
ian	ian
ian	lan
ian	ian
shërbejë	serve
shërbejë	tjene
shërbejë	tjen
saktësi	presisjon
saktësi	presisjon
saktësi	nøyaktighet
artiste	kunstner
artiste	artist
armenia	armenias
armenia	armenia
vishnu	vishnu
nikaragua	nicaragua
komplet	helt
komplet	fullstendig
komplet	komplett
komplet	fullføre
komplet	fullført
kontributet	bidrag
jerusalem	jerusalem
dortmund	dortmund
ticino	ticino
lampard	lampard
pakistani	pakistan
neni	artikkel
neni	artikkelen
kryqi	kryss
kryqi	cross
kryqi	krysse
kryqi	kors
alpine	alpin
alpine	alpine
maksimal	maksimum
maksimal	maksimalt
maksimal	maks
maksimal	maksimal
nana	nana
nana	besta
kanale	kanaler
kanale	kanalene
kanale	kanaler
kanale	kanalene
moldavia	moldovas
moldavia	moldova
platforma	plattformen
platforma	plattform
platforma	plattformer
provat	prøvene
provat	bevis
provat	bevismateriale
pengesë	hinder
pengesë	hindring
çift	pair
çift	par
çift	par
çift	paret
çift	couple
piramida	pyramide
piramida	pyramiden
piramida	pyramidespill
sipërfaqësore	overfladisk
hebraike	jødisk
hebraike	jødiske
hebraike	hebraisk
meurthe	meurthe
cituar	sitert
cituar	siterte
tanimë	allerede
tanimë	allereie
vega	vega
bosnjë	bosnia
sallë	lounge
sallë	hall
cilësia	kvalitet
cilësia	kvaliteten
len	len
mehdi	mehdi
tragjike	tragisk
erik	erik
erik	eric
erik	erik
sezonet	seasons
sezonet	sesonger
sezonet	årstider
sezonet	årstidene
sezonet	sesongene
matematika	matematikk
matematika	matte
matematika	matematikk
race	breed
race	rase
race	oppdretter
race	kappløp
race	rase
race	race
gjykimi	dømmekraft
gjykimi	bedømmelse
gjykimi	dømmekraft
pasqyron	gjenspeiler
hitlerit	hitler
flota	fleet
flota	flåten
flota	flåte
demografia	demografi
kupë	kalken
kupë	kalk
kupë	cupen
kupë	kopp
kupë	beger
kupë	cup
sony	sony
piu	drakk
piu	drukket
piu	pius
udha	veien
udha	road
udha	vei
malësi	highland
malësi	høyland
ronald	ronald
luhet	spilte
luhet	spilt
shtimin	tilskudd
shtimin	tillegg
inteligjencës	intelligence
inteligjencës	intelligens
inteligjencës	etterretning
huazuar	lånte
huazuar	lånt
huazuar	lånte
huazuar	lånt
huazuar	fasten
çeliku	stål
afrikane	afrikanske
afrikane	afrikansk
pafund	uendelig
pafund	uendelige
pafund	endeløs
pafund	endeløse
njerzit	mennesker
njerzit	personer
njerzit	personar
njerzit	folk
norman	norman
çlirim	frigjøring
çlirim	forløsning
çlirim	frelse
çlirim	befriende
bordi	brettspill
bordi	styret
bordi	board
tostring	tostring
albanese	albanese
dikujt	nokon
dikujt	noen
lajm	nyheter
lajm	news
shkronjat	skrifter
shkronjat	bokstaver
shkronjat	brev
tërhiqet	pensjonere
tërhiqet	trekke
valley	dal
valley	valley
kampione	mester
kampione	champion
përmbushur	oppfylt
përmbushur	fullført
përmbushur	oppfylle
përpjekja	innsats
përpjekja	anstrengelse
shfrytëzimi	utnyttelse
shfrytëzimi	utnytting
mysafir	gjest
mysafir	gjesten
javier	javier
lionel	lionel
heq	letter
heq	fjernes
heq	fjerner
shtrirjen	forlenger
shtrirjen	utvider
pérez	pérez
thot	sier
thot	says
sebastian	sebastian
sen	sen
moto	motto
moto	moto
lene	venstresiden
lene	venstre
lene	forlatt
lene	left
raymond	raymond
qepë	løk
qepë	løk
leonard	leonard
hiqet	løftet
hiqet	fjernet
hiqet	fjerna
italo	italo
vallès	vallès
ban	ban
ban	forby
ban	forbud
pasqyra	speil
pasqyra	speil
tetori	oktober
tetori	october
investimet	investeringer
gazetare	journalist
gazetare	reporteren
gazetare	reporter
dramatik	dramatiske
dramatik	dramatisk
alfredo	alfredo
romeo	romeo
hektarë	acres
hektarë	hektar
sind	sindh
shpallën	forkynt
ohër	ohrid
ndihme	hjelp
instrumentet	instrumenter
instrumentet	virkemidler
malazez	montenegros
skype	skype
tahiri	tahir
zvogëluar	svekket
zvogëluar	minsket
zvogëluar	redusert
zvogëluar	reduserte
campo	campo
montana	montana
autonominë	autonomi
informacionet	informasjon
informacionet	informasjonen
informacionet	opplysninger
kuvajti	kuwait
akuzat	tiltale
akuzat	kostnader
akuzat	belastninger
akuzat	anklager
akuzat	beskyldninger
folës	høyttaler
uashington	washington
corporation	corporation
kori	refrenget
kori	chorus
kori	kor
kori	sangkor
krijimet	kreasjoner
rrotull	rundt
rrotull	around
rrotull	omkring
bay	bukt
bay	bay
shō	shō
barcelonë	barcelonas
barcelonë	barcelona
theodor	theodor
gjuhësor	språklige
gjuhësor	påviser
viktimat	ofre
viktimat	ofrene
viktimat	offer
krishtlindjeve	samlerobjekter
jave	uken
jave	uke
jave	uka
jave	ukedager
godet	fulltreffere
godet	hits
madhështor	superb
maritimes	maritimes
fqinjët	naboer
fqinjët	naboene
fqinjët	naboer
vilaine	vilaine
taksa	moms
taksa	skatt
taksa	skatt
taksa	selvangivelsen
taksa	skatter
humane	humane
humane	humant
humane	human
fortifikuar	befestet
patriotik	patriotisk
patriotik	patriotiske
teatrore	teatralsk
tërësinë	helhet
izrael	israel
përbrenda	inngående
traktat	traktaten
traktat	traktat
intensiteti	intensiteten
intensiteti	intensitet
kelly	kelly
zgjerohet	utvider
zgjerohet	utvide
zgjerohet	utvid
mao	mao
canada	canada
mendoni	tror
dallimet	uenigheter
dallimet	forskjellene
dallimet	ulikheter
dallimet	forskjeller
bend	band
koke	hodepine
objektiv	målsetting
objektiv	målsettingen
objektiv	målrettet
monetare	monetære
liber	bok
parat	money
parat	penger
zëra	stemmene
zëra	stemmer
zëra	spekulasjon
zëra	spekulasjoner
trembëdhjetë	tretten
teqe	tekke
giorgio	giorgio
enët	retter
enët	tallerkener
enët	oppvask
abdurrahman	abdurrahman
çojë	lede
çojë	bly
çojë	føre
ron	ron
ron	ronny
ruajtja	lagring
ruajtja	lagrer
ruajtja	sparer
ruajtja	sparing
ruajtja	bevaring
oriental	orientalsk
konsideratë	omtanke
konsideratë	overveielse
x}}	x}}
adhurimi	tilber
adhurimi	tilbedelse
adhurimi	predestinasjon
shpie	ledetråder
shpie	fører
ndjerë	følt
ndjerë	filt
ndjerë	kjente
ndjerë	følte
ndjerë	kjentes
nazist	nazist
slloveni	slovenia
slloveni	slovenias
huajt	utlendinger
fajtor	skyldig
matet	målt
matet	måles
makine	bil
oborri	gårdsplassen
oborri	bakgården
oborri	bakgård
oborri	yard
oborri	tunet
përkufizimi	definisjon
mesazhe	beskjeder
mesazhe	meldinger
sistematike	systematisk
ndriçim	opplysningstiden
ndriçim	opplysning
ndriçim	belysning
tepërt	overflod
tepërt	overflødig
tepërt	overkant
realizimi	implementering
realizimi	gjennomføringen
realizimi	realisering
fakultet	fakultet
cola	cola
plotëson	utfyller
gji	amming
gji	bryst
gji	bukt
deklaratë	erklæring
deklaratë	uttalelse
deklaratë	utsagn
deklaratë	erklæring
deklaratë	erklæringen
guxim	mot
guxim	guts
kryetarin	høyttaler
gironde	gironde
komisar	politisjef
komisar	kommissær
holandeze	nederlandsk
holandeze	nederlendere
holandeze	hollandsk
pilotët	piloter
tenerife	tenerife
danimarkë	denmark
danimarkë	danmark
pakistanit	pakistansk
nënshkrimin	signering
reuss	reuss
psikologjik	psykologisk
romakë	romerne
romakë	romere
seksual	seksuelt
seksual	seksuell
përqindje	prosenter
përqindje	prosent
përqindje	prosentandel
dekret	forskrift
megjithate	likefullt
megjithate	likevel
megjithate	imidlertid
jong	jong
jong	yong
dytësore	ytterliggående
dytësore	sekundær
shkollimit	skolegang
kroni	kron
procese	prosesser
priten	forventa
priten	ventes
priten	ventet
priten	forventet
priten	forventes
siro	siro
lëngu	smoothie
lëngu	juice
shtrat	seng
personaliteti	individualisme
personaliteti	personlighet
oda	oda
administrim	management
administrim	ledelse
administrim	administrasjonen
administrim	administrasjon
budapest	budapest
derën	dørs
derën	dør
derën	døra
pasuar	skygget
pasuar	fulgte
pasuar	fulgt
pasuar	følges
refer	ref
refer	dommer
adresë	adresse
vegël	gadget
vegël	verktøy
rrota	hjul
rrota	hjulet
rrota	hjul
nuri	nuri
nuri	nouri
klinike	klinisk
zbatohet	gjelder
zbatohet	implementert
mujore	månedlige
mujore	månedlig
statistikave	statistikk
borussia	borussia
lille	lille
besueshëm	pålitelig
besueshëm	pålitelige
dallime	uenigheter
dallime	forskjellene
dallime	ulikheter
dallime	forskjeller
djalli	djevel
djalli	satan
kurora	kranser
kurora	krone
dokumentuar	dokumenterte
dokumentuar	dokumentert
refuzuar	fornektet
refuzuar	avslått
refuzuar	avvist
refuzuar	avslag
refuzuar	nektet
refuzuar	avslått
refuzuar	avvist
refuzuar	avslo
refuzuar	nektet
refuzuar	avslått
refuzuar	avslo
refuzuar	avvist
bashkëpunoi	samarbeidet
messi	messi
kumanova	kumanovo
ashanti	ashanti
yusuf	yusuf
kristiane	christian
kristiane	kristen
këngëtarë	sangere
edukative	pedagogiske
edukative	pedagogisk
stanley	stanley
mbytur	kvalt
mbytur	druknet
mbytur	drukna
mbështetëse	støttende
shkurtit	februar
përziera	blanda
përziera	blandet
thellësia	dybde
thellësia	dybden
lazio	lazio
lazio	lazlo
fiksuar	fikset
fiksuar	fast
fiksuar	reparert
fiksuar	besatt
plastike	plastikk
plastike	plast
deva	deva
punk	punk
vetmuar	ensomt
vetmuar	lonely
vetmuar	ensom
horizontal	horisontal
horizontal	vannrett
horizontal	horisontalt
varen	hengsler
mjekët	leger
mjekët	doktorer
mjekët	legene
mjekët	leger
ain	ain
fizikisht	fysisk
pbb	bnp
pasqyruar	reflektert
pasqyruar	reflekteres
pasqyruar	gjenspeiles
anastas	anastas
sánchez	sánchez
iowa	iowa
toledo	toledo
shit	sell
shit	selg
shit	selge
shit	seige
shit	solgte
shit	selges
shit	solgt
sllavo	slav
tërheqjen	uttak
tërheqjen	abstinens
tërheqjen	tilbaketrekning
gjenetik	genetisk
karton	papp
joachim	joachim
lajmet	nyheter
lajmet	news
aires	aires
disku	disc
disku	disk
përjetoi	erfarne
përjetoi	erfaren
përjetoi	opplevde
përjetoi	opplevd
formati	formatet
formati	format
rrjeta	rutenett
rrjeta	net
rrjeta	nett
rrjeta	netto
mas	mas
jeshile	grønn
jeshile	green
jeshile	grønt
jeshile	grønne
perpara	framover
perpara	forover
perpara	fram
perpara	fremover
perpara	frem
perpara	forut
perpara	before
perpara	før
borë	snør
borë	snøvær
borë	snø
përfundimi	fullføring
përfundimi	ferdigstillelse
përfundimi	utfall
përfundimi	utfallet
përfundimi	konklusjon
përfundimi	konklusjonen
adm	adm
arkeologët	arkeologer
synimet	hensikter
synimet	intensjoner
harris	harris
kështjellat	festninger
veshin	slitasje
veshin	wear
fetarë	religiøst
fetarë	religiøse
fetarë	religiøs
ikën	gone
ikën	gått
ikën	borte
ikën	forlater
ikën	drar
parandalimin	forebygging
mjediset	lokalene
mjediset	lokaler
mjediset	miljøer
ecur	vandret
ecur	gikk
ecur	gått
ecur	gjekk
capital	kapital
capital	capital
capital	hovedstad
alb	alb
reagim	reaksjon
reagim	tilbakemeldinger
reagim	tilbakemelding
reagim	feedback
reagim	tilbakekobling
veshja	kjole
veshja	antrekket
veshja	antrekk
veshja	antrekk
fronti	front
fronti	foran
laurent	laurent
matematikan	matematiker
fotograf	fotograf
shëndeti	helsa
shëndeti	helse
ekuador	ecuador
agjent	agenten
agjent	agent
josif	josip
penalltive	shootout
château	château
arsyen	årsak
arsyen	fornuft
arsyen	grunn
çati	taket
çati	tak
pasuese	etterfølger
ruso	russo
ruso	rousseau
arrestuar	arresterte
arrestuar	arrestert
arrestuar	anholdt
arrestuar	pågrepet
patate	poteter
patate	potet
poshte	down
poshte	ned
poshte	nedover
poshte	nede
seksion	seksjonen
seksion	seksjon
seksion	delen
hermann	hermann
rriti	fremmet
fikse	fikset
fikse	fast
fikse	reparert
nikola	nikola
nikola	nicola
vjetori	bryllupsdag
vjetori	jubileet
vjetori	jubileum
perime	grønnsak
perime	grønnsaker
flash	flash
flash	blits
zulu	zulu
dijetarëve	lærd
grada	grader
grada	rang
grada	grad
grada	rank
shfrytëzimit	utnyttelse
shfrytëzimit	utnytting
fitim	profitt
fitim	fortjeneste
fabrikë	plante
fabrikë	planter
fabrikë	fabrikk
mynih	münchen
zbriti	landet
brezat	generasjoner
sllovene	slovensk
sllovene	slovenias
batalioni	bataljonen
batalioni	bataljon
modena	modena
kërkohej	obligatorisk
kërkohej	påkrevd
kërkohej	kreves
vida	vida
pisha	furu
pisha	pine
thërret	kaller
thërret	anrop
dramaturg	dramatiker
arif	arif
forumi	forum
forumi	forumet
malo	malo
lexim	leser
lexim	reading
lexim	lesning
lexim	lesing
faruk	faruk
mysql	mysql
votimi	stemmer
votimi	avstemming
legjendare	legendarisk
legjendare	legendariske
kritikët	kritikere
bruneit	brunei
mbishkrim	inskripsjon
trajtim	behandling
shkëlqim	bling
shkëlqim	glød
femije	kids
femije	ungdommer
femije	kidsa
femije	unger
femije	barn
femije	barn
femije	child
femije	barnet
femije	barn
brezave	generasjoner
fqinjë	naboer
fqinjë	naboene
fqinjë	naboer
côtes	côtes
lavdishme	strålende
proteina	protein
valea	valea
vuajtur	lidd
vuajtur	led
shkatërroi	ødelagt
shkatërroi	ødelegges
shkatërroi	tilintetgjort
dollar	dollar
ekzekutive	executive
dallueshme	identifiserbar
festohet	feiret
futbollisti	fotballspiller
tendencë	tendens
somme	somme
kodrën	hill
kodrën	ås
kombësia	nasjonalitet
doi	doi
hip	hipp
hip	hoften
hip	hofte
organizmi	organisme
zhveshur	nakne
zhveshur	naken
ngjashmëri	likheter
ngjashmëri	likhet
ngjashmëri	likheten
tru	brain
