din	from
vorbitori	altaveus
vorbitori	parlants
date	dates
date	dades
cunoscută	conegut
decât	than
aici	aquí
aici	aqui
aici	ací
mari	mari
zile	dies
față	front
față	cara
față	face
club	club
componente	components
ulterior	posteriorment
est	est
est	est
nou	nova
nou	nou
nou	noves
ales	triats
ales	elegit
ales	escollida
numai	només
având	havent
ioan	john
ioan	joan
ioan	ioan
ion	ió
rusă	rus
isbn	isbn
populația	població
doi	dos
doi	dues
același	mateixa
același	mateix
membru	membre
dată	data
numit	anomenat
numit	cridat
oficial	official
oficial	oficialment
nici	ni
nici	ni
împotriva	contra
împotriva	against
saint	saint
împreună	junts
specia	espècies
specia	espècie
vest	oest
vest	western
italia	itàlia
excentricitate	excentricitat
încă	encara
descoperit	descobert
înainte	abans
lemn	fusta
noi	nova
noi	nou
noi	noves
nicolae	nicholas
nicolae	nicolau
nicolae	nicolae
națională	national
națională	nacional
subspecii	subespècie
statele	estats
roman	roman
roman	romà
drept	recta
drept	rectes
mod	modalitat
mod	mode
mod	mod
american	american
american	americà
fiecare	cadascú
fiecare	cadascuna
fiecare	cadascun
prezent	presents
prezent	present
casa	casa
acestea	aquestes
acestea	aquests
categorie	categoria
text	text
cluj	cluj
bine	bones
bine	bona
http	http
articole	articles
articole	elements
alexandru	alexandru
alexandru	alexandre
alexandru	alexander
unele	alguns
unele	algunes
milioane	milions
milioane	milió
milioane	milions
apă	aigua
doua	dos
doua	dues
iași	iași
ori	ori
țară	país
sate	viles
târziu	tard
istoria	història
maria	maria
cunoscut	conegut
patru	four
patru	quatre
republica	república
cca	aprox
râul	riu
paris	paris
paris	parís
gheorghe	gheorghe
gheorghe	george
tip	guy
tip	tipus
premiul	premi
premiul	premi
premiul	adjudicació
premiul	guardó
putea	podria
persoane	gent
persoane	persones
constantin	constantin
constantin	constantí
etc	etc
exemplu	exemple
descriere	descripció
george	george
articol	article
născut	nascut
născut	born
numărul	número
numărul	nombre
comitatul	comtat
harta	mapa
john	john
john	joan
jos	down
marea	mar
deoarece	perquè
deoarece	perque
localitate	localitat
aproape	gairebé
scris	escrit
raport	informe
echipa	esquadra
echipa	equip
diferite	diferent
diferite	diferents
baza	base
special	especial
special	especials
valea	vall
comune	conjunta
stadium	estadi
stadium	stadium
svg	svg
zona	zona
zona	àmbit
zona	àrea
dat	donades
dat	donada
slovenia	eslovènia
americii	amèrica
satului	poble
satului	aldea
împărat	emperador
localitatea	localitat
resedinta	residència
viața	vida
viața	life
bun	bones
bun	bona
cet	cet
format	format
primit	rebut
primit	rebé
primit	rebuda
președinte	president
oameni	gent
oameni	persones
istoric	historiador
istoric	històric
istoric	històrica
istoric	història
suprafață	superfície
suprafață	àmbit
suprafață	àrea
europa	europe
europa	europa
universitatea	universitat
team	equip
copii	nens
copii	fills
copii	infants
copii	nens
aproximativ	aproximat
aproximativ	aproximadament
aproximativ	aproximadament
lucru	cosa
lucru	treball
cazul	cas
români	romanès
români	romanesos
folosit	emprat
folosit	utilitzat
folosit	utilitzats
folosit	usat
orice	qualsevol
clubnat	clubnat
ibn	ibn
mihai	mihai
mihai	michael
acum	ara
recensământul	cens
centrul	centra
centrul	center
centrul	centre
centrul	centre
reprezintă	representar
reprezintă	representen
san	san
teritoriul	territori
van	van
van	furgoneta
ungaria	hongria
număr	número
număr	nombre
cauza	causa
bulgaria	bulgària
engleză	anglès
serie	sèries
serie	sèrie
sua	usa
vechi	antic
reședința	residència
munții	muntanyes
limbi	llengües
limbi	idiomes
apelor	aigües
fotbal	soccer
fotbal	futbol
regele	king
regele	rei
fiul	fill
anterior	anteriorment
anterior	prèviament
anterior	anterior
nouă	nova
nouă	nou
nouă	noves
evoluția	evolució
viteză	velocitat
paul	paul
palomar	palomar
orașe	ciutats
institutul	institut
satele	viles
lansat	estrenat
lansat	estrenats
istorice	històric
istorice	històrica
trecut	passat
articolul	article
mulți	moltes
mulți	molts
viață	vida
viață	life
informații	informació
titlu	titular
titlu	títol
goluri	objectius
titlul	títol
album	àlbum
york	york
von	von
pagina	pàgina
imperiul	imperi
moartea	defunció
moartea	mort
apare	apareix
fața	cara
fața	face
armata	exèrcit
formă	forma
formă	forma
formă	formulari
color	color
color	color
german	alemany
ștefan	esteve
ștefan	stephen
ștefan	ştefan
ștefan	stefan
rolul	rol
mică	petita
mică	petites
mică	mica
des	des
des	sovint
transilvania	transsilvània
epocă	vintage
începând	començant
principal	main
principal	principals
principal	principal
forma	forma
forma	forma
forma	formulari
carol	carol
mici	petita
mici	petites
astăzi	avui
robert	robert
apărut	aparegut
eliberare	alliberació
eliberare	alliberament
eliberare	alliberament
european	european
mic	petita
mic	petites
mic	mic
minore	menor
minore	minor
câștigat	guanyat
gen	gènere
gen	gènere
caracterizată	caracteritza
caracterizată	caracteritzat
com	comu
importante	important
der	der
aur	or
aur	gold
luat	pres
murit	morí
germană	alemany
kitt	kitt
orbită	òrbita
rotație	rotació
pol	pol
lume	món
lume	world
local	localment
local	local
local	locals
anglia	anglaterra
politică	pòlissa
politică	política
politică	política
spacewatch	spacewatch
devine	devine
revista	revista
asta	això
asta	aquesta
asta	aquest
asta	aixo
asta	que
vasile	vasile
vasile	basili
vasile	basil
vasile	alfàbrega
profesor	catedràtic
profesor	professor
profesor	mestra
planetelor	planetes
cinci	five
cinci	cinc
acolo	hi
acolo	allà
lumea	món
lumea	world
muzică	música
situat	situat
david	david
țara	país
etnică	ètnica
centru	centra
centru	center
centru	centre
centru	centre
alt	alt
istorie	història
austria	àustria
districtul	districte
altitudine	altitud
periheliu	perihelion
regatul	regne
conține	conté
activitatea	activitat
sultan	sultà
sultan	sultan
afeliu	aphelion
inițial	inicialment
inițial	originàriament
inițial	originalment
inițial	inicial
artă	art
numeroase	nombroses
numeroase	nombrosos
body	cos
imagini	imatges
imagini	fotografies
rusia	rússia
spune	say
domeniul	domini
școala	escola
polonia	polònia
succes	èxit
provincie	província
studii	estudi
studii	estudis
inclusiv	inclòs
primar	alcalde
primar	primària
primar	primari
francez	francès
privind	veient
privind	mirant
scriitor	escriptor
jean	jean
sistemul	system
sistemul	sistema
începe	inici
începe	comença
ziua	jornada
ziua	dia
sur	sur
single	single
urmat	seguí
urmat	seguit
războiul	guerra
world	món
world	world
internațional	internacional
internațional	international
internațional	internacionals
franceză	francès
william	guillem
william	william
ministru	ministre
important	important
familie	família
familie	familia
politic	políticament
chișinău	chișinău
țări	països
funcția	funció
jpl	jpl
lucrări	obres
publicat	publicat
mircea	mircea
curs	curs
curs	rumb
probabil	probablement
considerat	considerades
considerat	considerat
sistem	system
sistem	sistema
sudul	sud
vreme	weather
autor	autor
mediu	entorn
mediu	mitjà
dezambiguizare	desambiguació
spania	espanya
funcție	funció
categoria	categoria
nivel	nivell
web	web
top	top
mihail	mikhaïl
mihail	michael
mihail	mihail
biserică	església
realizat	adonar
realizat	aconseguit
realizat	assolits
realizat	complerta
cartea	llibre
filme	films
noua	nova
noua	nou
noua	noves
căsătorit	casats
căsătorit	casat
png	png
muzeul	museum
muzeul	museu
city	ciutat
afluent	afluent
construit	construït
construit	construit
construit	edificat
odată	once
luptă	batalla
luptă	lluita
luni	mesos
luni	dilluns
jucat	jugat
jucat	tocava
zone	zones
zone	àrees
zone	àmbits
radio	ràdio
radio	radio
romano	romano
istorică	històric
istorică	històrica
deja	ja
monument	monument
europene	european
fac	fent
dreapta	dret
dreapta	dreta
moment	moment
componenta	component
cantonul	cantó
vârsta	edat
toți	tots
toți	totes
bază	base
ultima	darrer
ultima	últim
ultima	última
ultima	darrera
origine	origen
recensământ	cens
actor	actor
literatură	literatura
anderson	anderson
veche	antic
timișoara	timişoara
les	les
participat	participat
guvernul	govern
estul	est
total	total
total	totalment
japonia	japó
japonia	japan
sibiu	sibiu
petru	petru
petru	peter
petru	pere
conte	comte
conte	conte
alba	alba
bavaria	baviera
roma	roma
specii	espècies
specii	espècie
cupa	tassa
cupa	cup
bătălia	batalla
ceva	quelcom
ceva	algo
membri	membres
calitate	qualitat
scrie	escriu
euro	euro
uniunii	union
uniunii	unió
scurt	curt
scurt	breu
mama	mare
creat	creades
creat	creats
creat	creat
campionatul	campionat
campionatul	championship
locuri	llocs
locuri	seients
locuri	assentaments
uri	uri
mănăstirea	monestir
america	amèrica
produs	produït
produs	producte
ultimul	darrer
ultimul	últim
ultimul	última
ultimul	darrera
condus	impulsada
condus	impulsat
condus	impulsades
președintele	president
andrei	andrei
radu	radu
brazilia	brasil
suceava	suceava
james	james
james	jaume
declarat	declarat
declarat	declarada
surse	fonts
obicei	costum
obicei	hàbit
compania	companyia
compania	empresa
etnic	ètnica
echipe	equips
sezonul	temporada
central	centrals
central	central
dan	dan
dan	donen
unii	alguns
unii	algunes
liga	lliga
liga	liga
rol	rol
loire	loira
loire	loire
brașov	brașov
india	índia
construită	construït
construită	construit
construită	edificat
construită	construïts
uniunea	union
uniunea	unió
obținut	obtingut
obținut	obtingudes
obținut	obtinguda
obținut	obtinguts
obținut	aconseguit
obținut	assolits
cărți	cartes
cărți	targetes
cărți	llibres
opera	opera
opera	òpera
rock	roca
rock	rock
zonă	zona
zonă	àmbit
zonă	àrea
stil	estil
video	vídeo
video	video
teatru	theater
teatru	teatre
teatru	teatre
ziarul	periòdic
ziarul	periódico
ziarul	diari
www	www
militară	militars
militară	militar
post	publicació
românesc	romanès
plus	plus
richard	ricard
richard	richard
china	xina
codul	codi
administrația	administració
fiica	filla
scopul	aim
scopul	finalitat
scopul	propòsit
scopul	objectiu
situată	situat
grupul	grup
victor	víctor
victor	victor
michael	michael
londra	london
londra	alpicat
londra	londres
insula	illa
poziția	posició
charles	charles
charles	carles
forțele	forces
albumul	àlbum
diverse	divers
intrat	entrat
șase	sis
șase	six
director	director
director	directora
director	realitzador
director	directori
militar	militars
militar	militar
originală	original
state	estats
state	estat
pop	pop
azi	avui
university	universitat
cultural	cultural
cultural	culturals
trimis	enviats
trimis	enviat
bar	barra
bar	bar
henric	enric
henric	henry
folosite	emprat
folosite	utilitzat
folosite	utilitzats
folosite	usat
jumătate	meitat
jumătate	half
capitala	capital
fizice	físic
mexico	mèxic
activitate	activitat
sfântul	saint
soția	esposa
metri	metres
metri	metres
imperiului	imperi
centrală	centrals
centrală	central
vii	vii
singur	sola
singur	single
singur	solitari
public	públic
public	públics
public	public
public	públiques
public	públicament
nevoie	necessitat
oamenii	humans
oamenii	gent
oamenii	persones
caz	cas
televiziune	televisió
curtea	cort
curtea	tribunal
probleme	problemes
probleme	qüestions
publice	públic
publice	públics
publice	public
publice	públiques
regia	dirigit
regia	dirigida
plan	pla
naturale	naturals
naturale	natural
facultatea	college
facultatea	facultat
pământ	earth
pământ	terra
pământ	land
viena	viena
houten	houten
principale	main
principale	principals
principale	principal
prim	prime
prim	prim
arte	arts
alți	altres
seria	sèries
seria	sèrie
dezvoltarea	desenvolupament
dezvoltarea	desenvolupant
direct	recta
direct	rectes
direct	directe
direct	directa
direct	direct
direct	directes
direct	directament
termenul	termini
altele	altres
altele	altres
carte	llibre
auto	auto
auto	automàtica
africa	àfrica
religie	religió
minor	menor
minor	minor
conducerea	gestió
conducerea	lideratge
asia	àsia
final	final
adus	portat
para	pera
para	para
următoarea	pròxima
următoarea	següent
următoarea	propera
următoarea	next
părți	parts
părți	parts
fratele	germà
membrii	membres
acord	acord
ambele	ambdós
ambele	ambdues
teatrul	theater
teatrul	teatre
teatrul	teatre
stânga	esquerra
stânga	esquerre
catolici	catòlics
press	press
press	premsa
traducere	traducció
ludovic	lluís
ludovic	louis
dumnezeu	déu
momentul	moment
drumul	carretera
drumul	road
evenimente	esdeveniments
district	districte
und	und
luna	luna
luna	lluna
luna	mes
publică	públic
publică	públics
publică	public
publică	públiques
publică	publicarà
arad	arad
poet	poeta
peter	peter
peter	pere
victoria	victòria
victoria	victoria
fondat	fundat
fondat	fundada
sovietică	soviètic
sovietică	soviètica
nivelul	nivell
rus	rus
poartă	desgast
martin	martín
martin	martí
martin	martin
observatorul	observatori
observatorul	observador
europeană	european
adrian	adrian
dumitru	dumitru
https	https
continuat	continuat
continuat	continuada
pas	pas
păianjeni	aranyes
berlin	berlin
berlin	berlín
proiectului	projecte
lumina	llum
haute	haute
elemente	elements
elemente	elements
piatră	pedra
piatră	roca
piatră	rock
produse	producte
produse	productes
romania	romania
thomas	thomas
thomas	tomàs
napoca	napoca
sec	sec
piese	vies
piese	peces
piese	pistes
piese	parts
piața	mercat
găsit	trobat
muzica	música
folosită	emprat
folosită	utilitzat
folosită	utilitzats
folosită	usat
casă	casa
casă	domicili
casă	llar
afaceri	negoci
afaceri	negocis
vestul	oest
legătură	vinculació
legătură	enllaç
grecia	grècia
liber	lliure
liber	gratuït
liber	lliures
înseamnă	mitjans
pagini	pàgines
national	national
national	nacional
moscova	moscou
comunist	comunista
britanic	britànic
britanic	british
britanic	britànica
linia	línia
medie	mitjà
medie	mitjana
medie	mean
sovietice	soviètic
sovietice	soviètica
puterea	força
puterea	potència
puterea	poder
puternic	forts
puternic	forta
puternic	fort
puternic	poderós
puternic	poderosos
puternic	potent
puternic	poderosa
puternic	poderoses
oficială	official
legea	llei
pierdut	perduda
pierdut	perduts
pierdut	lost
pierdut	perdut
colspan	colspan
afara	out
loneos	loneos
cariera	carrera
germani	alemanys
rezultat	resultat
structura	estructura
rândul	fila
rândul	filera
constanța	constanţa
nordul	nord
nordul	northern
ușor	fàcil
ușor	lleugerament
putere	força
putere	potència
putere	poder
anumite	certes
anumite	determinats
adevărul	veritat
xviii	xviii
black	black
black	negre
castelul	castell
fiu	fill
naturală	naturals
naturală	natural
consiliului	consell
importantă	important
cetatea	fortalesa
cetatea	ciutadella
poltava	poltava
suprafața	superfície
premii	premis
premii	premis
puncte	punts
puncte	punts
prințul	príncep
prințul	prince
meteorologie	meteorologia
lungime	longitud
social	socialment
social	socials
social	social
rapid	ràpid
generalul	general
femei	dones
international	internacional
international	international
international	internacionals
descrierea	descripció
școală	escola
original	original
șapte	set
plante	plantes
kiev	kíev
hidrologie	hidrologia
locale	local
locale	locals
bacău	bacău
ocupat	ocupat
adesea	sovint
volumul	volum
louis	lluís
louis	louis
australia	austràlia
referințe	referències
online	online
media	mitjans
permite	permetre
permite	permet
nimic	res
consiliul	consell
literară	literari
literară	literària
literară	literàries
simplu	simple
simplu	senzill
imediat	immediatament
canada	canadà
punctul	punt
superioară	superior
wilhelm	guillem
wilhelm	william
wilhelm	wilhelm
sociale	socials
sociale	social
grigore	grigore
grigore	gregori
grigore	gregory
planet	planeta
joseph	josep
joseph	joseph
arheologice	arqueològic
case	cas
case	habitatges
case	casas
case	cases
art	art
stabilit	establerta
politician	polític
scurtă	curt
scurtă	breu
ortodoxă	ortodox
detalii	detalls
detalii	detall
trupele	efectius
trupele	tropes
internet	internet
real	real
urss	urss
cultura	cultura
problema	problema
volume	volums
americană	american
americană	americà
țările	països
mesaj	missatge
hartă	mapa
internațională	internacional
internațională	international
internațională	internacionals
ciuda	rancor
academia	academy
academia	academia
academia	acadèmia
legate	enllaçat
legate	relacionat
legate	relacionada
legate	relacionats
persoană	persona
complet	completa
complet	complet
complet	completament
major	major
totală	total
cultură	cultura
obiective	objectius
actriță	actriu
măsură	mesura
existat	existia
existat	existit
existat	existien
abu	abu
catolică	catòlic
catolică	catòlica
superior	superior
deschis	oberta
deschis	oberts
deschis	open
deschis	obre
deschis	obert
joc	partida
joc	joc
parcul	park
parcul	parc
stare	estat
stare	condició
ferdinand	ferran
fizică	física
fizică	físic
man	home
man	man
procesul	procés
procesul	judici
unități	dependències
unități	unitats
cale	camí
cale	cale
rămâne	restes
rămâne	estades
ministerul	ministeri
clasa	classe
lipsa	manca
lipsa	falta
proiect	projecte
fotbalist	futbolista
santa	santa
administrativ	administratiu
administrativ	administratius
devenind	esdevenir
naștere	naixement
calea	camí
stadion	estadi
stadion	stadium
semnat	signat
semnat	firmat
greacă	grec
roșu	roig
roșu	vermell
roșu	red
articolele	articles
lupta	lluitant
lupta	lluita
văzut	vistos
văzut	vist
văzut	saw
niciodată	mai
epoca	època
greco	greco
economice	econòmic
economice	econòmica
economice	econòmics
economice	economic
economice	econòmiques
drosophila	drosophila
otoman	otomà
împăratul	emperador
divizia	divisió
metal	metall
metal	metal
monumente	monuments
muhammad	muhammad
muhammad	mahoma
dezvoltare	desenvolupament
cursul	curs
cursul	rumb
construcție	construcció
alb	white
alb	blanc
bulgari	búlgars
bulgari	búlgar
verde	green
verde	verd
urmează	segueix
urmează	segueixi
maghiari	hongaresos
debit	flux
debit	cabal
arată	espectacles
arată	mostra
arată	espectacle
acțiune	acció
saxonia	saxònia
include	incloure
include	inclou
obține	aconsegueix
obține	aconseguir
league	lliga
daniel	daniel
destul	prou
destul	suficient
jurnalul	journal
jurnalul	diari
jurnalul	diari
argeș	argeș
turistice	turista
live	viure
live	live
publicate	publicat
situația	situació
maghiară	hongarès
negru	black
negru	negre
omul	home
omul	man
interes	interès
știință	ciència
știință	ciències
acordat	atorgades
acordat	atorgat
acordat	concedit
acordat	concedides
acordat	concedida
acordat	adjudicat
alții	altres
teoria	teoria
karl	karl
rând	fila
rând	filera
folosește	usa
folosește	utilització
folosește	ús
valoare	valor
civil	civil
civil	civil
armată	militars
armată	militar
armată	exèrcit
tudor	tudor
modul	modalitat
modul	mode
modul	mòdul
modul	connector
modul	complement
regizat	dirigit
regizat	dirigida
albert	albert
sursă	font
lacul	llac
ocupă	ocupar
ocupă	ocupen
italian	italià
schimb	intercanvi
schimb	permuta
singură	sola
singură	single
confesional	confessionari
craiova	craiova
culoare	color
culoare	color
chitară	guitarra
muncă	treball
model	model
model	plantilla
trece	passen
trece	passi
trece	pass
folosind	utilitzant
folosind	usant
literare	literari
literare	literària
literare	literàries
găsește	troba
găsește	trobi
găsește	trobeu
studio	studio
studio	estudi
jîtomîr	jitòmir
materiale	material
materiale	materials
materiale	matèries
dezvoltat	desenvolupat
dezvoltat	desenvolupats
populară	popular
populară	populars
frederic	frederick
corpul	cos
elena	elena
populare	popular
populare	populars
ideea	idea
autori	autors
diagrama	diagrama
cercetare	recerca
cercetare	investigació
actual	actuals
actual	actual
actual	corrent
companie	companyia
companie	empresa
crimeea	crimea
controlul	control
california	califòrnia
california	california
minute	minuts
artist	artista
pace	pau
târgu	târgu
galați	galaţi
societatea	societat
comitat	comarca
evrei	jueus
sens	sentit
formula	fórmula
meci	coincidència
contra	contra
contra	against
utilizator	usuari
suedia	suècia
locuitorii	residents
prințesa	princess
prințesa	princesa
comunitatea	comunitat
cap	head
cap	capçal
cap	gorra
echipă	equip
cuvinte	paraules
jocurile	jocs
literatura	literatura
personal	personals
personal	personalment
personal	personal
regizor	director
regizor	directora
regizor	realitzador
albă	white
albă	blanc
cine	qui
cine	who
star	estel
star	estrella
marie	marie
muzical	musical
vărsare	vessament
literar	literari
literar	literària
literar	literàries
publicată	publicat
antrenor	preparador
antrenor	formador
antrenor	coach
antrenor	autocar
antrenor	entrenador
atac	atac
atac	assalt
copil	baby
copil	nadó
copil	nen
copil	infant
discuri	rècords
discuri	registres
discuri	discs
discuri	discos
port	port
numere	nombres
numere	números
scrise	escrit
clubul	club
infanterie	infanteria
pierre	pierre
pagină	pàgina
considerată	considerades
considerată	considerat
xvi	xvi
cineva	algú
olimpice	olympic
olimpice	olímpic
europei	europe
europei	europa
voce	veu
liberă	lliure
liberă	gratuït
liberă	lliures
popescu	popescu
greu	heavy
greu	pesats
greu	pesada
greu	pesant
greu	pesades
greu	hard
greu	dura
greu	dur
crescut	plantejat
constituie	constitueixen
rezoluție	resolució
proiectul	projecte
olanda	holanda
olanda	holland
henry	enric
henry	henry
israel	israel
intrarea	entrada
vară	estiu
compozitor	compositor
versiunea	versió
prezența	presència
vladimir	vladímir
vladimir	vladimir
motiv	raó
motiv	motiu
neagră	black
neagră	negre
uefa	uefa
popular	popular
popular	populars
existența	existència
justificare	justificació
papa	papa
cernigău	txerníhiv
sport	esport
sport	sport
sport	esports
ministrul	ministre
poloniei	polònia
creșterea	creixement
studiat	estudiat
plasa	net
mutat	moguda
scrisă	escrit
generale	general
filip	felip
filip	filip
subiect	temàtica
subiect	tema
subiect	assignatura
subiect	subjecte
subiect	subjectes
politica	pòlissa
politica	política
politica	política
comitate	comarques
zece	deu
insulele	illes
park	park
park	parc
arta	art
bgcolor	bgcolor
pictor	pintor
gradul	grau
gradul	rang
autorul	autor
ora	ora
ora	hora
ora	temps
ora	time
posibil	possiblement
posibil	possible
posibil	possibles
onoare	honor
mii	mil
mii	milers
joacă	reprodueix
cernăuți	txernivtsí
culturale	cultural
culturale	culturals
tom	tom
continuare	continuació
continuare	seqüela
ore	hores
moarte	defunció
moarte	mort
vremea	weather
monumentul	monument
forme	formularis
forme	formes
forme	formes
program	programa
program	programa
program	horari
susținut	subvencionat
susținut	recolzada
susținut	sostinguda
susținut	sostingut
alegerile	eleccions
linie	línia
lungă	llarga
lungă	llarg
lungă	long
producție	producció
urban	urban
strada	carrer
viii	viii
drum	carretera
drum	road
lung	pulmó
lung	llarga
lung	llarg
lung	long
festivalul	festival
alta	alta
zonele	zones
zonele	àrees
zonele	àmbits
primii	primer
primii	primera
primii	primers
versuri	versos
versuri	lletres
versuri	lletra
steaua	estel
steaua	estrella
steaua	steaua
bistrița	bistrița
jucător	reproductor
jucător	jugador
sursa	font
familii	famílies
christian	christian
christian	cristià
west	oest
distanță	distància
distanță	remot
distanță	remota
distanță	remots
clădirea	edifici
clădirea	edificació
biblioteca	biblioteca
formate	formats
piatra	pedra
piatra	roca
piatra	rock
termen	termini
valoarea	valor
miniatura	miniatura
miniatura	miniatura
don	don
religioase	religiós
calais	calais
rio	rio
alpi	alps
doctor	metge
doctor	doctor
drepturile	drets
emir	emir
emir	amir
turnul	torre
turnul	tower
washington	washington
nobel	nobel
economică	econòmic
economică	econòmica
economică	econòmics
economică	economic
economică	econòmiques
gentile	gentile
adăugat	afegits
adăugat	afegit
afară	out
decenii	dècades
stilul	estil
los	los
non	non
proces	procés
proces	judici
aparține	pertany
domeniu	domini
han	han
xiv	xiv
comanda	ordre
comanda	comandament
comanda	orde
comanda	ordre
interior	inside
interior	endins
interior	dins
interior	interior
friedrich	friedrich
madrid	madrid
bani	diners
bani	diner
xvii	xvii
secole	segles
crearea	creació
crearea	creant
ron	ron
șah	escacs
argint	plata
intră	introdueix
norvegia	noruega
regina	regina
regina	queen
regina	reina
galerie	galeria
decis	decidit
dnipropetrovsk	dnipropetrovsk
unitate	unitat
johann	johann
campania	campania
campania	campanya
dupa	after
dupa	després
compus	compost
partid	party
partid	partit
partid	festa
scop	finalitat
scop	propòsit
moderne	moderna
moderne	modern
descrie	descrigui
descrie	descriu
descrie	descriure
energie	energia
schimbat	canviades
schimbat	canviat
schimbat	canviada
extrem	extremadament
extrem	extrem
extrem	extrema
extrem	extreme
tratatul	tractat
elveția	suïssa
eveniment	esdeveniment
totul	everything
totul	tot
ana	ana
aer	aire
aer	air
standard	estàndard
mișcarea	moviment
solid	sòlid
apa	aigua
sezon	temporada
traian	traian
stadionul	estadi
stadionul	stadium
studiile	estudis
anunțat	anunciada
anunțat	anunciat
cazuri	casos
sine	sinus
sine	sine
latină	llatí
munte	muntanya
edward	edward
edward	eduard
descoperă	descobreix
romană	roman
romană	romà
conducător	regle
conducător	governant
conducător	manava
conducător	líder
evenimentul	esdeveniment
poziție	posició
masă	taula
masă	quadre
masă	missa
masă	massa
masă	àpat
maritime	marítim
povestea	història
spațiu	espai
bas	bas
opt	vuit
coreea	corea
coreea	korea
interne	intern
interne	interna
eugen	eugen
ionescu	ionescu
încearcă	prova
reprezentat	representada
reprezentat	representats
reprezentat	representades
reprezentat	representat
parlamentului	parlament
teren	àmbit
teren	camp
teren	land
teren	terreny
burgundia	borgonya
serbia	sèrbia
marcat	anotat
marcat	marcó
marcat	marcat
canton	cantó
vinnița	vínnitsia
london	london
london	alpicat
london	londres
utilizat	emprat
utilizat	utilitzat
utilizat	utilitzats
utilizat	usat
severin	severin
produce	produeixin
produce	produeixen
produce	produeix
eminescu	eminescu
france	frança
cult	culte
cult	secta
cult	culte
otto	otto
control	control
preot	sacerdot
versiune	versió
făcute	fetes
făcute	feta
cristian	cristian
lorena	lorena
lorena	lorena
lorena	lotaríngia
fişier	arxiu
fişier	fitxer
păstrează	mantén
iosif	josep
iosif	joseph
pyrénées	pyrénées
emil	emil
bucovina	bucovina
pictură	pintura
zilele	dies
prezentat	presentat
prezentat	presentats
prezentat	presentat
prezentat	presentada
folosirea	utilitzant
folosirea	usant
sala	gimnàs
sala	gym
turcia	turquia
animale	animals
medicină	medicament
medicină	medicina
producător	productor
producător	fabricant
relativ	relatiu
relativ	relativament
vecine	veí
vecine	veí
vecine	veïna
material	material
regiuni	regions
bogdan	bogdan
basarabia	bessaràbia
înălțime	alçada
înălțime	alçària
