جودو	џудо
اهلی	домашните
خاکستر	еш
خاکستر	пепел
اساطیری	аватари
میانجی	посредникот
میانجی	посредник
میانجی	посредство
میانجی	посредување
میانجی	посредници
استریت	улични
استریت	улица
استریت	уличен
تکاملی	еволутивна
گوجه	домати
گوجه	домат
گوجه	патлиџан
زرهی	оклопни
قندهار	кандахар
خروس	кур
خروس	петелот
خروس	петел
کاریکاتور	карикатури
کاریکاتور	карикатура
توت	tut
نمادین	симболичен
نمادین	симболично
نمادین	симболички
نمادین	симболична
آگهی	рекламирање
آگهی	рекламирањето
واکسن	вакцини
واکسن	вакцините
واکسن	вакцина
منفرد	манфред
نیجر	нигер
تامی	томи
وارن	варен
وارن	ворен
سیلندر	цилиндар
رستاخیز	суден
رستاخیز	воскресение
رستاخیز	воскреснување
حشره	инсект
حشره	инсекти
بیوگرافی	биографии
بیوگرافی	биографија
امانوئل	емануел
امانوئل	емануеле
امانوئل	емануел
شورشی	бунтовнички
شورشی	бунтовничка
شورشی	бунтовнички
شورشی	бунтовник
شورشی	бунтовници
شورشی	бунтовниците
شکوفایی	блум
منطبق	идентични
منطبق	идентичен
عهدنامه	договор
عهدنامه	спогодба
اقتصاددان	економист
کنش	дејство
کنش	акција
کنش	дејства
کنش	активности
کنش	дејствија
کنش	постапки
پاهای	стапала
پاهای	нозе
پاهای	стопала
آرون	ерон
آرون	арон
تنظیمات	прилагодувања
تنظیمات	прилагодување
تنظیمات	прилагодувања
تنظیمات	параметри
تنظیمات	поставувања
تنظیمات	прилагодувања
تنظیمات	поставки
آمیخته	мешавината
آمیخته	мешавина
آمیخته	смеса
لیسبون	лисабон
دانیال	даниел
خوانی	рецитал
حماس	хамас
دوز	дозата
دوز	доза
دوز	дозата
دوز	доза
فرانکو	франко
تحقیقی	стипендија
فمینیسم	феминизам
حلب	алепо
سکولار	секуларна
تأخیر	одложи
تأخیر	доцнење
تأخیر	одложување
تأخیر	одложи
آشوب	мешаница
آشوب	хаос
پارکر	паркер
بالقوه	потенцијална
بالقوه	потенцијал
بالقوه	потенцијално
نخاعی	рбетна
ادموند	едмунд
زینتی	декоративни
سقط	абортус
سقط	абортуси
سقط	абортус
سقط	абортусот
تاتنهام	тотенхем
دیزل	дизел
محفل	ложа
محفل	собири
محفل	собранието
محفل	собрание
ناسیونال	национал
تماشای	гледав
تماشای	гледање
تماشای	гледајќи
تماشای	гледа
تماشای	гледањето
دوبلین	даблин
الکترونی	електронски
الکترونی	електронска
یاهو	yahoo
درآمدی	приход
درآمدی	приходи
درآمدی	примања
قطره	падни
قطره	капка
قطره	фрли
قطره	капки
قطره	капките
باطل	лажна
باطل	неточно
باطل	лажен
باطل	празнина
باطل	суета
نیرومند	моќен
نیرومند	моќна
نیرومند	моќно
نیرومند	моќни
خداحافظی	збогум
آنالوگ	аналоген
جونگ	јонг
جونگ	јанг
جونگ	јунг
رون	рон
اصابت	влијанието
اصابت	влијание
عاطفی	емотивно
عاطفی	емоционална
عاطفی	емотивен
عاطفی	емоционален
عاطفی	емотивна
دوندگان	тркачи
دوندگان	тркачи
اسکن	скенирање
مایعات	течности
مایعات	течности
وات	ват
عدسی	леќа
عدسی	леќи
عدسی	објективот
الجزیره	алжир
مخفیانه	тајно
کریستیان	христијански
کریستیان	кристијан
کریستیان	христијан
کریستیان	христијани
کریستیان	христијанин
امارت	емират
مستطیل	правоаголник
پورشه	порше
سوگند	заклетвата
سوگند	заклетва
کرنل	корнел
کرنل	корнел
کاج	pinus
کاج	kaj
کاج	пајн
کاج	бор
کاج	борови
بایت	бајт
بایت	бајти
بایت	бајти
باروک	барок
تبخیر	ротари
انقلابیون	револуционери
کاتالونیا	catalunya
کاتالونیا	каталонија
برفی	снег
برفی	снешко
مهربان	љубезна
مهربان	љубезен
مهربان	вид
مهربان	милостив
سوالات	прашања
راکی	роки
نوسازی	обновување
نوسازی	обнова
نوسازی	реновирање
نوسازی	рехабилитација
ریموند	рајмонд
ریموند	рејмонд
شوک	шок
ابتکار	импровизација
ابتکار	иницијатива
ابتکار	импровизација
نمادی	симболичен
نمادی	симболично
نمادی	симболички
نمادی	симболична
ورد	магија
ورد	рт
ورد	верде
زدایی	дерегулација
امیلی	емили
بور	bur
بور	бор
اسپورت	sport
اسپورت	спорт
اسپورت	спортови
اسپورت	спортски
اسپورت	спорт
آرت	уметност
آرت	арт
آرت	уметничко
آرت	уметноста
موانع	бариери
موانع	бариерите
موانع	препреки
موانع	пречки
احادیث	читања
تاخیر	одложи
تاخیر	доцнење
تاخیر	одложување
کولی	циганка
کولی	цигански
کولی	циган
کولی	kuli
ناتوانی	неспособноста
ناتوانی	неспособност
ناتوانی	инвалидитет
ناتوانی	неспособност
تاکسی	такси
تاکسی	такси
کلیوی	бубрежна
زشت	грди
زشت	грд
زشت	грда
زشت	грдо
فرید	фарид
ماهر	квалификувана
ماهر	вешта
ماهر	вешт
ماهر	вешти
پایانه	терминал
عجایب	чудата
عجایب	чуда
تعدیل	приспособување
تعدیل	прилагодување
زراعت	посевите
زراعت	посеви
زراعت	земјоделска
زراعت	земјоделие
زراعت	земјоделство
واجب	задолжително
واجب	неопходни
واجب	неопходно
واجب	неопходна
واجب	потребно
راستش	всушност
بدتر	полошо
بدتر	полош
بدتر	полоши
بدتر	полоша
لوی	леви
لوی	лој
لوی	ливи
سبزیجات	зеленчук
سبزیجات	зеленчук
کارخانجات	фабрики
کارخانجات	фабриките
داس	срп
داس	дас
هموار	мазна
هموار	мазно
قرائت	четиво
قرائت	читањето
قرائت	читање
آناتومی	анатомија
سوق	вози
سوق	драјв
هیلز	ридови
هیلز	ридовите
هیلز	хилс
وفاداری	верност
وفاداری	верноста
وفاداری	верност
وفاداری	лојалност
وفاداری	лојалноста
بارانی	туширање
بارانی	туш
بارانی	дождлив
بارانی	дожд
بیچ	бука
بیچ	бич
بیچ	плажа
بیچ	бич
کیفری	злосторник
کیفری	кривично
کیفری	кривични
کیفری	кривична
کیفری	криминално
آرزو	посакувам
آرزو	желба
آرزو	посакуваат
آرزو	посакувајќи
تصمیمات	одлуки
تصمیمات	одлуките
دانشگاهیان	академици
دانشگاهیان	академијата
ضرر	загуби
جنون	деменција
جنون	лудилото
جنون	лудило
جنون	лудило
جنون	лудоста
متقاعد	убедена
متقاعد	убедени
متقاعد	убеден
متقاعد	убедува
متقاعد	убеди
متقاعد	убедлива
متقاعد	убедливи
متقاعد	убедувањето
متقاعد	убедливо
متقاعد	убедлив
تایلر	тајлер
تایلر	тајлор
عزت	чест
عزت	чест
عزت	честа
عزت	слава
تمبر	печат
بلگراد	белград
بلگراد	белградски
معاملات	договори
معاملات	зделки
معاملات	трансакции
یاقوت	сафири
یاقوت	рубини
یاقوت	рубин
یاقوت	руби
نوزده	деветнаесет
پرسی	перси
دستکاری	манипулираат
دستکاری	манипулирање
دستکاری	манипулации
دستکاری	манипулација
معجزه	чуда
معجزه	чудо
باهم	заедно
خوردگی	корозија
لوکوموتیو	локомотива
لوکوموتیو	локомотивата
بدهی	долгови
بدهی	долгови
بدهی	долг
بدهی	задолжување
بدهی	долгови
بدهی	дебитна
کلیساها	цркви
چادر	шатори
چادر	кампување
چادر	шатор
چادر	шаторот
عمو	вујко
عمو	тетин
عمو	чичко
عمو	вујче
عمو	чичо
نوسان	замав
سرنشین	патник
سرنشین	екипаж
سرنشین	екипа
زنجیر	синџир
زنجیر	ланец
ریوی	белодробна
اسپانیای	шпанија
ایزوتوپ	изотопи
ایزوتوپ	изотоп
ین	јени
دلالت	подразбира
دلالت	имплицира
دلالت	означува
نیزه	копје
مشهود	сведок
اسپنسر	спенсер
طوطی	папагалите
طوطی	папагал
لاتزیو	лацио
بلژیکی	белгиски
بلژیکی	белгискиот
اسکاندیناوی	скандинавија
اسکاندیناوی	скандинавски
بارو	бароу
کمینه	минимално
کمینه	минимална
کمینه	минимум
کمینه	минимална
کمینه	минимално
کمینه	минимални
کمینه	минимален
کاراته	карате
دستگاهی	уред
دستگاهی	направа
کوپه	оддел
کوپه	coupe
سرما	студ
سرما	ладно
سرما	ладна
سرما	студено
سرما	студена
آموزگار	наставник
آموزگار	професорка
آموزگار	наставничка
آموزگار	учител
آموزگار	професор
شجاعت	храброст
شجاعت	храброста
شجاعت	смелост
توران	туран
مشکی	црн
مشکی	црна
مشکی	црно
مشکی	црни
مشکی	црнец
بنگال	бенгал
الحاق	анекс
الحاق	додаток
الحاق	пристапување
توریستی	туристичка
توریستی	турист
توریستی	туристички
ایان	ијан
ایان	јан
ایان	иан
استیضاح	отповикување
جاوه	јавански
جاوه	јава
جاوه	java
متعهد	врзани
متعهد	врзан
متعهد	извршил
متعهد	извршено
متعهد	извршени
بلیز	белизе
مسمومیت	труење
مسمومیت	токсичност
مجرد	синглови
مجرد	поединечно
مجرد	ерген
مجرد	немажени
مجرد	немажена
عروقی	васкуларна
تحکیم	консолидација
تحکیم	консолидирање
سرگئی	сергеј
درخشش	свети
درخشش	блеска
درخشش	сјај
درخشش	сјаен
درخشش	свети
درخشش	сјај
اینترنشنال	international
اینترنشنال	меѓународна
اینترنشنال	интернационална
اینترنشنال	меѓународни
اینترنشنال	меѓународен
دیترویت	детроит
دیترویت	дистрикт
فرعون	фараон
فرعون	фараонот
سهره	финч
هارون	харун
صمد	самад
شنوایی	слух
شنوایی	сослушување
جواهر	накит
جواهر	скапоцености
جواهر	џул
جواهر	накит
هیجان	возбуда
هیجان	возбуда
هیجان	возбудена
هیجان	возбудено
هیجان	возбудени
هیجان	возбуден
برانگیز	повикуваме
برانگیز	нагон
پرتره	портрет
تومور	тумор
کپسول	капсула
بیسبال	безбол
بیسبال	бејзбол
کروموزوم	хромозоми
کروموزوم	хромозом
خستگی	замор
خستگی	досада
خستگی	исцрпеност
بسامد	фрекфенција
بسامد	фреквенција
استعفای	оставка
چاپلین	чаплин
الکتریسیته	струја
الکتریسیته	електрицитет
کریک	крик
پنجاب	пенџаб
غیرممکن	невозможни
غیرممکن	невозможно
غیرممکن	невозможен
اشیا	објекти
اشیا	предмети
مشت	тупаници
مشت	тупаниците
مشت	удар
مشت	мава
مشت	пунч
مشت	тупаница
ربع	четврт
ربع	кварт
سهولت	леснотија
کنسولگری	конзулат
جسیکا	jessica
جسیکا	џесика
مجنون	ненормален
مجنون	луд
مجنون	лудило
مجنون	лута
مجنون	лут
ویکیپدیای	википедија
بالکان	балканот
بالکان	балкан
بالکان	балкански
بالکان	balkan
بالکان	балканска
بالکان	балкан
باروری	плодност
هوافضا	вселенски
عزاداری	жали
عزاداری	жалост
عزاداری	жалење
اضطراب	возбуда
اضطراب	вознемиреност
اضطراب	немир
شرلوک	шерлок
نسیم	ветре
ثور	тор
نزاکت	такт
فروهر	суштина
فروهر	екстракт
فروهر	екстрактот
باکس	кутија
تعصب	нетолеранција
تعصب	предрасуди
تعصب	предрасуда
تعصب	догма
تفنگداران	мускетарите
تفنگداران	мускетари
تفنگداران	кор
تفنگداران	корпус
کرک	кирк
درصدی	проценти
درصدی	процент
سنتز	синтеза
افغانی	авганистански
افغانی	авганистанско
افغانی	afn
افغانی	авганистански
افغانی	авганистанските
نیر	nir
اصولی	систематски
اصولی	систематско
وارده	одржливи
وارده	одржлив
سپید	бело
سپید	бели
سپید	бел
سپید	бела
سپید	вајт
واسکو	васко
هدر	хедер
طبع	темперамент
نیکولا	никола
نیکولا	никола
نیکولا	nikola
دریچه	вентил
دریچه	хач
احساسی	емотивно
احساسی	емоционална
احساسی	емотивен
احساسی	емоционален
احساسی	емотивна
انجیر	fig
ثالث	терцијални
جوهر	тонер
جوهر	мастило
پلاستیکی	пластична
پلاستیکی	пластични
پلاستیکی	пластика
پن	пен
پن	пан
پن	тава
سس	сос
تیغ	сечило
تیغ	блејд
تیغ	острица
مولر	милер
مولر	мулер
مولر	милер
انتقالی	транзициска
انتقالی	транзициски
مبدا	потекло
رولز	ролс
آرژانتینی	аргентинска
آرژانتینی	аргентинскиот
کیل	кале
کیل	кил
وقفه	прекин
وقفه	прекинува
وقفه	прекин
گواهینامه	лиценца
گواهینامه	дозвола
گواهینامه	сертификат
روال	рутина
فراموشی	заборавајќи
آمینه	амино
زامبیا	замбија
تم	tam
تم	там
تم	тема
فاش	откриваат
ویروسی	вируси
ویروسی	вирална
بابلی	вавилон
بابلی	вавилонска
صداهای	гласови
صداهای	voices
صداهای	војсис
سوسن	буков
سوسن	сузан
رینگ	прстен
خطرات	ризикува
خطرات	ризици
خطرات	опасностите
خطرات	опасности
هاردی	харди
مخالفین	опозициски
مخالفین	опозицијата
مخالفین	противење
مخالفین	опозиција
گوزن	лос
گوزن	мус
گوزن	срна
گوزن	елен
گوزن	елени
نیومن	њуман
دورتموند	дортмунд
لیزری	ласерски
لیزری	ласер
پاداش	бонус
پاداش	наградува
پاداش	награди
پاداش	награда
نفرین	клетвата
نفرین	клетва
لمس	допир
لمس	допри
لمس	допирај
لمس	допре
لمس	допираат
لمس	трогателно
لمس	допирање
لمس	допре
سوئیسی	swiss
سوئیسی	швајцарски
سوئیسی	швајцарско
سوئیسی	швајцарска
واگذاری	делегат
کارن	карен
مهندسین	инженери
قشر	кортекс
طاووس	паун
اسکلت	шасијата
اسکلت	скелет
اسکلت	костур
اسکلت	скелети
پدربزرگ	дедо
پدربزرگ	дедото
پدربزرگ	прадедо
پدربزرگ	дедо
گروپ	група
گروپ	групно
گروپ	групни
گروپ	групна
انحصار	монопол
منجمد	замрзнати
منجمد	замрзната
منجمد	замрзнат
منجمد	смрзнати
منجمد	смрзната
فواصل	далечини
فواصل	интервали
فلامینگو	фламинго
خدایی	богот
خدایی	бога
خدایی	бог
خدایی	господ
سیار	мобилен
سیار	мобилни
سیار	мобиле
پادگان	бази
پادگان	базите
پادگان	гарнизон
پادگان	гарисон
پادگان	гарнизонот
گرمایش	греење
خلاقیت	креативност
خلاقیت	креативноста
خلاقیت	креативна
خلاقیت	креативен
خلاقیت	креативни
خلاقیت	креативно
اسپورتینگ	спортска
اسپورتینگ	спортски
امریکایی	американска
امریکایی	американски
امریکایی	американец
بارون	баронот
بارون	барон
بارون	дожд
بیکر	бејкер
بروسیا	борусија
گی	хомосексуалец
گی	педер
گی	геј
مخرب	деструктивни
تهمت	клеветата
تهمت	клевети
تهمت	клевета
تهمت	клевета
تاسیسات	установа
تاسیسات	објект
آبیلا	авила
حسگر	сензорот
حسگر	сензор
حسگر	сензори
مستعمره	колонија
مستعمره	колонијата
بودا	буда
صاریغ	посум
خودگردان	автономни
خودگردان	автономен
خودگردان	автономна
محققین	истражувачи
قسطنطنیه	цариград
قسطنطنیه	цариградски
قسطنطنیه	константинопол
ایمن	безбедни
ایمن	безбедно
ایمن	безбедна
ایمن	безбеден
ایمن	ајман
ایمن	обезбедено
ایمن	обезбедете
ایمن	обезбеден
ایمن	безбедна
جفرسون	џеферсон
ناخواسته	ненамерна
ناخواسته	несакани
کاوشگر	сонда
کاوشگر	истрага
کاوشگر	истражувач
قطعاً	дефинитивно
ویرانی	уништи
ویرانی	деструкција
ویرانی	уништување
غده	тумор
غده	жлезда
بروک	брук
بروک	брук
کاله	кале
مرمر	мермер
مقاصد	намери
مقاصد	намерите
مقاصد	намени
مقاصد	дестинации
زیارتگاه	светилиште
انعقاد	коагулација
توفیق	помош
رکن	столб
رکن	столбот
پاسخگویی	одговори
پاسخگویی	одговор
جنسیتی	полови
جنسیتی	пол
جنسیتی	полот
گیلبرت	гилберт
پدرو	педро
تریلر	трилер
تریلر	приколки
تریلر	приколка
چاک	чак
خوک	свињите
خوک	свињи
خوک	прасиња
خوک	прасе
خوک	свиња
بکند	дали
بازوی	арм
دوازدهمین	twelfth
مدیاویکی	медијавики
بیداری	буден
بیداری	будни
بیداری	будна
جامی	чашки
جامی	чаши
جامی	шолји
جامی	чашка
جامی	куп
جامی	шолја
جامی	пехар
نیکون	nikon
تزئینات	декорации
تزئینات	украси
شوهرش	маж
شوهرش	сопруг
شوهرش	мажот
کالین	колин
برونو	бруно
مارپیچی	спирала
باخ	бах
قذافی	гадафи
مونتاژ	монтиран
گمنام	анонимни
گمنام	анонимен
گمنام	анонимно
ناراحتی	тажен
ناراحتی	sad
ناراحتی	жалосно
ناراحتی	жално
ناراحتی	тажна
ناراحتی	тажно
محبت	љубезност
محبت	добрина
محبت	наклоност
محبت	наклонетост
همخوانی	постојаност
باک	бак
باک	бак
کارا	кара
کارا	кара
جنبشی	кинетичка
وبا	колера
جهانگردان	истражувачи
آستوریاس	астуриас
تزئین	декорација
تزئین	декорирање
پیشوند	префикс
بیهوشی	анестетик
بیهوشی	затемнување
نشستن	седи
نشستن	седење
نشستن	седејќи
نیایش	инвокација
نیایش	величење
نیایش	молитви
نیایش	молитвите
انصراف	отказ
انصراف	напушти
کلامی	вербална
کلامی	лингвистички
تناقض	контрадикции
تناقض	парадокс
تناقض	контрадикција
قضائیه	правосудство
قضائیه	судство
تعطیلی	спуштање
لیندا	линда
قسم	заклетвата
قسم	заклетва
آرم	арм
دلاور	делавер
اتصالات	конекции
اتصالات	поврзувања
فراخوانی	повикува
اسیدی	киселини
اسیدی	киселина
اسیدی	киселоста
بیکاری	невработеноста
بیکاری	невработеност
فلفل	пипер
فلفل	бибер
فلفل	пепер
هاپکینز	хопкинс
شیطانی	демонско
شیطانی	демонски
مگس	муви
مگس	вее
کالاها	артикли
کالاها	стока
کالاها	стоки
لیبریا	либерија
لای	лаи
پنجشنبه	чет
پنجشنبه	четврток
بقای	опстанок
بقای	преживување
نامیبیا	намибија
سورینام	суринам
کمدین	комедијантот
کمدین	комичар
جن	џен
جن	џен
عذرخواهی	извинување
عذرخواهی	извинувања
عذرخواهی	оправдувања
عذرخواهی	изговори
عذرخواهی	извинување
میکس	мешајте
میکس	мешавина
میکس	мешаат
میکس	микс
یوهانس	јоханес
بذر	семе
بذر	семиња
عملگر	оператор
فرصتی	можност
اخطار	известување
اخطار	предупредување
بخارست	букурешт
حباب	меури
حباب	меурчиња
حباب	меур
پالس	пулсот
پالس	пулс
گرانت	подари
گرانت	грент
گرانت	грант
هیلاری	хилари
هیلاری	хилари
بهاری	пролет
بهاری	пролетни
مزدا	mazda
نقدهای	рецензии
نقدهای	прегледи
نقدهای	критики
نقدهای	рецензија
تفریح	рекреација
گان	ган
نرگس	нарцис
نرگس	наргис
سبزی	хранлива
کپنهاگ	копенхаген
کارولین	керолајн
کارولین	каролина
کارولین	каролин
صدمه	штети
صدمه	оштетување
صدمه	повреден
صدمه	повредена
صدمه	боли
صدمه	повреди
شارژ	обвинение
شارژ	обвинет
شارژ	наплати
شارژ	обвинети
شارژ	обвинета
خنده	смеењето
خنده	смеа
خنده	смеење
ملایم	нежна
ملایم	нежно
ملایم	нежни
ملایم	нежен
ملایم	благи
ملایم	блага
ملایم	благ
ملایم	меко
ملایم	меки
ملایم	soft
ملایم	мека
ییلاق	земја
ییلاق	држава
ییلاق	кантри
مایا	маја
داند	знае
اشتوتگارت	штутгарт
جوار	признава
چنگیز	џингис
لانه	гнездо
لانه	den
منسوخ	архаичен
منسوخ	застарен
منسوخ	застарени
منسوخ	застарена
منسوخ	застарен
منسوخ	застарени
منسوخ	застарена
سانسکریت	санскрит
محکومیت	осуди
محکومیت	пресуди
محکومیت	осудување
محکومیت	пресуда
محکومیت	убедување
امتیازات	привилегии
امتیازات	безбројни
امتیازات	оценки
استعمال	употреба
استعمال	користење
محفوظ	заштитени
محفوظ	заштитена
محفوظ	заштитен
محفوظ	заштитено
محفوظ	зачувана
محفوظ	сочувана
محفوظ	сочувани
شبح	фантом
شبح	фантомски
شبح	дух
انگل	енгел
انگل	паразити
انگل	паразит
فروشنده	продавач
فروشنده	продавачка
کمیل	камил
کمیل	камил
تانسور	tensor
منظره	пејсаж
منظره	сцена
منظره	пејзаж
تلفیقی	марами
واتیکان	ватикан
گریس	благодет
گریس	грејс
اتلتیک	атлетска
اتلتیک	атлетски
موضوعاتی	теми
موضوعاتی	темите
آیدین	aydın
سالمندان	пензионерски
سالمندان	постари
ماموران	офицери
ماموران	полицајци
روحیه	моралот
عشقی	љубов
عشقی	љубовта
موجودیت	ентитет
مارکسیست	марксистичка
تدبیر	регулира
تدبیر	регулира
تدبیر	регулирање
تدبیر	планираат
تدبیر	план
دریاها	мориња
دریاها	морињата
سفال	грнчарија
رودریگز	родригес
رودریگز	родригез
رودریگز	родригес
رودریگز	родригез
ریس	рис
ریس	риз
ریس	рис
ریس	реис
بشریت	хуманост
بشریت	хуманоста
بشریت	човечност
کوهن	коен
کوهن	коен
فیجی	фиџи
سمرقند	самарканд
ارضی	територијалната
ارضی	територијален
ارضی	територијалниот
ارضی	територијална
ارضی	територијални
هانتر	ловец
هانتر	хантер
مارینو	марино
پناهنده	бегалец
پناهنده	бегалци
رزرو	резервирано
رزرو	резервирани
رزرو	задржани
رزرو	резервирано
رزرو	резервирани
رزرو	резервирана
رزرو	резервиран
رزرو	резервација
رزرو	резервации
رزرو	резервираност
رزرو	резервација
رزرو	резерва
رزرو	резерват
یخبندان	глацијална
یخبندان	лед
یخبندان	мраз
متقارن	симетрично
رابینسون	робинсон
کویینز	кралици
کویینز	квинс
بخواند	повици
بخواند	јавувања
ملودی	мелодија
ملودی	мелоди
اسبق	претходник
ریاض	ријад
وحی	откровение
دلو	кофа
دلو	канта
دلو	водолија
استانهای	области
ضخیم	дебела
ضخیم	густи
ضخیم	дебели
ضخیم	дебело
ضخیم	дебел
کربنات	карбонат
انقباض	контракциите
سوفیا	софија
بتی	бети
دستورالعمل	упатство
دستورالعمل	инструкции
دستورالعمل	рецепт
دستورالعمل	упатство
دستورالعمل	инструкции
دستورالعمل	упатства
بیعت	верноста
منتسب	наводното
منتسب	наводна
منتسب	наводни
منتسب	наводен
منتسب	наводниот
انگشتان	прстите
انگشتان	прсти
محتوی	контејнер
نامزدها	номинирани
نامزدها	номинациите
نامزدها	номинации
نامزدها	кандидатури
معصوم	невино
معصوم	невин
معصوم	невини
معصوم	невина
کارتون	цртан
کارتون	карикатура
کارتون	цртани
کارتون	карикатури
احتیاط	претпазливост
آموخته	научено
آموخته	учени
آموخته	научени
آموخته	учеше
دربی	дерби
دربی	дербито
گرامر	граматика
سپیده	зората
سپیده	зори
سپیده	зора
نیکو	нико
نیکو	нико
بخت	богатство
هاله	halle
هاله	хали
هاله	аура
هاله	ореол
بهنام	јадач
توری	мрежа
توری	решетка
بنویسد	напишам
بنویسد	пишувајте
بنویسد	пиши
بنویسد	напиши
بنویسد	запиши
بنویسد	пишувај
همسران	сопружници
همسران	сопругите
همسران	сопруги
قراردادهای	договори
قراردادهای	протоколи
هوندا	хонда
دیداری	визуелен
دیداری	визуелни
بهای	цена
آیفون	iphone
آیفون	ајфон
گیلاس	чери
گیلاس	вишна
گیلاس	цреша
گیلاس	cherry
ارکان	столб
ارکان	столбот
شایستگی	квалификувани
شایستگی	квалификувана
شایستگی	квалификуван
شایستگی	заслуги
مشتقات	деривати
مشتقات	варијанти
اسکای	скај
اسکای	sky
اسکای	небо
سنگر	бункер
تصدی	провизија
تصدی	комисија
تصدی	мандат
موجی	бран
موجی	wave
موجی	бранови
موجی	веат
موجی	бранови
کارآمد	ефикасно
کارآمد	ефикасен
کارآمد	ефикасни
انعطاف	флексибилен
انعطاف	флексибилни
انعطاف	флексибилна
ادارات	канцелариите
ادارات	канцеларии
ردیابی	следење
ردیابی	трага
ماهانه	месечни
ماهانه	месечно
ماهانه	месечен
قدیس	светец
قدیس	свети
قدیس	сеинт
قدیس	света
تهی	празнина
تهی	празно
تهی	празен
تهی	празна
تهی	испразни
تهی	празни
رفیع	високиот
رفیع	висок
رفیع	висока
رفیع	хај
رفیع	високо
رفیع	high
رفیع	рафи
نگاشت	мап
نگاشت	карта
نگاشت	мапа
نگاشت	мапата
جمجمه	черепи
جمجمه	череп
جمجمه	черепот
سوزن	игли
سوزن	игла
بنادر	пристаништа
جوزپه	џузепе
اعتدال	умереност
اعتدال	рамноденица
پذیرایی	сместување
پذیرایی	прием
پذیرایی	рецепција
پذیرایی	приемот
پذیرایی	забава
پذیرایی	забавни
عروسک	куклите
عروسک	кукли
عروسک	кукла
چیزها	работи
چیزها	нешта
تزیین	средување
یقین	одредени
یقین	определени
یقین	сигурност
یقین	неизвесна
یقین	несигурен
یقین	неизвесен
یقین	неизвесно
قاطع	решителен
قاطع	решавачки
قاطع	одлучувачки
قاطع	одлучна
اریتره	еритреја
دهقان	селанец
دهقان	селска
دهقان	селанка
هریسون	харисон
بولونیا	болоња
انشعاب	вилушка
انشعاب	огранок
انشعاب	гранче
انشعاب	гранка
انشعاب	филијала
وایمار	вајмар
گردنه	стрмни
مارسل	марсел
کسر	дедукција
کسر	дропки
کسر	дефицит
کسر	фракција
کسر	делче
عبادت	богослужба
متراکم	густа
متراکم	густ
جنایات	злодела
جنایات	злочини
جنایات	злосторства
آئودی	ауди
آئودی	audi
ترمینال	терминал
نامحدود	бесконечен
نامحدود	бесконечно
نامحدود	бесконечна
نامحدود	бесконечни
نامحدود	бескрајно
نامحدود	неограничено
نامحدود	неограничена
سرنگون	соборување
سرنگون	собори
سرنگون	соборување
آپاچی	apache
مشروط	контингентот
مشروط	контингент
عرضی	пејсаж
عرضی	сцена
عرضی	пејзаж
ذرت	пченка
وبر	вебер
تعاونی	кооперативни
تکنیکی	технички
تکنیکی	техничко
زی	зи
نفی	депортирање
نفی	депортација
داوطلبانه	доброволно
داوطلبانه	доброволни
داوطلبانه	волонтерски
داوطلبانه	доброволна
داوطلبانه	доброволно
خائن	предавник
شعارهای	гесла
رویس	ројс
گریگوری	григориј
گریگوری	грегори
گریگوری	грегориј
کنراد	конрад
چکاوک	чучурлига
بالتیک	балтичките
آیوی	ајви
راجرز	роџерс
میرسد	пристигнуваат
میرسد	пристигнува
میرسد	достигнува
میرسد	достигне
