магнус	magnuss
литра	litros
литра	litri
резерв	rezerves
резерв	rezervē
резерв	rezerves
резерв	rezerve
лицата	sejas
мъченици	mocekļu
радванска	radvaņska
отделяне	atdalīt
отделяне	nodalīšana
отделяне	nošķiršana
отделяне	nošķiršanu
отделяне	nodalīšana
отделяне	atdalīšanas
отделяне	atdalīšanās
отделяне	atdalīšana
заслужава	pienākas
видях	redzēju
видях	redzēja
видях	ieraudzīju
конен	jāšanas
полезно	lietderīga
полезно	noderīgs
полезно	noderīgas
полезно	noderīga
полезно	noderīgi
полезно	noderīga
полезно	noderīgi
извършена	veikts
способен	spējīgs
способен	spēj
способен	spējīgi
гледам	vēro
гледам	skatos
гледам	skatās
гледам	vērot
траките	trāķieši
стивънс	stephens
стивънс	stīvensa
диапазон	diapazons
напоследък	nesen
мара	mara
убеди	pārliecinātu
убеди	pārliecināt
бийч	dižskābaržu
документация	dokumenti
документация	dokumentācija
последици	sekas
последици	efekts
последици	efekti
последици	iedarbība
последици	ietekme
пътека	ceļš
пътека	taka
пътека	liecības
учителите	skolotāji
учителите	skolotājiem
учителите	pasniedzēji
осман	osman
изстрелване	nolaišanas
изстрелване	palaist
орфей	orfejs
колела	riteņi
колела	rati
федерална	federālā
федерална	federālais
правомощия	pilnvaras
правомощия	iestāde
вълк	vilka
вълк	vilks
вълк	vilku
слаб	tievs
слаб	vājš
слаб	vājā
слаб	vāji
слаб	vāja
слаб	vājas
слаб	plānas
способни	spējīgs
способни	spēj
способни	spējīgi
падуа	padujas
уейн	veins
уейн	veina
съществувало	pastāvējusi
съществувало	pastāvēja
разновидност	šķirne
разновидност	šķirnes
нашия	mūsu
брут	brutus
хърбърт	herbert
екшън	rīcība
отдих	atpūta
отдих	atpūtā
отдих	atpūta
духовен	garīgais
духовен	garīgā
фишер	fišers
фишер	fischer
гръб	muguru
гръб	atpakaļ
гръб	mugura
гнездото	ligzda
гнездото	nest
предприемачи	uzņēmēji
предприемачи	izstrādātājiem
моцарт	mocarts
въстания	sacelšanās
яйцата	olas
яйцата	ikri
реконструкция	atjaunošanas
реконструкция	rekonstrukcija
тухли	ķieģeļi
затворници	ieslodzītie
затворници	ieslodzīto
затворници	mīnusi
затворници	ieslodzītie
дженифър	dženifera
правителствата	valdības
неа	nea
инфо	info
записана	ierakstīti
записана	reģistrētais
математици	matemātiķi
детройт	detroitas
ушите	ausis
продуктите	izstrādājumi
продуктите	produkti
продуктите	ražojumi
министрите	ministriem
министрите	ministri
хънт	medības
дарява	ziedo
херодот	hērodots
проведено	veikts
нормална	normāla
нормална	normāli
нормална	normāls
рая	debesīm
рая	debesis
рая	debesīs
рая	paradīze
рая	paradīze
рая	paradīzes
политбюро	politbiroja
съотношение	proporcija
съотношение	attiecība
съчетание	kombinācija
съчетание	apvienojums
духовно	garīgais
духовно	garīgā
духовно	garīgi
частно	privāti
частно	privāta
частно	privātie
частно	private
частно	privātais
частно	privāts
разрешава	atļauj
стипендия	stipendiju
блато	purvs
блато	purva
блато	marsh
блато	purvu
блато	purvs
илюстрации	ilustrācijas
хабсбург	habsburg
гризачи	grauzēju
гризачи	grauzēji
гризачи	grauzēji
укрепления	nocietinājumi
нарушава	izkropļo
дворецът	pils
дворецът	pilij
дворецът	palace
дъска	valdi
томи	tomijs
излъчването	apraides
излъчването	apraide
блата	purviem
блата	purvi
проектиране	dizaina
проектиране	dizains
проектиране	projektēšana
проектиране	konstrukcija
проектиране	projektējot
проектиране	izstrādājot
мърфи	mērfijs
бесарабия	besarābija
земноводни	abiniekiem
корен	root
корен	sakne
корен	saknes
кей	kay
експозиция	iedarbība
експозиция	ekspozīcija
експозиция	iedarbības
алпийски	alpu
модерен	mūsdienu
модерен	modernā
модерен	moderni
модерен	moderns
модерен	moderna
модерен	moderni
остра	akūts
остра	akūti
остра	akūta
остра	akūtas
остра	akūtu
остра	ass
остра	asas
остра	krasas
остра	asu
наблизо	netālu
наблизо	tuvumā
включването	pievienošanas
включването	iekļaušana
балет	baleta
трайно	noturīgi
трайно	neatgriezeniski
трайно	pastāvīgi
трайно	ilgstoša
трайно	ilgstošs
трайно	ilgstošu
последователност	sekvence
последователност	secība
последователност	konsekvenci
последователност	konsekvence
тънки	plānas
мъртъв	mirusi
мъртъв	miris
мъртъв	beigts
мъртъв	miruši
петата	papēdis
заряд	uzlādes
коло	colo
подправки	garšvielām
подправки	garšvielas
подправки	garšvielu
подправки	spice
разтвор	atrisinājums
разтвор	šķīdums
разтвор	risinājums
ума	uma
ума	prātā
ума	prāta
ума	prātu
ума	prāts
дамаск	damaska
установена	izveidots
черво	zarnas
черво	zarnu
черво	zarnas
черво	resnās
хумор	humors
хумор	humoru
хумор	humors
интензивно	intensīvs
интензивно	intensīva
интензивно	intensīvā
интензивно	intensīvi
интензивно	intensīvā
интензивно	intensīvas
интензивно	intensīvs
интензивно	intensīvi
интензивно	intensīva
интензивно	intensīvi
популация	populācija
популация	iedzīvotāji
одобрява	apstiprina
подобрения	uzlabojumi
подобрения	uzlabošanās
подобрения	uzlabošana
подобрения	uzlabojums
подобрения	uzlabojumi
организиране	organizēt
организиране	organizē
организиране	organizēt
организиране	organizē
организиране	organizēt
поеми	dzejoļi
ужасите	šausmas
злото	ļauni
злото	ļaunums
злото	ļaunumu
злото	ļauns
силва	silva
премахва	aizvada
премахва	likvidē
възприемат	uztver
възприемат	uztvert
майсен	meisene
култ	kults
трафик	satiksme
трафик	satiksmes
баку	baku
специфична	specifiskas
специфична	īpašie
погребението	bēres
погребението	apbedīšanas
живите	dzīvošana
живите	dzīvo
монахиня	mūķeni
спонсор	sponsors
остатъци	atlikumi
остатъци	atlikums
остатъци	atlieku
остатъци	atliekas
остатъци	pārpalikumus
остатъци	atlikumi
остатъци	atliekām
остатъци	atliekas
луиджи	luidži
робство	verdzības
робство	verdzība
робство	verdzības
остър	ass
остър	asas
остър	krasas
остър	asu
остър	akūts
остър	akūti
остър	akūta
остър	akūtas
остър	akūtu
вестфалия	vestfālenē
долини	ielejas
детство	bērnība
детство	bērnībā
детство	bērnības
важи	piemēro
стаята	istaba
стаята	istabā
стаята	istabas
стаята	telpa
стаята	istabu
битките	cīņas
струга	struga
подобие	līdzība
патрон	patron
патрон	kārtridžs
таня	tanja
увеличение	mērogs
увеличение	zoom
увеличение	pieaugums
увеличение	palielināt
увеличение	palielināšana
увеличение	palielinājums
увеличение	palielinājums
увеличение	palielināšana
възпитание	jākopj
възпитание	izglītība
възпитание	audzināšana
устойчивост	stabilitāte
устойчивост	stabilitāti
устойчивост	ilgtspējība
устойчивост	ilgtspēju
устойчивост	pretošanās
устойчивост	rezistence
устойчивост	izturība
устойчивост	pretestība
устойчивост	neatlaidība
устойчивост	noturība
бъркли	bērklijas
камери	kamerām
камери	kameras
експерти	eksperti
експерти	ekspertus
обичайно	parastās
обичайно	parastā
обичайно	parastie
обичайно	parasti
подчинение	paklausība
подчинение	iesniegšana
подчинение	iesniegums
изключен	invalīdi
изключен	atslēgts
изключен	invaliditāti
изключен	izslēgtas
изключен	izslēgti
изключен	izslēgts
изключен	izraidīt
блокиран	bloķēti
блокиран	bloķēta
блокиран	bloķēts
затруднения	grūtības
затруднения	grūtības
приказка	pasakā
приказка	pasaku
приказка	stāsts
метър	metru
метър	mērītājs
модификации	pārveidojumi
модификации	modifikācijas
джан	jan
джан	jans
джан	džans
саймън	simons
свързване	saistoši
свързване	saistoša
свързване	saistošs
свързване	saistviela
свързване	pieslēgums
свързване	savienojums
свързване	savienošana
свързване	savienošanas
свързване	savienošana
свързване	savieno
свързване	savieno
свързване	pieslēgties
променливи	mainīgā
променливи	mainīgais
променливи	mainīgs
променливи	mainīgo
променливи	mainīga
променливи	mainīgie
удоволствие	baudu
удоволствие	prieks
лийдс	leeds
шумахер	šūmahers
плутарх	plūtarhs
неизвестна	nezināma
неизвестна	nezināms
сок	sulu
сок	sula
сок	sulas
сок	zeķu
пейзаж	skatus
пейзаж	ainava
пейзаж	ainavu
пейзаж	ainavas
влияе	ietekmē
ивици	svītras
базел	bāzeles
базел	bāzele
затваря	noslēdz
затваря	aizver
затваря	slēdz
клетва	zvērestu
клетва	zvērestu
покровител	patron
сблъсъци	sadursmes
сблъсъци	sadursmes
наталия	natālija
разделено	dalīts
разделено	dala
кери	kerija
кери	cary
кери	kerry
съветници	konsultanti
съветници	padomdevējiem
съветници	konsultanti
съветници	domnieku
леонард	leonards
показател	kritērijs
показател	standarts
показател	rādītājs
показател	indekss
показател	indikators
показател	rādītājs
показател	indikatoru
пробив	sasniegums
пробив	pārkāpums
комунизма	komunisms
осъжда	nosoda
църквите	baznīcas
домашен	mājās
домашен	home
домашен	mājas
домашен	majas
домашен	iekšzemes
построи	būvēt
построи	veidot
кооперация	kooperatīvā
кооперация	kooperatīvs
ален	alain
конкурси	sacensības
конкурси	sacensībās
конкурси	konkursi
конкурси	konkursi
бук	dižskābaržu
германци	vācieši
компютъра	datoram
компютъра	datoru
компютъра	dators
реализъм	reālisms
делегати	delegāti
гуам	guama
ботове	bot
повреда	neveiksme
повреда	defekts
повреда	neveiksmes
повреда	bojājums
оксфорд	oksfordas
аквитания	aquitaine
сет	set
сет	sets
дива	wild
дива	savvaļas
дива	savvaļā
дива	diva
девети	devītajā
девети	devītais
девети	devītā
двоен	dubulta
двоен	dubultā
двоен	dubults
археология	arheoloģija
ескадрила	eskadriļā
шум	troksnis
шум	trokšņi
шум	troksni
опитът	pieredze
опитът	pieredzes
психологически	psiholoģisko
психологически	psiholoģiskā
психологически	psiholoģiska
психологически	psiholoģiski
бенджамин	bendžamins
стълб	pīlāra
стълб	pīlāru
стълб	pīlārs
стълб	polis
стълб	pole
заден	aizmugure
заден	aizmugures
заден	aizmugurē
заден	aizmugurējā
описана	aprakstīts
описана	aprakstītas
описана	aprakstīta
описана	raksturotas
описана	aprakstītais
абдул	abdul
прием	uzņemšana
прием	ieplūdes
прием	saņemšana
прием	pieņemšana
прием	uzņemšana
светлана	svetlana
пен	penns
специализирана	specializētās
специализирана	specializēta
специализирана	specializētā
специализирана	specializētie
специализирана	specializētas
специализирана	specializēta
специализирана	specializēti
луизиана	luiziāna
сух	sausa
сух	sausā
сух	sauss
сух	sausi
сух	sausais
кристали	kristāli
сървър	servera
сървър	serveris
сървър	serveri
хофман	hofmanis
хофман	hofmans
училищата	skolas
училищата	skolām
фотограф	fotogrāfs
лого	logo
лого	logotips
лого	logo
мирослав	miroslav
материалите	materiāli
атлетика	vieglatlētika
атлетика	vieglatlētikas
съдът	tiesa
съдът	palāta
хирургия	ķirurģija
хирургия	operācijas
хирургия	operācija
отражение	pārdomas
влакна	šķiedras
влакна	šķiedrām
влакна	šķiedru
влакна	šķiedras
влакна	šķiedra
влакна	fiber
влакна	šķiedra
влакна	šķiedras
влакна	šķiedrvielu
влакна	šķiedru
бенедикт	benedikts
поделение	vienība
предложена	piedāvātie
предложена	piedāvātas
предложена	piedāvātais
предложена	piedāvāts
предложена	ierosināts
предложена	ierosinātā
предложена	ierosināta
предложена	piedāvātais
предложена	ierosinātie
насърчава	rosina
насърчава	iedrošina
насърчава	mudina
насърчава	veicina
признати	atzītā
признати	atzītas
признати	atzīta
признати	atzīti
признати	atzīts
признати	atzina
признати	atzīta
признати	atzīts
признати	atzītas
признати	atzīta
признати	atzīti
признати	atzīts
джонатан	jonathan
отдели	departamenti
отдели	struktūrvienības
отдели	departamentiem
катя	katya
катя	katja
никита	ņikita
неуспешни	neveiksmīga
неуспешни	neveiksmīgs
неуспешни	neveiksmīgi
илюстрация	ilustrācija
романс	romantika
дъно	apakšējais
дъно	apakšējā
дъно	dibens
дъно	grunts
дъно	lejas
дъно	apakšā
санчес	sanchez
заплахи	apdraudējumi
заплахи	draudi
женско	sieviete
женско	sievietes
женско	sieviešu
интерпретация	interpretācijas
интерпретация	interpretāciju
интерпретация	interpretācijā
интерпретация	interpretēt
интерпретация	interpretācija
щастлив	priecīgs
щастлив	laimīga
щастлив	laimīgs
нина	nina
изтрита	svītrots
изтрита	svītroti
кухина	dobumā
анонимен	anonīmi
анонимен	anonīma
анонимен	anonīmā
анонимен	anonīms
предупреждение	brīdinājums
успехите	panākumi
имущество	īpašums
имущество	īpašība
приключения	piedzīvojumiem
приключения	piedzīvojumi
приключения	piedzīvojumu
приключения	piedzīvojums
приключения	piedzīvojumi
спасение	pestīšanas
секции	iedaļas
секции	nodaļas
секции	sekcijas
секции	sadaļas
доклади	pārskati
доклади	ziņojumi
домове	mājas
вагнер	vāgners
олтара	altāra
нютон	ņūtons
решено	atrisināta
решено	atrisināts
решено	atrisināti
решено	atrisinātas
решено	izlēma
решено	nolēma
решено	nolēmusi
решено	izlemts
решено	nolemts
решено	noteiktais
оставката	atkāpšanās
винсент	vincents
реализация	realizācija
реализация	realizētu
изключителна	ekskluzīvā
изключителна	ekskluzīva
изключителна	ekskluzīvas
изключителна	ekskluzīvi
изключителна	ārkārtas
изключителна	izcils
изключителна	izcili
изключителна	ārkārtējs
изключителна	izņēmuma
изключителна	ārkārtas
усвояване	uzsūkšanās
усвояване	absorbcija
усвояване	absorbciju
палма	palma
шапка	cepure
шапка	cepuri
татяна	tatjana
татяна	tatjana
карат	vada
парламентарна	parlamentārā
сократ	socrates
сянка	ēnas
сянка	ēnu
сянка	ēna
сянка	ēnā
сребърна	sudrabs
сребърна	sudraba
сребърна	silver
честта	gods
честта	goda
честта	godība
честта	gods
светло	gaismu
светло	gaišs
светло	gaismas
светло	gaisma
светло	gaiši
светло	koši
светло	spilgti
светло	gaišs
минск	minskas
рот	rota
рот	roth
лисица	fox
лисица	lapsa
хребет	grēda
синя	zilais
синя	zils
синя	zila
синя	zilā
кръгла	apaļš
кръгла	apaļi
кръгла	kārta
кръгла	apaļa
ритуали	rituāli
ритуали	rituāliem
паунда	mārciņu
паунда	mārciņas
титан	titāna
титан	titan
гугъл	google
вдовицата	atraitne
магия	maģija
магия	burvība
палуба	klāju
палуба	klāja
мусолини	mussolini
уравнение	vienādojums
уравнение	vienādojumu
включване	pieteikšanās
включване	pieteikties
включване	iekļaut
включване	ietvert
включване	ietver
включване	ieslēgt
включване	iekļaušana
остри	ass
остри	asas
остри	krasas
остри	asu
експерт	eksperts
експерт	eksperte
въведени	ieviesa
въведени	ieviests
въведени	ieviestie
регионално	reģionālie
регионално	reģionāla
регионално	reģionāli
регионално	reģionālā
регионално	reģionālās
регионално	reģionālais
влакове	vilcieni
влакове	vilcienus
алесандро	alessandro
продаден	pārdoti
продаден	pārdod
продаден	pārdots
уикимедия	wikimedia
равновесие	bilance
равновесие	atlikums
равновесие	līdzsvars
равновесие	līdzsvaru
равновесие	līdzsvars
подробна	sīks
подробна	detalizēti
подробна	detalizēta
подробна	sīki
подробна	detalizēts
процедури	procedūras
служителите	nodarbinātie
служителите	darbinieki
съюзи	arodbiedrības
съюзи	apvienības
съюзи	alianses
възли	mezgliem
възли	mezgli
възли	mezglus
индивидуално	individuāli
индивидуално	atsevišķi
индивидуално	individuāla
индивидуално	individuālā
индивидуално	individuāli
изразен	izteikts
пери	peri
групова	grupu
групова	grupa
групова	grupas
трансилвания	transilvānijas
зрителите	skatītājiem
зрителите	skatītājus
зрителите	skatītāji
червеи	tārpu
червеи	tārpu
барбароса	barbarosa
настанени	izmitināti
положителни	pozitīvi
положителни	pozitīvas
положителни	pozitīvā
положителни	pozitīva
положителни	pozitīvais
положителни	pozitīvs
отбелязано	atzīmēja
мурад	murads
чака	čaka
буквите	vēstulēs
буквите	vēstules
буквите	burti
кирибати	kiribati
анатолий	anatolijs
дебели	tauki
дебели	tauku
дебели	taukiem
конференции	konferencēm
конференции	konferencēs
конференции	konferenču
конференции	konferences
гота	gota
баница	pīrāgs
баница	pīrāgu
атентат	slepkavības
атентат	slepkavība
атентат	bombardēšanas
пейзажи	skatus
пейзажи	ainavas
възрастен	pieaugušo
възрастен	pieaugušie
възрастен	pieauguši
възрастен	pieaugušais
соли	sāļi
водачи	vadītāji
водачи	autovadītāji
водачи	vadītājiem
водачи	šoferi
водачи	vadītāji
водачи	līderi
бягане	braukšana
бягане	skriešanas
колин	colin
обвинение	apsūdzību
обвинение	apsūdzība
преден	priekšējais
преден	fronte
преден	priekšpusē
преден	priekšā
преден	priekšējie
комунист	komunistu
комунист	komunistiskā
изгонен	izlika
шампиона	čempions
мине	padod
крилото	spārna
крилото	spārnu
учил	pētīta
учил	pētīts
учил	pētītas
преработка	pārstrāde
преработка	apstrāde
преработка	pārskatīšanu
преработка	pārskatīšana
фриц	fricis
молитва	lūgšanas
молитва	lūgšanu
молитва	lūgšanas
дълбок	dziļa
дълбок	dziļā
дълбок	dziļi
дълбок	deep
дълбок	dziļš
небе	debesis
небе	sky
небе	debesis
канцлер	kanclere
силезия	silēzijas
случаят	gadījums
случаят	lieta
държавник	valstsvīrs
божество	dievība
домейн	sfēra
домейн	domēna
домейн	joma
елиът	eliots
елиът	eliots
сложно	sarežģīts
сложно	sarežģīti
сложно	sarežģīta
съдействие	sadarbības
съдействие	sadarbība
каринтия	karintija
плат	audumu
плат	audums
плат	auduma
плат	audums
точни	precīzi
точни	precīza
точни	precīzs
съливан	salivans
разум	jēga
разум	saprāts
служил	kalpoja
телата	struktūras
телата	institūcijas
телата	virsbūves
отсъствие	prombūtnē
отсъствие	neesamība
райт	raita
забранени	aizliegta
забранени	aizliegts
забранени	aizliegtas
забранени	aizliegta
забранени	aizliegts
забранени	aizliegtas
забранени	aizliegti
забранени	aizliegta
забранени	aizliedza
ферара	ferrāras
нанси	nensija
бокса	boksa
бокса	bokss
шанхай	šanhajas
технологичен	tehnoloģiskie
технологичен	tehnoloģiski
технологичен	tehnoloģiskais
технологичен	tehnoloģiskā
духовни	garīgais
духовни	garīgā
съвместна	kopīga
съвместна	locītavu
съвместна	kopīgais
възникване	sastopamība
възникване	sastopamību
съседи	kaimiņi
съседи	kaimiņi
съседи	kaimiņiem
въртене	griezt
въртене	pagriezt
въртене	spin
въртене	vērpšanas
въртене	rotācija
сул	sul
атоми	atomi
облак	mākoņi
облак	mākoņu
облак	mākonis
хищници	plēsoņas
съмнения	šaubu
съмнения	šaubos
съмнения	šaubas
реагира	reaģē
реагира	reaģēja
реагира	reaģēt
реагира	reaģē
възможна	iespējamie
възможна	iespējams
възможна	iespējamā
възможна	iespējama
джоан	joanne
джоан	džoanna
румънска	rumāņu
румънска	rumānijas
легендите	leģendas
неколкократно	atkārtoti
енрике	enrique
мелбърн	melburnas
синоним	sinonīms
синоним	sinonīmi
мрамор	marmora
водопад	ūdenskritums
часовник	pulkstenis
часовник	pulksteni
икономисти	ekonomisti
тезата	disertāciju
притежание	valdījumā
притежание	īpašumtiesības
отказа	noraidīts
отказа	atteikta
отказа	atteikts
отказа	atteicās
обединено	united
обединено	apvienotā
обединено	apvienoto
обединено	vienoti
послание	ziņojums
послание	vēstule
послание	ziņu
послание	vēstījums
послание	ziņa
пясък	smilts
пясък	smilšu
пясък	smiltis
вердер	werder
вселена	visums
горещо	hot
горещо	karsts
горещо	karsti
океания	okeānijā
споразумения	vienošanās
споразумения	līgumi
смесен	jaukti
смесен	jauktie
смесен	jaukts
смесен	sajaukts
смесен	jaukta
смесен	sajaukts
съществени	būtiska
съществени	būtiski
съществени	būtisks
съществени	būtiskas
надеждата	cerību
надеждата	cerības
надеждата	ceru
надеждата	cerība
устав	statūti
устав	statūtos
устав	nolikums
устав	statūti
победители	ieguvēji
победители	uzvarētājus
победители	uzvarētāji
гимнастика	vingrošana
предградие	piepilsētā
нестор	nestor
тенденции	tendence
тенденции	tendences
кратер	krāteris
въглероден	oglekļa
въглероден	oglekli
въглероден	ogleklis
пано	tīlings
залцбург	zalcburgas
мак	mac
мак	mak
мак	meka
уникални	unikāla
уникални	unikālais
уникални	unikāli
уникални	unikāls
съществували	pastāvējusi
съществували	pastāvēja
осветена	ieslēgšana
лауда	lauda
красив	pievilcīgs
красив	izskatīgs
красив	skaists
логото	logo
логото	logotips
унищожаване	iznīcināt
унищожаване	likvidēšana
унищожаване	iznīcināšana
унищожаване	izskaušanas
унищожаване	iznīcināšana
унищожаване	izskaušana
унищожаване	iznīcināšana
тувалу	tuvalu
изчисления	aprēķini
алис	alise
консултант	konsultants
драматични	dramatiski
драматични	dramatiska
драматични	krasa
познание	zināšanas
скулптури	skulptūru
скулптури	skulptūru
трансфер	pārvietošana
трансфер	nodošana
трансфер	nodošanas
трансфер	pārsūtīšana
офанзива	uzbrukumā
офанзива	ofensīvu
хървати	horvāti
хървати	horvāti
куинсланд	kvīnslenda
споменато	pieminēts
споменато	minēts
споменато	pieminēja
баскетбол	basketbola
баскетбол	basketbols
баскетбол	basketball
характеризират	raksturo
характеризират	raksturot
бирмингам	birmingham
кралици	karalienes
кралици	queens
взрив	sprādziens
уникална	unikāla
уникална	unikālais
уникална	unikāli
уникална	unikāls
оръдието	lielgabalu
ралф	ralfs
недостатъци	trūkumi
недостатъци	nepilnības
недостатъци	trūkumi
недостатъци	nepilnības
недостатъци	trūkumi
недостатъци	defekti
предложи	piedāvājums
посещения	apmeklējumi
посещения	vizītes
бот	robots
зърно	graudi
зърно	graudu
запаси	krājumi
десау	desavas
здравословни	veselīgi
здравословни	veselīga
здравословни	veseli
здравословни	veselīgs
противоречия	pretrunas
съперник	pretinieku
съперник	pretinieks
поетът	dzejnieks
съгласието	piekrišanas
съгласието	piekrišana
верен	uzticams
верен	uzticamais
верен	uzticīgs
антоан	antuāns
руси	blondīne
руси	blondi
палубата	klāju
палубата	klāja
господ	dievs
аякс	ajax
скоби	skavas
скоби	spīles
скоби	skavas
скоби	iekavās
фрази	frāzes
тунел	tunelis
картофи	kartupeļi
картофи	kartupelis
картофи	kartupeļi
картофи	kartupeļu
другаде	citur
инфекции	infekcija
инфекции	infekcijas
уолис	wallis
елита	elite
елита	elites
изхода	outlet
изхода	izvada
бройки	gabali
еквивалент	ekvivalents
еквивалент	līdzvērtīgs
еквивалент	līdzvērtīga
еквивалент	līdzvērtīgi
експеримент	izmēģinājums
експеримент	eksperimentu
експеримент	eksperiments
експеримент	eksperimentā
експеримент	eksperimenta
арабска	arābu
арабска	arābu
арабска	arābijas
ислям	islāma
риска	risks
замени	nomainīt
замени	aizvietot
замени	aizstāt
ярко	spoži
ярко	koši
ярко	spilgti
ярко	gaišs
агенции	aģentūras
агенции	aģentūrām
иврит	ebreju
петдесет	piecdesmit
джефри	geoffrey
джефри	džefrijs
номинирана	izvirza
номинирана	izvirzīts
иконата	ikonu
иконата	ikona
иконата	ikonas
епидемия	uzliesmojumu
епидемия	uzliesmojums
епидемия	epidēmijas
епидемия	epidēmiju
епидемия	epidēmija
кореспонденция	sarakste
кореспонденция	sarakstes
крус	cruz
тива	tēbās
търпи	paciest
търпи	panes
кристоф	kristofs
гьоте	gētes
селекция	atlases
