година	jaar
америка	amerikas
цар	tsaar
цар	keiser
често	gereeld
често	gereeld
често	dikwels
поправени	reggemaak
припаѓа	behoort
припаѓа	hoort
истражување	opname
истражување	navorsing
работи	dinge
работи	werksaam
работи	goeters
градови	dorpe
градови	stede
места	plekke
места	ruimtes
места	kolle
места	sitplekke
места	gleuwe
април	april
роден	gebore
октомври	oktober
земја	country
земја	land
земја	aarde
повторно	weer
око	oog
франција	frankryk
димензии	dimensies
округот	provinsie
округот	county
округот	shire
позната	bekende
позната	beroemd
позната	famous
нивните	hul
галаксија	galaxy
галаксија	sterrestelsel
игри	speletjies
игри	wedstryde
деклинација	deklinasie
историја	geskiedenis
историја	history
откако	na
откако	nadat
откако	ná
ноември	november
јуни	junie
живот	lewe
северна	noordelike
северна	northern
настани	gebeure
настани	aktiwiteite
настани	geleenthede
ширина	wydte
култура	kultuur
пласман	range
пласман	ranglys
пласман	stand
центар	sentreer
центар	gesentreer
центар	sentreer
втората	sekondes
втората	sekonde
население	bevolking
население	populasie
декември	desember
мери	meri
мери	mary
мери	maria
дела	deeds
дела	della
ден	dag
состојба	staat
состојба	deelstaat
состојба	provinsie
состојба	toestand
состојба	spasie
состојба	voorwaarde
состојба	kondisie
дијаметар	deursnee
рим	rome
особено	besonder
особено	veral
означена	gemerk
означена	gemerk
италија	italia
италија	italië
тогаш	then
тогаш	dan
реката	rivier
леќа	lens
земји	lande
шаблон	patroon
член	lid
беа	was
беа	were
познат	bekende
познат	beroemd
познат	famous
округ	provinsie
округ	county
округ	distrik
затоа	daarom
американски	amerikaans
американски	american
американски	amerikaanse
област	oblast
област	omgewing
област	gebied
област	oppervlakte
област	area
јужна	suidelike
јужна	suid
едно	een
етапа	verhoog
етапа	stadium
етапа	etage
износ	bedrag
филмови	films
филмови	flieks
филмови	rolprente
филмови	movies
англиски	engels
бугарија	bulgaria
првенство	championship
опсерваторија	sterrewag
дури	selfs
грција	griekeland
однос	omgang
однос	verhouding
содржи	bevat
милиони	miljoen
милиони	miljoene
збор	woord
нивната	hul
февруари	februarie
работа	werk
работа	job
работа	werkie
работа	werk
функција	kommentaar
држава	country
држава	land
држава	staat
држава	deelstaat
држава	provinsie
држава	toestand
држава	spasie
календари	kalenders
секоја	elke
секоја	elk
русија	rusland
постои	bestaan
метри	meter
метри	meter
нејзината	haar
четири	vier
џон	johannes
џон	john
џон	jon
олимписки	olimpiese
делови	dele
делови	parte
политика	beleid
политика	politiek
видови	kinds
видови	spesie
видови	spesies
империја	ryk
главен	chief
главен	hoof
врска	skakel
врска	verhouding
врска	bind
свети	skyn
свети	heilige
свети	saint
вклучувајќи	insluitende
вклучувајќи	insluitend
телескоп	teleskoop
најчесто	meestal
награда	beloning
награда	prys
награда	toekenning
значи	gemeen
значи	bedoel
значи	beteken
значи	beteken
разговор	gesprek
разговор	klets
разговор	gesels
филм	fliek
филм	rolprent
филм	rolprent
википедија	wikipedia
крај	einde
крај	beëindig
вода	water
резултат	uitslag
резултат	resultaat
улога	rol
претседател	president
училиште	skool
страница	blad
страница	bladsy
западна	westerse
западна	western
западна	westelike
нови	nuut
нови	nuwe
песни	liedere
песни	liedjies
лидери	leiers
случај	kas
случај	geval
редослед	orde
редослед	bestel
редослед	volgorde
редослед	bestelling
редослед	rangskik
сезона	seisoen
игра	speletjie
игра	spel
веќе	alreeds
веќе	reeds
основа	gronde
основа	grondslag
населба	skikking
населба	woonbuurt
сили	magte
обично	gewoonlik
обично	gewoonlik
обично	normaalweg
бројни	numerous
промени	verander
промени	veranderings
промени	verander
промени	wysig
разлика	distinction
разлика	diff
разлика	verskil
употреба	gebruik
употреба	gebruik
форма	vorm
форма	vorms
договор	ooreenkoms
договор	kontrak
договор	verdrag
изграден	opgerig
некој	enigiemand
некој	iemand
лига	liga
лига	liga
влијание	impact
влијание	impak
влијание	invloed
влијание	beïnvloed
членови	lede
починал	gesterf
починал	oorlede
површина	oppervlak
површина	werkskerm
неа	haar
неа	nea
после	na
после	nadat
после	ná
острови	eilande
самиот	myself
самиот	jouself
ред	orde
ред	bestel
ред	volgorde
ред	bestelling
ред	rangskik
ред	blaai
ред	ry
ред	row
лица	gesigte
почеток	start
почеток	begin
народи	peoples
син	seun
албум	album
никола	nikola
македонска	macedoniese
македонска	makedonië
нова	nuut
нова	nuwe
австралија	australië
тур	toer
тур	tour
повеќето	meeste
повеќето	mees
александар	alexander
вилијам	willem
вилијам	william
татко	pa
татко	vader
движење	mosie
движење	motion
движење	beweging
движење	beweeg
движење	movement
движење	beweging
дело	deed
дело	werk
власт	gesag
власт	owerheid
власт	krag
власт	elektrisiteit
прва	eerste
прва	eers
мора	moet
англија	engeland
англија	england
развој	ontwikkeling
деца	kinders
деца	kinders
лево	gelaat
главно	meestal
србија	serwies
србија	serwië
сега	nou
сега	now
сега	tans
кариера	loopbaan
кариера	loopbane
храм	tempel
храм	temple
облик	vorm
тим	tim
тим	span
сателити	satelliete
ера	era
музика	musiek
германски	duits
видете	sien
археолошки	argeologiese
близина	nabye
близина	nabygeleë
близина	naby
универзитет	universiteit
море	see
пати	tye
пати	kere
пет	vyf
париз	parys
целосно	heeltemal
поле	terrein
поле	veld
минути	minute
мала	small
мала	klein
мала	bietjie
вредност	waarde
поделени	ingedeel
британија	brittanje
поврзани	verbind
поврзани	verwante
поврзани	verwant
саксонија	sakse
свет	wêreld
потекло	oorsprong
потекло	descent
владетел	aaneenlopende
владетел	liniaal
шпанија	spanje
спорт	verslae
спорт	sport
спорт	sportsoort
спорт	sportsoorte
спорт	sport
мали	small
мали	klein
мали	bietjie
мали	mali
куќа	house
куќа	huis
трка	ras
трка	resies
крал	heer
крал	king
крал	koning
веднаш	onmiddelik
веднаш	onmiddellik
веднаш	dadelik
слика	prent
слика	prent
слика	beelde
слика	skilder
слика	skildery
ссср	ussr
статии	artikels
евреите	jode
француски	frans
француски	franse
партија	party
партија	feesvieringe
партија	partytjie
природни	natuurlike
кралство	koninkryk
државите	provinsies
државите	deelstate
државите	state
река	rivier
политички	politieke
области	distrikte
области	gebiede
право	regterkant
право	regs
серија	reeks
серија	series
серија	serie
енергија	energie
значајни	betekenisvolle
значајни	betekenisvol
островот	island
островот	eiland
образование	opvoeding
образование	opvoedkunde
образование	onderwys
образование	opleiding
образование	onderrig
дена	dae
добро	goeie
добро	goed
извршување	uitvoer
извршување	aksie
извршување	uitvoering
нејзините	its
наведени	gelys
тука	hier
смртта	dood
римјаните	romeine
родени	gebore
натпревари	kompetisies
егејска	egeïese
албанија	albanië
книга	bespreek
книга	boek
речиси	amper
азија	asië
песна	volg
песна	snit
песна	baan
песна	spoor
песна	liedjie
песна	lied
всушност	eintlik
боја	deursigtigheid
боја	verf
понекогаш	soms
води	leidrade
води	waters
води	lei
води	lood
води	aanvoer
поглед	aansig
поглед	besigtig
поглед	bekyk
заедница	samelewing
заедница	gemeenskap
заедница	community
рок	rock
мухамед	mohammed
мухамед	muhammed
комитет	komitee
африка	africa
африка	afrika
населени	bevolkte
населени	bewoonde
континент	kontinent
животот	lewe
регион	streek
моќ	krag
моќ	elektrisiteit
сила	sterkte
сила	force
сила	forseer
сила	krag
сила	dwing
исток	oos
извештај	rapporteer
лондон	londen
кина	china
кина	sjina
права	regte
елементи	elemente
елементи	inskrywings
теорија	teorie
значење	betekenis
значење	betekenis
орбита	wentelbaan
езеро	meer
руски	russies
руски	russiese
соодветната	ooreenstemmend
нешто	iets
црна	swart
натпревар	kompetisie
натпревар	pas
натпревар	passing
натпревар	ooreenstem
натпревар	ooreenstemming
натпревар	wedstryd
натпревар	kompetisie
смрт	dood
мислења	opinies
културни	kulturele
милениум	millennium
пари	geld
средината	midde
средината	mid
најголема	grootste
наместо	eerder
наместо	pleks
веб	web
петар	petrus
петар	peter
петар	petar
царство	koninkryk
царство	ryk
царство	realm
влада	regering
јазикот	tong
човек	menslik
човек	mens
човек	man
направи	maak
направи	gemaak
мека	mekka
мека	mecca
мека	sagte
мека	sag
мал	small
мал	klein
мал	bietjie
системи	sisteme
системи	stelsels
системи	systems
семејство	familie
семејство	gesin
услови	vereistes
услови	voorwaardes
услови	toestande
услови	bepalings
услови	voorwaardes
пол	geslag
пол	paulus
пол	paul
кралот	heer
кралот	king
кралот	koning
поголем	groter
поголем	groter
заштита	presisie
заштита	beskerming
сан	san
лав	lion
лав	leeu
лав	leeu
општествени	maatskaplike
општествени	sosiale
општествени	sosiaal
турција	turkye
најмногу	meeste
најмногу	mees
најмногу	tops
најмногу	meestal
победа	wen
победа	oorwinning
мајка	moeder
мајка	ma
малку	bietjie
разни	verskeie
надвор	buite
надвор	uit
клуб	klub
слики	prente
слики	beelde
слики	prente
слики	prentjies
војска	militêre
војска	weermag
војска	leër
војска	army
одредени	sekere
уметност	kunste
уметност	kuns
помалку	minder
географија	geografie
ниту	nóg
растојание	afstand
растојание	spasiëring
втор	sekondes
втор	sekonde
покраина	provinsie
медина	medina
височина	hoogtes
рем	remus
себе	myself
себе	jouself
јован	johannes
јован	john
извори	bronne
жени	vroue
жени	vrouens
должина	tydsduur
должина	lengte
знаме	vlaggie
знаме	vlag
знаме	rapporteer
живи	lewendig
избран	gekose
избран	gekies
избран	gemerk
нирвана	nirvana
секогаш	skuilname
секогаш	altyd
она	sy
вкупно	totale
прво	eerste
прво	eers
итн	ens
асур	assur
факултет	kollege
факултет	fakulteit
тип	guy
тип	tipe
тип	tik
половина	half
софија	sofia
софија	sophia
месеци	maande
знаменитости	bakens
знаменитости	besienswaardighede
жена	vrou
жена	vrou
проблеми	sukkel
проблеми	probleme
проблеми	problems
претходно	voorheen
претходно	earlier
претходно	vroeër
контрола	kontrole
контрола	beheer
училишта	skole
север	noorde
север	noord
простор	spasiëring
простор	spasie
стана	geword
отколку	as
војни	oorloë
војни	wars
доаѓа	inkomende
доаѓа	oppad
поголема	groter
нивното	hul
сојуз	sojoes
сојуз	alliance
сојуз	alliansie
сојуз	verbond
ниска	lae
шест	sesde
шест	ses
никогаш	nooit
никогаш	never
никогаш	omkeer
линија	lyn
види	sien
види	kyk
орбитата	wentelbaan
тело	lyf
тело	liggaam
историски	historiese
историски	geskiedkundige
историски	historiese
книги	boeke
процес	proses
центарот	downtown
дом	tuis
дом	huistoe
дом	tuisblad
дом	huis
дом	dom
индија	india
индија	indië
исламска	islamitiese
главна	hoof
јапонија	japan
јапонија	japannees
грчки	griekse
возраст	ouderdom
југ	suid
музеј	museum
запад	wes
писател	skrywer
писател	outeur
поп	pop
награди	belonings
награди	toekennings
награди	toekenings
зборови	woorde
официјално	amptelik
официјално	amptenaar
официјално	amptelike
музички	musical
единици	eenhede
состав	opstel
состав	samestelling
состав	komposisie
полска	pools
полска	polish
полска	poolse
полска	pole
издание	uitgawe
економија	ekonomie
економија	ekonomie
економија	ekonomies
фаза	phase
фаза	fase
фаза	verhoog
фаза	stadium
фаза	etage
средства	fondse
втора	sekondes
втора	sekonde
најдобар	beste
парк	park
физика	fisika
стадион	stadion
марија	marija
марија	maria
куп	coop
куп	hopie
куп	koppie
куп	beker
народ	mense
седиште	sitplekke
седиште	sitplek
цели	doelwitte
цели	doele
успех	sukses
успех	suksesvol
официјална	amptelik
официјална	amptenaar
официјална	amptelike
долари	usd
долари	dollar
ракета	vuurpyl
ракета	rocket
интернет	internet
општи	herhaal
општи	algemene
општи	generaal
доста	genoeg
белград	belgrado
храна	kos
храна	voedsel
банка	bank
југославија	yugoslavia
архитектура	argitektuur
централна	sentrale
централна	sentraal
манастир	klooster
односи	relationships
односи	verhoudings
односи	verhoudinge
односи	betrekkinge
односи	relations
врвот	bokant
врвот	bo
врвот	hoogs
италијански	italiaanse
италијански	italiaans
можност	opportunity
премиер	premier
дополнителни	addisionele
дополнителни	bykomende
големина	groote
уредување	wysig
уредување	redigeer
уредување	verstrek
уредување	redigering
уредување	wysiging
борба	slag
борба	veldslag
борба	stryd
борба	struggle
борба	sukkel
борба	bakleiery
борба	fighting
борба	veg
цркви	kerke
редовни	gereelde
планината	mount
планината	monteer
производство	produksie
производство	vervaardiging
извор	bronne
извор	bron
маса	veranderlike
маса	tafel
маса	tabel
маса	massa
гора	gora
иван	ivan
иван	iwan
карта	kaart
карта	kaartjie
карта	kaarte
брег	shore
брег	bragg
брег	kus
брег	kuslyn
посебно	veral
посебно	spesiaal
главни	hoof
средина	omgewing
средина	middelste
средина	midde
средина	sentreer
средина	gesentreer
средина	sentreer
територија	gebied
создавање	skepping
имаше	moes
единица	eenheid
брат	bro
брат	broer
хрватска	kroasië
поделен	ingedeel
поделен	skei
армија	weermag
армија	leër
армија	army
рамнина	vlaktes
уметноста	kuns
случаи	gevalle
случаи	instansies
случаи	gevalle
роман	romeinse
роман	roman
европски	europees
европски	europese
медал	medalje
постојано	voortdurend
постојано	deurlopend
постојано	heeltyd
постојано	heeltyd
постојано	konstante
џамија	moskee
животни	diere
портал	portal
шлезвиг	sleeswyk
закон	reg
закон	wet
мрежа	rooster
пристап	toegang
оддалеченост	afstand
користење	gebruik
канада	kanada
канада	canada
среден	middelste
среден	midde
среден	medium
окрузи	distrikte
окрузи	provinsies
војници	soldiers
активности	aktiwiteite
активности	aktief
активности	aksies
активности	handelinge
активности	aktiwiteit
материјал	gegewens
материјал	rots
материјал	materiaal
жените	vroue
жените	vrouens
победи	wen
победи	gewen
победи	wins
последниот	last
последниот	laas
последниот	laaste
последниот	jongste
зад	agter
птици	voëls
организации	organisasies
писмо	brief
писмо	letter
гол	naked
гол	doelwit
совет	advies
совет	raad
совет	wenk
совет	raad
човекот	man
национален	nasionale
национален	national
национален	nasionaal
поголеми	groter
носи	geklee
носи	wear
носи	dra
носи	carry
михаил	michail
михаил	mikhail
михаил	michael
џејмс	jakobus
џејмс	james
холштајн	holstein
брзо	vinnig
брзо	vinnige
солун	thessaloniki
форми	vorms
форми	vorms
страни	kante
архитектурата	argitektuur
куќи	huise
австрија	oostenryk
победата	winning
некропола	dodeakker
роберт	robert
шведска	sweedse
шведска	swede
унгарија	hongarye
играч	speler
националност	nasionaliteit
скоро	amper
учество	deelname
наса	nasa
поезија	poësie
аеродром	lughawe
личности	figure
личности	persoonlikhede
екваторот	ewenaar
студии	studeer
студии	studies
региони	streke
холандија	nederlande
холандија	netherlands
холандија	nederland
холандија	holland
професор	professor
професор	onderwyser
планина	berg
римско	romeinse
карактеристики	kenmerke
карактеристики	eienskappe
доволно	genoeg
локалитети	webwerwe
локалитети	tuistes
локалитети	werwe
локалитети	sites
локалитети	terreine
врати	omkeer
врати	herroep
врати	deure
врати	doors
померанија	pommere
чело	tjello
девица	virgo
девица	virgin
девица	maagd
самата	haarself
константин	konstantyn
константин	konstantin
константин	konstantyn
ѕвезда	ster
ѕвезда	star
паша	pasha
економски	ekonomiese
можеби	miskien
можеби	dalk
зборува	talking
москва	moskou
фудбалер	sokkerspeler
производи	produkte
причина	rede
унија	union
унија	unie
наука	wetenskap
работел	gewerk
живееле	geleef
живееле	gebly
освои	gewen
ново	novo
ново	nuut
ново	nuwe
науки	wetenskap
науки	sciences
науки	wetenskappe
исфрлен	uitgeskiet
автор	skrywer
автор	outeur
охрид	ohrid
лансиран	geloop
лансиран	sedert
лансиран	geloods
украина	oekraïne
тема	onderwerp
тема	tema
тема	onderwerp
турски	turkse
турски	turkish
династија	dinastie
територии	gebiede
стефан	stefan
стефан	stephan
промена	veranderings
промена	verander
промена	wysig
лице	gesiggie
лице	gesig
океанија	oseanië
седум	sewe
седум	sewende
напад	aanval
напад	assault
наклонетост	inclination
близу	naby
носач	draer
носач	diensverskaffer
станала	geword
станица	stasie
структура	struktuur
процесот	proses
планини	mountains
планини	berge
мажи	mans
мажи	manne
градби	geboue
науката	wetenskap
филип	phillip
филип	philip
филип	philippe
филип	filip
филип	filip
романија	roemenië
џорџ	george
сателитите	satelliete
претставуваат	represent
претставуваат	verteenwoordig
претставуваат	naboots
света	heilige
света	saint
света	heilig
света	heilige
света	holy
света	aya
анхалт	anhalt
слични	soortgelyke
слични	soortgelyk
соработка	samewerking
соработка	samewerking
камен	klip
камен	rock
заврши	einde
заврши	voltooi
заврши	voltooi
заврши	afgehandel
заврши	klaar
заврши	afgehandel
заврши	voltooi
заврши	gedoen
заврши	klaar
грб	crest
грб	rug
грб	agterkant
грб	terug
египет	egipte
радио	radio
поддршка	ondersteuning
поддршка	ondersteun
поддршка	steun
поддршка	bystand
управување	bestuur
управување	bestuur
управување	governance
друго	else
покраината	provinsie
истовремено	gelyktydig
религија	religie
религија	godsdiens
индекс	indeks
остров	island
остров	eiland
граница	grens
езерото	meer
видео	video
поет	digter
ќерка	dogter
албуми	albums
слично	soortgelyke
слично	insgelyks
текст	teksboodskap
текст	teks
берлин	berlyn
коса	hare
сонцето	son
сака	liefhet
сака	lief
истите	dieselfde
истите	selfde
зеланд	zealand
зеланд	seelandse
зеланд	seeland
ирска	ierland
семејства	families
семејства	gesinne
писатели	skrywers
одбрана	verdediging
одбрана	verdediging
одбрана	defence
римски	romeinse
национално	nasionale
национално	national
национално	nasionaal
национално	landswyd
независност	onafhanklikheid
броеви	getalle
броеви	nommers
стане	word
стане	geword
администрација	administrasie
помали	kleiner
помали	klein
македонско	macedoniese
српски	serwies
површината	oppervlak
услуги	dienste
услуги	diens
сателит	satelliet
општество	samelewing
општество	gemeenskap
општество	geselskap
хенри	henry
притисок	druk
притисок	swig
луис	lewis
луис	luis
луис	louis
луис	lodewyk
основан	gestig
третиот	derde
медали	medals
гледа	sees
гледа	kyk
христијански	christian
христијански	christene
христијански	christen
христијански	christiaan
политичка	politieke
избори	verkiesings
избори	verkiesing
недела	week
недела	vakansie
недела	sondag
национални	nasionale
национални	national
национални	nasionaal
растенија	plants
растенија	plante
бугарски	bulgaars
членовите	lede
академија	akademie
екипа	crew
екипа	span
чест	honour
чест	gestand
чест	eer
чест	ere
чест	honor
северно	noorde
северно	noord
кирил	cyril
кирил	kirill
бог	god
денови	dae
порано	earlier
порано	vroeër
институт	instituut
резултати	resultate
резултати	uitslae
високо	hoë
високо	hoog
мексико	meksiko
мексико	mexico
директор	direkteur
директор	prinsipaal
проект	projek
план	plan
театар	teater
театар	teater
природата	aard
природата	prent
природата	natuur
природата	nature
босна	bosnië
мечка	beer
мекленбург	mecklenburg
истото	dieselfde
истото	selfde
корисници	gebruikernaam
корисници	gebruikers
делото	deed
зависност	afhanklikheid
покажува	vertonings
покажува	programme
избор	seleksie
добра	goeie
добра	goed
византија	byzantium
зголемување	verhoog
зголемување	vermeerder
ван	wan
хамбург	hamburg
лесно	maklik
лесно	maklike
наведуваат	cite
косово	kosovo
претежно	meestal
брзина	velocity
брзина	snelheid
брзина	spoed
настапи	presteer
настапи	optredes
настапи	uitgevoer
долго	lank
добие	versterking
јунајтед	vereenigde
јунајтед	united
јунајтед	verenigde
класа	klas
пазар	markplein
пазар	markplein
пазар	mark
играчи	spelers
можно	moontlik
британски	brits
прашања	kwessies
прашања	vrae
температура	temperatuur
папа	pous
месец	maand
започна	aanvang
згради	geboue
битка	slag
битка	veldslag
следи	volg
бела	bela
бела	white
бела	bella
голови	doelwitte
голови	doele
швајцарија	switserland
проблем	probleem
проблем	problem
проблем	sukkel
лидерите	leiers
национална	nasionale
национална	national
национална	nasionaal
тешко	hard
тешко	harde
тешко	moeilik
тешко	moeilik
бразил	brasilië
степен	graad
анализа	analise
реки	riviere
материјали	materiale
материјали	materiaal
шпански	spaanse
шпански	spaans
данска	denemarke
основана	gestig
револуционерна	rewolusionêre
финансиски	finansiële
финансиски	finansieel
филмски	rolprent
министер	minister
ист	dieselfde
ист	selfde
род	staaf
род	rod
причини	redes
предмети	items
предмети	voorwerpe
предмети	objekte
поранешен	former
поранешен	voormalige
револуција	rewolusie
револуција	revolusie
хронолошки	chronologiese
хронолошки	chronicles
франс	frankryk
служба	diens
прашање	kwessie
прашање	vraag
ознака	merk
ознака	merker
дете	kinder
дете	kind
дете	kind
завршува	eindig
мартин	martinus
мартин	martin
висок	hoë
висок	hoog
висок	tall
висок	lank
висок	hoog
значително	grootliks
значително	aansienlik
потребно	nodige
потребно	vereiste
потребно	benodigde
потребно	benodig
потребно	vereis
физички	fisies
физички	fisiese
физички	fisieke
изградба	oprigting
изградба	konstruksie
изградба	bou
еднаш	eenmaal
еднаш	sodra
еднаш	eens
суд	hof
суд	hof
собрание	saamstel
собрание	gemeente
макс	maksimum
макс	max
меѓународни	internasionaal
меѓународни	internasionale
калифорнија	california
калифорнија	kalifornië
вредности	waardes
интерес	belangstelling
интерес	rente
двајца	twee
турнеја	toer
турнеја	tour
јужно	suid
исус	jesus
воена	militêre
велес	weles
дејност	aktiwiteit
риби	pisces
риби	visse
риби	vis
риби	visvang
активност	aktiwiteit
напади	aanvalle
напади	aanrandings
однесување	gedrag
однесување	optrede
однесување	gedrag
индустрија	industries
индустрија	bedryf
истанбул	istanbul
истанбул	istanboel
тирингија	thüringen
слобода	vryheid
слобода	vryheid
слобода	liberty
десет	tien
ана	ana
ана	anna
поранешни	former
поранешни	voormalige
том	tom
јужен	suidelike
карл	karl
карл	carl
титула	lêername
отворено	ope
отворено	oopmaak
отворено	oop
долна	laer
долна	kleinletters
долна	verlaag
долна	sagter
долна	elektrisiteit
следниот	volgende
планински	berg
појава	emergence
појава	voorkoms
појава	phenomenon
кратко	kort
кратко	kortliks
кратко	sorteer
марко	marco
марко	marko
доби	ontvang
оддел	departement
оддел	seksie
оддел	afdeling
конечно	uiteindelik
врв	toppunt
врв	rylaan
врв	peak
цариград	konstantinopel
наследство	legacy
наследство	erfenis
наследство	heritage
категории	kategorië
категории	kategorieë
сингл	enkel
жан	jean
жан	jeanne
конгрес	congress
осум	agt
осум	agtste
осум	reguit
бел	belle
бел	white
бел	klok
бел	klokkie
делумно	gedeeltelik
делумно	gedeeltelike
делумно	gedeeltelik
издаден	uitgereik
народна	folk
технологија	tegnologie
фудбал	sokker
фудбал	voetbal
етнички	etniese
етнички	etnies
личност	persoonlikheid
изградбата	oprigting
изградбата	konstruksie
фестивал	fees
знак	teken
знак	onderteken
стар	oud
стар	ou
висока	hoë
висока	hoog
висока	tall
висока	lank
висока	hoog
дрво	hout
дрво	boom
релативно	relatief
релативно	relatiewe
релативно	relatively
примена	ontvang
примена	aansoek
примена	toepassings
примена	toepassing
отоманската	ottoman
оружје	wapens
оружје	bewapen
оружје	wapen
оружје	arms
остатоци	puin
момент	oomblik
фон	fon
фон	von
гитара	kitaar
методи	metodes
светлина	lig
светлина	ligte
владеење	governance
владеење	heers
владеење	reël
владеење	reign
христијани	christian
христијани	christene
христијани	christen
христијани	christiaan
канал	kanaal
канал	kanaal
жителите	inwoners
школа	skool
манчестер	manchester
белгија	belgië
најдобра	beste
болест	illness
болест	siekte
болест	siekte
војвода	duke
војвода	hertog
томас	tomas
томас	thomas
партии	partytjies
партии	partye
поранешна	former
поранешна	voormalige
гола	naked
гола	naak
заедници	gemeenskappe
заедници	communes
христо	christo
продолжи	aanhou
продолжи	hou
продолжи	behou
продолжи	voortgaan
продолжи	hervat
спортови	sportsoorte
спортови	sport
учествувал	deelgeneem
златна	goue
златна	golden
актер	akteur
меѓународна	internasionaal
меѓународна	internasionale
православна	ortodokse
мало	small
мало	klein
мало	malo
мало	bietjie
такви	wyl
такви	sulke
линии	reëls
точно	presies
возач	drywer
возач	aandrywer
обид	poog
обид	gepoogde
метал	metaal
двајцата	altwee
двајцата	beide
двајцата	albei
двајцата	sowel
програми	programme
долг	skuld
мајкл	michael
вклучени	ingesluit
висина	hoogtes
висина	hoogte
глас	stem
страници	bladsye
страници	blaaie
страници	bladsy
смисла	sin
најмалку	minste
херцеговина	herzegowina
монголија	angola
монголија	mongolia
иста	dieselfde
иста	selfde
секое	elke
стапка	gradeer
стапка	tarief
стапка	beoordeel
азбука	alfabet
светлината	lig
светлината	ligte
океан	oseaan
композитор	komponis
композитор	samesteller
брод	skip
брод	skeep
брод	boot
