yang	יאנג
wanita	אישה
wanita	נשים
sistem	המערכת
sistem	מערכת
sistem	מערכות
pulau	אי
pulau	האי
team	צוות
team	קבוצה
provinsi	נפה
provinsi	מחוז
provinsi	מחוזות
kanak	ילדה
kanak	ילד
termasuk	כולל
termasuk	כלולים
termasuk	כלול
termasuk	כולל
termasuk	כולל
termasuk	כלול
termasuk	כולל
termasuk	כוללת
pendidikan	חינוכית
pendidikan	חינוכי
pendidikan	השכלה
pendidikan	חינוך
musim	עונה
musim	העונה
musim	עונות
penduduk	מתמחים
penduduk	תושבים
penduduk	אוכלוסיית
penduduk	אוכלוסייה
penduduk	אוכלוסיה
kini	כעת
kini	עכשיו
semasa	זרם
semasa	הנוכחית
semasa	נוכחית
semasa	נוכחי
semasa	בזמן
carian	חיפושים
carian	חפש
carian	חיפוש
carian	חפשי
kemudian	ואז
serbia	סרביה
serbia	הסרבים
serbia	סרבי
tiga	שלושה
tiga	שלוש
tiga	three
keseluruhan	סקירה
keseluruhan	הכוללת
keseluruhan	שלם
keseluruhan	שלמה
tinggi	גבוה
tinggi	גבוהה
tinggi	גבוה
tinggi	גובה
guru	המורה
guru	מורה
guru	מורים
wikipedia	ויקיפדיה
melalui	באמצעות
melalui	דרך
melalui	ויה
melalui	דרך
menteri	שר
menteri	השר
menteri	שרים
menteri	השרים
semua	כולם
semua	הכל
semua	כל
bulan	מון
bulan	ירח
bulan	הירח
bulan	חודשים
bulan	חודשי
bulan	חודשיים
bulan	חודש
kapal	ספינה
kapal	אונייה
kapal	אוניות
kapal	ספינות
kecil	קטן
kecil	קטנים
kecil	קטנה
kecil	סמול
kecil	קטנות
kecil	זעירה
kecil	קטנטנה
kecil	קטנטן
kecil	טייני
kecil	זעיר
taman	תחנה
taman	פארק
taman	הגינה
taman	גן
taman	הגן
taman	גינה
taman	פארקים
taman	פארקס
album	האלבום
album	אלבום
album	אלבומים
new	חדש
new	חדשה
new	חדשים
club	קלאב
club	מועדון
club	המועדון
mukim	פאריש
eropah	אירופה
eropah	אירופאית
eropah	אירופה
eropah	אירופאי
eropah	אירופי
inggeris	באנגליה
inggeris	אנגליה
inggeris	אנגלית
gambar	התמונה
gambar	תמונה
gambar	תמונות
gambar	תמונות
batu	אבנים
batu	סטון
batu	אבן
batu	רוק
batu	סלע
buku	ספרים
rumah	הביתה
rumah	הום
rumah	בבית
rumah	הבית
rumah	בית
rumah	home
rumah	בתים
rumah	הבית
rumah	האוס
rumah	בית
bola	בולה
bola	כדור
kedudukan	עמדה
kedudukan	משרה
kedudukan	העמדה
huruf	אותיות
huruf	מכתבים
huruf	אות
huruf	מכתב
itali	איטליה
itali	איטלקית
itali	איטלקי
laporan	דווח
laporan	דוח
laporan	דיווח
laporan	מדווחת
laporan	דיווח
laporan	מדווח
laporan	דוחות
laporan	דיווחים
data	מידע
data	דאטה
data	נתונים
flag	דגלים
flag	הדגלים
flag	דגל
china	חרסינה
china	סין
china	סינית
china	סיני
pusat	מרכזי
pusat	סנטרל
pusat	מרכזית
pusat	מרכז
pusat	מרכזי
pusat	המרכז
pusat	מרכז
pusat	סנטר
pusat	המרכז
pusat	מרכז
sultan	הסולטן
sultan	סולטאן
sultan	סולטן
country	מדינה
country	ארץ
country	ארצי
paling	רובם
paling	רוב
paling	הרוב
paling	הכי
rasmi	רשמי
rasmi	רישמי
murid	חסידים
murid	סטודנטים
murid	תלמידות
murid	תלמידים
kali	קאלי
bersatu	יונייטד
bersatu	מאוחדים
bersatu	להתאחד
bersatu	התאחדו
masih	עדיין
anjing	כלב
anjing	דוג
anjing	כלבים
mula	התחלה
mula	התחל
semula	שוב
awal	ארלי
awal	תחילת
awal	מוקדם
pelakon	שחקנים
pelakon	שחקנית
pelakon	שחקן
pelakon	השחקן
terhadap	כנגד
terhadap	נגד
peta	מפת
peta	מפה
peta	המפה
peta	מפות
bentuk	צורת
bentuk	צורה
waktu	זמן
waktu	הזמן
waktu	עת
waktu	טיים
kereta	הרכב
kereta	מכונית
kereta	רכב
kereta	מכוניות
kereta	הרכבת
kereta	טריין
kereta	רכבת
kuasa	פאוורס
kuasa	כוחות
kuasa	סמכויות
kuasa	הכוחות
kuasa	כוח
kuasa	עוצמה
kuasa	כח
kuasa	power
sejarah	היסטורית
sejarah	היסטורי
sejarah	היסטוריה
sejarah	ההיסטוריה
walaupun	למרות
walaupun	למרות
report	דווח
report	דוח
report	דיווח
masjid	מסגדים
masjid	המסגד
masjid	מסגד
sendiri	לבדי
sendiri	לבדו
sendiri	לבד
sendiri	משל
piala	גביע
piala	הגביע
piala	גביע
piala	ספל
piala	כוס
pecahan	התמוטטות
pecahan	פירוט
pecahan	שברים
pecahan	שבר
kira	קירה
kira	חישוב
kira	לחשב
pilihan	ברירה
pilihan	בחירה
pilihan	אופציונלי
pilihan	ברירות
pilihan	בחירות
sejak	מאז
agama	דת
agama	דתיות
agama	דת
agama	דתי
agama	דתית
agama	דתיים
agama	דתות
agama	הדתות
pos	פוסט
pos	פרסם
pos	פרסום
universiti	אוניברסיטאות
universiti	אוניברסיטה
universiti	האוניברסיטה
antarabangsa	international
antarabangsa	בינלאומית
antarabangsa	בינלאומי
antarabangsa	הבינלאומי
kuno	עתיקים
kuno	עתיקה
kuno	עתיקות
kuno	עתיק
kuno	העתיקה
namun	אולם
tiada	אין
parti	מפלגה
parti	מסיבה
parti	המפלגה
parti	מפלגת
parti	מפלגות
parti	מסיבות
bermula	התחלת
bermula	התחלנו
bermula	התחיל
bermula	התחלתי
bermula	התחילה
bermula	מתחיל
bermula	מתחילה
bermula	מתחיל
bermula	החל
bermula	מתחיל
para	para
pelbagai	מרובה
pelbagai	מרובות
pelbagai	ריבוי
pelbagai	מולטי
pelbagai	שונים
kadar	דרג
kadar	קצב
kadar	שיעור
perak	כסף
perak	סילבר
perak	כסופה
perak	כסוף
perak	מכסף
meter	מטר
meter	מטרים
meter	מטר
meter	מטר
meter	מטרים
meter	מטר
abdul	עבדול
asia	אסייתית
asia	אסייתי
asia	אסיאתית
asia	אסיה
asia	אסיאתי
asia	אסיה
burung	ציפור
burung	בירד
burung	עופות
burung	ציפורים
september	ספטמבר
bukit	בוקיט
bukit	היל
bukit	גבעת
bukit	גבעה
diri	לעצמי
diri	בעצמי
diri	עצמי
diri	סלף
diri	עצמי
diri	בעצמך
diri	עצמך
kepelbagaian	גיוון
kepelbagaian	מגוון
kepelbagaian	גיוון
jantina	מין
jantina	מגדר
jantina	מינים
jantina	מין
jantina	סקס
januari	ינואר
januari	בינואר
pokok	עץ
pokok	עצים
jun	יוני
bar	ברים
bar	סורגים
bar	בארים
bar	בר
bar	באר
bar	סרגל
perdana	פריים
pentadbiran	מנהל
pentadbiran	גרודנו
pentadbiran	ממשל
pentadbiran	מנהלים
ibu	אמא
ibu	אימא
ibu	אמא
ibu	אימא
cina	חרסינה
cina	סין
cina	סינית
cina	סיני
ogos	דק
ogos	אוגוסט
datuk	סבים
datuk	סבא
datuk	סב
datuk	סבא
nombor	מספר
nombor	המספר
nombor	מספרים
siri	סדרה
siri	סידרה
siri	סדרת
siri	סירי
mungkin	אולי
mungkin	אולי
rakyat	עממית
rakyat	עממי
rakyat	אנשים
jpg	jpg
bahan	המרכיבים
bahan	מרכיבים
bahan	רכיבים
bahan	מצרכים
bahan	חומר
bahan	חומרי
bahan	חומר
bahan	חומרים
lama	לאמה
imagesize	imagesize
populasi	אוכלוסיית
populasi	אוכלוסייה
populasi	אוכלוסיה
april	אפריל
empat	four
empat	ארבעה
empat	ארבע
kode	קוד
kode	צופן
ideologi	אידיאולוגיה
ideologi	אידיאולוגיות
muzik	מוסיקה
muzik	מוזיקה
mac	מאק
mac	mac
mac	מק
mac	מרץ
mac	צעדה
mac	במרץ
biasa	הרגיל
biasa	כרגיל
biasa	רגילה
biasa	סדיר
biasa	רגיל
biasa	קבוע
bangunan	בונה
bangunan	בניין
bangunan	בנייה
bangunan	בניינים
bangunan	מבנים
pesawat	מטוס
pesawat	מטוסים
pesawat	מטוס
manusia	אנוש
manusia	אנושי
manusia	אדם
irst	irst
mei	במאי
mei	מיי
mei	מאי
november	נובמבר
november	בנובמבר
sekitar	סביב
sekitar	בסביבה
sekitar	מסביב
british	בריטים
british	בריטי
british	בריטית
berjaya	מוצלח
berjaya	מוצלחים
berjaya	מוצלחת
berjaya	מצליחה
berjaya	מצליח
berjaya	הצלחה
hidup	life
hidup	החיים
hidup	חיים
anugerah	מתנה
anugerah	פרס
anugerah	פרסים
lumpur	בוץ
lumpur	הבוץ
lumpur	סחף
juta	מיליון
juta	מליון
location	המיקום
location	מיקום
mampu	מסוגל
mampu	מסוגלות
arab	ערבים
arab	ערבי
arab	הסעודית
arab	ערבית
arab	ערבים
pembangunan	פיתוח
pembangunan	התפתחות
membaca	קוראת
membaca	קורא
membaca	קריאה
disember	בדצמבר
disember	דצמבר
lahir	נולדת
lahir	נולדתי
lahir	נולדו
lahir	נולד
lahir	נולדה
lahir	הלידה
lahir	לידת
lahir	לידה
perlawanan	גפרורים
perlawanan	התאמות
perlawanan	מחתרת
perlawanan	התנגדות
peringkat	שורות
selangor	סלנגור
politik	פוליטיקה
politik	פוליטיות
politik	פוליטית
politik	פוליטי
united	יונייטד
united	מאוחדים
julai	ביולי
julai	יולי
julai	נוב
tanpa	מבלי
tanpa	ללא
tanpa	בלי
label	תוויות
label	תווית
label	התווית
udara	אוויר
udara	אייר
udara	אויר
gunung	ההר
gunung	הר
gunung	מאונט
gunung	הר
majlis	מועצה
majlis	המועצה
majlis	מאורע
oktober	באוקטובר
oktober	אוקטובר
sukan	ספורט
sukan	ספורט
kebanyakan	רובם
kebanyakan	רוב
kebanyakan	הרוב
kebanyakan	הכי
seri	סדרה
seri	סידרה
seri	סדרת
asal	מקור
asal	המקור
sahaja	בלבד
sahaja	רק
tentang	על
tentang	לגבי
tentang	אודות
norway	נורבגי
norway	נורבגיה
sebahagian	חלקית
sebahagian	חלקי
diterbitkan	פורסם
diterbitkan	פרסם
hak	זכויות
hak	הזכויות
mata	עיניים
mata	העיניים
mata	עין
mata	העין
mata	מאטה
masyarakat	החברה
terbaik	best
isbn	isbn
terdiri	הלחין
membentuk	נוצרת
membentuk	יוצרים
singapura	בסינגפור
singapura	סינגפור
abad	אבאד
abad	המאה
ketinggian	גובה
ketinggian	הייטס
ketinggian	גבהים
ketinggian	גובה
ketinggian	הרמה
ketinggian	גובה
liga	ליגות
liga	הליגה
liga	ליגה
korea	קוריאנים
korea	קוריאנית
korea	קוריאני
korea	קוריאה
keluarga	משפחות
keluarga	משפחה
watak	תו
watak	דמות
watak	אופי
watak	דמויות
watak	תווים
sumber	מקור
sumber	המקור
sumber	משאב
sumber	משאבים
sumber	מקורות
mengikut	עוקב
menyebabkan	גורם
menyebabkan	סיבות
membawa	מביאה
membawa	מביא
pejabat	פקידים
pejabat	פקידי
pejabat	משרדים
pejabat	המשרד
pejabat	משרד
saint	קדוש
saint	הקדוש
saint	קדושה
menerima	מקבל
menerima	מקבלת
menerima	קבלת
menerima	מקבל
dasar	מדיניות
dasar	מדיניות
anda	את
anda	אתה
anda	אותך
anda	אנדה
aras	אראס
aras	רמות
aras	ברמות
aras	רמה
februari	בפברואר
februari	פברואר
kata	אומרת
kata	אומר
kata	קאטה
ramai	צפופה
ramai	צפוף
ramai	הומה
kurang	פחות
ahmad	אחמד
aircraft	מטוס
dewan	מועצה
dewan	המועצה
juara	אלוף
juara	אלופה
juara	אלופים
bagaimanapun	אולם
australia	אוסטרלי
australia	האוסטרלי
australia	אוסטרליה
web	אינטרנט
kerja	עבודה
dibina	בנויה
dibina	נבנתה
dibina	נבנה
dibina	בנה
dibina	בנוי
dibina	נבנתה
dibina	נבנה
dibina	בנויה
dibina	בנוי
panas	הוט
panas	חם
panas	חמה
panas	שווה
panas	חימום
panas	היט
panas	חום
reference	התייחסות
group	חבורה
group	הקבוצה
group	קבוצה
alam	אלאם
alam	הטבע
alam	טבע
http	http
kelas	שיעורים
kelas	קורסים
kelas	כיתות
kelas	רמה
kelas	כיתה
kelas	מעמד
rendah	שפל
rendah	נמוך
rendah	נמוכה
kod	קוד
kod	צופן
kod	קודים
kod	קוד
kod	צפנים
bumi	אדמה
bumi	ארץ
bumi	הארץ
ketiga	שלישי
ketiga	השלישי
ketiga	שלישית
daya	דאייה
panjang	אורך
panjang	האורך
panjang	ארוך
panjang	ארוכה
panjang	לונג
bidang	שדות
bidang	פילדס
bidang	השדות
bidang	שטח
bidang	שדה
lima	לימה
lima	בלימה
lima	חמישה
lima	חמש
lima	five
lima	חמישיות
kelab	קלאב
kelab	מועדון
kelab	המועדון
kelab	תלתן
kelab	מועדונים
welcome	מוזמנים
welcome	בברכה
video	סרטון
video	וידאו
video	סרטונים
api	אש
api	שריפה
api	api
api	להבה
api	הלהבה
api	להבה
api	להבות
manakala	ואילו
sri	סרי
umum	כללי
umum	גנרל
owl	ינשוף
owl	הינשוף
owl	ינשופים
keadaan	מדינה
keadaan	המדינה
memberi	הנתינה
memberi	מתן
memberi	נתינה
cara	דרכים
perkhidmatan	שירותי
perkhidmatan	שירותים
perkhidmatan	שרות
perkhidmatan	שירות
perkhidmatan	השירות
unit	יחידות
unit	יחידה
sangat	מאוד
sangat	בחוזקה
persekutuan	הברית
persekutuan	ברית
persekutuan	הפדרציה
persekutuan	הפדרלי
persekutuan	פדרלית
persekutuan	פדרלי
persekutuan	בריתות
makanan	מזון
makanan	אוכל
makanan	מאכל
makanan	מזון
makanan	מזונות
makanan	מאכלים
ekonomi	כלכלה
ekonomi	כלכלי
ekonomi	כלכלית
ekonomi	כלכלה
ekonomi	כלכלת
versi	גרסה
versi	גירסה
versi	הגרסה
versi	גרסא
versi	גרסת
versi	גרסאות
sementara	זמנית
sementara	זמני
haiwan	חיות
haiwan	בהמות
haiwan	בהמה
haiwan	חיה
sabah	סבאח
penting	חשובות
penting	חשובים
penting	חשוב
penting	חשובה
penting	הכרחי
penting	חיוניות
penting	חיונית
penting	חיוני
merah	רד
merah	אדום
merah	אדומים
merah	אדומה
seni	אמנויות
seni	אומנויות
seni	אומנות
seni	ארט
seni	אמנות
perlu	צורך
perlu	זקוקה
perlu	צריך
perlu	צריכה
perlu	זקוק
sekali	פעם
stesen	תחנה
stesen	תחנת
stesen	תחנות
stesen	התחנות
polis	שוטר
polis	שוטרת
polis	משטרה
polis	המשטרה
polis	שוטרים
muda	צעירה
muda	צעירות
muda	צעירים
muda	יאנג
muda	צעיר
fail	קבצים
fail	תיקים
fail	קובץ
fail	הקובץ
serangan	תקיפות
serangan	התקפות
serangan	פיגועים
serangan	התקפה
serangan	התקף
serangan	פיגוע
serangan	תקיפה
serangan	תקיפה
putih	לבן
putih	לבנה
berbeza	שונות
berbeza	שונה
berbeza	שונים
haji	החאג
sains	מדע
sains	מדעים
gol	שער
gol	מטרה
gol	יעד
gol	גול
melaka	מלאקה
hasil	תוצאות
hasil	התוצאות
hasil	נכנע
penyanyi	זמרי
penyanyi	זמרים
penyanyi	זמרת
penyanyi	זמר
permainan	משחק
permainan	המשחק
permainan	משחקים
awam	ציבורית
awam	ציבורי
awam	ציבור
awam	הציבור
muhammad	מוחמד
badan	גוף
badan	הגוף
badan	גופה
tempatan	מקומי
tempatan	מקומית
tempatan	מקומיים
tempatan	מקומי
tempatan	מקומית
tempatan	מקומיים
tempatan	המקומיים
kejohanan	תחרויות
kejohanan	אליפויות
kejohanan	אליפות
kejohanan	הטורניר
kejohanan	טורניר
berasal	מקורו
berasal	נגזר
com	com
komuniti	קהילות
komuniti	הקהילה
komuniti	קהילה
belanda	הולנד
belanda	הולנד
belanda	הולנדית
belanda	הולנדי
belanda	ההולנדי
menunjukkan	מציינת
kaki	רגל
kaki	רגל
kaki	מטר
kaki	רגליים
kaki	פוט
kaki	רגל
kaki	רגלי
kaki	רגלים
kaki	רגליים
nepal	נפאל
nepal	נפאלית
cinta	באהבה
cinta	אוהב
cinta	אהבה
cinta	אוהבת
cinta	אהובה
bermain	משחקת
bermain	משחק
bermain	מנגן
belakang	מאחורי
belakang	מאחור
belakang	אחורה
belakang	בחזרה
belakang	חזרה
belakang	לאחור
belakang	אחורי
belakang	אחורית
belakang	אחוריים
pengguna	משתמשים
pengguna	משתמש
pengguna	המשתמש
tempoh	משך
tempoh	נקודה
tempoh	תקופה
tempoh	תקופות
tempoh	מחזורים
popular	פופולרי
popular	אהוד
popular	פופולרית
popular	פופולריים
popular	פופולריות
maklumat	מידע
maklumat	מידע
maklumat	אינפורמציה
hitam	שחורה
hitam	השחור
hitam	black
hitam	שחור
shah	שאה
kemudiannya	ואז
memberikan	הנתינה
memberikan	מתן
memberikan	נתינה
pegawai	קצינים
pegawai	שוטרים
pegawai	קצינה
pegawai	שוטר
pegawai	קצין
pegawai	שוטרת
akhirnya	לבסוף
akhirnya	סופסוף
akhirnya	לבסוף
warna	צבעים
warna	צבע
warna	הצבע
warna	צבעים
warna	הצבעים
warna	צבע
city	העיר
city	עיר
city	סיטי
penggunaan	שימוש
hampir	כמעט
hampir	כמעט
program	תכנית
program	תוכנה
program	תוכנית
program	תוכנית
program	תוכניות
program	תוכנות
program	תכניות
perkataan	אמרות
perkataan	מלה
perkataan	מילה
perkataan	מלים
perkataan	מילות
perkataan	מילים
jawatankuasa	ועדת
jawatankuasa	הוועדה
jawatankuasa	ועדה
jawatankuasa	הוועד
seed	זרע
parlimen	פרלמנט
parlimen	הפרלמנט
london	לונדון
dianggap	נחשבת
dianggap	נחשב
dianggap	הניחה
dianggap	הניח
dianggap	הנחתי
menyertai	הצטרף
menyertai	הצטרפתי
menyertai	הצטרפה
menyertai	מצטרף
menyertai	מצטרף
menyertai	מצטרפת
menyertai	מצטרפים
menyertai	הצטרפות
sesetengah	כמה
sesetengah	חלקם
hutan	יערות
hutan	יער
hutan	וודס
hutan	יער
hutan	היער
contoh	מדגם
contoh	דוגמית
contoh	דגימה
contoh	דוגמא
contoh	לדוגמה
contoh	דוגמה
contoh	דוגמאות
bintang	כוכב
bintang	כוכבת
bintang	סטאר
bintang	כוכבים
dikeluarkan	הוציא
dikeluarkan	הוסר
dikeluarkan	הוסרה
dikeluarkan	הוסרו
dikeluarkan	שוחרר
dikeluarkan	שוחררו
dikeluarkan	משוחרר
dikeluarkan	שוחררה
spesies	מין
spesies	מינים
spesies	זן
diadakan	מוחזק
diadakan	החזיק
sekarang	כעת
sekarang	עכשיו
sudah	כבר
pengarah	במאי
pengarah	מנהל
pengarah	במאים
kita	קיטה
world	העולם
world	עולם
fifa	מונדיאל
pantai	חוף
pantai	החוף
pantai	החופים
pantai	חופים
pertempuran	קרב
pertempuran	קרבית
pertempuran	קרבי
pertempuran	קרבות
pertempuran	קרב
pertempuran	הקרב
afrika	אפריקה
afrika	אפריקאית
afrika	אפריקאי
afrika	אפריקני
sembilan	nine
sembilan	תשע
sembilan	תשעה
karya	מופת
jam	שעות
jam	שעה
jam	שעון
drama	דרמה
drama	דרמות
istilah	מינוח
masing	בהתאמה
top	טופ
top	עליון
portal	שערים
portal	פורטל
masalah	הבעיה
masalah	בעייה
masalah	בעיה
masalah	בעיות
masalah	צרה
masalah	צרות
mati	תמות
mati	למות
mati	מת
mati	מתים
mati	מתה
mengandungi	מכיל
mengandungi	מכילה
merujuk	מתייחס
merujuk	מתייחסת
berkenaan	החלים
berkenaan	רלוונטי
ali	עלי
ali	אלי
pelajaran	שיעורים
pelajaran	שיעורי
pelajaran	שעור
pelajaran	שיעור
ikan	דג
ikan	פיש
ikan	דגים
membantu	עוזרת
membantu	עוזר
membantu	עוזר
membantu	מסייע
membantu	מסייעת
membantu	עוזר
membantu	מסייע
membantu	מועיל
membantu	מועילה
membantu	עזרה
membantu	עזור
membantu	עזרי
berbanding	בהשוואה
khas	ספיישל
khas	מיוחדות
khas	מיוחדים
khas	אופיינית
khas	טיפוסית
khas	טיפוסי
khas	אופייני
rusia	רוסייה
rusia	רוסית
rusia	רוסי
rusia	רוסיה
rusia	רוסים
rusia	הרוסים
keputusan	ההחלטה
keputusan	החלטה
keputusan	החלטות
keputusan	תוצאות
keputusan	התוצאות
bandaraya	העיר
bandaraya	עיר
bandaraya	סיטי
bandaraya	ערים
bandaraya	הערים
single	רווקים
single	יחיד
single	סינגל
single	רווקה
single	רווק
imej	תמונות
imej	תדמית
imej	התמונה
imej	תמונה
purata	ממוצע
purata	הממוצע
malam	לילה
rom	רומן
rom	רומי
rom	רומא
rom	רום
menyatakan	הצהיר
tambahan	תוספת
tambahan	אקסטרה
tambahan	תוספת
tan	שיזוף
tan	טאן
tan	שזוף
tan	טון
