போட	zet
கதாநாயகன்	held
கதாநாயகன்	hero
பீரங்கிகள்	mortieren
பீரங்கிகள்	tanks
காஸ்ட்ரோ	castro
பருந்து	vlieger
உறவுகளை	relaties
கட்டளைகள்	opdrachten
ஜன	jan
ஜன	jana
காஜா	gajah
உரித்தான	verdiend
உரித்தான	verdiende
மேம்படுத்தவும்	upgrade
மேம்படுத்தவும்	upgraden
மேம்படுத்தவும்	opwaarderen
மேம்படுத்தவும்	opwaardering
கசிவு	lek
கசிவு	lekken
மகரிஷி	maharishi
பிளாஸ்மா	plasma
முதலாளி	baas
முதலாளி	boss
பதஞ்சலி	patanjali
வடிவமைப்புகள்	formaten
லாபம்	winsten
லாபம்	winst
ஆடைகளை	kleding
ஆடைகளை	kleren
ஆடைகளை	kledij
பட்டாம்பூச்சி	vlinder
ஆடுகள்	geiten
நாட்களை	dagen
நாட்களை	days
சிம்லா	shimla
சிம்லா	simla
நியாயம்	justice
நியாயம்	gerechtigheid
நியாயம்	justitie
நியாயம்	rechtvaardigheid
நியாயம்	eerlijke
நியாயம்	redelijk
நியாயம்	fair
நியாயம்	eerlijk
இடவியல்	topologie
பிறப்பிடம்	inheemse
பிறப்பிடம்	inheems
பிறப்பிடம்	native
குளுக்கோஸ்	glucose
முனி	muni
எரிக்சன்	ericsson
காதில்	gefluister
காதில்	fluisteren
காதில்	oor
நகர்த்த	bewoog
நகர்த்த	verplaatst
நகர்த்த	bewogen
நகர்த்த	verhuisd
ஹாங்	hong
சிறப்பை	uitmuntendheid
சிறப்பை	excellentie
மறுமொழி	beantwoorden
மறுமொழி	antwoord
மறுமொழி	antwoorden
கின்	verwanten
கின்	kin
பெட்ரோலிய	aardolie
பெட்ரோலிய	petroleum
தேசாய்	desai
அன்பே	lieve
அன்பே	dear
அன்பே	liefste
அன்பே	liefje
பிரதிநிதித்துவம்	vertegenwoordigen
சிமெண்ட்	cement
ஷங்கர்	shankar
போய்விட்டது	gone
மின்சுற்று	circuit
நாகா	naga
கலப்பை	ploegen
கலப்பை	ploeg
உடைமை	eigenschap
உடைமை	eigendom
உடைமை	vastgoed
பில்போர்ட்	billboard
பில்போர்ட்	reclamebord
பயணித்த	gereisd
பயணித்த	reisde
பயணித்த	reisden
மாடி	vloer
மாடி	verdieping
மாடி	floor
கர்னல்	kolonel
புதுமையான	vernieuwend
புதுமையான	innovatief
புதுமையான	innovatieve
ஷான்	shan
கன்னித்	virgin
கன்னித்	maagd
கன்னித்	maagden
வந்தேன்	kwam
வந்தேன்	kwamen
வௌவால்	bat
வௌவால்	bbt
வௌவால்	knuppel
வௌவால்	vleermuis
பல்லி	hagedis
பல்லி	hagedissen
மோட்டார்ஸ்	motors
மோட்டார்ஸ்	motoren
நைக்	nike
ஆங்	ang
ஆங்	ong
ஆங்	aung
கிணறுகள்	wells
கிணறுகள்	putten
கதவுகள்	deuren
வாசகர்கள்	lezers
வாசகர்கள்	lezer
கலிலியோ	galileo
அப்பாஸ்	abbas
ரசிகர்	ventilator
ரசிகர்	waaier
ரசிகர்	fan
விரல்கள்	vingers
விரல்கள்	fingers
கனவுகள்	dromen
கனவுகள்	dreams
பிரையன்	brian
பிரையன்	bryan
பாலஸ்தீன	palestijns
பாலஸ்தீன	palestijnse
கப்பம்	afpersing
கப்பம்	chantage
கப்பம்	chanteren
கப்பம்	zwerver
ஜார்க்கண்ட்	jharkhand
காணவில்லை	ontbreken
காணவில்லை	vermist
காணவில்லை	missen
காணவில்லை	ontbrekend
காணவில்லை	ontbrekende
காணவில்லை	ontbreekt
பிச்சை	bedelen
பிச்சை	smeken
பிச்சை	bedelen
பிச்சை	smeken
ஜோஸ்	jose
ஜோஸ்	josé
ஜோஸ்	joes
ஜோஸ்	jos
ஜோஸ்	jose
ஜோஸ்	josé
ஜோஸ்	joss
நேரான	rechtdoor
நேரான	straight
நேரான	recht
நேரான	lineaire
நேரான	lineair
உயிரோடு	levend
பிலிப்பைன்	filipijnse
பிரார்த்தனை	bidden
பிரார்த்தனை	bid
பிரார்த்தனை	bidden
பிரார்த்தனை	gebed
பிரார்த்தனை	bidden
பொருத்தி	gemonteerd
பொருத்தி	aangekoppeld
பொருத்தி	bereden
கார்பனேட்டு	carbonaat
தொழிலாளி	werker
தொழிலாளி	werknemer
தொழிலாளி	arbeider
அகர்வால்	agarwal
ஆன்ம	geestelijke
ஆன்ம	spirituele
ஆன்ம	spiritueel
ஆன்ம	geestelijk
ருபீடியம்	rubidium
மஹால்	mahal
யுத்த	battle
யுத்த	slag
யுத்த	strijd
யுத்த	gevecht
யுத்த	veldslag
விலா	vila
விலா	ribben
கனமான	heavy
கனமான	zwaar
கனமான	zware
கனமான	heftig
வியாழக்கிழமை	donderdag
நெகிரி	negeri
எரிசக்தி	brandstof
எரிசக்தி	splijtstof
எரிசக்தி	calorie
எரிசக்தி	calorieën
எரிசக்தி	energie
பிரித்தல்	scheiding
பிரித்தல்	afscheiding
புத்தி	slimme
புத்தி	slim
புத்தி	smart
டாட்	puntje
டாட்	dot
டாட்	stip
ஹன்னா	hannah
ஹன்னா	hanna
அழியாத	onverwoestbaar
மடியில்	lap
தட்டில்	plaat
தட்டில்	bord
சலுகைகள்	aanbiedingen
சலுகைகள்	biedt
ஹாக்கி	ijshockey
ஹாக்கி	hockey
ஹசன்	hassan
ஹசன்	hasan
நைஜீரியா	nigeria
திசைமாற்றி	stuurinrichting
வரைதல்	tekenen
வரைதல்	trekken
வரைதல்	tekenen
வரைதல்	tekening
உருண்டை	bol
உருண்டை	orb
உருண்டை	gehaktbal
உருண்டை	gehaktballen
உருண்டை	balletjes
காமன்வெல்த்	commonwealth
காமன்வெல்த்	gemenebest
அணுகும்	toegang
ஃபீஸ்டா	fiesta
மதிப்பெண்கள்	scoren
மதிப்பெண்கள்	score
மதிப்பெண்கள்	scoort
மதிப்பெண்கள்	scores
அவதூறு	laster
அவதூறு	smaad
அவதூறு	vloeken
அவதூறு	laster
அவதூறு	smaad
அவதூறு	geërgerd
அவதூறு	geïrriteerd
அதிகாரிகளின்	officiers
அதிகாரிகளின்	agenten
அதிகாரிகளின்	officieren
யமுனா	yamuna
மொழிபெயர்ப்புகள்	vertalingen
முதலீடுகள்	beleggingen
முதலீடுகள்	investeringen
முதலீடுகள்	investering
சுடுதல்	schutter
சுடுதல்	shooter
யூதா	judah
முன்னோர்கள்	voorvaderen
முன்னோர்கள்	voorouders
முன்னோர்கள்	voorvaders
மனிதனுக்கு	man
பதில்கள்	reacties
பதில்கள்	reacties
பதில்கள்	antwoorden
பதில்கள்	antwoorden
வெனிஸ்	venetie
வெனிஸ்	venetië
தொல்லை	problemen
தொல்லை	moeilijkheden
தொல்லை	hinder
தொல்லை	overlast
தலைகள்	hoofden
தலைகள்	koppen
தலைகள்	kop
கண்காணிப்பாளர்	wachter
அஹ்மத்	ahmed
அஹ்மத்	achmed
அஹ்மத்	ahmad
அரிசோனா	arizona
ஜூல்	joule
கூட்டத்தை	menigte
கறி	schapenvlees
கறி	curry
ஈராக்கிய	iraakse
ஈராக்கிய	irakees
ஜெஃப்	jef
ஜெஃப்	jeff
வர்ஜீனியா	virginia
மந்திரங்கள்	gezangen
படேல்	patel
சுழி	zero
சுழி	nul
உணர்ச்சிகள்	reacties
போர்டு	bestuur
போர்டு	bord
இருப்பை	aanwezigheid
மாடலிங்	modelleren
மாடலிங்	modellering
சல்மான்	salman
பித்தளை	brass
பித்தளை	messing
பித்தளை	koperen
ஹைதர்	haider
பிடிப்பு	vangen
பிடிப்பு	vastleggen
பிடிப்பு	vangst
பிடிப்பு	gevangenneming
நகைகள்	juwelen
நகைகள்	sieraden
நகைகள்	juwelen
நகைகள்	sieraden
நகைகள்	juwelen
நகைகள்	sieraden
நாற்கரம்	vierhoek
பெப்	pep
டச்	touch
டச்	aanraken
டச்	aanraking
டச்	nederlandse
டச்	nederlands
டச்	nederlanders
பெரும	galactische
நெல்லி	nelly
வளைத்து	buigen
வளைத்து	buig
வளைத்து	bend
கோரிக்கைகள்	aanvragen
கோரிக்கைகள்	verzoeken
இடி	thunder
இடி	onweer
இடி	donder
மிசிசிப்பி	mississippi
தியாகி	martelaar
யாரையும்	iedereen
யாரையும்	iemand
ஆல்கஹால்	alcohol
ரன்கள்	runs
ரன்கள்	loopt
வேட்டையாடும்	roofzuchtige
ரொட்டி	brood
கும்பல்	bende
கொசு	mug
கொசு	muggen
பெரியவர்கள்	volwassenen
புளோரின்	fluor
டியான்	dion
மிலன்	milaan
திருப்பம்	twist
உருளைக்கிழங்கு	aardappelen
உருளைக்கிழங்கு	aardappels
உருளைக்கிழங்கு	aardappelen
உருளைக்கிழங்கு	aardappel
தெரிந்தது	bekende
தெரிந்தது	gekend
தெரிந்தது	gekende
தெரிந்தது	bekend
விழுந்தது	fell
விழுந்தது	viel
சொர்க்கம்	hemel
சொர்க்கம்	hemels
சொர்க்கம்	heaven
சொர்க்கம்	paradijs
சொர்க்கம்	paradise
வேடிக்கை	fun
வேடிக்கை	gezellig
வேடிக்கை	leuk
வேடிக்கை	gezelligheid
வேடிக்கை	grappig
ஜோத்பூர்	jodhpur
எதிர்பார்த்த	verwachtte
எதிர்பார்த்த	verwacht
எதிர்பார்த்த	verwachte
வடிகட்டி	filter
வடிகட்டி	filteren
நுட்பங்களை	technieken
சூத்திரங்கள்	formules
புனல்	trechter
துவங்குகிறது	begint
துவங்குகிறது	beginnend
தீவிரவாதி	terroristische
தீவிரவாதி	terrorist
தீவிரவாதி	terroristisch
பிளாக்பெர்ரி	blackberry
ஆதரிக்கிறது	ondersteunt
ஆதரிக்கிறது	steunt
தந்தைக்கு	vader
கொங்கணி	konkani
மதியம்	middag
மதியம்	middaguur
மதியம்	middag
மதியம்	namiddag
இம்மானுவேல்	immanuel
இம்மானுவேல்	emmanuel
தஞ்சோங்	tanjung
லோபஸ்	lópez
லோபஸ்	lópez
லோபஸ்	lopez
ஹாலே	halle
பழங்குடியின	aboriginal
வலைப்பூ	blog
வலைப்பூ	weblog
வலைப்பூ	bloggen
பெங்காலி	bengaalse
அத்தி	vijgen
காற்றியக்கவியல்	aerodynamica
படகில்	ferry
படகில்	veerboot
சுரங்கங்கள்	tunnels
போற்றப்படுகிறது	aanbeden
போற்றப்படுகிறது	aanbad
உற்று	oplettend
உற்று	opmerkzaam
அழுத்தி	compressor
பழுது	herstelling
பழுது	reparatie
பழுது	reparaties
பழுது	herstellingen
பழுது	herstelling
பழுது	reparatie
பழுது	repareren
அறுகோண	zeshoekige
ஊஞ்சல்	schommel
ஊஞ்சல்	swingen
ஊஞ்சல்	swing
பைபிள்	bijbel
அடியார்கள்	bedienden
அடியார்கள்	dienaren
அடியார்கள்	dienaars
ஹம்	hum
தோற்றங்கள்	beelden
தோற்றங்கள்	afbeeldingen
புன்னகை	glimlachen
புன்னகை	glimlach
புன்னகை	lachen
புன்னகை	lach
புன்னகை	smile
புன்னகை	glimlachen
புன்னகை	lachen
புன்னகை	lachend
புன்னகை	lachende
சைரஸ்	cyrus
கால்களை	beentjes
கால்களை	poten
கால்களை	benen
பரிமாணம்	afmetingen
பரிமாணம்	afmeting
பரிமாணம்	dimensie
இவான்	ivan
இவான்	evan
அரபிக்	arabier
லில்லி	lilly
லில்லி	lelie
லில்லி	lily
லில்லி	lelie
வார்த்தைகளை	woorden
முன்பதிவு	reserve
குறிப்பிடவில்லை	gespecificeerde
குறிப்பிடவில்லை	opgegeven
குறிப்பிடவில்லை	gespecificeerd
எடையை	gewicht
பராமரிக்க	handhaven
கியூரி	curie
கட்டமைக்கப்பட்ட	gestructureerd
பிரெட்	brett
பிரெட்	fred
பாரா	bara
பாரா	para
திறந்தவெளி	kermis
அவளின்	haar
சுறா	haaien
சுறா	shark
சுறா	haai
செமிடிக்	semitische
கொம்புகள்	hoorns
கொம்புகள்	toeters
கொம்புகள்	horens
அகராதிகள்	woordenboeken
அணிய	draag
அணிய	wear
அணிய	dragen
அணிய	slijtage
உருகுவே	uruguay
சோப்ரா	chopra
நிபந்தனை	conditie
நிபந்தனை	aandoening
நிபந்தனை	voorwaarde
நிபந்தனை	toestand
அச்சுப்பொறிகள்	printers
பின்னம்	fractie
மீட்டரில்	challenger
மீட்டரில்	uitdager
போராடினார்	gevochten
போராடினார்	bevochten
போராடினார்	gestreden
டேல்	dale
எஸ்டேட்	landgoed
பாண்டு	pandu
ஓடை	beek
ஓடை	stroom
ஓடை	stream
ஊற்று	fontein
விளையாடுபவர்	speler
விளையாடுபவர்	player
விளையாடுபவர்	spelers
விமானத்தை	vliegtuig
வெங்காயம்	uien
வெங்காயம்	ui
வெங்காயம்	uien
விசைகள்	keys
விசைகள்	sleutels
விசைகள்	toetsen
விசைகள்	trigger
விசைகள்	trekker
விளையாடுகிறார்	spelen
பலரை	koos
பலரை	kozen
அழிப்பு	zuivering
அழிப்பு	reiniging
அழிப்பு	reinigingsmiddel
நுண்ணுயிரியல்	microbiologie
மஞ்சு	manchu
அன்றாடம்	dagelijkse
அன்றாடம்	dagelijks
சக்கரங்கள்	wielen
சக்கரங்கள்	wheels
சக்கரங்கள்	velgen
நிவாரணம்	reliëf
நிவாரணம்	opluchting
நாடா	bandje
நாடா	plakband
நாடா	tape
பூச்சு	gips
முகாமில்	camping
குறைந்துள்ளது	verminderen
குறைந்துள்ளது	afname
குறைந்துள்ளது	daling
குறைந்துள்ளது	vermindering
மாலிப்டினம்	molybdeen
தீர்ப்பை	oordeel
வைத்திருந்தது	gehouden
தோ	tho
தோ	ist
தோ	toa
அங்க	anga
முகவரியை	adres
வோல்ட்	volt
யூசுப்	yousuf
பைன்	dennen
பைன்	pine
வாரன்	warren
நிறுவுதல்	installatie
நிறுவுதல்	inbouw
டவர்	tower
டவர்	toren
பிராக்	brac
தனியுரிமை	privacy
அணிவகுப்பு	optocht
அணிவகுப்பு	paraderen
அணிவகுப்பு	parade
ஆன்டர்சன்	anderson
கேமரா	camera
கேமரா	fototoestel
குவாலியர்	gwalior
இறுதியான	definitief
இறுதியான	finale
இறுதியான	ultieme
இறுதியான	ultimate
போக்குகள்	tendensen
போக்குகள்	trends
உணரப்பட்டது	gerealiseerd
உணரப்பட்டது	besefte
உணரப்பட்டது	realiseerde
சாலமன்	salomon
சாலமன்	solomon
சாலமன்	salomo
மட்டை	bat
மட்டை	bbt
மட்டை	knuppel
மட்டை	vleermuis
வெளியேற்றி	uitwerpen
கார்ட்டூன்	cartoon
கார்ட்டூன்	tekenfilm
சிந்தனையாளர்	denker
சிகரெட்	sigaretten
சிகரெட்	sigaret
சிகரெட்	sigaretten
காரம்	pittige
காரம்	gekruid
காரம்	pikant
காரம்	pittig
வேன்	busje
மூத்தவர்	senior
மூத்தவர்	laatstejaars
வெண்ணெய்	boter
முயற்சிக்கும்	probeert
மரியாள்	magdalena
சிங்கர்	zanger
சிங்கர்	singer
சிங்கர்	zangeres
இடையிலுள்ள	echtheid
இடையிலுள்ள	authenticiteit
மனோ	mano
நிழல்கள்	schaduwen
நிழல்கள்	schaduw
கலவரங்கள்	oproer
கலவரங்கள்	rellen
ஆர்சனல்	arsenaal
ஆர்சனல்	arsenal
வின்ஸ்டன்	winston
குடிசை	hut
புதுப்பிக்கப்பட்டது	geactualiseerd
புதுப்பிக்கப்பட்டது	bijgewerkt
அனிமேஷன்	geanimeerde
அனிமேஷன்	anime
தேரை	pad
மகேஷ்	mahesh
மூவி	filmpje
மூவி	film
கொள்வனவு	winkelen
பேரிடர்	catastrofe
பேரிடர்	ramp
பேரிடர்	rampspoed
பேரிடர்	rampen
எறும்புகள்	mieren
தட்டி	tikken
தட்டி	tap
தட்டி	tik
உபயோகம்	gebruik
உபயோகம்	bruikbaarheid
உபயோகம்	nut
உபயோகம்	hulpprogramma
மெழுகு	was
மெழுகு	wax
வெளிப்புறம்	buitenkant
ஹாக்	hawk
ஹாக்	havik
ஹாக்	hawke
காய்ந்த	droge
காய்ந்த	droog
காய்ந்த	drogen
பயங்கரவாத	terror
பயங்கரவாத	terreur
பயங்கரவாத	verschrikking
செயற்பட	functioneel
செயற்பட	functionele
சொத்துரிமை	eigendom
ஹான்ஸ்	hans
பட்டர்	boter
ராணா	rana
அனுபவத்தை	ervaar
அனுபவத்தை	ervaren
அனுபவத்தை	ervaring
அனுபவத்தை	ervaringen
ஆசான்	leermeester
ஆசான்	mentor
பாராட்டும்	waardering
பாராட்டும்	appreciatie
குறைந்தளவு	conservatief
குறைந்தளவு	conservatieve
அலாவுதீன்	alauddin
ரொனால்டோ	ronaldo
சக்திவாய்ந்த	machtig
சக்திவாய்ந்த	krachtig
சக்திவாய்ந்த	krachtige
திங்கட்கிழமை	maandag
தனிநபர்கள்	particulieren
தனிநபர்கள்	individuen
ஆண்குறி	penis
டெர்ரி	terry
படைத்தவர்	schepper
படைத்தவர்	maker
படைத்தவர்	bedenker
மண்டேலா	mandela
ஹூ	hoo
கொள்கலன்	content
கொள்கலன்	inhoud
கொள்கலன்	container
இப்ராகிம்	ibrahim
நிர்மலா	nirmala
அடிப்படைகள்	basiskennis
அடிப்படைகள்	basis
அடிப்படைகள்	basisinformatie
கூந்தல்	haar
கூந்தல்	haren
கூந்தல்	haartjes
கூந்தல்	hair
மறையும்	verstoppen
மறையும்	verbergen
மறையும்	verberg
அருமை	fantastische
அருமை	fantastisch
அருமை	uitmuntend
அருமை	uitstekende
அருமை	mooi
அருமை	lekker
அருமை	fijn
அருமை	leuk
அருமை	nice
இயங்கியல்	operationele
இயங்கியல்	operationeel
மகனே	zoon
மகனே	son
தலையீடு	interventies
தலையீடு	tussenkomst
தலையீடு	interventie
கரிய	donkerder
குழப்பங்கள்	conflicten
குழப்பங்கள்	conflict
குழப்பங்கள்	conflicten
குழப்பங்கள்	conflict
விருப்பப்படி	aangepaste
விருப்பப்படி	maatwerk
விருப்பப்படி	aangepast
உள்ளடக்கங்கள்	inhoud
உள்ளடக்கங்கள்	inhoudsopgave
இரக்கம்	medeleven
இரக்கம்	compassie
இரக்கம்	medelijden
இரக்கம்	mededogen
வானவில்	regenboog
வானவில்	rainbow
ஓசியானியா	oceanië
கிரோன்	crohn
யாங்	yang
எட்வார்ட்	edward
எட்வார்ட்	eduard
நகை	juweel
நகை	jewel
நகை	juwelen
நகை	sieraden
கமிஷன்	commissie
ஆலோசனைகள்	suggesties
சொந்தம்	eigen
தொடும்	roerend
தொடும்	aanraken
தொடும்	ontroerend
பாலன்	balan
ஆரோக்கியம்	gezondheid
பாஸ்பரஸ்	fosfaat
பாஸ்பரஸ்	fosfor
மாறிகள்	variabel
மாறிகள்	variabele
மாறிகள்	variabelen
நுண்ணோக்கி	microscoop
ஐசக்	isaac
வாழ்வது	living
வாழ்வது	levende
வெற்றிபெற்று	gewonnen
வெற்றிபெற்று	won
ஓவல்	oval
ஓவல்	ovaal
ஓவல்	ovale
சலாம்	salam
மேலாளராக	manager
மேலாளராக	bedrijfsleider
சலுகை	aanbod
சலுகை	bieden
சலுகை	aanbieden
சலுகை	aanbieding
ரசாயன	chemisch
ஸ்வீடன்	zweden
ரிஷி	rishi
லாக்	slot
லாக்	sluis
லாக்	vergrendelen
லாக்	logboek
லாக்	log
கரோலினா	carolina
பாஜக	bjp
பார்பரா	barbara
செலுத்தப்பட்டது	betaalde
செலுத்தப்பட்டது	betaald
அந்தோனியார்	anthony
அந்தோனியார்	antonius
ஸ்டாக்ஹோம்	stockholm
புரூணை	brunei
பள்ளிக்கூடம்	school
ஸ்கோடா	skoda
ஸ்கோடா	škoda
வர்ணம்	geverfd
வர்ணம்	beschilderd
வர்ணம்	geschilderd
வர்ணம்	pigment
ரோஜாக்கள்	rozen
ரோஜாக்கள்	roses
மாட்	matt
சொத்துகள்	activa
சக்	chuck
பூரி	puri
டொனால்ட்	donald
டிரைவ்	rijden
டிரைவ்	drive
டிரைவ்	rijd
ஒதுக்கப்பட்டது	gewurgd
ஒதுக்கப்பட்டது	gestikt
ஒதுக்கப்பட்டது	verstikt
ஒதுக்கப்பட்டது	voorbehouden
ஒதுக்கப்பட்டது	gereserveerde
ஒதுக்கப்பட்டது	gereserveerd
பேட்ரிக்	patrick
பாடுகிறார்	zingt
பாடுகிறார்	gezang
பாடுகிறார்	zang
பாடுகிறார்	zingen
போயர்	boer
ஒப்பனை	makeup
ஒப்பனை	cosmetica
தாமிரம்	koper
கவனத்திற்கு	fyi
கவனத்திற்கு	aandacht
கவனத்திற்கு	attentie
கவனத்திற்கு	opgelet
ஆந்தை	uil
துக்ளக்	tughluq
அணிந்துரை	voorwoord
பிரபலங்கள்	beroemdheden
ஜூலியா	julia
நீளமாக	plakkerig
நீளமாக	kleverig
நிணநீர்	lymfe
குச்சி	stick
குச்சி	stok
இனக்குழு	etniciteit
பக்கவாட்டில்	zijwaarts
பக்கவாட்டில்	zijdelings
டாமன்	damon
