και	og
συζήτηση	debatten
συζήτηση	forhandling
συζήτηση	debat
αρχείο	arkiv
αρχείο	arkivere
αρχείο	arkivet
αρχείο	file
αρχείο	filen
αρχείο	fil
πρέπει	må
πρέπει	skal
φορά	tid
φορά	tidspunkt
φορά	gang
φορά	klokkeslæt
φορά	tiden
πάνω	ovenpå
έλληνες	grækerne
έλληνες	grækere
ομάδες	grupper
ομάδες	grupperne
ομάδες	holdene
ομάδες	hold
ομάδες	teams
πρώτο	første
πρώτο	først
έργο	projekt
έργο	project
έργο	projektet
έργο	arbejder
έργο	arbejd
έργο	arbejde
έργο	arbejdet
κυρίως	hovedsageligt
κυρίως	primært
κυρίως	hovedsagelig
όχι	ikke
όχι	not
όχι	ej
ελληνική	græsk
ελληνική	græske
ελληνική	græker
μεγάλη	big
μεγάλη	store
μεγάλη	stor
μεγάλη	stort
υπό	under
έως	indtil
ποδοσφαιριστές	fodboldspillere
ταινία	movie
ταινία	film
ταινία	båndet
ταινία	tape
ταινία	bånd
ταινία	folie
ταινία	filme
ταινία	film
άλλα	andre
άλλα	andet
άλλα	andre
τμήμα	afdeling
τμήμα	departement
τμήμα	afdelingen
τμήμα	afdeling
τμήμα	sektion
τμήμα	afsnittet
τμήμα	afsnit
σαν	gerne
σαν	like
εκεί	der
ωστόσο	dog
ωστόσο	imidlertid
άλλες	andre
άλλες	andet
τέλος	endeligt
τέλος	endelig
τέλος	slutning
τέλος	afslutning
τέλος	slut
τέλος	ende
τέλος	ophør
σειρά	serier
σειρά	serie
σειρά	serien
σειρά	bestilling
σειρά	ordre
σειρά	rækkefølge
σειρά	order
σειρά	bestil
σειρά	ro
σειρά	række
σειρά	row
στοιχεία	grundstoffer
στοιχεία	elementer
στοιχεία	elementerne
στοιχεία	oplysninger
στοιχεία	data
εκτός	medmindre
εκτός	undtagen
συνέχεια	kontinuiteten
συνέχεια	kontinuitet
συνέχεια	fortsæt
συνέχεια	fortsætte
συνέχεια	fortsatte
συνέχεια	fortsættes
συνέχεια	fortsat
κάτω	down
κάτω	ned
κάτω	nede
κάτω	lavere
κάτω	sænk
κάτω	nedre
κάτω	nedenunder
κάτω	nedenfor
κάτω	under
κάτω	nedenunder
πολλές	mange
όλα	alting
όλα	alt
όλα	alle
όλα	alt
σύστημα	systemet
σύστημα	ordning
σύστημα	system
ακόμα	stadig
ακόμα	stadigvæk
φορές	tidspunkter
φορές	gange
φορές	tiderne
φορές	tider
φορές	times
ίδια	identiske
ίδια	identisk
ίδια	samme
ιουλίου	juli
χώρα	landet
χώρα	land
χώρα	lande
αποτέλεσμα	udfald
αποτέλεσμα	resultat
αποτέλεσμα	resultat
αποτέλεσμα	resultatet
αποτέλεσμα	virkning
αποτέλεσμα	retsvirkning
αποτέλεσμα	virkningen
αποτέλεσμα	effekt
αποτέλεσμα	virkninger
οκτωβρίου	oktober
ιανουαρίου	januar
σεπτεμβρίου	september
νοεμβρίου	november
αγώνες	matches
αγώνες	matcher
αγώνες	tændstikker
αγώνες	kampe
αγώνες	match
αγώνες	kampe
αγώνες	spil
ταινίες	film
ταινίες	film
μέσω	gennem
μέσω	via
μέσω	gennem
μέσω	igennem
μαρτίου	marts
μαρτίου	march
μαρτίου	marchere
γεννήθηκε	born
γεννήθηκε	fødte
γεννήθηκε	født
ιουνίου	juni
ιουνίου	june
αυτές	disse
πολλά	mange
απριλίου	april
τρεις	tre
τρεις	three
αυγούστου	august
έργα	arbejder
έργα	virker
έργα	projekter
έργα	projekterne
δεκεμβρίου	december
χρήση	brug
χρήση	anvendelse
χρήση	anvend
πρόεδρος	præsidenten
πρόεδρος	formand
πρόεδρος	præsident
πολιτική	politik
πολιτική	politik
ακόμη	stadig
ακόμη	stadigvæk
ίδιο	samme
μας	vores
μας	vor
μας	our
εκλογές	valg
εκλογές	valg
μέλη	medlemmer
μέλη	medlemmerne
τελικά	endeligt
τελικά	endelig
μέλος	medlem
εποχή	epoke
εποχή	årstid
εποχή	sæsonen
εποχή	sæson
εποχή	æra
εποχή	era
εποχή	epoke
χωριό	village
χωριό	landsbyen
χωριό	landsby
αρχικά	oprindeligt
αρχικά	oprindelig
αρχικά	oprindeligt
αρχικά	oprindelig
αρχικά	initialer
περίοδος	tidsrum
περίοδος	periode
περίοδος	perioden
δήμος	kommune
δήμος	kommunen
δήμος	kommun
κύπελλο	kop
κύπελλο	pokalen
κύπελλο	bæger
κύπελλο	cup
ζωή	liv
ζωή	livet
ζωή	livstid
ζωή	life
ζωή	zoe
έδρα	hovedkontor
έδρα	hovedkvarteret
έδρα	hovedkvarter
έδρα	hovedsædet
έδρα	hovedsæde
έδρα	sæde
έδρα	plads
έδρα	hjemsted
έδρα	seat
μεγάλο	large
μεγάλο	store
μεγάλο	stor
μεγάλο	stort
μεγάλο	big
μεγάλο	store
μεγάλο	stor
μεγάλο	stort
βάση	base
βάση	basen
βάση	basis
βάση	grundlaget
βάση	grundlag
βάση	basis
κέντρο	centrum
κέντρο	midtpunkt
κέντρο	center
κέντρο	midten
κέντρο	centreret
κέντρο	centret
κέντρο	centrum
κέντρο	centre
κέντρο	center
κέντρο	centreret
γεννήσεις	fødsler
φεβρουαρίου	februar
κάτι	noget
κοντά	nær
κοντά	tæt
κοντά	luk
κοντά	nærheden
κοντά	nærliggende
μορφή	formular
μορφή	blanket
μορφή	form
μορφή	formen
μορφή	formater
μορφή	format
χρόνο	tid
χρόνο	tidspunkt
χρόνο	gang
χρόνο	klokkeslæt
χρόνο	tiden
ιστοσελίδα	website
ιστοσελίδα	hjemmeside
ιστοσελίδα	webside
ιστοσελίδα	hjemmesiden
ιστοσελίδα	websted
κόμμα	party
κόμμα	fest
κόμμα	part
κόμμα	parti
κόμμα	komma
γιατί	fordi
γιατί	hvorfor
ρόλο	rollo
ρόλο	rolle
άλμπουμ	album
άλμπουμ	plade
άλμπουμ	albummet
άλμπουμ	album
άλμπουμ	albummer
επειδή	fordi
έκδοση	udgaven
έκδοση	udgave
έκδοση	edition
έκδοση	version
έκδοση	versionen
έκδοση	udgave
γκολ	målsætninger
γκολ	mål
γκολ	goals
γκολ	mål
αρχές	myndighederne
αρχές	myndigheder
αρχές	principper
αρχές	principperne
γύρω	omkring
συνήθως	normalt
συνήθως	sædvanligvis
ονομασία	betegnelse
ονομασία	navn
ονομασία	betegnelse
ονομασία	udpegelse
ονομασία	udpegning
κοινότητα	fællesskabet
κοινότητα	fællesskab
τελευταία	sidste
τελευταία	sidst
έκανε	gjorde
έκανε	made
έκανε	lavet
έκανε	foretaget
ξεκίνησε	startet
ξεκίνησε	påbegyndt
ξεκίνησε	begyndte
ξεκίνησε	begyndt
ξεκίνησε	startede
είτε	enten
κυβέρνηση	regering
κυβέρνηση	regeringen
πρώτος	første
πρώτος	først
πήρε	tog
κάνει	færdig
κάνει	udfærdiget
κάνει	done
κάνει	udført
κάνει	gjort
ηπα	usa
ανάμεσα	mellem
ανάμεσα	imellem
δεύτερη	sekund
δεύτερη	andet
δεύτερη	anden
γλώσσα	tunge
γλώσσα	tongue
γλώσσα	tungen
γλώσσα	sprog
γλώσσα	sproget
γιος	søn
μάχη	battle
μάχη	slag
μάχη	kamp
μάχη	slaget
μάχη	kamp
μάχη	bekæmpe
μάχη	kæmpe
μάχη	kamp
μάχη	kæmp
μάχη	slåskamp
πανεπιστήμιο	university
πανεπιστήμιο	universitet
πανεπιστήμιο	universitetet
όλες	alle
όλες	alt
κάποια	nogle
δείτε	se
δείτε	se
πόλεμο	krigen
πόλεμο	krig
πόλεμο	war
πόλεμο	krige
συχνά	hyppigt
συχνά	tit
συχνά	ofte
συχνά	tit
συχνά	ofte
περιοχές	regionerne
περιοχές	regioner
περιοχές	områder
περιοχές	områder
περιοχές	arealer
πρώην	tidligere
παράδειγμα	eksempel
εικόνα	billed
εικόνα	billede
εικόνα	image
εικόνα	billede
εικόνα	billedet
έλαβε	modtages
έλαβε	modtagne
έλαβε	modtog
έλαβε	modtaget
επίσημη	officielt
επίσημη	embedsmand
επίσημη	tjenestemand
επίσημη	officiel
κατοίκους	indbyggerne
κατοίκους	indbyggere
κατοίκους	beboere
κατοίκους	fastboende
κατοίκους	bosiddende
κατοίκους	residenter
κατοίκους	indbyggere
κατοίκους	beboere
πηγές	kilder
βόρεια	nordpå
βόρεια	nordlige
βόρεια	north
βόρεια	nord
βόρεια	nordlige
βόρεια	nordlig
πόλεις	byer
πόλεις	byerne
πόλεις	storbyer
πόλεις	byer
ιδιαίτερα	særligt
ιδιαίτερα	specielt
ιδιαίτερα	især
ιδιαίτερα	specielt
ιδιαίτερα	især
αγώνα	kapløb
αγώνα	race
αγώνα	kapsejlads
αγώνα	matcher
αγώνα	matche
αγώνα	match
αγώνα	kæmpe
αγώνα	kamp
αγώνα	kæmp
αγώνα	slåskamp
γεγονός	hændelse
γεγονός	begivenheden
γεγονός	event
γεγονός	begivenhed
γεγονός	fakta
γεγονός	faktum
γεγονός	fact
σελίδα	siden
σελίδα	side
σελίδα	page
θέμα	emne
θέμα	tema
θέμα	emne
θέμα	emnet
ηλικία	alder
ηλικία	alderen
χρησιμοποιείται	brugte
χρησιμοποιείται	anvendt
χρησιμοποιείται	brugt
χρησιμοποιείται	udnyttet
πρώτα	første
πρώτα	først
μέγεθος	størrelse
μέγεθος	størrelsen
μέγεθος	str
θεωρείται	overvejede
θεωρείται	overvejes
θεωρείται	overvejet
θεωρείται	betragtede
εδώ	her
νότια	sydlige
νότια	sydpå
νότια	sydlige
νότια	syd
σημείο	punkt
σημείο	peg
σημείο	point
σχέση	relation
σχέση	relationer
σχέση	forholdet
σχέση	forhold
νέο	ny
νέο	nyt
νέο	nye
ήδη	allerede
έτος	aars
έτος	året
έτος	år
σχεδόν	næsten
σχεδόν	næsten
ένωση	union
ένωση	fagforening
ένωση	fagforeningen
ένωση	unionen
ένωση	forening
ένωση	foreningen
ένωση	association
ένωση	sammenslutning
ένωση	associering
περισσότερο	mere
περισσότερο	flere
βασιλιά	konge
βασιλιά	kongens
βασιλιά	kong
βασιλιά	kongen
βασιλιά	king
εκκλησία	church
εκκλησία	kirken
εκκλησία	kirke
εκδόσεις	udgivelser
εκδόσεις	publikationer
μουσείο	museum
μουσείο	museet
πολιτικός	politiker
συμμετοχή	inddragelse
συμμετοχή	involvering
συμμετοχή	engagement
συμμετοχή	deltagelse
συμμετοχή	medindflydelse
συμμετοχή	medbestemmelse
δυο	to
μεγαλύτερη	større
μεγαλύτερη	ældre
μεγαλύτερη	større
μεγαλύτερη	støre
μεγαλύτερη	større
πέθανε	die
πέθανε	dør
πέθανε	dø
πέθανε	døde
ανά	per
μουσική	music
μουσική	musik
μουσική	musikken
κόσμο	cosmo
κόσμο	world
κόσμο	verden
άτομα	personer
άτομα	personers
άτομα	privatpersoner
άτομα	enkeltpersoner
άτομα	individer
άτομα	mennesker
άτομα	personer
άτομα	folk
άτομα	people
δεύτερο	sekund
δεύτερο	andet
δεύτερο	anden
είδος	indtast
είδος	skriv
είδος	type
είδος	dyrearter
είδος	art
είδος	dyreart
είδος	arter
αρκετά	nok
μεγαλύτερο	ældre
μεγαλύτερο	større
μεγαλύτερο	støre
μεγαλύτερο	større
εκείνη	hun
χώρες	landene
χώρες	lande
χώρο	rummet
χώρο	mellemrum
χώρο	plads
χώρο	rumforskning
χώρο	rum
σχολή	skolen
σχολή	school
σχολή	skole
εναντίον	imod
εναντίον	mod
τρία	tre
τρία	three
χαρακτηριστικά	karakteristika
χαρακτηριστικά	egenskaber
χαρακτηριστικά	kendetegn
χαρακτηριστικά	karakteristika
χαρακτηριστικά	egenskaber
χαρακτηριστικά	særtræk
χαρακτηριστικά	funktioner
χαρακτηριστικά	egenskaber
χαρακτηριστικά	attributter
όρος	term
όρος	benævnelse
όρος	mount
όρος	montere
όρος	tilstand
όρος	betingelse
όρος	stand
ιδρύθηκε	grundlagde
ιδρύθηκε	grundlagt
βασιλιάς	konge
βασιλιάς	kongens
βασιλιάς	kong
βασιλιάς	kongen
βασιλιάς	king
παιδιά	drenge
παιδιά	boys
παιδιά	børn
παιδιά	kids
παιδιά	unger
παιδιά	fyre
παιδιά	gutter
παιδιά	guys
παιδιά	børn
παιδιά	børns
βραβείο	præmie
βραβείο	tilslag
βραβείο	award
βραβείο	tildeling
άρχισε	startet
άρχισε	påbegyndt
άρχισε	begyndte
άρχισε	begyndt
άρχισε	startede
φαίνεται	synes
φαίνεται	udseende
φαίνεται	ser
αρχαία	gammelt
αρχαία	ældgammel
μήκος	længde
μήκος	længden
κυκλοφόρησε	frigjort
κυκλοφόρησε	udgivet
κυκλοφόρησε	løsladt
κυκλοφόρησε	frigivet
τι	hvad
συμμετείχε	deltog
συμμετείχε	deltaget
χρονιά	aars
χρονιά	året
χρονιά	år
παραγωγή	produktion
παραγωγή	fremstilling
ηθοποιός	skuespiller
ηθοποιός	skuespillerinde
ηθοποιός	skuespilleren
ηθοποιός	skuespiller
ηθοποιός	aktør
ούτε	hverken
ελληνικά	græsk
ελληνικά	græske
ελληνικά	græker
δυνάμεις	beføjelse
δυνάμεις	powers
δυνάμεις	kræfter
δυνάμεις	beføjelser
δυνάμεις	styrker
δυνάμεις	styrkerne
δυνάμεις	styrker
δυνάμεις	kræfter
γαλλία	frankrig
γαλλία	france
ελληνικό	græsk
ελληνικό	græske
ελληνικό	græker
ευρώπη	eu
ευρώπη	europe
ευρώπη	europa
δεκαετία	årti
γνωστό	vidst
γνωστό	kendte
γνωστό	kendt
παγκόσμιο	global
παγκόσμιο	globalt
παγκόσμιο	globale
βιβλίο	bogen
βιβλίο	book
βιβλίο	bog
διάστημα	interval
διάστημα	rummet
διάστημα	mellemrum
διάστημα	plads
διάστημα	rumforskning
διάστημα	rum
οικογένεια	familien
οικογένεια	familie
οικογένεια	family
μέτρα	forholdsregler
μέτρα	foranstaltninger
σημαίνει	betyder
πέντε	fem
παραπάνω	ovenfor
παραπάνω	over
παραπάνω	ovenover
παραπάνω	ovenstående
υπουργός	ministeren
υπουργός	minister
σεζόν	årstid
σεζόν	sæsonen
σεζόν	sæson
πρότυπο	model
πρότυπο	skabelonen
πρότυπο	skabelon
πρότυπο	standarden
πρότυπο	norm
πρότυπο	standard
αριθμός	tal
αριθμός	antal
αριθμός	nummer
θάνατο	death
θάνατο	død
θάνατο	døden
θάνατο	dødsfald
εταιρεία	selskab
εταιρεία	firma
εταιρεία	kompagni
εταιρεία	virksomhed
σώμα	body
σώμα	lig
σώμα	kroppen
σώμα	krop
σώμα	korps
σώμα	korpset
πρωτεύουσα	hovedstaden
πρωτεύουσα	kapitalen
πρωτεύουσα	hovedstad
πρωτεύουσα	kapital
παράλληλα	parallelt
παράλληλα	sideløbende
παράλληλα	parallel
παράλληλα	parallelle
σύνολο	samlet
γνωστή	vidst
γνωστή	kendte
γνωστή	kendt
κατάσταση	status
κατάσταση	statussen
κατάσταση	situation
κατάσταση	situationen
κατάσταση	tilstand
κατάσταση	betingelse
κατάσταση	stand
νησί	øen
επίπεδο	niveau
επίπεδο	plan
επίπεδο	level
επιτυχία	succes
γερμανία	tyskland
άλλους	andre
πίσω	retur
πίσω	ryg
πίσω	tilbage
δημιουργία	opretter
δημιουργία	oprette
δημιουργία	opret
δημιουργία	skabelse
δημιουργία	oprettelse
αρχή	start
αρχή	starter
αρχή	begynd
αρχή	begynder
αρχή	begyndelse
αρχή	begyndelsen
αρχή	princip
αρχή	principielt
αρχή	princippet
αρχή	autoritet
αρχή	bemyndigelse
αρχή	myndighed
άδεια	licens
άδεια	kørekort
άδεια	tilladelse
άδεια	licens
άδεια	tillad
άδεια	tillader
άδεια	tilladelse
άδεια	tomme
άδεια	tomt
άδεια	tom
σου	sue
σου	sagsøge
επιπλέον	supplerende
επιπλέον	yderligere
περισσότερα	mere
περισσότερα	flere
ανάπτυξη	udviklingen
ανάπτυξη	udvikling
ανάπτυξη	vækstrate
ανάπτυξη	vækst
ανάπτυξη	væksten
ανάπτυξη	tilvækst
φάση	fasen
φάση	fase
αυτόν	ham
συγγραφέας	forfatter
συγγραφέας	skribent
συγγραφέας	forfatteren
συγγραφέας	forfatter
συγγραφέας	forslagsstiller
συγγραφέας	ophavsmand
άγιος	agios
άγιος	sankt
άγιος	helgen
άγιος	saint
θάνατοι	dødsfald
γ΄	iii
τραγούδι	sang
τραγούδι	synger
τραγούδι	synge
τραγούδι	syngende
τραγούδι	sang
τραγούδι	song
κόρη	datter
κόρη	datteren
πάλι	igen
επαρχία	provins
επαρχία	provinsen
ιωάννης	johannes
ιωάννης	john
ιωάννης	ioannis
θεσσαλονίκη	thessaloniki
αγγλικά	englændere
αγγλικά	engelske
αγγλικά	engelsk
αγγλικά	english
άλλοι	andre
κέρδισε	win
κέρδισε	vind
κέρδισε	vinder
κέρδισε	vinde
κέρδισε	vandt
κέρδισε	vundet
βασίλειο	kongeriget
βασίλειο	kongerige
σκοπό	formål
σκοπό	formal
συνολικά	samlet
συνολικά	generelt
συνολικά	overordnet
συνολικά	samlet
γνωστός	vidst
γνωστός	kendte
γνωστός	kendt
γνωστός	bekendt
γνωστός	bekendtskab
πληροφορίες	info
πληροφορίες	oplysninger
πληροφορίες	oplysning
πληροφορίες	information
πληροφορίες	oplysninger
πληροφορίες	underretning
εθνικό	nationale
εθνικό	nationalt
εθνικό	national
εθνικό	landsdækkende
καριέρα	karriere
καριέρα	karrieren
ποτέ	aldrig
ποτέ	ever
ποτέ	nogensinde
τέλη	gebyr
τέλη	afgift
τέλη	honorar
τέλη	honorarer
τέλη	gebyr
τέλη	gebyrer
τέλη	afgifter
τέλη	honorar
πλευρά	side
διάφορες	forskellige
πρόγραμμα	program
πρόγραμμα	programmet
πρόγραμμα	skema
πρόγραμμα	tidsplanen
πρόγραμμα	tidsplan
πρόγραμμα	program
πρόγραμμα	arbejdsprogram
χιλιόμετρα	miles
χιλιόμετρα	kilometer
χιλιόμετρα	km
χιλιόμετρα	mil
χιλιόμετρα	kilometer
χιλιόμετρα	kilometer
κάτοικοι	indbyggerne
κάτοικοι	indbyggere
κάτοικοι	beboere
κάτοικοι	fastboende
κάτοικοι	bosiddende
κάτοικοι	residenter
κάτοικοι	indbyggere
κάτοικοι	beboere
άρθρα	artikler
άρθρα	genstande
άρθρα	artiklerne
γεώργιος	georgios
γεώργιος	george
τύπου	press
τύπου	presse
τύπου	tryk
τύπου	indtast
τύπου	skriv
τύπου	type
δημοκρατία	republik
δημοκρατία	republikken
δημοκρατία	demokratiet
δημοκρατία	demokrati
πόλεμος	krigen
πόλεμος	krig
πόλεμος	war
πόλεμος	krige
εφημερίδα	avispapir
εφημερίδα	avisen
εφημερίδα	avis
εφημερίδα	dagbladet
μικρό	small
μικρό	små
μικρό	småt
μικρό	lille
μικρό	små
μικρό	lille
τόπος	stedet
τόπος	place
τόπος	sted
τόπος	plads
τόπος	lokalisering
τόπος	beliggenhed
τόπος	sted
τόπος	placering
τόπος	lokation
ονομάζεται	kaldt
ονομάζεται	ringet
ονομάζεται	kaldet
ονομάζεται	ringede
ονομάζεται	kaldte
συγκεκριμένα	specifik
συγκεκριμένα	specifikt
συγκεκριμένα	specifikke
συγκεκριμένα	specifikt
είδη	dyrearter
είδη	art
είδη	dyreart
είδη	arter
πηγή	kilde
κάποιος	nogen
κάποιος	nogen
πρωταθλήματα	mesterskaber
ιταλία	italien
πατέρας	far
πατέρας	fader
κατηγορίες	gebyrer
κατηγορίες	afgifter
κατηγορίες	kategorierne
κατηγορίες	kategorier
αναφέρει	omtaler
αναφέρει	nævner
αναφέρει	mentions
ποδόσφαιρο	fodbold
ποδόσφαιρο	fodbold
ποδόσφαιρο	football
θέσεις	stillinger
θέσεις	positioner
θέσεις	holdninger
θέσεις	stillinger
θέσεις	opslag
θέσεις	pladser
θέσεις	sæder
περισσότερες	mere
περισσότερες	flere
έκταση	rækkevidde
έκταση	omfang
έκταση	anvendelsesområde
έκταση	udstrækning
έκταση	omfang
έκταση	areal
έκταση	område
γενικά	generelt
γενικά	overordnet
γενικά	samlet
γενικά	generelt
γενικά	generelt
γενικά	generel
γενικά	generelle
γενικά	almindelig
σημαντικό	vigtig
σημαντικό	vigtigt
σημαντικό	vigtige
νίκη	win
νίκη	vind
νίκη	vinder
νίκη	vinde
νίκη	sejre
νίκη	sejr
νίκη	sejren
νίκη	vinde
νίκη	vinder
νίκη	vindende
μικρή	small
μικρή	små
μικρή	småt
μικρή	lille
μικρή	små
μικρή	lille
έτη	år
πατέρα	far
πατέρα	fader
αμερικανός	amerikaner
αμερικανός	american
αμερικανός	amerikanske
αμερικανός	amerikansk
τελικό	afsluttende
τελικό	endeligt
τελικό	endelige
τελικό	endelig
πάντα	altid
συγκρότημα	band
συγκρότημα	bandet
συγκρότημα	orkester
συγκρότημα	kompliceret
συγκρότημα	indviklet
συγκρότημα	komplekse
συγκρότημα	kompleks
συγκρότημα	komplekst
παραγωγής	produktion
παραγωγής	fremstilling
ίσως	måske
ίσως	måske
επόμενη	næste
στιγμή	moment
στιγμή	øjeblik
μήνες	måneder
αποτελείται	sammensat
αποτελείται	består
θεωρία	teorien
θεωρία	teori
ύψος	højde
ύψος	højden
ύψος	højde
πολλοί	mange
όλοι	alle
όλοι	alt
όλοι	alle
τώρα	nu
προπονητής	træneren
προπονητής	coach
προπονητής	træner
θέατρο	teatret
θέατρο	teater
θέατρο	biograf
θέατρο	teatret
θέατρο	teater
σημαντική	vigtig
σημαντική	vigtigt
σημαντική	vigtige
σημαντική	betydningsfuldt
σημαντική	betydelige
σημαντική	betydende
σημαντική	betydelig
σημαντική	væsentlig
σημαντική	signifikant
ημέρα	dag
ημέρα	dagen
ημέρα	kampdag
διάφορα	diverse
διάφορα	forskelligt
επέστρεψε	returneret
επέστρεψε	returnerede
παρέμεινε	forblevet
παρέμεινε	forblev
κατέκτησε	erobret
κατέκτησε	besejret
κατέκτησε	erobrede
θέματα	emner
θέματα	emnerne
θέματα	temaer
θέματα	emner
θέματα	temaerne
θέματα	spørgsmål
θέματα	emner
θέματα	problemer
θέματα	mærkesager
στάδιο	stadion
στάδιο	stadium
στάδιο	etape
στάδιο	stadie
στάδιο	scenen
στάδιο	stage
στάδιο	fase
χωριά	landsbyer
χωριά	landsbyerne
επίθεση	angrebet
επίθεση	angrib
επίθεση	angriber
επίθεση	angreb
επίθεση	overgreb
επίθεση	overfald
επίθεση	angreb
τραγούδια	sange
έδωσε	gav
πληθυσμός	befolkningen
πληθυσμός	indbyggertal
πληθυσμός	befolkning
πληθυσμός	indbyggere
λέξη	ord
λέξη	ordet
λέξη	word
κατάφερε	styret
κατάφερε	administreret
κατάφερε	forvaltede
κατάφερε	forvaltet
κατάφερε	lykkedes
κατάφερε	håndteret
προβλήματα	problemer
δύναμη	styrke
δύναμη	modstandsdygtighed
δύναμη	kraft
δύναμη	tving
δύναμη	force
δύναμη	effekt
δύναμη	kraft
δύναμη	strøm
δύναμη	power
δύναμη	magt
επανάσταση	revolutionen
επανάσταση	revolution
επανάσταση	omvæltning
τύπος	press
τύπος	presse
τύπος	tryk
τύπος	formel
τύπος	indtast
τύπος	skriv
τύπος	type
εκατομμύρια	millioner
εκατομμύρια	millioner
τέσσερις	fire
τέσσερις	four
πορεία	kursus
μέση	midten
μέση	midterste
μέση	mellemste
μέση	gennemsnitlige
μέση	gennemsnitlig
μέση	gennemsnit
μέση	talje
μέση	taljen
πρόβλημα	problem
πρόβλημα	problemet
πρόβλημα	problemer
πρόβλημα	ballade
πρόβλημα	problemer
πρόβλημα	besvær
άνω	øvre
άνω	øverste
άνω	overdel
νερό	vand
αγωνίστηκε	kæmpede
αγωνίστηκε	udkæmpet
αγωνίστηκε	kæmpet
αγωνίστηκε	sloges
τοπική	lokale
τοπική	lokalt
τοπική	lokal
τοπική	local
εντός	indenfor
περιφέρεια	region
περιφέρεια	distriktet
περιφέρεια	district
περιφέρεια	distrikt
παρουσία	forekomst
παρουσία	nærvær
παρουσία	tilstedeværelse
παρουσία	nærværelse
παρουσία	overværelse
μητέρα	mor
μητέρα	moder
έξι	seks
έξι	six
δομή	strukturen
δομή	struktur
δομή	opbygning
παρίσι	paris
έγραψε	skrev
κατασκευή	fremstilling
κατασκευή	konstruere
περιέχει	indholder
περιέχει	indeholder
περιπτώσεις	tilfælde
περιπτώσεις	sager
ημέρες	dage
μαρία	maria
μερικές	nogle
τιμή	pris
τιμή	price
τιμή	prisen
τιμή	værdien
τιμή	værdi
διαδικασία	process
διαδικασία	proces
διαδικασία	proceduren
διαδικασία	fremgangsmåde
διαδικασία	procedure
κοινό	publikum
κοινό	målgruppe
κοινό	målgruppen
διαγραφή	sletning
διαγραφή	slette
διαγραφή	slet
απογραφή	optælling
απογραφή	folketælling
απογραφή	opgørelse
απογραφή	inventar
απογραφή	beholdning
συλλογή	samling
συλλογή	opsamling
συλλογή	afhentning
συλλογή	indsamling
συλλογή	opkrævning
τρίτη	tirsdag
τρίτη	tredje
παρακάτω	nedenfor
παρακάτω	under
παρακάτω	nedenunder
ναός	templet
ναός	tempel
ναός	temple
βοήθεια	assistance
βοήθεια	bistand
βοήθεια	hjælp
βοήθεια	hjælpe
απόσταση	distance
απόσταση	afstand
απόσταση	rækkevidde
απόσταση	afstand
απόσταση	sortiment
απόσταση	interval
νέων	ungdommen
