yang	یانگ
pasukan	تیمی
islam	مسلمانها
islam	اسلامی
islam	اسلام
mana	مانا
mana	کجا
mana	کجای
masa	زمان
masa	تایم
masa	time
lagu	نغمه
lagu	ترانه
lagu	اهنگ
lagu	آهنگ
lagu	آواز
style	سبک
tengah	وسطی
tengah	میدل
tengah	میانی
tengah	میانه
tengah	وسط
jerman	آلمان
jerman	آلمانی
jerman	آلمان
jerman	آلمانیا
jerman	آلمانیها
jerman	آلمانها
jalan	جاده
utama	main
utama	اصلی
utama	ماین
utama	ابتدایی
utama	اصلی
utama	اولیه
banyak	بسیار
salah	نادرست
salah	اشتباه
salah	نادرست
apabila	وقتی
apabila	چون
bahagian	تقسیم
bahagian	واحد
bahagian	بخش
bahagian	قطعات
bahagian	عورت
bahagian	بخشهای
bahagian	بخشها
bahagian	جزء
bahagian	قسمت
bahagian	پارت
lagi	دوباره
lagi	دیگر
lagi	بیشتر
jenis	تیپ
jenis	نوع
jenis	تایپ
jenis	انواع
sungai	رودهای
sungai	ریورز
sungai	رودها
sungai	سونگای
sungai	ریور
sungai	رود
sungai	رودخانه
kota	شهری
kota	شهر
kota	سیتی
kota	کوتا
jepun	ژاپن
jepun	ژاپنی
anak	anak
anak	کودک
anak	کودکان
anak	فرزند
anak	بچه
ada	آنجا
ada	ادا
ada	ایدا
ada	آدا
tanah	خشکی
tanah	land
tanah	سرزمین
tanah	خاک
tanah	اراضی
tanah	سرزمینهای
tanah	سرزمین
tanah	زمینی
national	نشنال
national	ملی
bersama	متقابل
bersama	دوطرفه
bersama	باهم
dikenali	دانسته
dikenali	معلوم
hanya	فقط
sebelum	پیش
air	آب
air	آبها
air	آبهای
air	ایر
air	هوا
air	هوایی
sepanyol	اسپانیای
sepanyol	اسپانیا
sepanyol	اسپانیا
sepanyol	اسپانیایی
raja	راجا
raja	پادشاه
raja	کینگ
raja	شاه
perang	جنگ
perang	جنگی
perang	جنگها
wanita	خانما
wanita	بانوان
wanita	خانمها
wanita	زن
wanita	زنی
wanita	زنانی
wanita	زنها
wanita	زنان
kuala	تلاقی
kuala	کوالا
sistem	سامانه
sistem	سیستم
sistem	سیستمها
pulau	آیلند
pulau	جزیره
team	تیم
team	تیمی
provinsi	ولایت
provinsi	استان
kanak	کودک
kanak	کودکان
kanak	فرزند
kanak	بچه
termasuk	شامل
termasuk	دربرگیرنده
termasuk	شامل
pendidikan	آموزنده
pendidikan	آموزشی
pendidikan	آموزش
pendidikan	تحصیلات
musim	فصل
musim	فصلها
musim	فصول
penduduk	ساکنین
penduduk	یاران
penduduk	جمعیت
penduduk	جمعیتی
kini	اکنون
kini	الان
kini	حالا
semasa	جاری
semasa	جریان
carian	جستجوهای
carian	جستجو
kemudian	پس
serbia	صربستان
serbia	صربها
serbia	صرب
serbia	صربی
tiga	سه
keseluruhan	خلاصۀ
keseluruhan	خلاصه
keseluruhan	کل
tinggi	والا
tinggi	رفیع
tinggi	بلند
tinggi	بالاتری
tinggi	بالاتر
tinggi	ارتفاعی
tinggi	بلندی
tinggi	قد
tinggi	ارتفاع
tinggi	height
guru	معلم
guru	معلمی
guru	teacher
guru	آموزگار
guru	اساتید
guru	معلم
guru	مدرس
czech	چک
czech	چکی
wikipedia	ویکیپدیا
wikipedia	ویکیپدیای
melalui	via
melalui	طریق
setiap	هر
setiap	هرکدوم
setiap	هریک
menteri	وزیر
menteri	وزیری
menteri	وزرا
menteri	وزیران
menteri	وزرای
semua	همه
bulan	قمر
bulan	ماه
bulan	moon
bulan	ماهها
bulan	ماه
bulan	ماهه
bulan	ماههای
bulan	ماه
kapal	مجرا
kapal	سفینه
kapal	کشتی
kapal	کشتیها
kapal	کشتیها
kapal	کشتی
kecil	کوچک
kecil	small
kecil	کوچکی
kecil	اسمال
kecil	تاینی
kecil	ریز
taman	park
taman	پارک
taman	باغچه
taman	باغ
taman	گاردن
taman	بهشت
album	آلبوم
album	آلبومهای
azerbaijan	اذربایجان
azerbaijan	آذربایجان
azerbaijan	آذربایجانی
new	تازه
new	نو
new	جدید
new	نیو
club	باشگاه
club	چماق
club	کلاب
club	کلوب
club	کلوپ
mukim	قصبه
mukim	پاریش
mukim	پریش
eropah	اروپای
eropah	اروپا
eropah	جاده
eropah	اروپایی
inggeris	انگلستان
inggeris	انگلیس
inggeris	انگلیسی
inggeris	english
gambar	عکسه
gambar	عکس
gambar	پیکچرز
gambar	تصاویر
gambar	عکسها
gambar	عکس
gambar	عکسها
gambar	عکس
batu	سنگها
batu	سنگ
batu	استون
batu	سنگی
batu	سنگسار
batu	باتو
batu	سنگی
batu	صخره
batu	راک
buku	کتابها
buku	کتاب
buku	کتابهای
rumah	خانه
rumah	وطن
rumah	خونه
rumah	آغازه
rumah	خانه
bola	بال
bola	توپ
kedudukan	موضع
kedudukan	موقعیت
kedudukan	پایگاههای
huruf	حروف
huruf	حرف
huruf	نامه
huruf	نامهای
itali	ایتالیا
itali	ایتالیایی
itali	ایتالیا
laporan	گزارش
laporan	گزارشها
flag	پرچم
flag	پرچمها
flag	پرچمهای
china	چین
china	چینی
pusat	مراکز
pusat	مراکز
pusat	مرکزی
pusat	سنترال
pusat	مرکز
pusat	سنتر
pusat	مرکزش
pusat	مرکز
pusat	سنتر
pusat	مرکز
sultan	سلطان
country	کانتری
country	کشوری
country	کشور
country	مملکت
country	ییلاق
paling	اکثر
paling	بیشتر
paling	بیشترین
rasmi	رسمی
murid	حواریون
murid	شاگردان
murid	دانشجویان
murid	مرید
kali	کالی
bersatu	یکپارچه
bersatu	یونایتد
bersatu	متحد
bersatu	متحد
masih	همچنان
masih	هنوزم
masih	هنوز
naib	وایس
naib	معاون
anjing	سگ
anjing	سگی
anjing	سگهای
anjing	سگها
anjing	سگا
mula	شروع
mula	آغاز
semula	دوباره
awal	پگاه
awal	اوایل
pelakon	بازیگران
pelakon	بازیگر
pelakon	actress
pelakon	هنرپیشه
pelakon	بازیگر
pelakon	actor
peta	نگاشت
peta	نقشه
bentuk	شکل
bin	bin
bin	لاوک
waktu	زمان
waktu	تایم
waktu	time
kereta	خودرو
kereta	خودروی
kereta	ماشین
kereta	ماشینها
kereta	قطار
kuasa	قدرتهای
kuasa	قدرت
kuasa	پاور
kuasa	توان
kuasa	power
kuasa	قدرتش
clubnat	clubnat
sejarah	تاریخی
sejarah	تاریخچه
sejarah	تاریخ
walaupun	هرچند
walaupun	اگرچه
walaupun	گرچه
walaupun	هرچند
walaupun	اگرچه
walaupun	گرچه
report	گزارش
masjid	مسجد
masjid	مساجد
masjid	مسجد
masjid	مسجدی
sendiri	تنهایی
sendiri	تنها
piala	فنجان
piala	جامی
piala	کاپ
piala	جام
pecahan	بهمنی
pecahan	کسر
pecahan	کسر
kira	کیرا
kira	محاسبه
pilihan	انتخاب
pilihan	اختیاری
pilihan	انتخابهای
agama	مذهب
agama	دین
agama	مذهبی
agama	دینی
agama	ادیان
agama	مذاهب
pos	پست
pos	پستی
pos	post
pos	پستی
jakarta	جاکارتا
universiti	دانشگاههای
universiti	دانشگاهها
universiti	دانشگاه
universiti	qom
antarabangsa	اینترنشنال
antarabangsa	بینالمللی
antarabangsa	جهانی
kuno	کهن
kuno	باستانی
kuno	باستان
namun	هرچند
tiada	هیچکدام
parti	مهمانی
parti	پارتی
parti	مهمونی
parti	حزب
parti	جشن
parti	احزاب
bermula	شروع
bermula	آغاز
para	پارا
para	para
saya	سایا
pelbagai	چندگانه
pelbagai	چندین
pelbagai	چند
pelbagai	گوناگون
pelbagai	متفرقه
kadar	نرخ
bukan	بوکان
perak	پراک
perak	نقره
perak	سیمین
perak	سیلور
meter	متر
meter	متری
meter	متر
meter	کنتور
meter	متر
meter	متر
abdul	عبدل
asia	آسیایی
asia	آسیا
burung	پرنده
burung	پرندگان
september	september
september	سپتامبر
bukit	بوکیت
bukit	تپه
bukit	هیل
diri	خودم
diri	نفس
diri	بخود
diri	خودت
kepelbagaian	همیاری
kepelbagaian	گوناگونی
kepelbagaian	تنوع
kepelbagaian	جوره
kepelbagaian	تنوع
kepelbagaian	assorted
kepelbagaian	variant
jantina	جنسیتی
jantina	جنسیت
jantina	سکس
jantina	جنسیت
jantina	جنسی
januari	ژانویه
pokok	درخت
pokok	درختی
pokok	درخت
pokok	درختان
pokok	درختها
jun	jun
jun	ژون
jun	ژوئن
jun	june
bar	bar
bar	میله
bar	بار
perdana	پرایم
perdana	نخست
pentadbiran	مدیر
pentadbiran	سرپرست
pentadbiran	مهدیه
pentadbiran	admins
ibu	مادر
ibu	مامان
ibu	mom
ibu	مام
ibu	مادر
ibu	مادری
cina	چین
cina	چینی
ogos	dec
ogos	دکلان
ogos	آگوست
ogos	آگست
ogos	اوت
datuk	بابابزرگ
datuk	پدربزرگ
datuk	پدربزرگ
nombor	عدد
nombor	شمارۀ
nombor	شماره
nombor	اعداد
nombor	عدد
nombor	اعدادی
siri	سری
siri	سیری
mungkin	شایدم
mungkin	شاید
rakyat	افراد
rakyat	مردمان
rakyat	آدمها
rakyat	مردم
jpg	jpg
bahan	مواد
bahan	مصالح
bahan	مواد
bahan	مصالح
lama	لاما
imagesize	imagesize
populasi	جمعیت
populasi	جمعیتی
april	اپریل
april	آوریل
kode	کد
ideologi	ایدئولوژی
muzik	موسیقی
muzik	موزیک
mac	مکینتاش
mac	mac
mac	مک
mac	مارس
mac	پیشروی
mac	راهپیمایی
biasa	معمول
biasa	همیشگی
biasa	منظم
bangunan	ساختن
bangunan	ساختمانی
bangunan	ساختمان
bangunan	ساختمانهای
bangunan	ساختمانها
pesawat	هواپیمای
pesawat	هواگرد
pesawat	هواپیمای
manusia	انسانها
manusia	بشر
manusia	انسان
manusia	انسانی
manusia	بشر
irst	irst
mei	می
mei	مه
mei	تا
mei	می
garuda	گارودا
irdt	irdt
november	نوامبر
zaman	زمان
zaman	zaman
sekitar	اطراف
sekitar	حوالی
british	بریتانیایی
british	بریتانیا
berjaya	موفق
berjaya	رستگار
berjaya	کامیابی
berjaya	موفق
berjaya	موفقیتهای
berjaya	success
berjaya	موفقیت
hidup	زندگى
hidup	زندگی
anugerah	هدیه
anugerah	کادو
anugerah	جایزه
anugerah	جوایز
lumpur	گِل
lumpur	ماد
johor	جوهور
juta	میلیون
juta	میلیونی
juta	ملیون
utc	utc
location	محل
location	مکان
mampu	توانایی
mampu	لایق
mampu	قادر
mampu	توانا
arab	عرب
arab	عربها
arab	عربستان
arab	عربی
arab	تازی
arab	اعراب
arab	عرب
biasanya	معمولا
pembangunan	توسعه
membaca	مضمون
membaca	خواندن
membaca	قرائت
disember	دسامبر
lahir	متولد
lahir	زاده
lahir	تولد
lahir	birth
lahir	ولادت
perlawanan	کبریت
perlawanan	مقاومت
perlawanan	مقاومتی
perlawanan	مخالفان
peringkat	درجات
peringkat	صف
selangor	سلانگور
politik	سیاست
politik	سیاسی
united	یونایتد
united	متحد
julai	ژوئیه
julai	جولای
julai	نوامبر
tanpa	بى
tanpa	بدون
label	برچسبها
label	برچسبهای
label	برچسب
udara	ایر
udara	هوا
udara	هوایی
gunung	کوهستانی
gunung	کوهی
gunung	کوه
gunung	کوهستان
gunung	کوه
gunung	طور
majlis	شورای
majlis	شورا
majlis	انجمن
majlis	مناسبت
oktober	اکتبر
oktober	october
sukan	sport
sukan	اسپورت
sukan	ورزش
sukan	ورزشی
sukan	ورزشکار
sukan	اسپرت
sukan	اسپورت
sukan	ورزشی
sukan	ورزش
kebanyakan	اکثر
kebanyakan	بیشتر
kebanyakan	بیشترین
seri	سری
asal	خاستگاه
asal	مبدأ
asal	منشأ
asal	مبدا
sahaja	تنها
tentang	درباره
tentang	دربارۀ
norway	نروژی
norway	نروژ
norway	نروژ
sebahagian	جزئی
hak	حقوق
mata	چشمها
mata	چشمانی
mata	چشم
mata	چشمان
mata	چشم
mata	چشمی
mata	ماتا
masyarakat	اجتماع
masyarakat	جامعه
masyarakat	انجمن
masyarakat	جوامع
terbaik	بهترین
terbaik	بهتر
terbaik	best
isbn	isbn
terdiri	متشکل
terdiri	سروده
singapura	سنگاپور
abad	اباد
abad	آباد
abad	قرن
abad	قرنه
abad	سده
ketinggian	ارتفاع
ketinggian	هایتس
ketinggian	بلندی
ketinggian	ارتفاعی
ketinggian	بلندی
ketinggian	قد
ketinggian	ارتفاع
ketinggian	height
liga	فرسنگ
liga	لیگا
liga	لیگ
korea	کره
korea	کرهای
korea	کره
keluarga	خانواده
keluarga	فامیل
keluarga	خانوادگی
keluarga	خانواده
watak	شخصیت
watak	نویسه
watak	نویسه
sumber	مبدأ
sumber	متن
sumber	منبع
sumber	منبع
sumber	منابع
sumber	منابع
menyebabkan	علل
menyebabkan	موجب
membawa	حمل
membawa	حامل
membawa	آوردن
membawa	اوردن
pejabat	افسران
pejabat	مقامات
pejabat	دفاتر
pejabat	ادارات
pejabat	اداره
pejabat	دفتر
saint	قدیس
saint	سن
menerima	دریافت
menerima	دریافت
menerima	میپذیرد
menerima	پذیرد
dasar	سیاستهای
dasar	سیاست
anda	تو
anda	شما
anda	اندا
azt	زیدوودین
aras	aras
aras	ارس
aras	سطح
aras	سطوح
aras	تراز
aras	لول
aras	سطح
februari	فوریه
kata	میگه
kata	میگوید
kata	کاتا
ramai	شلوغ
terkenal	دارای
kementerian	وزارت
kurang	کمتر
kurang	less
ahmad	احمد
ahmad	ahmad
aircraft	هواپیمای
aircraft	هواگرد
dewan	دوان
dewan	شورای
dewan	شورا
dewan	انجمن
juara	قهرمان
juara	پهلوان
juara	champion
juara	قهرمانان
bagaimanapun	هرچند
sering	اغلب
australia	استرالیایی
australia	استرالیا
web	تار
web	وب
web	وبی
aceh	آچه
kerja	کار
kerja	کاری
panas	گرم
panas	داغ
panas	گرما
panas	حرارت
panas	گرمای
reference	ارجاع
reference	مرجع
group	گروهبندی
group	گروپ
group	گروه
alam	سرشت
alam	طبیعت
http	http
kelas	کلاس
kelas	کلاسهای
kelas	کلاسها
kelas	رده
kelas	ردۀ
kelas	کلاس
kelas	طبقاتی
kelas	class
kelas	کلاسی
rendah	کم
rendah	low
kod	کد
bumi	زمین
bumi	زمینیان
ketiga	سومین
ketiga	سومی
ketiga	سوم
daya	دایا
panjang	طولانی
panjang	لانگ
panjang	دراز
bidang	فیلدز
bidang	مزارع
bidang	فیلد
bidang	حوزه
lima	لیما
lima	پنج
lima	فایو
kelab	باشگاه
kelab	چماق
kelab	کلاب
kelab	کلوب
kelab	کلوپ
kelab	خاج
video	ویدیویی
video	ویدئویی
video	ویدیوی
video	ویدئو
video	ویدیو
video	ویدئوی
video	ویدئوهای
video	ویدیو
video	ویدیوها
video	ویدیوهای
api	آتشسوزی
api	آتش
api	آتیش
api	api
api	شراره
api	شعله
api	شعله
sri	سری
umum	عمومی
umum	ژنرال
umum	جنرال
mohd	mohd
owl	بوف
owl	جغد
owl	جغدها
keadaan	حالت
keadaan	استیت
keadaan	دولت
keadaan	وضعیت
keadaan	ایالت
sarawak	ساراواک
memberi	دادن
cara	راهها
cara	راههایی
cara	راههای
cara	روشهای
cara	کارا
perkhidmatan	خدمات
perkhidmatan	خدمت
perkhidmatan	سرویس
perkhidmatan	خدمات
unit	واحدها
unit	یگان
unit	یکای
unit	واحد
unit	یکا
sangat	خیلی
sangat	بسیار
sangat	شدیدا
persekutuan	ائتلاف
persekutuan	وصلت
persekutuan	اتحاد
persekutuan	فدراسیون
persekutuan	فدرال
persekutuan	بورسیه
persekutuan	یاران
persekutuan	الفت
makanan	غذایی
makanan	خوراک
makanan	غذا
makanan	غذاها
makanan	غذاهای
ekonomi	اقتصاد
ekonomi	اقتصادی
ekonomi	اقتصاد
versi	نسخۀ
versi	نسخه
sementara	موقت
sementara	موقتی
haiwan	جانوران
haiwan	حیوانات
haiwan	حیوانی
haiwan	حیوانات
haiwan	جانوران
haiwan	حیوان
sabah	صباح
penting	مهمند
penting	مهم
penting	ضروری
merah	رد
merah	قرمز
merah	سرخ
seni	arts
seni	هنر
seni	هنرهای
seni	art
seni	هنر
seni	آرت
perlu	نیاز
perlu	نیازمند
latd	latd
longd	longd
sdn	sdn
stesen	پاسگاه
stesen	ایستگاه
latns	latns
longew	longew
polis	پولیس
polis	پلیس
muda	جوان
muda	یانگ
muda	جوون
muda	یونگ
fail	پرونده
serangan	حملات
serangan	حمله
serangan	تهاجم
serangan	حمله
serangan	تجاوز
serangan	یورش
putih	سپید
putih	وایت
putih	سفید
berbeza	متفاوت
haji	حج
haji	حاج
haji	حاجی
sains	علمی
sains	علم
sains	علوم
sains	علوم
gol	گل
gol	gol
gol	گل
gol	هدف
gol	goal
melaka	مالاکا
hasil	نتایج
hasil	نتیجه
hasil	نتایجی
hasil	بازده
penyanyi	خوانندگان
penyanyi	singer
penyanyi	خواننده
permainan	بازی
permainan	گیم
permainan	بازیهای
permainan	بازیها
permainan	بازی
pekan	پکان
awam	عمومی
awam	علنی
awam	همگانی
awam	public
muhammad	محمد
badan	بدن
badan	بدنی
badan	بدنه
badan	جسم
badan	body
tempatan	محلی
tempatan	محلی
kejohanan	قهرمانی
kejohanan	مسابقات
kejohanan	تورنومنت
kejohanan	تورنمنت
berasal	نقل
berasal	مشتق
com	com
komuniti	جوامع
komuniti	اجتماعات
komuniti	اجتماع
komuniti	ملتی
komuniti	جامعه
komuniti	انجمن
komuniti	امت
belanda	هلند
belanda	هالند
belanda	هلند
belanda	هلندی
belanda	داچ
belanda	هلند
kaki	پای
kaki	پاش
kaki	ساق
kaki	پا
kaki	پاهای
kaki	پایی
kaki	پای
kaki	فوت
kaki	پیاده
kaki	پا
kaki	پاهایش
kaki	نوازش
kaki	پاها
kaki	پا
nepal	نپال
nepal	نپالی
cinta	دوست
cinta	عشق
cinta	عشقی
cinta	عاشق
bermain	پخش
belakang	پشت
belakang	عقب
belakang	پشت
belakang	باز
belakang	برگشت
belakang	عقب
pengguna	کاربران
pengguna	کاربر
tempoh	دوام
tempoh	دوره
tempoh	دورهای
tempoh	پریود
tempoh	دورۀ
tempoh	دوران
popular	عامه
popular	محبوبه
popular	محبوب
maklumat	اطلاعات
maklumat	اطلاعات
maklumat	معلومات
hitam	مشکی
hitam	سیاه
hitam	سیاهی
hitam	بلک
shah	shah
shah	شاه
kemudiannya	پس
kemudiannya	دیرتر
kemudiannya	بعدها
kemudiannya	بعدا
kemudiannya	بعداً
memberikan	دادن
pegawai	ماموران
pegawai	افسران
pegawai	افسر
pegawai	سرکار
akhirnya	سرانجام
akhirnya	بالاخره
akhirnya	بلاخره
warna	رنگها
warna	رنگ
warna	رنگها
warna	رنگهای
warna	رنگها
warna	رنگ
city	شهری
city	شهر
city	سیتی
penggunaan	استعمال
penggunaan	کاربرد
hampir	تقریباً
hampir	تقریبا
hampir	نزدیک
hampir	نمانده
terbesar	بزرگترین
terbesar	بزرگترین
latm	latm
longm	longm
program	برنامۀ
program	پروگرام
program	برنامه
program	برنامه
perkataan	سخن
perkataan	کلمه
perkataan	واژه
perkataan	کلام
perkataan	کلمات
perkataan	واژه
jawatankuasa	کمیته
jawatankuasa	کمیسیون
seed	بذر
seed	دانه
seed	نسل
terengganu	ترنگانو
parlimen	پارلمانی
parlimen	مجلس
parlimen	پارلمان
london	لندن
london	london
dianggap	فرض
menyertai	پیوستن
sesetengah	بعضیها
sesetengah	برخی
hutan	جنگلهای
hutan	جنگلها
hutan	وودز
hutan	فارست
hutan	جنگل
hutan	جنگلی
contoh	نمونه
contoh	مثلی
contoh	مثال
contoh	نمونه
contoh	مثالهای
bintang	استار
bintang	ستاره
bintang	ستارگان
spesies	گونه
spesies	گونههای
sekarang	اکنون
sekarang	الان
sekarang	حالا
sudah	قبلا
pengarah	director
pengarah	کارگردان
kita	کیتا
world	جهان
world	دنیا
world	جهانی
fifa	فیفا
pantai	بیچ
pantai	ساحل
pantai	سواحل
pertempuran	مقابله
pertempuran	نبرد
pertempuran	نبردهای
pertempuran	رزم
pertempuran	کارزار
pertempuran	بتل
pertempuran	نبرد
afrika	آفریقایی
sembilan	سمبیلان
karya	شاهکار
jam	ساعتها
jam	ساعتهای
jam	ساعات
jam	ساعت
jam	ساعتی
jam	ساعت
jam	کلاک
jam	ساعت
drama	درام
istilah	عبارات
istilah	اصطلاحات
kedah	کداح
top	بالا
top	top
top	تاپ
top	اوج
top	فاعل
portal	پورتال
masalah	مشکل
masalah	مسئله
masalah	مشکلی
masalah	مسائلی
masalah	مسائل
masalah	مشکلات
masalah	مشکل
masalah	دردسر
masalah	زحمت
john	جان
john	یوحنا
mati	بمیرم
mati	بمیرد
mati	بمیر
mati	مرده
mati	مردن
mati	مُرده
mati	مردگان
mengandungi	حاوی
eest	eest
eet	eet
berkenaan	کاربردی
ali	علی
ali	ali
pelajaran	درسهای
pelajaran	دروس
pelajaran	درس
pelajaran	درس
pelajaran	درسی
ikan	فیش
ikan	ماهیان
ikan	ماهی
pinang	پینانگ
membantu	مفید
membantu	کمک
berbanding	مقایسه
rusia	روس
rusia	روسیه
rusia	روسی
rusia	روسیه
rusia	روسها
keputusan	تصمیم
keputusan	فیصله
keputusan	تصمیم
keputusan	تصمیمات
keputusan	نتایج
keputusan	نتیجه
keputusan	نتایجی
bandaraya	شهری
bandaraya	شهر
bandaraya	سیتی
bandaraya	شهرها
single	اختصاص
single	تکآهنگ
single	تکنفره
single	مجرد
single	تکی
single	single
single	تک
imej	تصاویر
imej	تصویر
imej	نگاره
purata	متوسط
purata	میانگین
malam	شبها
malam	شبی
malam	شب
malam	شبانه
rom	رومان
rom	رومی
rom	رومن
rom	روم
rom	رُم
rom	رم
rom	روم
rom	رام
rom	rom
jaya	جایا
menyatakan	معین
darul	darul
tambahan	اضافی
tambahan	اضافی
tambahan	اضافه
tan	تن
tan	برنزه
tan	تان
tan	تن
empayar	فرمانروایان
empayar	امپراطوری
empayar	امپایر
empayar	امپراتوری
bebas	مستقل
hal	هال
hal	هل
hal	hal
dato	داتو
laluan	راه
laluan	مسیر
industri	صنایع
industri	صنعت
industri	صنایع
industri	صنعتی
proses	فرایند
proses	پروسه
proses	فرآیند
proses	روند
proses	مراحل
proses	فرایندهای
muncul	ظاهر
pusingan	ویزیت
