din	fra
suprafata	overfladen
suprafata	overflade
suprafata	overfladen
suprafata	overflade
suprafata	overfladen
suprafata	overflade
suprafata	overfladen
europa	eu
europa	europe
europa	europa
europa	europa
europa	eu
europa	europe
europa	europa
universitatea	university
universitatea	universitet
universitatea	universitetet
team	holdet
team	hold
team	teamet
team	team
copii	børn
copii	kids
copii	unger
copii	børn
copii	børns
aproximativ	omtrentlige
aproximativ	omtrentlig
aproximativ	groft
lucru	ting
lucru	arbejder
lucru	arbejd
lucru	arbejde
lucru	arbejdet
romani	rumænske
romani	rumænsk
romani	rumænere
romani	romerne
romani	romere
romani	romani
folosit	brugte
folosit	anvendt
folosit	brugt
folosit	udnyttet
clubnat	clubnat
ibn	ibn
mihai	mihai
mihai	michael
acum	nu
recensamantul	optælling
recensamantul	folketælling
centrul	centrum
centrul	midtpunkt
centrul	center
centrul	midten
centrul	centreret
centrul	centret
centrul	centrum
centrul	centre
centrul	center
centrul	centreret
reprezinta	repræsenterer
reprezinta	repræsenterer
reprezinta	repræsentere
reprezinta	repræsenterer
reprezinta	repræsenterer
reprezinta	repræsentere
san	san
san	babs
san	bryst
teritoriul	område
teritoriul	territorium
van	varevogn
van	van
van	varevognen
van	varevogn
van	van
van	varevognen
ungaria	ungarn
numar	tal
numar	antal
numar	nummer
numar	tal
numar	antal
numar	nummer
cauza	årsag
cauza	årsagen
cauza	årsag
cauza	årsagen
bulgaria	bulgarien
engleza	englændere
engleza	engelske
engleza	engelsk
engleza	english
engleza	englændere
engleza	engelske
engleza	engelsk
engleza	english
serie	serier
serie	serie
serie	serien
sua	usa
vechi	gammelt
vechi	old
vechi	gamle
vechi	gammel
muntii	bjergene
muntii	bjerge
muntii	bjergene
muntii	bjerge
muntii	bjergene
muntii	bjerge
limbi	sprog
fel	venlig
apelor	waters
apelor	farvande
apelor	vandområder
apelor	farvand
fotbal	fodbold
fotbal	fodbold
fotbal	football
regele	konge
regele	kongens
regele	kong
regele	kongen
regele	king
fiul	søn
anterior	tidligere
anterior	tidligere
anterior	foregående
anterior	forrige
anterior	forudgående
noua	ny
noua	nyt
noua	nye
noua	ni
noua	nine
noua	ny
noua	nyt
noua	nye
evolutia	evolution
evolutia	udviklingen
evolutia	udvikling
evolutia	evolution
evolutia	udviklingen
evolutia	udvikling
evolutia	evolution
evolutia	udviklingen
evolutia	udvikling
viteza	fart
viteza	hastighed
viteza	speed
viteza	hastigheden
viteza	fart
viteza	hastighed
viteza	speed
viteza	hastigheden
paul	poul
paul	paulus
paul	paul
palomar	palomar
orase	byerne
orase	storbyer
orase	byer
orase	byerne
orase	storbyer
orase	byer
orase	byer
orase	byerne
orase	storbyer
orase	byer
institutul	instituttet
institutul	institute
institutul	institut
satele	landsbyer
satele	landsbyerne
lansat	frigjort
lansat	udgivet
lansat	løsladt
lansat	frigivet
lansat	igangsat
lansat	lanceret
lansat	iværksat
istorice	historiske
istorice	historisk
trecut	fortid
trecut	forbi
trecut	fortiden
multi	mange
multi	mange
multi	multi
multi	fler
informatii	oplysning
informatii	information
informatii	oplysninger
informatii	underretning
informatii	info
informatii	oplysninger
informatii	oplysning
informatii	information
informatii	oplysninger
informatii	underretning
informatii	info
informatii	oplysninger
informatii	oplysning
informatii	information
informatii	oplysninger
informatii	underretning
titlu	overskriften
titlu	overskrift
titlu	betegnelse
titlu	overskrift
titlu	titel
titlu	afsnit
goluri	målsætninger
goluri	mål
goluri	goals
titlul	betegnelse
titlul	overskrift
titlul	titel
titlul	afsnit
album	album
album	plade
album	albummet
york	york
von	von
pagina	siden
pagina	side
pagina	page
pagina	siden
pagina	side
pagina	page
imperiul	empire
imperiul	imperiet
imperiul	imperium
moartea	death
moartea	død
moartea	døden
moartea	dødsfald
armata	hær
armata	hæren
armata	hærens
armata	army
armata	militæret
armata	militære
armata	militær
armata	militært
armata	hær
armata	hæren
armata	hærens
armata	army
forma	formen
forma	forme
forma	form
forma	formular
forma	blanket
forma	form
forma	formen
forma	formen
forma	forme
forma	form
forma	formular
forma	blanket
forma	form
forma	formen
color	farver
color	farve
color	farver
color	farve
german	tysk
german	tysker
german	tyske
stefan	stephen
stefan	stefan
stefan	stefan
stefan	stefan
stefan	stephen
stefan	stefan
rolul	rolle
mica	small
mica	små
mica	småt
mica	lille
mica	glimmer
mica	glimmer
des	des
des	tit
des	ofte
transilvania	transsylvanien
epoca	vintage
epoca	årgang
epoca	epoke
incepand	begynder
incepand	start
incepand	startende
incepand	starter
incepand	begynder
incepand	start
incepand	startende
incepand	starter
principal	vigtigste
principal	main
principal	vigtigste
principal	hovedstol
principal	hovedstolen
principal	rektor
carol	carol
mici	small
mici	små
mici	småt
mici	lille
astazi	idag
astazi	idag
robert	robert
eliberare	release
eliberare	udslip
eliberare	frigivelse
eliberare	slip
eliberare	udsætning
eliberare	befrielse
eliberare	frigørelse
european	europæisk
european	europæiske
mic	small
mic	små
mic	småt
mic	lille
mic	små
mic	lille
mic	mic
minore	mindreårige
minore	mindreårig
minore	mindre
castigat	vandt
castigat	vundet
gen	køn
gen	genre
gen	slægter
gen	slægt
gen	gen
caracterizata	kendetegnet
caracterizata	karakteriseret
caracterizata	karakteriseres
caracterizata	karakteriseret
importante	vigtig
importante	vigtigt
importante	vigtige
aur	guld
aur	gold
luat	indtaget
luat	udtaget
luat	taget
murit	døde
germana	tysk
germana	tysker
germana	tyske
germana	tysk
germana	tysker
germana	tyske
kitt	kitt
orbita	kredsløb
orbita	kredsløb
rotatie	rotation
rotatie	drejning
pol	pol
pol	polak
pol	pæl
pol	stang
lume	world
lume	verden
local	lokalt
local	lokale
local	lokalt
local	lokal
local	local
fapt	fakta
fapt	faktum
fapt	fact
anglia	englands
anglia	england
politica	politik
politica	politik
politica	politik
politica	politik
devine	devine
revista	bladet
revista	tidsskrift
revista	blad
revista	magasin
revista	bladet
revista	tidsskrift
revista	blad
revista	magasin
asta	dette
asta	denne
vasile	vasile
vasile	basse
vasile	basilikum
profesor	professor
profesor	læreren
profesor	lærer
planetelor	planeterne
planetelor	planeter
cinci	fem
acolo	der
lumea	world
lumea	verden
muzica	music
muzica	musik
muzica	musikken
muzica	music
muzica	musik
muzica	musikken
situat	beliggende
situat	lokaliseret
situat	placeret
situat	beliggende
david	david
vol	vol
etnica	etnisk
etnica	etniske
buna	god
buna	gode
buna	godt
centru	centrum
centru	midtpunkt
centru	center
centru	midten
centru	centreret
centru	centret
centru	centrum
centru	centre
centru	center
centru	centreret
istorie	historik
istorie	historie
austria	østrig
districtul	distriktet
districtul	district
districtul	distrikt
altitudine	højde
regatul	kongeriget
regatul	kongerige
contine	indholder
contine	indeholder
contine	indholder
contine	indeholder
contine	indholder
contine	indeholder
activitatea	aktiviteten
activitatea	aktivitet
sultan	sultanen
sultan	sultan
initial	oprindeligt
initial	oprindelig
initial	oprindeligt
initial	oprindelig
initial	oprindeligt
initial	oprindelige
initial	indledende
initial	oprindelig
initial	oprindeligt
initial	oprindelig
initial	oprindeligt
initial	oprindelig
initial	oprindeligt
initial	oprindelig
initial	oprindeligt
initial	oprindelig
arta	art
arta	kunsten
arta	kunst
arta	art
arta	kunsten
arta	kunst
numeroase	talrige
body	body
body	lig
body	kroppen
body	krop
imagini	billeder
imagini	billeder
rusia	rusland
rusia	ruslands
spune	sig
domeniul	domæne
scoala	skolen
scoala	school
scoala	skole
scoala	skolen
scoala	school
scoala	skole
scoala	skolen
scoala	school
scoala	skole
scoala	skolen
scoala	school
scoala	skole
scoala	skolen
scoala	school
scoala	skole
polonia	polen
polonia	polens
succes	succes
provincie	provins
provincie	provinsen
studii	undersøgelse
studii	studie
studii	studier
studii	undersøgelser
studii	studier
primar	borgmester
primar	borgmesteren
primar	primære
primar	primært
primar	primær
francez	franskmand
francez	franskmanden
francez	fransk
francez	franskmænd
francez	franskmand
francez	french
francez	franske
privind	kigger
privind	ser
scriitor	forfatter
scriitor	skribent
jean	jean
sistemul	systemet
sistemul	ordning
sistemul	system
incepe	start
incepe	starter
incepe	begynd
ziua	dag
ziua	dagen
ziua	kampdag
sur	sur
single	single
single	enkelt
single	enlige
single	enlig
urmat	fulgte
urmat	efterfulgt
urmat	fulgt
urmat	følges
razboiul	krigen
razboiul	krig
razboiul	war
razboiul	krige
world	world
world	verden
xix	xix
international	international
international	internationalt
international	internationale
international	international
international	internationalt
international	internationale
international	international
international	internationalt
international	internationale
franceza	fransk
franceza	franskmænd
franceza	franskmand
franceza	french
franceza	franske
franceza	fransk
franceza	franskmænd
franceza	franskmand
franceza	french
franceza	franske
pare	synes
william	william
william	vilhelm
ministru	ministeren
ministru	minister
important	vigtig
important	vigtigt
important	vigtige
familie	familien
familie	familie
familie	family
politic	politisk
politic	politisk
chisinau	chisinau
chisinau	chisinau
chisinau	chisinau
tari	landene
tari	lande
tari	landene
tari	lande
functia	funktion
functia	funktionen
functia	funktion
functia	funktionen
jpl	jpl
lucrari	arbejder
lucrari	virker
lucrari	arbejder
lucrari	virker
publicat	offentliggjort
publicat	udkommet
publicat	offentliggjorte
publicat	udgivet
publicat	offentliggøres
mircea	mircea
curs	kursus
probabil	formentlig
probabil	sikkert
probabil	formodentlig
probabil	sandsynligvis
considerat	overvejede
considerat	overvejes
considerat	overvejet
considerat	betragtede
sistem	systemet
sistem	ordning
sistem	system
politice	politisk
sudul	sydlige
sudul	sydpå
sudul	sydlige
sudul	syd
vreme	vejret
vreme	vejr
autor	forfatteren
autor	forfatter
autor	forslagsstiller
autor	ophavsmand
mediu	miljø
mediu	gennemsnitlige
mediu	gennemsnitlig
mediu	gennemsnit
mediu	medium
mediu	mellemstor
mediu	medie
mediu	mediet
prea	også
dezambiguizare	flertydig
spania	spanien
functie	funktion
functie	funktionen
functie	funktion
functie	funktionen
categoria	kategori
nivel	niveau
nivel	plan
nivel	level
web	web
web	www
web	spind
top	øverst
top	øverste
top	top
top	toppen
mihail	mikhail
mihail	michael
mihail	mihail
realizat	indset
realizat	realiseret
realizat	indså
realizat	opnåede
realizat	opnået
realizat	fuldført
realizat	realiserede
realizat	realiseret
realizat	indså
cartea	bogen
cartea	book
cartea	bog
filme	film
filme	film
casatorit	gifte
casatorit	gift
casatorit	gifte
casatorit	gift
png	png
muzeul	museum
muzeul	museet
city	city
city	byen
city	storby
city	by
afluent	biflod
construit	bygget
construit	byggede
construit	opbygget
construit	indbygget
lupta	battle
lupta	slag
lupta	kamp
lupta	slaget
lupta	kæmpe
lupta	kamp
lupta	kæmp
lupta	slåskamp
lupta	kæmpe
lupta	slås
lupta	kæmper
lupta	kampe
lupta	slåskamp
lupta	kæmpe
lupta	kamp
lupta	kæmp
lupta	slåskamp
unit	forenet
unit	united
unit	forenede
luni	måneder
luni	mandags
luni	mandag
jucat	spillet
jucat	afspillet
jucat	spillede
zone	zoner
zone	områder
zone	arealer
radio	radioen
radio	radio
romano	romano
istorica	historiske
istorica	historisk
istorica	historiske
istorica	historisk
deja	allerede
monument	monument
europene	europæisk
europene	europæiske
fac	laver
dreapta	højre
dreapta	rigtigt
dreapta	ret
moment	moment
moment	øjeblik
componenta	bestanddel
componenta	komponenten
componenta	komponent
componenta	bestanddel
componenta	komponenten
componenta	komponent
cantonul	canton
varsta	alder
varsta	alderen
varsta	alder
varsta	alderen
varsta	alder
varsta	alderen
km²	km²
toti	alle
toti	alt
toti	alle
toti	alt
ultima	sidste
ultima	sidst
origine	oprindelse
origine	oprindelsessted
recensamant	optælling
recensamant	folketælling
actor	skuespilleren
actor	skuespiller
actor	aktør
literatura	litteratur
literatura	litteraturen
literatura	litteratur
literatura	litteraturen
anderson	anderson
veche	gammelt
veche	old
veche	gamle
veche	gammel
les	les
participat	deltog
participat	deltaget
guvernul	regering
guvernul	regeringen
estul	east
estul	østpå
estul	øst
total	samlet
total	totalt
japonia	japan
sibiu	sibiu
petru	petru
petru	peter
conte	tælling
conte	tæller
conte	optælling
conte	greve
conte	tælle
conte	conte
alba	alba
alba	hvid
alba	white
alba	hvidt
alba	hvide
bavaria	bayern
roma	rom
roma	roms
roma	romaer
roma	romaerne
roma	roma
specii	dyrearter
specii	art
specii	dyreart
specii	arter
cupa	kop
cupa	pokalen
cupa	bæger
cupa	cup
cupa	kop
cupa	pokalen
cupa	bæger
cupa	cup
batalia	battle
batalia	slag
batalia	kamp
batalia	slaget
ceva	noget
membri	medlemmer
membri	medlemmerne
calitate	kvalitet
calitate	kvaliteten
scrie	skrive
scrie	skriv
scrie	skriver
euro	euroen
euro	euro
uniunii	union
uniunii	fagforening
uniunii	fagforeningen
uniunii	unionen
scurt	kort
scurt	short
scurt	korte
scurt	kortfattede
scurt	kortfattet
mama	mor
mama	mom
mama	mor
mama	moder
mama	mor
mama	mom
mama	mor
mama	moder
creat	oprettede
creat	skabt
creat	oprettet
campionatul	mesterskabet
campionatul	mesterskab
campionatul	championship
del	del
locuri	pladser
locuri	steder
locuri	pladser
locuri	sæder
uri	uri
manastirea	klostret
manastirea	kloster
manastirea	klosteret
manastirea	klostret
manastirea	kloster
manastirea	klosteret
america	america
america	amerika
america	usa
produs	fremstillede
produs	fremstillet
produs	produceret
produs	producerede
produs	vare
produs	produkt
produs	produktet
ultimul	sidste
ultimul	sidst
condus	kørt
condus	drevet
presedintele	præsidenten
presedintele	formand
presedintele	præsident
presedintele	præsidenten
presedintele	formand
presedintele	præsident
andrei	andrej
andrei	andrej
andrei	andrei
radu	radu
brazilia	brasilien
brazilia	brasiliens
suceava	suceava
james	james
declarat	erklæret
surse	kilder
obicei	vane
obicei	vaner
compania	selskab
compania	firma
compania	kompagni
compania	virksomhed
etnic	etnisk
etnic	etniske
echipe	holdene
echipe	hold
echipe	teams
sezonul	årstid
sezonul	sæsonen
