korsika	korzika
alternatiiv	alternativa
hiv	hiv
disainitud	dizajniran
geneetika	genetika
gov	gov
adolph	adolph
täitnud	ispunjena
täitnud	ispunio
ingel	anđeo
enrico	enrico
cfg	cfg
vangistatud	zatočen
vangistatud	zatvoreni
vangistatud	zarobili
vangistatud	uhvaćeni
vaatas	gledao
vaatas	posmatrali
vaatas	posmatrao
rev	rev
akna	prozor
maximus	maximus
meelega	namjerno
samsung	samsung
variandid	varijante
hüüdnime	nadimak
pühak	sveti
pühak	saint
craig	craig
honda	honda
florence	florence
reporter	novinar
reporter	reporter
geoloogiline	geološka
hampshire	hampshire
jutud	priče
jutud	price
atmosfäär	atmosfera
atmosfäär	atmosferu
lahinguid	bitaka
sissetulek	prihod
lame	ravan
lame	ravne
elena	elena
brand	marka
augustin	augustin
võrgus	online
hunter	lovac
hunter	hunter
hunter	lovca
nõutud	zatražio
nõutud	zatražila
nõutud	tražio
nõutud	potrebnih
moodul	modul
han	han
mungad	monasi
sauna	sauna
ameeriklane	američki
ameeriklane	amerikanac
hinnad	cijene
diktaator	diktator
meta	meta
lane	lane
armastatud	miljenici
eesistuja	predsjedavajući
ragnar	ragnar
kulu	trošak
ettepanekuid	prijedlozi
tagajärg	posljedica
julge	hrabar
julge	dare
tasane	ravan
tasane	ravne
mune	jaja
konkreetsete	specifične
konkreetsete	konkretne
konkreetsete	specifična
olli	olli
voyager	voyager
jõulud	božić
plus	plus
baltica	baltica
nõbu	cuz
klaviatuuri	tastatura
ökosüsteemi	ekosistem
aurora	aurora
stanislav	stanislav
spencer	spencer
kõneleja	predsjedavajući
kõneleja	predsjedavajućeg
terminoloogia	terminologija
nokk	kljun
hirv	jelen
jefferson	jefferson
tunnel	tunel
mahajäetud	napušten
mahajäetud	napustio
mahajäetud	napuštena
mahajäetud	napuštene
kiired	zraci
kiired	zrake
bagdadi	bagdad
leib	hljeb
lendavad	leteći
isabel	isabel
edvard	edvard
secret	tajna
laagris	logor
laagris	camp
laagris	kamp
laagris	kampu
snake	zmija
avaldus	izjava
väiksemaks	manji
väiksemaks	manja
kontor	ured
kontor	office
kontor	kancelarija
oskus	vještine
emily	emily
aldo	aldo
väljendus	izraza
väljendus	izraz
kattis	pokriveni
kattis	pokrivena
kattis	pokrivene
kahur	top
esitus	prezentacija
esitus	predstave
paas	post
tervist	zdravlje
toodang	proizvodnja
dante	dante
stsenaarium	scenarij
stsenaarium	scenariju
stsenaarium	scenario
õigustada	opravdaju
kaar	arch
skp	bdp
autod	automobile
autod	automobili
autod	automobila
oranž	orange
oranž	narandžasta
ideaalne	savršen
ideaalne	savršena
ideaalne	idealan
ideaalne	idealni
ani	ani
serv	edge
muster	šema
muster	obrazac
castle	dvorac
identiteet	identitet
identiteet	identiteta
zhang	zhang
geoffrey	geoffrey
zhou	zhoua
ainulaadne	jedinstveni
ainulaadne	jedinstveno
ainulaadne	jedinstven
ainulaadne	jedinstvena
algataja	inicijator
sissetung	invazija
avastamise	detekciju
altari	altar
magneesiumi	magnezij
mona	mona
grey	sive
grey	sivi
grey	siva
teresa	teresa
teresa	tereza
luca	luca
oskused	vještine
oskused	vještina
oskused	vještine
solomon	sulejman
intervall	interval
oklahoma	oklahoma
leopard	leoparda
leopard	leopard
osaka	osaka
kusagil	negdje
vastused	odgovore
vastused	odgovori
tundeid	osećanja
tundeid	osjećanja
hannah	hannah
hannah	hana
trotski	trocki
esitamine	podnošenje
järjekord	queue
järjekord	naređenje
järjekord	naredbu
järjekord	reda
järjekord	red
geneetik	genetičar
motoriseeritud	motornog
franklini	franklin
karistus	penala
karistus	kazna
karistus	kaznu
karistus	kazna
kuulnud	čuo
kuulnud	čuli
aspekt	aspektu
aspekt	aspekt
benedict	benedikt
benedict	benedikta
filter	filter
lindi	traka
terje	terje
milton	milton
vinci	vinci
pol	pol
pol	poi
pan	pan
reguleeritud	regulirane
lendu	leta
lendu	let
augsburgi	augsburg
stephan	stephan
abstraktne	apstraktna
abstraktne	apstraktni
plaanitud	planirani
plaanitud	planirano
plaanitud	planirana
plaanitud	planirane
valle	valle
puudused	nedostatke
puudused	nedostatke
puudused	nedostataka
puudused	nedostaci
puudused	slabosti
todd	toda
olympic	olimpijski
wilde	wilde
leiba	hljeb
kontserdid	koncerti
newcastle	newcastle
õpetlane	učenjaka
õpetlane	učenjak
volinik	povjerenika
volinik	komesar
pioneer	pioneer
pioneer	pionir
ravenna	ravenna
tapab	ubija
arendus	razvoj
raskused	poteškoća
raskused	teškoće
raskused	poteškoće
raskused	poteškoća
raskused	teškoće
sotsialismi	socijalizam
grupid	grupe
nürnbergi	nirnberški
eraldunud	odvojena
veerand	četvrtina
veerand	kvartal
veerand	četvrt
veerand	četvrtinu
püssi	puška
konstrueeritud	konstruisana
anglikaani	anglican
mix	miks
vari	sjeni
derek	derek
vesinik	vodik
reed	trska
reed	reed
motiiv	motiv
motiiv	motif
motiiv	igranih
motiiv	igrane
usbeki	uzbečki
björn	björn
veebisait	web
adobe	adobe
positiivselt	pozitivno
galileo	galileo
liigne	pretjeranom
kuuli	metak
evelyn	evelyn
serblased	srbi
nahka	koža
hõim	pleme
hõim	plemena
haydn	haydn
tiiger	tigar
rostovi	rostov
bahreini	bahrein
vega	vega
küljed	strane
winkler	winkler
nõude	tvrde
nõude	tvrdnju
võimed	sposobnosti
võimed	ovlasti
võimed	sile
ever	ikada
ever	ikad
ever	ever
raoul	raoul
kile	film
cohen	cohen
oodatud	očekivao
oodatud	očekivali
oodatud	očekivano
marilyn	marilyn
osake	čestice
osake	čestica
sara	sara
zeus	zeus
energeetika	energija
act	ponašaju
act	čin
act	akt
anto	anto
parandab	poboljšava
chang	chang
horst	horst
walt	walt
harmoonia	harmoniju
harmoonia	harmonije
harmoonia	harmonija
suhtumist	stavovi
mahler	mahler
muld	tlo
muld	tlu
muld	dirt
pinged	tenzije
pinged	tenzija
pinged	tenzija
bock	bock
arve	bil
arve	bill
tõstetud	podignut
tõstetud	podigao
austin	austin
austin	ostinu
klassid	časovi
laser	laser
varese	varese
jessica	jessica
hardcore	hardcore
informaatika	informatika
informaatika	računarstvo
laienemine	proširenje
laienemine	proširenje
delegatsioon	delegacija
molotovi	molotov
õiglus	pravda
õiglus	pravde
õiglus	pravednosti
deutschland	deutschland
kolooniad	kolonije
kolooniad	kolonija
ülalt	top
formaat	formatu
formaat	formata
formaat	format
berger	berger
hannover	hannover
vöönd	zona
vöönd	zonu
hetk	trenutak
hetk	momenat
hetk	moment
telefon	telefon
telefon	telefon
arktika	arktik
locke	locke
spektri	spektar
spektri	spektra
spektri	spektru
soomlased	finci
mag	mag
minevik	prošlost
luksemburg	luksemburg
gerard	gerard
teadvus	svesti
teadvus	svijest
lasku	spuštaju
aadel	plemstvo
faktor	faktor
tähtkuju	sazviježđe
tegur	faktor
lepingud	ugovore
lepingud	ugovorima
lepingud	ugovori
lepingud	sporazumi
curie	curie
veterinaaria	veterinarski
räägi	reci
räägi	tell
räägi	reći
räägi	pričaj
räägi	razgovara
räägi	talk
räägi	govoriti
räägi	govori
valima	odabrao
valima	biraju
valima	birati
valima	izabere
valima	izabrao
valima	biraju
valima	odabir
oksad	grana
portreed	portreta
lahkumine	odlazak
lahkumine	odlazak
lahkumine	napušta
lahkumine	ostavljajući
lahkumine	napuštanje
lahkumine	ostavivši
demo	demo
efektiivsus	efikasnost
efektiivsus	djelotvornost
ülesehitus	rekonstrukcije
ülesehitus	rekonstrukcija
ülesehitus	obnova
ülesehitus	rekonstrukciju
ülesehitus	reconstruction
ülesehitus	struktura
ülesehitus	strukturi
ülesehitus	strukture
norbert	norbert
esperanto	esperanto
roth	roth
resolutsiooni	rezolucija
tuuri	ture
reformid	reforme
reformid	reformi
reformid	reformama
laskemoona	municija
laskemoona	municiju
laskemoona	municije
laskemoona	municijom
laskemoona	municije
laskemoona	municiju
väljund	izlaz
väljund	proizvodnja
clara	clara
ligipääs	pristup
ligipääs	pristupa
ligipääs	access
psühholoogiline	psihološki
ekvatoriaal	ekvatorijalna
tsivilisatsiooni	civilizacija
tsivilisatsiooni	civilizaciju
tsivilisatsiooni	civilizacije
saun	sauna
presidendid	predsjednici
presidendid	predsjednike
komponendi	komponenta
domineerib	dominira
asendus	zamjena
asendus	zamjenu
asendus	zamijeniti
asendus	zamijenit
asendus	zamjenu
davidson	davidson
maksud	porezi
maksud	poreze
elmo	elmo
päikest	sunce
päikest	sunce
võidetud	osvojen
võidetud	pobijedio
võidetud	pobijedila
võidetud	osvojena
võidetud	pobjedio
võidetud	poraženi
võidetud	poražena
võidetud	porazila
võidetud	porazio
mõjukas	uticajan
mõjukas	uticajne
laua	sto
illustraator	illustrator
harta	povelja
ursula	ursula
nõudmised	zahtjevi
nõudmised	zahtjeva
nõudmised	zahtjevi
kriteeriumid	kriteriji
allkiri	potpis
maas	down
maas	oboren
maas	dole
ten	deset
otsustav	odlučujuća
palub	pita
mainis	spomenut
mainis	spominje
mainis	spomenuo
mainis	pomenuo
mainis	spomenuta
meteoroloogia	meteorologija
stepan	stepan
demokraadid	demokrata
demokraadid	demokrati
näljahäda	glad
motiivid	motivima
motiivid	motive
motiivid	motivi
vastuvõetud	prihvatio
vastuvõetud	prihvaćena
vastuvõetud	primljeni
vastuvõetud	primljen
vastuvõetud	prihvatili
vastuvõetud	usvojen
vastuvõetud	usvojena
xxiii	xxiii
teodor	teodor
ipod	ipod
krooniline	hronični
krooniline	hronična
krooniline	hronične
krooniline	hroničnih
krooniline	hroničnim
edwards	edwards
kraater	krater
leibkonna	domaćinstvu
kauge	udaljenim
kauge	udaljeni
kauge	udaljene
kauge	daleki
istus	sjedio
istus	sat
tapmist	pokolj
claudio	claudio
coli	coli
ajakirjad	magazine
ajakirjad	časopisa
turner	turner
nähtamatu	nevidljivi
nähtamatu	nevidljivog
nähtamatu	neviđene
haamer	čekić
jätkati	nastavljena
jätkati	nastavila
jätkati	nastavljen
jätkati	nastavio
luxembourg	luksemburg
piip	cijev
clément	clément
tõstmine	podizanje
tõstmine	dizanje
kilogrammi	kilogram
baer	baer
sas	sas
masti	mast
kümnes	deseti
kümnes	deseta
jahu	brašna
jahu	obroku
täiustatud	poboljšanje
täiustatud	poboljšan
täiustatud	naprednim
täiustatud	napredna
blu	blu
zeusi	zeus
ajad	puta
marine	morskih
marine	morski
marine	marine
agentuur	agencija
kõrgustik	upland
kuulis	čuo
kuulis	čuli
rocca	rocca
mesopotaamia	mezopotamija
tuuleveski	vjetrenjača
karabahhi	karabah
prima	prima
peegeldab	odražava
natura	natura
blackberry	blackberry
uskumused	uvjerenja
uskumused	vjerovanja
nõid	vještica
maandus	sletio
sõltuvust	zavisnosti
sõltuvust	zavisnost
sõltuvust	zavisnost
steel	čelik
isabella	izabela
mozilla	mozilla
teatab	najavljuje
teatab	najavila
teatab	proglasi
olivier	olivier
eurooplaste	evropljani
alexis	alexis
kohtunud	upoznao
mürk	otrova
mürk	otrov
mürk	otrov
emilie	emilie
igavesti	forever
igavesti	zauvijek
heidi	heidi
unustatud	zaboravili
reform	reforma
tseremoonia	ceremoniji
tseremoonia	ceremonija
tseremoonia	svečanosti
tseremoonia	svečano
tõlk	prevodilac
tõlk	prevodilac
registrisse	registar
raadius	poluprečnik
iowa	iowa
antonius	antonije
jesse	jesse
kesklinn	centru
walther	walther
murdis	slomio
murdis	izbio
murdis	raspala
muudatus	amandmanu
muudatus	promjena
muudatus	izmjena
muudatus	promjene
muudatus	promjeni
muudatus	promene
muudatus	promena
nõrgad	slabi
nõrgad	slaba
nõrgad	slab
einstein	einstein
ice	led
kann	jug
santi	santi
tundlik	osjetljivih
tundlik	osjetljiv
diplomaatia	diplomatija
elupaikade	staništa
elupaikade	staništa
elupaikade	stanište
väärib	zaslužuje
tõhus	efikasno
tõhus	efikasnom
tõhus	efikasan
tõhus	efikasna
tõhus	efikasan
tõhus	efikasno
kalduvus	tendencija
hingamisteede	respiratorni
täiendav	dodatne
täiendav	dodatnih
täiendav	komplementarni
täiendav	dopunske
värvitud	slikao
ertshertsog	nadvojvoda
janne	janne
tööriist	alat
rikutud	uništenog
rikutud	prekršila
rikutud	prekršio
kohustuse	opredjeljenje
kohustuse	opredjeljenja
kohustuse	posvećenost
kohustuse	obaveza
protesti	protest
hüppas	skočio
tonga	tonga
edit	uredi
edit	uređivanje
gaboni	gabona
reageerivad	reaguje
vaenlased	neprijateljima
vaenlased	neprijatelji
vaenlased	neprijatelja
khan	khan
khan	kan
terra	terra
doc	doc
eeldus	pretpostavka
haute	haute
kandidaadid	kandidata
dom	dom
girls	djevojke
girls	girls
césar	césar
teras	čelik
benedetto	benedetto
nool	strela
veronika	veronika
tasand	nivo
eeskiri	propis
eeskiri	pravilo
allveelaeva	podmornica
detailid	opširnije
detailid	detalje
detailid	detalji
unikaalne	jedinstveni
unikaalne	jedinstveno
unikaalne	jedinstven
unikaalne	jedinstvena
švaabimaa	švabija
kasvatatud	porastao
kasvatatud	podignut
kasvatatud	podigao
bluetooth	bluetooth
pomm	bomba
automaatne	auto
automaatne	automatsko
tagama	osigurati
tagama	osigurali
tagama	osigura
vaene	loše
vaene	siromašni
vaene	siromašnih
pseudonüüm	pseudonim
loomaarst	vet
pidamine	imajući
parandamine	popravke
parandamine	korekcija
parandamine	poboljšanje
eile	jučer
eile	juče
popper	popper
polüneesia	polinezija
rikkumine	kršenje
enrique	enrique
tamara	tamara
rob	rob
tln	tln
basel	basel
lamp	cijev
võistleja	takmičar
võistleja	takmičar
betty	betty
kullast	zlato
ellis	ellis
institutsioon	institucija
lint	traka
sissepääs	ulaz
sõrmuse	ring
sõrmuse	prsten
pilvede	oblaka
pilvede	oblaci
pilvede	oblacima
pilvede	oblake
philips	philips
preestrid	sveštenici
jälgimine	praćenje
jälgimine	praćenja
jälgimine	praćenje
jälgimine	monitoring
väärtuslik	vrijedne
väärtuslik	vrijedna
teaduslikud	naučna
teaduslikud	naučne
teaduslikud	naučno
aruba	aruba
argumendi	argument
konkurents	takmičenje
kurjategija	krivično
teemant	dijamant
laava	lave
laava	lavi
kaitsjad	branioci
kaitsjad	čuvari
argumendid	argumente
argumendid	argumenti
asjaolud	okolnosti
asjaolud	okolnosti
asjaolud	okolnostima
regioonide	kor
türklased	turci
vask	bakar
theodore	theodore
theodore	teodor
alpes	alpes
unistus	san
unistus	sna
unistus	dream
unistus	snu
järeldus	zaključka
järeldus	zaključak
konsultant	konsultant
konsultant	konsultanta
konstruktsioon	izgradnja
konstruktsioon	građevinarstvo
konstruktsioon	građevinski
vaikselt	tiho
kattub	preklapanja
soovitab	preporučuje
soovitab	predlaže
soovitab	sugeriše
soovitab	sugerira
platoo	platou
platoo	plato
córdoba	córdoba
malmö	malmö
chuck	chuck
lambert	lambert
silvio	silvio
dialoogi	dijalog
fine	dobro
süüdistuse	tužilaštvo
vaz	vaz
kristian	kristian
seinad	zidova
seinad	zidine
seinad	zidovi
seinad	zidinama
seinad	zidovima
ümmargune	rundu
next	sljedeći
next	narednu
next	sledeći
next	slijedeći
taktika	taktike
taktika	taktika
takistuse	prepreka
takistuse	prepreku
skandaali	skandal
amadeus	amadeus
teenus	služba
teenus	servis
vedel	tečnost
partner	partnera
partner	partner
partner	saradnik
alalise	trajni
alalise	trajnim
alalise	stalna
alalise	stalne
namiibia	namibije
lõhn	miris
lõhn	miris
zeit	zeit
seadusandlik	zakonodavnom
seadusandlik	zakonodavne
seadusandlik	zakonodavnim
pruunid	brown
pruunid	browns
cia	cia
cia	cia
cia	cla
saarlased	ostrvljana
algebra	algebra
vastastikune	međusobna
vastastikune	međusobno
vastastikune	međusobne
armand	armand
bakuu	baku
läbiviidud	izvela
läbiviidud	nastupao
läbiviidud	izvedena
läbiviidud	izvodili
tag	tag
ostsid	kupio
vabanenud	objavljeni
vabanenud	pušten
vabanenud	pušteni
nupp	dugme
annie	eni
reich	rajh
reich	rajha
sisend	doprinos
sisend	ulazni
tadžikistani	tadžikistan
hillary	hillary
harvard	harvard
jyväskylä	jyväskylä
luige	labud
areneda	razvijaju
istanbuli	istanbul
kübar	hat
kübar	šešir
peatub	staje
peatub	prestaje
peatub	sprečava
plaane	planova
plaane	planove
plaane	planovi
plaane	planira
libeeria	liberija
lõigu	segment
monarh	monarh
palka	zaposli
puutumata	netaknute
luna	luna
ehitaja	graditelj
heidelbergi	heidelberg
hollywoodi	hollywood
lilla	ljubičasti
publik	publika
publik	masi
publik	masa
publik	publika
kaovad	nestati
laupäeval	subota
lahendamine	rješavanje
lahendamine	rezolucija
ehitab	gradi
acer	acer
lööb	hitovi
rubens	rubens
tugevdada	ojačati
algoritm	algoritam
populatsioon	populacija
identne	identičan
identne	identične
identne	identični
vähim	najmanje
hero	crank
hero	hero
hero	heroj
tõuke	zamajac
grupis	grupa
indutseeritud	izazvali
kepler	kepler
mõrv	ubistva
mõrv	ubistvo
ahvenamaa	olandska
filtri	filter
esivanemad	preci
pass	pasoš
õuna	jabuka
château	château
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	oblaka
pilved	oblaci
pilved	oblacima
pilved	oblake
pilved	oblak
mer	mer
lipnik	zastavnik
padova	padova
franki	frank
osaleja	učesnik
osaleja	učesnik
õlu	pivo
paratamatu	neizbježna
reklaam	komercijalne
reklaam	komercijalni
reklaam	reklama
reklaam	oglašavanje
selma	selma
adelaide	adelaide
romana	romana
kogemused	iskustava
kogemused	iskustva
kogemused	iskustva
kogemused	iskustvo
tagurpidi	unatrag
tagurpidi	reverse
ümar	rundu
genfis	ženeva
kuulas	listened
vaatluse	posmatranje
aspekti	aspektu
aspekti	aspekt
sünagoog	sinagoga
paigal	zamrzavanje
kolmnurk	trougao
lõksu	zamku
regulaarne	redovni
regulaarne	redovnog
regulaarne	redovan
regulaarne	redovna
regulaarne	redovnom
regulaarne	redovnim
sümmeetria	simetrija
teadust	nauka
stig	stig
edith	edit
edith	edith
aspektid	aspekata
aspektid	aspektima
aspektid	aspekti
hahn	hahn
positiivsed	pozitivna
positiivsed	pozitivan
positiivsed	pozitivne
positiivsed	pozitivni
dostojevski	dostojevski
valgevenelased	bjelorusi
tsitaat	citat
tsitaat	navodom
liepāja	liepāja
valdkonnad	područja
valdkonnad	oblasti
pearl	pearl
pearl	biser
joonas	jona
silmapaistev	neriješenim
liitumine	spajanje
liitumine	pridruživanja
liitumine	pridruživanje
ohutu	bezopasan
iraak	irak
györgy	györgy
bissau	bisao
janet	janet
viktoria	viktoria
legendaarne	legendarna
legendaarne	legendarni
rudolph	rudolph
petra	petra
motors	motors
brad	brad
kubrick	kubrick
ühendused	veze
ühendused	udruženja
kaksikud	blizanci
kaksikud	blizanci
mängitud	igrala
mängitud	odigrana
mängitud	igrao
mängitud	svirao
mängitud	odigrano
mängitud	odigrali
seisnes	sastojao
seisnes	sastojala
monroe	monroe
tingimusteta	bezuslovno
tingimusteta	bezuslovna
tingimusteta	bezuslovnu
kitsad	uski
kitsad	uske
eeliseid	prednosti
selgitab	objašnjava
omanduses	vlasništvu
nathan	nathan
liiklus	saobraćaj
hoidja	čuvar
müüt	mit
leben	leben
rääkinud	govornom
mosambiigi	mozambik
mõõdukas	umjerene
renate	renate
sforza	sforza
konteksti	kontekst
konteksti	kontekstu
kihid	slojeva
kihid	slojevi
pühakute	svetaca
pühakute	saints
seisnud	stajao
seisnud	iznosila
kama	kama
plii	olova
plii	olovo
tais	tajland
küsib	pita
laused	fraze
laused	rečenica
laused	presude
laused	rečenice
sarnasus	sličnost
scsi	scsi
palavik	groznica
sanders	sanders
vallandati	otpustio
patareid	baterije
ohver	žrtva
tycho	tycho
raúl	raúl
hääletus	glasanje
marcello	marcello
tähevärav	stargate
pereira	pereira
säde	iskra
toni	toni
varade	imovina
varade	sredstva
reuters	reuters
cannes	kanu
cannes	kanski
dieter	dieter
larissa	larisa
pane	stavi
pane	stavila
pane	staviti
pane	stavio
pane	stavljen
isiksus	ličnost
olendid	bića
olendid	bićima
olendid	stvorenja
kanalid	kanali
kanalid	kanala
kanalid	kanale
kanalid	kanalima
kanalid	kanal
kanalid	kanalu
kanalid	channel
põletatud	spaljeno
põletatud	spaljena
põletatud	spalili
sain	imam
sain	got
sain	dobio
sain	dobila
smirnov	smirnov
kontaktid	kontakti
korteris	stan
suremus	smrtnost
juhend	vodič
juhend	uputstvu
juhend	uputstva
juhend	upute
juhend	instrukcije
moe	moa
usbekistani	uzbekistana
osce	osce
pankur	bankar
claire	claire
stefano	stefano
kana	kokoška
kana	hen
täitmine	sprovođenje
täitmine	provođenje
täitmine	popunjavaju
täitmine	pogubljenje
nebraska	nebraska
keeld	kulin
keeld	zabrana
keeld	bana
keeld	ban
keeld	prohibicije
täiendavad	dodatne
täiendavad	dodatnih
hart	hart
hart	rp
komplekt	setu
komplekt	set
komplekt	postavio
komplekt	postavljeni
komplekt	kit
qui	qui
kolju	lobanja
pms	pms
kadusid	nestao
abdul	abdul
winston	winston
alabama	alabama
arendaja	adriatic
otsad	završava
mõneti	donekle
löök	udarac
löök	udaraljke
löök	štrajk
löök	kick
tundsid	osjetio
fbi	fbi
pzkpfw	panzer
uks	vrata
teadlikult	svjesno
wells	vels
wells	wells
athena	atina
athena	atena
leiutatud	izmislili
leiutatud	izumio
leiutatud	izmislio
kõrva	uho
pippin	pippin
liikumised	kretanje
liikumised	pokreti
soovitav	poželjno
vietnam	vijetnam
veronica	veronika
rahaühik	valuta
greg	greg
auru	parni
auru	parna
alto	alto
que	que
houston	houston
kukub	pada
kukub	spada
kukub	vodopadi
pannoonia	panonska
ibrahim	ibrahim
küpros	kipar
pealkirjad	naslovi
pealkirjad	titule
pealkirjad	titula
illüüria	ilirskih
illüüria	ilirska
