और	at
इन	otel
लेकिन	ngunit
लेकिन	pero
ये	ito
ये	nito
कम	mababang
कम	mababa
कम	low
कम	kaunti
कम	less
कहा	sabi
कहा	sinabi
लोग	tao
आदि	atbp
आदि	etc
आदि	pa
आदि	pang
आदि	adi
उसके	kanyang
उसके	her
उसके	kanya
उसके	siya
प्राचीन	ancient
प्राचीन	sinaunang
देखें	watch
देखें	panoorin
देखें	relo
देखें	makita
देखें	see
देखें	makakita
देखें	tingnan
देखें	pagtingin
देखें	tingnan
देखें	tignan
देखें	panonood
देखें	view
उत्तर	sagutin
उत्तर	sagot
उत्तर	north
उत्तर	hilagang
उत्तर	hilaga
भाषा	wika
भाषा	alangan
भाषा	wikang
भाषा	tausug
सभी	all
सभी	puro
सभी	lahat
प्राप्त	natanggap
प्राप्त	makatanggap
प्राप्त	matanggap
प्राप्त	tumanggap
प्रयोग	eksperimento
प्रयोग	paggamit
प्रयोग	eksperimento
शामिल	involved
शामिल	kasangkot
शामिल	nagsasama
शामिल	kasama
शामिल	nasama
शामिल	magsama
शामिल	isama
उन्हें	kanila
उन्हें	sila
उन्हें	silang
उस	na
उस	yan
स्थान	places
स्थान	lugar
स्थान	venue
स्थान	lugar
स्थान	pook
स्थान	kinalalagyan
स्थान	lokasyon
प्रमुख	chief
प्रमुख	hepe
प्रमुख	major
प्रमुख	pangunahing
प्रमुख	pangunahin
हुई	hui
बीच	dalampasigan
बीच	beach
बीच	center
बीच	sentro
गए	gone
गए	mawala
गए	nagpunta
मुख्य	chief
मुख्य	hepe
मुख्य	pangunahing
मुख्य	pangunahin
थी	ay
बिहार	bihar
उसे	kaniya
उसे	niya
उसे	siya
उसे	kanya
उसे	her
उसे	kanya
उसे	siya
कार्य	gawain
कार्य	trabaho
कार्य	job
कार्य	trabaho
कार्य	magtrabaho
कार्य	work
कार्य	gawain
उनकी	kanilang
आंध्र	andhra
जिसमें	admixture
नगर	bayan
नगर	lungsod
नगर	siyudad
नगर	city
नगर	nagar
उपयोग	paggamit
उपयोग	gamitin
लोगों	tao
आधार	base
आधार	palagay
आधार	basehan
काम	trabaho
काम	magtrabaho
काम	work
जीवन	buhay
विश्व	mundo
भाग	bahagi
भाग	part
भाग	parte
भाग	parts
निर्माण	paglikha
निर्माण	paggawa
निर्माण	creation
निर्माण	konstruksiyon
निर्माण	construction
निर्माण	konstruksyon
निर्माण	bumuo
निर्माण	magtayo
निर्माण	paggawa
निर्माण	manufacturing
निर्माण	pagmamanupaktura
गई	nagpunta
दोनों	parehong
दोनों	both
दोनों	pareho
राष्ट्रीय	national
राष्ट्रीय	pambansa
राष्ट्रीय	pambansang
राष्ट्रीय	nasyonal
जानकारी	info
जानकारी	impormasyon
पोर्टल	portal
शहर	downtown
शहर	lungsod
शहर	siyudad
शहर	city
शहर	lungsod
बार	bars
बार	hadlangan
बार	bar
बार	times
बार	beses
वाली	wali
लगभग	halos
फिल्म	pelikula
फिल्म	sine
फिल्म	movie
यहाँ	rito
यहाँ	dito
यहाँ	nandito
प्रसिद्ध	famous
प्रसिद्ध	sikat
विकास	development
विकास	pagpapaunlad
विकास	unlad
विकास	paglago
विकास	paglaki
केवल	lang
केवल	lamang
देश	bansa
देश	makabayan
देश	nation
देश	bansang
वेबसाइट	website
अलग	hiwalay
अलग	ibang
अलग	hiwalay
विशेष	exclusive
विशेष	eksklusibo
विशेष	eksklusibong
विशेष	espesyal
विशेष	special
कभी	ever
दी	binigay
दी	given
दी	ibinigay
दी	nagbigay
पृष्ठ	pahinang
पृष्ठ	pahina
पृष्ठ	page
पृष्ठ	pahina
माना	mana
माना	kuno
शब्द	salitang
शब्द	salita
शब्द	salita
फिर	then
फिर	pagkatapos
तीन	tatlong
तीन	tatlo
पुरस्कार	prize
पुरस्कार	premyo
पुरस्कार	award
पुरस्कार	parangal
पुरस्कार	awards
पुरस्कार	prizes
पुरस्कार	premyo
पुरस्कार	gantimpala
लेख	akda
लेख	artikulo
लेख	thesis
लेख	artikulo
जिसे	kanino
अब	ngayon
अमेरिका	amerika
अमेरिका	america
मंदिर	templo
अलावा	addition
अलावा	karagdagan
अलावा	bukod
वार्ता	talks
दक्षिण	timog
स्थल	lugar
स्थल	venue
विभिन्न	miscellaneous
विभिन्न	kalokohan
इतिहास	kasaysayan
इतिहास	history
लिया	taken
फ़िल्म	pelikula
फ़िल्म	sine
फ़िल्म	movie
क्योंकि	kc
क्योंकि	kasi
क्योंकि	dahil
पास	pumasa
पास	ipasa
पास	pass
विस्तृत	detalyadong
विस्तृत	elaborate
विस्तृत	pauna
विस्तृत	advanced
दिन	araw
दिन	araw
कृषि	agrikultura
शुरू	nagsimula
शुरू	inumpisahan
शुरू	sinimulan
शुरू	magsimula
शुरू	simulan
व्यक्ति	taong
व्यक्ति	person
व्यक्ति	tao
व्यक्ति	indibiduwal
व्यक्ति	indibidwalismo
उनका	kanilang
विज्ञान	science
विज्ञान	agham
सदस्य	miyembro
सदस्य	subscriber
सदस्य	subscriber
सदस्य	miyembro
सदस्य	members
सदस्य	kasapi
हालांकि	bagaman
हालांकि	although
सिंह	singh
सिंह	leo
अनेक	maraming
अनेक	marami
अनेक	ilang
अनेक	multiple
अनेक	maramihang
यहां	rito
यहां	dito
यहां	nandito
संख्या	bilang
अपना	sarili
अपना	sariling
अपना	iyong
अपना	your
बात	bagay
बात	magsalita
बात	usap
बात	usapan
बात	talk
साहित्य	panitikan
साहित्य	panitikang
शिक्षा	edukasyon
शिक्षा	tuition
दिल्ली	delhi
धर्म	pananampalataya
धर्म	relihiyon
धर्म	dharma
मूल	pinanggalingan
मूल	origin
मूल	pinagmulan
मूल	originals
मूल	katutubo
मूल	katutubong
मूल	orihinal
मूल	basic
तब	then
तब	pagkatapos
बना	gumawa
बना	gawing
बना	ginawa
कोड	code
कोड	kodigo
कोड	codes
संयुक्त	concurrent
संयुक्त	united
संयुक्त	nagkakaisa
संयुक्त	pinagsama
संयुक्त	dugtong
संयुक्त	pinagsamang
जुलाई	hulyo
युद्ध	labanan
युद्ध	digmaan
युद्ध	digmaang
नदी	ilog
वाला	vala
काल	tumawag
काल	tawagan
काल	tawag
काल	panahon
वर्षों	taon
वर्षों	rainforest
प्रति	kada
स्टेशन	estasyon
स्टेशन	station
स्टेशन	istasyon
स्टेशन	istasyon
बड़े	large
बड़े	malaki
बड़े	malaking
बड़े	big
बड़े	malaking
बड़े	malaki
जनवरी	january
जनवरी	enero
मध्य	central
मध्य	gitnang
मध्य	center
मध्य	sentro
मध्य	panggitnang
मध्य	gitnang
मध्य	gitna
राजा	raja
राजा	raha
राजा	king
राजा	hari
राजा	haring
प्रथम	unang
प्रथम	muna
विश्वविद्यालय	unibersidad
विश्वविद्यालय	university
विश्वविद्यालय	unibersidad
विश्वविद्यालय	pamantasan
जून	hunyo
जून	jun
जून	june
जून	hunyo
उसकी	kanyang
उसकी	her
उसकी	kanya
उसकी	siya
मार्च	mar
मार्च	marso
बन	bun
बनी	bunny
अर्थ	meaning
अर्थ	kahulugan
अप्रैल	abr
अप्रैल	april
अप्रैल	abril
महत्वपूर्ण	kahalaga
महत्वपूर्ण	mahalaga
महत्वपूर्ण	kritikal
प्रामाणिक	authentic
प्रामाणिक	tunay
आप	ikaw
आप	ka
आप	mo
किए	coa
अक्टूबर	oktubre
अक्टूबर	oktubre
समूह	kongregasyon
समूह	grupo
समूह	pangkat
समूह	group
वर्तमान	current
वर्तमान	kasalukuyan
वर्तमान	kasalukuyang
वर्तमान	kasalukuyan
अध्ययन	aral
अध्ययन	araling
अध्ययन	aral
विभाग	kagawaran
विभाग	departamento
विभाग	division
विभाग	dibisyon
विभाग	departamento
आम	mango
आम	mangga
आम	karaniwan
आम	karaniwang
स्थिति	status
स्थिति	katayuan
स्थिति	posisyon
स्थिति	opinyon
स्थिति	state
स्थिति	estado
स्थिति	kalagayan
स्थिति	kondisyon
स्थिति	kundisyon
स्थिति	situation
स्थिति	sitwasyon
प्रभाव	epekto
प्रभाव	effects
प्रभाव	epekto
प्रभाव	nakakaimpluwensiya
प्रभाव	impluwensya
प्रभाव	effect
प्रभाव	epekto
आदर्श	idealismo
आदर्श	ideal
आदर्श	idol
साल	taon
साल	taon
पहली	unang
पहली	muna
संगीत	sinauna
संगीत	tugtog
संगीत	musika
संगीत	tugtugin
संगीत	music
अमेरिकी	amerikano
अमेरिकी	amerikano
सेवा	serbisyo
सेवा	paglilingkod
बनाने	gumagawa
बनाने	ginagawa
बनाने	ginagawang
बनाने	naghuhukay
आज	ngayon
स्थापित	itinatag
स्थापित	installed
स्थापित	install
स्थापित	nakaluklok
स्थापित	itinatag
स्थापित	magtatag
स्थापित	itatag
उच्च	high
उच्च	mataas
उच्च	dakilang
चाहिए	dapat
देता	binibigyan
देता	nagbibigay
उपलब्ध	available
उपलब्ध	magagamit
उपलब्ध	makukuha
काफी	sapat
काफी	marami
काफी	ganap
काफी	lubos
बड़ी	large
बड़ी	malaki
बड़ी	malaking
बड़ी	big
बड़ी	malaking
बड़ी	malaki
चार	apat
शक	pagdududa
शक	duda
शक	doubt
शक	alinlangan
शक	saka
प्रभा	prabha
श्री	sri
उदाहरण	halimbawa
उदाहरण	illustration
उदाहरण	halimbawa
उसका	kanyang
उसका	her
उसका	kanya
उसका	siya
ले	kumuha
जिससे	aling
जिससे	alin
स्थापना	installation
स्थापना	pagluklok
स्थापना	install
स्थापना	gusali
स्थापना	pagtatatag
कंपनी	kumpanya
कंपनी	kompanya
अधिकांश	pinaka
अधिकांश	karamihan
सामाजिक	panlipunan
सामाजिक	social
सामाजिक	sosyal
प्रत्येक	kada
प्रत्येक	tuwing
प्रत्येक	bawat
प्रत्येक	bawat
बड़ा	large
बड़ा	malaki
बड़ा	malaking
बड़ा	big
बड़ा	malaking
बड़ा	malaki
बड़ा	sarap
बड़ा	magaling
स्तर	levels
स्तर	antas
स्तर	level
बनाया	ginawa
बनाया	ginawa
बनाया	nilikha
जारी	ipinagpatuloy
जारी	nagpatuloy
जारी	nagpapatuloy
जारी	patuloy
जारी	nagaganap
जारी	kasalukuyang
जारी	inisyu
जबकि	habang
चित्र	picture
चित्र	larawan
चित्र	picture
चित्र	larawan
चित्र	imahe
इससे	mula
प्रणाली	sistemang
प्रणाली	system
प्रणाली	sistema
सरकारी	governmental
सरकारी	official
सरकारी	opisyal
सरकारी	pamahalaan
सरकारी	gobyerno
जहां	saan
जहां	asan
देशों	bansang
जल	tubig
सूची	listahang
सूची	listahan
सूची	listahan
रखा	iningatan
विचार	idea
विचार	ideya
विचार	ideya
विचार	inakala
विचार	akala
विचार	naisip
विचार	kala
विचार	konsiderasyon
विचार	thoughts
विचार	saloobin
छोटे	liit
छोटे	maliit
छोटे	kaunti
छोटे	maliit
ऊपर	tuktok
ऊपर	nangunguna
ऊपर	itaas
आधारित	batay
इसलिए	samakatuwid
पानी	tubig
सामान्य	pangkalahatan
सामान्य	heneral
सामान्य	pangkalahatang
सामान्य	general
सामान्य	karaniwan
सामान्य	karaniwang
सामान्य	normal
आगे	sulong
आगे	pasulong
आगे	ipasa
कुल	kabuuang
कुल	kabuuan
एक्स्प्रेस	ipahayag
एक्स्प्रेस	express
पुलिस	pulisya
पुलिस	pulis
वर्ग	kategorya
वर्ग	parisukat
वर्ग	pasok
वर्ग	klase
शरीर	katawan
अंग्रेजी	tagalog
अंग्रेजी	ingles
माध्यम	katamtaman
मानव	pantao
मानव	tao
मानव	makatao
मानव	human
पाकिस्तान	pakistan
भूमिका	pagpapakilala
भूमिका	panimula
भूमिका	tungkulin
हर	har
हर	kada
हर	tuwing
हर	bawat
हर	hur
अतिरिक्त	spare
अतिरिक्त	ekstrang
अतिरिक्त	karagdagang
अतिरिक्त	dagdag
अतिरिक्त	extra
पिता	ama
पिता	tatay
पिता	father
समाज	lipunan
उत्पन्न	nakabuo
उत्पन्न	nabuo
नीचे	down
नीचे	pababa
नीचे	ibaba
नीचे	ibaba
नीचे	ilalim
दुनिया	mundo
आधुनिक	makabagong
आधुनिक	modern
आधुनिक	modernong
आधुनिक	makabago
ध्यान	meditation
ध्यान	bulay
ध्यान	atensyon
ध्यान	pansin
दे	ibigay
दे	magbigay
सभा	kongregasyon
सभा	assembly
सभा	pagpupulong
सभा	pagtitipon
सभा	pagtitipon
सभा	sabha
परिवार	kapamilya
परिवार	pamilya
विषय	paksa
विषय	paksa
विषय	sasailalim
विषय	paksa
विषय	subject
अधिकार	karapatan
अधिकार	rights
रंग	kulay
रंग	kulay
रंग	kulay
बाहर	lumabas
बाहर	panlabas
बाहर	labas
बाहर	lumabas
खेल	dula
खेल	play
खेल	makipaglaro
खेल	maglaro
खेल	palakasan
खेल	isports
खेल	sports
खेल	game
खेल	laro
खेल	games
खेल	palakasan
खेल	sport
खेल	isport
जहाँ	saan
जहाँ	asan
समान	parehong
समान	same
समान	kapareho
समान	magkatulad
समान	katulad
सितंबर	setyembre
दूर	malayo
दूर	kalayo
दूर	malayong
दूर	malayo
पता	tirahan
पता	address
शक्ति	lakas
शक्ति	tibay
शक्ति	power
शक्ति	kapangyarihan
ब्रिटिश	british
कला	sining
कला	art
कला	sining
घर	tahanan
घर	bahay
घर	makauwi
घर	bahay
प्रकाशित	ilathala
प्रकाशित	publish
प्रकाशित	inilathala
प्रकाशित	publish
मई	mayo
मई	maaaring
प्रक्रिया	maproseso
प्रक्रिया	prosesong
प्रक्रिया	proseso
प्रक्रिया	proseso
प्रक्रिया	pamamaraan
सेना	armies
सेना	sena
सेना	hukbo
सेना	army
पार्टी	partido
पार्टी	party
पार्टी	pagdiriwang
पार्टी	pagtitipon
रेलवे	railway
रेलवे	riles
पश्चिम	west
पश्चिम	kanluran
अंत	matatapos
अंत	katapusan
अंत	pagtatapos
अंत	tapusin
अंत	dulo
दशक	dekada
पूरी	whole
पूरी	buo
पूरी	buong
क्या	anong
क्या	anu
क्या	anung
क्या	ano
अगस्त	august
अगस्त	agosto
अगस्त	aug
विकसित	binuo
विकसित	evolved
संबंध	kaugnayan
संबंध	relasyon
संबंध	pinagsamahan
संबंध	kaugnayan
संबंध	relasyon
संबंध	regard
संबंध	ugnayang
संबंध	ugnayan
संबंध	relasyon
संबंध	bonding
प्रदर्शन	pagtatanghal
प्रदर्शन	pagganap
प्रदर्शन	palabas
प्रदर्शन	ipakita
प्रदर्शन	ipapakita
प्रदर्शन	display
प्रदर्शन	lantad
प्रदर्शन	exposure
मार्ग	ruta
मार्ग	route
मार्ग	paraang
मार्ग	paraan
मार्ग	way
पर्यटन	tourism
पर्यटन	turismo
ज्ञान	kaalaman
ज्ञान	knowledge
लगा	nadama
लगा	naramdaman
लगा	tila
दिसम्बर	december
दिसम्बर	disyembre
दिसम्बर	dis
प्रदर्शित	itinatampok
प्रदर्शित	itinampok
प्रदर्शित	ipinapakita
प्रदर्शित	ipapakita
प्रदर्शित	ipakita
प्रदर्शित	ipapakita
प्रदर्शित	display
अक्सर	madalas
अक्सर	madalas
अक्सर	kadalasan
सहायता	tulong
सहायता	tulungan
सहायता	suportahan
सहायता	support
सहायता	sumusuporta
सहायता	suporta
सहायता	sumuporta
सहायता	sinusuportahan
सहायता	aid
सहायता	lunas
सहायता	tulong
पहला	unang
पहला	muna
मृत्यु	kamatayan
मृत्यु	mortality
स्वयं	self
स्वयं	sarili
स्वयं	sarili
स्वयं	sariling
विकिपीडिया	wiki
विकिपीडिया	wikipedia
आवश्यक	kinakailangan
आवश्यक	kailangan
आवश्यक	urgent
देखा	naghanap
देखा	nanood
देखा	napanood
देखा	pinanood
देखा	seen
देखा	nakita
देखा	saw
देखा	nakita
उत्पादन	produksyon
उत्पादन	production
रोग	sakit
संबंधित	kani
संबंधित	kaugnayan
संबंधित	kaugnay
शताब्दी	siglo
शताब्दी	century
गये	nagpunta
चीन	tsina
चीन	china
अभी	ngayon
संघ	unyon
संघ	union
संघ	unyong
संघ	unyon
संघ	pederasyon
संघ	association
यात्रा	bumiyahe
यात्रा	travel
यात्रा	paglalakbay
यात्रा	journey
यात्रा	paglalakbay
यात्रा	trip
यात्रा	biyahe
मात्रा	halaga
मात्रा	dami
रचना	paglikha
रचना	paggawa
रचना	creation
रचना	komposisyon
जगह	lugar
जगह	pook
जगह	space
जगह	kalawakan
जगह	puwang
जगह	espasyo
भिन्न	diskretong
भिन्न	ibang
लोक	loka
लोक	publiko
लोक	pampubliko
लोक	katutubong
लोक	folk
सब	sab
सब	all
सब	puro
सब	lahat
पूरा	nakumpleto
पूरा	natapos
पूरा	busog
पूरा	full
पूरा	buo
पूरा	buong
पूरा	whole
पूरा	buo
पूरा	buong
पूरा	complete
पूरा	kumpletuhin
पूरा	kompleto
पूरा	kumpleto
आवश्यकता	kinakailangan
आवश्यकता	requirement
प्रकाश	liwanag
प्रकाश	magaan
प्रकाश	ilaw
प्रकाश	ilaw
नई	new
नई	bago
नई	bagong
चिकित्सा	medikal
चिकित्सा	medical
चिकित्सा	therapy
दूसरी	pangalawa
कार्यक्रम	program
कार्यक्रम	programa
कार्यक्रम	pangyayari
कार्यक्रम	kaganapan
कार्यक्रम	event
पुराने	matanda
पुराने	luma
पुराने	older
सदी	siglo
सदी	century
भगवान	god
भगवान	diyos
भगवान	bhagavan
भगवान	lord
भगवान	panginoon
लिखा	isinulat
लिखा	nakasulat
लिखा	sinulat
लिखा	naisulat
लिखा	sinulat
लिखा	wrote
लिखा	nagsulat
संस्थान	institute
संस्थान	suriang
संस्थान	institutes
संस्कृति	kultura
संस्कृति	nok
अंग्रेज़ी	tagalog
अंग्रेज़ी	ingles
पूर्ण	perfect
पूर्ण	perpekto
पूर्ण	busog
पूर्ण	full
पूर्ण	buo
पूर्ण	buong
पूर्ण	complete
पूर्ण	kumpletuhin
पूर्ण	kompleto
पूर्ण	kumpleto
पूर्ण	nakumpleto
पूर्ण	natapos
परिवर्तन	conversion
परिवर्तन	pagbabago
परिवर्तन	transition
परिवर्तन	pagbabago
परिवर्तन	nagbabago
परिवर्तन	nababago
परिवर्तन	pagbabagong
परिवर्तन	transformation
परिवर्तन	palitan
परिवर्तन	magbabago
परिवर्तन	pagbabago
परिवर्तन	baguhin
परिवर्तन	change
टीम	team
चर्चा	talakayan
संगठन	organisasyon
अगर	agar
शैली	istilo
शैली	style
शैली	estilo
तुलना	paghahambing
स्कूल	paaralan
पुस्तक	book
पुस्तक	libro
पुस्तक	aklat
लेखक	manunulat
लेखक	manunulat
लेखक	author
संस्करण	edition
संस्करण	edisyon
संस्करण	bersyon
संस्करण	bersyon
संस्करण	bersiyon
संस्करण	edisyon
खिलाड़ी	manlalaro
खिलाड़ी	atleta
खिलाड़ी	player
खिलाड़ी	manlalaro
ट्रेन	tren
ट्रेन	tren
आकार	shape
आकार	hugis
आकार	laki
आकार	sukat
उत्तरी	hilagang
सीमा	limitasyon
सीमा	limitahan
सीमा	sima
सीमा	hangganan
सीमा	saklaw
सीमा	hanay
सीमा	limitasyon
पश्चिमी	kanluranin
पश्चिमी	western
व्यवस्था	kaayusan
व्यवस्था	arrangement
आर्थिक	ekonomiya
आर्थिक	economic
राजधानी	capitals
राजधानी	capital
राजधानी	kabisera
राजधानी	kapital
दर्शन	pilosopiya
दर्शन	pangitain
दर्शन	paningin
वहाँ	may
विधि	pamamaraan
विधि	batas
विधि	paraan
विधि	mode
अवधि	tagal
अवधि	panahon
अवधि	regla
दृष्टि	biswal
दृष्टि	pangitain
दृष्टि	paningin
सिद्धांत	panukala
सिद्धांत	teoriya
सिद्धांत	teorya
सिद्धांत	prinsipyo
सिद्धांत	dogma
कलाकार	artista
कलाकार	artist
बैंक	pampang
बैंक	bangko
बैंक	bangko
ज्यादा	pa
ज्यादा	pang
अंतिम	huling
अंतिम	huli
अंतिम	last
अंतिम	pinal
अंतिम	pangwakas
अंतिम	final
अंतिम	panghuling
विशिष्ट	tukoy
विशिष्ट	tiyak
विशिष्ट	partikular
हिन्दू	hindu
लाल	pula
लाल	red
रहने	lumalayo
पूर्वी	silangan
पूर्वी	east
पूर्वी	silangang
समर्थन	suportahan
समर्थन	support
समर्थन	sumusuporta
समर्थन	suporta
समर्थन	sumuporta
समर्थन	sinusuportahan
व्यापार	trading
व्यापार	negosyong
व्यापार	negosyo
व्यापार	kalakalan
व्यापार	ipagpalit
व्यापार	magnegosyo
व्यापार	trade
प्रयास	effort
प्रयास	pagsisikap
महिला	babae
महिला	lady
महिला	babae
महिला	female
परियोजना	project
परियोजना	proyekto
परियोजना	taumbayan
जीवित	buhay
जीवित	lampasan
नामांकन	designation
अभिनेता	actors
अभिनेता	aktor
अभिनेता	artista
अभिनेता	actor
अभिनेता	aktor
क्षमता	kapasidad
क्षमता	makayanan
क्षमता	kakayahan
क्षमता	kakayahang
क्षमता	kakayahan
क्षमता	kakayahan
क्षमता	kapabilidad
क्षमता	posibleng
पाया	natagpuan
पाया	nahanap
पाया	nakita
पाया	nakahanap
स्पष्ट	halata
पृथ्वी	daigdig
पृथ्वी	lupa
गति	galaw
गति	mosyon
गति	gumagalaw
गति	hagibis
गति	bilis
गति	paggalaw
गति	kilusan
परिणाम	resulta
परिणाम	resulta
राजस्थान	rajasthan
लेने	nagtatagal
भर	napuno
पुत्र	anak
पुत्र	son
सहित	kasama
शासन	reign
शासन	tuntunin
शासन	alituntunin
शासन	alintuntunin
शासन	pamamahala
शासन	regime
नियंत्रण	kontrol
नियंत्रण	kontrolin
नियंत्रण	pagkontrol
नियंत्रण	kinokontrol
प्रभावित	naapektuhan
प्रभावित	nadamay
प्रभावित	affected
प्रभावित	apektado
प्रभावित	maaapektuhan
प्रभावित	namangha
प्रभावित	limbagan
छत्तीसगढ़	chhattisgarh
वर्णन	paglalarawan
क्रिकेट	cricket
क्रिकेट	kuliglig
योजना	scheme
योजना	plano
योजना	plan
योजना	magplano
आरम्भ	simula
एशिया	asya
सन	sun
सन	araw
राजनीतिक	pulitikal
राजनीतिक	politikal
राजनीतिक	pampulitika
प्राकृतिक	likas
प्राकृतिक	natural
स्थानीय	lokal
कहानी	story
कहानी	kuwento
कहानी	kwento
कहानी	narrative
कहानी	salaysay
वृद्धि	pagdami
वृद्धि	tumaas
वृद्धि	pagtaas
वृद्धि	dagdagan
वृद्धि	taasan
वृद्धि	angat
वृद्धि	paglago
वृद्धि	paglaki
सुरक्षा	security
सुरक्षा	seguridad
सुरक्षा	proteksyon
सुरक्षा	kaligtasan
लोकप्रिय	popular
लोकप्रिय	sikat
कवि	makata
हिस्सा	bahagi
हिस्सा	part
हिस्सा	parte
पद	posisyon
पद	opinyon
पद	term
पद	termino
पद	kataga
पद	rank
पद	ranggo
हाथ	kamay
हाथ	hands
हाथ	kamay
जनता	publiko
जनता	pampubliko
विस्तार	expansion
विस्तार	extension
विस्तार	palugit
विस्तार	extension
विस्तार	palawakin
पूरे	whole
पूरे	buo
पूरे	buong
युग	yuga
युग	epoch
द्वितीय	pangalawa
चुनाव	eleksyon
चुनाव	pagpipilian
चुनाव	halalan
चुनाव	pagpili
चुनाव	pagpipilian
चुनाव	pinili
चुनाव	choice
व्यक्तिगत	personal
व्यक्तिगत	indibiduwal
व्यक्तिगत	indibidwalismo
मेल	mail
मेल	sulat
मेल	koreo
दूसरा	pangalawa
आता	lumapit
प्रवेश	pagpasok
प्रवेश	pasukan
यूरोप	europa
यूरोप	gresya
शुरुआत	simula
दूरी	layo
दूरी	distansya
दूरी	distansiya
निर्मित	nakapaloob
निर्मित	binuo
निर्मित	ginawa
निर्मित	nilikha
सामग्री	nilalaman
सामग्री	materyal
सामग्री	materyales
सामग्री	nilalaman
सामग्री	materyales
ऊर्जा	enerhiya
ली	lee
वैज्ञानिक	siyentipiko
वैज्ञानिक	scientist
वैज्ञानिक	siyentipiko
कुमार	kumar
उद्देश्य	nilalayon
उद्देश्य	aim
उद्देश्य	layunin
उद्देश्य	layunin
प्रस्तुत	ipinapakita
प्रस्तुत	iharap
प्रस्तुत	iniharap
प्रान्त	probinsya
प्रान्त	province
प्रान्त	probinsiya
प्रान्त	lalawigan
ऐतिहासिक	makasaysayang
ऐतिहासिक	makasaysayang
सर्वश्रेष्ठ	makakaya
सर्वश्रेष्ठ	pinakamagandang
सर्वश्रेष्ठ	pinakamaganda
सर्वश्रेष्ठ	best
धार्मिक	relihiyoso
द्वीप	isla
द्वीप	pulo
द्वीप	island
केंद्र	center
केंद्र	sentro
केंद्र	sentro
केंद्र	centre
जनसंख्या	populasyong
जनसंख्या	populasyon
यही	precedent
दर	rate
सामने	harapan
सामने	harap
ठीक	okay
ठीक	fine
रेल	railway
रेल	riles
रेल	riles
रेल	tren
दिए	binigay
दिए	given
दिए	ibinigay
पदार्थ	matter
पदार्थ	materyal
पदार्थ	materyales
पदार्थ	sangkap
पदार्थ	materyales
तथ्य	katotohanan
तथ्य	katunayan
तथ्य	fact
तथ्य	katotohanan
लाभ	benepisyo
लाभ	bentahe
लाभ	samantalahin
लाभ	advantage
लाभ	kalamangan
लाभ	tubo
लाभ	kumikita
लाभ	makinabang
लाभ	benepisyo
लाभ	pakinabang
लाभ	kalamangan
लाभ	gain
साम्राज्य	imperyo
साम्राज्य	monggol
साम्राज्य	monarkiya
सदस्यों	miyembro
सदस्यों	members
सदस्यों	kasapi
देवी	diwata
देवी	diyosa
देवी	dyosa
देवी	devi
भूमि	lupain
भूमि	lupa
व्यापक	elaborate
व्यापक	malapad
व्यापक	malawak
किमी	mph
प्रबंधन	pamahalaan
प्रबंधन	management
प्रबंधन	pamamahala
प्रबंधन	tagapamahala
