din	dari
tot	semua
tot	masih
chiar	even
chiar	genap
chiar	bahkan
făcut	made
făcut	dibuat
cunoscute	dikenal
cunoscute	diketahui
film	movie
film	bioskop
film	film
film	film
perioadă	periode
vorbitori	speaker
vorbitori	pembicara
date	kurma
date	tanggal
date	data
trebuie	harus
trebuie	mesti
trebuie	keharusan
trebuie	must
cunoscută	dikenal
cunoscută	diketahui
decât	daripada
decât	than
aici	disini
aici	here
aici	sini
mari	big
mari	besar
mari	mari
zile	days
zile	hari
față	front
față	depan
față	muka
față	wajah
față	face
club	club
club	klub
componente	komponen
est	east
est	timur
est	est
nou	new
nou	baru
ales	dipilih
ales	terpilih
numai	only
numai	saja
numai	hanya
ioan	john
ioan	yohanes
ioan	ioan
ion	ion
rusă	russian
rusă	rusia
isbn	isbn
populația	penduduk
populația	populasi
doi	dua
doi	two
același	same
membru	anggota
membru	member
dată	tanggal
dată	tgl
numit	bernama
numit	dinamai
numit	dinamakan
numit	disebut
numit	dipanggil
descrisă	dijelaskan
descrisă	digambarkan
descrisă	diterangkan
oficial	official
oficial	resmi
nici	nor
împotriva	menentang
împotriva	melawan
împotriva	against
împotriva	terhadap
deși	meskipun
deși	walaupun
deși	though
deși	meskipun
deși	walaupun
deși	meski
deși	walau
saint	santo
saint	saint
împreună	bareng
împreună	together
împreună	bersama
specia	spesies
specia	species
vest	maghrib
vest	barat
vest	west
vest	barat
vest	western
italia	italia
italia	italy
italia	italia
puțin	little
puțin	kecil
puțin	sedikit
puțin	beraktifitas
excentricitate	eksentrik
încă	masih
descoperit	ditemukan
descoperit	menemukan
descoperit	ketahuan
descoperit	diungkap
înainte	forward
înainte	maju
înainte	teruskan
înainte	sebelum
înainte	sebelumnya
înainte	before
lemn	kayu
lemn	wood
noi	new
noi	baru
nicolae	nicholas
nicolae	nicolae
națională	gimn
națională	national
națională	nasional
subspecii	upaspesies
statele	negara
roman	roman
roman	romawi
roman	novel
drept	straight
drept	lurus
mod	moda
mod	modus
mod	mode
american	american
american	amerika
fiecare	setiap
fiecare	every
fiecare	setiap
fiecare	tiap
fiecare	each
prezent	sajikan
prezent	hadir
prezent	present
casa	house
casa	rumah
categorie	kategori
text	sms
text	teks
cluj	cluj
bine	bagus
bine	okey
bine	okay
bine	oke
http	http
site	situs
site	site
articole	artikel
articole	item
articole	butir
articole	barang
alexandru	alexandru
alexandru	alexander
unele	some
unele	beberapa
milioane	juta
milioane	million
milioane	sejuta
milioane	jutaan
milioane	juta
milioane	berjuta
apă	water
apă	air
doua	dua
doua	two
iași	iaşi
ori	ori
țară	negara
sate	desa
târziu	terlambat
târziu	telat
târziu	larut
istoria	history
istoria	riwayat
istoria	sejarah
maria	maria
cunoscut	dikenal
cunoscut	diketahui
patru	empat
patru	four
republica	republik
râul	sungai
râul	river
formată	dibentuk
formată	terbentuk
paris	paris
gheorghe	gheorghe
gheorghe	george
tip	cowok
tip	guy
tip	jenis
tip	tipe
tip	ketik
premiul	prize
premiul	penghargaan
premiul	award
persoane	rakyat
persoane	orang
persoane	people
constantin	constantin
constantin	konstantin
constantin	konstantinus
constantin	constantine
etc	dll
exemplu	contoh
descriere	caption
descriere	keterangan
descriere	uraian
descriere	deskripsi
descriere	keterangan
george	george
articol	pasal
articol	artikel
născut	born
născut	lahir
născut	terlahir
născut	dilahirkan
numărul	angka
numărul	nomor
numărul	bilangan
numărul	nomer
comitatul	kabupaten
comitatul	county
comitatul	daerah
comitatul	powiat
harta	map
harta	peta
john	john
john	yohanes
jos	turun
jos	down
jos	turunkan
marea	laut
deoarece	karena
aproape	almost
aproape	hampir
aproape	nyaris
scris	tertulis
scris	ditulis
raport	lapor
raport	laporkan
raport	melaporkan
raport	laporan
echipa	skuad
echipa	squad
echipa	regu
echipa	pasukan
echipa	tim
echipa	team
diferite	beda
diferite	berbeda
baza	dasar
baza	pangkalan
baza	base
baza	markas
baza	basis
special	istimewa
special	spesial
special	special
special	khusus
valea	valea
valea	valley
valea	lembah
comune	joint
comune	sendi
ele	mereka
stadium	stadion
stadium	stadium
svg	svg
zona	zona
zona	zone
zona	daerah
zona	wilayah
zona	luas
zona	kawasan
zona	area
dat	diberikan
dat	diberi
slovenia	slovenia
americii	amerika
americii	america
satului	kampung
satului	dusun
satului	desa
satului	village
împărat	kaisar
resedinta	residence
resedinta	kediaman
viața	kehidupan
viața	life
viața	hidup
bun	bagus
cet	cet
format	dibentuk
format	terbentuk
format	format
primit	diterima
președinte	presiden
președinte	ketua
lângă	dekat
oameni	rakyat
oameni	orang
oameni	people
istoric	bersejarah
istoric	sejarawan
istoric	historis
istoric	bersejarah
istoric	sejarah
istoric	history
istoric	riwayat
istoric	sejarah
suprafață	permukaan
suprafață	daerah
suprafață	wilayah
suprafață	luas
suprafață	kawasan
suprafață	area
europa	eropa
europa	europa
universitatea	universitas
universitatea	university
team	tim
team	team
copii	anak
aproximativ	perkiraan
lucru	thing
lucru	hal
lucru	pekerjaan
lucru	kerja
lucru	bekerja
cazul	case
cazul	kasus
români	rumania
români	rumania
folosit	digunakan
folosit	terpakai
folosit	used
folosit	dipakai
orice	setiap
orice	sembarang
orice	any
orice	anything
orice	apapun
ibn	ibn
ibn	ibnu
mihai	mihai
mihai	michael
mihai	mikail
acum	sekarang
acum	now
acum	kini
recensământul	sensus
centrul	tengah
centrul	pusat
centrul	center
centrul	tengah
centrul	pusat
centrul	centre
reprezintă	mewakili
reprezintă	mewakili
reprezintă	wakili
san	san
teritoriul	wilayah
teritoriul	teritori
van	van
ungaria	hongaria
ungaria	hungaria
număr	angka
număr	nomor
număr	bilangan
număr	nomer
cauza	penyebab
cauza	sebab
cauza	sebabkan
cauza	cause
cauza	menyebabkan
bulgaria	bulgaria
engleză	inggris
engleză	indonesian
engleză	english
serie	deret
serie	series
serie	seri
sua	as
sua	usa
vechi	tua
vechi	lama
vechi	old
reședința	residence
reședința	kediaman
munții	gunung
munții	pegunungan
limbi	bahasa
fel	kind
fel	jenis
apelor	waters
apelor	perairan
apelor	air
fotbal	sepakbola
fotbal	soccer
fotbal	sepakbola
fotbal	football
regele	raja
regele	king
fiul	nak
fiul	putra
fiul	son
fiul	anak
anterior	sebelumnya
nouă	new
nouă	baru
nouă	sembilan
nouă	nine
evoluția	evolusi
evoluția	evolution
viteză	kecepatan
viteză	speed
paul	paulus
paul	paul
orașe	kota
institutul	institute
institutul	institut
satele	desa
lansat	dilepaskan
lansat	dirilis
lansat	diluncurkan
lansat	meluncurkan
istorice	historis
istorice	bersejarah
istorice	sejarah
trecut	past
articolul	pasal
articolul	artikel
mulți	banyak
viață	kehidupan
viață	life
viață	hidup
informații	information
informații	informasi
titlu	headline
titlu	judul
titlu	gelar
titlu	jabatan
titlu	judul
goluri	gol
goluri	tujuan
titlul	gelar
titlul	jabatan
titlul	judul
album	album
york	york
von	von
pagina	page
pagina	halaman
imperiul	imperium
imperiul	empire
imperiul	kekaisaran
moartea	kematian
moartea	death
moartea	maut
moartea	mati
apare	muncul
fața	muka
fața	wajah
fața	face
armata	tentara
armata	army
formă	shape
formă	bentuk
formă	formulir
formă	membentuk
formă	form
formă	bentuk
color	warna
color	color
color	berwarna
color	warna
color	colour
german	german
german	jerman
ștefan	stephen
ștefan	stefan
rolul	peran
rolul	peranan
mică	small
mică	kecil
mică	mica
mică	mika
des	des
des	seringkali
des	sering
transilvania	transylvania
epocă	vintage
începând	mulai
începând	dimulai
începând	starting
începând	memulai
principal	utama
forma	shape
forma	bentuk
forma	formulir
forma	membentuk
forma	form
forma	bentuk
carol	carol
mici	small
mici	kecil
astăzi	today
robert	robert
apărut	muncul
eliberare	rilis
eliberare	melepaskan
eliberare	lepaskan
eliberare	pembebasan
european	eropa
european	european
mic	small
mic	kecil
mic	little
mic	kecil
mic	sedikit
mic	beraktifitas
mic	mik
mic	mic
minore	kecil
minore	minor
câștigat	won
câștigat	dimenangkan
câștigat	menang
gen	gender
gen	genre
gen	genus
com	com
importante	jga
importante	penting
der	der
aur	emas
aur	gold
luat	taken
luat	dibawa
luat	diambil
murit	meninggal
germană	german
germană	jerman
orbită	orbit
rotație	rotasi
rotație	putaran
pol	pol
pol	kutub
pol	pole
pol	galah
pol	tiang
lume	world
lume	dunia
local	lokal
local	local
local	lokal
fapt	kenyataan
fapt	fakta
fapt	faktanya
fapt	fact
anglia	inggris
politică	polis
politică	kebijakan
politică	politik
spacewatch	spacewatch
devine	devine
revista	majalah
asta	ini
asta	that
asta	itu
asta	bahwa
asta	yang
vasile	vasile
vasile	basil
vasile	kemangi
profesor	profesor
profesor	professor
profesor	guru
planetelor	planet
cinci	lima
cinci	five
acolo	ada
lumea	world
lumea	dunia
muzică	music
muzică	musik
situat	berlokasi
situat	bertempat
situat	terletak
situat	terletak
david	daud
david	david
țara	negara
vol	vol
vol	jilid
etnică	etnis
etnică	etnik
centru	tengah
centru	pusat
centru	center
centru	tengah
centru	pusat
centru	centre
alt	alt
istorie	history
istorie	riwayat
istorie	sejarah
austria	austria
districtul	distrik
districtul	kecamatan
districtul	raionul
districtul	kabupaten
districtul	daerah
altitudine	ketinggian
periheliu	perihelion
regatul	kingdom
regatul	kerajaan
conține	mengandung
conține	berisi
activitatea	kegiatan
activitatea	aktivitas
sultan	sultan
afeliu	aphelion
inițial	awalnya
inițial	aslinya
inițial	awalnya
inițial	inisial
artă	seni
artă	art
artă	kesenian
descoperitor	penemu
body	body
body	bodi
body	buh
body	tubuh
body	badan
imagini	gambar
imagini	citra
imagini	pictures
imagini	gambar
rusia	rusia
rusia	russia
spune	katakan
spune	say
spune	katakanlah
domeniul	domain
domeniul	ranah
școala	sekolah
polonia	polandia
succes	sukses
succes	kesuksesan
succes	berhasil
succes	keberhasilan
provincie	propinsi
provincie	provinsi
studii	kajian
studii	belajar
studii	studi
studii	studi
inclusiv	termasuk
primar	walikota
primar	mayor
primar	primer
primar	utama
primar	primary
francez	prancis
francez	perancis
privind	nonton
privind	menonton
privind	watching
scriitor	penulis
jean	jean
sistemul	sistem
sistemul	system
începe	mulai
începe	mulailah
începe	start
ziua	siang
ziua	hari
ziua	day
sur	sur
single	single
single	lajang
single	jomblo
single	tunggal
urmat	diikuti
războiul	perang
războiul	peperangan
războiul	war
world	world
world	dunia
xix	xix
internațional	internasional
internațional	international
internațional	mancanegara
franceză	prancis
franceză	perancis
pare	tampaknya
pare	sepertinya
william	william
ministru	menteri
important	jga
important	penting
familie	keluarga
familie	family
familie	famili
politic	politik
țări	negara
funcția	fungsi
jpl	jpl
lucrări	karya
lucrări	bekerja
lucrări	works
publicat	dipublikasikan
publicat	diterbitkan
publicat	terbitkan
mircea	mircea
curs	course
curs	kursus
probabil	mungkin
considerat	dianggap
considerat	dipertimbangkan
sistem	sistem
sistem	system
politice	politik
sudul	southern
sudul	selatan
sudul	selatan
sudul	south
vreme	cuaca
autor	pengarang
autor	penulis
autor	pembuat
mediu	lingkungan
mediu	medium
mediu	sedang
mediu	menengah
prea	terlalu
prea	too
dezambiguizare	disambiguasi
spania	spanyol
funcție	fungsi
categoria	kategori
nivel	aras
nivel	level
nivel	tingkatan
nivel	tingkat
web	web
top	top
top	puncak
top	teratas
mihail	mikhail
mihail	michael
mihail	mikail
mihail	mihail
biserică	gereja
biserică	church
realizat	sadar
realizat	direalisasikan
realizat	menyadari
realizat	raih
realizat	tercapai
realizat	dicapai
realizat	diraih
realizat	dicapai
realizat	tercapai
realizat	direalisasikan
cartea	kitab
cartea	book
cartea	buku
filme	films
filme	film
filme	movies
filme	bioskop
filme	film
noua	new
noua	baru
căsătorit	married
căsătorit	menikah
png	png
muzeul	museum
muzeul	musium
city	city
city	kota
construit	membangun
construit	dibangun
construit	built
odată	once
odată	sekali
luptă	battle
luptă	pertempuran
luptă	peperangan
luptă	bertarung
luptă	berkelahi
luptă	fight
luptă	lawan
luptă	melawan
luptă	berjuang
unit	bersatu
luni	bulan
luni	senin
jucat	diputar
jucat	dimainkan
jucat	dipermainkan
zone	zona
zone	area
radio	radio
romano	romano
istorică	bersejarah
istorică	historis
istorică	bersejarah
istorică	sejarah
deja	sudah
monument	tugu
monument	monumen
europene	eropa
europene	european
fac	melakukan
dreapta	kanan
dreapta	benar
dreapta	right
moment	moment
moment	momen
componenta	komponen
cantonul	canton
cantonul	kanton
vârsta	usia
vârsta	umur
km²	km²
toți	all
toți	aii
toți	semua
bază	dasar
bază	pangkalan
bază	base
bază	markas
bază	basis
ultima	last
ultima	terakhir
origine	origin
origine	asal
recensământ	sensus
actor	actor
actor	aktor
literatură	sastra
anderson	anderson
veche	tua
veche	lama
veche	old
timișoara	timişoara
les	les
participat	berpartisipasi
guvernul	pemerintah
guvernul	pemerintahan
estul	east
estul	timur
total	total
japonia	jepang
japonia	japan
sibiu	sibiu
petru	petru
petru	petrus
petru	peter
conte	hitunglah
conte	hitung
conte	menghitung
conte	hitungan
conte	cacah
conte	conte
alba	alba
bavaria	bayern
bavaria	bavaria
roma	rome
roma	romawi
roma	roma
roma	roma
specii	spesies
specii	species
cupa	gelas
cupa	piala
cupa	cawan
cupa	cangkir
cupa	cup
bătălia	battle
bătălia	pertempuran
bătălia	peperangan
ceva	something
ceva	sesuatu
membri	anggota
calitate	berkualitas
calitate	kualitas
scrie	tulis
scrie	menulis
scrie	tulislah
euro	euro
uniunii	union
uniunii	uni
uniunii	serikat
scurt	short
scurt	singkat
scurt	pendek
scurt	ringkas
scurt	singkat
scurt	brief
mama	bu
mama	ibu
mama	mom
mama	bunda
mama	mother
mama	ibu
mama	bunda
creat	tercipta
creat	dibuat
campionatul	championship
campionatul	kejuaraan
del	del
locuri	tempat
locuri	kursi
uri	uri
mănăstirea	vihara
mănăstirea	biara
america	amerika
america	america
produs	dihasilkan
produs	diproduksi
produs	product
produs	produk
ultimul	last
ultimul	terakhir
condus	driven
condus	didorong
președintele	presiden
andrei	andrei
andrei	andrey
andrei	andrei
radu	radu
brazilia	brazil
brazilia	brasil
suceava	suceava
james	james
james	yakobus
declarat	dideklarasikan
surse	sumber
obicei	kebiasaan
compania	perusahaan
compania	company
etnic	etnis
etnic	etnik
echipe	tim
sezonul	season
sezonul	musim
sezonul	musimnya
central	central
central	tengah
central	pusat
central	sentral
central	upt
dan	dan
unii	some
unii	beberapa
liga	league
liga	liga
liga	liga
rol	peran
rol	peranan
loire	loire
brașov	brașov
india	india
construită	membangun
construită	dibangun
construită	built
construită	dibangun
uniunea	union
uniunea	uni
uniunea	serikat
obținut	diperoleh
obținut	raih
obținut	tercapai
obținut	dicapai
obținut	diraih
cărți	kartu
cărți	pembukuan
cărți	buku
opera	opera
rock	batuan
rock	batu
rock	rock
zonă	zona
zonă	zone
zonă	daerah
zonă	wilayah
zonă	luas
zonă	kawasan
zonă	area
stil	gaya
stil	style
stil	bergaya
pus	menempatkan
pus	put
video	vidio
video	video
teatru	theater
teatru	teater
teatru	bioskop
teatru	theatre
teatru	teater
teatru	bioskop
ziarul	koran
www	www
militară	militer
militară	kemiliteran
post	kiriman
post	posting
post	kirimkan
post	kirim
post	post
mureș	mureş
românesc	rumania
plus	ditambah
plus	plus
richard	richard
china	tiongkok
china	china
china	jatim
china	cina
codul	code
codul	kode
administrația	administrasi
fiica	daughter
fiica	putri
fiica	dikit
scopul	aim
scopul	bidik
scopul	tujuan
scopul	tujuan
scopul	gawang
scopul	sasaran
scopul	goal
scopul	gol
situată	terletak
grupul	group
grupul	kelompokkan
grupul	grup
grupul	kelompok
victor	victor
michael	michael
michael	mikail
londra	london
londra	banjarmasin
insula	pulau
insula	island
poziția	posisi
poziția	jabatan
poziția	tajuk
poziția	menuju
poziția	heading
charles	charles
albumul	album
diverse	bermacam
diverse	berbagai
diverse	beragam
diverse	miscellaneous
intrat	dimasukkan
șase	six
șase	enam
director	sutradara
director	direktur
director	direktori
website	website
militar	militer
militar	kemiliteran
originală	asli
originală	original
state	negara
state	negara
state	keadaan
state	state
pop	pop
azi	today
uneori	terkadang
uneori	kadang
university	universitas
university	university
cultural	kebudayaan
cultural	budaya
trimis	dikirim
trimis	terkirim
trimis	dikirimkan
bar	batang
bar	bilah
bar	bar
henric	henry
folosite	digunakan
folosite	terpakai
folosite	used
folosite	dipakai
jumătate	separuh
jumătate	setengahnya
jumătate	half
jumătate	setengah
capitala	capital
capitala	ibukota
capitala	modal
fizice	jasmani
fizice	fisik
mexico	meksiko
mexico	mexico
activitate	kegiatan
activitate	aktivitas
mesa	mesa
sfântul	santo
sfântul	saint
științe	sciences
științe	ilmu
științe	sains
soția	isteri
soția	istrinya
soția	istri
soția	wife
metri	meter
metri	meter
imperiului	imperium
imperiului	empire
imperiului	kekaisaran
centrală	central
centrală	tengah
centrală	pusat
centrală	sentral
centrală	upt
vii	vii
singur	sendirian
singur	alone
singur	sendiri
singur	single
singur	lajang
singur	jomblo
singur	tunggal
singur	kesepian
singur	sepi
public	publik
public	public
public	publik
nevoie	membutuhkan
nevoie	perlukan
nevoie	perlu
nevoie	kebutuhan
nevoie	need
nevoie	butuh
nevoie	diperlukan
nevoie	dibutuhkan
oamenii	manusia
oamenii	rakyat
oamenii	orang
oamenii	people
caz	case
caz	kasus
televiziune	television
televiziune	televisi
curtea	court
curtea	sidang
curtea	pengadilan
curtea	mahkamah
probleme	solat
probleme	masalah
probleme	trouble
probleme	kesulitan
probleme	masalah
probleme	masalah
probleme	isu
publice	publik
publice	public
regia	diarahkan
regia	disutradarai
regia	sutradara
plan	rencana
plan	plan
plan	rencanakan
naturale	alamiah
naturale	natural
naturale	alami
facultatea	kuliah
facultatea	college
facultatea	kampus
facultatea	fani
facultatea	fakultas
pământ	bumi
pământ	earth
pământ	daratan
pământ	tanah
pământ	land
viena	wina
houten	houten
principale	utama
prim	prime
prim	perdana
prim	prim
arte	arts
arte	seni
arte	kesenian
alți	lain
alți	lainnya
seria	deret
seria	series
seria	seri
dezvoltarea	pengembangan
dezvoltarea	perkembangan
dezvoltarea	pembangunan
dezvoltarea	berkembang
dezvoltarea	kembangkan
dezvoltarea	mengembangkan
direct	straight
direct	lurus
direct	direct
direct	langsung
direct	langsung
șef	chief
șef	ketua
șef	kepala
palatul	puput
palatul	istana
palatul	keraton
termenul	term
termenul	istilah
altele	lain
altele	lainnya
altele	lain
altele	lainnya
carte	kitab
carte	book
carte	buku
auto	auto
auto	otomotif
auto	otomatis
africa	africa
africa	afrika
religie	agama
minor	kecil
minor	minor
conducerea	management
conducerea	manajemen
conducerea	pengelolaan
conducerea	kepemimpinan
conducerea	pimpinan
asia	asia
final	akhiri
final	end
final	akhir
final	final
adus	dibawa
para	pir
para	pear
para	para
următoarea	selanjutnya
următoarea	berikutnya
următoarea	next
părți	parts
părți	bagian
părți	onderdil
părți	pesta
părți	pihak
fratele	bâ
fratele	saudara
fratele	brother
fratele	kakak
membrii	anggota
acord	kesepakatan
acord	perjanjian
acord	persetujuan
ambele	berdua
ambele	keduanya
teatrul	theater
teatrul	teater
teatrul	bioskop
teatrul	theatre
teatrul	teater
teatrul	bioskop
stânga	kiri
stânga	tersisa
catolici	katolik
press	tekan
press	pers
press	press
traducere	translation
traducere	terjemahan
traducere	penerjemahan
ludovic	louis
dumnezeu	god
dumnezeu	tuhan
dumnezeu	allah
momentul	moment
momentul	momen
drumul	jalan
drumul	road
evenimente	peristiwa
evenimente	kegiatan
evenimente	event
evenimente	acara
district	distrik
district	kecamatan
district	raionul
district	kabupaten
district	daerah
und	und
luna	luna
luna	rembulan
luna	bulan
luna	moon
luna	bulan
publică	publik
publică	public
publică	publikasikan
publică	terbitkan
arad	arad
poet	penyair
poet	pujangga
peter	petrus
peter	peter
victoria	victoria
fondat	didirikan
sovietică	soviet
nivelul	aras
nivelul	level
nivelul	tingkatan
nivelul	tingkat
rus	russian
rus	rusia
rus	rus
poartă	gate
poartă	gerbang
poartă	pakailah
poartă	aus
poartă	wear
poartă	pakai
martin	martinus
martin	martin
observatorul	observatorium
observatorul	pengamat
observatorul	observer
europeană	eropa
europeană	european
adrian	adrian
dumitru	dumitru
https	https
romane	novel
continuat	dilanjutkan
continuat	berkelanjutan
continuat	lanjutan
pas	step
pas	langkah
pas	melangkah
pas	pas
spus	said
spus	berkata
spus	mengatakan
spus	katanya
spus	kata
united	bersatu
biserici	gereja
berlin	berlin
proiectului	project
proiectului	proyek
proiectului	projek
lumina	cahaya
lumina	lampu
lumina	light
lumina	terang
lumina	ringan
haute	haute
elemente	item
elemente	butir
elemente	barang
elemente	unsur
elemente	elemen
piatră	batu
piatră	stone
piatră	batuan
piatră	batu
piatră	rock
produse	product
produse	produk
produse	produk
romania	rumania
romania	romania
thomas	thomas
napoca	napoca
sec	detik
sec	sec
piese	trek
piese	parts
piese	bagian
piese	onderdil
piața	pasar
găsit	menemukan
găsit	mendapati
găsit	nemu
găsit	ditemukan
muzica	music
muzica	musik
folosită	digunakan
folosită	terpakai
folosită	used
folosită	dipakai
casă	house
casă	rumah
casă	home
casă	rumah
casă	pulang
casă	beranda
afaceri	bisnis
afaceri	business
vestul	maghrib
vestul	barat
vestul	west
legătură	pranala
legătură	link
legătură	tautan
legătură	taut
grecia	yunani
liber	bebas
liber	gratis
liber	free
înseamnă	berarti
înseamnă	artinya
înseamnă	sarana
pagini	halaman
national	gimn
national	national
national	nasional
moscova	moskow
moscova	moskwa
comunist	komunis
britanic	britania
britanic	british
linia	line
linia	baris
linia	garis
medie	medium
medie	sedang
medie	menengah
medie	maksud
medie	berarti
medie	galak
medie	mean
sovietice	soviet
puterea	kekuatan
puterea	tenaga
puterea	kekuasaan
puterea	kekuatan
puterea	power
puterea	daya
puternic	tegar
puternic	strong
puternic	kuat
puternic	ampuh
puternic	kuat
oficială	official
oficială	resmi
legea	hukum
legea	law
pierdut	kalah
pierdut	tersesat
pierdut	kehilangan
pierdut	lost
pierdut	hilang
colspan	colspan
afara	luar
afara	diluar
afara	keluar
afara	out
loneos	loneos
cariera	karir
cariera	karier
cariera	berkarir
germani	jerman
rezultat	hasil
rezultat	result
structura	struktur
rândul	dayung
rândul	baris
rândul	row
constanța	constanţa
nordul	utara
nordul	north
nordul	utara
nordul	northern
ușor	gampang
ușor	mudah
ușor	easy
putere	kekuatan
putere	tenaga
putere	kekuasaan
putere	kekuatan
putere	power
putere	daya
anumite	tertentu
adevărul	kebenaran
adevărul	truth
xviii	xviii
black	hitam
black	black
ediția	edition
ediția	edisi
castelul	kastil
castelul	istana
castelul	castle
castelul	benteng
fiu	nak
fiu	putra
fiu	son
fiu	anak
naturală	alamiah
naturală	natural
naturală	alami
consiliului	majelis
consiliului	dewan
consiliului	council
importantă	jga
importantă	penting
cetatea	benteng
cetatea	benteng
cetatea	citadel
poltava	poltava
suprafața	permukaan
premii	penghargaan
premii	hadiah
puncte	dots
puncte	noktah
puncte	titik
puncte	poin
puncte	point
prințul	pangeran
prințul	prince
meteorologie	meteorologi
lungime	panjang
social	sosial
social	social
social	sosial
rapid	ngakak
rapid	cepat
rapid	fast
rapid	cepat
rapid	puasa
generalul	umum
generalul	jendral
generalul	jenderal
femei	wanita
femei	perempuan
femei	women
international	internasional
international	international
international	mancanegara
descrierea	uraian
descrierea	deskripsi
descrierea	keterangan
școală	sekolah
original	asli
original	original
șapte	seven
șapte	tujuh
plante	tanaman
plante	tumbuhan
kiev	kiev
ediție	edition
