את	te
ביולי	júliusban
ביולי	júliusi
ביולי	július
שוליים	fringe
להיות	lenni
באוקטובר	októberi
באוקטובר	októberben
באוקטובר	október
בשם	megnevezett
במקום	helyett
במקום	ehelyett
במקום	helyette
החל	kezdődött
החל	megkezdődött
החל	elkezdődött
החל	kezdem
החל	kezdő
החל	kezdve
הרב	gyógynövény
הרב	herb
ארצות	országokban
ארצות	országok
בינואר	januári
בינואר	január
בינואר	januárban
במרץ	március
במרץ	márciusi
ראש	fejet
ראש	fej
ראש	fejét
ראש	rush
ראש	rohanás
חיים	élet
חיים	életem
חיים	life
חיים	chaim
חיים	haim
המאה	évszázad
המאה	század
בנובמבר	november
בנובמבר	novemberi
בנובמבר	novemberben
בדצמבר	december
בדצמבר	decemberi
בדצמבר	decemberben
לי	lee
תל	tel
בבית	otthon
בבית	itthon
בבית	haza
ערך	érték
ערך	értéke
בפברואר	februárban
בפברואר	februári
בפברואר	február
אלו	ezek
אלו	ezeket
זמן	ideje
זמן	időpont
זמן	idő
אחר	egyéb
אחר	más
בני	benny
בני	fiam
בני	fiuk
בעיקר	főként
בעיקר	főleg
בעיקר	elsősorban
בעיקר	leginkább
בעיקר	főleg
בעיקר	főként
בעיקר	többnyire
אתר	weboldal
אתר	honlap
אתר	webhely
אתר	helyszín
אתר	helyén
אתר	webhely
אתר	éter
ללא	nélkül
ללא	anélkül
שונים	más
שונים	különböző
שונים	eltérő
שונים	többféle
שונים	különféle
שונים	különböző
אדם	személy
אדם	személyre
אדם	ádám
אדם	adam
אדם	ember
אדם	emberi
אדם	férfi
אדם	ember
כלל	szabály
עוד	több
עוד	more
עוד	további
עוד	tobb
דבר	izé
דבר	dolog
דבר	beszélni
דבר	beszélgetés
דבר	beszélj
אחרים	egyéb
אחרים	más
אחרים	másoknak
אחרים	egyéb
אחרים	mások
אחרים	egyebek
ספר	könyv
ספר	könyvet
ספר	borbély
ספר	fodrász
ספר	mondd
נגד	ellene
נגד	ellen
זכה	nyert
אחרי	után
אחרי	after
אחרי	miután
אחרי	utána
אולם	mindamellett
אולם	mindazonáltal
אולם	azonban
הן	ők
יום	nap
יום	napon
יום	nappal
יום	napot
יום	hume
אלה	ezek
אלה	ezeket
אלה	ella
אלה	ellát
אלה	istennő
כבר	már
כבר	máris
כיום	jelenleg
כיום	napjainkban
כיום	manapság
ירושלים	jeruzsálem
המדינה	állapot
המדינה	állami
המדינה	állam
מקום	helyszín
מקום	hely
מאוד	nagyon
יהודים	zsidó
יהודים	zsidók
יהודים	zsidók
רבות	sok
רבות	sokan
כמה	néhány
מטר	lábak
מטר	láb
מטר	méter
מטר	méter
מטר	méter
מטר	mérő
מטר	méter
דרך	via
דרך	keresztül
דרך	át
שנת	évjárat
שנת	éve
שנת	évi
שנת	év
יכול	lehetne
יכול	tud
יכול	can
יכול	lehet
באמצעות	via
בעלי	férje
בעלי	férjem
בעלי	férj
יחד	együtt
בשל	megérett
בשל	érett
בשל	esedékes
פרס	jutalom
פרס	díj
פרס	jutalom
פרס	nyeremény
פרס	díj
פרס	díjat
דוד	dodd
דוד	david
דוד	dávid
בעל	férje
בעל	férjem
בעל	férj
שלה	övé
בנוסף	plus
בנוסף	plussz
בנוסף	plusz
בנוסף	ezenfelül
בנוסף	továbbá
תחת	feneke
תחת	fenék
תחת	alatt
תחת	alatta
תחת	alá
תמונה	fényképek
תמונה	kép
תמונה	fénykép
תמונה	fotó
תמונה	kép
תמונה	képet
תמונה	képet
תמונה	kép
תמונה	fénykép
כתב	újságíró
כתב	riporter
כתב	írt
כתב	irtam
כתב	írta
כתב	írtam
הקבוצה	csoport
הקבוצה	csoportban
הערך	érték
הערך	értéke
היום	ma
רבי	rabbi
מי	ki
מי	aki
למרות	ellenére
למרות	habár
למרות	bár
למרות	habár
למרות	bár
אחרות	másoknak
אחרות	egyéb
אחרות	mások
אחרות	egyebek
אותם	ők
אותם	őket
החברה	társadalom
החברה	társaság
החברה	vállalat
החברה	cég
החברה	század
המלחמה	háború
שונות	más
שונות	különböző
שונות	eltérő
שונות	egyéb
שונות	egyebek
שונות	különféle
שונות	vegyes
הארץ	föld
מערכת	rendszer
מערכת	system
תאריך	dátum
תאריך	időpont
בלבד	csak
בלבד	kizárólag
עבר	elmúlt
עבר	múlt
עבר	múltbeli
עבר	elköltözött
עבר	költözött
עבר	elhunyt
אפשר	lehetővé
נוסף	hozzáadott
נוסף	felvéve
מרכז	központi
מרכז	középre
מרכז	központ
מרכז	center
מרכז	középre
מרכז	központ
מרכז	centrum
שימוש	használat
שימוש	használatával
שימוש	használata
שימוש	felhasználva
שימוש	használat
שימוש	használata
שימוש	felhasználás
שימוש	használni
שיש	márvány
רוב	legtöbb
רוב	rob
רוב	többségi
רוב	többség
כולל	inkluzív
כולל	befogadó
כולל	tartalmazza
כולל	beleértve
גדול	nagyok
גדול	nagyméretű
גדול	nagy
גדול	nagyok
גדול	nagy
גדול	nagyszerű
ישראלים	izraeli
ישראלים	izraeliek
ישראלים	izraeliek
מאז	azóta
מאז	mióta
מאז	mivel
מאז	óta
יהודי	zsidó
יהודי	zsidók
יהודי	zsidó
סוג	típus
סוג	típusa
ראשון	vasárnap
ראשון	vasárnapi
ראשון	először
ראשון	első
מידע	info
מידע	infó
מידע	információ
מידע	infók
מידע	információk
מידע	információ
מידע	tájékoztatás
מידע	információk
מידע	adatok
מידע	adat
מידע	adatforgalom
ערכים	érték
ערכים	értékek
ערכים	bejegyzések
אנשים	emberek
קובץ	fájl
קובץ	file
קובץ	akta
דקות	perc
דקות	jegyzőkönyv
דקות	percek
חבר	barát
חבר	barátom
חבר	barátja
חבר	barát
צריך	kell
צריך	szükséges
צריך	kéne
צריך	kellene
ויקיפדיה	wikipédia
בת	lányom
בת	lánya
בת	beth
השם	neve
השם	név
בתוך	belül
בתוך	belül
האדם	személy
האדם	személyre
כאן	itt
מול	mol
שלהם	övék
לעתים	néha
הכנסת	zsinagóga
וגם	szintén
וגם	egyben
וגם	úgyszintén
הים	tengeren
הים	tengeri
הים	tenger
השיר	dal
השיר	dalt
השיר	song
בזמן	miközben
בזמן	mialatt
בזמן	míg
בזמן	amíg
חדש	újdonság
חדש	új
השלישי	iii
השלישי	harmadik
השלישי	harmadszor
משה	moses
משה	mózes
משה	moshe
גרמניה	németül
גרמניה	német
גרמניה	németország
יורק	yorkban
יורק	york
יורק	yorki
הממשלה	kormány
הממשלה	kormányzat
חיל	hadtest
חיל	alakulat
יהודה	júdás
יהודה	judah
מעל	vége
מעל	át
מעל	fölötte
מעל	felett
מעל	fölött
מעל	fent
מעל	fenti
מעל	felette
ארץ	ország
ארץ	országban
ארץ	föld
ארץ	földterület
ארץ	szárazföld
ארץ	telek
ארץ	földterületek
ארץ	föld
כלי	szerszám
כלי	eszköz
צרפת	franciaország
צרפת	france
הרבה	sok
הרבה	sok
הרבה	sokan
הרבה	sok
הרבה	sokat
אתה	te
נמצא	megtalált
נמצא	megtaláltam
נמצא	talált
טוב	jó
אי	sziget
אי	szigeten
ילדים	gyerekek
ילדים	kölykök
ילדים	gyerekek
ילדים	gyermekeknek
ילדים	gyermek
ילדים	gyermekek
שלושה	három
לאורך	mentén
הגיע	megérkezett
הגיע	megérkeztek
הגיע	jött
אירופה	európa
אירופה	europe
אירופה	európában
אירופה	europa
אירופה	európai
המלך	kinga
כמעט	majdnem
כמעט	majdnem
מיליון	millió
יצחק	isaac
יצחק	itzhak
האלבום	album
יוסף	joseph
יוסף	józsef
כוח	erőt
כוח	erő
כוח	force
כוח	erő
כוח	energia
כוח	erő
כוח	power
כוח	hatalom
נפטר	elhunyt
הלהקה	band
הלהקה	banda
הלהקה	együttes
הלהקה	zenekar
מלך	kinga
מקור	eredetű
מקור	eredet
מקור	eredete
מקור	származás
מקור	forrás
מקור	csőre
תוכנית	program
תוכנית	terv
תוכנית	program
בתי	lányom
בתי	lánya
נראה	tűnik
לגבי	kb
לגבי	nagyjából
לגבי	körülbelül
וב	webb
פעם	egyszer
משתמש	használatával
משתמש	használata
משתמש	felhasználva
משתמש	felhasználó
משתמש	felhasználói
קיבל	kapott
קיבל	fogadott
קיבל	beérkezett
קיבל	elfogadva
קיבל	elfogadott
קיבל	elfogadta
עקב	karom
עקב	esedékes
עקב	sarka
עקב	sarok
נשים	nők
נשים	asszonyok
נשים	női
נשים	nő
מונה	monet
מונה	mona
במיוחד	különösen
במיוחד	különösen
במיוחד	főleg
האימפריה	birodalom
האימפריה	empire
עדיין	még
מים	víz
מים	vizet
כוחות	powers
כוחות	hatáskörök
כוחות	hatáskör
כוחות	erők
פעולה	művelet
פעולה	fellépés
פעולה	cselekvési
פעולה	cselekvés
פעולה	akció
ניו	neo
נכון	jobbra
נכון	igaz
נכון	igazi
החלה	kezdődött
החלה	megkezdődött
החלה	elkezdődött
חוק	jogszabályok
חוק	jog
חוק	jogszabály
חוק	törvény
חיפה	haifa
יחידה	egység
יחידה	unit
העונה	szezont
העונה	idény
העונה	évszak
העונה	évad
העונה	szezon
שוב	újra
יעקב	jacob
יעקב	jakob
אינה	ina
מדינות	államok
מדינות	államokat
מדינות	országokban
מדינות	országok
הבית	otthon
הבית	itthon
הבית	haza
הבית	house
הבית	ház
הבית	házon
תודה	köszönöm
תודה	köszi
תודה	koszi
לב	szívem
לב	szívvel
לב	szív
לב	lev
מפקד	parancsnok
שלוש	három
שלום	shalom
שלום	béke
שלום	helló
שלום	hello
אזור	régió
אזור	régiók
אזור	övezet
אזור	zóna
אזור	terület
אזור	környék
פעמים	idők
פעמים	időpontok
פעמים	times
קבוצות	csoportok
קבוצות	csoportoknak
קבוצות	csapatok
המשחק	játék
המשחק	game
המשחק	meccs
האי	sziget
האי	szigeten
האי	hai
סרט	filmet
סרט	mozi
סרט	film
סרט	fólia
סרט	film
בגלל	mert
המפלגה	party
המפלגה	buli
המפלגה	parti
בעבר	korábban
האחרון	utoljára
האחרון	utolsónak
האחרון	last
האחרון	utolsó
קרב	harc
קרב	csata
קרב	harci
קרב	küzdelem
קרב	harc
האתר	weboldal
האתר	honlap
האתר	webhely
קצר	rövid
קצר	alacsony
קצר	röviden
קצר	rövid
ימים	napok
ימים	napokban
ימים	napokat
ימים	napokon
בהמשך	alul
בהמשך	alatt
בהמשך	alatta
בהמשך	alább
בהמשך	lent
בר	bar
בר	bár
צבא	katonaság
צבא	katonai
צבא	hadsereg
צבא	sereg
צבא	hadsereg
ים	tengeren
ים	tengeri
ים	tenger
החיים	élet
החיים	életem
החיים	life
הפך	lettem
הפך	lett
הפך	vált
משחק	játék
משחק	game
משחק	meccs
משחק	játszik
משחק	játszom
ראשי	fejet
ראשי	fej
ראשי	fejét
ראשי	főnök
ראשי	elsődleges
ראשי	primer
הזמן	ideje
הזמן	időpont
הזמן	idő
למעשה	igazából
למעשה	valójában
אברהם	ábrahám
אברהם	abraham
נבחר	választott
נבחר	kiválasztottak
נבחר	kiválasztott
נבחר	kijelölt
נבחר	kiválasztva
נבחר	kiválasztott
מדי	maddie
מדי	is
מדי	túl
לרוב	leginkább
לרוב	főleg
לרוב	főként
לרוב	többnyire
פעילות	tevékenységek
פעילות	tevékenység
פעילות	aktivitás
לכן	ezért
שטח	mező
שטח	terep
שטח	terület
שטח	környék
מאוחר	későn
מאוחר	késő
מאוחר	késve
דף	oldalt
דף	oldal
דף	def
קולנוע	filmet
קולנוע	mozi
קולנוע	film
קולנוע	mozi
קולנוע	filmek
קולנוע	filmeket
קולנוע	operatőrnek
קולנוע	mozi
קשר	kapcsolat
קשר	kapcsolódás
קשר	csatlakozás
קשר	kapcsolatfelvétel
קשר	kapcsolattartó
קשר	kontakt
קשר	érintkezés
קשר	kapcsolat
קשר	kapcsolatba
קשר	csomót
קשר	csomó
אחרת	máskülönben
אחרת	egyébként
אחרת	másképpen
אחרת	másképp
פני	penny
קודם	először
קודם	első
עיר	városban
עיר	town
עיר	város
עיר	city
עיר	városi
עיר	város
לצד	oldalra
לצד	oldalam
לצד	side
בגיל	érlelt
ידוע	ismeretes
ידוע	ismertek
ידוע	ismert
הופעות	megjelenés
הופעות	megjelenések
הופעות	benyomás
הופעות	látszat
הופעות	koncertek
תקופה	időszak
תקופה	időtartam
תקופה	periódus
ספרים	könyveket
ספרים	könyvek
ספרים	könyv
קטן	kis
קטן	kicsik
קטן	kicsi
קטן	kis
קטן	kicsi
קטן	kevés
למד	tanult
למד	megtanult
למד	tanultam
למד	tanult
למד	tanultam
למד	tanulni
למד	tanuljon
למד	tanul
ברית	szövetség
ברית	szövetséges
ברית	szövetségesek
היהודי	zsidó
תשע	kilences
תשע	kilenc
פחות	kevesebben
פחות	kevesebb
פחות	kevesebbet
פחות	kevesebb
פחות	kevésbé
ישראלי	izraeli
ישראלי	izraeliek
משרד	hivatal
משרד	iroda
שיחק	játszott
שיחק	játszottam
מעבר	átállás
מעבר	átmenet
מעבר	áttérés
מעבר	átmeneti
מעבר	túl
מעבר	átjáró
איך	hogyan
גרסאות	változatok
גרסאות	változatok
זהב	golden
זהב	arany
זהב	arany
עולם	világ
עולם	world
עולם	vilag
יד	kezét
יד	kéz
מדינה	ország
מדינה	országban
מדינה	állapot
מדינה	állami
מדינה	állam
ארגון	szervezés
ארגון	szervezet
ארגון	szervezés
ארגון	szervezet
לכתוב	írj
לכתוב	írni
לכתוב	írjon
שונה	más
שונה	különböző
שונה	eltérő
שונה	módosult
שונה	átalakított
שונה	módosított
שונה	módosítva
גדולה	nagyok
גדולה	nagyméretű
גדולה	nagy
גדולה	nagyok
גדולה	nagy
גדולה	nagyság
קשה	nehéz
קשה	kemény
קשה	kemény
קשה	nehéz
קשה	bonyolult
אור	fény
אור	light
אור	fényt
צבי	szarvast
צבי	szarvas
צבי	gazella
לדוגמה	példa
אוכלוסייה	populáció
אוכלוסייה	népesség
אוכלוסייה	lakosság
בעברית	héber
הקהילה	közösség
הקהילה	közösségi
כנגד	ellene
כנגד	ellen
קיים	léteztek
קיים	létezett
קיים	léteznek
קיים	létezni
קיים	létezik
קיים	létezik
קיים	meglévő
קיים	meglevő
קיים	létező
שלי	shelley
שלי	enyém
שלי	shelly
דומה	hasonló
דומה	hasonlóak
דומה	hasonlók
דין	dean
דין	dékán
שכן	szomszédom
שכן	szomszéd
שכן	szomszédom
שכן	szomszédok
שכן	szomszéd
מחוז	megyei
מחוז	megye
מחוז	tartomány
מחוז	tartományban
מחוז	körzet
מחוז	járás
מחוז	kerület
ימי	napok
ימי	napokban
ימי	napokat
ימי	napokon
תואר	fokozat
תואר	diploma
תואר	fok
סדרת	sorozat
למצוא	találni
למצוא	megtalálni
מבין	értem
נקרא	hívott
פשוט	egyszerű
פשוט	szimpla
פשוט	csak
עבודה	állás
עבודה	meló
עבודה	munka
עבודה	munkahelyi
עבודה	munka
חשוב	fontos
כיוון	irány
כיוון	irányba
שלמה	salamon
שלמה	solomon
שלמה	egészben
שלמה	egész
תבנית	minta
תבנית	sablon
תבנית	formátuma
תבנית	formátum
אמריקאים	amerikai
אמריקאים	amerikaiak
הפועל	ige
הפועל	igét
אפריקה	afrikai
אפריקה	afrika
נחשב	számít
דרום	dél
דרום	déli
דרום	dél
דרום	délre
דרום	déli
זכויות	jogai
זכויות	jogokkal
זכויות	jogok
אולי	talán
אולי	talán
עלה	levél
לקבל	elfogadni
לקבל	elfogadom
מבנה	struktúra
מבנה	szerkezet
מבנה	felépítés
מבנה	építmény
להשתמש	használat
להשתמש	használata
להשתמש	felhasználás
להשתמש	használni
העליון	legfőbb
העליון	legfelsőbb
לקראת	felé
בברכה	üdvözölte
בברכה	üdvözlő
בסיס	alap
בסיס	bázis
מין	nemek
מין	nemi
מין	neme
מין	szex
מין	sex
מין	faj
מין	állatfaj
מין	fajok
מין	min
לשעבר	korábbi
כזה	ilyen
משנה	számít
משנה	számít
אינטרנט	web
אינטרנט	háló
אינטרנט	webes
אינטרנט	interneten
אינטרנט	internet
נקודות	pontokat
נקודות	pontok
נקודות	pont
נקודות	pontok
נקודות	foltok
קבוצה	csoport
קבוצה	csoportban
קבוצה	csapat
קבוצה	team
הקרב	harc
הקרב	csata
שירים	verseket
שירים	dalok
שירים	dalokat
התנועה	közlekedés
התנועה	forgalom
התנועה	dugó
עת	ideje
עת	időpont
עת	idő
הר	hegyen
הר	hegyi
הר	hegy
הר	hegyek
הר	mount
הר	hegy
הרי	harry
תפקיד	szerepet
תפקיד	szerep
תפקיד	szerepe
למה	miért
נולדה	született
נולדה	megszületett
שמות	nevek
שמות	neveket
יחסית	viszonylag
יחסית	viszonylag
הקמת	telephely
הקמת	létesítmény
הקמת	létrehozása
הקמת	letelepedés
שערים	kapuk
שערים	gates
שערים	kapu
שערים	portálok
שערים	célkitűzések
שערים	célokat
שערים	célok
מערכות	rendszerek
מערכות	systems
שנייה	másodszor
שנייה	másodperc
שנייה	második
שנייה	sec
ליצור	létrehozása
מטרים	méter
מטרים	méter
אמריקה	amerika
אמריקה	america
ליד	közel
שר	char
שר	cher
שר	sher
שר	ének
שר	éneklés
שר	énekelni
שר	énekel
שר	miniszter
קו	line
קו	sor
קו	vonal
סוף	befejezés
סוף	vége
סוף	vég
כסף	pénz
כסף	pénzt
כסף	silver
כסף	ezüst
תמונות	fotók
תמונות	fényképek
תמונות	képek
תמונות	képeket
תמונות	képek
תמונות	fényképek
תמונות	képeket
תמונות	képek
ספרי	mondd
תת	tengeralattjáró
נשיא	elnök
נשיא	elnökök
מוזיקה	zene
חדשים	újdonság
חדשים	új
מצב	állapot
מצב	státusz
מצב	mód
מצב	mode
מצב	üzemmód
מצב	szituáció
מצב	helyzet
מצב	állapota
מצב	feltétel
מצב	állapot
היסטוריה	történelme
היסטוריה	előzmények
היסטוריה	történelem
שינוי	változás
שינוי	változtatás
שינוי	megváltozott
שינוי	változások
כדורגל	foci
כדורגל	futball
כדורגל	foci
כדורגל	football
כדורגל	futball
ביקורת	kritika
ביקורת	kritikát
ביקורת	kritika
ביקורת	kritikát
ביקורת	felülvizsgálat
ביקורת	kritika
חודשים	hónap
חודשים	hónapokig
חודשים	hónapok
אבן	kő
אבן	stone
שחקן	lejátszó
שחקן	játékos
שחקן	színésznek
שחקן	színész
בניגוד	ellentétes
משפט	tárgyalás
משפט	bíróság
משפט	udvar
משפט	court
משפט	számvevőszék
משפט	ítélet
משפט	mondat
אמריקאי	amerikai
חצי	félig
חצי	fele
הארגון	szervezés
הארגון	szervezet
סרטים	filmek
סרטים	filmeket
סרטים	mozi
סרטים	filmek
סרטים	filmeket
הבא	következő
משפחה	családi
משפחה	családtag
משפחה	család
במקביל	egyszerre
במקביל	egyidejűleg
במקביל	párhuzamos
במקביל	párhuzamosan
די	dee
מזרח	keletre
מזרח	keleti
מזרח	kelet
מזרח	kelet
מזרח	keleti
ערים	városok
ערים	városok
ערים	városokat
הצליח	sikerült
מחוץ	kint
מחוץ	kívül
שבע	hetes
שבע	hét
תהליך	eljárás
תהליך	folyamat
חי	élni
חי	élő
חי	live
חי	élni
חי	élőben
חי	élő
חי	élve
חי	életben
חי	él
שיר	vers
שיר	verset
שיר	dal
שיר	dalt
שיר	song
טלוויזיה	tv
טלוויזיה	televízió
החוק	jogszabályok
החוק	jog
החוק	jogszabály
החוק	törvény
רוסיה	oroszország
חזר	visszatért
התיכון	középre
התיכון	közép
התיכון	középső
בריטניה	britannia
גבוהה	high
גבוהה	magas
גבוהה	magasan
גבוהה	magas
רוצה	akarsz
רוצה	akar
רוצה	akarod
רוצה	akarom
מעט	enyhén
מעט	kissé
מעט	kevéssé
כהן	cohen
חופשי	ingyenes
חופשי	ingyen
חופשי	free
חופשי	szabad
חברות	barátság
חברות	vállalatok
חברות	társaságok
חברות	cégek
חברות	vállalkozások
חברות	barátnők
חברות	barátnő
אן	anne
אן	ann
סיים	elkészült
סיים	befejezett
סיים	kész
סיים	befejezés
סיים	kész
המקום	hely
מבצע	operáció
מבצע	művelet
מבצע	működés
מבצע	üzemeltetés
ברור	világos
ברור	tiszta
רשת	háló
רשת	nettó
רשת	net
רשת	rács
רשת	hálózat
רשת	hálózati
רשת	network
הערכים	érték
הערכים	értékek
רקע	háttér
רקע	háttere
רקע	háttérben
הגיעו	megérkezett
הגיעו	megérkeztek
תיאטרון	színház
תיאטרון	színházi
תיאטרון	színház
דניאל	dániel
דניאל	daniel
דניאל	danielle
איטליה	olaszország
צורך	szükségesek
צורך	szükséges
צורך	szükséglet
צורך	kell
צורך	szükséges
חדשה	újdonság
חדשה	új
אלבום	album
הרביעי	negyedszer
הרביעי	negyedik
דו	doe
המרכז	középre
המרכז	központ
המרכז	center
המרכז	középre
המרכז	központ
המרכז	centrum
גן	gan
גן	gén
גן	gene
גן	kert
גן	kertje
גן	garden
גן	kertben
עשרה	tíz
תמיד	mindig
משתמשים	felhasználói
משתמשים	felhasználók
העתיקה	ősi
העתיקה	ős
העתיקה	ókori
כלפי	felé
מחקר	vizsgálat
מחקר	tanulmányok
מחקר	tanulás
מחקר	tanulmány
מחקר	kutatás
מחקר	kutatások
מחקר	kutatási
תרבות	tenyésztés
תרבות	kultúra
כללי	általános
כללי	generikus
כללי	általános
כללי	tábornok
למעלה	fent
הבכורה	premier
עונה	szezont
עונה	idény
עונה	évszak
עונה	évad
עונה	szezon
ארבע	négy
ציון	pontszám
ציון	zion
חשיבות	jelentősége
סיום	befejezés
סיום	befejezése
סיום	befejezés
סיום	vége
סיום	vég
סיום	érettségi
ארבעה	négy
מאיר	meir
הכוחות	powers
הכוחות	hatáskörök
הכוחות	hatáskör
הכוחות	erők
שי	shay
שי	shi
כדור	gömb
כדור	bál
כדור	labdát
כדור	golyó
כדור	labda
כדור	ball
כדור	golyót
כדור	golyó
כדור	lövedék
כדור	töltény
עשר	tíz
עבד	bevált
עבד	dolgozott
עבד	működött
עבד	szolga
עבד	rabszolga
שער	kapu
שער	kaput
שער	gól
שער	cél
שער	kapu
שער	átjáró
סביב	körül
סביב	körbe
גבוה	high
גבוה	magas
גבוה	magasan
גבוה	magas
גבוה	feljebb
גבוה	magasabb
גבוה	nagyobb
אכן	valóban
נהר	folyami
נהר	folyó
המקורי	eredeti
הנשיא	elnök
פה	itt
בלי	nélkül
בלי	anélkül
אלכסנדר	sándor
אלכסנדר	alexander
משמש	kajszibarack
הוקם	letelepedett
סמל	jelkép
סמל	szimbólum
סמל	őrmester
סמל	ikon
ראה	lásd
ראה	láttam
ראה	látta
ראה	fűrész
גביע	trófea
גביע	kupa
גביע	csésze
גביע	cup
גביע	pohár
גביע	bögre
יכולה	tud
יכולה	can
יכולה	lehet
אורך	hossza
אורך	hossz
אורך	hosszúság
קיימת	léteznek
קיימת	létezni
קיימת	létezik
קיימת	létezik
קיימת	meglévő
קיימת	meglevő
קיימת	létező
משהו	valami
משהו	valamit
דולר	dollár
הופיע	megjelent
שמואל	samuel
השחקן	színésznek
השחקן	színész
חיילים	katonák
חיילים	katonák
חיילים	csapatok
ספרד	spanyolország
דגל	zászló
דגל	megjelölés
דגל	lobogó
דגל	zászlók
מלחמה	háború
צפון	észak
צפון	északi
צפון	északra
צפון	észak
צפון	északi
כנראה	valószínű
כנראה	valószínűleg
כנראה	látszólag
בעלות	tulajdonjog
בעלות	tulajdonosi
יהודית	zsidó
יהודית	zsidók
ללמוד	tanulni
ללמוד	tanuljon
ללמוד	tanul
אשתו	feleségem
אשתו	felesége
אשתו	feleség
פרק	fejezet
פרק	epizód
פרק	rész
המשיך	folyamatos
המשיך	folytatása
המשיך	folytatta
המשיך	folytatás
המשיך	folytatódott
חברה	barátnőm
חברה	barátnő
חברה	barátnője
חברה	társaság
חברה	vállalat
חברה	cég
חברה	század
חברה	pasik
חברה	srácok
חברה	barát
חברה	barátom
דירוג	besorolás
דירוג	minősítés
דירוג	minősítési
דירוג	rangú
הוקמה	letelepedett
מדעי	tudományos
ביחד	együtt
טובה	jó
האזור	terület
האזור	környék
שדה	mező
אפילו	még
פעיל	aktív
פעיל	aktívak
אנגלית	angolul
אנגלית	angol
מתחת	alatta
מתחת	alul
מתחת	alatt
מתחת	alatta
מתחת	alább
מתחת	lent
מתחת	alatt
מתחת	alatta
מתחת	alá
פתח	nyitva
הפכה	lettem
הפכה	lett
הפכה	vált
אליפות	bajnokság
משחקים	játék
משחקים	játékok
שניות	másodpercek
שניות	másodperc
הכל	mindent
הכל	minden
הכל	mindegyik
הכל	mind
הכל	minden
מדיניות	szabályzat
מדיניות	politika
מדיניות	politikák
שירות	kiszolgálás
שירות	szerviz
שירות	szolgálat
שירות	szolgáltatás
גדולים	nagyok
גדולים	nagyméretű
גדולים	nagy
גדולים	nagyok
גדולים	nagy
למנוע	megelőzni
למנוע	megelőzése
מצרים	egyiptom
ספורט	sport
ספורט	sport
ספורט	sportban
שיא	rekord
שיא	lemez
שיא	csúcs
מס	adó
מס	adózás
מס	adók
צוות	alkalmazottak
צוות	személyzet
צוות	munkatársak
צוות	legénység
צוות	személyzet
צוות	csapat
צוות	team
נושא	téma
נושא	téma
נושא	alany
נושא	figyelemmel
נושא	tárgy
גיל	gill
גיל	kor
גיל	életkor
גיל	gil
עורך	szerkesztője
עורך	szerkesztő
הרכבת	szerelvény
הרכבת	vonattal
הרכבת	vonaton
הרכבת	vonat
הליגה	league
הליגה	liga
לבן	fehér
לבן	kaukázusi
מת	meghalt
מת	halott
מת	halottak
סגל	személyzet
סגל	alkalmazottak
סגל	személyzet
סגל	munkatársak
יו	hugh
מסע	utazás
מסע	utazások
מסע	utazási
מסע	utazás
בעיות	gondok
בעיות	probléma
בעיות	problémák
בעיות	problémákat
