και	en
φορές	tye
φορές	kere
ίδια	identiese
ίδια	identies
ίδια	dieselfde
ίδια	selfde
ιουλίου	julie
χώρα	country
χώρα	land
αποτέλεσμα	uitkoms
αποτέλεσμα	uitslag
αποτέλεσμα	resultaat
αποτέλεσμα	effek
οκτωβρίου	oktober
ιανουαρίου	januarie
σεπτεμβρίου	september
νοεμβρίου	november
αγώνες	speletjies
αγώνες	wedstryde
ταινίες	films
ταινίες	flieks
ταινίες	rolprente
ταινίες	movies
μέσω	via
μαρτίου	maart
μαρτίου	optog
γεννήθηκε	gebore
ιουνίου	junie
πολλά	vele
πολλά	baie
απριλίου	april
τρεις	drie
αυγούστου	august
αυγούστου	augustus
έργα	projekte
δεκεμβρίου	desember
χρήση	gebruik
πρόεδρος	president
πολιτική	beleid
πολιτική	politiek
ακόμη	steeds
ακόμη	nogsteeds
ίδιο	dieselfde
ίδιο	selfde
μας	ons
εκλογές	verkiesings
εκλογές	verkiesing
μέλη	lede
τελικά	eventually
τελικά	uiteindelik
μέλος	lid
εποχή	epog
εποχή	seisoen
εποχή	era
χωριό	village
χωριό	dorpie
αρχικά	aanvanklik
αρχικά	oorspronklik
αρχικά	voorletters
περίοδος	periode
δήμος	munisipaliteit
κύπελλο	koppie
κύπελλο	beker
ζωή	lewe
ζωή	zoe
έδρα	hoofkwartier
έδρα	sitplekke
έδρα	sitplek
βάση	base
βάση	onderliggende
βάση	basis
βάση	grondslag
κέντρο	sentreer
κέντρο	gesentreer
κέντρο	sentreer
φεβρουαρίου	februarie
κάτι	iets
κοντά	naby
κοντά	toemaak
κοντά	sluit
κοντά	nabye
κοντά	nabygeleë
κοντά	naby
μορφή	vorms
μορφή	formateer
χρόνο	tyd
χρόνο	tydstip
ιστοσελίδα	webwerf
ιστοσελίδα	webtuiste
κόμμα	party
κόμμα	feesvieringe
κόμμα	partytjie
κόμμα	komma
κόμμα	maatskappy
γιατί	want
γιατί	hoekom
γιατί	waarom
ρόλο	rollo
ρόλο	rol
άλμπουμ	album
άλμπουμ	albums
επειδή	want
έκδοση	uitgawe
γκολ	doelwitte
γκολ	doele
γκολ	doelwit
αρχές	outoriteit
αρχές	owerhede
αρχές	beginsels
γύρω	rond
συνήθως	gewoonlik
ονομασία	naam
ονομασία	benoem
ονομασία	gebruikernaam
ονομασία	aanwysing
κοινότητα	samelewing
κοινότητα	gemeenskap
κοινότητα	community
τελευταία	last
τελευταία	laas
τελευταία	laaste
τελευταία	jongste
τελευταία	deesdae
έκανε	gemaak
ξεκίνησε	aanvang
κυβέρνηση	regering
πρώτος	eerste
πρώτος	eers
πήρε	took
κάνει	voltooi
κάνει	gedoen
κάνει	klaar
ηπα	vsa
ανάμεσα	tussen
δεύτερη	sekondes
δεύτερη	sekonde
γλώσσα	tong
γιος	seun
μάχη	slag
μάχη	veldslag
μάχη	combat
μάχη	veg
πανεπιστήμιο	universiteit
όλες	alle
όλες	alles
όλες	all
όλες	almal
όλες	al
όλες	als
κάποια	sommige
δείτε	sien
δείτε	waarneem
δείτε	horlosie
δείτε	kyk
δείτε	dophou
πόλεμο	oorlog
συχνά	gereeld
συχνά	gereeld
συχνά	dikwels
περιοχές	streke
περιοχές	gebiede
πρώην	former
πρώην	voormalige
παράδειγμα	voorbeelde
παράδειγμα	voorbeeld
εικόνα	prent
εικόνα	prent
εικόνα	beelde
έλαβε	ontvang
επίσημη	amptelik
επίσημη	amptenaar
επίσημη	amptelike
επίσημη	formele
επίσημη	formal
κατοίκους	inwoners
πηγές	bronne
βόρεια	noorde
βόρεια	noord
βόρεια	noordelike
βόρεια	northern
πόλεις	dorpe
πόλεις	stede
ιδιαίτερα	besonder
ιδιαίτερα	veral
αγώνα	ras
αγώνα	resies
αγώνα	pas
αγώνα	passing
αγώνα	ooreenstem
αγώνα	ooreenstemming
αγώνα	veg
γεγονός	aktiwiteite
γεγονός	geleentheid
γεγονός	feit
σελίδα	blad
σελίδα	bladsy
θέμα	tema
θέμα	onderwerp
ηλικία	ouderdom
πρώτα	eerste
πρώτα	eers
μέγεθος	groote
θεωρείται	geag
θεωρείται	oorweeg
εδώ	hier
νότια	suidelike
νότια	suid
σημείο	punt
σχέση	verhouding
περίπτωση	kas
περίπτωση	geval
νέο	nuut
νέο	nuwe
ήδη	alreeds
ήδη	reeds
έτος	jaar
σχεδόν	amper
σχεδόν	nearly
ένωση	union
ένωση	unie
ένωση	vereniging
ένωση	assosiasie
περισσότερο	nog
περισσότερο	meer
βασιλιά	heer
βασιλιά	king
βασιλιά	koning
εκκλησία	kerk
εκδόσεις	publikasies
μουσείο	museum
πολιτικός	politikus
συμμετοχή	deelname
δυο	twee
μεγαλύτερη	groter
μεγαλύτερη	ouer
μεγαλύτερη	groter
πέθανε	sterf
πέθανε	gesterf
πέθανε	oorlede
ανά	per
μουσική	musiek
κόσμο	cosmo
κόσμο	wêreld
άτομα	individue
άτομα	mense
δεύτερο	sekondes
δεύτερο	sekonde
είδος	tipe
είδος	tik
είδος	spesie
είδος	spesies
αρκετά	genoeg
μεγαλύτερο	ouer
μεγαλύτερο	groter
εκείνη	sy
χώρες	lande
χώρο	spasie
σχολή	skool
τρία	drie
χαρακτηριστικά	kenmerke
χαρακτηριστικά	eienskappe
όρος	termyn
όρος	mount
όρος	monteer
όρος	voorwaarde
όρος	kondisie
ιδρύθηκε	gestig
βασιλιάς	heer
βασιλιάς	king
βασιλιάς	koning
παιδιά	seuns
παιδιά	kinders
παιδιά	guys
παιδιά	kinders
βραβείο	prys
βραβείο	toekenning
άρχισε	aanvang
φαίνεται	blyk
φαίνεται	lyk
αρχαία	antieke
μήκος	tydsduur
μήκος	lengte
κυκλοφόρησε	vrygestel
κυκλοφόρησε	gelos
τι	watse
τι	wat
συμμετείχε	deelgeneem
χρονιά	jaar
παραγωγή	produksie
ηθοποιός	aktrise
ηθοποιός	actress
ηθοποιός	akteur
ούτε	nóg
ελληνικά	griekse
δυνάμεις	bevoegdhede
δυνάμεις	magte
γαλλία	frankryk
ελληνικό	griekse
ευρώπη	europa
δεκαετία	dekade
παγκόσμιο	wêreldwyd
παγκόσμιο	global
παγκόσμιο	globale
παγκόσμιο	globaal
βιβλίο	bespreek
βιβλίο	boek
διάστημα	interval
διάστημα	spasie
οικογένεια	familie
οικογένεια	gesin
σημαίνει	beteken
πέντε	vyf
παραπάνω	bo
υπουργός	minister
σεζόν	seisoen
πρότυπο	standaard
αριθμός	nommer
αριθμός	getalle
αριθμός	getal
θάνατο	dood
εταιρεία	maatskappy
σώμα	lyf
σώμα	liggaam
σώμα	korps
πρωτεύουσα	hoofstad
παράλληλα	parallel
παράλληλα	parallelle
σύνολο	totale
κατάσταση	situasie
κατάσταση	voorwaarde
κατάσταση	kondisie
νησί	island
νησί	eiland
επιτυχία	sukses
επιτυχία	suksesvol
γερμανία	duitsland
πίσω	rug
πίσω	agterkant
πίσω	terug
δημιουργία	skep
δημιουργία	skepping
αρχή	start
αρχή	begin
αρχή	beginsel
αρχή	gesag
αρχή	owerheid
άδεια	lisensie
άδεια	toelating
άδεια	toestemming
άδεια	lisensie
άδεια	permit
άδεια	leeg
άδεια	leë
άδεια	egipte
σου	sue
επιπλέον	addisionele
επιπλέον	bykomende
περισσότερα	nog
περισσότερα	meer
ανάπτυξη	ontwikkeling
ανάπτυξη	growth
ανάπτυξη	groei
φάση	phase
φάση	fase
αυτόν	hom
συγγραφέας	skrywer
συγγραφέας	outeur
συγγραφέας	skrywer
συγγραφέας	outeur
άγιος	heilige
άγιος	saint
γ΄	iii
τραγούδι	sang
τραγούδι	sing
τραγούδι	singing
τραγούδι	singende
τραγούδι	liedjie
τραγούδι	lied
κόρη	dogter
πάλι	weer
επαρχία	provinsie
ιωάννης	johannes
ιωάννης	john
θεσσαλονίκη	thessaloniki
αγγλικά	engels
κέρδισε	wen
κέρδισε	gewen
βασίλειο	koninkryk
σκοπό	aspris
συνολικά	totale
συνολικά	overall
γνωστός	kennis
πληροφορίες	informasie
πληροφορίες	inligting
εθνικό	nasionale
εθνικό	national
εθνικό	nasionaal
καριέρα	loopbaan
ποτέ	nooit
ποτέ	never
ποτέ	omkeer
ποτέ	ooit
τέλη	fee
τέλη	fooi
τέλη	gelde
πλευρά	kant
διάφορες	verskeie
ανήκει	behoort
ανήκει	hoort
πρόγραμμα	skedule
πρόγραμμα	bylae
χιλιόμετρα	myle
χιλιόμετρα	myl
χιλιόμετρα	kilometer
χιλιόμετρα	kilometer
χιλιόμετρα	kilometers
κάτοικοι	inwoners
άρθρα	artikels
γεώργιος	georgios
γεώργιος	george
τύπου	pers
τύπου	druk
τύπου	tipe
τύπου	tik
δημοκρατία	republiek
δημοκρατία	demokrasie
πόλεμος	oorlog
εφημερίδα	koerant
μικρό	small
μικρό	klein
μικρό	bietjie
τόπος	plek
τόπος	location
τόπος	ligging
ονομάζεται	geroep
ονομάζεται	gebel
ονομάζεται	naamlik
συγκεκριμένα	spesifiek
συγκεκριμένα	spesifieke
είδη	spesie
είδη	spesies
πηγή	bronne
πηγή	bron
κάποιος	iemand
πρωταθλήματα	championships
ιταλία	italië
πατέρας	vader
κατηγορίες	kostes
κατηγορίες	kategorië
κατηγορίες	kategorieë
αναφέρει	meldings
ποδόσφαιρο	sokker
ποδόσφαιρο	voetbal
θέσεις	standpunte
θέσεις	posisies
θέσεις	plasings
θέσεις	sitplekke
περισσότερες	nog
περισσότερες	meer
έκταση	tuis
έκταση	omgewing
έκταση	gebied
έκταση	oppervlakte
έκταση	area
γενικά	overall
γενικά	herhaal
γενικά	algemene
γενικά	generaal
σημαντικό	belangrik
σημαντικό	belangrike
νίκη	wen
νίκη	oorwinning
νίκη	winning
μικρή	small
μικρή	klein
μικρή	bietjie
έτη	jare
πατέρα	vader
αμερικανός	amerikaans
αμερικανός	american
αμερικανός	amerikaanse
τελικό	finale
τελικό	finaal
πάντα	skuilname
πάντα	altyd
συγκρότημα	band
συγκρότημα	musiekgroep
συγκρότημα	komplekse
συγκρότημα	kompleks
παραγωγής	produksie
ίσως	miskien
ίσως	dalk
επόμενη	volgende
στιγμή	oomblik
μήνες	maande
θεωρία	teorie
ύψος	hoogtes
ύψος	hoogte
πολλοί	vele
πολλοί	baie
όλοι	almal
όλοι	alle
όλοι	alles
όλοι	all
όλοι	almal
όλοι	al
όλοι	als
όλοι	almal
τώρα	nou
τώρα	now
τώρα	tans
προπονητής	afrigter
θέατρο	teater
θέατρο	teater
σημαντική	belangrik
σημαντική	belangrike
ημέρα	dag
διάφορα	allerlei
διάφορα	diverse
διάφορα	verskeie
επέστρεψε	teruggestuur
θέματα	onderwerpe
θέματα	temas
θέματα	kwessies
στάδιο	stadion
στάδιο	verhoog
στάδιο	stadium
στάδιο	etage
χωριά	villages
επίθεση	aanval
επίθεση	assault
τραγούδια	liedere
τραγούδια	liedjies
πληθυσμός	bevolking
πληθυσμός	populasie
λέξη	woord
κατάφερε	beheerde
προβλήματα	probleme
προβλήματα	problems
έχοντας	ondervind
δύναμη	sterkte
δύναμη	force
δύναμη	forseer
δύναμη	krag
δύναμη	dwing
δύναμη	krag
δύναμη	elektrisiteit
επανάσταση	rewolusie
επανάσταση	revolusie
τύπος	pers
τύπος	druk
τύπος	tipe
τύπος	tik
εκατομμύρια	miljoen
εκατομμύρια	miljoene
τέσσερις	vier
πορεία	natuurlik
μέση	middelste
μέση	midde
μέση	gemiddelde
μέση	gemiddeld
πρόβλημα	probleem
πρόβλημα	problem
πρόβλημα	sukkel
άνω	boonste
νερό	water
αγωνίστηκε	gestry
τοπική	lokale
τοπική	plaaslike
τοπική	plaaslik
εντός	binne
περιφέρεια	streek
περιφέρεια	distrik
παρουσία	teenwoordigheid
μητέρα	moeder
μητέρα	ma
έξι	sesde
έξι	ses
δομή	struktuur
παρίσι	parys
κατασκευή	oprigting
κατασκευή	konstruksie
κατασκευή	konstrueer
περιέχει	bevat
περιπτώσεις	gevalle
ημέρες	dae
μαρία	maria
μερικές	sommige
τιμή	prys
τιμή	waarde
διαδικασία	proses
διαδικασία	verrigtinge
διαδικασία	prosedure
κοινό	gehoor
απογραφή	sensus
απογραφή	inventaris
συλλογή	versameling
τρίτη	dinsdag
τρίτη	derde
παρακάτω	onder
παρακάτω	hieronder
παρακάτω	onderstaande
ναός	tempel
ναός	temple
βοήθεια	help
βοήθεια	hulp
απόσταση	afstand
απόσταση	gewysig
απόσταση	omvang
νέων	jeug
αμέσως	onmiddelik
αμέσως	onmiddellik
αμέσως	dadelik
αναφορά	rapporteer
ποδοσφαιριστής	sokkerspeler
λιγκ	liga
απλά	slegs
απλά	net
γιώργος	george
γιώργος	georgios
κανείς	niemand
γεγονότα	feite
γεγονότα	gebeure
γεγονότα	aktiwiteite
γεγονότα	geleenthede
σύντομο	kort
σύντομο	kortliks
σύντομο	sorteer
κράτος	staat
κράτος	deelstaat
κράτος	provinsie
κράτος	toestand
κράτος	spasie
κωνσταντίνος	konstantyn
στρατό	weermag
στρατό	leër
στρατό	army
αγία	heilige
αγία	saint
αποτελέσματα	resultate
αποτελέσματα	uitslae
ιστορικό	agtergrond
ιστορικό	geskiedenis
ιστορικό	history
σπίτι	tuis
σπίτι	huistoe
σπίτι	tuisblad
σπίτι	huis
σπίτι	house
σπίτι	huis
τζον	johannes
τζον	john
τζον	jon
αρκετές	klomp
τμήματα	segmente
τμήματα	departemente
τμήματα	seksies
τμήματα	afdelings
τμήματα	artikels
λειτουργία	kommentaar
λειτουργία	modus
λειτουργία	operasie
λειτουργία	bewerking
βιβλία	boeke
πρωθυπουργός	premier
κείμενο	teksboodskap
κείμενο	teks
γραμμή	lyn
σχέδιο	projek
σχέδιο	konsep
σχέδιο	ontwerp
σχέδιο	plan
βουλευτής	lid
γη	aarde
γη	grond
χρήστες	gebruikernaam
χρήστες	gebruikers
εμφανίζεται	vertoon
ξανά	weer
χρήστης	gebruiker
θάλασσα	see
καλύτερη	beter
πολιτείες	provinsies
πολιτείες	deelstate
πολιτείες	state
χρήστη	gebruiker
πληθυσμού	bevolking
πληθυσμού	populasie
εξουσία	gesag
εξουσία	owerheid
εξουσία	krag
εξουσία	elektrisiteit
καλοκαίρι	somer
παράδοση	aflewering
παράδοση	aflewer
παράδοση	lewering
παράδοση	teruggawe
παράδοση	uitlewering
παράδοση	tradisie
άνδρες	mans
άνδρες	manne
όσκαρ	oscars
όσκαρ	oskar
ακριβώς	presies
γυναίκα	vrou
γυναίκα	vroulik
γυναίκα	wyfie
γυναίκα	vrou
κλπ	ens
περιοδικό	tydskrif
κεντρική	sentrale
κεντρική	sentraal
ακολούθησε	volg
ακολούθησε	gevolg
γλώσσες	tale
νησιά	eilande
χρώμα	deursigtigheid
διεθνής	internasionaal
διεθνής	internasionale
αμερική	amerika
γυναίκες	vroue
γυναίκες	vrouens
μονή	klooster
μονή	priory
κύρια	hoof
πρότυπα	voorbeelde
πρότυπα	standaarde
δημιουργήθηκε	geskep
μικρά	small
μικρά	klein
σχέσεις	relationships
σχέσεις	verhoudings
σχέσεις	verhoudinge
σχέσεις	betrekkinge
σχέσεις	relations
εμφάνιση	gewys
εμφάνιση	wys
εμφάνιση	vertoon
εμφάνιση	aansig
τέσσερα	vier
εγκυκλοπαίδεια	ensiklopedie
εγκυκλοπαίδεια	encyclopedia
αυτοκρατορία	ryk
ώρες	ure
τίτλος	lêername
συνθήκες	verdrae
συνθήκες	voorwaardes
συνθήκες	toestande
συνθήκες	omstandighede
μελέτη	studeer
μελέτη	bestudeer
μελέτη	studie
σχολείο	skool
ειδικά	veral
υλικό	gegewens
υλικό	rots
υλικό	materiaal
κάστρο	kasteel
κάστρο	castro
δυτικά	wes
δυτικά	westerse
δυτικά	western
δυτικά	westelike
καλά	goeie
καλά	goed
ανατολικά	oos
απέναντι	teenoorgestelde
συνεργασία	samewerking
επιτροπή	kommissie
επιτροπή	komitee
άνθρωποι	humans
άνθρωποι	mense
έφτασε	gearriveer
έφτασε	aangekom
αρχηγός	chief
αρχηγός	leier
σύνθεση	samestelling
σύνθεση	komposisie
προσπάθεια	poog
προσπάθεια	poging
προσπάθεια	moeite
τελευταίο	last
τελευταίο	laas
τελευταίο	laaste
τελευταίο	jongste
εξελέγη	elected
εξελέγη	verkose
απόφαση	besluit
αυτοκράτορα	keiser
αγορά	aankoop
αγορά	aankope
αγορά	markplein
αγορά	markplein
αγορά	mark
ταυτόχρονα	gelyktydig
μέρες	dae
ανακαλύφθηκε	ontdekte
ποσοστό	persentasie
ποσοστό	gradeer
ποσοστό	tarief
ποσοστό	beoordeel
τελική	finale
τελική	finaal
καθηγητής	professor
καθηγητής	onderwyser
συμβούλιο	raad
μέσο	instrument
μέσο	medium
σταθμός	stasie
παράγεται	vervaardig
παράγεται	geproduseer
παράγεται	gegenereerde
παράγεται	gegenereer
έρευνα	opname
έρευνα	navorsing
γέννησης	geboorte
δυτική	wes
δυτική	westerse
δυτική	western
δυτική	westelike
κωνσταντινούπολη	konstantinopel
κωνσταντινούπολη	istanbul
κωνσταντινούπολη	istanboel
έννοια	betekenis
απο	van
απο	vanuit
απο	vanaf
αλέξανδρος	alexandros
αλέξανδρος	alexander
δυνατότητα	moontlikheid
θερμοκρασία	temperatuur
σπουδές	studeer
σπουδές	studies
γενική	herhaal
γενική	algemene
γενική	generaal
μερικά	sommige
χρειάζεται	verlang
όμιλος	groep
όμιλος	groepeer
επιφάνεια	oppervlak
αγγλία	engeland
αγγλία	england
ρωσία	rusland
ρώμη	rome
κορυφή	bokant
κορυφή	bo
κορυφή	hoogs
κορυφή	toppunt
κορυφή	rylaan
κορυφή	peak
βιβλιοθήκη	biblioteek
λόγους	redes
σημαία	vlaggie
σημαία	vlag
σημαία	rapporteer
δεδομένων	data
βρέθηκε	gekry
βρέθηκε	gevind
ορίζεται	gedefinieer
ορίζεται	omskryf
ορίζεται	gedefinieër
ενδιαφέρον	interessant
έξω	buite
έξω	uit
ισπανία	spanje
ρωσίας	rusland
μιχαήλ	michail
μιχαήλ	mikhail
μιχαήλ	michael
πέρασε	verby
πέρασε	geslaag
διοίκηση	kommentaar
διοίκηση	bestuur
διοίκηση	administrasie
δεξιά	regterkant
δεξιά	regs
καμία	beweeg
καμία	reflekteer
εφαρμογή	implementering
εφαρμογή	toepassing
εφαρμογή	aansoek
εφαρμογή	toepassings
εφαρμογή	toepassing
σύζυγος	gade
σύζυγος	eggenoot
σύζυγος	man
σύζυγος	vrou
βραβεία	toekennings
βραβεία	toekenings
ημερομηνία	datum
συμμετείχαν	deelgeneem
ανατολική	oos
υπουργείο	ministry
υπουργείο	ministerie
υπουργείο	hoofgebou
μέρη	dele
μέρη	parte
μέρη	plekke
μέρη	partytjies
μέρη	partye
αγγλική	engels
λόγος	rede
λόγος	spraak
λόγος	toespraak
λόγος	speech
παιχνίδι	speletjie
παιχνίδι	spel
παιχνίδι	speelding
παιχνίδι	toy
παιχνίδι	toneelstuk
παιχνίδι	speel
γαλλική	frans
γαλλική	franse
σχήμα	vorm
σχήμα	figuur
δημοτικό	elementêre
φεστιβάλ	fees
φεστιβάλ	festivals
επιχείρηση	operasie
επιχείρηση	bewerking
επιχείρηση	onderneming
αποφάσισε	besluit
αποφάσισε	besluit
λονδίνο	londen
συνθήκη	verdrag
μακεδονίας	masedonië
πρόσωπο	gesiggie
πρόσωπο	gesig
εξέλιξη	ontwikkeling
εξέλιξη	evolusie
εξέλιξη	evolution
κοινότητας	samelewing
κοινότητας	gemeenskap
κοινότητας	community
κίνηση	mosie
κίνηση	motion
κίνηση	beweging
κίνηση	beweeg
κίνηση	traffic
κίνηση	verkeer
κίνηση	movement
κίνηση	beweging
μέρα	dag
κομμάτι	stuk
κομμάτι	stukkie
ώρα	tyd
ώρα	tydstip
συμφωνία	ooreenkoms
λοιπόν	goed
λοιπόν	wel
λοιπόν	sowel
ιστορικά	geskiedkundige
ιστορικά	historiese
σκηνοθεσία	regie
σκηνοθεσία	gerig
σκηνοθεσία	aanstuur
συγγραφείς	skrywers
συγγραφείς	skrywers
συγγραφείς	outeurs
τέτοια	wyl
τέτοια	sulke
πλοία	boats
πλοία	bote
πλοία	skepe
πλοία	vaartuie
συστήματα	sisteme
συστήματα	stelsels
συστήματα	systems
σημεία	uraan
σημεία	punte
αλλαγή	veranderings
αλλαγή	verander
αλλαγή	wysig
σημασία	betekenis
χαρακτηριστικό	characteristic
χαρακτηριστικό	eienskap
χαρακτηριστικό	kenmerk
χαρακτηριστικό	eienskap
διαίρεση	division
διαίρεση	deling
διαίρεση	skei
διαίρεση	verdeel
διευθυντής	direkteur
διευθυντής	bestuurder
τέχνη	kuns
επτά	sewe
επτά	sewende
διεθνές	internasionaal
διεθνές	internasionale
δικαιώματα	regte
διαφορά	verskil
κώστας	costas
χρησιμοποιεί	gebruike
κατ	kat
επίδραση	invloed
επίδραση	beïnvloed
επίδραση	effek
βάρος	gewig
ναό	tempel
ναό	temple
τροχιά	volg
τροχιά	snit
τροχιά	baan
τροχιά	spoor
τροχιά	wentelbaan
τομ	tom
πρόσωπα	gesigte
ιδέα	idee
ιστορική	historiese
ιστορική	geskiedkundige
ιστορική	historiese
αντίθεση	opposisie
αντίθεση	kontras
νικόλαος	nikolaos
πίνακα	skilder
πίνακα	skildery
υπηρεσία	agentskap
υπηρεσία	diens
σύντομα	gou
σύντομα	binnekort
σύντομα	soon
διεθνή	internasionaal
διεθνή	internasionale
στοιχείο	item
ταχύτητα	velocity
ταχύτητα	snelheid
ταχύτητα	spoed
όρους	bepalings
όρους	voorwaardes
ολυμπιακός	olimpiese
λιγότερο	minder
κυκλοφορία	traffic
κυκλοφορία	verkeer
κυκλοφορία	sirkulasie
αλλαγές	verander
μυθολογία	mitologie
παντρεύτηκε	getroude
παντρεύτηκε	getrou
παντρεύτηκε	getroud
αντικείμενο	item
αντικείμενο	voorwerp
τρίτο	derde
πραγματικότητα	realiteit
πραγματικότητα	werklikheid
στρατιωτική	militêre
μετάλλιο	medalje
χρονικό	kronieke
ίδρυση	vestiging
ίδρυση	stigting
καλή	goeie
καλή	goed
πλαίσιο	konteks
έδαφος	grond
έδαφος	gebied
έδαφος	grond
έδαφος	ground
αυτοκράτορας	keiser
έδρες	sitplekke
αναφορές	verwysings
αναφορές	verslae
αγωνίζεται	worstel
πέρα	verby
εκπαίδευση	oefening
εκπαίδευση	opvoeding
εκπαίδευση	opvoedkunde
εκπαίδευση	onderwys
εκπαίδευση	opleiding
εκπαίδευση	onderrig
γάλλος	frans
γάλλος	franse
δημήτριος	demetrius
δέκα	tien
δεύτερος	sekondes
δεύτερος	sekonde
επόμενο	volgende
ανθρώπους	humans
ανθρώπους	mense
φυσική	natuurlike
φυσική	fisika
φυσική	fisiese
φυσική	fisieke
τομέα	sektor
πρωταθλητής	champ
πρωταθλητής	kampioen
χρυσό	goue
χρυσό	golden
χρυσό	goud
πεδίο	tuis
πεδίο	terrein
πεδίο	veld
ενότητα	unity
ενότητα	seksie
ενότητα	afdeling
παγκόσμια	wêreldwyd
παγκόσμια	wêreldwyd
παγκόσμια	global
παγκόσμια	globale
παγκόσμια	globaal
κίνημα	movement
κίνημα	beweging
λεπτά	mins
λεπτά	minute
λεπτά	minute
φέρει	bring
ρεκόρ	rekord
ρεκόρ	opneem
κιθάρα	kitaar
δεδομένα	data
έναρξη	start
έναρξη	begin
έναρξη	inisiasie
οκτώβριο	oktober
ιανουάριο	januarie
αποστολή	stuur
αποστολή	missie
αποστολή	sending
μορφές	vorms
αρχική	aanvanklike
αρχική	oorspronklik
αρχική	oorspronklike
ακολουθεί	volg
ακολουθεί	volgelinge
ήττα	oorwin
διεθνείς	internasionaal
διεθνείς	internasionale
τόμος	volume
νέος	nuut
νέος	nuwe
νέος	jonk
νέος	jong
θρόνο	throne
γερμανική	duits
δημήτρης	dimitri
σκορ	tellings
φωνητικά	vocal
εσωτερικό	interior
εσωτερικό	binneste
εσωτερικό	intern
εσωτερικό	interne
εσωτερικό	innerlike
ενέργεια	energie
στρατιώτες	soldiers
πώς	hoe
γερμανός	duits
αφρική	africa
αφρική	afrika
επιλογή	seleksie
επιλογή	opsie
επιλογή	kies
σεπτέμβριο	september
στρατός	militêre
στρατός	weermag
στρατός	leër
στρατός	army
περισσότεροι	nog
περισσότεροι	meer
επιθέσεις	aanvalle
επιθέσεις	aanrandings
ιούνιο	junie
σελίδες	bladsye
σελίδες	blaaie
σελίδες	bladsy
περιβάλλον	omgewing
χώρος	spasie
σύνταγμα	regiment
σύνταγμα	grondwet
σύγχρονη	modern
