javiečių	자와어
panteono	판테온
telekomunikacijos	통신
telekomunikacijos	통신
šilta	따뜻하다
breda	브레다
petri	페트리
vairuotojai	운전자
vairuotojai	드라이버
vairuotojai	운전사
žvakės	플러그
duncan	덩컨
atverti	오픈
atverti	열기
olmekų	올멕
aguonų	양귀비
ipswich	입스위치
buhalteris	회계사
kilpą	올가미
karteris	카터
ekologinio	유기적
izoliacija	격리
izoliacija	고립
sekimo	트래킹
sekimo	추적
vertigo	현기증
vertigo	버티기
vertigo	버티지
vertigo	버티고
skysčiai	음료
skysčiai	액체
kler	클레어
lankstus	융통성
elite	엘리트
festivalius	축제
festivalius	페스티발
festivalius	페스티벌
jurisprudencija	법학
royce	로이스
veiksmingumas	효율성
veiksmingumas	효율
clamp	클램프
girnos	맷돌
maurai	무어인
korozijos	부식
malone	멀론
išvestinė	파생상품
išvestinė	미분
drąsos	용기
palaima	축복
palaima	축복이
improvizacija	즉흥
bikini	비키니
mikrobangų	전자레인지
negalią	장애
negalią	장애인
plėvelė	필름
plėvelė	영화
šriftas	글꼴
humoras	유머
timas	tim
karščiavimas	열이
kiaušidžių	난소
užterštas	오염
blackmore	블랙모어
dienoraščiai	다이어리
hamletas	햄릿
hamad	하마드
šiandienos	오늘도
šiandienos	오늘
sukotajaus	수코타이
trapi	취약
kubizmo	입체파
duomo	두오모
freiburg	프라이부르크
valentin	발렌틴
balionas	풍선
blogiausias	최악의
blogiausias	최악
harisonas	해리슨
apsinuodijimo	중독
kilometre	킬로미터
magas	마법사
magas	마술사
lydėti	동행
terorizmu	테러리즘
terorizmu	테러
skolininkas	채무자
skolininkas	채권자
kalugos	칼루가
orgazmas	오르가슴
angus	앵거스
pupos	콩깍지
įdiegtas	설치
įdiegtas	설치됨
nasdaq	나스닥
kaltė	단층
kaltė	죄책감
balionų	풍선
slovakai	슬로바키아인
įvardis	대명사
įvardis	성별
kėdė	의자
rimti	심각한
rimti	심각해
rimti	심각하다
rimti	심각하게
kelionei	여행
lęšiai	렌즈
lęšiai	렌즈
tunisą	튀니지
memfio	멤피스
šėtonas	사탄
valgis	브런치
charger	충전기
narkotikai	약물
narkotikai	의약품
narkotikai	약품
narkotikai	마약
narkotikai	마약
ica	ica
kaltina	피고
kaltina	피고인
rinkodara	마케팅
amelija	아멜리아
sakramentas	새크라멘토
imunitetą	면책
imunitetą	면역
bakas	탱크
bakas	전차
esminius	필수
helis	헬륨
teroristai	테러리스트
teroristai	테러리스트
adresai	주소
retorika	수사학
miltus	밀가루
kit	키트
kit	kit
geometrinės	기하학
deginti	불타는
pirkimas	구매
pirkimas	구입
pirkimas	구매하기
pirkimas	조달
pirkimas	구매
ateizmas	무신론
traktorius	트랙터
traktorius	트랙터
kidman	키드먼
paaugliai	십대
paaugliai	청소년
blackpool	블랙풀
kylie	카일리
panaikina	인출
tvenkinyje	연못
meilužis	연인
meilužis	애인
stream	스트리밍
stream	스트림
stream	흐름
adriana	아드리아나
diuseldorfo	뒤셀도르프
diuseldorfo	뒤셀도르프
sausgyslės	힘줄
diplomatai	외교관
kiaulė	돼지
carey	캐리
bausti	처벌
pratybos	드릴
pratybos	훈련
finansus	재정
gazelė	가젤
nereikalinga	무의미한
avalynė	신발
tūkstantmečius	천년
tūkstantmečius	천년기
haus	haus
studentė	학생
srt	srt
plaučiai	허파
plaučiai	폐지
prekybininkai	딜러
kompensacija	보상
vargšas	불쌍한
dantė	단테
stepė	스텝
pyktis	분노
spyruoklės	스프링
spyruoklės	스프링스
colt	colt
colt	콜트
cnn	cnn
šviežios	신선
šviežios	신선한
viešpatie	주님
satyra	풍자
sig	sig
tolstojus	톨스토이
klarkas	클라크
bender	벤더
hormono	호르몬
gregory	그레고리
gregory	그레고리우스
aičio	아이치
karšti	덥다
karšti	hot
karšti	뜨겁다
karšti	뜨거운
parabellum	패러벨럼
baterijų	건전지
baterijų	전지
baterijų	배터리
apm	ipm
milimetrų	밀리미터
milimetrų	밀리미터
herzog	헤어초크
diabetas	당뇨
diabetas	당뇨병
gimine	친족
žodynėlis	용어
žodynėlis	용어집
deco	데코
ono	오노
ono	오노노
rublis	루블
jaustis	feel
jaustis	기분
jaustis	느낌
lionel	라이오넬
lionel	리오넬
haubica	곡사포
ole	ole
agresyvus	공격적
menkės	대구
žiurkėnai	햄스터
blokada	봉쇄
ismail	이스마엘
portfelio	포트폴리오
manija	매니아
codex	코덱스
inicialai	이니셜
moralę	도덕
prekybininkas	딜러
gabalas	piece
pusryčiai	아침밥
pusryčiai	아침식사
pusryčiai	아침
pusryčiai	조식
pašarai	피드
tunelių	터널
padažai	소스
diržai	벨트
newman	뉴먼
hamburger	햄버거
intuicija	직감
lovoje	침대
stefani	스테퍼니
stefani	스테파니
bertrand	베르트랑
bertrand	버트런드
atsiliepimai	피드백
atsiliepimai	의견
klonas	클론
bulves	감자
įtariama	의심
tepalas	윤활유
tepalas	연고
pensija	연금
pensija	연금
bach	바흐
orto	정형외과
šrifto	글꼴
metafizika	형이상학
aristokratija	귀족
lapelis	메모
bud	버드
badmintono	배드민턴
milvokio	밀워키
sraigė	달팽이
kruša	우박
mate	짝꿍
mate	메이트
iždas	재무부
kami	가미
lapą	잡지
lapą	매거진
kamiu	카뮈
šildymas	난방
fotografai	사진사
fotografai	사진관
fotografai	사진작가
išeiga	수익
duobes	무덤
nebaigti	미완성
bonaparte	보나파르트
trauma	부상
trauma	트라우마
trauma	외상
agm	agm
radikalių	급진주의
laimingai	행복하게
iniciatyvas	이니셔티브
įpročiai	습관
protinga	영리한
protinga	영리
jurisdikcijos	관할권
asfalto	아스팔트
padovanoti	기부
ankštiniai	맥박
odinas	오딘
siu	sue
siu	고소
imigracija	이민
imigracija	이민호
itanium	아이테니엄
kassel	카셀
philips	필립스
payne	페인
fabian	파비안
užsakymas	예매
užsakymas	예약
hendrick	헨드릭
hyundai	현대그룹
hyundai	현대
šarvuoti	기갑
sandorį	합병
puštūnų	파슈토어
šlaunies	허벅지
gsp	gsp
begalinė	인피니트
begalinė	무한
gaublį	글로브
kepta	구운
gifu	기후
kafka	카프카
netinkamo	학대
netinkamo	남용
netinkamo	악용
prostitucija	성매매
lily	릴리
ašaros	눈물이
ašaros	눈물
gripas	인플루엔자
gripas	감기
gripas	인플루엔자
gripas	독감
bsc	bsc
asuano	아스완
radiacija	방사능
radiacija	방사
radiacija	방사선
radiacija	방사성
trinity	트리니티
trinity	삼위일체
ricci	리치
drugelių	나비
cobain	코베인
stadionuose	경기장
susitraukimai	수축
akiniai	선글라스
akiniai	안경
integravimo	모니터
dreamworks	드림웍스
peilius	나이프
protestas	시위
protestas	항의
protestas	항의
winston	윈스턴
produktyvumas	생산성
raukšlės	주름
šiltnamių	온실
psichoterapija	심리치료
malonumas	즐거움
malonumas	쾌락
malonumas	즐거움
malonumas	기쁨
malonumas	쾌락
aksu	아커쑤
velnių	지옥
užpildyta	채워진
suknelė	드레스
funkcinis	함수형
migdolų	아몬드
telefonai	전화
telefonai	전화기
sužavėtas	감동
pirmadienis	월요일부터
pirmadienis	월요
pirmadienis	먼데이
pirmadienis	월요일
atskaitomybės	책임
priverstinis	강제
priverstinis	강제로
realizavimo	깨달음
jutikliai	센서
terminologija	용어
kasas	카운터
maximilian	막시밀리아노
užsidirbti	적립
diagnozės	진단
ritmu	리듬
marsh	습지
marsh	마시
baškirų	바시키르
viela	와이어
viela	철사
abiturientai	선배
trombonas	트롬본
naujagimio	신생아
naujagimio	신생아
slyvos	자두
slyvos	자두
statmena	수직
ghibli	지브리
skalbimo	씻기
skalbimo	세탁
skalbimo	세척
paslapties	비밀
lipidų	지질
suolai	벤치
koridorių	코리더
apetito	식욕
lūkesčių	기대
bradford	브래드퍼드
bradford	브래드포드
aviganis	양치기
aviganis	셰퍼드
gaujų	갱스
triukų	트릭
šlapimas	오줌
šlapimas	소변
leu	레우
riurikaičių	류리크
iššūkiai	도전
iššūkiai	챌린지
hole	홀리
diskriminaciją	차별
vaiduokliai	귀신
maišas	봉지
maišas	가방
gta	gta
lašiša	연어
jogurtas	요구르트
jogurtas	요구르트
penktadienis	금요일
penktadienis	금요일
penktadienis	프라이데이
filologija	문헌학
pradžiai	선발
pica	피자
barjeras	장벽
įsigytas	구매
tera	테라
garantija	보증
garantija	보증
taupymo	저축
taupymo	잘라
pageidautina	바람직
pageidautina	바람직해
pageidautina	바람직한
dispersija	분산
kietu	단색
kietu	고체
kietu	입체
kietu	솔리드
kalcis	칼슘
laiminga	해피
laiminga	행복
laiminga	행복해
laiminga	행복하다
laiminga	행복한
azijiečių	아시아인
išankstinis	예비
oksitanų	오크어
poslinkio	변위
meldžiasi	기도
pasitraukimas	철수
pasitraukimas	금단
svogūnai	양파
concerto	협주곡
atlygį	보상
filtras	필터링
filtras	필터
logistika	물류
paisley	페이즐리
utrechte	위트레흐트
malajalių	말라얄람어
kolegijose	대학교
kolegijose	대학
safari	사파리
atvykimas	입국
atvykimas	도착
instrukcijos	명령어
instrukcijos	지침
instrukcijos	지시
instrukcijos	안내
internetinį	웹캠
lošimų	게임
lošimų	게이밍
lošimų	도박
korsika	코르시카
duran	듀란
patricija	패트리샤
koranas	꾸란
veiksmingai	효율적
dažnumas	주파수
dažnumas	빈도
rebecca	리베카
rebecca	레베카
angelina	앤젤리나
angelina	안젤리나
rytoj	내일
anūkė	손녀
pulicerio	퓰리처
herschel	허셜
migrantų	난민
įsipareigojimai	의무
įsipareigojimai	부채
mandolina	만돌린
konsulatas	영사관
verkė	울었다
strateginiai	전략적
mandarinų	만다린
mandarinų	중국어
velaskesas	벨라스케스
vergovė	노예제도
vergovė	노예제
šalinimas	배설
metamorfozės	변신
entuziastingai	열정
prieinamumo	접근성
root	루트
root	뿌리
džesika	제시카
šnipas	스파이
nereikalingi	불필요한
nereikalingi	불필요
mcdonnell	맥도넬
išpuoliai	공격
maharaštros	마하라슈트라
vientisumą	무결성
atsipalaidavimo	휴식
fermi	페르미
integruotos	통합
afi	afi
ofk	ofk
asa	asa
clifford	클리퍼드
boulingo	볼링
oskar	오스카어
oskar	오스카
draugiški	친근한
narų	다이버
dulkes	먼지
apkrovos	부하
užliejo	홍수
drąsus	용감한
abejotina	의심스럽다
abejotina	의심
crawford	크로포드
crawford	크로퍼드
integravimas	통합
laikinojo	생성
laikinojo	창조
laikinojo	만들기
magnis	마그네슘
intro	소개
intro	intro
chronicle	크로니클
chronicle	연대기
lokomotyvų	기관차
tiuringo	튜링
maudytis	목욕
kasdienio	매일
kasdienio	일상
skaisčiai	스칼렛
mergaites	소녀
mergaites	소녀들
mergaites	걸스
skėriai	메뚜기
huseinas	후세인
braškių	딸기
ignoruoti	무시
mokymuisi	학습
ragenos	각막
ragenos	각막
pamaina	쉬프트
pamaina	shift
pamaina	시프트
šaldymo	냉각
šaldymo	냉동
šaldymo	냉장
stealth	스텔스기
stealth	스텔스
užuomina	힌트
deginimas	불타는
diabeto	당뇨
diabeto	당뇨병
bunkeris	벙커
pulsas	맥박
pulsas	펄스
alga	임금
alga	임금
plastikų	플라스틱
plastikų	성형외과
moralinę	도덕
dukterėčia	조카
uodų	모기
gestas	몸짓
gestas	제스처
viltys	희망
žemiausio	초보
žemiausio	초보자
maudymosi	수영복
daugiafunkcinis	다용도
daugiafunkcinis	다목적
siluetas	실루엣
genijus	천재
kintamasis	변광성
kintamasis	변수
oponentas	상대
oponentas	상대편
oponentas	상대성
vidurdienį	정오
sql	sql
užtaisai	카트리지
kreta	크레타
fregata	프리깃
fregata	프리깃함
fregata	호위함
pajėgumai	용량
grenadinai	그레나딘
dirk	디르크
wolff	울프
nikon	니콘
kančias	고통
kopūstų	양배추
sutrumpinti	단축
šeštosios	여섯번째
tarifas	관세
andromeda	안드로메다자리
andromeda	안드로메다
bakterija	세균
bakterija	박테리아
hektoras	헥토르
hektoras	헥터
dizaineriai	디자이너
asahi	아사히
tikrinimas	점검
tikrinimas	검사
maxwell	맥스웰
orchidėjos	난초과
orchidėjos	난초
rastis	rusty
abstraktus	추상화
abstraktus	추상
diskelių	플로피
istoriografija	역사학
blokavimas	자물쇠
blokavimas	차단
priespaudą	박해
nemiga	불면증
npc	npc
spalvinga	화려하다
valties	보트
latino	라틴
latino	라틴계
kepure	모자
dis	dis
bleu	bleu
defektas	결함
gibonas	긴팔원숭이
instrukcija	지침
instrukcija	지시
instrukcija	안내
tanis	타니
carroll	캐롤
carroll	캐럴
chartiją	헌장
chartiją	전세
schemas	스킴
kailiai	모피
pionieriai	개척자
pionieriai	선구자
baptistai	침례교
balionai	풍선
cinamono	계피
cinamono	시나몬
užterštumas	오염
užterštumas	오염
dubenį	사발
dubenį	그릇
gruzinai	조지아인
rem	rem
lūkesčius	기대
daniele	대니엘
daniele	다니엘
pasisakymai	연설
kovinį	전함
gerumo	친절
efesas	에페소스
marburgo	마르부르크
fukuoka	후쿠오카
taranto	타란토
citata	따옴표
citata	인용
taikaus	평화로운
taikaus	평화롭고
marvel	마블
šamas	메기
šamas	메기목
blokus	차단
blokus	블록
blokus	블럭
išvestinių	파생상품
išvestinių	미분
komunizmas	공산주의
žaizda	상처
žaizda	부상
išmatos	대변
išmatos	변이
cyrus	사이러스
registrus	레지스터
shirley	셜리
ans	지나
atnaujina	업데이트
stebuklinga	마법
gelta	황달
chlorido	염화
tele	텔레
gedimų	실패
gedimų	고장
sumaišyti	엇갈린다
sumaišyti	혼합
sumaišyti	이끼
generatorių	생성기
generatorių	발전기
siaubas	공포
irimo	소화
porno	포르노그래피
porno	포르노
puebla	푸에블라
willy	윌리
čili	칠리
čili	고추
siuvėjas	양복점
siuvėjas	양복
skydus	방패
linksma	재미
symbian	심비안
ban	금지
nakamura	나카무라
prostitutė	창녀
prostitutė	매춘부
beždžionė	원숭이
beždžionė	몽키
vostok	보스토크
siurblys	청소기
siurblys	청소부
siurblys	펌프
žudikai	암살자
žudikai	암살단
žudikai	암살
jong	종종
karlomanas	카를로만
tobula	완벽
tobula	완벽한
generatoriai	발전기
šešta	여섯번째
martinez	마르티네스
martinez	마르티네즈
hidra	히드라
momentai	moments
momentai	순간
ado	ado
imituoti	시뮬레이션
gmt	gmt
drakonai	드래곤스
drakonai	드래곤
drakonai	드래곤즈
rezervuaras	저수지
kobe	고베
arkanzaso	아칸소
tna	tna
gemma	젬마
gėrimams	음료
gėrimams	음료수
sertifikavimo	자격증
stygius	부족
marti	마티
sdp	sdp
teleskopai	망원경
apgauti	바보
įsipareigojimą	헌신
proporcinga	비례
įrašoma	프린터
paralyžius	마비
keller	켈러
funkcinių	함수형
šeštadienis	토요일
dns	dns
lėlė	인형
netbsd	netbsd
kobalto	코발트
pie	파이
praktikuoti	연습
nuolaužos	먼지
baigiama	종료
astma	천식
messi	메시
hari	해리
hari	헤리
bakai	벅스
chu	chu
konsepsjono	콘셉시온
ateis	출시
ateis	coming
bale	베일
indigo	남색
indigo	인디고
diegimas	설치
mėgstami	책갈피
firmą	대리점
inn	inn
inn	여관
susirūpinimą	염려
susirūpinimą	우려
ars	ars
bankrotas	파산
širdys	하트
katrina	카트리나
gibraltaras	지브롤터
pensijos	연금
pensijos	연금
šeimininką	집주인
energingas	활기
ultragarso	초음파
auklė	보모
toru	토루
nusivylęs	실망
realybe	리얼리티
realybe	현실
opiumo	아편
ateistai	무신론
vagystės	도난
vagystės	절도
vagystės	도둑
vagystės	강도
antikūnai	항체
apgyvendinimas	숙박시설
apgyvendinimas	숙박
nas	nas
haas	하스
kentukio	켄터키
keistai	이상한
arfa	하프
kornvalio	콘월
linijinės	라이너
risc	risc
thames	템스
benzinas	가솔린
benzinas	가솔린
miriam	미리엄
miriam	미리암
vištiena	치킨
vištiena	닭고기
celtics	셀틱스
hepburn	헵번식
hepburn	헵번
dekretas	법령
linksmas	졸리
beviltiškai	필사적으로
pakavimo	포장
pesas	페소
hobsas	홉스
kardus	도검
blanca	블랑카
krabas	크랩
paprika	파프리카
peržiūra	검토
peržiūra	검토하기
peržiūra	검수
peržiūra	리뷰
plastikas	플라스틱
plastikas	성형외과
krovinys	화물
krovinys	배송
krovinys	발송
susitaikymo	화해
dženifer	제니퍼
laikysena	자세
plutarchas	플루타르코스
koma	혼수
žemuogių	딸기
skaidrių	슬라이드
uno	uno
karštis	더위
karštis	히트
akropolis	아크로폴리스
darbuotojui	직원
luanda	루안다
ama	ama
emerson	에머슨
siurbliai	펌프
dekoracijos	장식
bučinys	키스
bučinys	kiss
kosulys	기침
tarifų	관세
kėlimas	포장
česnakų	마늘
veja	잔디
televizorius	tv
clancy	클랜시
receptai	조리법
receptai	레시피
koeficientai	계수
įkvėpimas	영감
įkvėpimas	영감을
investicija	투자
cesare	체사레
įsteigimas	설립
duo	듀오
dažikliai	색상
habsburg	합스부르크
šypsenos	미소
šypsenos	스마일
šypsenos	웃어
šypsenos	스마일
šypsenos	미소
apatinius	속옷
burbulas	거품
burbulas	버블
kursams	강좌
kursams	코스
kursams	과정
kojinės	양말
kojinės	socks
amir	아미르
pratęsimas	갱신
bohemija	보헤미아
pasėliai	농작물이
pasėliai	농작물
pasėliai	곡물
akvarele	수채화
formosa	포르모사
perspektyvas	전망
perspektyvas	계급
perspektyvas	순위
veidų	얼굴
veidų	얼굴들
liturginiai	전례
westwood	웨스트우드
acheno	아헨
krevečių	새우
alyvuogės	올리브
dyzeliniai	디젤
epilepsija	간질
northrop	노스럽
lac	lac
puikaus	훌륭한
suvenyrų	기념품
savaitgaliais	주말
izraelitai	이스라엘인
saulėgrąžų	해바라기
rėmai	프레임
maseru	마세루
trump	트럼프
mėšlo	비료
contra	콘트라
kontroliuojami	제어
raštinės	문방구
raštinės	문구
truman	트루먼
skaitiklis	분자
ddt	ddt
elastinga	탄성
žibintas	램프
žibintas	전등
augalinis	채소
augalinis	야채
receptas	레시피
savanoriškos	자원봉사
savanoriškos	봉사활동
boogie	boogie
padaras	생명체
padaras	생물
freebsd	freebsd
šikoku	시코쿠
ragina	calling
davies	데이비스
davies	davies
ainu	아이누어
ainu	아이누
keitimosi	교환
šiltai	따뜻하다
užimtumas	고용
šeimyna	가족
šeimyna	가족과
šeimyna	패밀리
horacijus	호러스
modernizavimas	업그레이드
kagošimos	가고시마
pia	pia
remiamos	스폰서
remiamos	후원
asimiliacijos	동화
fitzgerald	피츠제럴드
atsisveikinimo	작별
inferno	인페르노
kepures	모자
blogi	bad
blogi	나쁜
blogi	나쁘다
inkstai	신장
inkstai	콩팥
inkstai	신장
kalorijų	칼로리
kalorijų	칼로리
gonzalo	곤살로
epilepsijos	간질
sausra	가뭄
lojalumo	충성
lojalumo	멤버십
cassini	카시니
promo	프로모션
como	코모
wir	wir
kavinėse	카페
psichologė	치료사
astronautų	우주비행사
honšiu	혼슈
gonzalez	곤잘레스
keita	케이타
augaliniai	공장
augaliniai	식물
augaliniai	식물학
canon	캐논
plytelių	타일
garrett	개릿
garrett	개럿
kompromisas	타협
kazokas	코자크
kazokas	카자크
paskatų	자극
paskatų	인센티브
seo	seo
expo	엑스포
expo	박람회
daugyba	곱셈
teisėtumą	합법
arias	아리아스
mėgstamiausių	즐겨찾기
įsitikinimas	신념
įsitikinimas	믿음
įsitikinimas	신앙
kaimynystės	근방
belgai	벨기에
belgai	벨기에인
injekcijos	주사
darbingo	일하기
marksizmas	마르크스주의
virvė	로프
virvė	밧줄
virvė	줄넘기
airiai	아일랜드어
airiai	아일랜드인
greitkelių	고속도로
geologinio	지질학
geologinio	지질
kranai	크레인
kailius	모피
antibiotikų	항생제
antibiotikų	항생제
išsiskyrimas	배설
išnagrinėjo	교정
uzbekistanas	우즈베키스탄
osijek	오시예크
instinktas	본능이
instinktas	본능적
instinktas	본능
skvarba	침투
riviera	리비에라
rezidentas	주민
rezidentas	레지던트
rezidentas	상주
įkaitus	인질
nestabilumas	불안정성
nestabilumas	불안정
laimingi	해피
laimingi	행복
laimingi	행복해
laimingi	행복하다
laimingi	행복한
damaskas	다마스쿠스
tekstūra	텍스처
tekstūra	질감
nekaltas	무죄
nekaltas	innocent
glover	글로버
watford	왓퍼드
watford	왓포드
vance	밴스
intonacija	억양
aistringas	열정적인
aistringas	열정
alumni	동문
alumni	동창생
alumni	졸업생
sėklidžių	고환
baime	공포
baime	두려움
baime	공포증
kaimynės	이웃
gravitacinė	중력
tri	트라이
vištų	암탉
yuan	위안
vamzdynų	파이프라인
laužas	모닥불
trapecinė	사다리꼴
taikiniai	타겟
lapelius	전단지
gramo	그램
gramo	그람
abbas	압바스
abbas	아바스
šeimininkus	출신지
pioneer	파이어니어
pioneer	파이오니아
dakotos	다코타
nikosijos	니코시아
jaltos	얄타
snaiperis	저격수
snaiperis	스나이퍼
ritmai	리듬
solidarumas	연대
entropija	엔트로피
rokis	록키
rokis	로키
moshe	모셰
sijonas	치마
sijonas	스커트
rąstus	로그
montgomery	몽고메리
spąstai	트랩
spąstai	함정
grotelės	그릴
raktikaulio	쇄골
lankininkų	양궁
įsigijimų	습득
įsigijimų	획득
įsigijimų	인수
įsigijimų	수집
apskaičiavimas	계산법
apskaičiavimas	계산
ella	엘라
komos	혼수
sėdynės	좌석
sėdynės	자리
sėdynės	좌석
sėdynės	자리
grota	동굴
gliukozė	포도당
gliukozė	혈당
vištienos	치킨
vištienos	닭고기
reilly	라일리
spiralę	나선
spiralę	나선형
paskyrimas	명명법
paskyrimas	명명
hayden	헤이든
ftp	ftp
nesąmoningai	무의식
treniruotė	할머니
iššūkius	도전
iššūkius	챌린지
kvepia	냄새
ppd	ppd
talibano	탈레반
ventura	벤츄라
pasitenkinimo	만족도
pasitenkinimo	만족
dažymas	염색
hercogienė	여공작
hercogienė	공작부인
brazilai	브라질인
uljanovsko	울리야놉스크
quantum	양자
laipioja	등반
tedis	테디
prostitutės	매춘부
kantrybės	인내심
kantrybės	인내
triušis	토끼
pusryčių	아침밥
pusryčių	아침식사
pusryčių	아침
pusryčių	조식
bios	바이오스
bėdos	고민
elizabet	엘리자베스
elizabet	엘리사벳
labdara	자선단체
labdara	자선
amx	amx
hamas	하마스
nokautas	녹아웃
bagdade	바그다드
