dhe	そして
popullore	人気
popullore	ポピュラー
numri	番号
numri	数値
numri	ナンバー
atij	him
vepra	opus
vepra	ワークス
vepra	作品
vërtetë	real
vërtetë	本物
vërtetë	リアル
vërtetë	本当に
përmes	via
përmes	through
përmes	スルー
botë	世界
botë	ワールド
spanjë	スペイン
ndërkombëtare	インターナショナル
ndërkombëtare	国際
sidomos	特に
tretë	番目
tretë	サード
veriore	ノーザン
veriore	北方
veriore	北部
merr	take
merr	ゲット
merr	get
formë	図形
formë	形状
formë	シェイプ
formë	形式
formë	フォーム
kisha	教会
kisha	騎射
kisha	チャーチ
kisha	教会堂
kisha	教会
veçantë	スペシャル
shteti	国名
shteti	カントリー
shteti	都道府県
shteti	状態
vende	場所
vende	スポット
vende	座席
ndeshje	マッチ
ndeshje	一致
njerëzit	ピープル
ende	スティル
ende	それでも
ende	まだ
maqedonisë	マケドニア
fitoi	ウォン
fitoi	won
vendi	国名
vendi	カントリー
vendi	place
vendi	場所
vendi	スポット
http	http
faqe	ページ
faqe	ページ
jeta	生活
jeta	生命
jeta	人生
jeta	ライフ
popullsia	人口
kryetar	スピーカー
kryetar	話し手
kryetar	議長
kryetar	町長
kryetar	市長
kryetar	会長
kryetar	議長
shtëpi	ハウス
shtëpi	家屋
shtëpi	自宅
shtëpi	ホーム
shtëpi	帰宅
gjuhë	言語
gjuhë	言語
perëndimore	ウエスト
perëndimore	西部
perëndimore	ウェスト
perëndimore	ウェスタン
perëndimore	ウエスタン
tri	tri
tri	三人
tri	three
tri	スリー
saint	セイント
saint	聖人
asnjë	なし
plotë	いっぱい
plotë	フル
rajoni	リージョン
rajoni	地域
rajoni	地区
rajoni	ディストリクト
shkolla	学校
shkolla	流派
shkolla	学校
shkolla	スクール
afër	付近
afër	近く
afër	閉じる
afër	クローズ
then	失敗
drejt	まっすぐ
drejt	ストレート
lindje	イースト
lindje	東部
historia	記事
historia	ストーリー
historia	物語
historia	履歴
historia	由緒
historia	歴史
historia	沿革
film	映画
film	ムービー
film	映画
film	フィルム
figura	画像
figura	イメージ
figura	フィギュア
figura	フィギュア
zoti	ゴッド
kosova	コソボ
gjuha	言語
studimet	研究
familje	家族
anë	サイド
gjerë	ワイド
qëllim	目的
city	シティ
city	都市
tempulli	テンプル
tempulli	寺院
tempulli	神殿
kane	ケーン
lufta	戦争
rast	ケース
vjen	来る
vjen	カミング
grupi	band
grupi	バンド
grupi	集団
grupi	グループ
itali	イタリア
arritur	達成
shumica	過半数
svg	svg
autor	作家
autor	著者
autor	作者
përpara	進む
përpara	フォワード
përpara	転送
përpara	以前
punës	分娩
punës	労働
njerëz	ピープル
jugore	サザン
jugore	南部
pesë	ファイブ
pesë	五つ
pesë	five
anëtar	メンバ
anëtar	会員
anëtar	メンバー
prandaj	ゆえに
lloji	親切
lloji	種類
lloji	タイプ
emër	名詞
emër	名前
emër	氏名
emër	名称
grup	集団
grup	グループ
mali	マウンテン
mali	マウント
mali	マリ
zhvillimin	発達
zhvillimin	開発
john	ジョン
vendet	座席
vendet	場所
vendet	スポット
vendet	国々
poshtë	ダウン
poshtë	以下
poshtë	ボトム
fjala	ワード
fjala	言葉
fjala	単語
fjala	word
qendrore	中央
qendrore	セントラル
jep	与える
jep	give
wikipedia	wikipedia
wikipedia	ウィキペディア
bashkë	together
hershme	アーリー
hershme	早い
jugut	サウス
lindore	東部
italia	イタリア
qarqet	サークル
qarqet	ディストリクト
punë	職業
punë	仕事
punë	ジョブ
punë	作業
punë	仕事
punë	ワーク
hapur	オープン
hapur	開館
hapur	開く
qendra	センター
qendra	中央
qendra	中心
qendra	中央
qendra	センター
qendra	中心
libri	書物
libri	ブック
romake	ローマン
romake	ロマン
romake	ローマ
pati	パティ
burimi	ソース
burimi	出典
burimi	リソース
burimi	資源
sistemi	システム
fushë	フィールド
shtëpia	自宅
shtëpia	ホーム
shtëpia	帰宅
shtëpia	ハウス
kete	この
kete	これ
ora	タイム
ora	時間
ora	オラ
ora	クロック
ora	時計
gola	ゴール
gola	目標
serbe	セルビア
detit	sea
burim	ソース
burim	出典
njeri	ヒト
njeri	ヒューマン
njeri	人間
njeri	男性
njeri	man
not	スイミング
not	競泳
not	水泳
faqet	ページ
ate	him
lirë	ゆるい
lirë	ルース
lirë	安い
lirë	フリー
lirë	無料
lirë	自由
bardhë	白い
bardhë	ホワイト
gjermane	ドイツ語
ujë	ウォーター
rrethi	サークル
koha	タイム
koha	時間
tokë	地球
tokë	アース
tokë	ランド
tokë	土地
histori	記事
histori	ストーリー
histori	物語
histori	履歴
histori	由緒
histori	歴史
histori	沿革
kreu	head
kreu	ヘッド
kreu	頭部
njeriu	男性
njeriu	man
gjendje	状況
gjendje	シチュエーション
gjendje	状態
gjendje	条件
amerikane	アメリカン
krye	top
krye	上部
krye	トップ
tirana	ティラナ
vendos	集合
vendos	セット
vendos	決める
mbajtur	開催
com	com
madje	偶数
madje	even
colspan	colspan
përfshin	含む
george	ジョージ
elektrike	エレクトリック
elektrike	電気
luftë	戦争
arsye	理由
arsye	理由
arsye	理性
punuar	働く
punuar	作業
perëndim	ウエスト
perëndim	西部
perëndim	ウェスト
fëmijë	子供
fëmijë	キッズ
fëmijë	子供
fëmijë	児童
fëmijë	子供
malit	マウンテン
qarku	カウンティ
qarku	サーキット
qarku	回路
autori	作家
autori	著者
autori	作者
shtrihet	伸びる
vete	自分
vete	myself
verore	summer
verore	サマー
ushtarak	軍事
ushtarak	軍隊
san	san
san	サン
përsëri	再び
përsëri	アゲイン
vendbanim	住居
vendbanim	居所
familja	家族
larg	far
larg	遠く
larg	遠い
larg	away
larg	アウェイ
princi	プリンス
kaluar	過去
kaluar	合格
pikë	ポイント
pikë	ポイント
qeveria	政府
nobel	ノーベル
rolin	役割
mal	マウンテン
vetem	のみ
vetem	ちょうど
vetem	ジャスト
vetem	ただ
drejtë	まっすぐ
drejtë	ストレート
aktor	俳優
italian	イタリアン
skeda	タブ
gjashtë	シックス
gjashtë	six
universiteti	大学
radio	ラジオ
yes	はい
mbretëresha	女王
mbretëresha	クイーン
italiane	イタリアン
përshkrimi	説明
përshkrimi	解説
rrugë	ストリート
rrugë	通り
rrugë	道路
gjerman	ドイツ語
lashtë	古代
perandoria	帝国
perandoria	帝政
perandoria	エンパイア
drejtim	方向
luan	ライオン
luan	獅子
mundur	可能性
atje	そこ
brendshme	内部
brendshme	内装
brendshme	内面
brendshme	インテリア
dita	dita
dita	ディタ
dita	day
dita	一日
shpejt	soon
shpejt	まもなく
shpejt	もうすぐ
shpejt	速い
shpejt	高速
shpejt	クイック
natyrore	自然
natyrore	ナチュラル
veriut	ノース
veriut	ノーザン
veriut	北方
veriut	北部
ndryshe	異なる
ndryshe	さもなければ
ara	農産物
ara	作物
ara	ara
perandori	帝国
perandori	帝政
perandori	エンパイア
perandori	エンペラー
perandori	皇帝
perandori	天皇
kush	who
fusha	フィールド
fusha	フィールズ
fusha	フィールド
anglisht	イングリッシュ
anglisht	英語
forma	形状
forma	シェイプ
forma	フォーム
forma	形態
forma	図形
forma	形状
forma	シェイプ
forma	形式
forma	フォーム
fillimisht	当初
muaj	ヶ月
muaj	months
muaj	月間
publike	公衆
publike	公開
publike	パブリック
shtet	国名
shtet	カントリー
shtet	都道府県
shtet	状態
demokratike	民主主義
veten	自分
veten	myself
filmi	映画
filmi	ムービー
filmi	映画
filmi	フィルム
veçanërisht	特に
veçanërisht	特に
moderne	モダン
metra	メートル
artit	art
artit	アート
artit	芸術
artit	美術
gjithmonë	常に
gjithmonë	いつも
tashmë	すでに
tashmë	既に
york	ヨーク
kryer	コミット
gjermani	ドイツ
sur	スール
dorë	ハンド
sukses	サクセス
sukses	成功
gjate	長い
gjate	ロング
world	世界
world	ワールド
paris	パリス
paris	パリ
shtatë	seven
shtatë	セブン
këngë	ソング
këngë	歌曲
këngë	ソング
megjithëse	だけれども
vazhdoi	続き
vazhdoi	継続
përmban	含む
args	args
marrin	受け取る
marrin	受信
menjëherë	直ちに
robert	ロベルト
robert	ロベール
robert	ロバート
club	クラブ
club	棍棒
libër	書物
libër	ブック
përfundoi	終了
mire	良い
mire	グッド
sistem	システム
des	des
shekulli	世紀
shekulli	センチュリー
periudhë	期間
periudhë	ピリオド
shoqërore	ソーシャル
artikuj	記事
artikuj	冠詞
sotme	トゥデイ
sotme	今日
shkrimtar	作家
shkrimtar	ライター
ndërkohë	その間
ndërkohë	一方
qartë	クリア
huaj	よそ者
huaj	外国
francez	フレンチ
francez	フランス語
thjeshtë	シンプル
thjeshtë	簡単
thjeshtë	単純
thjeshtë	単に
fshatrat	村落
vlera	バリュー
vlera	価額
themeluar	設立
rol	役割
ndërkombëtar	インターナショナル
ndërkombëtar	国際
bashkimi	ユニオン
bashkimi	合併
bashkimi	統一
lumi	河川
maqedoni	マケドニア
golin	ゴール
toka	地球
toka	アース
toka	ランド
toka	土地
nationalteam	nationalteam
raste	事例
raste	ケース
here	タイムズ
here	タイム
here	時間
xxxx	xxxx
shkurtër	短い
shkurtër	ショート
yyyy	yyyy
roman	ローマン
roman	ロマン
roman	ローマ
roman	小説
mbetur	残り
mbetur	残額
rruga	ストリート
rruga	通り
rruga	道路
ndoshta	たぶん
ndoshta	多分
ndoshta	未定
ndoshta	おそらく
kupa	cups
kupa	カップ
kupa	カップ
kupa	コップ
kupa	cup
bukur	美しい
bukur	ビューティフル
bukur	可愛い
bukur	ナイス
bukur	ニース
bukur	素敵
jean	ジャン
jean	ジーン
ulët	低い
periudha	期間
periudha	ピリオド
periudha	ピリオド
real	real
real	本物
real	リアル
jetojnë	ライブ
jetojnë	生きる
publik	公衆
publik	公開
publik	パブリック
pavarur	独立
pavarur	インディペンデント
ushtria	軍事
ushtria	軍隊
ushtria	アーミー
ushtria	軍隊
ushtria	陸軍
fundi	終了
fundi	エンド
klubi	クラブ
klubi	棍棒
fakt	事実
kuqe	赤い
kuqe	赤色
kuqe	レッド
pasha	パシャ
puna	作業
puna	仕事
puna	ワーク
vdekur	デッド
university	大学
www	www
madrid	マドリッド
madrid	マドリード
njësi	単位
njësi	ユニット
njësi	単位
njësi	ユニット
osman	オスマン
qytetet	タウンズ
qytetet	都市
https	https
gazeta	新聞紙
gazeta	新聞
gazeta	新聞紙
gazeta	新聞
gazeta	用紙
gazeta	ペーパー
rritur	成人
rritur	大人
format	形状
format	シェイプ
format	フォーマット
format	書式
anëtarët	メンバー
anëtarët	メンバ
banorët	住民
banorët	住民
fuqi	権力
fuqi	パワー
katolike	カトリック
artikulli	記事
artikulli	冠詞
shkollë	学校
shkollë	スクール
seri	シリーズ
përbashkët	共有
përbashkët	共通
përbashkët	関節
akoma	スティル
akoma	それでも
akoma	まだ
akoma	yet
rezultat	結果
fëmijët	子供
fëmijët	キッズ
fëmijët	子供
profesor	教授
ngjarje	イベント
ngjarje	行事
ngjarje	イベント
ngjarje	行事
cet	cet
pika	ドット
pika	キラキラ
pika	ドロップ
pika	ポイント
vendasit	地元
vendasit	地元民
posta	郵便
posta	メール
fakultetin	学部
fakultetin	教職員
kaloi	合格
derisa	まで
derisa	until
derisa	まで
lehtë	イージー
lehtë	易しい
lehtë	やさしい
lehtë	簡単
tej	さらに
qysh	以来
qysh	since
greqi	ギリシャ
jeton	リビング
jeton	living
jeton	ライブ
jeton	生きる
pjese	パート
pjese	部分
fillore	小学校
xhamia	モスク
rëndë	重い
rëndë	ヘビー
bin	bin
bin	ビーン
charles	シャルル
united	ユナイテッド
ismail	イスマーイール
projekte	プロジェクト
vendeve	国々
league	リーグ
sulltani	スルタン
sulltani	スルターン
pothuajse	ほとんど
pothuajse	ほぼ
fituesit	勝者
barcelona	バルセロナ
gjallë	アライブ
pamje	表示
pamje	見る
pamje	ビュー
class	階級
class	クラス
sistemin	システム
shkon	ジョギング
shkon	going
shkon	goes
david	デイヴィッド
david	ダビデ
david	デビッド
david	デヴィッド
mundësi	可能性
mundësi	チャンス
mundësi	好機
mundësi	機会
lokale	ローカル
lokale	地元
ndryshëm	異なる
gjon	ジョン
mbetet	ラグ
çmimi	プライス
çmimi	対価
çmimi	値段
çmimi	価格
nationalyears	nationalyears
treguar	ナレーション
page	給料
page	俸給
page	給与
finlanda	フィンランド
mbas	アフター
fizike	フィジカル
fizike	物理
mesatare	中間
mesatare	中級
mesatare	平均
mesatare	ミディアム
mesatare	メディア
serb	セルビア
vepër	証書
përbërë	コンポジット
përbërë	複合
lloje	種類
lloje	品種
lloje	種類
guvernator	知事
vështirë	一生懸命
vështirë	ハード
vështirë	難しい
vështirë	タフ
vështirë	厳しい
vështirë	難しい
shkallë	ラダー
shkallë	ハシゴ
shkallë	はしご
shkallë	梯子
shkallë	ハシゴ
uji	ウォーター
uji	流体
ndeshjet	マッチ
ndeshjet	一致
guri	ストーン
guri	ロック
njerëzore	ヒト
njerëzore	ヒューマン
njerëzore	人間
lidhja	つながり
lidhja	接続
lidhja	リンク
prodhuar	製造
premier	プレミア
thellë	ディープ
thellë	深い
numrin	番号
numrin	数値
numrin	ナンバー
mësues	教員
mësues	教師
mësues	先生
kushtet	規約
kushtet	用語
kushtet	条件
kryeqyteti	資本
kryeqyteti	首都
kryeqyteti	キャピタル
zyrtar	公式
zyrtar	職員
art	art
art	アート
art	芸術
art	美術
krishterë	典礼
krishterë	クリスチャン
krishterë	キリスト教
krishterë	キリスト教徒
krishterë	キリスト教徒
drejtor	監督
drejtor	ディレクター
drejtor	取締役
drejtor	校長
drejtor	元本
internet	インターネット
shkup	スコピエ
nord	ノール
shkruan	執筆
shkruan	書き込み
shkruan	筆記
paul	ポール
paul	パウル
djali	男の子
djali	少年
djali	ボーイ
maria	マリア
maria	マリヤ
one	一つ
one	one
one	一人
one	ワン
paraqitur	提示
grupe	グループ
burimet	ソース
burimet	出典
burimet	リソース
burimet	資源
personale	パーソナル
personale	個人
ditët	日数
lartësi	高度
lartësi	身長
gjergj	ジョルジョ
mehmet	メフメト
mehmet	メフメト
trupit	本文
trupit	身体
trupit	本体
trupit	ボディ
islam	イスラム教
evropë	欧州
evropë	ヨーロッパ
ditën	day
ditën	一日
franceze	フレンチ
franceze	フランス語
sociale	ソーシャル
biri	息子
sezoni	季節
sezoni	シーズン
ibrahim	イブラヒム
james	ジェームス
james	ジェームズ
kuq	赤い
kuq	赤色
kuq	レッド
keni	ケニー
pasojë	帰結
politikan	政治家
bie	落下
bie	落ちる
bie	落下
studime	研究
zonë	ゾーン
zonë	zone
zonë	面積
zonë	領域
zonë	エリア
don	ドン
hap	step
hap	ステップ
hap	オープン
hap	開館
hap	開く
filma	映画
trupat	ヌード
keq	バッド
keq	悪い
trashëgimisë	遺産
ngushtë	狭い
ngushtë	bff
ngushtë	きつい
video	ビデオ
video	動画
famshëm	セレブリティ
famshëm	有名人
ngritur	高架
skuadra	分隊
skuadra	チーム
civile	文官
forca	体力
forca	強度
forca	フォース
sovjetik	ソビエト
punon	ワークス
punon	作品
punon	働く
punon	作業
përdor	使用
pavarësisht	にもかかわらず
humbur	ロスト
arti	arti
arti	art
arti	アート
arti	芸術
arti	美術
libra	書物
libra	帳簿
libra	書籍
kuvendit	アセンブリ
kuvendit	集会
kuvendit	組み立て
bota	世界
bota	ワールド
përdorim	使用
burime	ソース
burime	出典
burime	リソース
burime	資源
çështje	発行
çështje	争点
çështje	問題
çështje	問題
zonat	ゾーン
private	非公開
private	プライベート
wiki	wiki
wiki	ウィキ
lëvizje	モーション
lëvizje	ムーブメント
lëvizje	楽章
lëvizje	運動
rock	ロック
muzika	ミュージック
muzika	音楽
aktore	女優
aktore	俳優
malet	山地
malet	山脈
drita	軽い
drita	明るい
drita	ライト
drita	ライト
flamuri	フラグ
flamuri	国旗
gjermania	ドイツ
muzikore	ミュージカル
përdorimi	使い方
përdorimi	使用
letërsi	文学
letërsi	文芸
artë	ゴールデン
artë	黄金
lëvizja	モーション
lëvizja	引越し
lëvizja	移動
lëvizja	ムーブメント
lëvizja	楽章
lëvizja	運動
national	国民
national	ナショナル
durrësit	ドゥラス
sulltan	スルタン
sulltan	スルターン
link	リンク
can	チャン
zbuluar	検知
alias	別名
alias	偽名
alias	エイリアス
elizabeth	エリザベス
zhvillimi	発達
zhvillimi	開発
finale	フィナーレ
finale	最終
finale	決勝
finale	ファイナル
finale	ファイナル
monument	モニュメント
monument	記念碑
duka	公爵
duka	デューク
romë	ローマ
romë	ロマ
romë	ローマ
liga	リーグ
lidhjet	リレーションシップ
lidhjet	交際
lidhjet	合金
lidhjet	リンク
lidhjet	つながり
lidhjet	接続
lidhjet	ネクタイ
ishujt	諸島
round	ラウンド
round	round
round	丸い
kënga	歌曲
kënga	ソング
vazhdim	続行
vazhdim	続き
vazhdim	継続
vazhdim	続編
materiale	素材
materiale	材料
materiale	マテリアル
materiale	材料
materiale	素材
dhjetë	テン
dhjetë	ten
anëtarë	メンバー
anëtarë	メンバ
dite	day
dite	一日
spanja	スペイン
rritje	増加
rritje	増額
rritje	増やす
rritje	成長
rritje	発育
josé	ホセ
lojtari	プレイヤー
lojtari	プレーヤー
kultura	文化
kultura	カルチャー
tjeter	next
nder	名誉
nder	名誉
titull	キャプション
titull	肩書
titull	称号
titull	タイトル
klasike	洒落
klasike	クラシック
klasike	古典
klasike	classic
hasan	ハサン
hasan	ハッサン
hasan	ハサン
dashur	dear
dashur	ディア
kuvendi	アセンブリ
kuvendi	集会
kuvendi	組み立て
artikull	記事
artikull	冠詞
artikull	アイテム
artikull	品物
mendohet	推定
ligji	法律
ligji	法学
popullor	人気
popullor	ポピュラー
nëna	おかあさん
nëna	母親
lart	ハイ
lart	高い
lart	二階
qytete	都市
keto	これらの
keto	これら
plot	いっぱい
plot	フル
grupin	集団
grupin	グループ
ndodh	ハプニング
vdekje	デス
shtete	国々
xix	xix
struktura	施設
struktura	設備
struktura	構造
struktura	構造
struktura	構成
struktura	施設
foto	フォト
foto	写真
foto	画像
foto	写真
mark	マーク
mark	マルク
ngjyrë	カラー
ngjyrë	カラー
ngjyrë	ペンキ
ngjyrë	ペイント
ngjyrë	塗料
ngjyrë	インク
aktiv	アクティブ
jete	生涯
jete	通算
jete	生活
jete	生命
jete	人生
jete	ライフ
nivel	レベル
marrëdhëniet	リレーションシップ
marrëdhëniet	交際
marrëdhëniet	リレーションシップ
marrëdhëniet	交際
marrëdhëniet	リレーション
marrëdhëniet	関係
tetë	eight
tetë	エイト
png	png
ndihmë	ヘルプ
krijoi	作成
joseph	ヨセフ
zgjedhjet	選挙
zgjedhjet	選任
zgjedhjet	選挙
diellit	太陽
diellit	sun
radhë	キュー
skuadrës	チームメイト
mbretëria	王国
michael	ミヒャエル
michael	マイケル
ruse	ロシア
aktori	俳優
thjesht	単に
thjesht	ちょうど
thjesht	ジャスト
thjesht	ただ
vlerë	バリュー
vlerë	価額
pjesët	パーツ
pjesët	部品
ndryshime	変更
euro	ユーロ
ebu	アブー
faqen	ページ
nationalcaps	nationalcaps
huaja	外国
rrallë	レア
diku	どこか
territorin	縄張り
ndahet	共有
beratit	ベラト
will	ウィル
will	遺言
orë	時間
orë	時間
anglez	イングリッシュ
anglez	英語
qendror	中央
qendror	セントラル
vii	vii
martin	マーティン
martin	マーチン
tokat	土地
këmbë	フィート
masë	計測
masë	測定
ati	父親
ati	ati
nevojë	ニーズ
zhvillim	発達
zhvillim	開発
kombit	ネーション
kombit	国民
emrat	名前
emrat	名称
etnike	民族
gjysmë	半分
gjysmë	ハーフ
fitues	勝者
fitues	ウィナー
kanada	カナダ
modern	モダン
xvi	xvi
malore	マウンテン
malore	山地
rrit	増加
rrit	増額
rrit	増やす
regjisor	監督
regjisor	ディレクター
regjisor	取締役
fifa	fifa
ndikim	インパクト
ndikim	衝撃
ndikim	影響力
ndikim	影響
angli	イギリス
van	バン
van	ヴァン
rajon	リージョン
rajon	地域
durrës	ドゥラス
probleme	問題
probleme	トラブル
vajza	ガールズ
bej	ベグ
map	地図
map	マップ
duart	両手
verës	summer
verës	サマー
hapësirë	スペース
hapësirë	空間
ndryshuar	変更された
sasi	数量
sasi	金額
qëllimi	ゴール
nationalgoals	nationalgoals
stamboll	イスタンブール
karakter	文字
karakter	性格
karakter	キャラクター
ngjyra	カラー
ngjyra	カラー
ngjyra	カラー
ngjyra	カラー
ura	ブリッジ
mbrojtës	ディフェンダー
mbrojtës	プロテクター
peshkopi	ビショップ
londër	ロンドン
ahmet	アフマド
pune	作業
pune	仕事
pune	ワーク
pune	働く
pune	作業
stadium	スタジアム
jan	ヤン
banorëve	住民
ngjarjet	イベント
ngjarjet	行事
beteja	バトル
beteja	戦闘
beteja	戦い
beteja	合戦
mustafa	ムスタファ
udhëheqës	リーダー
gjakut	血液
gjakut	ブラッド
los	los
haxhi	巡礼
fitore	win
fitore	勝利
fitore	勝ち
fitore	勝つ
fitore	勝利
albert	アルベルト
albert	アルバート
shumicën	過半数
html	html
bar	grass
bar	バール
bar	バー
fakulteti	学部
fakulteti	教職員
kushtuar	専用
dikur	一度
detyrë	義務
detyrë	譲渡
detyrë	代入
detyrë	割り当て
detyrë	タスク
cup	カップ
cup	コップ
cup	cup
ekipi	チーム
black	黒い
black	ブラック
rritet	育つ
rritet	栽培
rritet	成長
profesionale	プロフェッショナル
përmendet	言及
album	アルバム
teatri	劇場
teatri	シアター
teatri	演劇
teatri	演劇
teatri	劇場
albumi	アルバム
lindor	東部
ndonjëherë	時々
ndonjëherë	ときどき
press	プレス
kategorinë	カテゴリー
kategorinë	区分
kategorinë	カテゴリ
kategorinë	分類
web	web
web	ウェブ
seksioni	セクション
live	ライブ
live	生きる
version	バージョン
turqi	トルコ
turqi	七面鳥
milionë	ミリオン
milionë	million
milionë	百万
arabe	アラブ
bashkia	市町村
lufte	戦争
komandant	司令官
pushtimit	征服
shkollat	学校
shkollat	流派
procesi	過程
procesi	プロセス
trupi	本文
trupi	身体
trupi	本体
trupi	ボディ
international	インターナショナル
international	国際
juan	フアン
ofron	クーポン
bashkimin	統一
organizata	団体
organizata	組織
organizata	組織
organizata	団体
person	人物
objekte	アイテム
objekte	品物
objekte	オブジェクト
youthclubs	youthclubs
