джим	jim
допомагають	ayudar
стокгольм	estocolmo
рукопис	manuscrito
рукопис	manuscritos
комерційний	anuncio
комерційний	comercial
комерційний	comerciales
хроніки	crónicas
автобусів	llamativo
гарнізон	guarnición
гарнізон	garrison
матеріально	financieramente
матеріально	económicamente
сьєрра	sierra
апостолів	apóstoles
оператори	operarios
оператори	operadores
прикраси	joyería
прикраси	joyas
прикраси	bisutería
прикраси	bling
прикраси	adorno
прикраси	joyería
прикраси	joyas
прикраси	joya
прикраси	bisutería
прикраси	dulces
прикраси	caramelos
прикраси	dulce
прикраси	caramelo
прикраси	candy
конференцій	congresos
конференцій	conferencias
витоків	filtración
починаються	empezando
починаються	iniciando
починаються	comenzando
екран	pantalla
стратегія	estrategia
економічне	económicas
економічне	económicos
економічне	económico
економічне	economico
економічне	económica
арабських	arab
арабських	arabe
арабських	árabe
арабських	árabes
альманах	almanaque
франк	frank
франк	franco
франк	francos
франк	franco
франк	francos
франк	franck
мама	mamá
мама	mama
мама	mamá
мама	mama
мама	mom
мама	mama
мама	mamá
богиня	diosa
публічно	públicamente
валовий	gross
валовий	asqueroso
валовий	brutos
валовий	bruto
псевдо	pseudo
арешт	detención
арешт	arresto
арешт	detenciones
підйом	subida
підйом	escalada
підйом	subir
підйом	escalar
підйом	ascenso
одесса	odessa
кримський	crimea
кримський	crimea
сел	sal
льюїс	lewis
овернь	auvergne
заявки	pujas
носити	desgaste
розширити	ampliar
розширити	expansión
розширити	expandirse
розширити	expandir
підземні	subterránea
підземні	subsuelo
підземні	subterráneo
підземні	subterráneos
підземні	underground
індустрії	industrias
індустрії	industria
змінили	alterados
змінили	alterado
змінили	alterada
поїздки	adpic
поїздки	excursiones
поїздки	viajes
передні	fachada
передні	frontal
передні	front
передні	frente
передні	delantero
маяк	faro
магістр	magister
магістр	maestro
магістр	master
магістр	máster
магістр	amo
донбас	donbass
вбив	mató
вбив	asesinados
вбив	asesinada
вбив	asesinado
вбив	matado
кампанію	campaña
демонстрації	demos
демонстрації	demostraciones
демонстрації	manifestaciones
демонстрації	demostraciones
демонстрації	vitrina
демонстрації	escaparate
прикладу	ejemplo
приватний	privados
приватний	privadas
приватний	privado
приватний	privada
заборони	prohíbe
заборони	prohibe
заборони	prohibición
бактерії	bacteria
бактерії	bacterias
шаром	capa
шаром	capas
хроніка	chronicle
хроніка	crónica
яно	jana
кевін	kevin
віллі	willy
віллі	willie
віллі	villy
угод	convenios
угод	acuerdos
високе	alto
високе	high
високе	elevada
високе	alta
наполеон	napoleón
космічні	cósmicos
космічні	cósmico
космічні	cósmica
торф	turba
марта	marta
марта	marta
марта	martha
розвідка	inteligencia
розвідка	reconocimientos
розвідка	reconocimiento
волокна	fibra
волокна	fibras
волокна	fibras
обрана	destinado
обрана	destinada
обрана	divergentes
мез	mosa
мез	meuse
мез	mez
перегляд	navegar
перегляд	navega
перегляд	explorar
перегляд	previa
перегляд	previsualización
перегляд	vistas
перегляд	vista
перегляд	view
перегляд	ver
ведучий	presentador
ведучий	presentadora
ведучий	liderar
ведучий	plomo
прип	prípiat
процедура	procedimiento
гамма	gama
гамма	gamma
воїни	warriors
воїни	guerreros
небагато	pocos
небагато	pocas
важка	duro
важка	duros
важка	hard
важка	difícil
важка	dura
щиро	sinceramente
щиро	atentamente
щиро	sincero
щиро	sinceros
щиро	sincera
щиро	cariñosamente
дипломатичних	diplomática
дипломатичних	diplomáticos
дипломатичних	diplomáticas
дипломатичних	diplomático
дипломатичних	diplomacia
композицію	pista
композицію	track
композицію	atletismo
композицію	vía
норма	norma
норма	norma
норма	norm
продажі	rebajas
продажі	venta
продажі	sales
продажі	ventas
ввести	entrar
ввести	entra
ввести	ingresar
ввести	ingresa
ввести	enter
бур	bourg
бур	bóer
бур	taladro
визначив	reconocido
визначив	reconocidas
визначив	reconocidos
визначив	reconocida
листування	correo
складові	ingredientes
салон	salon
салон	salón
дівчинка	chica
дівчинка	niña
дівчинка	muchacha
поступився	préstamo
поступився	préstamos
спадок	legado
спадок	legacy
спадок	herencia
голландії	holanda
голландії	holland
піски	arenas
піски	sands
виготовлено	fabricados
виготовлено	fabricado
виготовлено	fabricada
виготовлено	manufacturados
виготовлено	productores
виготовлено	productor
виготовлено	productora
виготовлено	productoras
боєприпасів	municiones
боєприпасів	munición
ферма	granja
ферма	finca
ферма	fermat
оперативного	operacional
оперативного	operativo
оперативного	operacionales
оперативного	operativa
посиланням	link
посиланням	enlazar
посиланням	enlace
посиланням	vínculo
таємно	secretamente
таємно	secreta
таємно	secret
таємно	secreto
таємно	secretos
незалежна	independent
незалежна	independiente
незалежна	independientes
впав	cayeron
впав	cayó
впав	caí
садів	jardín
садів	jardines
садів	gardens
гектарів	hectáreas
пауль	paul
пауль	pablo
шведська	suecos
шведська	suecia
шведська	sueco
шведська	sueca
онук	nieto
кроком	escalón
кроком	step
кроком	paso
імператорів	emperadores
точність	precisión
точність	fracción
точність	precisión
точність	exactitud
прихильником	partidario
зникає	desaparece
втт	vtt
вірмени	armenios
бангладеш	bangladés
бангладеш	bangladesh
ворожих	hostil
ворожих	hostiles
сприяти	facilitan
сприяти	facilite
сприяти	faciliten
сприяти	facilitar
експерименти	experimentos
мікеланджело	michelangelo
поглинання	adquisiciones
поглинання	absorción
покажчик	index
покажчик	indice
покажчик	índice
давній	antiguo
давній	antiguas
давній	antiguos
давній	antigua
спробувати	pruebe
спробувати	probar
спробувати	intente
спробувати	prueba
спробувати	tratar
міграції	migración
міграції	emigración
міграції	migraciones
продажів	rebajas
продажів	venta
продажів	sales
продажів	ventas
індійський	indios
індійський	indio
індійський	india
індійський	hindú
еміль	emile
еміль	emilio
еміль	emil
еміль	emilio
еміль	emile
еміль	émile
каменів	stones
каменів	piedras
вузли	pares
вузли	anfitriones
вузли	nodos
вузли	nódulos
вогези	vosges
літер	cartas
літер	letras
організована	organizada
організована	organizados
організована	organizadas
організована	organizado
обкладинка	cubierta
обкладинка	portada
обкладинка	cover
обкладинка	tapa
обкладинка	cubrir
збирати	reunir
збирати	colecciona
збирати	recopila
збирати	recoger
бурі	tormentas
трасі	tracy
сірі	gray
сірі	gris
сірі	grises
сірі	canas
сірі	siri
різниці	diferencia
розпочати	empezar
розпочати	start
розпочати	inicio
розпочати	comienzo
розпочати	iniciar
розпочати	inicia
розпочати	inicie
газетах	diarios
газетах	prensa
газетах	periódicos
випадає	fertilizar
страх	temor
страх	miedo
страх	fear
детектив	detective
географічний	geográficos
географічний	geográfico
географічний	geográfica
географічний	geográficas
словники	vocabularios
словники	diccionarios
гине	muere
володарі	reclamo
володарі	reclamar
володарі	reclamación
володарі	reivindicación
вбили	mató
вбили	asesinados
вбили	asesinada
вбили	asesinado
вбили	matado
такао	takao
службовців	asalariados
службовців	empleadas
службовців	empleados
перерви	break
перерви	descanso
перерви	romper
орла	águila
орла	eagle
орла	aguila
класична	clásicos
класична	clásica
класична	clasico
класична	clásico
класична	clásicos
класична	clásica
класична	clasico
класична	classic
класична	clásico
помирає	muere
гордон	gordon
кроки	peldaños
кроки	pasos
кроки	escalones
поради	consejos
поради	asesoramiento
поради	consejo
поради	consejos
поради	puntas
поради	tips
поради	sugerencias
поради	propinas
арджеш	argeș
віддає	tomador
живі	living
живі	vivir
живі	viviendo
послання	epístola
лиман	liman
лиман	estuario
винищувач	blaster
винищувач	peleador
винищувач	luchadora
винищувач	luchador
винищувач	combatiente
косово	kosovo
землеробства	agricultura
дуглас	douglass
дуглас	douglas
девіс	davis
девіс	davies
тертя	fricciones
тертя	fricción
посуд	platillos
посуд	platos
накопичення	acaparamiento
накопичення	acumulación
папуа	papua
папуа	papúa
осінь	otoño
осінь	fall
осінь	otoño
осінь	caída
юзеф	józef
рекомендується	recomienda
рекомендується	recomendado
рекомендується	recomendada
рекомендується	recomendable
рекомендується	recomendados
рекомендується	recomendó
пфальц	palatinado
стандартний	estándar
стандартний	norma
стандартний	estandar
стандартний	standard
душа	alma
душа	soul
гризунів	roedor
гризунів	roedores
прим	prim
паоло	paolo
ефір	emisora
ефір	locutor
савченко	savchenko
гвинтівки	fusil
гвинтівки	fusiles
гвинтівки	rifles
гвинтівки	fusil
гвинтівки	rifle
закрито	cerrada
закрито	cerrado
закрито	cerrados
алгоритми	algoritmos
кіпр	chipre
виклик	impugnación
виклик	challenge
виклик	reto
виклик	desafio
виклик	desafío
виклик	llamada
виклик	llame
виклик	llamar
виклик	llama
виклик	desafío
пакистану	pakistán
австралійський	australianas
австралійський	australianos
австралійський	australiano
австралійський	australiana
реформування	reformado
реформування	reformando
вклад	aportación
вклад	contribución
вклад	aporte
покриттям	baches
мозок	brain
мозок	cerebro
гніздо	tragamonedas
гніздо	ranura
гніздо	nido
гніздо	nidos
безкоштовно	libres
безкоштовно	gratis
безкоштовно	free
безкоштовно	libre
безкоштовно	gratuito
тепло	cálido
тепло	caliente
тепло	tibio
тепло	cálida
тепло	calidez
тепло	calor
прояви	racista
прояви	racistas
осло	oslo
принесли	traído
принесли	trajo
принесли	traido
принесли	traída
спини	sandy
ботанік	botánica
ботанік	botánico
висотах	altitudes
ріст	crecimiento
дізнатися	pregunte
дізнатися	aprenda
дізнатися	aprendan
дізнатися	aprender
дізнатися	aprende
передмісті	suburbios
передмісті	periferia
відійшли	rompió
відійшли	quebrada
відійшли	roto
відійшли	quebrado
кристали	cristales
мартіна	martina
інтерпретації	interpretaciones
комунікацій	comunicacion
комунікацій	comunicación
комунікацій	comunicaciones
мадонна	madonna
мадонна	virgen
спільну	compartidas
спільну	compartida
спільну	compartido
спільну	compartidos
небезпеку	peligros
саксонія	sajonia
пожежа	incendio
пожежа	fuego
підвіска	suspensiones
підвіска	suspensión
дехто	algunas
дехто	algunos
дехто	some
сумніви	dudar
сумніви	dudando
сумніви	duda
сумніви	dudas
всеволод	vsévolod
гребля	dam
гребля	presa
гребля	embalse
гребля	represa
гребля	dique
оснащений	dual
чоловічі	macho
чоловічі	masculino
чоловічі	varón
чоловічі	machos
купив	compró
купив	comprado
купив	comprados
політикою	políticas
політикою	póliza
політикою	politica
політикою	política
бухарест	bucarest
вибрати	elija
вибрати	escoja
вибрати	elegir
вибрати	elige
вибрати	seleccione
вибрати	seleccione
вибрати	seleccionar
вибрати	selecciona
унікальні	únicos
унікальні	único
унікальні	unica
унікальні	única
унікальні	únicas
чиновників	oficiales
чиновників	funcionarios
оцінити	evalúa
оцінити	evaluar
оцінити	evalúe
оцінити	evalúa
оцінити	evaluar
оцінити	calificar
оцінити	tasa
небезпеки	peligro
архіви	archivos
архіви	archivo
статевий	genital
статевий	genitales
статевий	sexuales
статевий	sexual
передня	anterior
відійшов	lejos
відійшов	away
відійшов	pisado
відійшов	pisó
відійшов	recuperado
відійшов	recuperadas
відійшов	recuperados
відійшов	recuperada
кулемети	mgs
ісус	jesús
ісус	jesus
теоретично	teóricamente
вчителі	profesores
вчителі	docentes
вчителі	maestras
вчителі	maestros
вчителі	profesorado
заявила	declaradas
заявила	declarada
заявила	declaró
заявила	declarado
заявила	declarados
однакові	idéntica
однакові	idénticas
однакові	idénticos
однакові	idéntico
однакові	mismo
однакові	misma
однакові	igual
секс	sexuales
секс	sex
секс	sexos
секс	sexo
чутки	rumores
чутки	rumores
чутки	rumor
визнала	reconocido
визнала	reconoció
визнала	reconocidos
визнала	reconocida
несуть	portando
несуть	llevando
несуть	llevado
крістофер	christopher
крістофер	cristóbal
методика	tecnica
методика	técnica
пейзаж	paisaje
пейзаж	paisajes
джаз	jazz
уельсу	gales
сантиметрів	centímetros
едді	eddie
едді	eddy
едді	remolino
бомби	bombas
закладено	proporciona
закладено	provee
віки	envejece
віки	edades
способами	caricias
багата	uptown
німеччину	alemania
фасаді	polémica
фасаді	controvertida
фасаді	controversial
фасаді	polémico
фасаді	controvertido
менеджмент	gerencia
менеджмент	gestión
менеджмент	dirección
менеджмент	administración
говард	howard
течія	actualidad
течія	actual
течія	corriente
течія	flujo
робітники	trabajadores
робітники	trabajadoras
робітники	obreros
розмови	conversaciones
розмови	conversación
відмовляється	rehúsa
відмовляється	rechaza
відмовляється	disminuye
бойовиків	militantes
біженців	refugiadas
біженців	refugiada
біженців	refugiados
біженців	refugiado
біженців	refugiadas
біженців	refugiados
біженців	refugiado
корона	corona
фотографій	fotografias
фотографій	fotos
фотографій	fotografías
сантьяго	santiago
однаково	igualmente
пори	poros
пори	poro
змій	víboras
змій	serpientes
комуністична	comunistas
комуністична	comunista
тропічні	tropical
тропічні	trópico
тропічні	tropicales
етимологія	etimología
преса	prensa
преса	presione
преса	prensas
ціль	objetivas
ціль	objetiva
ціль	objetivo
ціль	objetivo
ціль	target
ціль	blanco
добровільно	voluntariamente
добровільно	voluntariamente
добровільно	deliberadamente
добровільно	voluntario
добровільно	voluntariado
добровільно	voluntaria
підтримується	respaldado
підтримується	apoyado
підтримується	soportado
підтримується	apoyó
пізно	tarde
пізно	tardía
вдвічі	doblado
переселенців	mudanzas
переселенців	mudanza
переселенців	desplazada
переселенців	desplazado
переселенців	desplazadas
переселенців	desplazados
блакитний	azules
блакитний	blue
блакитний	azul
блакитний	cyan
тель	tel
коди	códigos
пенсії	jubilación
пенсії	retiro
пенсії	jubilaciones
пенсії	pensiones
бойове	combatir
бойове	combate
бойове	combates
гурток	circunferencia
гурток	círculo
гурток	circle
гурток	circulo
моменти	moments
моменти	momentos
моменти	instantes
вилча	vâlcea
затемнення	oscurecer
затемнення	eclipse
лавки	bancos
наближення	aproximación
наближення	inminentes
наближення	inminente
трудова	laborista
тріо	trio
тріо	trío
гагаріна	gagarin
читача	seguidor
трави	césped
трави	hierba
трави	pasto
діагностики	diagnostico
діагностики	diagnósticos
діагностики	diagnóstico
еволюція	evolution
еволюція	evolución
інтелектуальної	intelectuales
інтелектуальної	intelectual
