din	от
data	среща
data	дата
data	дейта
data	данни
data	среща
data	дата
departament	отдел
departament	департамент
unul	една
unul	един
unul	едно
apoi	тогава
grup	група
grup	групово
grup	групиране
grup	групова
locul	място
oras	град
oras	градът
oras	градче
oras	град
oras	градът
oras	сити
oras	city
oras	град
oras	градът
oras	градче
oras	град
oras	градът
oras	сити
oras	city
oras	град
oras	градът
oras	градче
oras	град
oras	градът
oras	сити
oras	city
pot	могат
pot	can
camp	лагер
camp	полето
camp	поле
germania	германия
face	направи
satul	село
national	национална
national	национални
national	национален
national	национално
national	национална
national	национални
national	национален
national	национално
national	национална
national	национални
national	национален
national	национално
note	забележки
note	записки
note	бележки
note	ноти
perioada	период
perioada	период
minoritate	малцинство
minoritate	малцинството
ucraineana	украински
cadrul	рамка
general	обща
general	общи
general	генерал
razboi	войната
razboi	война
razboi	войната
razboi	война
peste	над
peste	риби
peste	фиш
peste	риба
romana	румъния
romana	румънски
romana	румънска
romana	римски
romana	римлянин
romana	роман
romana	римска
afla	научи
afla	научете
inceput	започна
inceput	начало
iii	ііі
iii	iii
duce	херцог
duce	дук
duce	дюк
duce	дучето
roman	румъния
roman	румънски
roman	румънска
roman	римски
roman	римлянин
roman	роман
roman	римска
roman	романът
roman	новела
roman	роман
provincia	провинцията
provincia	провинция
existand	съществуващо
existand	съществуващ
existand	съществуващи
existand	съществуваща
vedere	изглед
vedere	гледка
vedere	оглед
vedere	преглед
wikipedia	уикипедия
specie	видове
specie	вид
punct	дот
punct	точка
stat	щат
stat	държава
stat	държавно
unite	обединени
unite	обединена
unite	обединен
unite	юнайтед
unite	обединено
moldova	молдова
atunci	тогава
aceste	тези
secolul	век
secolul	вековен
secolul	века
una	една
una	един
una	едно
aceasta	това
life	живот
life	живота
life	life
life	лайф
life	животът
resedinta	пребиваване
resedinta	резиденция
resedinta	пребиваване
resedinta	резиденция
resedinta	пребиваване
resedinta	резиденция
orasul	град
orasul	градът
orasul	сити
orasul	city
orasul	град
orasul	градът
orasul	градче
orasul	град
orasul	градът
orasul	сити
orasul	city
tot	всички
tot	всичко
tot	още
chiar	дори
chiar	даже
facut	направена
facut	направено
facut	направен
facut	направени
cunoscute	позната
cunoscute	известни
cunoscute	познат
cunoscute	известна
cunoscute	известен
film	филмова
film	филм
film	филм
film	лента
vorbitori	оратори
date	срещи
date	дати
date	дейта
date	данни
cunoscuta	позната
cunoscuta	известни
cunoscuta	познат
cunoscuta	известна
cunoscuta	известен
aici	тук
mari	биг
mari	голямо
mari	големи
mari	голям
mari	голяма
mari	мари
mari	морета
mari	моретата
zile	дни
zile	дена
fata	преден
fata	предни
fata	отпред
fata	фронт
fata	предна
fata	фейс
fata	лицето
fata	лице
fata	фейс
fata	лицето
fata	лице
fata	момиченце
fata	момиче
fata	фейс
fata	лицето
fata	лице
fata	момиченце
fata	момиче
fata	фейс
fata	лицето
fata	лице
fata	фейс
fata	лицето
fata	лице
club	club
club	клуб
club	клубът
componente	компоненти
ulterior	впоследствие
est	източно
est	изток
nou	ню
nou	ново
nou	нов
nou	нови
nou	нова
ales	избрана
ales	избрано
ales	избрани
ales	избран
numai	само
numai	единствено
ioan	джон
ioan	йоан
ion	йон
rusa	руснак
rusa	руски
rusa	руснаци
rusa	руска
rusa	руско
rusa	руснак
rusa	руски
rusa	руснаци
rusa	руска
rusa	руско
isbn	isbn
populatia	популация
populatia	население
populatia	популация
populatia	население
doi	двама
doi	две
acelasi	същият
acelasi	същата
acelasi	същото
membru	член
numit	наречен
numit	наречена
descrisa	описани
descrisa	описано
descrisa	описана
descrisa	описан
oficial	официален
oficial	официално
oficial	официална
oficial	официално
nici	нито
impotriva	срещу
impotriva	против
impotriva	срещу
impotriva	против
impotriva	срещу
impotriva	против
desi	макар
desi	макар
desi	деси
desi	макар
desi	макар
desi	макар
desi	макар
saint	сейнт
saint	свети
saint	светица
saint	светец
impreuna	заедно
impreuna	заедно
impreuna	заедно
specia	видове
specia	вид
vest	запад
vest	западно
vest	западна
vest	западен
vest	уест
vest	западна
vest	западни
vest	западен
vest	западните
vest	уестърн
vest	western
italia	italia
italia	италия
putin	малка
putin	малки
putin	малък
putin	литъл
putin	малко
putin	путин
excentricitate	ексцентричност
inca	още
inca	още
descoperit	открит
descoperit	открита
descoperit	открити
descoperit	разкрита
descoperit	разкрити
inainte	напред
inainte	преди
inainte	напред
inainte	преди
lemn	дървен
lemn	дърва
lemn	дървесина
lemn	дървени
lemn	дърво
noi	ню
noi	ново
noi	нов
noi	нови
noi	нова
nicolae	николас
nicolae	никълъс
nicolae	николае
nationala	национална
nationala	национални
nationala	национален
nationala	национално
nationala	национална
nationala	национални
nationala	национален
nationala	национално
subspecii	подвид
statele	държави
statele	щати
mod	режим
mod	тунинг
mod	мод
american	американска
american	американско
american	американски
american	американец
fiecare	всяка
fiecare	всеки
fiecare	всяко
fiecare	всяка
fiecare	всеки
prezent	подарък
prezent	настояще
prezent	присъстващи
casa	house
casa	къща
casa	къщата
casa	хаус
casa	house
casa	къща
casa	къщата
casa	хаус
casa	дом
casa	домашен
casa	вкъщи
acestea	тези
printre	сред
categorie	категория
text	текст
cluj	клуж
bine	добър
bine	добро
bine	добре
http	http
site	сайт
articole	изделия
articole	статии
articole	артикули
articole	позиции
articole	артикули
articole	предмети
articole	елементи
alexandru	александру
alexandru	александър
unele	някои
milioane	милион
milioane	милиони
apa	вода
apa	водата
apa	вода
apa	водата
ori	ори
tara	държава
tara	страна
tara	държава
tara	страна
tara	държава
tara	страна
tara	тара
tara	държава
tara	страна
tara	държава
tara	страна
sate	селата
sate	селища
sate	села
tarziu	късно
tarziu	закъснява
tarziu	късно
tarziu	закъснява
istoria	историята
istoria	история
maria	мария
cunoscut	позната
cunoscut	известни
cunoscut	познат
cunoscut	известна
cunoscut	известен
patru	четири
patru	четирима
republica	република
republica	република
cca	приблизително
raul	ривър
raul	река
raul	реката
raul	раул
raul	злото
raul	зла
raul	зъл
raul	зли
raul	зло
paris	парис
paris	париж
gheorghe	георге
gheorghe	джордж
tip	гай
tip	вид
tip	тип
premiul	награда
premiul	възлагане
premiul	награда
persoane	лица
persoane	народ
persoane	хора
persoane	хората
constantin	константин
constantin	константин
exemplu	примерна
exemplu	пример
descriere	заглавие
descriere	надпис
descriere	описание
george	джордж
articol	статия
articol	член
nascut	родени
nascut	роден
nascut	родена
nascut	родени
nascut	роден
nascut	родена
numarul	брой
numarul	число
numarul	номер
comitatul	окръг
comitatul	графство
harta	карта
harta	картата
harta	карта
harta	картата
john	джон
john	йоан
jos	долу
jos	надолу
marea	море
marea	морето
deoarece	защото
localitate	местност
aproape	почти
scris	писмено
scris	написана
scris	написано
scris	писмен
scris	писмена
raport	докладване
raport	доклад
echipa	отряд
echipa	взвод
echipa	тийм
echipa	отбор
echipa	отбора
echipa	екип
echipa	team
echipa	тийм
echipa	отбор
echipa	отбора
echipa	екип
echipa	team
diferite	различна
diferite	различно
diferite	различни
diferite	различен
baza	основа
baza	база
baza	основа
baza	база
special	специална
special	специално
special	специални
special	специален
valea	долината
valea	долина
valea	вали
comune	съвместния
comune	джойнт
comune	съвместни
comune	съвместно
comune	съвместна
comune	съвместен
ele	те
stadium	стадион
stadium	стадиона
svg	svg
zona	зона
zona	зона
zona	площ
zona	област
zona	район
zona	зона
zona	зона
zona	площ
zona	област
zona	район
dat	дадени
dat	дадена
dat	дадено
slovenia	словения
americii	америка
satului	село
imparat	императорът
imparat	император
imparat	императора
imparat	императорът
imparat	император
imparat	императора
localitatea	местност
viata	живот
viata	живота
viata	life
viata	лайф
viata	животът
viata	живот
viata	живота
viata	life
viata	лайф
viata	животът
viata	живот
viata	живота
viata	life
viata	лайф
viata	животът
viata	живот
viata	живота
viata	life
viata	лайф
viata	животът
viata	живот
viata	живота
viata	life
viata	лайф
viata	животът
bun	добър
bun	добро
bun	добре
cet	cet
format	формат
primit	получено
primit	получена
primit	получен
primit	получени
presedinte	президентът
presedinte	президент
presedinte	председател
presedinte	председателят
presedinte	председател
presedinte	президентът
presedinte	президент
presedinte	председател
presedinte	президентът
presedinte	президент
presedinte	председател
presedinte	председателят
presedinte	председател
langa	близко
langa	близо
oameni	народ
oameni	хора
oameni	хората
istoric	историческа
istoric	исторически
istoric	историческо
istoric	историк
istoric	историческа
istoric	исторически
istoric	историческо
istoric	историята
istoric	история
suprafata	повърхност
suprafata	повърхността
suprafata	зона
suprafata	площ
suprafata	област
suprafata	район
suprafata	повърхност
suprafata	повърхността
suprafata	повърхност
suprafata	повърхността
suprafata	повърхност
suprafata	повърхността
suprafata	повърхност
suprafata	повърхността
europa	европа
europa	europa
europa	европа
europa	европа
universitatea	университет
universitatea	university
universitatea	университета
team	тийм
team	отбор
team	отбора
team	екип
team	team
copii	деца
copii	децата
copii	деца
aproximativ	приблизителни
aproximativ	приблизително
aproximativ	приблизителна
aproximativ	приблизително
lucru	работа
lucru	труд
lucru	работи
cazul	случай
cazul	дело
cazul	кейс
cazul	случаят
cazul	каса
romani	румъния
romani	румънски
romani	румънска
romani	румънците
romani	румънци
romani	римляни
romani	римляните
romani	ромски
folosit	използвано
folosit	използван
folosit	използвани
folosit	използвана
clubnat	clubnat
ibn	ибн
mihai	михай
mihai	майкъл
acum	сега
recensamantul	преброяването
recensamantul	преброяване
centrul	център
centrul	център
reprezinta	представлява
reprezinta	представляват
reprezinta	представлява
reprezinta	представляват
san	сан
san	гърда
san	гърди
san	гърдата
san	гръд
san	гърда
teritoriul	територия
teritoriul	територии
teritoriul	територията
van	микробус
van	бус
van	van
van	ван
van	вана
van	микробус
van	бус
van	van
van	ван
van	вана
ungaria	унгария
numar	брой
numar	число
numar	номер
numar	брой
numar	число
numar	номер
bulgaria	българия
engleza	английски
engleza	bulgarian
engleza	англичани
engleza	английски
engleza	bulgarian
engleza	англичани
serie	серия
serie	поредица
serie	сериал
serie	серии
sua	сащ
sua	usa
vechi	старо
vechi	стари
vechi	стар
vechi	стара
muntii	планините
muntii	планини
muntii	планините
muntii	планини
muntii	планините
muntii	планини
limbi	езиците
limbi	езици
apelor	води
apelor	уотърс
apelor	водите
fotbal	футбол
fotbal	футбол
fotbal	футболен
regele	крал
regele	кинг
regele	кралят
regele	цар
regele	краля
fiul	синко
fiul	сине
fiul	син
anterior	досега
anterior	предишна
anterior	предишни
anterior	предишен
anterior	предишно
noua	ню
noua	ново
noua	нов
noua	нови
noua	нова
noua	nine
noua	девет
noua	ню
noua	ново
noua	нов
noua	нови
noua	нова
evolutia	еволюция
evolutia	еволюцията
evolutia	еволюция
evolutia	еволюцията
evolutia	еволюция
evolutia	еволюцията
viteza	скорост
viteza	бързина
viteza	спийд
viteza	скорост
viteza	бързина
viteza	спийд
paul	пол
paul	паул
palomar	паломар
orase	градове
orase	градовете
orase	градове
orase	градовете
orase	градове
orase	градовете
orase	градчета
orase	градове
orase	градовете
institutul	институт
institutul	института
satele	селата
satele	селища
satele	села
lansat	освободена
lansat	освободен
lansat	освободени
lansat	изстреляна
lansat	изстрелян
istorice	историческа
istorice	исторически
istorice	историческо
trecut	минали
trecut	минало
articolul	статия
articolul	член
multi	mnogo
multi	много
multi	mnogo
multi	много
multi	мулти
informatii	информация
informatii	информиране
informatii	информация
informatii	info
informatii	инфо
informatii	информация
informatii	информиране
informatii	информация
informatii	info
informatii	инфо
informatii	информация
informatii	информиране
titlu	заглавие
titlu	заглавие
titlu	дял
titlu	титла
goluri	голове
goluri	цели
titlul	заглавие
titlul	дял
titlul	титла
album	албум
york	йорк
von	фон
pagina	страница
pagina	страницата
pagina	page
pagina	страница
pagina	страницата
pagina	page
imperiul	империята
imperiul	емпайър
imperiul	империя
moartea	смърт
moartea	смъртта
armata	армията
armata	армеец
armata	армия
armata	армейски
armata	военно
armata	военен
armata	военна
armata	военни
armata	армията
armata	армеец
armata	армия
armata	армейски
forma	формата
forma	форма
forma	формуляр
forma	форма
forma	формата
forma	форма
forma	формуляр
forma	форма
color	цветове
color	цвят
color	цветен
color	цветно
color	цветна
color	цветове
color	цвят
color	цветен
color	цветно
german	германец
german	германски
german	немски
german	немска
german	германска
stefan	стивън
stefan	стефан
stefan	стефан
stefan	стефан
stefan	стивън
stefan	стефан
rolul	роля
mica	малка
mica	малки
mica	малък
mica	дребен
mica	слюда
mica	слюда
des	дес
des	des
des	дез
des	често
transilvania	трансилвания
epoca	реколта
epoca	ретро
epoca	епоха
incepand	започване
incepand	започване
principal	основни
principal	основна
principal	главна
principal	главен
principal	главни
principal	директор
carol	каръл
carol	керъл
carol	карол
mici	малка
mici	малки
mici	малък
mici	дребен
astazi	днеска
astazi	днес
astazi	днеска
astazi	днес
robert	роберт
robert	робер
robert	робърт
eliberare	пускане
eliberare	освобождаване
eliberare	освобождението
eliberare	освобождение
european	европейско
european	европейски
european	европеец
european	европейска
mic	малка
mic	малки
mic	малък
mic	дребен
mic	малка
mic	малки
mic	малък
mic	литъл
mic	малко
mic	микрофон
mic	мик
minore	незначителни
castigat	уон
castigat	спечели
gen	пол
gen	пола
gen	жанр
gen	род
caracterizata	характеризира
com	com
com	ком
importante	важно
importante	важен
importante	важни
importante	важна
der	дер
aur	златен
aur	златни
aur	златно
aur	златна
aur	злато
luat	взет
luat	взето
luat	взети
murit	умрял
murit	умряла
germana	германец
germana	германски
germana	немски
germana	немска
germana	германска
germana	германец
germana	германски
germana	немски
germana	немска
germana	германска
kitt	кит
orbita	орбита
orbita	орбитата
orbita	орбита
orbita	орбитата
rotatie	завъртане
rotatie	въртене
pol	прът
pol	стълб
pol	полюс
pol	поляк
pol	пилон
lume	свят
lume	света
local	локално
local	локална
local	местна
local	локално
local	местно
local	местни
local	местен
fapt	факт
anglia	англия
politica	политиката
politica	полица
politica	политика
politica	политици
politica	политиката
politica	политика
politica	политиката
politica	полица
politica	политика
politica	политици
politica	политиката
politica	политика
devine	дивайн
revista	списание
revista	списание
asta	това
asta	че
vasile	василе
vasile	базил
vasile	босилек
profesor	професор
profesor	учителка
profesor	учител
planetelor	планетите
planetelor	планети
cinci	пет
acolo	там
lumea	свят
lumea	света
muzica	music
muzica	музиката
muzica	музика
muzica	music
muzica	музиката
muzica	музика
situat	разположена
situat	разположен
situat	разположени
situat	разположено
situat	разположена
situat	разположен
situat	разположено
david	дейвид
david	давид
vol	vol
vol	об
vol	обемни
etnica	етническа
etnica	етническо
etnica	етнически
buna	добър
buna	добро
buna	добре
centru	център
centru	център
alt	alt
istorie	историята
istorie	история
austria	австрия
districtul	окръг
districtul	област
districtul	район
altitudine	височина
periheliu	перихелий
regatul	кралство
regatul	царство
contine	съдържа
contine	съдържа
contine	съдържа
activitatea	дейност
activitatea	активност
sultan	султан
sultan	султанът
sultan	султана
afeliu	афелий
initial	първоначално
initial	първоначално
initial	начален
initial	първоначален
initial	първоначално
initial	първоначална
initial	първоначално
initial	първоначално
initial	първоначално
initial	първоначално
arta	арт
arta	изкуството
arta	art
arta	изкуство
arta	арт
arta	изкуството
arta	art
arta	изкуство
numeroase	многобройни
body	тялото
body	тяло
body	телесно
imagini	изображения
imagini	образи
imagini	снимки
imagini	картинки
imagini	картини
rusia	русия
spune	кажи
domeniul	владение
domeniul	домейн
scoala	училището
scoala	школа
scoala	училище
scoala	училището
scoala	школа
scoala	училище
scoala	училището
scoala	школа
scoala	училище
scoala	училището
scoala	школа
scoala	училище
scoala	училището
scoala	школа
scoala	училище
polonia	полша
succes	успех
succes	успехи
provincie	провинцията
provincie	провинция
studii	учене
studii	учи
studii	проучване
studii	изучаване
studii	изследване
studii	изследвания
studii	проучвания
inclusiv	включително
primar	кмете
primar	кмет
primar	първична
primar	първични
primar	първичен
primar	първично
francez	французина
francez	французин
francez	френско
francez	французи
francez	френска
francez	френски
francez	французин
privind	гледане
privind	гледам
scriitor	писателка
scriitor	сценарист
scriitor	писател
jean	жан
jean	джийн
sistemul	система
sistemul	системата
sistemul	системни
incepe	начало
incepe	старт
incepe	започнете
incepe	стартиране
ziua	денят
ziua	ден
sur	сур
single	необвързан
single	единична
single	сингъл
single	необвързана
single	единичен
urmat	последва
razboiul	войната
razboiul	война
world	свят
world	света
xix	xix
international	международно
international	международен
international	интернешънъл
international	международни
international	международна
international	международно
international	международен
international	интернешънъл
international	международни
international	международна
international	международно
international	международен
international	интернешънъл
international	международни
international	международна
franceza	френско
franceza	французи
franceza	френска
franceza	френски
franceza	французин
franceza	френско
franceza	французи
franceza	френска
franceza	френски
franceza	французин
pare	изглежда
william	уилям
ministru	министър
important	важно
important	важен
important	важни
important	важна
familie	семейство
familie	семейството
politic	политически
politic	политическа
politic	политически
politic	политическо
chisinau	кишинев
chisinau	кишинев
chisinau	кишинев
tari	държави
tari	страни
tari	държави
tari	страни
functia	функция
functia	длъжност
functia	функциониране
functia	функции
functia	функция
functia	длъжност
functia	функциониране
functia	функции
jpl	jpl
lucrari	работи
lucrari	произведения
lucrari	работи
lucrari	произведения
publicat	публикувани
publicat	публикуван
publicat	публикувана
publicat	публикувано
mircea	мирча
curs	курс
probabil	вероятно
considerat	разглеждания
considerat	разглеждан
sistem	система
sistem	системата
sistem	системни
politice	политическа
politice	политически
politice	политическо
sudul	южен
sudul	южни
sudul	южна
sudul	южно
sudul	южен
sudul	юг
sudul	южна
vreme	времето
autor	автор
mediu	среда
mediu	среден
mediu	средно
mediu	средна
mediu	среден
mediu	средни
mediu	средно
dezambiguizare	пояснение
spania	испания
functie	функция
functie	длъжност
functie	функциониране
functie	функции
functie	функция
functie	длъжност
functie	функциониране
functie	функции
categoria	категория
nivel	равнище
nivel	ниво
web	web
web	уеб
top	top
top	топ
top	върха
mihail	михаил
mihail	майкъл
mihail	михаил
realizat	постигнато
realizat	постигната
realizat	постигнати
realizat	постигнат
realizat	изпълнена
realizat	реализирана
realizat	реализирани
cartea	тефтер
cartea	книга
filme	филми
filme	филми
casatorit	женени
casatorit	женена
casatorit	омъжена
casatorit	женен
casatorit	женени
casatorit	женена
casatorit	омъжена
casatorit	женен
png	png
muzeul	музей
city	град
city	градът
city	сити
city	city
construit	построени
construit	изградена
construit	построена
construit	построено
construit	построен
odata	веднъж
lupta	битката
lupta	битка
lupta	борба
lupta	битка
lupta	бой
lupta	борба
lupta	борба
lupta	битка
lupta	бой
unit	обединени
unit	обединена
unit	обединен
unit	юнайтед
unit	обединено
luni	месеца
luni	месеци
luni	месеците
luni	понеделник
jucat	играха
jucat	играл
zone	зони
zone	зоните
zone	райони
zone	зони
zone	площи
zone	области
radio	radio
radio	радиото
radio	радио
romano	романо
istorica	историческа
istorica	исторически
istorica	историческо
istorica	историческа
istorica	исторически
istorica	историческо
deja	вече
monument	паметник
europene	европейско
europene	европейски
europene	европеец
europene	европейска
fac	правейки
dreapta	правилно
moment	момент
moment	миг
componenta	елемент
componenta	компонент
componenta	елемент
componenta	компонент
cantonul	кантон
varsta	възраст
varsta	възраст
varsta	възраст
toti	всички
toti	всичко
toti	всички
toti	всичко
ultima	последно
ultima	последен
ultima	последни
ultima	последна
origine	произход
recensamant	преброяването
recensamant	преброяване
actor	актьор
literatura	литература
literatura	литература
anderson	андерсън
veche	старо
veche	стари
veche	стар
veche	стара
timisoara	тимишоара
timisoara	тимишоара
timisoara	тимишоара
les	лес
participat	участвали
participat	участвала
participat	участваха
guvernul	правителство
estul	източно
estul	изток
total	общо
total	общ
total	обща
total	напълно
japonia	япония
sibiu	сибиу
petru	петру
petru	петър
petru	питър
petru	петер
conte	брой
conte	конте
alba	алба
alba	бяла
alba	бели
alba	бял
alba	бяло
bavaria	бавария
roma	рим
roma	рома
roma	ромите
roma	ромски
roma	роми
specii	видове
specii	вид
cupa	чашка
cupa	чаша
cupa	купа
cupa	къп
cupa	чашка
cupa	чаша
cupa	купа
cupa	къп
batalia	битката
batalia	битка
ceva	нещо
membri	членове
membri	членовете
calitate	качество
calitate	качеството
scrie	пиши
scrie	напишете
scrie	пишете
euro	еврото
euro	евро
uniunii	профсъюз
uniunii	съюз
uniunii	съюза
uniunii	юниън
scurt	кратко
scurt	къса
scurt	кратка
scurt	късо
scurt	кратък
scurt	кратко
scurt	кратка
mama	мамо
mama	мама
mama	майка
mama	майко
mama	мамо
mama	мама
mama	майка
mama	майко
creat	създадени
creat	създадено
creat	създадена
creat	създаде
creat	създаден
campionatul	първенство
campionatul	шампионат
del	дел
del	del
locuri	места
locuri	седалки
locuri	места
locuri	седалките
uri	ури
manastirea	манастир
manastirea	манастира
manastirea	манастир
manastirea	манастира
america	америка
produs	произведени
produs	произведена
produs	произведен
produs	произведено
produs	продукт
produs	продукти
ultimul	последно
ultimul	последен
ultimul	последни
ultimul	последна
condus	карал
presedintele	президентът
presedintele	президент
presedintele	председател
presedintele	президентът
presedintele	президент
presedintele	председател
andrei	андрей
andrei	андрей
radu	раду
brazilia	бразилия
suceava	сучава
james	джеймс
declarat	обявени
declarat	обявено
declarat	обявена
declarat	обявен
declarat	декларирани
surse	източници
obicei	навик
compania	дружество
compania	компания
compania	company
compania	рота
compania	фирма
etnic	етническа
etnic	етническо
etnic	етнически
echipe	отбори
echipe	екипи
sezonul	сезон
sezonul	сезона
central	централно
central	централен
central	централа
central	централни
central	централна
dan	дан
unii	някои
liga	лигата
liga	лига
liga	лига
liga	лигата
liga	лига
rol	роля
loire	loire
brasov	брашов
brasov	брашов
india	индия
construita	построени
construita	изградена
construita	построена
construita	построено
construita	построен
construita	построени
construita	конструирани
construita	изградено
construita	построени
construita	изградена
construita	построена
construita	построено
construita	построен
uniunea	профсъюз
uniunea	съюз
uniunea	съюза
uniunea	юниън
obtinut	получено
obtinut	получена
obtinut	получен
obtinut	получени
obtinut	постигнато
obtinut	постигната
obtinut	постигнати
obtinut	постигнат
carti	картите
carti	карти
carti	картички
carti	книгите
carti	книги
carti	картите
carti	карти
carti	картички
carti	книгите
carti	книги
carti	картите
carti	карти
carti	картички
carti	книгите
carti	книги
opera	опера
opera	опера
rock	скала
rock	rock
rock	рок
rock	скали
rock	камък
stil	стил
pus	сложи
video	запис
video	видеоклип
video	видео
teatru	театър
teatru	театър
ziarul	вестник
ziarul	вестници
www	www
militara	военно
militara	военен
militara	военна
militara	военни
post	post
post	публикация
post	публикуване
post	пост
mures	муреш
mures	муреш
romanesc	румъния
romanesc	румънски
romanesc	румънска
plus	плюс
richard	ричард
china	порцелан
china	китай
china	чайна
codul	код
administratia	администриране
administratia	администрация
fiica	дъще
fiica	дъщеря
fiica	дъще
fiica	дъщеря
scopul	цел
scopul	предназначение
scopul	цел
scopul	цел
scopul	гол
situata	разположена
situata	разположен
situata	разположено
situata	разположена
situata	разположен
situata	разположено
grupul	група
grupul	групово
grupul	групиране
grupul	групова
victor	виктор
michael	майкъл
londra	london
londra	лондон
insula	острова
insula	island
insula	остров
insula	островът
insula	айлънд
insula	острова
insula	island
insula	остров
insula	островът
insula	айлънд
pozitia	позиция
pozitia	положение
pozitia	длъжност
pozitia	посока
pozitia	позиция
pozitia	положение
pozitia	длъжност
charles	чарлз
charles	чарлс
charles	шарл
fortele	сили
fortele	сили
albumul	албум
diverse	различни
diverse	различни
diverse	разнообразни
diverse	разни
intrat	въведена
intrat	въведен
sase	шестима
sase	шест
sase	шестима
sase	шест
sase	шестима
sase	шест
director	директорът
director	режисьор
director	директор
director	директория
director	директорията
director	указател
website	уебсайт
website	сайт
militar	военно
militar	военен
militar	военна
militar	военни
originala	оригинални
originala	оригинал
originala	оригинално
originala	оригинална
originala	оригинален
originala	оригинални
originala	оригинал
originala	оригинално
originala	оригинална
originala	оригинален
state	държави
state	щати
state	щат
state	държава
state	държавно
pop	поп
pop	pop
azi	днеска
azi	днес
uneori	понякога
university	университет
university	university
university	университета
cultural	културни
cultural	културен
cultural	културно
cultural	културна
trimis	изпратена
trimis	изпратено
trimis	изпратен
trimis	изпратени
bar	бар
bar	барът
henric	хенри
folosite	използвано
folosite	използван
folosite	използвани
folosite	използвана
jumatate	наполовина
jumatate	половината
jumatate	наполовина
jumatate	половината
capitala	столица
capitala	капитал
capitala	капитали
capitala	столицата
capitala	столица
capitala	капитал
capitala	капитали
capitala	столицата
fizice	физическо
fizice	физически
fizice	физическа
mexico	мексико
activitate	дейност
activitate	активност
mesa	меса
sfantul	сейнт
sfantul	свети
sfantul	светица
sfantul	светец
sfantul	сейнт
sfantul	свети
sfantul	светица
sfantul	светец
stiinte	науките
