から	출신
得点	점수
得点	득점
コメント	댓글
コメント	코멘트
コメント	댓글
コメント	댓글
コメント	댓글
漫画	코믹스
漫画	만화
漫画	만화가
漫画	만화
漫画	만화가
他の	기타
就任	승천
廃止	폐지됨
廃止	폐지
販売	판매
販売	매출
販売	영업
販売	판매
攻撃	공격
攻撃	공격
サッカー	축구
議員	상원
議員	상원의원
全国	전국
デビュー	데뷔해
デビュー	데뷔
協会	협회
路線	경로
路線	노선
フジ	후지
戦争	전쟁
戦争	전쟁
製作	프로덕션
製作	생산
製作	제작
部分	부분
部分	부품
部分	파트
高校	고등학교
番号	숫자
番号	번호
最初	우선
最初	퍼스트
最初	처음
最初	먼저
受賞	수상
受賞	어워드
期間	기간
期間	기간
期間	시대
期間	주기
広島	히로시마로
広島	히로시마
場所	장소
場所	위치
場所	음식점
場所	장소
技術	기술
海軍	해군
海軍	네이비
リンク	링크
リンク	링크
合併	합병
合併	합병
道路	도로
道路	도로
道路	로드
特定	구체적
特定	특정
特定	구체
特定	지정됨
特定	지정
朝日	아사히
意味	의미
意味	의미
システム	체계
システム	시스템
システム	체계
システム	시스템
モデル	모델
モデル	모형
モデル	모델
モデル	모형
列車	열차
列車	기차
列車	트레인
列車	기차
列車	열차
建設	공사
建設	건설
建設	건축
とき	언제쯤
とき	언제
最後	마지막
最後	라스트
科学	사이언스
科学	과학
理由	이유
理由	이유
そして	그리고
一つ	하나
最高	최고
最高	베스트
ブロック	차단
ブロック	블록
ブロック	블럭
ブロック	차단
ブロック	블록
ブロック	블럭
車両	차량
車両	차량
自動車	자동차
自動車	차량
自動車	자동차
人口	인구
人口	인구순
人口	인구
特に	특히
特に	특히
営業	업체
営業	사업
営業	비즈니스
発生	발생
新聞	신문
新聞	신문
連続	연속성
連続	연속
連続	지속
連続	연속
政府	정부
構成	설정
構成	구성
構成	합성
構成	작곡
構成	구조물
構成	구조
最大	최대
キャラクター	성격
キャラクター	문자
キャラクター	캐릭터
キャラクター	인물
キャラクター	문자
キャラクター	등장인물
小説	소설
小説	소설
それぞれ	각각
機関	장기
機関	기관
参照	참조
参照	참고
参照	참조
参照	참고
メンバー	멤버
メンバー	회원
メンバー	멤버
メンバー	구성원
メンバー	멤버들
発行	발급
発行	발행
発行	이슈
発行	문제
画像	그림
画像	이미지
画像	사진
画像	그림
画像	그림
画像	이미지
状態	상태
状態	국가
状態	조건
名称	이름
名称	이름
ホーム	집에
ホーム	고향
ホーム	집으로
ホーム	가정
運行	작동
運行	작전
投稿	게시
投稿	게시글
投稿	포스트
投稿	게시물
投稿	게시글
投稿	게시물
投稿	게시
投稿	포스팅
名前	이름
名前	이름
福岡	후쿠오카
施設	시설
施設	기관
施設	시설
調査	설문조사
調査	조사
調査	수사
調査	설문조사
製造	제조
イタリア	이탈리아
ロシア	러시아인
ロシア	러시아어
ロシア	러시아
独立	독립
独立	독립적
独立	독립
独立	독립운동
独立	독립기념일
物語	이야기
物語	스토리
物語	소식
神社	신사
企画	플래닝
企画	계획
企画	기획
名古屋	나고야
通常	일반적으로
通常	보통
企業	엔터프라이즈
企業	기업
航空	항공
航空	항공
航空	에어
航空	공기
スーパー	슈퍼
帝国	엠파이어
帝国	제국
影響	영향력
影響	영향
勝利	win
勝利	승리
勝利	승리
勝利	victory
勝利	우승
勝利	승리
デザイン	설계
デザイン	디자인
デザイン	설계
デザイン	디자인
デザイン	설계
本社	본부
本社	본사
人間	인간
人間	인체
人間	인간인
千葉	치바
千葉	지바
アン	ann
交通	교통량
交通	트래픽
交通	교통
交通	교통수단
交通	운송
交通	교통
交通	교통수단
交通	운송
交通	수송
交通	교통
組織	조직
組織	기구
組織	단체
組織	조직
組織	기구
構造	구조물
構造	구조
構造	구조물
構造	구조
戦い	전투
戦い	배틀
実施	구현
ここ	여기
ここ	여기에
以前	이전
以前	전에
サービス	서비스
サービス	서비스
統合	통합
統合	병합
統合	합치기
統合	통합
統合	통합
統合	통합
テーマ	주제
テーマ	테마
テーマ	테마
面積	구역
面積	영역
面積	지역
面積	면적
エンジン	엔진
エンジン	엔진
主演	주연
主演	출연
ビル	윌리엄
日本語	일본어
日本語	일본
日本語	일본인
契約	계약
契約	계약서
契約	계약
契約	계약서
設定	환경설정
設定	설정
設定	설정
設定	설정하기
設定	설정
設定	구성
設定	설정
ライブ	생방송
ライブ	라이브
含む	포함함
含む	포함
含む	포함됨
含む	포함
含む	포함됨
含む	포함
専門	전문성
専門	전문
機能	함수
機能	특징
機能	기능
機能	기능
機能	기능
身長	높이
身長	키는
所在地	위치
所在地	위치
完成	완성
表記	표기법
表記	표기
運転	드라이빙
運転	운전
写真	사진
写真	사진
写真	사진술
写真	사진
写真	그림
関連	관련
関連	관련성
関連	관련
書店	서점
高い	높음
高い	하이
高い	비싼
高い	비싸다
生産	프로덕션
生産	생산
生産	제작
横浜	요코하마
宇宙	우주
管理	경영
管理	관리
管理	관리하기
管理	관리
公園	파크
公園	공원
公園	파크
公園	공원
公園	파크스
スポーツ	스포츠
スポーツ	스포츠
脚本	문자
脚本	스크립트
目的	목표
目的	목적
目的	목표
目的	목적
目的	목적
目的	목표
生活	생명
生活	생활
生活	라이프
生活	인생
カード	카드
カード	카드
基本	기본
基本	기초
基本	베이직
新潟	니가타
女優	여배우들
女優	여배우
女優	배우
女優	여배우
タイトル	타이틀
タイトル	제목
タイトル	타이틀
タイトル	제목
政治	정치
政治	정치학
電気	전력
電気	전기
電気	전기
警察	경찰
警察	경찰관
作成	만듭니다
作成	만들기
作成	생성
作成	만드세요
作成	생성
作成	창조
作成	만들기
作成	생성
作成	만들었습니다
予定	예정된
予定	계획
スター	항성
経営	경영
経営	관리
自由	자유
自由	프리덤
自由	리버티
自由	free
自由	무료
自由	자유
過去	과거
陸軍	육군
陸軍	군대
運営	작동
運営	작전
愛知	아이치
表示	조회
表示	보기
社長	회장
社長	대통령
社長	회장
社長	대통령
団体	단체
団体	조직
団体	기구
団体	단체
工業	공업
工業	산업
通り	거리가
通り	스트리트
通り	거리
通り	길거리
外部	외부
通信	의사소통
通信	커뮤니케이션
通信	소통
通信	통신
通信	커뮤니케이션
通信	통신
通信	커뮤니케이션스
俳優	배우
俳優	배우
俳優	여배우
俳優	배우
スペシャル	특수
スペシャル	특별한
スペシャル	스페셜
スペシャル	특별
少年	boy
少年	소년
少年	남자아이
少年	보이
病院	병원
病院	병원
結婚	혼인
結婚	결혼
結婚	결혼
個人	개인적
個人	개인적인
個人	개인용
個人	개인
個人	개별
個人	개인
個人	개인
区間	구간
区間	간격
銀行	은행
銀行	뱅킹
銀行	뱅크
銀行	은행
研究所	연구소
主に	주로
主に	주로
学園	학원
彼女	그녀
彼女	그녀는
ニュース	뉴스
ニュース	소식
その他	기타
その他	다른
その他	기타
ソフト	부드러워
ソフト	청량
ソフト	부드럽게
ソフト	부드러운
ソフト	소프트
文学	문학
能力	능력
能力	능력자
なし	없음
なし	without
学者	학자
国内	국내
空港	공항
空港	국제공항
空港	공항
ヨーク	요크
高速	빠르다
高速	빨라
高速	빠름
言語	언어
言語	언어
設計	설계
設計	디자인
韓国	한국
韓国	코리아
リリース	출시
リリース	발매
リリース	릴리스
リリース	릴리즈
リリース	개봉
リリース	출시
リリース	릴리즈
リリース	릴리스
ベスト	조끼
ベスト	최고
ベスト	베스트
現代	현대
会議	회담
会議	콘퍼런스
会議	회의
会議	회의
会議	미팅
会議	모임
会議	회의
会議	만남
会議	미팅
バンド	밴드
バンド	밴드
追加	추가하기
追加	추가
追加	추가
追加	추가
成功	성공적
成功	성공함
成功	성공
成功	성공적인
成功	성공적
成功	성공함
成功	성공
移動	움직여
移動	움직임
移動	이동
移動	이사
移動	움직임
オリンピック	올림픽
国民	국립
国民	내셔널
国民	국민
国民	네이션
国民	국민
ファン	팬들
すべて	모두
すべて	전체
山口	야마구치
運動	운동
運動	움직임
運動	운동
環境	환경
環境	환경
発足	취임식
競技	경쟁
会長	회장님
会長	회장
ヨーロッパ	유럽
紹介	소개
紹介	도입
紹介	소개팅
形式	형식
形式	형태
形式	양식
工場	공장
工場	팩토리
相手	상대
相手	상대편
相手	상대성
戦闘	전투
戦闘	배틀
戦闘	전투
戦闘	컴뱃
労働	노동
労働	노동
事務所	사무소
事務所	사무실
事務所	오피스
限定	한정
限定	제한된
データ	자료
データ	데이터
作戦	작동
作戦	작전
オリジナル	독창
オリジナル	독창성
オリジナル	원본
オリジナル	오리지널
オリジナル	오리지널
可能性	가능성
可能性	가능한
可能性	가능
可能性	가능성
種類	형식
種類	타입
種類	종류
種類	유형
種類	유형
文字	성격
文字	문자
文字	캐릭터
文字	인물
文字	문자
文字	등장인물
大統領	회장
大統領	대통령
協力	협력
指導	복음
判断	심판
判断	판단
判断	판결
判断	판단력
判断	심판
判断	판단
連邦	연맹
連邦	연방
ネット	net
共和国	공화국
引退	은퇴
引退	은퇴
引退	은퇴
引退	퇴직
部門	부서
産業	업계
産業	산업
決勝	기말고사
決勝	파이널
決勝	결승전
プロデューサー	프로듀서
プロデューサー	프로듀서
プロデューサー	제작자
系統	리니지
誕生	출산
誕生	출생
誕生	출생
誕生	탄생
誕生	출산
指揮	커맨드
指揮	명령
指揮	명령어
指揮	사령부
指揮	지휘
レース	레이스
レース	경주
レース	인종
レース	경쟁
レース	경주
レース	레이싱
レース	레이스
静岡	시즈오카
郵便	편지
郵便	메일
郵便	우편
岡山	오카야마
埼玉	사이타마
項目	항목
カップ	cups
カップ	cup
ラン	달려
ラン	실행
ラン	달리기
ラン	런닝
レイ	레이
移転	전송
ほぼ	거의
交差点	교차
交差点	교차점
交差点	교차로
イベント	이벤트
イベント	행사
イベント	이벤트
異なる	달라
異なる	다름
異なる	다르다
神戸	고베
出典	소스
出典	출처
出典	소스
出典	원본
出典	출처
関西	간사이
ほとんど	거의
行動	행동
行動	행동
行動	동작
行動	행위
重要	중요
重要	중요하다
プロジェクト	프로젝트
プロジェクト	프로젝트
九州	규슈
九州	큐슈
九州	규슈
電車	열차
電車	기차
電車	트레인
電車	기차
電車	열차
建築	아키텍처
建築	건축학
建築	건축
クラス	클래스
クラス	수업
クラス	학급
クラス	계급
クラス	클래스
クラス	수업
導入	소개
導入	도입
導入	소개팅
アジア	아시아
全体	전반적으로
全体	전체적으로
全体	전반
タイ	태국
タイ	타이
タイ	태극권
タイ	타이
普通	평범
普通	정규
普通	보통
普通	평범
普通	정상
一人	하나
長野	나가노
舞台	단계
舞台	스테이지
舞台	무대
スペイン	스페인인
スペイン	스페인
意見	의견
意見	의견
再び	다시
再び	또다시
発見	발견
発見	찾기
発見	발견
発見	찾아보기
発見	디스커버리
発見	발견
鈴木	스즈키
ローマ	로만
ローマ	로마
ローマ	로마
ローマ	로마
保護	보호하기
保護	보호
保護	보호하기
保護	protect
保護	보호
保護	보호
少女	girl
少女	소녀
試験	시험
試験	검사
試験	시험
試験	시험
多数	많은
反対	반대편
反対	반대로
反対	반대
きく	ets
作家	작가
作家	제작자
作家	작성자
作家	작가
作家	작가
作家	작가
作家	저자
作家	제작자
作家	작성자
地球	earth
地球	대지
地球	지구
方法	수단
方法	메서드
方法	방법
方法	메소드
特徴	특성
特徴	특징
特徴	특징
特徴	기능
特徴	기능
特徴	특성
特徴	특징
ベース	기지
ベース	베이스
ベース	베이스
ベース	배스
男性	남성
男性	수컷
男性	멘트
男性	남성
男性	남자
男性	남자
男性	남성
男性	사람
ケース	대소문자
ケース	케이스
ケース	사례
ケース	케이스
ケース	사례
子供	키즈
子供	애들
子供	아이들
子供	어린이
子供	아동
子供	어린이들
子供	자녀
子供	어린이
子供	아이들
子供	아이유
以来	언제부터
以来	이후
以来	이후부터
福島	후쿠시마
大臣	장관
オープン	오픈
オープン	열기
コーナー	구석
コーナー	모퉁이
コーナー	코너
取締役	디렉터
取締役	감독
人気	인기가요
人気	인기
人気	인기가
人気	인기
評価	평가
評価	평가하기
評価	별점
評価	평점
評価	평가
評価	평점
評価	평가
評価	평가
評価	비율
説明	설명
説明	설명
説明	설명해
説明	설명하기
説明	설명해주세요
説明	설명
説明	묘사
装備	장비
ドル	달러
ドル	달러
投票	투표
投票	투표
雑誌	잡지
雑誌	매거진
雑誌	잡지
熊本	구마모토
グランド	그랜드
学科	부서
専用	헌신
登録	레지스터
登録	등록
登録	가입
登録	등록
登録	등록
佐藤	사토
田中	다나카
田中	타나카
ステージ	단계
ステージ	스테이지
ステージ	무대
沖縄	오키나와
ゲスト	게스트로
ゲスト	손님
ゲスト	게스트
ゲスト	참석자
ゲスト	손님
ゲスト	게스트
ゲスト	참석자
ゲスト	손님들
学生	학생
学生	학생들
学生	유학생
学生	학생
言葉	워드
言葉	word
言葉	단어
言葉	words
言葉	단어
教会	교회
教会	교회
内閣	내각
整備	유지보수
整備	정비
整備	점검
主張	주장
主張	표명
主張	주장
主張	혐의
ロック	잠금
ロック	자물쇠
ロック	바위
ロック	rock
事故	교통사고
事故	사고
事故	사고
分類	카테고리
分類	범주
分類	분류
分類	분류
分類	카테고리
分類	카테고리가
分類	범주
分類	분류
分類	분류법
分類	분류학
分類	분류
状況	상황
状況	상황
状況	상황이
中村	나카무라
家族	가족
家族	가족과
家族	패밀리
距離	거리
距離	거리
表現	표현
表現	표현
表現	표현식
仙台	센다이
ホール	구멍
ホール	구멍이
体重	무게
体重	몸무게
体重	몸무게가
体重	체중
血液	피피
血液	블러드
血液	혈액
同意	승낙
同意	동의
同意	합의
同意	동의
由来	출처
平均	평균
平均	평균
事実	팩트
事実	사실
事実	팩트
事実	사실
店舗	매장
店舗	가게
店舗	상점
店舗	스토어
店舗	상점
店舗	가게
店舗	매장
店舗	가게
店舗	상점
店舗	스토어
カテゴリ	카테고리
カテゴリ	범주
カテゴリ	분류
カテゴリ	카테고리
カテゴリ	카테고리가
カテゴリ	범주
カテゴリ	분류
メートル	미터
メートル	미터
メートル	미터
芸術	예술
芸術	예술
芸術	미술
芸術	아트
主人公	주인공
複数	다중
複数	복수형
複数	복수
観光	관광
観光	관광객
観光	관광
取得	주장
取得	가져오기
王国	왕국
王国	킹덤
電話	전화
電話	전화기
刑事	형사
刑事	탐정
レコード	레코드
レコード	녹음
レコード	녹화
レコード	기록
レコード	레코드
秋田	아키타
トップ	인기
トップ	top
付近	근처
輸送	교통수단
輸送	운송
輸送	교통
輸送	교통수단
輸送	운송
輸送	수송
輸送	교통
岐阜	기후
飛行	항공편
飛行	비행
長崎	나가사키
メイン	메인
メイン	메인
ロード	로드
ロード	로딩
エル	elle
札幌	삿포로
ワールド	월드
ワールド	세상
ワールド	세계
美術	예술
美術	미술
美術	아트
息子	아들들
息子	아들
制度	기관
ツアー	투어
ツアー	관광
ツアー	둘러보기
ツアー	구경
ツアー	여행
ツアー	투르
ツアー	투어
スタジオ	스튜디오스
スタジオ	스튜디오
スタジオ	스튜디오
市民	시민
市民	시민들
市民	시민
市民	시민권
市民	시민
市民	시티즌
松本	마츠모토
松本	마쓰모토
同じく	마찬가지로
自然	자연
自然	천연
自然	자연
マイル	마일스
マイル	마일리지
マイル	마일
マイル	마일리
マイル	마일즈
マイル	마일
組合	협회
生徒	학생
生徒	학생들
生徒	유학생
生徒	눈동자
生徒	동공
生徒	학생
ギター	guitar
ギター	기타
コース	코스
コース	과정
コース	강좌
コース	코스
コース	과정
防衛	방위
防衛	국방
防衛	방어
防衛	디펜스
鹿児島	가고시마
変化	바뀌기
変化	변화
変化	변경
変化	바꾸기
タイプ	형식
タイプ	타입
タイプ	종류
タイプ	유형
議会	국회
議会	국민의회
議会	의회
石川	이시카와
パリ	파리
南部	남부
南部	남부
南部	남방
経験	경험
経験	경험
経験	체험
延長	확장
延長	연장
延長	연장
延長	확장
延長	연장
延長	확장자
延長	확대
ランド	랜드
ランド	육지
ランド	랜드
条件	조건부
条件	기준
条件	조건
条件	조건
伝説	전설
伝説	레전드
伝説	전설
ロンドン	런던
本部	본부
本部	본사
フリー	free
フリー	무료
フリー	자유
競走	레이스
競走	경주
競走	인종
競走	경쟁
競走	경주
競走	레이싱
高橋	다카하시
高橋	타카하시
デジタル	디지털
山田	야마다
台湾	타이완
台湾	대만
ポジション	직위
ポジション	위치
ポジション	포지션
ポジション	직위
ポジション	입장
ポジション	포지션
インド	인디아
インド	인도
吉田	요시다
東海	도카이
名誉	명예
名誉	영광
名誉	명예
ソング	노래
ソング	songs
ソング	송송
ソング	노래
ライン	라인
履歴	역사
履歴	내역
履歴	히스토리
履歴	기록
方向	방향
方向	방향
方向	오리엔테이션
方向	방향
方向	지향
法律	법칙
法律	법률
法律	법학
法律	법률
提案	제안
提案	추천
提案	제안
提案	제안
提案	제안
シティ	도시
シティ	시티
効果	영향
効果	효과
効果	영향
効果	효과
ミュージック	음악
ミュージック	뮤직
ヶ月	개월
毎日	매일
毎日	일상
解説	설명
解説	설명
解説	묘사
レギュラー	정규
レギュラー	보통
職業	직업
職業	욥기
職業	직업
職業	점령
製品	제품
製品	상품
製品	제품
太郎	타로
速度	속도
速度	속력
速度	속도
速度	스피드
改正	리비전
近く	근처
電子	전자
電子	전자
徒歩	산책
徒歩	걷기
アイドル	아이돌이
アイドル	아이돌
更新	갱신
更新	업데이트
更新	새로고침
更新	고침
更新	업데이트
配信	게재
配信	배송
配信	배달
配信	방송
山本	야마모토
仕事	직업
仕事	욥기
仕事	퇴근
仕事	직장
仕事	작업
連盟	연맹
連盟	연방
政策	정책
政策	방침
政治家	정치인들
政治家	정치인
政治家	정치가
政治家	정치인
政治家	정치가
政治家	정치
メディア	미디어
メディア	미디엄
メディア	미디어
メディア	중간
図書館	라이브러리
図書館	도서관
図書館	라이브러리
図書館	도서관
ただ	단지
ただ	그냥
外国	외국인
艦隊	함대
艦隊	플리트
支配	판결
強い	강한
強い	스트롱
継承	상속
バージョン	버전
バージョン	버전
ポイント	점수
ポイント	지점
ポイント	포인트
ポイント	지점
ポイント	포인트
温泉	온천
旅客	여객
旅客	승객
方針	정책
方針	방침
方針	정책
執筆	쓰기
執筆	글쓰기
タイム	시간
タイム	타임
タイム	time
基準	표준
基準	스탠더드
基準	표준
基準	기준
化学	화학물질
化学	화학
化学	화학
接続	커넥션
接続	연결
接続	커넥션
接続	연결
接続	연결
接続	연결
接続	연결하기
勝ち	win
勝ち	승리
メーカー	메이커
メーカー	제조업체
メーカー	제조사
障害	장애
障害	장애인
ブル	황소
ホテル	호텔
ホテル	호텔
仕様	사양
仕様	규격
仕様	사양
仕様	사양
将軍	장군
将軍	일반
将軍	일반인
奈良	나라
ビデオ	동영상
ビデオ	비디오
分割	스플리트
分割	스플릿
分割	분할
分割	나누기
商業	상거래
商業	커머스
商業	상업
商業	상용
商業	상업용
商業	상업
殺人	살인
殺人	치사
殺人	살인사건
殺人	살인죄
殺人	살인
スタイル	스타일스
スタイル	스타일
スタイル	스타일
リング	링링
リング	반지
リング	소환
リング	반지
リング	고리
報告	신고
報告	보고서
報告	보고
報告	신고
報告	보고서
報告	보고
報告	보고서
マーク	표시
マーク	마르크
マーク	마크
宣言	선포
宣言	선언
拡大	확대
伊藤	이토
伊藤	이토
ハイ	높음
ハイ	하이
提出	제출합니다
提出	제출
提出	제출
入学	입구
入学	입장료
入学	입학
支持	지지
支持	지원
支持	지지
支持	후원
復活	부활
地震	지진
地震	대지진
地震	지진
博物館	박물관
博物館	박물관과
博物館	박물관
週間	주일
週間	일주일
週間	주간
週間	매주
機構	메커니즘
定義	정의
定義	정의하기
定義	정의
定義	정의
天皇	황제
天皇	천황
日本人	일본어
日本人	일본
日本人	일본인
学部	학부
学部	교수
投手	투수
緯度	위도
カナダ	캐나다
カナダ	캐나디안
カナダ	캐나다인
性格	성격
性格	문자
性格	캐릭터
性格	인물
性格	성격
性格	인격
性格	개성
ユニット	유닛
ユニット	단위계
ユニット	단위
ユニット	유닛
ユニット	unit
ユニット	단위
ピアノ	피아노
良い	좋다
即時	즉각
近い	가까워
レベル	레벨
レベル	수준
レベル	레벨
レベル	수준
達成	달성
達成	업적
達成	성취
見る	조회
見る	보기
空間	스페이스
空間	공간
空間	우주
規定	조항
同一	동일한
同一	동일
同一	동일함
ライト	가볍게
ライト	가벼운
ライト	라이트
ライト	가벼움
ライト	라이트
ライト	불빛
ライト	조명
ヒット	조회수
ヒット	히트
ヒット	hit
大分	오이타
大分	오이타
ブルー	파란색
ブルー	청색
ブルー	푸른
ブルー	블루
ブルー	파랑
ブルー	푸른색
流れ	플로
流れ	플로우
流れ	흐름
ガス	가스
作業	퇴근
作業	직장
作業	작업
作業	일하기
貨物	화물
貨物	상품
貨物	물품
貨物	화물
貨物	운송
市場	마켓
市場	시장
青森	아오모리
経度	경도
徳島	도쿠시마
通算	평생
サイズ	사이즈
サイズ	크기
サイズ	차원
サイズ	크기
サイズ	사이즈
サイズ	크기
翻訳	번역중
翻訳	번역기
翻訳	번역자
翻訳	번역
翻訳	번역기
翻訳	번역
翻訳	번역하기
翻訳	번역
翻訳	번역
配置	배치
配置	편곡
配置	정렬
配置	선형
配置	배포
新宿	신주쿠
コード	코드
コード	부호
米国	usa
米国	미국
そこ	거기
そこ	거기에
安全	안전한
安全	무사히
安全	안전
安全	안전
安全	안전성
番目	둘째
番目	두번째
番目	세번째
番目	셋째
被害	피해
被害	손상
被害	손해
侵害	침해
商品	상품
商品	물품
商品	상품
商品	제품
商品	물품
商品	상품
詳細	자세히
詳細	세부사항
備考	발언
備考	노트
単位	유닛
単位	단위계
単位	단위
単位	유닛
単位	unit
単位	단위
加藤	카토
渡辺	와타나베
機械	머신
機械	기계
機械	기계
機械	머신
機械	기계
地元	국소
地元	로컬
地元	현지
地元	지역주민
出版社	출판사
出版社	퍼블리셔
出版社	출판
革命	레볼루션
革命	레벌루션
革命	혁명
増加	증가
増加	증가
軌道	궤도
農業	농업
農業	농지
農業	농업
農業	농사
農業	농장
農業	농업
北部	북부
条約	조약
条約	조약
土曜	토요일
理論	이론
理論	이론
オーストラリア	오스트레일리아
オーストラリア	오스트레일리아의
オーストラリア	오스트레일리아
オーストラリア	오스트레일리아의
欧州	유럽
成長	growing
成長	성장
成長	자라고
成長	성장
成長	증가
賛成	동의
海外	해외로
海外	해외
海外	해외로
海外	해외
生物	생물학
