apie	について
japonijos	日本
japonijos	日本人
japonijos	ジャパニーズ
japonijos	日本語
didžiausias	最大
didžiausias	maximum
pareigas	義務
pareigas	職務
ldk	ldk
čempionatas	チャンピオンシップ
čempionatas	選手権
jai	彼女
aukso	gold
aukso	ゴールド
gydytojas	医師
gydytojas	医師
gydytojas	ドクター
gydytojas	先生
gydytojas	医者
taurė	カップ
taurė	コップ
taurė	cup
būdu	ウェイ
vasaros	summer
vasaros	サマー
poetas	詩人
poetas	歌人
verslo	営業
verslo	事業
verslo	ビジネス
dainos	歌曲
dainos	ソング
dainos	ソング
spalvos	カラー
spalvos	カラー
ispanijos	スペイン
xvii	xvii
reikia	ニーズ
sienos	ウォール
karinis	軍事
karinis	軍隊
žurnalistas	ジャーナリスト
imperija	帝国
imperija	帝政
imperija	エンパイア
tsr	tsr
marijos	ミステリー
armijos	アーミー
armijos	軍隊
armijos	陸軍
turnyras	トーナメント
kultūra	文化
kultūra	カルチャー
geriausias	最高
geriausias	ベスト
geriausias	best
vokietija	ドイツ
gitara	ギター
gerai	良い
gerai	グッド
kunigaikštystės	公国
gana	ガーナ
gana	可愛い
paveldo	遺産
kunigas	司祭
aktorė	俳優
aktorė	女優
aktorė	俳優
moteris	女性
moteris	女性
liublino	ルブリン
čempionato	チャンピオンシップ
čempionato	選手権
viii	viii
pro	プロ
pro	pro
clubnat	clubnat
krepšinio	バスケ
krepšinio	バスケットボール
kinijos	中国語
kinijos	中国人
vyr	先輩
vyr	上級
eina	goes
kaimai	村落
žmogus	ヒト
žmogus	ヒューマン
žmogus	人間
žmogus	男性
žmogus	man
namai	住宅
namai	家屋
žaidėjas	プレイヤー
žaidėjas	プレーヤー
automobilių	自動車
teatras	劇場
teatras	シアター
teatras	演劇
teatras	演劇
teatras	劇場
saulės	太陽光
saulės	日光
stotis	ステーション
paminklų	モニュメント
paminklų	記念碑
lygos	リーグ
keletą	少数
kapinės	墓地
spaudos	プレス
taikos	ピース
taikos	平和
gamybos	製作
gamybos	生産
gamybos	プロダクション
kompozitorius	作曲家
vietų	座席
daugiausiai	マックス
daugiausiai	max
karas	戦争
darbai	ワークス
darbai	作品
anglijos	イギリス
knyga	書物
knyga	ブック
parapija	教区
vidaus	内部
nepriklausomybės	独立
indijos	インド
greitai	クイック
greitai	soon
greitai	まもなく
greitai	もうすぐ
greitai	速い
greitai	高速
sovietų	ソビエト
technologijos	テクノロジー
technologijos	技術
technologijos	テクノロジー
departamentas	部署
departamentas	学科
departamentas	部門
palaidotas	埋葬
biblioteka	図書館
biblioteka	ライブラリ
teisininkas	弁護士
netrukus	まもなく
paminklas	モニュメント
paminklas	記念碑
abu	両方
abu	アブー
klasės	階級
klasės	クラス
pilis	キャッスル
čempionas	チャンピオン
informacija	情報
ffffff	ffffff
garbės	名誉
garbės	名誉
miško	ウッズ
upių	河川
rowspan	rowspan
medžiagų	材料
medžiagų	素材
koplyčia	チャペル
organizacija	組織
galerija	ギャラリー
oji	大路
oji	王寺
valstiečių	農民
imperatorius	エンペラー
imperatorius	皇帝
imperatorius	天皇
sudėtis	合成
sudėtis	構成
savivaldybė	市町村
knygą	書物
knygą	ブック
kunigaikštis	公爵
kunigaikštis	デューク
elektros	電力
elektros	電気
knygos	書物
knygos	帳簿
knygos	書籍
medžiagos	材料
medžiagos	素材
kompanija	会社
dramos	ドラマ
roko	ロッコ
min	ミン
min	min
treneris	トレーナー
treneris	コーチ
treneris	コーチング
filosofijos	哲学
amerikoje	アメリカ
ataskaita	レポート
ataskaita	報告
mykolas	ミハウ
rinkimų	選任
rinkimų	選挙
apdovanojimai	懸賞
apdovanojimai	賞品
studentų	生徒
studentų	学生
miškai	森林
vii	vii
finalas	最終
finalas	決勝
finalas	ファイナル
fakulteto	学部
fakulteto	教職員
kalnas	マウンテン
linija	直線
linija	ライン
aplinkos	アンビエント
nuolat	連続
policijos	警察官
policijos	ポリス
policijos	警察
augalas	プラント
augalas	植物
dainininkė	シンガー
medžiaga	素材
medžiaga	材料
medžiaga	マテリアル
medžiaga	物質
gedimino	ゲディミナス
mano	鉱山
akademija	アカデミー
unesco	ユネスコ
kurti	カーティス
didžiausia	山頂
didžiausia	ピーク
dalys	株式
dalys	シェア
žaidynėse	オリンピック
akmuo	ロック
romanas	小説
kariuomenė	アーミー
kariuomenė	軍隊
kariuomenė	陸軍
gyvūnų	動物
gyvūnų	アニマル
gyvūnų	動物
brolis	兄弟
brolis	ブラザー
temperatūra	気温
temperatūra	温度
asociacijos	組合
asociacijos	社団
asociacijos	協会
asociacijos	アソシエーション
pajėgų	退却
pajėgų	撤退
nationalcaps	nationalcaps
popiežius	教皇
didelis	大きな
didelis	大きい
didelis	ビッグ
didelis	大きい
greta	グレタ
lyga	リーグ
federacijos	連邦
lauko	アウトドア
lauko	屋外
amžius	age
amžius	年齢
gamyba	製造業
gamyba	製作
gamyba	生産
gamyba	プロダクション
gamyba	製造業
žurnalo	航海日誌
arabų	アラブ
kraštas	フレーム
gimnazija	体育館
argentinos	アルゼンチン
baigęs	期限切れ
baigęs	失効
mokymo	トレーニング
mokymo	講習
mokymo	修行
mokymo	訓練
mokymo	研修
dolerių	ドル
dolerių	ドル
dolerių	yen
atsisakė	拒否された
japonų	日本人
japonų	ジャパニーズ
japonų	日本語
žaidimų	ゲーム
kilmė	原点
kilmė	語源
kilmė	由来
kilmė	起源
leftarm	leftarm
įmonė	会社
įmonė	営業
įmonė	事業
įmonė	ビジネス
aktyviai	アクティブ
liberalų	リベラル
tiltas	ブリッジ
bendrovė	会社
save	セルフ
save	自己
dinastija	王朝
darbas	職業
darbas	仕事
darbas	ジョブ
darbas	作業
darbas	仕事
darbas	ワーク
gyvenimas	生活
gyvenimas	生命
gyvenimas	人生
gyvenimas	ライフ
bendrovės	会社
bendrovės	会社
tiesiog	単に
tiesiog	ちょうど
tiesiog	ジャスト
tiesiog	ただ
žaidimas	ゲーム
medžio	ツリー
akmens	ストーン
currentclub	currentclub
pilies	キャッスル
pilies	宮殿
kaimų	村落
paliko	左側
modelis	モデル
naftos	石油
naftos	オイル
karinės	軍事
karinės	軍隊
bendras	共通
nationalyears	nationalyears
ligos	病気
ligos	疾患
ligos	病気
teisėjas	ジャッジ
teisėjas	裁判官
teisėjas	審判員
dievas	ゴッド
david	デイヴィッド
david	ダビデ
david	デビッド
david	デヴィッド
pulkininkas	シンボル
pulkininkas	記号
pulkininkas	col
žurnalas	航海日誌
žurnalas	マガジン
žurnalas	雑誌
didelės	大きな
didelės	大きい
didelės	ビッグ
vyras	男性
vyras	オス
vyras	ダンナ
vyras	主人
vyras	旦那
vyras	男性
vyras	man
armija	アーミー
armija	軍隊
armija	陸軍
jūra	sea
finansų	財務
finansų	金融
finansų	財政
finansų	ファイナンス
jungtinės	ユナイテッド
pinigų	現金
darbuotojas	社員
darbuotojas	職員
projektas	プロジェクト
mokytoja	教員
mokytoja	教師
mokytoja	先生
krikščionių	キリスト教徒
kinų	中国語
kinų	中国人
ištekėjusi	既婚
sen	セン
motinos	母親
linijos	ループ
vietose	所在地
judėjimo	動き
teorija	セオリー
teorija	理論
kūnas	本文
kūnas	身体
kūnas	本体
kūnas	ボディ
atlikėjas	パフォーマー
atlikėjas	演奏者
atlikėjas	芸術家
atlikėjas	アーティスト
gyventi	住居
gyventi	居所
gyventi	ライブ
gyventi	生きる
gyventi	リビング
gyventi	living
egipto	エジプト
galvos	head
galvos	ヘッド
galvos	頭部
dalyvavimas	出席
dalyvavimas	傍聴
dalyvavimas	関与
dalyvavimas	関与
dalyvavimas	参加
spalva	カラー
spalva	カラー
sėkmingai	成功
laikas	タイミング
laikas	タイム
laikas	時間
henrikas	ハインリヒ
grand	グランド
kalnuose	山地
kalnuose	山脈
projekto	プロジェクト
aviacijos	航空
tvenkinys	貯水池
visada	常に
visada	いつも
moterys	女性
moterys	女性
šiauliai	シャウレイ
gynėjas	ディフェンダー
formulės	公式
formulės	数式
formulės	数式
kanados	カナダ
žuvų	魚類
žuvų	フィッシュ
teorijos	セオリー
teorijos	理論
terminas	満期
saugas	ミッドフィールダー
kūriniai	ワークス
kūriniai	作品
ežerų	湖沼
google	google
šviesos	ライト
pėstininkų	歩兵
emblema	エンブレム
surengė	主催
tyrimai	研究
kalnai	山地
kalnai	山脈
danijos	デンマーク
širdies	心臓
širdies	ハート
ekonomistas	エコノミスト
viktoras	ヴィクター
viktoras	ビクター
funkcija	機能
funkcija	関数
liga	病気
geriausia	最高
geriausia	ベスト
geriausia	best
pagalba	扶助
pagalba	援助
kiekis	数量
vidutinis	中道
žaisti	遊ぶ
žaisti	プレイ
žaisti	遊び
objektų	オブジェクト
teatre	劇場
teatre	シアター
teatre	演劇
teatre	演劇
teatre	劇場
simbolis	シンボル
simbolis	記号
šventės	お祝い
šventės	祝日
šventės	休日
metrų	メートル
metrų	メートル
metrų	メーター
dalyvis	ピア
medinė	木造
medinė	木製
vertė	バリュー
vertė	価額
gynybos	ディフェンス
gynybos	防御
gynybos	抗弁
gynybos	防衛
gynybos	ディフェンス
gynybos	防御
karui	戦争
elementų	アイテム
elementų	品物
serijos	シリーズ
turto	アセット
turto	資産
reicho	ライヒ
interneto	web
interneto	ウェブ
interneto	インターネット
stoties	ステーション
tauta	ネーション
tauta	国民
tikslas	目的
tikslas	目的
statusą	近況
statusą	ステータス
augalai	農産物
augalai	作物
studijos	スタジオ
klasė	階級
klasė	クラス
leonas	レオン
gaminti	コック
gaminti	クック
estijos	エストニア
šiauliuose	シャウレイ
žodžiai	ワード
žodžiai	言葉
žodžiai	単語
žodžiai	word
žodžiai	言葉
žodžiai	単語
mokslas	サイエンス
mokslas	科学
medienos	木材
medienos	木製
medienos	ウッド
žaidėjai	選手
žaidėjai	プレイヤー
aukščiausia	最高
aukščiausia	ベスト
aukščiausia	best
pašto	ポスタル
akmenų	ストーンズ
akmenų	岩石
akmenų	ロックス
japonija	日本
stadionas	スタジアム
odos	レザー
odos	皮革
odos	スキン
odos	皮膚
savininkas	オーナー
savininkas	所有者
žiedai	リング
žiedai	指輪
geležies	アイロン
vyrai	男性
vyrai	メン
vyrai	男性
vyrai	オス
karaliaučiaus	ケーニヒスベルク
žvaigždės	スター
žvaigždės	恒星
žvaigždės	star
gediminas	ゲディミナス
meto	ダッシュ
ginklų	武器
ginklų	凶器
ginklų	アームス
bankas	バンク
bankas	銀行
dėmesio	注目
dėmesio	注意
rinkimai	選挙
rinkimai	選任
rinkimai	選挙
latvija	ラトビア
mokymosi	学習
mokymosi	ラーニング
mokymosi	学問
greitis	速度
greitis	速度
greitis	スピード
miškas	ウッズ
miškas	フォレスト
miškas	森林
sezonas	季節
sezonas	シーズン
biografija	伝記
abi	両方
abi	修道院
abi	abi
tekstilės	繊維
tekstilės	織物
tekstilės	テキスタイル
tekstilės	織物
rūdos	鉱石
pasienio	ボーダー
pasienio	国境
kunigaikštystė	公国
tėvai	父親
variantas	variant
kandidatas	候補者
kandidatas	候補
viduramžių	中世
žvaigždžių	stars
žvaigždžių	スターズ
nuotraukos	フォト
nuotraukos	写真
aleksandro	アレクサンドロス
aleksandro	アレクサンダー
aleksandro	アレキサンダー
fondo	ファンド
paroda	展示
foto	フォト
foto	写真
mokinių	生徒
mokinių	瞳孔
mokinių	瞳孔
ispanija	スペイン
geriau	ベター
saulius	ソール
saulius	サウル
futbolas	サッカー
futbolas	フットボール
airijos	アイリッシュ
asociacija	社団
asociacija	協会
asociacija	アソシエーション
skulptorius	彫刻
skulptorius	彫刻家
nba	nba
eet	eet
video	ビデオ
video	動画
laivyno	艦隊
laivyno	フリート
tiesa	トゥルー
tiesa	true
tiesa	本当
tiesa	真実
tiesa	真理
mokiniai	瞳孔
pagalbos	扶助
pagalbos	援助
menų	arts
menų	芸術
vyro	ダンナ
vyro	主人
vyro	旦那
lengvai	楽々
lengvai	イージー
lengvai	易しい
lengvai	やさしい
lengvai	簡単
siena	ウォール
julius	ジュリアス
julius	ユリウス
klimatas	気候
gatvė	ストリート
gatvė	通り
viduje	インサイド
baleto	バレエ
paukščiai	鳥類
ląstelių	セル
gatvės	ストリート
gatvės	通り
gatvės	ストリート
draudimo	保険
vienuolynas	修道院
vienuolynas	僧院
izraelio	イスラエル
irena	イレーネ
irena	アイリーン
generalinis	エグゼクティブ
sostą	玉座
james	ジェームス
james	ジェームズ
mokesčių	宝物
mokesčių	財宝
šveicarijos	スイス
ana	ana
ana	アナ
ana	アナ
ana	アンナ
geležinkelis	鉄道
geležinkelis	鉄道
keliai	道路
spalvų	カラー
spalvų	カラー
kijevo	キエフ
roma	ロマ
roma	ローマ
alfonsas	アルフォンス
vns	vns
galios	権力
galios	パワー
mintis	アイデア
mintis	観念
mintis	アイディア
aktoriai	俳優
pakeisti	編集
pakeisti	変更
būdas	ウェイ
upelio	クリーク
pieno	酪農
palangos	パランガ
nuorodos	リンク
ford	フォード
ilgai	長い
ilgai	ロング
paulius	ポール
paulius	パウル
mūšio	戦場
atr	atr
laimėtojas	勝者
laimėtojas	ウィナー
choras	合唱
kūrybos	クリエイティブ
revoliucijos	revolution
revoliucijos	革命
revoliucijos	レボリューション
ryšius	ネクタイ
laikyti	店舗
laikyti	ストア
kapitonas	隊長
kapitonas	キャプテン
kapitonas	マスター
kapitonas	スキッパー
technologijų	テクノロジー
technologijų	技術
technologijų	テクノロジー
federacija	連邦
atitinka	マッチ
atitinka	一致
disertaciją	テーゼ
disertaciją	論文
tarnyba	事務局
tarnyba	事務所
tarnyba	オフィス
festivalis	フェスティバル
festivalis	祭事
festivalis	祭り
festivalis	お祭り
jėga	クール
jėga	涼しい
turkijos	トルコ
turkijos	七面鳥
judėjimas	ムーブメント
judėjimas	楽章
judėjimas	運動
fondas	ファンド
įvykiai	イベント
įvykiai	行事
vladimiras	ウラジーミル
elena	エレナ
elena	エレーヌ
elena	ヘレン
robertas	ロベルト
laivas	船舶
kritulių	降雨量
kritulių	降雨
kritulių	降水
kritulių	沈殿
uosto	ハーバー
turizmo	観光
turizmo	ツーリスト
turizmo	観光
rock	ロック
artilerijos	大砲
įkūrėjas	創始者
įkūrėjas	開祖
atgal	後方
broliai	兄弟
broliai	ブラザーズ
finale	フィナーレ
bendra	全般
bendra	一般
bendra	将軍
tikriausiai	おそらく
serija	シリーズ
vykdyti	実行
vykdyti	run
vykdyti	ラン
vykdyti	走り
vykdyti	走る
vykdyti	ドライブ
val	val
val	ヴァル
jūroje	オフショア
žvaigždė	スター
žvaigždė	恒星
žvaigždė	star
mikalojus	ミコワイ
dėmesį	注目
dėmesį	注意
gruzijos	グルジア
gruzijos	ジョージア
gamyklos	工場
šventė	祝日
šventė	休日
šventė	ホリデー
šventė	ごちそう
šventė	祝賀会
šventė	お祝い
galia	権力
galia	パワー
žaidėjų	選手
žaidėjų	プレイヤー
kanadoje	カナダ
dangaus	天国
dangaus	sky
dangaus	スカイ
greičiausiai	おそらく
jėgos	パワーズ
vyresnysis	長老
vyresnysis	先輩
vyresnysis	上級
pranciškus	フランシス
gintaras	琥珀
gintaras	アンバー
karalienė	女王
karalienė	クイーン
dideli	大きい
dideli	大きな
dideli	大きい
dideli	ビッグ
filmai	映画
filmai	映画
filmai	ムービー
anglies	炭素
ministrų	大臣
ministrų	公使
šiandien	トゥデイ
šiandien	今日
klimato	気候
energija	エネルギー
gaminami	製造
bokštas	タワー
coa	coa
drama	ドラマ
institucija	制度
institucija	施設
institucija	機関
institucija	権威
institucija	権限
institucija	職権
stilius	スタイル
įtaka	影響力
įtaka	影響
vedęs	既婚
studija	スタジオ
slėnis	バレー
slėnis	谷間
didelių	大きい
gamykla	プラント
gamykla	植物
gamykla	工場
dinamo	dinamo
kariai	戦士
kariai	ウォリアーズ
kariai	兵士
lenktynių	競走
lenktynių	レース
lenktynių	レーシング
problemų	トラブル
augo	親族
augo	親戚
namas	ハウス
įranga	マシン
įranga	マシーン
įranga	機械
įranga	道具
įranga	装備
įranga	機器
įranga	機材
menas	arts
menas	芸術
šaka	支店
šaka	支社
šaka	ブランチ
šaka	支部
kanalas	運河
mini	ミニ
krymo	クリミア半島
krymo	クリミア半島
dainas	ソング
garsus	サウンド
valdo	ジョギング
tamsiai	ダーク
tamsiai	暗い
ferrari	フェラーリ
renesanso	ルネサンス
renesanso	ルネッサンス
ligoninės	病院
ligoninės	病院
mokytis	学習
mokytis	ラーニング
mokytis	学問
mokytis	学習
mokytis	学ぶ
kompleksas	コンプレックス
kompleksas	錯体
kompleksas	複雑
unikalus	ユニーク
unikalus	独特
krikščionys	キリスト教徒
bangos	波長
bangos	波動
bangos	ウェーブ
šokio	ダンス
įsigijo	後天性
statyba	建設
lauke	アウトドア
lauke	屋外
technika	テクニック
technika	技法
park	パーク
park	公園
namus	住宅
lėktuvas	航空機
lėktuvas	飛行機
lėktuvas	飛行機
lėktuvas	飛行機
lėktuvas	飛行機
užsiėmimas	占領
užsiėmimas	職業
vienuolyno	修道院
vienuolyno	僧院
ukrainoje	ウクライナ
ramiojo	パシフィック
live	ライブ
live	生きる
york	ヨーク
vedėja	司会
karinė	軍事
karinė	軍隊
raudona	赤い
raudona	赤色
raudona	レッド
reformos	改革
reformos	革新
reformos	リフォーム
turnyro	トーナメント
sodyba	マンション
rašyti	書き込み
rašyti	書く
rašyti	書き込む
medžiai	樹木
veiksmas	アクション
karalystę	レルム
gylis	深度
gylis	奥行き
tyrimus	問い合わせ
kolegijos	カレッジ
kolegijos	大学
airių	アイリッシュ
verslininkas	ビジネスマン
verslininkas	トレーダー
verslininkas	起業
festivalio	フェスティバル
festivalio	祭事
festivalio	祭り
festivalio	お祭り
anglija	イギリス
meilės	ラヴ
meilės	ラブ
pusiasalio	半島
elementai	要素
elementai	元素
elementai	エレメント
jungtinė	ユナイテッド
spėjama	推測
baseinas	盆地
adolfas	アドルフ
tilto	ブリッジ
pora	ペア
pora	カップル
regina	レジーナ
darius	ダレイオス
darius	ダリウス
musulmonų	イスラム教
musulmonų	ムスリム
demokratinės	民主主義
miestus	タウンズ
artūras	アーサー
kova	闘争
kova	格闘
gautas	受け取り
gautas	受信
kūryba	創造
kūryba	作成
skulptūra	彫刻
žodynas	辞書
žodynas	辞典
žodynas	語彙
biuro	事務局
biuro	事務所
biuro	オフィス
augimo	成長
augimo	発育
monetos	硬貨
monetos	コイン
monetos	硬貨
monetos	コイン
savybės	機能
savybės	特徴
įvykių	イベント
įvykių	行事
žvejyba	釣り
žvejyba	魚釣り
tikras	real
tikras	本物
tikras	リアル
tikras	シュア
pasirodo	思い出
zona	ゾーン
zona	zone
būrys	分隊
būrys	小隊
vietovės	地形
vietovės	所在地
atminimo	追悼
atminimo	記念碑
ričardas	リチャード
ričardas	リヒャルト
muziejų	美術館
muziejų	博物館
don	ドン
klubai	クラブ
klubai	股関節
geobox	geobox
advokatas	弁護士
ežerai	湖沼
gyvūnai	動物
gyvūnai	家畜
gyvūnai	アニマル
gyvūnai	動物
ukraina	ウクライナ
archeologas	考古学
kursus	コース
viršuje	二階
sesuo	姉妹
sesuo	シスター
karjeros	経歴
karjeros	キャリア
karjeros	キャリア
karjeros	求人
karjera	経歴
karjera	キャリア
karjera	キャリア
karjera	求人
kalvos	ヒル
taškai	ドット
galbūt	たぶん
galbūt	多分
galbūt	未定
pobūdžio	ネイチャー
pobūdžio	自然
ekonomika	経済
vartai	ゲイツ
vartai	ゲート
primena	思い出
kraštovaizdžio	横長
kraštovaizdžio	風景
kraštovaizdžio	横向き
vaisiai	フルーツ
vaisiai	果実
vaisiai	果物
vaisiai	フルーツ
vaisiai	果実
vaisiai	果物
gynyba	ディフェンス
gynyba	防御
gynyba	抗弁
gynyba	防衛
gynyba	ディフェンス
gynyba	防御
sluoksnis	プライ
stalo	デスク
mėgėjų	アマチュア
registro	登記簿
monetų	硬貨
monetų	コイン
klubų	股関節
priežiūros	監督
vadina	通話
vadina	コール
žuvis	魚類
žuvis	フィッシュ
muzikantas	音楽家
muzikantas	ミュージシャン
argentinoje	アルゼンチン
dvd	dvd
dvd	dvd
ugnies	火事
ugnies	ファイア
ugnies	火災
versijos	バージョン
ali	アリー
ali	アリ
ali	ali
tinka	フィット
tinka	fit
tinka	スーツ
įrangos	道具
įrangos	装備
įrangos	機器
įrangos	機材
lapų	葉っぱ
albumai	アルバム
argentina	アルゼンチン
kristina	クリスティン
kristina	クリス
įstaiga	団体
įstaiga	組織
įstaiga	制度
įstaiga	施設
įstaiga	機関
žydi	ブルーム
skulptūros	彫刻
vaikas	キッド
vaikas	子供
vaikas	児童
bibliotekos	図書館
bibliotekos	ライブラリ
bibliotekos	図書館
bibliotekos	ライブラリ
indų	ディッシュ
vaidmenys	役割
apsauga	保護
michailas	ミハイル
prekės	バッグ
prekės	かばん
prekės	商品
prekės	貨物
prekės	物品
juostos	テープ
parduota	落札
fotografijos	撮影
fotografijos	写真
smėlio	砂塵
smėlio	サンディ
parodos	展示
parodos	展示
būgnai	ドラム
būgnai	太鼓
mokslininkai	研究者
čilės	チリ
krokuvos	クラクフ
turizmas	観光
caro	カロ
gamina	製造業
svoris	重量
svoris	体重
šilumos	ヒート
ligoninė	病院
vaisių	フルーティー
vaisių	フルーツ
vaisių	果実
vaisių	果物
demokratijos	民主主義
architektūra	アーキテクチャ
architektūra	建築
rokas	ロック
santuokos	結婚
santuokos	婚姻
drauge	同志
drauge	仲間
drauge	友人
drauge	友だち
drauge	フレンド
drauge	友達
sibiro	シベリア
kelionės	旅行
kelionės	旅行
tvirtovė	要塞
sosto	玉座
mokslininkų	研究者
patarėjas	顧問
patarėjas	アドバイザー
siekiama	aim
ženklai	マークス
komedija	喜劇
komedija	コメディ
komedija	コメディー
vadovai	マネージャー
vadovai	マネージャ
simonas	シモン
simonas	サイモン
išsilavinimas	教育
išsilavinimas	学歴
filosofija	哲学
laisvai	カジュアル
laisvai	解散
senas	古い
senas	オールド
sekmadienį	日曜日
alaus	ビール
alaus	ビール
aptarimas	話し合い
aptarimas	ディスカッション
arena	アレーナ
arena	アリーナ
idėja	アイデア
idėja	観念
idėja	アイディア
armėnijos	アルメニア
skydo	シールド
pulko	群れ
elementas	要素
elementas	元素
elementas	エレメント
požymiai	属性
žaidimai	ゲーム
žaidimai	ゲーム
trumpai	短い
trumpai	ショート
valign	valign
paveldas	遺産
kanada	カナダ
archyvas	アーカイブ
baroko	バロック
konservatorijos	温室
sėkmės	サクセス
sėkmės	成功
nori	欲しい
konstitucija	体質
konstitucija	憲法
išsiskyrė	離婚
studijoje	スタジオ
totorių	タタール
frankų	フラン
fifa	fifa
aktyvus	アクティブ
tel	tel
keliavo	旅行
stačiakampio	長方形
šveicarija	スイス
galimybė	チャンス
serbų	セルビア
tikrai	本当に
sportininkas	アスリート
išvengti	避ける
joseph	ヨセフ
sinagoga	シナゴーグ
auksinis	ゴールデン
auksinis	黄金
auksinis	gold
auksinis	ゴールド
sodas	庭園
vykdo	ドライブ
mechanikas	メカニック
kaina	プライス
kaina	対価
kaina	値段
kaina	価格
kritikas	評論家
kritikas	批評家
stiklo	グラス
stiklo	ガラス
veikėjai	俳優
opera	opera
opera	オペラ
akis	アイズ
bažnyčių	教会
vartininkas	ゴールキーパー
kolumbijos	コロンビア
modeliai	モデル
australija	オーストラリア
leidybos	出版
leidybos	パブリッシング
use	ツェー
tradicijos	伝統
tradicijos	伝統
santykis	比率
galimybės	機会
baseino	プール
ilgas	長い
ilgas	ロング
bendradarbiavimo	協力
