kid	کید
rocky	راکی
larsson	لارسون
footballdatabase	footballdatabase
sorg	غمت
sorg	غم
sorg	اندوه
sorg	غصه
sorg	غم
sorg	اندوه
sorg	غم
sorg	اندوه
sorg	غصه
sorg	غمی
sorg	عزاداری
sorg	عزا
sorg	سوگواری
sorg	ماتم
edith	ادیت
edith	ادیث
edith	ایدیت
anseelse	اعتبار
anseelse	آبرو
anseelse	شهرت
anseelse	شهرتش
smed	آهنگری
smed	آهنگر
smed	انداخت
absolutte	مطلق
aske	آش
aske	اش
aske	خاکستر
sår	جراحت
sår	زخم
affære	امور
kulturarv	میراث
kulturarv	ارث
trine	تراین
trine	kate
regime	رژیم
alliancen	ائتلاف
alliancen	وصلت
alliancen	اتحاد
afskediget	مرخص
afskediget	عزل
money	پول
money	پولی
knut	کنوت
udfordringer	چالش
leeds	لیدز
protein	پروتئین
protein	پروتئینی
protein	پروتئینهای
protein	پروتئینها
protein	پروتئینهای
netværket	شبکه
netværket	network
klipper	سنگها
roberto	روبرتو
ekspansion	گسترش
ekspansion	انبساط
ekspansion	بسط
genetisk	ژنتیک
genetisk	ژنتیکی
tømmer	الوار
tømmer	الوار
intellektuelle	روشنفکران
intellektuelle	روشنفکری
intellektuelle	عقلانی
intellektuelle	روشنفکر
intellektuelle	فکری
hellig	مقدس
tempo	پیس
tempo	خوبیست
tempo	تمپو
tempo	ضرب
talsmand	سخنگوی
talsmand	سخنگوی
talsmand	سخنگو
digtere	شاعران
vang	ونگ
udtrykt	فرمودند
terminal	ترمینال
terminal	پایانه
berkeley	برکلی
indkomst	درآمدی
indkomst	درآمد
tegneserie	کمدی
tegneserie	کمیک
tegneserie	مصور
tegneserie	کارتون
bedrifter	هولدینگز
bedrifter	دستاوردهای
koalition	ائتلاف
dynamo	دینامو
perron	سکوی
perron	سکو
omar	عمر
blok	بلوک
blok	بلاک
klinisk	بالینی
word	سخن
word	کلمه
word	واژه
word	کلام
pligt	وظیفه
pligt	التزام
onsdag	چهارشنبه
biologi	زیست
biologi	بیولوژی
gult	زرد
palme	پالمه
palme	نخل
palme	خرمایی
frekvens	فرکانسی
frekvens	فرکانس
frekvens	بسامد
opad	صعودی
opad	عروج
airways	ایرویز
maksimalt	حداکثر
maksimalt	بیشینه
præsidenter	جمهور
hør	کتان
patienten	بیمار
patienten	صبور
patienten	صبر
patienten	استقامت
hannibal	هانیبال
købes	بخرم
købes	خرید
købes	بخرید
købes	خریدار
købes	خریداری
købes	خریدم
købes	خریدی
købes	خریده
janeiro	ژانیرو
gotha	گوتا
forbeholdt	رزرو
indvandring	مهاجرت
indvandring	وطن
indvandring	مهاجرت
hjalmar	یالمار
derby	دربی
derby	داربی
helte	قهرمانان
salvador	سالوادور
duke	دیوک
duke	دوک
mønt	سکه
isaac	ایزاک
isaac	اسحاق
isaac	اسحق
isaac	آیزاک
step	گام
step	مرحله
step	قدم
forhandle	مذاکره
forhandle	مذاکره
seværdigheder	مناظر
seværdigheder	دیدگان
lis	لیز
indeholdende	حاوی
parterne	احزاب
pour	بریزید
pour	محبّت
indtjening	درآمد
tyk	ضخیم
tyk	کلفت
bachelor	لیسانس
bachelor	مجرد
grafik	نگاره
grafik	graphic
grafik	نگارهای
grafik	گرافیک
grafik	گرافیکی
forældet	منسوخ
forældet	منسوخ
fantasi	تخیلات
fantasi	تخیل
fantasi	تصورات
fantasi	فانتزی
fantasi	وهم
rostock	روستوک
mos	ماس
mos	خزه
farvel	خداحافظ
farvel	وداع
farvel	بدرود
farvel	خداحافظ
farvel	خداحافظی
vandret	افقی
isle	آیل
homoseksuelle	همجنسگرایان
aluminium	آلومینیوم
aluminium	آلومینیوم
ukrainsk	اوکراینی
tanzania	تانزانیا
tanzania	تانزانیایی
tanzania	تانزانیا
miguel	میگل
miguel	میگوئل
rosen	روزن
kollega	همکار
udbygning	گسترش
udbygning	انبساط
udbygning	بسط
lokaliteter	localities
lokaliteter	یونسکو
lokaliteter	مکانهای
lokaliteter	مکانها
lokaliteter	محلهای
usikker	ناامن
usikker	یقین
usikker	متزلزل
usikker	ناامن
clinton	کلینتون
videoer	ویدئوهای
videoer	ویدیو
videoer	ویدیوها
videoer	ویدیوهای
tungere	سنگینتر
bordet	میز
bordet	سفره
bordet	جدول
uddrag	برگزیده
uddrag	استخراج
uddrag	چکیده
rimelig	نسبتاً
rimelig	فر
rimelig	عادلانه
rimelig	منصفانه
rimelig	انصاف
rimelig	منصف
rimelig	معقول
tilstande	حالتهای
ødelæggelse	تخریب
ødelæggelse	هلاکت
ødelæggelse	نابودی
ødelæggelse	خرابی
ødelæggelse	ویرانی
sæder	صندلی
lander	اراضی
lander	سرزمینهای
lander	سرزمین
lander	کاوشگر
lander	فرود
lander	خشکی
lander	land
lander	سرزمین
hang	چسبید
hang	آویخته
hang	آویزان
hang	آویزان
ålborg	آلبورگ
ioc	ioc
mai	mai
mai	مای
fjerner	حذف
metadata	فراداده
korset	کرست
altona	التونا
udrustet	مجهز
tænkning	تفکر
tænkning	فکر
bismarck	بیسمارک
indretning	دکور
indretning	چیدمان
stabilitet	پایداری
stabilitet	ثبات
tilhørsforhold	وابستگی
tilhørsforhold	پیوستگی
village	روستای
village	دهکده
village	ویلیج
village	روستا
straffe	مجازات
straffe	پنالتی
straffe	مجازات
straffe	تنبیه
fladt	مسطح
fladt	فلت
raw	خام
raw	راو
raw	raw
psykiske	روانشناسی
psykiske	روانشناختی
psykiske	ذهنی
georgien	گرجستان
georgien	جورجیا
krigere	جنگجویان
krigere	مبارزان
jefferson	جفرسون
aps	llc
aps	aps
francesco	فرانچسکو
kommercielt	الاهلی
kommercielt	تجاری
menigheden	جماعت
menigheden	آدینه
ørkenen	کویر
ørkenen	بیابان
ørkenen	بیابانی
ørkenen	صحرا
ørkenen	اعراب
hurtigste	سریعترین
værelse	اتاق
værelse	اتاقی
værelse	اطاق
monroe	مونرو
ssr	ssr
connecticut	کنتیکت
gudinde	الهه
pittsburgh	پیتزبورگ
frataget	محروم
flok	جمعیت
flok	شلوغی
flok	ازدحام
flok	گله
flok	گله
flok	دسته
produktioner	productions
dawn	داون
dawn	طلوع
dawn	سحرگاه
dawn	سپیده
gennemsnitlig	متوسط
gennemsnitlig	میانگین
mile	مایل
bristol	بریستول
grundstof	عنصر
blokere	بلوکه
blokere	بلوک
blokere	بلاک
rimeligt	فر
rimeligt	عادلانه
rimeligt	منصفانه
rimeligt	انصاف
rimeligt	منصف
rimeligt	معقول
distance	مسافت
distance	فاصله
forberedt	مهیا
negativt	نگاتیو
negativt	منفی
efterladte	بازماندگان
kompliceret	پیچیده
kompliceret	هرات
kompliceret	پیچیده
bonus	پاداش
bonus	جایزه
bonus	امکاناتی
ghana	غنا
giuseppe	جوزپه
østlig	شرق
østlig	شرقی
grupperne	گروهها
sejlads	ناوبری
sejlads	قایقرانی
sejlads	دریانوردی
orienteret	گرا
orienteret	مطلع
orienteret	آگاه
oplyst	مطلع
oplyst	آگاه
oplyst	بصیر
gemme	ذخیره
jeanne	ژان
eugen	اویگن
serv	خدمت
serv	سرو
skovene	جنگلهای
skovene	جنگلها
mon	تعجب
lily	لیلی
medie	رسانه
medie	متوسط
gene	ژنها
gene	ژن
gene	ژنی
fisher	فیشر
fester	چرک
fester	احزاب
håkon	هاکون
boks	باکس
boks	جعبه
muhammad	محمد
beholder	نگهداشتن
beholder	نگهداری
beholder	کانتینر
beholder	محتوی
relief	امداد
mallorca	مایورکا
mallorca	مایورکا
fejre	جشن
fejre	جشن
dimensioner	ابعاد
severin	سورین
mediawiki	مدیاویکی
journalisten	خبرنگار
radioen	رادیویی
radioen	رادیو
radioen	بیسیم
madonna	مدونا
metallica	متالیکا
skinner	اسکینر
skinner	نرده
hjort	آهو
hjort	دیر
hjort	گوزن
hjort	آهویی
hjort	آهوی
puerto	پورتو
kalmar	کالمار
organisere	سازماندهی
gaderne	خیابانها
gaderne	خیابان
udnyttelse	استثمار
annie	آنی
stabile	پایدار
kamera	دوربین
regnede	بارندگی
internt	داخلی
internt	درونی
betjent	افسر
betjent	سرکار
flash	فلش
flash	flash
flash	فلاش
horne	هورن
identiske	همسان
identiske	منطبق
udtrykke	اکسپرس
udtrykke	ابراز
rotterdam	روتردام
hvile	آرامش
hvile	الباقی
hvile	استراحت
challenge	چالش
metaller	متال
metaller	فلز
metaller	فلزی
metaller	فلزات
metaller	قلیایی
søjler	ستونها
søjler	ستونهای
tilskud	یارانه
tilskud	دهد
tilskud	گرنت
tilskud	گرانت
tilskud	اعطای
alla	آلا
maskinen	ماشینی
maskinen	ماشین
maskinen	دستگاه
graf	گراف
tynd	لاغری
tynd	لاغر
tynd	لاغر
tynd	نازک
tynd	لاغری
pfalz	فالتس
cook	کوک
cook	آشپز
cook	آشپزی
trøndelag	تروندلاگ
somalia	سومالی
kære	عزیز
kære	جانم
kære	عزیزم
styrmand	خلبان
styrmand	راهبری
koncentration	غلظت
motivet	انگیزه
oversætte	ترجمه
kunstige	مصنوعی
vinci	وینچی
fangerne	اسیری
fangerne	زندانیان
udviser	نمایشگاههای
konventionen	کنوانسیون
konventionen	همایش
guddommelige	الهی
nabo	همسایه
nabo	همسایه
forsinket	دیر
baltimore	بالتیمور
franco	فرانکو
artister	هنرمندان
jag	جگ
pokémon	پوکمون
innovation	نوآوری
june	ژوئن
june	june
godkendelse	تصویب
godkendelse	اجازۀ
triumf	پیروزی
triumf	تریومف
vogn	چرخدار
vogn	واگن
vogn	ارابه
vogn	چرخ
vogn	گاری
vogn	کالسکه
vogn	نورد
vogn	درشکه
vogn	کامیونی
vogn	کامیون
vogn	کامیونت
vogn	وانت
nilsson	نیلسون
ski	اسکی
ski	اسکی
doktorgrad	دکترای
atomer	اتمهای
atomer	اتمها
hjemby	زادگاه
hjemby	زادگاهم
gear	دنده
gear	گیر
vega	وگا
jordskælvet	زلزله
engineering	مهندسی
udsendelse	پخش
udsendelse	مخابره
forrest	فارست
indkaldt	احضار
kfum	ymca
porte	گیت
porte	گیتس
porte	بنادر
udlændinge	بیگانگان
modellerne	مدلهای
gregor	گرگور
gregor	گریگوری
gregor	گرگوری
nordlig	شمالی
nordlig	شمال
øde	متروک
dkk	dkk
aston	آستون
benene	پاهایش
benene	نوازش
benene	پاها
benene	پا
advarsel	اخطار
advarsel	هشدار
kollegium	خوابگاه
kollegium	کالج
kollegium	دانشکده
kollegium	دانشگاه
kollegium	دانشگاهی
westminster	وستمینستر
doctor	دکتری
doctor	داکتر
doctor	دکتر
definere	تعریف
bistand	کمکهای
bistand	توفیق
casino	کازینو
casino	کازینوی
telefon	گوشی
telefon	تلفن
telefon	تلفن
dæmningen	دم
dæmningen	سد
retningslinjer	دستورالعملهای
retningslinjer	دستورالعملها
retningslinjer	رهنمودهای
retningslinjer	راهبرد
brænde	هیزم
brænde	سوخت
brænde	سوختگی
brænde	سوختن
brænde	سوزاندن
brænde	سوزاندن
brænde	سوختن
grækerne	یونانیان
grækerne	یونانی
grækerne	یونانیها
utc	utc
mercury	عطارد
mercury	جیوه
mercury	مرکوری
ulf	اولف
masters	اساتید
masters	استادان
masters	اربابان
masters	مسترز
moralsk	اخلاقی
moralsk	اخلاق
intern	داخلی
intern	درونی
husstande	خانوار
afrikansk	آفریقایی
parms	parms
nordic	نوردیک
efterår	پاییز
efterår	پائیز
efterår	پاییزی
efterår	خزان
efterår	سقوط
efterår	پاییز
efterår	fall
efterår	افتادن
reserveret	رزرو
reserveret	رزرو
helikopter	هلیکوپتر
helikopter	بالگرد
helikopter	هلیکوپتر
helikopter	بالگرد
helikopter	هلیکوپترها
pigerne	دخترها
pigerne	دختران
fugtig	مرطوب
fugtig	خفقان
stanford	استنفورد
afstande	فواصل
emily	امیلی
hukommelse	خاطره
hukommelse	حافظه
hukommelse	حافظۀ
exchange	mkt
exchange	معاوضه
exchange	تبادل
exchange	مبادله
stormen	استورم
stormen	توفان
stormen	طوفان
behandlede	پردازش
phillips	فیلیپس
beverly	بورلی
said	گفت
living	living
living	وزندگی
living	زندگی
løkke	حلقه
heidelberg	هایدلبرگ
heide	heide
nissan	nissan
nissan	نیسان
kolleger	همکاران
ensemble	همای
relativ	نسبی
klippe	سخره
klippe	کلیف
klippe	پرتگاه
klippe	صخره
klippe	سنگی
klippe	صخره
klippe	راک
nba	nba
nba	انبیای
publikationer	نشریات
kup	کودتا
kup	کودتای
kup	سرقت
foster	فاستر
foster	جنین
thrash	ترش
forudgående	پیشین
forudgående	قبلی
vice	وایس
vice	معاون
stød	شوکه
stød	شوک
gravid	آبستن
gravid	بارداری
gravid	حامله
gravid	باردار
koncentrerede	متمرکز
weber	وبر
overføre	بارگذاری
overføre	بارگذاری
skænket	ارزانی
opstilling	موسسه
opstilling	تاسیس
opstilling	تأسیس
kraftigere	قویتر
kasakhstan	قزاقستان
sullivan	سالیوان
porten	دروازه
porten	گیت
porten	دری
propaganda	تبلیغات
propaganda	تبلیغاتی
biografen	سینما
biografen	سینمای
biografen	cinema
slotte	قصری
garde	garde
cherokee	چروکی
uklart	نامشخص
nevada	نوادا
professionelt	حرفهای
foredragsholder	سخنران
sandt	راست
sandt	حقیقی
sandt	درست
sandt	true
bart	بارت
dækning	کاور
dækning	جلد
dækning	پوشش
dækning	پوشش
idræt	sport
idræt	اسپورت
idræt	ورزش
idræt	ورزشی
idræt	ورزشکار
tyler	تایلر
moralske	اخلاقی
moralske	اخلاق
bohr	بور
opstand	خیزش
mazda	مزدا
lederne	رهبران
jam	جم
jam	مربا
nathan	نیتن
nathan	ناتان
ulovligt	حرام
ulovligt	حرامی
virgin	باکرگی
virgin	باکره
virgin	ویرجین
panama	پاناما
della	دلا
byder	فرمان
lehmann	لمان
hertuginde	دوشس
appel	خودبینی
appel	استیناف
appel	توسل
merlin	مرلین
skærm	پرده
skærm	نظارت
skærm	نمایشگر
skærm	مانیتور
skærm	بزمجه
evigt	ابدی
evigt	جاودانی
evigt	پاینده
bretagne	بریتنی
savnede	گمشده
serena	سرنا
serena	سرینا
bøn	نماز
bøn	دعا
rumænske	رومانیایی
rumænske	رومانی
animal	حیوانی
animal	حیوانات
animal	جانوران
animal	حیوان
java	جاوا
java	جاوه
fortiden	past
fortiden	گذشته
mure	دیوارها
mure	دیوارهای
mure	دیوار
nutidige	معاصر
monster	هیولا
hardcore	هاردکور
modstanderen	حریفی
modstanderen	رقیب
modstanderen	حریف
vildt	وحشی
vildt	وایلد
vildt	بازی
vildt	گیم
vildt	دیوانه
vildt	دیوونه
vildt	دیونه
indgreb	مداخلات
indgreb	پارازیت
indgreb	دخالت
indgreb	مداخله
indgreb	تداخل
indgreb	دخالت
indgreb	مداخله
brænder	سوخت
brænder	سوختگی
brænder	سوختن
brænder	سوزاندن
brænder	برنز
brænder	سوختگی
brænder	سوز
brænder	سوزاندن
brænder	سوختن
konsekvent	سازگار
fiskere	ماهیگیران
fiskere	ماهیگیر
glass	گلاس
glass	گلس
glass	لیوان
glass	شیشه
sekundære	ثانویه
sekundære	ثانوی
serbisk	صرب
serbisk	صرب
serbisk	صربی
pistol	تفنگ
pistol	تفنگی
pistol	اسلحه
vægge	دیوارها
vægge	دیوارهای
vægge	دیوار
zeus	زاوش
zeus	زئوس
vitamin	ویتامین
arkæologi	باستانشناسی
hoppe	جهش
hoppe	پرش
hoppe	پرشی
hoppe	ماره
hoppe	دریای
hoppe	مره
hoppe	پریدن
nashville	نشویل
rasende	خشمناک
rasende	خشمگین
edwards	ادواردز
bær	شقایق
pagasts	قصبه
pagasts	پاریش
pagasts	پریش
blande	اختلاط
blande	مخلوط
blande	میکس
blande	اختلاط
blande	آمیختن
blande	تلفیق
hændelse	حادثه
hændelse	واقعه
hændelse	رویداد
hændelse	واقعه
hændelse	رخداد
redskab	ابزار
redskab	دنده
redskab	گیر
redir	redir
prominente	برجسته
vellykket	موفق
vellykket	رستگار
forfølgelse	فتنه
forfølgelse	کمین
haiti	هائیتی
vælgere	تبصره
borte	رفت
borte	رفتن
borte	رفته
psykologisk	روانشناسی
psykologisk	روانشناختی
støv	غبار
støv	خاک
stjålet	دزدیده
variable	متغیر
variable	متغیرها
variable	متغیرها
variable	متغیر
bekendtgørelse	حدیث
bekendtgørelse	اعلان
bekendtgørelse	اطلاعیه
gejstlige	روحانیت
gejstlige	روحانیون
konto	حساب
roning	رویینگ
flying	پروازی
flying	پرواز
bradley	بردلی
woods	وودز
indian	سرخپوست
indian	هندی
ligheder	شباهت
ligheder	تشابه
ligheder	شباهت
kontrast	کنتراست
toulouse	تولوز
fjern	حذف
økologisk	اکولوژیکی
økologisk	آلی
økologisk	ارگانیک
utrecht	اوترخت
forvirring	آشفتگی
forvirring	گیجی
forvirring	اغتشاش
forvirring	سردرگمی
underholdning	سرگرمی
underholdning	تفریحات
underholdning	پذیرایی
