godfrey	godfrey
mun	嘴巴
mun	口
mun	嘴
mun	口腔
flygning	飛
flygning	飛翔
flygning	飛行
flygning	班機
flygning	飛行
circle	圓形
circle	圓
circle	圓圈
circle	迴圈
circle	圈
eur	歐元
eur	eur
casa	casa
imdb	imdb
avlägsna	遙遠
avlägsna	遠方
avlägsna	偏遠
avlägsna	遙控
avlägsna	遙控器
avlägsna	刪除
avlägsna	移除
avenue	大街
avenue	大道
raser	種族
raser	品種
dec	dec
dec	十二月
augustin	augustin
medium	介質
medium	中型
medium	中等
medium	媒介
mhz	兆赫
mhz	mhz
points	點數
points	積分
vistelse	居住
vistelse	住宅
vistelse	居所
vistelse	住所
vistelse	留
vistelse	留下
vistelse	留下來
ambassaden	大使館
ambassaden	使館
gill	鰓
depression	蕭條
depression	抑鬱
depression	抑鬱症
depression	沮喪
begravning	喪葬
begravning	葬
begravning	埋葬
begravning	葬禮
begravning	喪葬
begravning	喪禮
astronomiska	天文
nordlig	北方
nordlig	北部
kopior	副本
kopior	拷貝
grova	粗糙
grova	粗鄙
geologiska	地質
cykel	單車
cykel	騎車
cykel	自行車
cykel	單車
cykel	腳踏車
cykel	自行車
cykel	單車
cykel	腳踏車
cykel	自行車
cykel	週期
cykel	迴圈
arg	生氣
arg	怒
arg	憤怒
regimen	政權
regimen	制度
alessandro	alessandro
motivet	動機
inspirerat	啟發
inspirerat	靈感
natalensis	natalensis
rufipes	rufipes
döpt	受洗
jesse	jesse
baryton	男中音
hållning	態勢
hållning	姿態
hållning	姿勢
harf	harf
inträde	入境
inträde	接納
inträde	錄取
inträde	招生
inträde	入學
samverkan	互動
samverkan	相互作用
symptom	症狀
symptom	症狀
motsatsen	對面
singularis	singularis
våningen	下限
våningen	地板
fixa	修復
fixa	修
sändningar	裝運
vägg	壁
vägg	牆壁
vägg	圍牆
vägg	牆
rykten	流言
rykten	謠言
rykten	謠傳
rykten	謠言
rykten	傳言
rykten	傳聞
rykten	流言
rykten	謠言
trycka	印刷
trycka	列印
tunneln	地道
tunneln	隧道
vinyl	乙烯
software	軟體
våldsamma	暴力
ståndpunkt	職位
ståndpunkt	位置
ståndpunkt	立場
hjul	輪
hjul	車輪
hjul	輪
hjul	車輪
frances	frances
dragspel	手風琴
korsar	跨越
korsar	穿越
antoinette	antoinette
ames	ames
förväntas	預計
förväntas	預期
omloppsbana	軌道
invandrare	移民
invandrare	移民
josh	josh
modernt	摩登
modernt	現代
modernt	近代
modernt	現代化
redskap	裝備
redskap	gear
redskap	齒輪
sammansatt	復合
sammansatt	合成
sammansatt	復合
sammansatt	化合物
sammansatt	大院
affär	外遇
etapper	階段
etapper	階段
fäste	據點
fäste	要塞
fäste	drew
bitter	苦苦
bitter	苦
nomineringar	提名
nåd	慈悲
nåd	憐憫
nåd	仁慈
nåd	恩典
nåd	grace
motorvägar	高速公路
motorvägar	公路
globen	全球
globen	環球
kämpar	格鬥
kämpar	打架
kämpar	戰鬥
dickson	dickson
utöva	練習
utöva	演習
utöva	鍛鍊
ref	裁判
sila	sila
formatet	格式
formatet	形式
formatet	格式化
meningar	片語
meningar	句子
meningar	刑期
meningar	判刑
varg	狼
false	虛假
false	假
amalia	amalia
ester	酯
sandra	sandra
sämsta	最糟糕
sämsta	最壞
sämsta	最糟
fira	慶祝
fira	慶祝
department	部門
musikal	音樂
musikal	音樂劇
speed	速度
speed	速
kafr	kafr
date	日期
date	約會
ingång	入境
ingång	入場
ingång	入口
platta	平面
platta	平
platta	公寓
grunder	懇求
grunder	基地
grunder	地基
grunder	基金會
add	加上
add	加
sanders	sanders
märkligt	奇怪
early	提早
early	及早
early	早期
early	提前
avdelningar	各部門
row	划
row	排
stipendiet	獎學金
alperna	阿爾卑斯山
alperna	阿爾卑斯
fat	桶
fat	槍管
fat	桶
bayer	bayer
lägret	露營
lägret	難民營
lägret	營
lägret	營地
ibm	ibm
abbey	修道院
hud	肌膚
frivillig	自願
frivillig	自願性
frivillig	志願者
frivillig	義工
religioner	宗教
galileo	伽利略
signaler	訊號
tillåta	允許
tillåta	容許
tillåta	許可
tillåta	許可證
tolka	解析
tolka	詮釋
parlamentsledamot	mep
yvonne	yvonne
moreno	moreno
fungerande	工作
fungerande	功能
fungerande	運作
faith	信仰
faith	信心
faith	信念
dickinson	dickinson
oppositionen	反對
oppositionen	反對派
oppositionen	反對黨
lider	受苦
neal	neal
bonn	波恩
vana	習慣
diff	diff
tai	泰
kännetecken	特徵
kännetecken	特性
kännetecken	特點
stämma	sue
stämma	蘇
motsatt	對面
införande	插入
socialdemokrat	社會主義
sexuellt	性
proteiner	蛋白質
proteiner	蛋白
proteiner	蛋白質
proteiner	蛋白
pickard	pickard
danskt	丹麥
anpassade	改編
anpassade	定制
anpassade	定制
anpassade	自訂
ramírez	ramírez
rädsla	恐懼
hen	母雞
undantaget	例外
boxning	拳擊
ledda	led
jebel	jebel
ärkebiskopen	大主教
moral	士氣
moral	道義
moral	道德
moral	道德
moral	道德觀
moral	道義
moral	道德
lila	紫色
lila	紫
vänskap	友情
vänskap	友情
vänskap	友誼
nobels	諾貝爾
träna	火車
träna	列車
ersätts	取代
polk	polk
chiang	蔣
waters	水域
riktad	定向
wave	揮手
wave	浪潮
wave	波
wave	浪
wave	波浪
kock	主廚
kock	大廚
kock	廚師
kock	做飯
kock	煮
kock	廚師
väntan	等候
väntan	等待
phillip	phillip
catch	接住
programmering	程式設計
skarp	尖銳
skarp	鋒利
skarp	銳利
hare	野兔
hare	兔
hare	野兔
hare	兔
hare	兔子
hannah	hannah
gorge	峽谷
bauer	bauer
renfrew	renfrew
nicole	nicole
fulla	醉
fulla	飽
fulla	完整
fulla	滿
fulla	醉
fulla	醉酒
fulla	喝醉
störningar	擾動
störningar	干擾
störningar	干預
störningar	干涉
störningar	擾動
diane	黛安娜
parvula	parvula
atoll	環礁
mångfald	多元化
mångfald	多樣性
mångfald	多樣化
identisk	相同
nybörjare	初學者
nybörjare	新手
nybörjare	初學者
nybörjare	新手
nybörjare	新秀
fett	肥
fett	脂肪
fett	胖
carin	carin
export	出口
export	出口
board	董事會
träffades	遇見
undre	更低
undre	較低
undre	低
sahara	撒哈拉
joy	快樂
joy	喜悅
joy	歡樂
joy	joy
june	六月份
june	六月
salem	salem
rättegång	審訊
rättegång	審判
anklagelser	指控
anklagelser	指稱
anklagelser	指控
chopard	chopard
lib	lib
frånvaro	缺席
frånvaro	缺勤
munnen	嘴巴
munnen	口
munnen	嘴
munnen	口腔
ashley	ashley
psykiska	心理
psykiska	靈媒
psykiska	通靈
psykiska	心智
psykiska	心理
psykiska	精神
neutrala	中性
neutrala	中立
tolkar	口譯員
tolkar	口譯
tolkar	解析
verb	動詞
verb	動詞
uppdelat	分裂
utnyttjas	被剝削
skilsmässa	離婚
sandsten	砂岩
elektricitet	電力
elektricitet	供電
elektricitet	電
walsh	walsh
tank	坦克
ankomst	抵達
ankomst	到達
lärjunge	門徒
lärjunge	徒弟
lärjunge	弟子
flyttad	感動
nylander	nylander
förlaga	模範
förlaga	示範
förlaga	模型
förlaga	型號
förlaga	模特兒
förlaga	標本
förlaga	樣本
turism	旅遊
bertrand	bertrand
absoluta	絕對
absoluta	絕對值
denver	丹佛
galan	盛會
galan	晚會
paus	中斷
paus	休息
paus	打破
paus	停頓
paus	暫停
redigerar	剪輯
redigerar	編輯
upphovsrätt	版權
upphovsrätt	版權
upphovsrätt	著作權
landsbygd	鄉村
landsbygd	鄉下
landsbygd	鄉間
landsbygd	農村
landsbygd	農村
bostadsområde	住宅
bostadsområde	寄宿
tips	提示
tips	小費
tips	暗示
tips	提示
tips	小費
tips	提示
täcka	覆蓋
täcka	封面
täcka	掩護
formell	正規
formell	正式
butik	shop
butik	購物
butik	店鋪
butik	店
butik	商店
butik	精品
butik	店
butik	商店
alliance	聯盟
alliance	同盟
alliance	結盟
sporter	體育
sporter	運動
rosor	玫瑰花
rosor	玫瑰
labour	勞動
labour	勞工
labour	勞動力
manuellt	手冊
manuellt	手動
ufc	ufc
julen	聖誕
julen	聖誕節
plain	平原
byron	拜倫
farligt	危險
farligt	危險性
heidelberg	海德堡
chief	首席
chief	科長
koreanska	韓國
koreanska	韓語
lera	泥巴
lera	泥
lera	泥漿
lera	黏土
lera	泥
lera	粘土
rund	圓
rund	輪
record	唱片
record	記錄
record	紀錄
mail	mail
mail	郵件
mail	郵寄
mail	信件
microphylla	microphylla
avslöjade	透露
erkänna	坦白
episod	插曲
episod	集
hjälte	英雄
brandy	白蘭地
reagerar	反應
minuten	分鐘
våning	下限
våning	地板
midlands	中部
hook	勾勾
hook	鈎
fötter	英尺
fötter	腳
kingdom	王國
kingdom	國度
stadsdelar	各區
stadsdelar	各地區
shah	沙
shah	shah
sannolikhet	概率
sannolikhet	可能性
sannolikhet	可能性
pin	別針
pin	pin
förbättringar	改進
förbättringar	改善
förbättringar	改良
förbättringar	強化
förbättringar	加強
förbättringar	增強
förbättringar	改進
förbättringar	改善
förbättringar	改良
esc	esc
högste	最高
roc	roc
platå	高原
sann	真實
daly	daly
modellerna	模型
modellerna	模特
modellerna	型號
modellerna	模特兒
arabisk	阿拉伯
arabisk	阿拉伯文
arabisk	阿拉伯語
skidåkning	滑雪
papp	硬紙板
papp	紙板
hartman	hartman
dörren	門
signatur	簽名
signatur	簽字
signatur	簽署
lionel	lionel
grundaren	創辦人
grundaren	創始人
ljust	光線
ljust	光
ljust	燈光
ljust	輕
ljust	光明
ljust	明亮
konsekvent	始終如一
konsekvent	一致性
konsekvent	連貫性
konsekvent	一貫性
everything	一切都
everything	一切
tomma	空白
tomma	空
hello	你好
grafiska	圖形
markis	侯爵
tjock	厚
tjock	厚厚
tjock	肥
tjock	脂肪
tjock	胖
grov	原油
grov	毛坯
grov	粗
grov	粗糙
begär	請求
begär	要求
ros	玫瑰
ros	rose
kännedom	知識
nämna	提及
midnight	半夜
midnight	午夜
nordliga	北方
nordliga	北部
kvalster	蟎
rigida	僵化
kilogram	千克
kilogram	公斤
kilogram	千克
kilogram	公斤
mackenzie	mackenzie
stephan	stephan
arkeolog	考古學家
konstitution	憲法
plattform	站台
plattform	平台
räddade	獲救
jury	陪審團
jury	陪審員
server	伺服器
gould	gould
luzon	呂宋
cosworth	cosworth
bakeri	bakeri
vargas	vargas
konstitutionen	憲法
farliga	危險
farliga	危險性
zon	區
zon	區域
maya	maya
mccartney	mccartney
munspel	口琴
hårdare	更緊
stabil	穩定
stabil	馬廄
definierar	界定
definierar	定義
verklig	real
verklig	真實
rickard	理查
rickard	richard
utökning	膨脹
utökning	擴建
utökning	擴張
utökning	拓展
utökning	擴大
utökning	擴展
utökning	延伸
utökning	擴展
utökning	延長
utökning	延期
int	int
roses	玫瑰花
roses	玫瑰
nödvändig	必要
nödvändig	必需
sakta	緩慢
sakta	慢
sakta	慢慢地
hermes	hermes
avslutande	終止
avslutande	閉幕
emirat	酋長國
krigare	勇士
krigare	戰士
krigare	勇士
framsteg	進步
framsteg	進度
transporter	裝運
transporter	運輸
transporter	交通
transporter	運輸
transporter	交通
dörrar	門
heltal	整數
molly	茉莉
molly	molly
firma	事務所
laga	修補
laga	修復
laga	修
måndag	週一
måndag	星期一
förespråkar	鼓吹
förespråkar	主張
förespråkar	倡導
förespråkar	鼓吹
step	台階
step	步驟
step	步
joey	joey
lie	鐮刀
lie	scythe
gatorna	街道
billigare	便宜
idrott	體育
idrott	運動
idrott	體育
idrott	運動
strukturer	結構
sträng	嚴格
sträng	嚴謹
sträng	弦樂
sträng	字串
sträng	弦
sträng	船尾
sträng	stern
backe	希爾
backe	山
enorm	巨大
köp	購買
köp	購買
köp	買
köp	購買
religiöst	宗教
konton	決算
hitlers	希特勒
maritima	海事
organiska	有機
rider	騎馬
rider	騎
rider	騎手
romantiska	浪漫
mausoleum	皇陵
mausoleum	陵
mausoleum	陵墓
parodi	嘲諷
parodi	模仿
poliser	警方
poliser	警務
poliser	警察
leader	領導人
leader	領導者
leader	領袖
zero	零
stormen	暴風
stormen	風暴
stormen	暴風雨
rot	根
rot	root
montagnes	montagnes
jung	鄭
kungligt	皇室
kungligt	王室
kungligt	皇家
kungligt	皇室
skyddat	保護
fjäll	比例尺
fjäll	規模
fjäll	天平
fjäll	尺度
fjäll	秤
färd	旅途
färd	旅程
baba	巴巴
fredag	星期五
fredag	週五
konstigt	怪
konstigt	怪異
konstigt	奇怪
tjocka	厚
tjocka	厚厚
hals	喉
hals	喉嚨
hals	嗓子
hals	咽喉
hals	脖子
hals	頸
hals	頸部
telefon	電話
telefon	手機
telefon	電話
koncept	構想
koncept	概念
koncept	理念
koncept	概念
koncept	理念
gustafson	gustafson
jordbävningen	地震
tillträde	存取
motta	motta
resande	旅行
resande	旅費
resande	旅遊
resande	旅行
resande	旅遊
resande	旅行
tjänstemän	官員
rodrigo	rodrigo
maud	maud
öron	耳
öron	耳朵
öron	耳
öron	耳朵
eddy	eddy
cuesta	cuesta
pax	pax
pax	大同
delphinium	delphinium
building	大樓
building	建築
building	建築物
mexicanus	mexicanus
belägg	實證
belägg	證據
inn	inn
inn	客棧
rostock	進貨
matematisk	數學
orientering	方向
orientering	定向
lördag	星期六
lördag	週六
skönhet	美容
skönhet	美人
skönhet	美女
skönhet	美
timothy	timothy
peer	同行
peer	同儕
highway	高速公路
highway	公路
skogs	森林
förstod	理解
sister	妹妹
sister	姐姐
sister	姐妹
sister	姊妹
sister	姊姊
beskrivningar	描述
donau	多瑙河
cia	cia
cia	cla
tavlor	圖片
tavlor	像片
tavlor	圖畫
tavlor	照片
tavlor	油畫
tavlor	繪畫
jürgen	jürgen
aluminium	鋁
aluminium	鋁
resonemang	推理
nos	鼻
nos	鼻子
atmosfär	氣氛
atmosfär	大氣
atmosfär	大氣層
atmosfär	氛圍
mystery	神秘
mystery	謎團
mystery	謎
fint	很好
fint	尼斯
hyllning	悼念
lokalerna	房舍
lokalerna	房地
avslutar	出口
hed	hed
lukas	luke
lukas	路加
lukas	lukas
noel	noel
ombud	代理商
ombud	代理人
ombud	代理人
ombud	代理
ombud	代理商
ombud	代理人
ombud	特工
ombud	代理
ombud	代表
mono	單一
manuskript	手稿
manuskript	手稿
manuskript	稿子
turnera	巡演
bravo	bravo
brottning	摔跤
brottning	摔角
måla	畫
måla	油漆
måla	顏料
bord	表
tungvikt	重量級
plural	多元
plural	複數
bowie	bowie
föredrag	講課
föredrag	講座
föredrag	演講
föredrag	會談
föredrag	講課
föredrag	講座
föredrag	演講
föredrag	聊
tottenham	tottenham
ringar	環
ringar	戒指
morfar	爺爺
morfar	祖父
rod	杖
pallens	pallens
påstås	據稱
hands	手
hands	雙手
århundradet	世紀
lightning	閃電
lightning	電光
murar	牆壁
murar	城牆
murar	牆
skuggan	影
skuggan	影子
skuggan	陰影
skuggan	暗影
skuggan	陰影
uttalat	發音
pain	痛
pain	傷痛
pain	疼痛
pain	痛苦
itunes	itunes
konceptet	構想
konceptet	概念
konceptet	理念
mask	口罩
mask	面具
mask	面罩
mask	蠕蟲
cash	現金
operor	歌劇
kvarnen	磨坊
lidande	受苦
lidande	苦難
lidande	痛苦
lamm	羔羊
lamm	羊肉
lamm	羔羊
mayer	mayer
sanning	真理
sanning	事實
sanning	真相
frivilligt	自願
frivilligt	自願性
naval	海軍
papilio	鳳蝶
värderingar	價值
värderingar	價值觀
värderingar	數值
värderingar	值
värderingar	估價
isak	isaac
lucida	lucida
professorn	教授
leander	leander
harbor	海港
harbor	港灣
harbor	港
iranska	伊朗
uppträdande	行為
uppträdande	行為
rotterdam	鹿特丹
touring	巡演
himmel	天國
himmel	天堂
himmel	天空
himmel	sky
himmel	天空
kista	胸
kista	胸部
kista	胸膛
kista	胸口
kista	棺材
ralf	ralph
förlorad	失
förlorad	輸
förlorad	輸了
förlorad	遺失
förlorad	迷失
sjunker	沈沒
karsch	karsch
utsatta	脆弱
utsatta	弱勢
utsatta	暴露
utsatta	曝光
nobelprize	nobelprize
kongress	國會
förbjudna	禁
förbjudna	禁止
förbjudna	違禁
förbjudna	禁忌
förbjudna	禁止
torr	乾燥
torr	乾
jacobsen	jacobsen
kamera	鏡頭
kamera	照相機
kamera	相機
kamera	攝影機
shore	岸上
shore	岸
shore	岸邊
shore	海岸
ireland	愛爾蘭
marais	marais
fokusera	聚焦
fokusera	重點
fokusera	專注
fokusera	焦點
knop	結
jenkins	jenkins
bur	籠
bur	籠子
flykten	越獄
flykten	逃離
matilda	matilda
uppfylla	履行
pioneer	先鋒
pioneer	先驅
beilschmiedia	beilschmiedia
klocka	鐘
klocka	貝爾
klocka	鈴
klocka	bell
klocka	觀看
klocka	手錶
klocka	鐘
klocka	鍾
klocka	時鐘
kommissarie	督察
berga	berga
metallica	metallica
carina	carina
jämn	甚至
jämn	光滑
jämn	順利
jämn	平滑
jämn	平穩
aspx	aspx
upplevelser	經驗
upplevelser	體驗
suzuki	鈴木
discipliner	紀律
discipliner	學科
huvudperson	主人公
drömmar	夢
drömmar	夢境
drömmar	夢想
påstod	認領
påstod	聲稱
påstod	據稱
blandat	混合
garcia	加西亞
stella	stella
kanten	邊緣
maggie	maggie
michelle	michelle
kontot	帳號
kontot	帳戶
gertrud	gertrud
jake	jake
martinez	martinez
tracy	tracy
cool	酷
linn	linn
must	必須
bokstav	信
bokstav	來信
bokstav	字母
bokstav	信函
bokstav	信件
bat	蝙蝠
versionerna	版本
tea	茶葉
tea	茶
heroes	英雄
skolorna	學校
användarna	使用者
konferensen	會議
kyle	kyle
havre	燕麥
havre	havre
havre	燕麥
formgivare	設計師
formgivare	設計師
theater	電影院
theater	劇場
theater	戲劇
theater	劇院
theater	戲院
huber	huber
suttit	週六
suttit	sat
avslöjar	揭示
avslöjar	揭露
avslöjar	揭示
boom	繁榮
kameran	鏡頭
kameran	照相機
kameran	相機
kameran	攝影機
con	con
kollega	同事
osaka	大阪
polkinghorne	polkinghorne
förstått	理解
godkänd	授權
godkänd	接受
godkänd	核定
godkänd	核准
godkänd	批准
locka	吸引
locka	吸引
margit	margit
issn	issn
bekräftelse	確認
bekräftelse	證實
bekräftelse	申明
touch	touch
touch	摸
touch	觸碰
touch	觸控
touch	觸動
katoliker	天主教徒
katoliker	天主教
katoliker	天主教徒
brandon	brandon
ledarskap	領導
manlig	男性
manlig	男
kontroversiell	爭議
sed	定制
sed	自訂
pinyin	拼音
swift	swift
jill	吉爾
ahmad	ahmad
definiera	界定
definiera	定義
definiera	界定
definiera	定義
inside	內在
inside	裡面
inside	內心
inside	內部
tove	tove
motsatta	對立
motsatta	對面
högskolor	學院
högskolor	院校
entreprenör	創業者
entreprenör	承包商
grafisk	圖形
adresser	地址
judith	judith
utförande	表演
utförande	執行
utförande	處決
ramón	ramon
ess	王牌
ess	ace
ess	王牌
meadows	草甸
meadows	meadows
vänligen	請
odling	農耕
odling	耕作
odling	務農
odling	農業
odling	種植
musikalisk	音樂
musikalisk	音樂劇
sträckor	距離
bråk	分數
malo	malo
coleman	coleman
performance	績效
performance	業績
styrande	執政
styrande	裁決
styrande	裁定
utformningen	塑造
viner	酒
viner	葡萄酒
regeln	細則
siffra	圖
mästaren	拳王
mästaren	冠軍
företeelser	現象
coach	教練
effektiva	高效
effektiva	有效率
effektiva	有效
propaganda	宣傳
tristan	tristan
dir	dir
planeter	行星
pos	pos
gómez	gómez
lovade	允諾
nedlagda	棄權
konsekvens	後果
konsekvens	一致性
konsekvens	連貫性
konsekvens	一貫性
övergång	過渡
övergång	轉型
äntligen	終於
vals	華爾茲
demon	妖
klor	爪
klor	爪子
klor	氯
dala	dala
boisduval	boisduval
kristendom	基督教
riktningen	方向
grammatik	文法
grammatik	語法
keramik	陶器
keramik	陶藝
keramik	陶瓷
keramik	陶瓷
guajira	guajira
ruby	紅寶石
ruby	ruby
javier	javier
odd	單數
odd	怪
inbördes	同行
inbördes	同儕
inbördes	相互
inbördes	互
rivera	rivera
nazistiska	納粹
bernt	bernt
frekvens	頻率
magi	魔神
magi	魔法
magi	魔術
magi	神奇
magi	魔力
kay	凱
mel	mel
mel	梅爾
bomb	炸彈
skugga	影
skugga	影子
skugga	陰影
skugga	暗影
skugga	陰影
kall	冷冷
kall	寒冷
kall	冷
enterprise	企業
universiteten	大學
prioritet	優先權
prioritet	優先
nes	nes
watts	瓦特
disciplin	紀律
disciplin	紀律處分
skytte	射擊
skytte	槍擊
skytte	拍攝
constantine	君士坦丁
värdefull	寶貴
intelligens	智慧
intelligens	情報
intelligens	智力
någorlunda	稍微
bone	骨
bone	骨骼
bone	骨頭
lägst	最低
färgade	有色
färgade	彩色
färgade	染色
färgade	染
färgade	有色
påstående	索賠
påstående	認領
påstående	債權
påstående	論斷
påstående	斷言
påstående	指控
påstående	指稱
bergh	bergh
parallella	並行
parallella	平行
sauber	sauber
marker	晶片
marker	薯條
marker	籌碼
janet	janet
anpassad	定制
anpassad	自訂
anpassad	改編
binda	裝訂
tendens	趨勢
tendens	趨向
tendens	傾向
stiger	上升
somliga	一些
somliga	有些
jacobs	jacobs
borgmästaren	市長
borgmästaren	鎮長
genrer	流派
kala	kala
hemstad	家鄉
hemstad	故鄉
prosa	散文
granne	鄰居
archer	archer
kastar	擲
kastar	扔
kastar	丟
kastar	投手
stories	故事
stories	動態
överst	頂
överst	top
överst	頂端
överst	熱門
överst	最高
böter	罰金
böter	罰款
parametern	參數
klarinett	單簧管
bright	明亮
boyd	boyd
perez	perez
ansvariga	負責
godkännande	授權
godkännande	核准
godkännande	核可
godkännande	批准
auktoritet	權威
schack	象棋
schack	棋
schack	西洋棋
easy	容易
easy	輕鬆
easy	簡單
skylt	簽名
skylt	簽字
skylt	簽
champ	拳王
champ	冠軍
terräng	地形
terräng	地勢
boo	boo
odense	odense
kuntze	kuntze
armar	軍火
hona	女
hona	女性
yin	陰
yin	殷
prieto	prieto
konkret	具體
konkret	混凝土
konkret	水泥
liberia	賴比瑞亞
munk	僧侶
munk	和尚
munk	僧
branta	陡
branta	陡峭
förbättring	改進
förbättring	改善
förbättring	改良
förbättring	改進
förbättring	改善
förbättring	改良
förbättring	加強
förbättring	增強
förbättring	改進
förbättring	改善
grönsaker	蔬菜
grönsaker	蔬菜
gärning	地契
gärning	契約
betalade	付費
ypthima	ypthima
föreläsare	講師
föreläsare	講師
uppkomst	湧現
