din	mula
află	matutunan
află	matuto
află	aralan
află	malaman
început	nagsimula
început	inumpisahan
început	sinimulan
început	simula
iii	iii
duce	duke
duce	duce
român	romanian
provincia	probinsya
provincia	province
provincia	probinsiya
provincia	lalawigan
existând	umiiral
vedere	pagtingin
vedere	tingnan
vedere	tignan
vedere	panonood
vedere	view
wikipedia	wikipedia
specie	species
punct	tuldok
punct	dot
punct	puntong
punct	punto
punct	point
stat	state
stat	estado
unite	united
unite	nagkakaisa
atunci	then
atunci	pagkatapos
secolul	siglo
secolul	century
una	isa
una	one
aceasta	ito
aceasta	nito
life	buhay
reședință	paninirahan
reședință	residence
reședință	tirahan
orașul	lungsod
orașul	siyudad
orașul	city
tot	all
tot	puro
tot	lahat
tot	parin
chiar	kahit
făcut	ginawa
cunoscute	kilala
film	pelikula
film	sine
film	movie
perioadă	panahon
vorbitori	nagsasalita
date	dates
date	datos
date	data
trebuie	dapat
cunoscută	kilala
decât	kesa
decât	kaysa
aici	rito
aici	dito
aici	nandito
mari	big
mari	malaking
mari	malaki
mari	mari
zile	araw
față	harapan
față	harap
față	mukha
club	club
club	samahan
componente	sangkap
componente	components
est	silangan
est	east
est	est
est	tinatayang
nou	new
nou	bago
nou	bagong
ales	pinili
numai	lang
numai	lamang
având	pagkakaroon
ioan	juan
ioan	john
ion	iono
rusă	russian
rusă	ruso
isbn	isbn
populația	populasyong
populația	populasyon
doi	dalawang
doi	dalawa
doi	two
același	parehong
același	same
membru	miyembro
dată	date
dată	petsa
numit	pinangalanang
numit	pinangalanan
numit	nagngangalang
numit	tinawagan
numit	tinatawag
numit	tinawag
descrisă	inilarawan
descrisă	inilalarawan
oficial	official
oficial	opisyal
oficial	officially
oficial	opisyal
nici	nor
deși	bagaman
deși	although
saint	santo
saint	santa
împreună	sama
împreună	magkasama
specia	species
vest	west
vest	kanluran
vest	kanluranin
vest	western
italia	italia
italia	italya
puțin	kaunti
puțin	maliit
excentricitate	eccentricity
încă	parin
descoperit	natuklasan
înainte	sulong
înainte	pasulong
înainte	ipasa
înainte	noon
înainte	dati
înainte	bago
lemn	kahoy
lemn	wood
noi	new
noi	bago
noi	bagong
nicolae	nicolás
nicolae	nicholas
nicolae	nicolae
națională	national
națională	pambansa
națională	pambansang
națională	nasyonal
subspecii	subspecies
statele	states
statele	estado
statele	unidos
roman	roman
roman	romano
roman	nobela
drept	straight
drept	tuwid
drept	diretso
mod	mode
mod	mod
american	amerikano
fiecare	kada
fiecare	tuwing
fiecare	bawat
fiecare	bawat
prezent	kasalukuyan
casa	bahay
categorie	kategorya
text	text
text	txt
text	teksto
cluj	cluj
bine	mabait
bine	mabuti
bine	okay
http	http
site	site
articole	akda
articole	artikulo
alexandru	alejandro
alexandru	alexander
unele	ilang
unele	ilan
milioane	milyon
milioane	milyon
milioane	millions
apă	tubig
doua	dalawang
doua	dalawa
doua	two
țară	bansa
țară	makabayan
sate	villages
sate	nayon
târziu	late
târziu	huli
istoria	kasaysayan
istoria	history
maria	maria
cunoscut	kilala
patru	apat
republica	republika
cca	approx
râul	ilog
formată	nabuo
paris	paris
paris	parokya
gheorghe	george
tip	guy
tip	type
tip	uri
premiul	prize
premiul	premyo
premiul	award
putea	ma
persoane	persons
persoane	tao
constantin	constantin
constantin	constantine
constantin	constantino
etc	atbp
etc	etc
exemplu	halimbawa
descriere	caption
descriere	paliwanag
descriere	paglalarawan
george	george
articol	artikulo
născut	ipinanganak
născut	pinanganak
numărul	bilang
comitatul	county
comitatul	kondado
harta	mapa
john	juan
john	john
jos	down
jos	pababa
marea	dagat
deoarece	kc
deoarece	kasi
deoarece	dahil
localitate	lokalidad
aproape	halos
scris	isinulat
scris	nakasulat
scris	sinulat
scris	naisulat
raport	iulat
raport	ulat
echipa	squad
echipa	team
diferite	ibang
baza	base
special	espesyal
special	special
valea	lambak
valea	valley
comune	dugtong
comune	pinagsamang
ele	sila
ele	nila
stadium	stadium
svg	svg
zona	zone
zona	lugar
zona	area
zona	lawak
dat	binigay
dat	given
dat	ibinigay
slovenia	eslobenya
americii	amerika
americii	america
satului	nayon
împărat	emperador
localitatea	lokalidad
resedinta	paninirahan
resedinta	residence
resedinta	tirahan
viața	buhay
bun	mabait
bun	mabuti
cet	cet
format	nabuo
format	format
primit	natanggap
președinte	pangulo
președinte	presidente
președinte	chairman
lângă	malapit
oameni	tao
istoric	makasaysayang
istoric	historian
istoric	makasaysayang
istoric	kasaysayan
istoric	history
suprafață	ibabaw
suprafață	lugar
suprafață	area
suprafață	lawak
europa	europa
europa	gresya
universitatea	university
universitatea	unibersidad
universitatea	pamantasan
team	team
copii	pambata
aproximativ	tinantiyang
lucru	bagay
lucru	trabaho
lucru	magtrabaho
lucru	work
cazul	case
cazul	kaso
cazul	kasong
români	romanian
folosit	ginamit
folosit	nagamit
folosit	ginagamit
orice	any
ibn	ibn
mihai	michael
acum	ngayon
recensământul	census
centrul	center
centrul	sentro
centrul	sentro
centrul	centre
reprezintă	kumakatawan
reprezintă	represent
reprezintă	kumatawan
reprezintă	kinakatawan
reprezintă	kumakatawan
san	san
teritoriul	teritoryo
van	van
ungaria	hungary
număr	bilang
cauza	sanhi
cauza	cause
bulgaria	biyetnam
bulgaria	bulgaria
engleză	tagalog
engleză	ingles
serie	serye
serie	series
sua	usa
vechi	matanda
vechi	luma
reședința	paninirahan
reședința	residence
reședința	tirahan
munții	bundok
fel	mabait
apelor	waters
fotbal	soccer
fotbal	football
regele	king
regele	hari
regele	haring
fiul	anak
fiul	son
anterior	nauna
anterior	dati
anterior	dating
anterior	nakaraang
nouă	new
nouă	bago
nouă	bagong
nouă	siyam
evoluția	evolution
evoluția	ebolusyon
viteză	bilis
paul	paul
paul	pablo
palomar	palomar
orașe	lungsod
institutul	institute
institutul	suriang
satele	villages
satele	nayon
lansat	pinakawalan
lansat	inilunsad
istorice	makasaysayang
trecut	nakaraan
trecut	nakalipas
trecut	nakaraang
articolul	artikulo
mulți	maraming
mulți	marami
viață	buhay
informații	impormasyon
titlu	headline
titlu	titulo
titlu	pamagat
titlu	title
goluri	goals
titlul	titulo
titlul	pamagat
titlul	title
album	album
york	york
von	von
pagina	pahinang
pagina	pahina
pagina	page
imperiul	imperyo
imperiul	monggol
moartea	kamatayan
apare	lumalabas
apare	lilitaw
fața	mukha
armata	hukbo
armata	army
formă	shape
formă	hugis
formă	anyo
color	kulay
color	kulay
german	aleman
ștefan	stephen
ștefan	esteban
ștefan	stefan
rolul	tungkulin
mică	liit
mică	maliit
mică	mica
des	des
des	madalas
des	kadalasan
transilvania	transylvania
epocă	vintage
epocă	antigo
începând	sinisimulan
începând	nagsisimula
începând	simula
principal	pangunahing
principal	pangunahin
principal	principal
forma	shape
forma	hugis
forma	anyo
carol	carol
mici	liit
mici	maliit
astăzi	ngayon
robert	robert
apărut	lumitaw
eliberare	bitawan
eliberare	ilabas
eliberare	pakawalan
eliberare	paglaya
eliberare	liberation
european	europeo
european	european
mic	liit
mic	maliit
mic	kaunti
mic	maliit
mic	mic
minore	menor
minore	minor
câștigat	nanalo
câștigat	panalo
gen	kasarian
gen	genre
gen	genus
gen	gen
caracterizată	characterized
com	com
importante	kahalaga
importante	mahalaga
der	der
aur	ginto
aur	gold
luat	taken
murit	namatay
germană	aleman
kitt	kitt
orbită	orbita
rotație	rotation
rotație	ikot
pol	pol
pol	pole
pol	poste
lume	mundo
local	lokal
fapt	katunayan
fapt	fact
fapt	katotohanan
anglia	inglatera
anglia	england
politică	patakaran
politică	politika
politică	pulitika
spacewatch	spacewatch
devine	nagiging
revista	magazine
revista	magasin
asta	ito
asta	nito
asta	na
asta	yan
vasile	basil
profesor	professor
profesor	propesor
profesor	guro
profesor	teacher
planetelor	planets
cinci	limang
cinci	lima
cinci	singko
acolo	may
lumea	mundo
muzică	sinauna
muzică	tugtog
muzică	musika
muzică	tugtugin
muzică	music
situat	matatagpuan
david	david
țara	bansa
țara	makabayan
vol	vol
etnică	etniko
centru	center
centru	sentro
centru	sentro
centru	centre
alt	alt
istorie	kasaysayan
istorie	history
austria	austria
districtul	distrito
altitudine	altitude
periheliu	perihelion
regatul	kaharian
conține	naglalaman
activitatea	gawain
activitatea	aktibidad
sultan	sultan
inițial	initially
inițial	originally
inițial	initial
inițial	inisyal
artă	art
artă	sining
body	katawan
imagini	picture
rusia	rusya
rusia	russia
domeniul	domain
școala	paaralan
polonia	poland
succes	tagumpay
provincie	probinsya
provincie	province
provincie	probinsiya
provincie	lalawigan
studii	aral
studii	araling
studii	aral
inclusiv	kasama
primar	alkalde
primar	mayor
primar	pangunahing
primar	pangunahin
privind	pinapanood
privind	nanonood
privind	pinanonood
scriitor	manunulat
jean	jean
sistemul	sistemang
sistemul	system
sistemul	sistema
începe	simula
începe	simulan
începe	magsimula
ziua	araw
sur	sur
single	single
single	solong
urmat	sinusubaybayan
urmat	sumunod
urmat	sinundan
războiul	digmaan
războiul	digmaang
world	mundo
xix	xix
internațional	internasyonal
internațional	international
internațional	internasyunal
internațional	pandaigdig
pare	anyong
william	william
ministru	ministro
ministru	minister
important	kahalaga
important	mahalaga
familie	kapamilya
familie	pamilya
politic	pulitikal
politic	politikal
politic	pampulitika
țări	bansang
funcția	tungkulin
funcția	punsiyon
jpl	jpl
lucrări	gumagana
publicat	inilathala
publicat	publish
curs	kurso
curs	course
probabil	malamang
probabil	ata
sistem	sistemang
sistem	system
sistem	sistema
politice	pulitikal
politice	politikal
politice	pampulitika
sudul	katimugang
sudul	southern
sudul	timog
vreme	panahon
autor	author
mediu	kapaligiran
mediu	karaniwan
mediu	katamtaman
prea	masyadong
prea	rin
dezambiguizare	paglilinaw
spania	espanya
spania	spain
funcție	tungkulin
funcție	punsiyon
categoria	kategorya
nivel	antas
nivel	level
web	web
top	tuktok
top	nangunguna
top	itaas
mihail	mikhail
mihail	michael
biserică	iglesia
biserică	simbahan
biserică	church
realizat	nabatid
realizat	realize
realizat	nakamit
realizat	nakakamit
realizat	achieved
cartea	book
cartea	libro
cartea	aklat
filme	films
filme	movies
noua	new
noua	bago
noua	bagong
căsătorit	kasal
căsătorit	ikinasal
căsătorit	pinakasalan
png	png
muzeul	museo
city	lungsod
city	siyudad
city	city
construit	nakapaloob
construit	binuo
odată	kapag
luptă	labanan
luptă	lumaban
unit	united
unit	nagkakaisa
luni	buwan
luni	months
luni	lunes
luni	monday
jucat	naglaro
jucat	nilalaro
jucat	nilaro
radio	radio
radio	radyo
romano	romano
istorică	makasaysayang
istorică	makasaysayang
monument	monumento
europene	europeo
europene	european
fac	ginagawa
dreapta	diba
dreapta	kanang
moment	sandali
moment	moment
cantonul	pancit
vârsta	edad
vârsta	age
km²	km²
toți	all
toți	puro
toți	lahat
bază	base
ultima	huling
ultima	huli
ultima	last
origine	pinanggalingan
origine	origin
origine	pinagmulan
recensământ	census
actor	artista
actor	actor
actor	aktor
literatură	panitikan
literatură	panitikang
anderson	anderson
veche	matanda
veche	luma
timișoara	timișoara
les	les
participat	lumahok
guvernul	pamahalaan
guvernul	gobyerno
estul	silangan
estul	east
total	kabuuang
total	kabuuan
total	ganap
total	totally
japonia	japan
japonia	hapon
sibiu	sibiu
petru	pedro
petru	peter
conte	count
conte	conte
alba	alba
bavaria	bavaria
roma	rome
roma	roma
roma	roma
specii	species
cupa	tasa
cupa	kopa
bătălia	labanan
membri	miyembro
membri	members
membri	kasapi
calitate	kalidad
calitate	quality
scrie	magsulat
scrie	sumulat
scrie	isulat
euro	euro
uniunii	unyon
uniunii	union
uniunii	unyong
scurt	maiksi
scurt	maikli
scurt	short
scurt	pandak
scurt	maikling
scurt	maikli
scurt	maikling
mama	nanay
mama	nanay
mama	ina
creat	ginawa
creat	nilikha
campionatul	kampeonato
campionatul	championship
del	del
locuri	places
locuri	upuan
mănăstirea	monasteryo
america	amerika
america	america
produs	ginawa
produs	produkto
ultimul	huling
ultimul	huli
ultimul	last
președintele	pangulo
președintele	presidente
andrei	andrei
brazilia	brazil
james	james
declarat	ipinahayag
declarat	idineklara
surse	sources
surse	pinagmumulan
surse	pagkukunan
compania	kumpanya
compania	kompanya
etnic	etniko
sezonul	panahon
central	central
central	gitnang
dan	dan
unii	ilang
unii	ilan
liga	league
liga	liga
liga	liga
rol	tungkulin
loire	loire
brașov	brașov
india	india
construită	nakapaloob
construită	binuo
uniunea	unyon
uniunea	union
uniunea	unyong
obținut	nakamit
obținut	nakakamit
obținut	achieved
cărți	baraha
cărți	libro
cărți	aklat
opera	opera
rock	bato
rock	rock
zonă	zone
zonă	lugar
zonă	area
zonă	lawak
stil	istilo
stil	style
stil	estilo
pus	nilagay
pus	ilagay
video	video
teatru	sinehan
teatru	theater
teatru	teatro
teatru	tanghalan
ziarul	diyaryo
ziarul	pahayagan
www	www
militară	military
militară	pangmilitar
militară	militar
post	post
post	poste
românesc	romanian
plus	plus
richard	richard
china	tsina
china	china
codul	code
codul	kodigo
administrația	pangangasiwa
administrația	pangasiwaan
fiica	daughter
scopul	aim
scopul	layunin
scopul	layunin
grupul	grupo
grupul	pangkat
grupul	group
victor	victor
michael	michael
londra	london
londra	londres
insula	isla
insula	pulo
insula	island
poziția	posisyon
poziția	opinyon
poziția	heading
poziția	tutungo
charles	charles
forțele	pwersa
forțele	sandatahan
albumul	album
diverse	miscellaneous
diverse	kalokohan
intrat	inilagay
intrat	pinasok
intrat	naipasok
șase	anim
director	direktor
director	director
director	directory
director	direktoryo
website	website
militar	military
militar	pangmilitar
militar	militar
originală	orihinal
state	states
state	estado
state	unidos
state	state
state	estado
pop	pop
azi	ngayon
uneori	minsa
uneori	minsan
university	university
university	unibersidad
university	pamantasan
cultural	pangkultura
cultural	cultural
trimis	naipadala
trimis	ipinadala
trimis	nagpadala
bar	hadlangan
bar	bar
henric	enrique
henric	henry
folosite	ginamit
folosite	nagamit
folosite	ginagamit
jumătate	kalahati
jumătate	kalahating
jumătate	half
capitala	capital
capitala	kabisera
capitala	kapital
fizice	pisikal
mexico	mehiko
activitate	gawain
activitate	aktibidad
mesa	mesa
sfântul	santo
sfântul	santa
științe	sciences
soția	asawa
metri	meters
metri	metro
imperiului	imperyo
imperiului	monggol
centrală	central
centrală	gitnang
vii	vii
singur	alone
singur	magisa
singur	single
singur	solong
singur	malungkot
singur	lonely
public	publiko
public	pampubliko
nevoie	need
nevoie	kailangan
nevoie	kailangan
oamenii	tao
caz	case
caz	kaso
caz	kasong
televiziune	telebisyon
probleme	trouble
probleme	suliranin
probleme	problema
probleme	problema
publice	publiko
publice	pampubliko
regia	itinuro
plan	plano
plan	plan
plan	magplano
naturale	likas
naturale	natural
facultatea	college
facultatea	kolehiyo
facultatea	faculty
pământ	daigdig
pământ	lupa
pământ	lupain
pământ	lupa
viena	vienna
houten	houten
principale	pangunahing
principale	pangunahin
prim	prime
prim	punong
prim	prim
arte	sining
seria	serye
seria	series
dezvoltarea	development
dezvoltarea	pagpapaunlad
dezvoltarea	unlad
dezvoltarea	pagbuo
direct	straight
direct	tuwid
direct	diretso
direct	direktang
direct	direct
direct	direkta
direct	direkta
șef	chief
șef	hepe
palatul	palasyo
termenul	term
termenul	termino
termenul	kataga
altele	iba
carte	book
carte	libro
carte	aklat
auto	awtomatiko
auto	auto
africa	africa
africa	aprika
religie	pananampalataya
religie	relihiyon
minor	menor
minor	minor
conducerea	management
conducerea	pamamahala
conducerea	tagapamahala
conducerea	pamumuno
asia	asya
final	matatapos
final	katapusan
final	pagtatapos
final	tapusin
final	dulo
final	pinal
final	pangwakas
final	final
final	panghuling
adus	nagdala
adus	dinala
para	pear
următoarea	kasunod
următoarea	susunod
următoarea	next
părți	parts
fratele	kuya
membrii	miyembro
membrii	members
membrii	kasapi
acord	kasunduan
ambele	parehong
ambele	both
ambele	pareho
teatrul	sinehan
teatrul	theater
teatrul	teatro
teatrul	tanghalan
stânga	natitira
stânga	pakaliwa
stânga	iniwan
stânga	naiwan
stânga	kaliwa
press	pindutin
traducere	translation
traducere	pagsalin
traducere	pagsasalin
ludovic	louis
dumnezeu	god
dumnezeu	diyos
momentul	sandali
momentul	moment
drumul	daan
district	distrito
und	und
luna	luna
luna	buwan
luna	moon
luna	buwan
publică	publiko
publică	pampubliko
publică	ilathala
publică	publish
arad	arad
poet	makata
peter	pedro
peter	peter
victoria	victoria
fondat	itinatag
sovietică	sobyet
nivelul	antas
nivelul	level
rus	russian
rus	ruso
rus	rus
poartă	gate
poartă	nagsusuot
poartă	magsuot
martin	martin
observatorul	obserbatoryo
observatorul	tagamasid
europeană	europeo
europeană	european
adrian	adrian
https	https
romane	nobelang
continuat	ipinagpatuloy
continuat	nagpatuloy
pas	hakbang
pas	step
pas	pas
spus	sabi
spus	sinabi
spus	sinabihan
united	united
united	nagkakaisa
biserici	simbahan
berlin	berlin
proiectului	project
proiectului	proyekto
proiectului	taumbayan
lumina	liwanag
lumina	magaan
lumina	ilaw
haute	haute
piatră	bato
piatră	bato
piatră	rock
produse	produkto
produse	produkto
romania	romania
thomas	thomas
sec	sec
piese	track
piese	parts
piața	merkado
piața	palengke
piața	pamilihan
piața	market
găsit	natagpuan
găsit	nahanap
găsit	nakita
găsit	nakahanap
muzica	sinauna
muzica	tugtog
muzica	musika
muzica	tugtugin
muzica	music
folosită	ginamit
folosită	nagamit
folosită	ginagamit
casă	bahay
casă	tahanan
casă	bahay
casă	makauwi
afaceri	negosyong
afaceri	negosyo
vestul	west
vestul	kanluran
legătură	link
grecia	gresya
liber	libreng
liber	free
liber	libre
liber	malaya
înseamnă	means
pagini	pahina
national	national
national	pambansa
national	pambansang
national	nasyonal
moscova	moscow
comunist	komunista
britanic	british
linia	linyang
linia	linya
linia	line
medie	karaniwan
medie	katamtaman
medie	mean
sovietice	sobyet
puterea	lakas
puterea	tibay
puterea	power
puterea	kapangyarihan
puternic	malakas
puternic	strong
puternic	powerful
puternic	makapangyarihang
oficială	official
oficială	opisyal
legea	batas
colspan	colspan
afara	labas
afara	lumabas
loneos	loneos
cariera	career
cariera	karera
rezultat	resulta
structura	istraktura
rândul	hilera
rândul	row
nordul	north
nordul	hilagang
nordul	hilaga
nordul	hilagang
ușor	madali
ușor	madaling
ușor	easy
ușor	bahagyang
ușor	bahagya
putere	lakas
putere	tibay
putere	power
putere	kapangyarihan
anumite	tiyak
adevărul	katotohanan
xviii	xviii
black	itim
ediția	edition
ediția	edisyon
castelul	mangarap
castelul	kastilyo
fiu	anak
fiu	son
naturală	likas
naturală	natural
consiliului	konseho
consiliului	konsilyo
importantă	kahalaga
importantă	mahalaga
cetatea	muog
cetatea	citadel
suprafața	ibabaw
premii	parangal
premii	awards
premii	prizes
premii	premyo
puncte	tuldok
puncte	points
prințul	prinsipe
prințul	prince
meteorologie	meteorolohiya
lungime	haba
social	panlipunan
social	social
social	sosyal
rapid	mabilisan
rapid	dali
rapid	mabilis
rapid	kabilis
rapid	fast
generalul	pangkalahatan
generalul	heneral
generalul	pangkalahatang
generalul	general
femei	kababaihan
international	internasyonal
international	international
international	internasyunal
international	pandaigdig
descrierea	paglalarawan
școală	paaralan
original	orihinal
șapte	pitong
șapte	seven
șapte	pito
plante	halaman
kiev	kiev
ediție	edition
ediție	edisyon
locale	lokal
ocupat	abala
ocupat	busy
ocupat	occupied
adesea	madalas
adesea	kadalasan
volumul	volume
louis	louis
australia	australia
australia	australya
continuă	magpatuloy
continuă	ipagpatuloy
online	online
media	media
media	midya
efectuat	gumanap
efectuat	ginanap
permite	pahintulutan
permite	payagan
consiliul	konseho
consiliul	konsilyo
încercat	tried
încercat	sumubok
încercat	nasubukan
încercat	sinubukan
literară	pampanitikan
simplu	simple
simplu	simpleng
imediat	kaagad
imediat	agad
canada	canada
punctul	puntong
punctul	punto
punctul	point
superioară	superior
wilhelm	william
wilhelm	wilhelm
sociale	panlipunan
sociale	social
sociale	sosyal
grigore	gregorio
grigore	gregory
planet	planeta
joseph	joseph
arheologice	archaeological
case	case
case	kaso
case	kasong
case	bahay
art	art
art	sining
stabilit	itinatag
politician	pulitiko
scurtă	maiksi
scurtă	maikli
scurtă	short
scurtă	pandak
scurtă	maikling
scurtă	maikli
scurtă	maikling
ortodoxă	ortodoksong
detalii	detalye
detalii	detalye
trupele	hukbo
internet	internet
real	real
urss	ussr
cultura	kultura
cultura	nok
romanul	nobela
problema	problema
volume	volume
americană	amerikano
țările	bansang
mesaj	mensahe
mesaj	message
hartă	mapa
internațională	internasyonal
internațională	international
internațională	internasyunal
internațională	pandaigdig
academia	academy
legate	kaugnayan
legate	kaugnay
persoană	taong
persoană	person
persoană	tao
complet	complete
complet	kumpletuhin
complet	kompleto
complet	kumpleto
complet	lubos
major	major
totală	kabuuang
totală	kabuuan
cultură	kultura
cultură	nok
obiective	goals
obiective	pinupuntirya
actriță	aktres
actriță	artista
actriță	actress
măsură	sukatin
măsură	masukat
abu	abu
catolică	katoliko
superior	superior
deschis	buksan
deschis	bukas
deschis	open
joc	game
joc	laro
parcul	liwasan
parcul	park
stare	status
stare	katayuan
stare	state
stare	estado
stare	kalagayan
stare	kondisyon
stare	kundisyon
ferdinand	ferdinand
fizică	pisikang
fizică	pisika
fizică	pisikal
man	lalaking
man	lalaki
man	man
procesul	maproseso
procesul	prosesong
procesul	proseso
procesul	pagsubok
procesul	trial
unități	units
unități	yunit
cale	landas
cale	path
cale	cale
rămâne	nananatiling
rămâne	mananatiling
ministerul	ministry
clasa	klase
lipsa	kakulangan
proiect	project
proiect	proyekto
proiect	taumbayan
formează	dial
fotbalist	putbolista
santa	santa
administrativ	administrative
devenind	nagiging
pune	nilagay
pune	ilagay
naștere	kapanganakan
calea	landas
calea	path
stadion	stadium
semnat	pinirmahan
roșu	pula
roșu	red
articolele	akda
articolele	artikulo
lupta	aaway
lupta	fighting
lupta	lumaban
văzut	seen
văzut	nakita
văzut	saw
văzut	nakita
niciodată	never
epoca	epoch
greco	greco
economice	ekonomiya
economice	economic
drosophila	drosophila
otoman	imperyong
împăratul	emperador
divizia	division
divizia	dibisyon
metal	metal
monumente	monuments
muhammad	muhammad
dezvoltare	development
dezvoltare	pagpapaunlad
dezvoltare	unlad
cursul	kurso
cursul	course
construcție	konstruksiyon
construcție	construction
construcție	konstruksyon
alb	maputi
alb	puti
bulgari	bulgaro
verde	berdeng
verde	green
verde	berde
urmează	subaybayan
urmează	sundan
debit	daloy
arată	ipinapakita
arată	nagpapakita
arată	magpakita
arată	ipakita
arată	pakita
arată	show
acțiune	aksiyon
acțiune	pagkilos
acțiune	aksyon
saxonia	sahonya
include	magsama
include	isama
include	nagsasama
obține	makuha
obține	makakuha
obține	kunin
obține	kumuha
league	league
league	liga
daniel	daniel
destul	sapat
jurnalul	journal
jurnalul	talaarawan
jurnalul	diary
turistice	turista
live	mabuhay
live	mamuhay
live	live
publicate	inilathala
publicate	publish
situația	situation
situația	sitwasyon
maghiară	hungarian
negru	itim
omul	lalaking
omul	lalaki
omul	man
interes	interes
interes	patubo
știință	science
știință	agham
acordat	granted
acordat	tinupad
acordat	ipinagkaloob
acordat	ipinagkakaloob
acordat	iginawad
alții	iba
teoria	panukala
teoria	teoriya
teoria	teorya
karl	karl
rând	hilera
rând	row
folosește	gamitin
valoare	halaga
civil	civil
civil	sibil
civil	civilian
armată	military
armată	pangmilitar
armată	militar
armată	hukbo
armată	army
tudor	tudor
modul	mode
modul	module
modul	plugin
regizat	itinuro
albert	albert
sursă	source
sursă	pinagkunan
lacul	lawa
per	kada
italian	italian
italian	italyano
schimb	palitan
schimb	palit
schimb	magpalitan
schimb	swap
singură	alone
singură	magisa
singură	single
singură	solong
confesional	kumpisalan
culoare	kulay
culoare	kulay
chitară	guitar
chitară	gitara
muncă	trabaho
muncă	magtrabaho
muncă	work
model	model
model	template
trece	pumasa
trece	pumasa
trece	ipasa
trece	pass
folosind	paggamit
literare	pampanitikan
studio	studio
materiale	materyal
materiale	materyales
materiale	materyales
dezvoltat	binuo
populară	popular
populară	sikat
frederic	frederic
frederic	frederick
frederic	federico
corpul	katawan
elena	elena
populare	popular
populare	sikat
silla	silla
ideea	idea
ideea	ideya
diagrama	diagram
cercetare	pananaliksik
cercetare	pagsisiyasat
cercetare	research
actual	current
actual	kasalukuyan
actual	kasalukuyang
companie	kumpanya
companie	kompanya
crimeea	crimea
controlul	kontrol
controlul	kontrolin
california	california
minute	minuto
