dhe	och
gjuha	tungan
gjuha	tunga
gjuha	språket
gjuha	språk
studimet	undersökningar
studimet	studier
familje	familjen
familje	familj
familje	family
familje	släkt
duket	verkar
duket	blickar
duket	utseende
duket	ser
tha	sa
tha	said
tha	sade
tha	sagda
fillon	börjar
fillon	startar
fillon	börjar
fillon	startar
fillon	börjar
anë	sidan
anë	side
anë	sido
gjerë	breda
gjerë	bred
gjerë	brett
gjerë	wide
greke	grekiskt
greke	grek
greke	grekisk
greke	grekiska
qëllim	syfte
qëllim	ändamål
city	staden
city	city
city	ort
city	stad
city	orten
tempulli	templet
tempulli	tempel
tempulli	temple
kane	kane
von	von
lufta	kriga
lufta	kriget
lufta	krig
lufta	war
rast	case
rast	fodral
rast	fallet
rast	fall
vjen	komma
vjen	kommer
grupi	band
grupi	musikgrupp
grupi	gruppen
grupi	grupp
grupi	gruppera
pare	sett
pare	sedd
pare	sedda
itali	italien
arritur	uppnådd
arritur	uppnådda
arritur	uppnådde
arritur	uppnått
arritur	uppnådda
arritur	nått
arritur	nås
arritur	nådd
arritur	nåtts
shumica	majoriteten
shumica	majoritet
rëndësishëm	bidragande
svg	svg
shkencore	vetenskapligt
shkencore	vetenskapliga
shkencore	vetenskaplig
autor	författaren
autor	upphovsman
autor	författare
përpara	vidarebefordra
përpara	framåt
përpara	före
përpara	förut
përpara	innan
punës	arbetarpartiet
punës	arbetarnas
punës	arbetskraft
tregon	anger
tregon	indikerar
tregon	shower
tregon	visar
tonë	våra
tonë	vårat
tonë	vår
tonë	vårt
tonë	våran
njerëz	människor
njerëz	personer
njerëz	folk
njerëz	people
jugore	sydlig
jugore	södra
botuar	utgiven
botuar	publicerade
botuar	publicerat
botuar	offentliggjord
botuar	publicerad
pesë	fem
pesë	five
anëtar	medlem
anëtar	medlemmen
anëtar	ledamot
prandaj	alltså
prandaj	därför
lloji	snäll
lloji	typ
emër	substantiv
emër	namnge
emër	namn
emër	name
ibn	ibn
grup	gruppen
grup	grupp
grup	gruppera
mali	mountain
mali	berg
mali	berget
mali	mount
mali	montera
mali	berget
mali	mali
zhvillimin	utvecklingen
zhvillimin	utveckling
und	und
john	johannes
john	john
john	johan
vendet	sittplatser
vendet	platser
vendet	säten
vendet	platser
vendet	ställen
vendet	länderna
vendet	länder
poshtë	down
poshtë	neråt
poshtë	nere
poshtë	nedåt
poshtë	ner
poshtë	nedan
poshtë	nedanför
poshtë	botten
poshtë	nedre
poshtë	nerifrån
fjala	ord
fjala	word
qendrore	centrala
qendrore	centralen
qendrore	central
qendrore	centralt
qendrore	mellersta
jep	ger
jep	skänker
jep	stipendier
jep	bidrag
jep	tillhandahåller
jep	ge
jep	giv
jep	give
wikipedia	wikipedia
bashkë	tillsammans
hershme	early
hershme	tidig
hershme	tidiga
hershme	tidigt
jugut	syd
jugut	söderut
jugut	söder
jugut	södra
lindore	östra
lindore	öst
lindore	östlig
përfshinë	ingår
përfshinë	inkluderade
përfshinë	inkluderat
përfshinë	inkluderad
italia	italien
qarqet	cirklar
qarqet	kretsar
qarqet	distrikten
qarqet	distrikt
qarqet	stadsdelar
punë	job
punë	jobb
punë	arbete
punë	work
punë	arbeta
punë	jobba
hapur	öppna
hapur	open
hapur	öppet
hapur	öppen
njihet	kända
njihet	känd
njihet	känt
qendra	centrum
qendra	center
qendra	mitten
qendra	centrumet
qendra	centrum
qendra	centre
libri	bok
libri	boka
libri	book
romake	roman
romake	romerska
romake	romersk
shquar	framstående
caktuar	tilldelade
caktuar	tilldelat
caktuar	tilldelad
administrative	administrativa
administrative	administrativ
administrative	administrativt
pati	patty
pati	patti
burimi	källa
burimi	resurs
burimi	resursen
sistemi	systemet
sistemi	system
politik	politisk
politik	politiska
politik	politiskt
fushë	field
fushë	fält
fushë	fältet
shtëpia	hem
shtëpia	hemma
shtëpia	hemmet
shtëpia	home
shtëpia	house
shtëpia	huset
shtëpia	hus
kete	denna
kete	detta
ora	tid
ora	tidpunkt
ora	dags
ora	klockslag
ora	tiden
ora	ora
ora	klocka
ora	klockan
gola	mål
gola	goals
gola	målsättningar
serbe	serbiska
serbe	serbiska
detit	sea
detit	sjö
detit	hav
detit	havet
burim	källa
njeri	mänskliga
njeri	mänsklig
njeri	mänskligt
njeri	människa
njeri	mannen
njeri	människan
njeri	man
not	simning
not	simmar
not	simma
faqet	sidorna
faqet	sidor
faqet	kinderna
faqet	kinder
ate	honom
lirë	loss
lirë	lös
lirë	löst
lirë	snål
lirë	snåla
lirë	billigt
lirë	billig
lirë	billiga
lirë	gratis
lirë	fri
lirë	free
lirë	ledig
lirë	fritt
lirë	fria
bardhë	vita
bardhë	white
bardhë	vit
bardhë	vitt
komuniste	kommunistiska
komuniste	kommunist
komuniste	kommunistisk
gjermane	tyska
gjermane	tysk
gjermane	tyskt
ujë	vatten
zhvilluar	utvecklat
zhvilluar	utvecklad
zhvilluar	utvecklades
zhvilluar	utvecklade
zhvilluar	utvecklats
rrethi	circle
rrethi	cirkel
rrethi	cirklar
rrethi	cirkeln
koha	tid
koha	tidpunkt
koha	dags
koha	klockslag
koha	tiden
letrare	litterär
letrare	litterära
tokë	jorden
tokë	earth
tokë	jord
tokë	landa
tokë	land
histori	berättelse
histori	händelse
histori	story
histori	historia
histori	historia
histori	historik
histori	historiken
kreu	head
kreu	huvud
kreu	huvudet
njeriu	mannen
njeriu	människan
njeriu	man
gjendje	läget
gjendje	situationen
gjendje	situation
gjendje	skick
gjendje	villkor
amerikane	american
amerikane	amerikan
amerikane	amerikanskt
amerikane	amerikansk
amerikane	amerikanska
krye	överst
krye	toppen
krye	topp
tirana	tirana
veprat	gärningar
vendos	uppsättning
vendos	set
vendos	ange
vendos	besluta
vendos	bestämma
mbajtur	innehas
mbajtur	höll
mbajtur	hölls
mbajtur	hålls
mbajtur	bibehållas
mbajtur	underhålls
mbajtur	hållit
mbajtur	höll
mbajtur	behöll
mbajtur	behållit
com	com
madje	jämn
madje	även
colspan	colspan
përfshin	inkluderar
përfshin	innefattar
përfshin	ingår
përfshin	inbegriper
përfshin	involverar
george	georg
george	george
george	nicke
elektrike	elektriskt
elektrike	elektrisk
elektrike	elektriska
elektrike	electric
elektrike	elektriskt
elektrike	elektrisk
elektrike	elektriska
luftë	kriga
luftë	kriget
luftë	krig
luftë	war
arsye	anledningar
arsye	orsaker
arsye	skäl
arsye	anledning
arsye	förnuft
arsye	skäl
arsye	orsak
punuar	fungerade
punuar	arbetade
punuar	jobbat
punuar	jobbade
punuar	funkade
punuar	arbetat
punuar	jobbar
punuar	arbeta
punuar	fungerar
punuar	fungerande
punuar	arbetar
perëndim	västra
perëndim	väst
perëndim	väster
perëndim	västerut
fëmijë	ungar
fëmijë	kids
fëmijë	barn
fëmijë	child
fëmijë	barn
fëmijë	barn
malit	mountain
malit	berg
malit	berget
qarku	county
qarku	länet
qarku	län
qarku	kretsar
qarku	krets
autori	författaren
autori	upphovsman
autori	författare
shtrihet	sträckor
shtrihet	utökar
shtrihet	utvidgar
vete	själv
mira	mira
verore	sommaren
verore	sommar
ushtarak	militära
ushtarak	militären
ushtarak	militär
ushtarak	militärt
ushtarak	militärer
ushtarak	martial
san	san
përsëri	igen
përsëri	återigen
evropian	europeisk
evropian	europeiskt
evropian	europeiska
evropian	europé
vendbanim	vistelse
vendbanim	hemvist
vendbanim	bosättning
vendbanim	bostad
familja	familjen
familja	familj
familja	family
familja	släkt
larg	långt
larg	fjärran
larg	iväg
larg	bort
larg	away
shkodër	shkodra
princi	prinsen
princi	furste
princi	prince
princi	prins
kaluar	förbi
kaluar	förflutet
kaluar	förflutna
kaluar	passerat
kaluar	passerade
kaluar	gått
pikë	points
pikë	poäng
pikë	punkter
pikë	punkterna
pikë	punkt
pikë	peka
pikë	poäng
pikë	point
qeveria	regering
qeveria	regeringen
nobel	nobels
nobel	nobel
rolin	rollen
rolin	roll
jugosllave	jugoslaviska
mal	mountain
mal	berg
mal	berget
mal	mal
vetem	ensamt
vetem	ensam
vetem	ensamma
vetem	bara
vetem	enbart
vetem	endast
vetem	bara
drejtë	straight
drejtë	rakt
drejtë	rak
drejtë	raka
drejtë	höger
drejtë	rätt
aktor	aktör
aktor	skådespelare
italian	italienare
italian	italienska
italian	italienskt
italian	italiensk
skeda	fliken
skeda	tab
skeda	flik
luajti	lekte
luajti	spelat
luajti	spelas
luajti	spelade
luajti	spelades
gjashtë	sexa
gjashtë	six
gjashtë	sex
universiteti	university
universiteti	universitet
universiteti	universitetet
universiteti	högskola
gjetur	funnen
gjetur	hittad
gjetur	hittades
gjetur	hittas
gjetur	hittat
gjetur	hittade
radio	radion
radio	radio
yes	ja
formuar	bildas
formuar	bildade
formuar	bildats
formuar	bildat
formuar	bildades
formuar	formade
formuar	formad
mbretëresha	queen
mbretëresha	drottningen
mbretëresha	drottning
italiane	italienare
italiane	italienska
italiane	italienskt
italiane	italiensk
bazuar	baserad
bazuar	baserade
bazuar	baserat
përshkrimi	beskrivning
rrugë	gatan
rrugë	street
rrugë	gata
rrugë	landsväg
rrugë	road
rrugë	väg
rrugë	vägen
gjerman	tyska
gjerman	tysk
gjerman	tyskt
lashtë	uråldrig
lashtë	forntida
lashtë	antikens
perandoria	imperiet
perandoria	imperium
perandoria	rike
perandoria	empire
poezi	dikt
poezi	poesi
evropiane	europeisk
evropiane	europeiskt
evropiane	europeiska
evropiane	europé
drejtim	riktningen
drejtim	riktning
luan	luan
luan	lejonet
luan	lion
luan	lejon
luan	pjäser
luan	spelar
luan	leker
luan	spelar
luan	spela
luan	leka
artistike	konstnärliga
artistike	konstnärlig
artistike	konstnärligt
mundur	möjligt
mundur	möjlig
mundur	möjliga
mundur	besegrade
mundur	besegrat
mundur	besegrades
mundur	besegrad
atje	där
brendshme	invändigt
brendshme	inre
brendshme	interiör
dita	dita
dita	dag
dita	dagen
dita	day
shpejt	snart
shpejt	snabbt
shpejt	snabb
shpejt	snabba
shpejt	snabbt
shpejt	snabbt
shpejt	snabb
shpejt	snabba
natyrore	naturlig
natyrore	naturliga
natyrore	natural
natyrore	naturligt
veriut	norr
veriut	norra
veriut	norrut
veriut	nord
veriut	nordlig
veriut	norra
veriut	nordliga
ndryshe	avvikande
ndryshe	olika
ndryshe	annorlunda
ndryshe	annars
ara	odlingar
ara	gröda
ara	grödor
ara	ara
perandori	imperiet
perandori	imperium
perandori	rike
perandori	empire
perandori	kejsaren
perandori	kejsare
kush	vilka
kush	vem
kush	who
fusha	fields
fusha	fält
fusha	fälten
fusha	field
fusha	fält
fusha	fältet
fusha	områden
anglisht	swedish
anglisht	engelska
forma	formar
forma	former
forma	formulär
forma	blanketter
forma	former
forma	form
forma	blankett
forma	formulär
forma	form
forma	bilda
fillimisht	inledningsvis
fillimisht	initialt
fillimisht	ursprungligen
fillimisht	ursprungligen
muaj	månaderna
muaj	månader
muaj	månaders
muaj	månaden
muaj	månad
muaj	manad
publike	offentliga
publike	offentligt
publike	offentlig
shënuar	markerat
shënuar	märkta
shënuar	markerade
shënuar	markerad
shënuar	märkt
shtet	landet
shtet	land
shtet	stat
shtet	statliga
shtet	delstat
shtet	statligt
demokratike	demokratiskt
demokratike	demokratisk
demokratike	demokratiska
veten	själv
filmi	film
filmi	filma
filmi	film
veçanërisht	särskilt
veçanërisht	speciellt
veçanërisht	särskilt
veçanërisht	specifikt
moderne	moderna
moderne	modern
moderne	modernt
metra	mätare
metra	meter
artit	art
artit	konsten
artit	konst
artit	grafik
artit	konstverk
gjithmonë	alltid
tashmë	redan
york	york
kryer	utförd
kryer	genomförde
kryer	engagerad
kryer	begått
kryer	engagerade
kryer	engagerat
postal	postnummer
gjermani	tyskland
sur	sur
erdhi	anlänt
erdhi	framme
erdhi	anlände
erdhi	kom
dorë	handen
dorë	hand
sukses	framgångar
sukses	succé
sukses	framgång
gjate	långa
