курган	מאמייב
председатели	כסאות
председатели	כיסאות
председатели	הכיסאות
председатели	נשיאים
председатели	נשיא
подростков	נוער
подростков	נערים
подростков	מתבגרים
подростков	נוער
демо	הדגמה
демо	דמו
демо	הדגמות
трагедия	טרגדיה
трагедия	טראגי
трагедия	טרגי
трагедия	טרגדיה
заседание	הפעלה
заседание	פגישה
заседание	ישיבה
заседание	מפגש
ушла	נעלמה
ушла	הלכה
ушла	נעלמו
ушла	הלך
ушла	נעלם
теоретик	תאורטיקן
луки	קשתות
луки	לוקה
луки	לוקה
таиланда	תאילנד
таиланда	תאילנדי
пройдя	חולף
пройдя	עובר
пройдя	חולפת
советники	יועצים
отправили	שנשלחה
отправили	נשלחו
отправили	נשלח
отправили	נשלחה
отправили	נשלחו
отправили	נשלח
отправили	נשלחה
гитлер	היטלר
связанный	מקושר
связанный	מקושרת
оплаты	תשלום
оплаты	התשלום
организмов	אורגניזמים
присоединиться	הצטרף
присоединиться	הצטרפות
присоединиться	הצטרפו
присоединиться	להצטרף
хьюстон	יוסטון
счастье	אושר
загрузки	הורדות
холл	הול
культ	כת
культ	פולחן
лесных	יער
лесных	היער
никитин	ניקיטין
поколений	דורות
македония	מקדוניה
утверждено	מאושר
утверждено	אושר
утверждено	אושרו
утверждено	אושרה
волос	שיער
волос	שערה
создатели	היוצרים
создатели	יוצרים
покрытия	כיסוי
покрытия	כסה
покрытия	חיפוי
покрытия	מכסה
покрытия	לכסות
ферма	חוות
ферма	חווה
произносится	מבוטא
грозный	גרוזני
условие	תנאי
условие	מצב
объединять	משלב
объединять	לשלב
португальский	פורטוגזית
португальский	בפורטוגזית
низкий	שפל
низкий	נמוך
низкий	נמוכה
древесины	עץ
древесины	ווד
уменьшить	להפחית
уменьшить	ירידה
уменьшить	להפחית
уменьшить	פסיכיאטר
уменьшить	הפסיכולוג
уменьшить	להתכווץ
типичный	אופיינית
типичный	טיפוסית
типичный	טיפוסי
типичный	אופייני
мобильных	נייד
мобильных	לנייד
получены	התקבלה
получены	שהתקבלו
получены	התקבל
получены	קיבל
получены	התקבלו
азота	חנקן
усовершенствования	שיפור
усовершенствования	שיפורים
дань	מחווה
дань	הוקרה
мозг	מוח
мозг	המוח
мозг	מח
мозг	מוח
мозг	מוחות
поднял	גידלה
бред	בראד
бред	הזיות
бред	הזוי
бред	הוזה
дэнни	דני
секция	מקטע
секция	סעיף
секция	מחלקה
десятка	עשר
десятка	ten
десятка	עשרה
десятка	תריסר
десятка	dozen
нацистской	נאצית
нацистской	נאצי
господин	מיסטר
господин	אדון
господин	דומינוס
богатых	עשיר
богатых	עשירים
богатых	עושר
богатых	עשירה
богатых	אמיד
биология	ביולוגיה
акулы	כרישים
акулы	כריש
акулы	הכריש
диалектов	ניבים
сложность	קשיים
сложность	הקושי
сложность	קושי
сложность	המורכבות
сложность	מורכבות
прибытия	הגעה
прибытия	ההגעה
осло	אוסלו
расписание	תזמון
введено	הציג
введено	הציגה
квантовой	הקוונטים
квантовой	קוונטית
джонатан	יונתן
джонатан	יהונתן
снималась	כיכבה
оперативного	בקשה
разрыв	פרידה
разрыв	פער
разрыв	הפער
разрыв	גאפ
пошла	הלכה
пошла	הלך
греки	יוונים
греки	יוונים
греки	יווני
греки	יוונית
богослов	תאולוג
эволюция	האבולוציה
эволюция	אבולוציה
подписания	חותם
подписания	חתימה
подписания	החתימה
подписания	חתימה
леонардо	לאונרדו
дипольный	דיפול
сеньор	סניור
сеньор	סניור
водитель	נהג
водитель	הנהג
постоянная	קבועה
постоянная	קבוע
постоянная	הקבוע
постоянная	קבועה
постоянная	קבוע
монахов	נזירים
паоло	פאולו
завоевать	כובש
завоевать	לכבוש
вино	יין
бокс	איגרוף
бокс	אגרוף
прожил	חיו
прожил	התגורר
рабов	עבדים
формируется	נוצרת
формируется	יוצרים
боливии	בוליביה
боливии	בוליביה
популярная	פופולרי
популярная	אהוד
популярная	פופולרית
популярная	פופולריים
популярная	פופולריות
желающие	מאחלת
желающие	מאחלים
желающие	לוקחים
шейх	שייח
охлаждения	קירור
охлаждения	קירור
путешественник	נוסע
гаити	האיטי
арсенал	ארסנל
отбор	בחירה
отбор	מבחר
заменена	החליף
заменена	הוחלף
заменена	הוחלפו
автономии	אוטונומיה
мадам	גברתי
мадам	גבירתי
мадам	מאדאם
мадам	מאדאם
молока	חלב
специалиста	מומחה
специалиста	מומחית
словари	מילונים
длительность	משך
окончательный	סופית
окончательный	סופי
окончательный	סופיות
окончательный	גמר
мера	מדידה
мера	מידה
департаменты	מחלקות
новичков	החדשים
фазы	שלבים
рекорды	רישומי
рекорды	תקליטים
рекорды	רישומים
рекорды	רשומות
меню	התפריט
меню	תפריט
меню	תפריטים
белград	בלגרד
вилли	ווילי
вилли	וילי
вилли	וילי
вилли	ווילי
вилли	וילי
хлеба	הלחם
хлеба	לחם
куча	ערימה
владельцев	בעלים
кислот	חומצות
археологических	ארכיאולוגי
археологических	הארכיאולוגי
сорока	סורוקה
сорока	ארבעים
сорока	forty
соблюдать	התבונן
наталия	נטליה
приносит	מביא
дерби	דרבי
голода	רעב
испанию	ספרד
ассамблеи	אסיפות
ассамблеи	הרכבה
ассамблеи	אסיפה
фернандес	פרננדז
фернандес	פרננדס
снаружи	בחוץ
снаружи	מחוץ
археолог	ארכיאולוג
отмечена	מתויגים
отмечена	מתויג
отмечена	מסומנים
отмечена	מסומן
отмечена	מסומנת
отмечена	סומן
баскетбол	כדורסל
константинополь	קונסטנטינופול
предпочтение	העדפות
предпочтение	העדפה
предпочтение	עדיפות
предпочтение	העדיף
предпочтение	מועדפת
предпочтение	מועדף
предпочтение	מעדיף
общение	תקשורת
встретились	נפגשו
встретились	פגשתי
противоречия	סתירות
противоречия	הסתירה
противоречия	סתירה
аст	ast
амстердам	אמסטרדם
эми	איימי
антуан	אנטואן
цветок	פרח
философские	פילוסופית
философские	פילוסופי
частная	פרטית
частная	פרטי
частная	טוראי
частная	לפרטי
калия	אשלגן
ленте	להאכיל
морган	מורגן
прокурор	תובעת
прокурор	התובע
прокурор	תובע
мигель	מיגל
равных	שוות
равных	שווים
равных	שווה
равных	שווים
равных	שווה
коммуне	קומונה
сомали	סומליה
сомали	סומלי
арк	ארק
арк	קשת
арк	תיבה
арк	ארק
чай	תה
этапы	שלבים
этапы	שלבים
этапы	מדרגות
этапы	צעדים
этапы	צעדי
этапы	שלבים
размягчения	מתרכך
родственники	קרובים
содержащий	המכילים
содержащий	המכיל
содержащий	שמכיל
доверие	אמון
доверие	ביטחון
доверие	לבטוח
доверие	אמון
интерьер	פנים
уничтожено	נהרס
уничтожено	הושמד
уничтожено	הרס
уничтожено	הרוס
уничтожено	נהרסו
мэтт	מט
мэтт	מאט
блоки	חסימות
блоки	רחובות
блоки	בלוקים
михаэль	מיכאל
михаэль	מייקל
аргентинский	ארגנטינאי
хью	יו
леопольд	לאופולד
леопольд	ליאופולד
склоне	מדרון
сер	אדוני
нормальная	נורמלי
нормальная	נורמליות
нормальная	נורמאלי
нормальная	רגיל
нормальная	נורמלית
нос	אף
нос	אפו
нос	אפה
нос	האף
произношение	הגיית
наследника	יורש
пит	פיט
адама	אדם
ионизации	יינון
уверенно	בטוחה
уверенно	בביטחון
уверенно	בבטחון
кукол	בובות
луций	לוציוס
луций	לושיוס
луций	לוסיוס
зерна	גרגיר
зерна	תבואה
зерна	דגן
зерна	גרגירים
еврейские	יהודייה
еврейские	יהודית
еврейские	יהדות
еврейские	יהודים
еврейские	יהודיה
еврейские	יהודי
габриэль	גבריאל
габриэль	גבריאל
дракон	דרגון
дракон	דרקון
дракон	הדרקון
тенденции	מגמות
монархии	המלוכה
разбил	הרוס
разбил	הרוסה
разбил	מרוסק
разбил	ריסק
девочек	בנות
девочек	נערות
девочек	ילדות
дарья	דריה
жозе	חוסה
жозе	חוסה
поставки	משלוחים
поставки	אספקת
поставки	אספקה
поставки	משלוחים
поставки	אספקה
грудь	תיבה
грудь	חזה
грудь	שד
грудь	חזה
грудь	שדיים
грудь	חזה
новиков	נוביקוב
интересует	מתעניין
интересует	מעוניינים
интересует	מעוניינת
интересует	מעונין
интересует	מעוניין
бросил	נטש
бросил	נטוש
бросил	נטושה
бросил	ננטש
бросил	נטושים
бросил	זרק
бросил	זרקה
бросил	נזרק
бросил	נזרקה
бросил	הושלכה
бросил	זרק
бросил	זרקו
самолет	מטוס
самолет	מישור
самолет	מטוס
самолет	מטוס
картер	קרטר
противостояние	עימות
противостояние	האופוזיציה
противостояние	התנגדות
изабелла	איזבל
изабелла	איזבלה
союзники	ברית
заговора	קונספירציה
заговора	קנוניה
противники	יריבים
противники	היריבים
противники	יריבים
тула	טולה
грузинская	גאורגיה
расчёт	חישוב
расчёт	חישוב
расчёт	לחשב
хотела	מבוקשים
хотела	מבוקשת
хотела	מבוקש
хотела	רצה
чудо	מארוול
чудо	נס
чудо	תמה
чудо	פלא
чудо	וונדר
чудо	תוהה
четвёртая	רביעי
четвёртая	רביעית
четвёртая	fourth
четвёртая	הרביעית
четвёртая	הרביעי
рак	סרטן
редкие	נדירים
редкие	נדירה
редкие	נא
редкие	נדיר
доходы	הכנסות
доходы	הכנסה
доходы	הכנסה
миссури	מיזורי
первоначальный	ראשוני
первоначальный	הראשונית
поддерживается	תמיכה
поддерживается	נתמכת
поддерживается	נתמך
поддерживается	תמך
поддерживается	תומך
поддерживается	תומכת
потребления	הצריכה
потребления	צריכת
потребления	שחפת
женское	נשית
женское	נשי
женское	נשיות
женское	נשי
женское	נקבה
университеты	אוניברסיטאות
привлечения	מפעיל
вместимость	קיבולת
венесуэла	ונצואלה
заговор	העלילה
заговор	מזימה
заговор	עלילה
заговор	קונספירציה
заговор	קנוניה
добавлен	הוסיף
добавлен	נוספו
добавлен	נוספה
добавлен	הוסיפה
добавлен	נוסף
монтаж	מונטאז
монтаж	גובר
монтаж	עריכה
программирование	תכנות
священников	כמרים
священников	הכמרים
вселенная	יקום
вселенная	היקום
панели	הלוחות
панели	לוחות
панели	פנל
панели	פאנל
панели	לוח
резерва	מילואים
зимние	החורף
зимние	חורף
бич	חוף
бич	החוף
оливер	אוליבר
слышал	שמעתי
слышал	שמע
слышал	שמעה
макаров	מקרוב
сун	השמש
сун	שמש
сун	סון
сун	סאן
горький	גורקי
горький	מרה
горький	המר
горький	מריר
удобно	נוחה
удобно	נוחה
удобно	נוח
удобно	נוחים
удобно	נוחה
удобно	נוח
удобно	נוחים
удобно	שימושי
лёгкие	ריאה
лёгкие	ריאות
лёгкие	הריאה
лёгкие	הריאות
лёгкие	ריאות
послание	ההודעה
послание	מסר
послание	הודעה
послание	איגרת
препарат	תרופה
препарат	סמים
произведено	הפיק
произведено	מיוצר
океании	אוקיאניה
скрипка	כינור
избежание	מתחמק
избежание	הימנעות
избежание	מתחמקת
избежание	הימנעות
молекулы	מולקולה
молекулы	מולקולות
молекулы	מולקולה
скрипач	כנר
скрипач	כנר
допускается	מותרת
допускается	מותר
допускается	מורשה
допускается	מותרת
формах	צורות
формах	טפסים
собраний	אסיפות
померания	פומרניה
терминологии	מינוח
монреаль	מונטריאול
вены	ורידי
вены	ורידים
вены	וינה
бонус	בונוס
тимофей	טימופיי
ирак	עירק
ирак	עיראק
стамбул	איסטנבול
кнессета	כנסת
кнессета	הכנסת
изобретения	המצאות
гнездо	קן
гнездо	הקן
индию	הודו
индию	אינדיה
стратегия	אסטרטגיה
специальность	התמחות
специальность	מומחיות
важная	חשובות
важная	חשובים
важная	חשוב
важная	חשובה
холокоста	השואה
холокоста	שואה
никарагуа	ניקרגואה
массе	מיסה
массе	מסת
массе	המסה
массе	מסה
представительство	ייצוג
представительство	לייצוג
местная	מקומיים
местная	מקומי
местная	מקומית
порты	נמלים
сообщили	דיווח
перес	פרז
маркус	מרכוס
маркус	מרקוס
маркус	מרקוס
адъютант	השליש
энрике	אנריקה
уничтожен	נהרס
уничтожен	הושמד
уничтожен	הרס
уничтожен	הרוס
уничтожен	נהרסו
розы	ורדים
розы	שושנים
национальностей	לאומים
батарей	סוללות
батарей	בטריות
визит	בקרי
визит	ביקור
празднования	חגיגות
уругвай	אורוגוואי
готова	מוכן
готова	מוכנים
готова	מוכנה
виконт	ויקונט
виконт	ויקונט
индиана	אינדיאנה
пабло	פבלו
пабло	פאבלו
канзас	קנזס
цветной	צבעוניות
цветной	צבעוניים
цветной	צבעוניים
самолета	מטוס
конференций	ועידות
разрушение	הריסה
разрушение	הרס
разрушение	חורבן
разрушение	הרס
дина	דינה
дина	דינה
дина	דיינה
дина	דינה
обновления	עדכונים
обновления	עדכוני
обновления	העדכונים
обновления	עדכני
обновления	עדכון
обновления	העדכון
обновления	עדכן
колонна	הטור
колонна	טור
колонна	שיירה
ахмад	אחמד
объявления	הכרזות
объявления	מודעות
персидского	פרסי
предположения	הנחה
предположения	הנחות
рики	ריקי
рики	שריקי
спасает	חוסך
спасает	מציל
монголия	מונגוליה
перемещения	תזוזת
гамма	גאמא
гамма	גמא
гамма	גאמה
ссылаясь	מצטט
профсоюзов	האיגודים
гроссмейстер	גראנד
посвященный	מסור
посвященный	הקדיש
посвященный	מוקדש
посвященный	מסורה
посвященный	ייעודי
забыл	נשכחת
забыл	נשכח
забыл	שכחה
забыл	שכחת
забыл	שכחתי
забыл	שכחה
полос	נתיבים
последовало	עקבתי
последовало	ואחריו
тропических	טרופית
тропических	טרופי
изменилась	שינה
изменилась	השתנה
изменилась	השתנו
изменилась	השתנתה
долг	חובה
долг	חוב
долг	חובי
ален	אלן
колебаний	היסוס
бернар	ברנאר
бернар	ברנארד
бернар	ברנרד
беременности	היריון
беременности	הריון
полезные	שימושית
полезные	מועיל
полезные	שימושיות
полезные	שימושיים
полезные	שימושי
полезные	עוזר
полезные	מסייע
полезные	מועיל
полезные	מועילה
совместное	מפרק
лонг	ארוך
лонг	ארוכה
лонг	לונג
равнины	המישורים
полезно	שימושית
полезно	מועיל
полезно	שימושיות
полезно	שימושיים
полезно	שימושי
полезно	עוזר
полезно	מסייע
полезно	מועיל
полезно	מועילה
гэри	גרי
гэри	גארי
инфраструктура	תשתית
металл	מטאל
металл	מתכות
металл	מתכת
уход	אכפתיות
уход	אכפתי
уход	אכפת
ребята	בחורים
ребята	חברה
скалы	הצוקים
скалы	אבנים
скалы	סלעים
романенко	רומננקו
домашний	הביתה
домашний	הום
домашний	בבית
домашний	הבית
домашний	בית
домашний	home
комиссара	הנציב
комиссара	ניצב
комиссара	נציב
оскорбление	מעליבה
оскорбление	עלבון
оскорбление	מעליב
оскорбление	עלבון
марс	מאדים
марс	מארס
перечислены	רשום
перечислены	רשומה
расти	חלודה
расти	ראסטי
расти	חלוד
расти	גדלים
расти	לגדול
расти	תגדל
моды	אופנה
моды	fashion
моды	פאשן
моды	האופנה
применить	בקשה
преподавания	הוראה
преподавания	מלמד
преподавания	לימוד
преподавания	מלמדת
сервера	שרתים
сервера	שרת
сервера	השרת
зарегистрировано	רשום
зарегистрировано	רשומה
этнографии	אתנוגרפיה
рекомендую	ממליצים
рекомендую	ממליץ
рекомендую	ממליצה
комбинации	צירופים
комбинации	צירוף
комбинации	שילוב
указатель	מדד
указатель	אינדקס
указатель	מצביע
рог	הורן
рог	צופר
поместье	מנור
поместье	מקרקעין
различие	הבחנה
различие	ההבחנה
различие	ההבדל
различие	הבדל
зла	רשע
зла	הרוע
зла	רוע
окружение	הסביבה
окружение	סביבה
адриан	אדריאן
порода	גזע
хранение	דיבוק
хранение	אחזקה
хранение	החזקה
хранение	אחסון
хранение	איחסון
хранение	מחסן
возможен	אפשרית
возможен	אפשרי
жертву	קרבן
жертву	קורבן
жертву	הקרבה
коалиция	הקואליציה
спорить	להתווכח
спорить	מתווכח
документальных	תיעודי
пропаганда	התעמולה
пропаганда	תעמולה
зубы	שיניים
треки	רצועות
треки	עקבות
треки	מסלולים
опасаясь	מחשש
кучу	ערמה
кучу	ערימת
кучу	הערימה
кучу	ערימה
кучу	ערמת
доминик	דומיניק
доминик	דומיניק
шахматы	שחמט
шахматы	שח
будапешт	בודפשט
фактором	גורם
фактором	פקטור
казимир	קזימיר
животное	בהמה
животное	חיה
тюрингия	תורינגיה
дракона	דרגון
дракона	דרקון
дракона	הדרקון
углерода	פחמן
свидетелей	עדים
преодолеть	להתגבר
усиление	חיזוק
усиление	חיזוק
атаковали	הותקף
атаковали	תקף
атаковали	הותקפה
легион	הלגיון
легион	לגיון
дискография	דיסקוגרפיה
взвод	מחלקה
точная	מדוייק
точная	מדויק
точная	מדויקת
точная	מדוייק
точная	מדויק
точная	מדויקים
точная	מדויקת
точная	מדויק
гоголя	גוגול
богатства	עושר
рейна	ריינה
рейна	הריין
рейна	ריין
рейна	ריינה
рейна	ריינה
заключить	להסיק
организм	אורגניזם
личинки	תולעים
личинки	זחלים
личинки	סטרייקר
сообщается	דיווח
панорама	פנורמה
исключить	לכלול
исключить	למחוק
исключить	מחק
исключить	מחיקה
опер	אופרות
монахи	נזירים
белок	חלבון
белок	פרוטאין
временный	זמנית
временный	זמני
временный	טמפרטורה
завершена	הושלם
завершена	השלים
завершена	השלמת
завершена	הושלמה
завершена	הושלמו
завершена	סיימה
завершена	הסתיים
завершена	הסתיימה
завершена	סיימתי
завершена	סיים
консульство	הקונסוליה
кастро	קסטרו
матрицы	מטריצות
матрицы	מטריקס
матрицы	מטריצה
упадок	לסרב
упадок	ירידה
упадок	סרב
упадок	דחה
взрослые	בוגרים
взрослые	מבוגרים
взрослые	בוגרת
взрослые	בוגר
взрослые	מבוגר
арестованы	נעצרו
арестованы	נעצרה
арестованы	נעצר
ранний	ארלי
ранний	תחילת
ранний	מוקדם
исчезновения	היעלמותו
исчезновения	היעלמות
исчезновения	העלמות
знакомство	מכר
знакомство	היכרות
иисус	ישו
иисус	ישוע
итальянские	איטלקית
итальянские	איטלקי
компонент	הרכיב
компонент	רכיב
компонент	מרכיב
объяснил	הסבירה
объяснил	הסברתי
объяснил	הסביר
искренне	בכנות
искренне	בברכה
удобства	נוחות
удобства	נוחיות
вэй	וויי
вэй	ווי
хорхе	חורחה
спутники	לווינים
спутники	לוויינים
спутники	לוויין
спутники	לווין
спутники	ירחים
опытом	חוויות
рон	רואן
рон	רון
наблюдение	ניטור
наблюдение	תצפית
наблюдение	התבוננות
наблюдение	השגחה
наблюдение	מעקב
наблюдение	מעקבים
наблюдение	התבוננות
деда	סבא
деда	סב
деда	סבא
черепа	גולגולות
черепа	גולגולת
черепа	סקאל
герберт	הרברט
якоб	יעקב
якоб	יעקב
словакия	סלובקיה
интеграции	אינטגרציה
женщину	אשה
женщину	אישה
актер	שחקן
актер	השחקן
мальчиков	בנים
мальчиков	נערים
марке	מארקה
успешного	מוצלח
успешного	מוצלחים
успешного	מוצלחת
успешного	מצליחה
успешного	מצליח
костей	עצמות
костей	בונס
костей	בונז
парков	פארקים
парков	פארקס
сделки	עסקאות
сделки	עסקות
сделки	סחר
сделки	עסקאות
сделки	מבצעים
попробуйте	נסי
попробуйте	נסה
попробуйте	תנסי
попробуйте	תנסה
черт	ארור
черт	לעזאזל
избирательного	סלקטיבי
девиз	המוטו
девиз	מוטו
девиз	הסלוגן
сек	שנייה
салон	סלון
греческая	ההלנית
греческая	יוונים
греческая	יווני
греческая	יוונית
тысячелетия	מילניום
тысячелетия	המילניום
серийный	סדרתי
серийный	סידורי
земледелия	חקלאות
лекарственных	רפואי
частное	פרטית
частное	פרטי
частное	טוראי
частное	לפרטי
риска	סיכון
зеркало	מראה
зеркало	ראי
зеркало	המראה
беседы	שיחות
беседы	ראיונות
пересадка	השתלה
пересадка	השתלה
пересадка	השתלת
регулярный	רגילה
регулярный	סדיר
регулярный	רגיל
регулярный	קבוע
рассказать	ספרי
рассказать	ספרו
