dhe	og
kryesisht	hovedsakelig
kryesisht	mest
shqiptarë	albanere
prill	april
ditë	dag
ditë	dagen
ditë	day
ditë	dager
ditë	dagene
ditë	days
tetor	oktober
tetor	october
shkurt	februar
shkurt	kort
shkurt	short
shkurt	korte
bëhet	blitt
bëhet	bli
vjetër	gammelt
vjetër	old
vjetër	gammel
vjetër	gammal
vjetër	gamle
bën	gjør
bën	makes
kodi	kode
kodi	koden
kodi	kodeks
monark	monark
dhjetor	desember
mbret	konge
mbret	dobbelseng
aktuale	gjeldende
aktuale	nåværende
gjuhën	tunge
gjuhën	tunga
gjuhën	språk
tani	now
tani	nå
frëngjisht	fransk
km²	km²
shtetet	stater
shtetet	delstater
shtetet	landene
shtetet	land
informacion	informasjon
informacion	informasjonen
informacion	opplysninger
shume	svært
shume	very
shume	meget
shume	veldig
shume	mye
gusht	august
shba	usa
pranë	nært
pranë	near
pranë	nær
top	øverst
top	top
top	toppen
top	overdel
top	topp
korrik	juli
korrik	july
katër	fire
katër	four
rëndësishme	viktig
fillim	begynnelsen
fillim	begynner
fillim	begynnelse
prishtinë	priština
jashtë	utenfor
jashtë	utafor
jashtë	utsiden
jashtë	ute
jashtë	ut
jashtë	out
jashtë	ute
përbërja	sammensetning
përbërja	komposisjon
shën	helgen
shën	saint
qytet	town
qytet	byen
qytet	by
qytet	city
qytet	byen
qytet	poststed
qytet	by
këtu	her
dhënë	gitt
dhënë	gitt
dhënë	selvfølge
dhënë	innvilget
dhënë	bevilget
përdorur	brukt
përdorur	brukes
përdorur	brukte
faqja	siden
faqja	sida
faqja	side
faqja	page
aty	der
nëpër	gjennom
nëpër	through
nëpër	igjennom
krijuar	opprettes
krijuar	opprettet
krijuar	skapt
krijuar	laga
del	del
zona	sone
zona	zone
zona	areal
zona	område
zona	området
zona	area
vit	årsmodell
vit	året
vit	år
shpesh	ofte
shpesh	ofte
përfshirë	involvert
përfshirë	involverte
përfshirë	innblandet
përfshirë	inkluderes
përfshirë	inkluderte
përfshirë	inkludert
megjithatë	alikevel
megjithatë	likefullt
megjithatë	likevel
megjithatë	imidlertid
data	årstall
data	dato
data	date
kryesor	main
kryesor	hoved
kryesor	primære
kryesor	primærvalg
kryesor	primær
emri	namn
emri	navnet
emri	navn
jane	jane
new	ny
new	nyhet
new	nye
new	new
new	nytt
isbn	isbn
zakonisht	vanligvis
zakonisht	pleier
zakonisht	vanlig
reja	ny
reja	nyhet
reja	nye
reja	new
reja	nytt
federal	føderalt
federal	føderale
federal	federal
federal	føderal
qarkun	county
qarkun	fylke
qendër	sentrum
qendër	center
qendër	senter
qendër	senter
qendër	centre
ana	ana
ana	anna
republika	republikken
republika	republikk
iii	ill
iii	iii
provinca	provins
provinca	provinser
provinca	provinsen
fjalë	ord
fjalë	word
fjalë	æresord
fjalë	ord
fjalë	words
fjalë	orda
amerikan	amerikaner
amerikan	amerikanske
amerikan	american
amerikan	amerikansk
osmane	osmanske
pjesa	del
ndonjë	noen
ndonjë	any
caps	luer
caps	caps
gjë	thing
gjë	tingen
gjë	greie
ali	allie
ali	ali
shkruar	skriftlige
shkruar	skrevet
kulturore	kulturelle
kulturore	kulturell
mesme	middle
mesme	midtre
mesme	midten
mesme	medium
mesme	middels
shqip	albansk
numër	tall
numër	nummer
numër	number
numër	antall
atëherë	deretter
atëherë	så
atëherë	da
mjaft	nok
bazë	base
bazë	basen
bazë	grunnleggende
bazë	basic
kohe	tid
kohe	klokkeslett
kohe	gang
ndërtuar	bygget
ndërtuar	bygde
ndërtuar	bygd
ndërtuar	bygge
ndërtuar	bygg
nëpërmjet	via
nëpërmjet	gjennom
nëpërmjet	through
nëpërmjet	igjennom
solid	solid
solid	massivt
solid	solide
fshati	landsby
fshati	village
fshati	bygda
vite	ar
vite	årevis
vite	år
forcat	styrker
forcat	forces
vdiq	dødd
vdiq	døde
sipërfaqja	hull
sipërfaqja	skrog
jug	syd
jug	syden
jug	sør
jug	south
atyre	them
atyre	dem
lidhur	koblet
lidhur	tilkoblet
lidhur	sammenkoblet
lidhur	tilknyttet
lidhur	knyttet
lidhur	lenket
lidhur	koblet
lidhur	bundet
lidhur	uavgjort
lidhur	bandt
ushtarake	militæret
ushtarake	militær
ushtarake	militære
veri	nordover
veri	north
veri	nord
papa	pope
papa	pave
popullore	populært
popullore	populære
popullore	populær
popullore	folkelig
numri	tall
numri	nummer
numri	number
numri	antall
atij	ham
atij	him
përveç	utenom
përveç	untatt
përveç	unntatt
vepra	opus
vepra	deeds
vepra	gjerninger
vepra	fungerer
vepra	funker
asaj	hennes
asaj	henne
vërtetë	real
vërtetë	ekte
vërtetë	reelt
vërtetë	egentlig
vërtetë	virkelig
përmes	via
përmes	gjennom
përmes	through
përmes	igjennom
përdoret	brukt
përdoret	brukes
përdoret	brukte
dha	gav
dha	ga
arriti	ankom
arriti	kommet
arriti	ankommet
botë	verdens
botë	world
botë	verden
spanjë	spania
ndërkombëtare	international
ndërkombëtare	internasjonalt
ndërkombëtare	internasjonale
ndërkombëtare	internasjonal
shqipëria	albania
sidomos	især
sidomos	spesielt
sidomos	spesiellt
sidomos	særlig
tretë	tredje
tretë	third
veriore	nordlige
veriore	northern
merr	take
merr	tar
merr	ta
merr	hent
merr	få
merr	get
formë	formen
formë	shape
formë	form
formë	fasong
formë	skjemaet
formë	skjema
kisha	kirker
kisha	kirka
kisha	kirken
kisha	kirke
veçantë	spesielt
veçantë	special
veçantë	spesiell
veçantë	spesielle
veçantë	spesial
shteti	fedreland
shteti	landet
shteti	land
shteti	country
shteti	stat
shteti	staten
shteti	delstater
shteti	state
shteti	tilstand
shteti	delstat
vende	stader
vende	steder
vende	spisesteder
vende	seter
vende	plasser
ndeshje	fyrstikk
ndeshje	treff
ndeshje	match
njerëzit	mennesker
njerëzit	personer
njerëzit	personar
njerëzit	folk
ende	forsatt
ende	framleis
ende	fremdeles
ende	likevel
ende	fortsatt
maqedonisë	makedonia
shënoi	scoret
shënoi	markert
shënoi	merket
fitoi	vinnes
fitoi	vunnet
fitoi	won
fitoi	vant
vendi	fedreland
vendi	landet
vendi	land
vendi	country
vendi	spisested
vendi	place
vendi	sted
http	http
faqe	kinn
faqe	kinnet
faqe	siden
faqe	sida
faqe	side
faqe	page
faqe	sidene
faqe	sider
jeta	liv
jeta	livet
jeta	life
popullsia	befolkningen
popullsia	befolkning
shqiptarët	albanere
kryetar	høyttaler
kryetar	ordfører
kryetar	borgermester
kryetar	formann
kryetar	ordstyrer
kryetar	styreleder
luajtur	spilte
luajtur	spilt
shtëpi	house
shtëpi	huset
shtëpi	hus
shtëpi	hus
shtëpi	hjemme
shtëpi	heime
shtëpi	hjem
shtëpi	hjemmet
shtëpi	home
gjuhë	språk
gjuhë	tunge
gjuhë	tunga
gjuhë	språk
historike	historisk
historike	historisk
fetare	religiøst
fetare	religiøse
fetare	religiøs
perëndimore	west
perëndimore	vest
perëndimore	vesten
perëndimore	vestlig
perëndimore	vest
perëndimore	vestlige
perëndimore	western
tri	tri
tri	tre
tri	three
shembull	eksempel
ekonomike	økonomisk
tilla	slikt
tilla	slik
tilla	sådan
tilla	slike
saint	helgen
saint	saint
asnjë	ingen
plotë	full
plotë	fullt
plotë	fult
plotë	mett
rajoni	region
rajoni	distriktet
rajoni	distrikt
shqiptarëve	albanere
shkolla	skolene
shkolla	skoler
shkolla	skolen
shkolla	skole
shkolla	skulen
shkolla	skule
afër	nært
afër	near
afër	nær
afër	nære
afër	lukk
afër	lukke
afër	nær
afër	close
then	feile
then	fail
then	mislykkes
drejt	straight
drejt	beint
lindje	east
lindje	øst
historia	hendelse
historia	story
historia	historie
historia	historikk
historia	history
historia	historie
film	movie
film	film
film	film
figura	bildet
figura	bilde
figura	figurer
figura	figur
zoti	gud
zoti	herre
zoti	lord
kosova	kosovo
gjuha	tunge
gjuha	tunga
gjuha	språk
studimet	studier
familje	familien
familje	familie
familje	slekt
duket	virker
duket	looks
tha	sakt
tha	sa
tha	said
tha	sagt
fillon	begynner
fillon	starts
fillon	begynner
fillon	starter
fillon	starter
fillon	begynner
anë	sida
anë	side
gjerë	wide
gjerë	bred
gjerë	bredt
gjerë	brei
gjerë	vid
greke	gresk
qëllim	hensikt
qëllim	formål
city	city
city	byen
city	poststed
city	by
tempulli	tempelet
tempulli	tempel
tempulli	temple
kane	kane
von	von
lufta	krigen
lufta	krig
rast	case
rast	sak
rast	kasus
rast	saken
vjen	kommer
vjen	coming
grupi	band
grupi	gruppe
grupi	gruppen
pare	sett
itali	italias
itali	italia
arritur	oppnådd
arritur	nådd
arritur	nådde
arritur	strakk
shumica	flertall
shumica	majoritet
shumica	flertallet
rëndësishëm	instrumental
svg	svg
shkencore	vitenskapelig
autor	forfatter
përpara	forut
përpara	framover
përpara	forover
përpara	fram
përpara	fremover
përpara	frem
përpara	before
përpara	før
punës	arbeidskraft
punës	rier
tregon	indikerer
tregon	serier
tregon	viser
tregon	show
tonë	våre
tonë	vår
tonë	vårt
njerëz	mennesker
njerëz	personer
njerëz	personar
njerëz	folk
jugore	sørlige
jugore	southern
jugore	søndre
botuar	utgitt
botuar	publiserte
botuar	publisert
pesë	fem
pesë	five
anëtar	medlem
anëtar	medlemmet
prandaj	derfor
lloji	snill
lloji	kind
lloji	skriv
lloji	typen
lloji	type
emër	substantiv
emër	namn
emër	navnet
emër	navn
ibn	ibn
grup	gruppe
grup	gruppen
mali	fjell
mali	mountain
mali	fjellet
mali	mount
mali	mali
zhvillimin	utvikling
und	und
john	john
vendet	seter
vendet	plasser
vendet	stader
vendet	steder
vendet	spisesteder
vendet	landene
vendet	land
poshtë	down
poshtë	ned
poshtë	nedover
poshtë	nede
poshtë	nedenfor
poshtë	below
poshtë	under
poshtë	nederst
poshtë	bottom
poshtë	bunnen
poshtë	bunn
fjala	ord
fjala	word
fjala	æresord
qendrore	central
qendrore	sentral
qendrore	sentralt
jep	gir
jep	give
jep	gjev
jep	gje
jep	gi
wikipedia	wikipedia
bashkë	sammen
bashkë	together
hershme	early
hershme	tidig
hershme	tidlig
hershme	tidlige
hershme	tidleg
jugut	syd
jugut	syden
jugut	sør
jugut	south
lindore	østlig
lindore	øst
përfshinë	inkluderes
përfshinë	inkluderte
përfshinë	inkludert
italia	italias
italia	italia
qarqet	sirkler
qarqet	kretser
qarqet	kretsene
qarqet	distrikter
punë	jobben
punë	job
punë	jobb
punë	arbeid
punë	arbeide
punë	jobbe
punë	jobb
punë	jobber
hapur	åpne
hapur	åpen
hapur	åpent
hapur	open
hapur	ulåst
njihet	kjente
njihet	kjent
qendra	sentrum
qendra	center
qendra	senter
qendra	senter
qendra	centre
libri	bok
romake	roman
romake	romersk
shquar	staselig
caktuar	tilordnes
caktuar	tildelte
caktuar	tilordnet
caktuar	tildelt
pati	patty
pati	patti
burimi	kilde
burimi	ressurs
burimi	ressursen
sistemi	systemet
sistemi	system
politik	politisk
fushë	field
fushë	feltet
fushë	felt
fushë	jorde
shtëpia	hjemme
shtëpia	heime
shtëpia	hjem
shtëpia	hjemmet
shtëpia	home
shtëpia	house
shtëpia	huset
shtëpia	hus
kete	this
kete	dette
kete	denne
kete	detta
ora	tid
ora	klokkeslett
ora	gang
ora	ora
ora	klokke
gola	mål
gola	goals
gola	målene
serbe	serbiske
serbe	serbisk
detit	sjøs
detit	sea
detit	hav
detit	havet
burim	kilde
njeri	menneskelig
njeri	mannfolk
njeri	mannen
njeri	mann
not	svømmer
not	svømming
faqet	sidene
faqet	sider
faqet	kinn
faqet	kinnene
ate	ham
ate	him
lirë	løs
lirë	billige
lirë	billig
lirë	gjerrig
lirë	gratis
lirë	fri
lirë	free
lirë	ledig
lirë	frie
lirë	fritt
bardhë	hvit
bardhë	white
bardhë	hvitt
bardhë	hvite
komuniste	kommunist
komuniste	kommunistisk
gjermane	tysk
ujë	vann
zhvilluar	utviklet
rrethi	sirkel
koha	tid
koha	klokkeslett
koha	gang
letrare	litterære
letrare	litterær
tokë	jorden
tokë	jorda
tokë	jord
tokë	earth
tokë	land
histori	hendelse
histori	story
histori	historie
histori	historikk
histori	history
histori	historie
kreu	hode
kreu	hodet
kreu	head
njeriu	mannfolk
njeriu	mannen
njeriu	mann
gjendje	situasjon
gjendje	betingelsen
gjendje	betingelse
gjendje	tilstand
gjendje	stand
amerikane	amerikaner
amerikane	amerikanske
amerikane	american
amerikane	amerikansk
krye	øverst
krye	top
krye	toppen
krye	overdel
krye	topp
tirana	tirana
veprat	deeds
veprat	gjerninger
vendos	set
vendos	satt
vendos	angi
vendos	sett
vendos	angitt
vendos	bestem
vendos	bestemme
mbajtur	held
mbajtur	holdt
mbajtur	avholdt
mbajtur	vedlikeholdt
mbajtur	opprettholdes
mbajtur	opprettholdt
mbajtur	oppbevart
mbajtur	holdt
mbajtur	beholdt
com	com
madje	even
madje	selv
madje	tilogmed
madje	sjølv
colspan	colspan
përfshin	inkluderer
përfshin	omfatter
përfshin	involverer
george	george
george	georg
elektrike	elektrisk
luftë	krigen
luftë	krig
arsye	reasons
arsye	årsaker
arsye	grunner
arsye	årsak
arsye	fornuft
arsye	grunn
punuar	jobbet
punuar	funka
punuar	funket
punuar	virka
punuar	fungerte
punuar	arbeider
punuar	jobber
perëndim	west
perëndim	vest
perëndim	vesten
fëmijë	kids
fëmijë	ungdommer
fëmijë	kidsa
fëmijë	unger
fëmijë	barn
fëmijë	child
fëmijë	barnet
fëmijë	barn
fëmijë	barn
malit	fjell
malit	mountain
malit	fjellet
qarku	county
qarku	fylke
qarku	circuit
qarku	krets
autori	forfatter
vete	myself
mira	mira
verore	sommeren
verore	summer
verore	sommer
ushtarak	militæret
ushtarak	militær
ushtarak	militære
ushtarak	martial
san	san
përsëri	igjen
evropian	europeiske
evropian	europeisk
evropian	european
vendbanim	bosted
vendbanim	bopel
vendbanim	bolig
vendbanim	residens
familja	familien
familja	familie
familja	slekt
larg	langt
larg	away
larg	bort
larg	unna
larg	borte
larg	vekk
princi	prinsen
princi	fyrste
princi	prince
princi	prins
kaluar	fortida
kaluar	fortiden
kaluar	fortid
kaluar	forbi
kaluar	past
kaluar	besto
kaluar	bestått
pikë	poeng
pikë	punkter
pikë	poeng
pikë	punkt
pikë	point
qeveria	regjering
nobel	nobel
rolin	rolle
mal	fjell
mal	mountain
mal	fjellet
mal	mal
vetem	alone
vetem	åleine
vetem	alene
vetem	aleine
vetem	berre
vetem	only
vetem	bare
vetem	kun
vetem	berre
vetem	akkurat
vetem	bare
vetem	nettopp
vetem	just
drejtë	straight
drejtë	beint
drejtë	riktig
drejtë	høyre
drejtë	rett
aktor	aktør
aktor	skuespiller
italian	italiener
italian	italienske
italian	italiensk
skeda	kategorien
skeda	fane
skeda	tab
skeda	fanen
luajti	spilte
luajti	spilt
gjashtë	sekser
gjashtë	seks
gjashtë	six
universiteti	university
universiteti	universitet
universiteti	universitetet
gjetur	funnet
gjetur	fann
gjetur	fant
gjetur	funne
radio	radioen
radio	radio
yes	yes
yes	ja
formuar	formet
formuar	dannet
formuar	formet
formuar	formede
mbretëresha	dronningen
mbretëresha	queen
mbretëresha	dronning
italiane	italiener
italiane	italienske
italiane	italiensk
bazuar	baserte
bazuar	basert
përshkrimi	skildring
përshkrimi	beskrivelse
përshkrimi	beskrivelsen
rrugë	gate
rrugë	street
rrugë	gaten
rrugë	gata
rrugë	veien
rrugë	road
rrugë	vei
gjerman	tysk
lashtë	eldgammelt
lashtë	antikkens
lashtë	eldgammel
lashtë	oldtidens
perandoria	empire
perandoria	imperiet
perandoria	keiserdømmet
perandoria	imperium
poezi	dikt
poezi	diktet
poezi	poesi
evropiane	europeiske
evropiane	europeisk
evropiane	european
drejtim	retning
drejtim	retningen
luan	luan
luan	løven
luan	lion
luan	løve
luan	avspillinger
luan	spiller
luan	skuespill
luan	spiller
luan	spiler
artistike	kunstnerisk
artistike	kunstneriske
mundur	mulige
mundur	mulig
mundur	beseires
mundur	overvunnet
mundur	beseiret
atje	der
brendshme	interiør
dita	dita
dita	dag
dita	dagen
dita	day
shpejt	snart
shpejt	soon
shpejt	kjapp
shpejt	raskt
shpejt	rask
shpejt	hurtig
shpejt	raske
shpejt	fort
shpejt	kjapt
shpejt	raskt
shpejt	fort
shpejt	kjapt
shpejt	raskt
shpejt	kjapp
shpejt	rask
natyrore	naturlige
natyrore	natural
natyrore	naturlig
natyrore	naturtalent
veriut	nordover
veriut	north
veriut	nord
veriut	nordlige
veriut	northern
ndryshe	annerledes
ndryshe	ulike
ndryshe	forskjellige
ndryshe	forskjellig
ndryshe	ellers
ara	avlingene
ara	avlinger
ara	ara
ara	åkerland
perandori	empire
perandori	imperiet
perandori	keiserdømmet
perandori	imperium
perandori	keiser
kush	kven
kush	who
kush	hvem
fusha	jorder
fusha	felter
fusha	felt
fusha	åkre
fusha	fields
fusha	field
fusha	feltet
fusha	felt
fusha	jorde
fusha	områder
fusha	områdene
anglisht	engelsk
forma	former
forma	fasonger
forma	skjemaene
forma	former
forma	skjemaer
forma	formen
forma	shape
forma	form
forma	fasong
forma	skjemaet
forma	skjema
fillimisht	opprinnelig
muaj	måneder
muaj	månedsvis
muaj	måneden
muaj	måned
publike	offentleg
publike	offentlige
publike	offentlig
shënuar	scoret
shënuar	markert
shënuar	merket
shtet	fedreland
shtet	landet
shtet	land
shtet	country
shtet	stat
shtet	staten
shtet	delstater
shtet	state
shtet	tilstand
shtet	delstat
demokratike	demokratisk
veten	myself
filmi	movie
filmi	film
filmi	film
veçanërisht	især
veçanërisht	spesielt
veçanërisht	spesiellt
veçanërisht	særlig
veçanërisht	især
veçanërisht	spesielt
veçanërisht	spesiellt
veçanërisht	særlig
veçanërisht	spesielt
veçanërisht	spesifikt
moderne	modern
moderne	moderne
metra	meter
artit	art
artit	kunst
artit	kunstverket
artit	kunstverk
artit	grafikk
gjithmonë	always
gjithmonë	bestandig
gjithmonë	alltid
gjithmonë	altid
tashmë	allerede
tashmë	allereie
york	york
kryer	gjennomført
kryer	engasjert
kryer	begått
kryer	forpliktet
postal	postnummer
gjermani	tyskland
sur	sur
erdhi	ankom
erdhi	kommet
erdhi	ankommet
dorë	hånd
dorë	hand
sukses	vellykket
sukses	suksessen
sukses	suksess
gjate	lenge
gjate	lang
gjate	lange
gjate	lengter
gjate	long
world	verdens
world	world
world	verden
paris	paris
shtatë	seven
shtatë	syv
shtatë	syver
shtatë	sju
shtatë	sjuende
shtatë	seventh
shtatë	syvende
këngë	sanger
këngë	songs
këngë	sang
këngë	låt
këngë	sangen
këngë	song
megjithëse	selvom
megjithëse	skjønt
megjithëse	though
vazhdoi	fortsettelse
vazhdoi	fortsatte
përmban	inneholder
përmban	inneheld
përmban	innholder
përmban	inneholde
targa	tallerkener
targa	skilter
marrin	motta
marrin	mottar
menjëherë	omgående
menjëherë	øyeblikkelig
menjëherë	straks
menjëherë	umiddelbart
gati	klare
gati	klar
robert	robert
club	club
club	klubb
libër	bok
përfundoi	fullført
përfundoi	gjennomført
përfundoi	fullførte
përfundoi	sluttet
përfundoi	avsluttet
përfundoi	endt
përfundoi	endte
përfundoi	ferdige
përfundoi	fullførte
përfundoi	avsluttet
përfundoi	ferdig
mire	flinke
mire	flink
mire	godt
mire	dyktig
mire	god
mire	bra
sistem	systemet
sistem	system
des	des
shekulli	århundre
periudhë	punktum
periudhë	perioden
periudhë	periode
vazhdon	fortsetter
shoqërore	humaniora
shoqërore	sosialt
shoqërore	sosiale
shoqërore	sosial
artikuj	artikler
sotme	today
sotme	idag
shkrimtar	forfatter
shkrimtar	skribent
ndërkohë	imens
qartë	klart
qartë	tøm
qartë	klart
qartë	tydligvis
qartë	tydelig
qartë	tydeligvis
qartë	åpenbart
huaj	fremmede
huaj	fremmed
huaj	utenlandske
huaj	utenlandsk
përgjatë	langs
francez	fransk
thjeshtë	enkelt
thjeshtë	enkle
thjeshtë	enkel
fshatrat	landsbyer
fshatrat	landsbyene
vlera	verdier
vlera	verdien
vlera	verdi
sikur	som
sikur	liker
sikur	like
themeluar	grunnlagt
themeluar	stiftet
themeluar	grunnla
themeluar	etablerte
themeluar	etablert
themeluar	fastslått
rol	rolle
ndërkombëtar	international
ndërkombëtar	internasjonalt
ndërkombëtar	internasjonale
ndërkombëtar	internasjonal
bashkimi	union
bashkimi	fagforening
bashkimi	unionen
bashkimi	unity
bashkimi	enhet
bashkimi	samhold
lumi	elven
lumi	river
lumi	elv
maqedoni	makedonia
toka	jorden
toka	jorda
toka	jord
toka	earth
toka	land
raste	anledninger
raste	saker
raste	tilfeller
raste	kasser
here	tidspunkter
here	tider
here	tidene
here	ganger
here	times
here	tid
here	klokkeslett
here	gang
xxxx	xxxx
filluan	started
filluan	begynte
filluan	begynt
filluan	startet
filluan	starta
shkurtër	kort
shkurtër	short
shkurtër	korte
shkurtër	kortfattet
yyyy	åååå
roman	roman
roman	romersk
roman	roman
william	william
uefa	uefa
vendosi	besluttet
mbetur	gjenstår
mbetur	gjenstående
mbetur	gjenværende
rruga	gate
rruga	street
rruga	gaten
rruga	gata
rruga	veien
rruga	road
rruga	vei
ndoshta	kanskje
ndoshta	kansje
ndoshta	kanskje
ndoshta	trolig
ndoshta	antageligvis
ndoshta	sikkert
ndoshta	antakelig
ndoshta	antagelig
ndoshta	sannsynligvis
kupa	kalken
kupa	kalk
kupa	kopper
kupa	cupen
kupa	kopp
kupa	beger
kupa	cup
ekonomik	økonomisk
