din	จาก
aceasta	ดิส
life	ชีวิต
life	life
resedinta	ที่พัก
resedinta	ที่พัก
resedinta	ที่พัก
orasul	เมือง
orasul	ซิตี้
orasul	city
orasul	town
orasul	เมือง
orasul	ทาวน์
orasul	เมือง
orasul	ซิตี้
orasul	city
tot	ทั้งหมด
tot	ทุก
tot	ยัง
chiar	แม้น
chiar	แม้
chiar	แม้แต่
chiar	แม้ว่า
facut	ทำให้
film	หนัง
film	ภาพยนต์
film	ภาพยนตร์
film	ภาพยนตร์
film	ฟิล์ม
vorbitori	ลำโพง
date	อินเทอร์เน็ต
date	ข้อมูล
trebuie	ต้อง
decat	กว่า
decat	กว่า
mari	บิ๊ก
mari	ใหญ่
mari	big
mari	mari
mari	ทะเล
zile	วัน
fata	หน้า
fata	ใบหน้า
fata	หน้า
fata	หน้าตา
fata	face
fata	ใบหน้า
fata	หน้า
fata	หน้าตา
fata	face
fata	สาว
fata	ใบหน้า
fata	หน้า
fata	หน้าตา
fata	face
fata	สาว
fata	ใบหน้า
fata	หน้า
fata	หน้าตา
fata	face
fata	ใบหน้า
fata	หน้า
fata	หน้าตา
fata	face
club	คลับ
club	สโมสร
club	club
club	ชมรม
est	est
nou	นิว
nou	ใหม่
numai	เท่านั้น
numai	เฉพาะ
ioan	จอร์น
ioan	john
ioan	จอห์น
ion	ไอออน
rusa	รัสเซีย
rusa	รัสเซีย
populatia	ประชากร
populatia	ประชากร
doi	สอง
doi	two
acelasi	เดียวกัน
membru	member
membru	สมาชิก
oficial	ทางการ
oficial	official
impotriva	ต่อ
impotriva	ต่อ
impotriva	ต่อ
desi	แม้ว่า
desi	แม้ว่า
desi	แม้ว่า
desi	แม้ว่า
desi	แม้ว่า
desi	แม้ว่า
saint	นักบุญ
saint	เซนต์
vest	เวสต์
italia	อิตาลี
italia	อิตาลี่
inca	ยัง
inca	ยัง
inainte	ก่อน
inainte	ก่อน
lemn	วูด
lemn	ไม้
noi	นิว
noi	ใหม่
nationala	national
nationala	ชาติ
nationala	national
nationala	ชาติ
drept	ตรง
mod	โหมด
mod	mod
american	อเมริกัน
fiecare	ทุกๆ
fiecare	ทุก
fiecare	แต่ละ
prezent	ปัจจุบัน
casa	บ้าน
casa	เฮ้าส์
casa	บ้าน
casa	เฮ้าส์
casa	บ้าน
casa	home
casa	บาน
text	ข้อความ
bine	เก่ง
bine	ดี
bine	โอเค
http	http
site	ไซต์
articole	บทความ
articole	รายการ
unele	บาง
unele	บ้าง
milioane	ล้าน
milioane	ล้าน
apa	น้ำ
apa	นํ้า
apa	น้ำ
apa	นํ้า
tara	ประเทศ
tara	ประเทศ
tara	ประเทศ
tara	ธาร
tara	ประเทศ
tara	ประเทศ
sate	หมู่บ้าน
tarziu	ดึก
tarziu	ช้า
tarziu	สาย
tarziu	ดึก
tarziu	ช้า
tarziu	สาย
istoria	ประวัติศาสตร์
istoria	ประวัติการ
istoria	ประวัติ
maria	maria
patru	สี่
republica	สาธารณรัฐ
republica	สาธารณรัฐ
raul	แม่น้ำ
paris	paris
paris	ปารีส
gheorghe	gheorghe
gheorghe	จอร์จ
tip	กาย
tip	ชนิด
tip	ประเภท
tip	พิมพ์
premiul	รางวัล
premiul	รางวัล
putea	สามารถ
persoane	ประชาชน
persoane	บุคคล
persoane	ผู้
persoane	ผู้คน
persoane	คน
constantin	constantin
etc	ฯลฯ
etc	etc
exemplu	ตัวอย่าง
george	จอร์จ
articol	บทความ
articol	ข่าว
nascut	เกิด
nascut	เกิด
numarul	จำนวน
numarul	หมายเลข
comitatul	มณฑล
comitatul	เปรม
harta	แผนที่
harta	แผนที่
john	จอร์น
john	john
john	จอห์น
jos	ลง
jos	ดาวน์
marea	ทะเล
deoarece	เพราะ
aproape	เกือบ
scris	เขียน
raport	รายงาน
echipa	ทีม
echipa	squad
echipa	หน่วย
echipa	หมู่
echipa	ทีม
echipa	team
echipa	ทีม
echipa	team
diferite	ต่าง
baza	ฐาน
baza	ฐานทัพ
baza	ฐาน
baza	ฐานทัพ
special	พิเศษ
valea	หุบเขา
stadium	สนาม
zona	เขต
zona	โซน
zona	บริเวณ
zona	พื้นที่
zona	เขต
zona	โซน
zona	บริเวณ
zona	พื้นที่
americii	อเมริกา
satului	หมู่บ้าน
imparat	จักรพรรดิ
imparat	จักรพรรดิ
viata	ชีวิต
viata	life
viata	ชีวิต
viata	life
viata	ชีวิต
viata	life
viata	ชีวิต
viata	life
viata	ชีวิต
viata	life
bun	เก่ง
bun	ดี
format	ฟอร์แมต
presedinte	ประธาน
presedinte	ประธานาธิบดี
presedinte	ประธาน
presedinte	ประธาน
presedinte	ประธานาธิบดี
presedinte	ประธาน
presedinte	ประธานาธิบดี
presedinte	ประธาน
langa	ใกล้
oameni	ประชาชน
oameni	บุคคล
oameni	ผู้
oameni	ผู้คน
oameni	คน
istoric	ประวัติศาสตร์
istoric	ประวัติการ
istoric	ประวัติ
suprafata	บริเวณ
suprafata	พื้นที่
europa	ยุโรป
europa	ยุโรป
universitatea	มหาวิทยาลัย
team	ทีม
team	team
copii	เด็กๆ
copii	เด็ก
copii	ลูกๆ
copii	เด็กๆ
copii	เด็ก
aproximativ	ประมาณ
aproximativ	คร่าวๆ
lucru	ทำงาน
lucru	งาน
cazul	กรณี
cazul	case
cazul	คดี
romani	โรมาเนีย
romani	โรมัน
folosit	ใช้
orice	ใดๆ
clubnat	clubnat
mihai	mihai
mihai	ไมเคิ้ล
mihai	ไมเคิล
centrul	กึ่งกลาง
centrul	กลาง
centrul	ศูนย์
centrul	ศูนย์กลาง
centrul	กึ่งกลาง
centrul	ศูนย์
centrul	ศูนย์กลาง
san	ซาน
san	แซน
san	san
san	นม
san	อก
teritoriul	อาณาเขต
van	แวน
van	แวน
ungaria	ฮังการี
numar	จำนวน
numar	หมายเลข
numar	จำนวน
numar	หมายเลข
cauza	เพราะ
cauza	สาเหตุ
cauza	เพราะ
cauza	สาเหตุ
bulgaria	บัลแกเรีย
engleza	อังกฤษ
engleza	อังกฤษ
serie	ซีรี่ส์
serie	อนุกรม
sua	สหรัฐอเมริกา
sua	สหรัฐฯ
sua	usa
vechi	เก่าๆ
vechi	แก่
vechi	เก่า
muntii	ภูเขา
muntii	ภูเขา
muntii	ภูเขา
limbi	ภาษา
fel	ชนิด
fel	ใจดี
fotbal	ฟุตบอล
fotbal	ฟุตบอล
regele	กษัตริย์
regele	king
regele	ราชา
regele	คิง
fiul	ลูก
fiul	บุตร
fiul	ลูกชาย
noua	นิว
noua	ใหม่
noua	เก้า
noua	นิว
noua	ใหม่
evolutia	วิวัฒนาการ
evolutia	วิวัฒนาการ
evolutia	วิวัฒนาการ
viteza	ความเร็ว
viteza	ความเร็ว
paul	paul
paul	พอล
orase	เมือง
orase	นคร
orase	เมือง
orase	นคร
orase	เมือง
orase	นคร
institutul	สถาบัน
satele	หมู่บ้าน
trecut	อดีต
articolul	บทความ
articolul	ข่าว
multi	มากมาย
multi	หลาย
multi	มากมาย
multi	หลาย
multi	หลาย
multi	มัลติ
informatii	ข้อมูล
informatii	ข้อมูล
informatii	ข้อมูล
informatii	ข้อมูล
informatii	ข้อมูล
titlu	หัวข้อ
titlu	ชื่อ
titlul	ชื่อ
album	อัลบั้ม
york	ยอร์ก
york	ยอร์ค
pagina	เพจ
pagina	หน้า
pagina	เพจ
pagina	หน้า
moartea	ตาย
apare	ปรากฏ
armata	ทัพ
armata	กองทัพ
armata	กองทัพ
armata	ทหาร
armata	ทัพ
armata	กองทัพ
forma	ฟอร์ม
forma	ฟอร์ม
color	สี
color	สีสัน
color	สี
german	เยอรมัน
rolul	บทบาท
mica	เล็ก
des	บ่อย
des	มัก
des	บ่อยๆ
incepand	เริ่ม
incepand	เริ่ม
principal	หลัก
mici	เล็ก
eliberare	ปล่อย
european	ยุโรป
mic	เล็ก
castigat	วอน
castigat	ชนะ
gen	เพศ
gen	แนว
gen	ประเภท
gen	gen
com	com
importante	สำคัญ
aur	ทอง
aur	โกลด์
aur	ทองคำ
luat	ถ่าย
germana	เยอรมัน
germana	เยอรมัน
pol	pol
pol	เสา
lume	เวิลด์
lume	world
lume	โลก
anglia	อังกฤษ
politica	นโยบาย
politica	การเมือง
politica	นโยบาย
politica	การเมือง
revista	นิตยสาร
revista	นิตยสาร
asta	นี้
asta	นี่
asta	ดิส
asta	นั้น
asta	ที่
asta	ว่า
asta	นั่น
profesor	ศาสตราจารย์
profesor	คุณครู
profesor	อาจารย์
profesor	ครู
cinci	ห้า
acolo	มี
lumea	เวิลด์
lumea	world
lumea	โลก
muzica	มิวสิค
muzica	เพลง
muzica	ดนตรี
muzica	มิวสิค
muzica	เพลง
muzica	ดนตรี
david	เดวิด
david	david
etnica	ชาติพันธุ์
buna	เก่ง
buna	ดี
centru	กึ่งกลาง
centru	กลาง
centru	ศูนย์
centru	ศูนย์กลาง
centru	กึ่งกลาง
centru	ศูนย์
centru	ศูนย์กลาง
alt	alt
istorie	ประวัติศาสตร์
istorie	ประวัติการ
istorie	ประวัติ
austria	ออสเตรีย
districtul	เขต
districtul	อำเภอ
periheliu	perihelion
regatul	อาณาจักร
contine	บรรจุ
contine	บรรจุ
contine	บรรจุ
activitatea	กิจกรรม
sultan	สุลต่าน
afeliu	aphelion
initial	เดิมที
initial	เดิมที
initial	เดิมที
arta	อาร์ต
arta	อาร์ท
arta	art
arta	ศิลปะ
arta	อาร์ต
arta	อาร์ท
arta	art
arta	ศิลปะ
body	body
body	ร่าง
body	กาย
body	ร่างกาย
imagini	ภาพ
imagini	รูปภาพ
imagini	รูป
imagini	แม่ค้า
rusia	รัสเซีย
spune	กล่าว
spune	พูด
domeniul	โดเมน
scoala	โรงเรียน
scoala	โรงเรียน
scoala	โรงเรียน
scoala	โรงเรียน
scoala	โรงเรียน
polonia	โปแลนด์
succes	สำเร็จ
provincie	จังหวัด
studii	เรียน
studii	ศึกษา
studii	ศึกษา
primar	เทศมนตรี
primar	หลัก
francez	ฝรั่งเศส
jean	ยีน
jean	จีน
jean	ฌอง
sistemul	ระบบ
incepe	เริ่ม
ziua	เดย์
ziua	วัน
single	single
single	โสด
urmat	ตาม
razboiul	สงคราม
world	เวิลด์
world	world
world	โลก
xix	xix
international	international
international	นานาชาติ
international	สากล
international	international
international	นานาชาติ
international	สากล
international	international
international	นานาชาติ
international	สากล
franceza	ฝรั่งเศส
franceza	ฝรั่งเศส
important	สำคัญ
familie	ตระกูล
familie	ครอบครัว
familie	family
politic	การเมือง
tari	ประเทศ
tari	ประเทศ
functia	ฟังก์ชัน
functia	ฟังก์ชัน
lucrari	ทำงาน
lucrari	ทำงาน
curs	หลักสูตร
curs	คอร์ส
considerat	พิจารณา
sistem	ระบบ
politice	การเมือง
sudul	ใต้
sudul	south
sudul	ใต้
vreme	อากาศ
mediu	เฉลี่ย
mediu	กลาง
spania	สเปน
functie	ฟังก์ชัน
functie	ฟังก์ชัน
nivel	ระดับ
nivel	เลเวล
web	เว็บ
top	ท็อป
mihail	ไมเคิ้ล
mihail	ไมเคิล
realizat	ตระหนัก
cartea	หนังสือ
cartea	สมุด
filme	ภาพยนตร์
filme	หนัง
filme	ภาพยนต์
filme	ภาพยนตร์
casatorit	แต่งงาน
casatorit	แต่งงาน
png	png
muzeul	พิพิธภัณฑ์
city	เมือง
city	ซิตี้
city	city
construit	สร้าง
lupta	ศึก
lupta	รบ
lupta	สงคราม
lupta	ต่อสู้
lupta	สู้
lupta	สู้
lupta	ต่อสู้
lupta	สู้
unit	สามัคคี
unit	ยูไนเต็ด
unit	united
luni	เดือน
luni	จันทร์
jucat	เล่น
zone	โซน
zone	บริเวณ
zone	พื้นที่
radio	วิทยุ
monument	อนุสาวรีย์
europene	ยุโรป
dreapta	ขวา
dreapta	ถูก
varsta	อายุ
varsta	ยุค
varsta	อายุ
varsta	ยุค
varsta	อายุ
varsta	ยุค
toti	ทั้งหมด
toti	ทุก
toti	ทั้งหมด
toti	ทุก
ultima	last
ultima	สุดท้าย
ultima	ล่าสุด
origine	ต้นทาง
origine	ที่มา
origine	กำเนิด
literatura	วรรณกรรม
literatura	วรรณคดี
literatura	วรรณกรรม
literatura	วรรณคดี
veche	เก่าๆ
veche	แก่
veche	เก่า
les	les
les	เลส
les	เล
guvernul	ราชการ
guvernul	รัฐบาล
total	รวม
total	ทั้งหมด
total	สุดๆ
japonia	japan
japonia	ญี่ปุ่น
petru	peter
conte	จำนวนนับ
conte	นับ
alba	ขาว
alba	ไวท์
roma	โรม
cupa	คัพ
cupa	ถ้วย
cupa	คัพ
cupa	ถ้วย
batalia	ศึก
batalia	รบ
batalia	สงคราม
membri	สมาชิก
calitate	คุณภาพ
scrie	เขียน
euro	ยูโร
uniunii	สหพันธ์
uniunii	สหภาพแรงงาน
uniunii	สหภาพ
scurt	สั้น
scurt	สั้นๆ
scurt	เตี้ย
mama	แม่
mama	แม่
mama	แม่
mama	แม่
creat	สร้าง
uri	uri
manastirea	วัด
manastirea	อาราม
manastirea	วัด
manastirea	อาราม
america	อเมริกา
produs	ผลิต
produs	สินค้า
produs	ผลิตภัณฑ์
ultimul	last
ultimul	สุดท้าย
ultimul	ล่าสุด
presedintele	ประธาน
presedintele	ประธานาธิบดี
presedintele	ประธาน
presedintele	ประธานาธิบดี
andrei	andrey
brazilia	บราซิล
james	james
james	เจมส์
surse	แหล่ง
obicei	นิสัย
compania	บริษัท
compania	company
compania	องค์กร
etnic	ชาติพันธุ์
echipe	ทีม
sezonul	ฤดูกาล
central	เซ็นทรัล
dan	dan
dan	แดน
unii	บาง
unii	บ้าง
liga	สันนิบาต
liga	ลีก
liga	สันนิบาต
liga	ลีก
rol	บทบาท
india	อินเดีย
construita	สร้าง
construita	สร้าง
uniunea	สหพันธ์
uniunea	สหภาพแรงงาน
uniunea	สหภาพ
carti	บัตร
carti	การ์ด
carti	ไพ่
carti	หนังสือ
carti	บัตร
carti	การ์ด
carti	ไพ่
carti	หนังสือ
carti	บัตร
carti	การ์ด
carti	ไพ่
carti	หนังสือ
opera	opera
opera	เปร่า
opera	opera
opera	เปร่า
rock	rock
rock	ร็อค
rock	โยก
rock	หิน
stil	สไตล์
pus	วาง
pus	ใส่
video	วีดีโอ
video	วิดีโอ
ziarul	หนังสือพิมพ์
www	www
militara	กองทัพ
militara	ทหาร
post	โพสต์
post	โพส
romanesc	โรมาเนีย
plus	บวก
plus	พลัส
plus	plus
china	จีน
codul	รหัส
codul	โค้ด
fiica	ลูกสาว
fiica	ลูกสาว
scopul	เล็ง
scopul	วัตถุประสงค์
grupul	กลุ่ม
michael	ไมเคิ้ล
michael	ไมเคิล
londra	london
londra	ลอนดอน
insula	เกาะ
insula	เกาะ
pozitia	จุดยืน
pozitia	ตำแหน่ง
pozitia	จุดยืน
pozitia	ตำแหน่ง
charles	ชารลส์
charles	ชาร์ลส์
charles	ชาร์ล
albumul	อัลบั้ม
diverse	เบ็ดเตล็ด
intrat	ป้อน
sase	หก
sase	six
sase	หก
sase	six
sase	หก
sase	six
director	directory
website	เว็บไซต์
militar	กองทัพ
militar	ทหาร
originala	ต้นฉบับ
originala	ดั้งเดิม
originala	เดิม
originala	ต้นฉบับ
originala	ดั้งเดิม
originala	เดิม
state	สภาพ
state	รัฐ
pop	ป็อป
pop	ป๊อป
pop	pop
university	มหาวิทยาลัย
cultural	วัฒนธรรม
trimis	ส่ง
bar	บาร์
bar	แถบ
folosite	ใช้
jumatate	ครึ่ง
jumatate	ครึ่ง
capitala	พระนคร
capitala	ทุน
capitala	พระนคร
capitala	ทุน
fizice	กายภาพ
mexico	เม็กซิโก
activitate	กิจกรรม
sfantul	นักบุญ
sfantul	เซนต์
sfantul	นักบุญ
sfantul	เซนต์
stiinte	วิทยาศาสตร์
sotia	ภริยา
sotia	ภรรยา
sotia	เมีย
sotia	ภริยา
sotia	ภรรยา
sotia	เมีย
metri	เมตร
metri	เมตร
centrala	เซ็นทรัล
centrala	เซ็นทรัล
singur	ลำพัง
singur	single
singur	โสด
singur	เหงา
public	สาธารณชน
public	public
public	สาธารณะ
nevoie	ต้องการ
nevoie	ต้องการ
oamenii	ประชาชน
oamenii	บุคคล
oamenii	ผู้
oamenii	ผู้คน
oamenii	คน
caz	กรณี
caz	case
caz	คดี
televiziune	โทรทัศน์
televiziune	ทีวี
curtea	ศาล
curtea	สำนัก
probleme	ปัญหา
probleme	ปัญหา
publice	สาธารณชน
publice	public
publice	สาธารณะ
regia	กำกับ
plan	แพ็คเกจ
plan	วางแผน
plan	แผน
naturale	natural
naturale	ธรรมชาติ
facultatea	วิทยาลัย
facultatea	มหาวิทยาลัย
facultatea	คณาจารย์
facultatea	คณะ
pamant	earth
pamant	โลก
pamant	ธรณี
pamant	land
pamant	แลนด์
pamant	ที่ดิน
pamant	earth
pamant	โลก
pamant	ธรณี
viena	เวียนนา
principale	หลัก
arte	ศิลปะ
arte	ศิลปศาสตร์
alti	อื่นๆ
seria	ซีรี่ส์
seria	อนุกรม
dezvoltarea	พัฒนาการ
dezvoltarea	พัฒนา
direct	ตรง
direct	ตรง
direct	โดยตรง
direct	direct
direct	โดยตรง
sef	หัวหน้า
sef	หัวหน้า
palatul	วัง
palatul	ราชวัง
palatul	พระราชวัง
termenul	วาระ
altele	อื่นๆ
altele	อื่นๆ
carte	หนังสือ
carte	สมุด
auto	อัตโนมัติ
auto	auto
africa	แอฟริกา
religie	ศาสนา
conducerea	ผู้นำ
asia	เอเชีย
final	จบ
final	end
final	ยุติ
para	พารา
parti	อะไหล่
parti	ปาร์ตี้
parti	อะไหล่
fratele	น้อง
membrii	สมาชิก
ambele	ทั้ง
stanga	ซ้าย
stanga	เหลือ
stanga	ซ้าย
stanga	เหลือ
press	สื่อ
press	กด
ludovic	หลุยส์
dumnezeu	อัลลอฮ์
dumnezeu	พระเจ้า
dumnezeu	อัลลอฮฺ
drumul	ถนน
drumul	road
evenimente	เหตุการณ์
evenimente	กิจกรรม
district	เขต
district	อำเภอ
und	und
luna	พระจันทร์
luna	มูน
luna	เพ็ญ
luna	เดือน
luna	พระจันทร์
luna	มูน
luna	เพ็ญ
luna	เดือน
publica	สาธารณชน
publica	public
publica	สาธารณะ
poet	กวี
peter	peter
victoria	วิกตอเรีย
victoria	วิคตอเรีย
sovietica	โซเวียต
nivelul	ระดับ
nivelul	เลเวล
rus	รัสเซีย
rus	rus
poarta	เกต
poarta	เกท
poarta	สวม
poarta	ใส่
poarta	เกต
poarta	เกท
europeana	ยุโรป
https	https
romane	นิยาย
romane	นวนิยาย
pas	ขั้น
pas	ก้าว
pas	ปาร์
united	สามัคคี
united	ยูไนเต็ด
united	united
biserici	โบสถ์
berlin	berlin
berlin	เบอร์ลิน
proiectului	โครงการ
lumina	สว่าง
lumina	เบา
lumina	ไลท์
lumina	แสง
lumina	สว่าง
lumina	เบา
lumina	ไลท์
lumina	แสง
elemente	รายการ
elemente	ธาตุ
piatra	stone
piatra	หิน
piatra	ศิลา
piatra	rock
piatra	ร็อค
piatra	โยก
piatra	หิน
piatra	stone
piatra	หิน
piatra	ศิลา
piatra	rock
piatra	ร็อค
piatra	โยก
piatra	หิน
produse	สินค้า
produse	ผลิตภัณฑ์
produse	สินค้า
produse	ผลิตภัณฑ์
thomas	โธมัส
sec	วินาที
sec	sec
piese	อะไหล่
piata	ตลาด
piata	ตลาด
piata	ตลาด
piata	ตลาด
piata	ตลาด
gasit	พบ
gasit	เจอ
gasit	พบ
gasit	เจอ
folosita	ใช้
afaceri	ธุรกิจ
afaceri	กิจการ
vestul	เวสต์
legatura	ลิงก์
legatura	ลิงค์
legatura	ลิงก์
legatura	ลิงค์
grecia	กรีซ
liber	ฟรี
liber	อิสระ
liber	ว่าง
liber	เสรี
liber	free
pagini	เพจ
pagini	หน้าที่
pagini	หน้า
comunist	คอมมิวนิสต์
britanic	บริติช
britanic	อังกฤษ
linia	เส้น
linia	บรรทัด
linia	line
medie	เฉลี่ย
medie	กลาง
sovietice	โซเวียต
puterea	อำนาจ
puterea	power
puterea	พลังงาน
puterea	พลัง
puternic	เข้ม
puternic	strong
puternic	แรง
puternic	แข็งแกร่ง
oficiala	ทางการ
oficiala	official
oficiala	ทางการ
oficiala	official
legea	กฎหมาย
legea	กฎ
pierdut	หลง
pierdut	แพ้
pierdut	เสีย
colspan	colspan
afara	นอก
afara	ภายนอก
afara	ออก
afara	นอก
afara	ภายนอก
afara	ออก
cariera	อาชีพ
cariera	อาชีพ
cariera	เหมือง
germani	เยอรมัน
rezultat	ผล
rezultat	ผลลัพธ์
structura	โครงสร้าง
structura	โครงสร้าง
randul	แถว
constanta	คงที่
constanta	คงที่
nordul	อุดร
nordul	เหนือ
nordul	เหนือ
usor	ง่าย
usor	ง่ายๆ
usor	ง่ายดาย
usor	ง่าย
usor	ง่ายๆ
usor	ง่ายดาย
putere	อำนาจ
putere	power
putere	พลังงาน
putere	พลัง
xviii	xviii
black	ดำ
editia	ฉบับ
editia	ฉบับ
castelul	ปราสาท
fiu	ลูก
fiu	บุตร
fiu	ลูกชาย
naturala	natural
naturala	ธรรมชาติ
naturala	natural
naturala	ธรรมชาติ
consiliului	สภา
importanta	สำคัญ
importanta	สำคัญ
cetatea	ป้อม
cetatea	ปราการ
premii	รางวัล
premii	รางวัล
puncte	จุด
puncte	ชี้
puncte	แต้ม
puncte	คะแนน
puncte	จุด
lungime	ยาว
social	สังคม
rapid	รวดเร็ว
rapid	ด่วน
rapid	ไว
rapid	รวดเร็ว
rapid	เร็ว
rapid	ด่วน
rapid	fast
rapid	ไว
generalul	ทั่วไป
generalul	แม่ทัพ
femei	หญิง
femei	สตรี
original	ต้นฉบับ
original	ดั้งเดิม
original	เดิม
sapte	seven
sapte	เจ็ด
sapte	seven
sapte	เจ็ด
sapte	seven
sapte	เจ็ด
plante	พืช
editie	ฉบับ
editie	ฉบับ
editie	ฉบับ
ocupat	ยุ่งๆ
ocupat	ยุ่ง
adesea	บ่อย
adesea	มัก
adesea	บ่อยๆ
volumul	ปริมาตร
louis	หลุยส์
australia	australia
australia	ออสเตรเลีย
continua	ต่อ
continua	ต่อ
referinte	อ้างอิง
referinte	อ้างอิง
online	ออนไลน์
online	online
media	สื่อ
permite	อนุญาต
consiliul	สภา
incercat	พยายาม
literara	วรรณกรรม
literara	วรรณคดี
simplu	ง่าย
simplu	ง่ายๆ
imediat	ทันที
canada	แคนาดา
punctul	point
punctul	ชี้
punctul	จุด
punctul	ประเด็น
superioara	อธิการ
superioara	superior
sociale	สังคม
stiintifica	วิทยาศาสตร์
deasupra	เหนือ
arheologice	โบราณคดี
case	กรณี
case	case
case	คดี
art	อาร์ต
art	อาร์ท
art	art
art	ศิลปะ
scurta	สั้น
scurta	สั้นๆ
scurta	เตี้ย
