και	ve
παραγωγή	prodüksiyon
ηθοποιός	artist
ηθοποιός	aktris
ηθοποιός	oyuncu
ηθοποιός	aktör
ηθοποιός	oyuncu
ελληνικά	yunanlı
ελληνικά	yunan
ελληνικά	yunanca
δυνάμεις	güçleri
δυνάμεις	güçler
δυνάμεις	powers
δυνάμεις	güçler
δυνάμεις	kuvvetler
δυνάμεις	kuvvetleri
γαλλία	fransa
γαλλία	france
ελληνικό	yunanlı
ελληνικό	yunan
ελληνικό	yunanca
ευρώπη	avrupa
γνωστό	bilinir
γνωστό	bilinen
παγκόσμιο	global
παγκόσμιο	evrensel
παγκόσμιο	küresel
βιβλίο	kitap
διάστημα	aralık
διάστημα	aralığı
διάστημα	aralıklı
διάστημα	boşluk
διάστημα	space
διάστημα	uzayı
διάστημα	uzay
οικογένεια	ailesi
οικογένεια	family
οικογένεια	aile
μέτρα	tedbir
μέτρα	önlemler
μέτρα	tedbirler
σημαίνει	anlamı
σημαίνει	demek
πέντε	five
πέντε	beş
παραπάνω	yukarıdaki
παραπάνω	yukarıda
παραπάνω	üzeri
παραπάνω	üstünde
παραπάνω	üstü
παραπάνω	yukarda
υπουργός	bakan
υπουργός	bakanı
υπουργός	bakanım
σεζόν	sezonu
σεζόν	mevsim
σεζόν	sezon
πρότυπο	manken
πρότυπο	model
πρότυπο	modeli
πρότυπο	şablonu
πρότυπο	şablon
πρότυπο	standard
πρότυπο	standart
αριθμός	rakam
αριθμός	numara
αριθμός	numarası
αριθμός	sayı
θάνατο	olum
θάνατο	ölüm
θάνατο	death
εταιρεία	şirket
εταιρεία	firma
εταιρεία	bölük
σώμα	ceset
σώμα	vücut
σώμα	beden
σώμα	kolordu
πρωτεύουσα	başkent
πρωτεύουσα	sermaye
πρωτεύουσα	başkenti
παράλληλα	paralel
σύνολο	toplam
γνωστή	bilinir
γνωστή	bilinen
κατάσταση	durum
κατάσταση	statü
κατάσταση	durumu
κατάσταση	durum
κατάσταση	durum
κατάσταση	condition
κατάσταση	şart
κατάσταση	durumu
κατάσταση	koşul
νησί	adası
νησί	ada
επίπεδο	düzey
επίπεδο	seviye
επιτυχία	başarılar
επιτυχία	başarılı
επιτυχία	başarı
γερμανία	almanya
άλλους	diger
άλλους	diğerleri
άλλους	diğerlerini
άλλους	başkaları
πίσω	geri
πίσω	arka
δημιουργία	oluştur
δημιουργία	oluşturun
δημιουργία	oluşturma
δημιουργία	yarat
δημιουργία	oluşturmak
δημιουργία	yaratılış
δημιουργία	yaratma
δημιουργία	oluşturma
αρχή	başlayın
αρχή	başla
αρχή	başlangıç
αρχή	başlat
αρχή	başlangıcı
αρχή	başlangıç
αρχή	ilke
αρχή	ilkesi
αρχή	prensip
αρχή	yetkili
αρχή	otorite
αρχή	yetki
άδεια	ehliyet
άδεια	lisans
άδεια	izni
άδεια	izin
άδεια	ehliyet
άδεια	lisans
άδεια	bos
άδεια	bomboş
άδεια	boş
σου	sue
σου	dava
επιπλέον	ilave
επιπλέον	ek
περισσότερα	daha
περισσότερα	devamı
περισσότερα	more
ανάπτυξη	kalkınma
ανάπτυξη	geliştirme
ανάπτυξη	gelişme
ανάπτυξη	gelişim
ανάπτυξη	büyüme
ανάπτυξη	büyümek
φάση	faz
φάση	aşama
φάση	evre
αυτόν	onu
συγγραφέας	yazar
συγγραφέας	yazar
συγγραφέας	yazarı
άγιος	agios
άγιος	aziz
άγιος	azize
άγιος	saint
θάνατοι	ölümlerin
θάνατοι	ölümleri
θάνατοι	ölümler
γ΄	iii
τραγούδι	şarkı
τραγούδι	song
τραγούδι	sarki
τραγούδι	şarkı
κόρη	kızı
κόρη	kızım
κόρη	kizi
πάλι	yine
πάλι	gene
πάλι	yeniden
πάλι	tekrar
επαρχία	il
ιωάννης	john
ιωάννης	yahya
θεσσαλονίκη	selanik
αγγλικά	ingiliz
αγγλικά	türkçe
αγγλικά	turkish
αγγλικά	ingilizce
άλλοι	diger
άλλοι	diğerleri
άλλοι	diğerlerini
άλλοι	başkaları
κέρδισε	kazanın
κέρδισε	kazanmak
κέρδισε	galibiyet
κέρδισε	kazan
κέρδισε	kazanılan
κέρδισε	kazandı
κέρδισε	won
βασίλειο	krallık
σκοπό	amaç
σκοπό	amacı
συνολικά	toplam
συνολικά	genel
συνολικά	toplam
γνωστός	bilinir
γνωστός	bilinen
γνωστός	tanıdık
πληροφορίες	bilgi
πληροφορίες	bilgileri
πληροφορίες	bilgiler
πληροφορίες	bilgi
πληροφορίες	bilgilendirme
πληροφορίες	bilgiler
εθνικό	millî
εθνικό	national
εθνικό	milli
εθνικό	ulusal
καριέρα	kariyeri
καριέρα	kariyer
ποτέ	asla
ποτέ	hic
ποτέ	hiç
ποτέ	hic
ποτέ	hiç
τέλη	ücret
τέλη	ücreti
τέλη	ücret
τέλη	ücretler
τέλη	ücretleri
πλευρά	taraf
πλευρά	yan
πλευρά	side
πλευρά	yana
διάφορες	çeşitli
ανήκει	aittir
ανήκει	ait
πρόγραμμα	program
πρόγραμμα	programı
πρόγραμμα	programı
πρόγραμμα	zamanlama
πρόγραμμα	program
πρόγραμμα	plan
πρόγραμμα	planla
πρόγραμμα	program
πρόγραμμα	programı
χιλιόμετρα	kilometrelerce
χιλιόμετρα	miles
χιλιόμετρα	mil
χιλιόμετρα	kilometre
χιλιόμετρα	kilometre
χιλιόμετρα	mil
χιλιόμετρα	kilometre
κάτοικοι	sakinleri
άρθρα	makaleler
άρθρα	yazılar
άρθρα	makale
γεώργιος	yorgo
γεώργιος	george
γεώργιος	yorgo
τύπου	press
τύπου	basın
τύπου	basin
τύπου	basında
τύπου	bas
τύπου	tipi
τύπου	tip
τύπου	türü
τύπου	tür
τύπου	type
δημοκρατία	cumhuriyet
δημοκρατία	demokrasi
πόλεμος	savaş
πόλεμος	war
πόλεμος	savas
εφημερίδα	gazete
μικρό	ufak
μικρό	küçük
μικρό	kucuk
μικρό	minik
μικρό	küçük
μικρό	az
τόπος	yer
τόπος	yer
τόπος	konumu
τόπος	konum
τόπος	yeri
ονομάζεται	aradı
συγκεκριμένα	spesifik
συγκεκριμένα	belirli
συγκεκριμένα	özellikle
είδη	tür
είδη	türler
πηγή	kaynağı
πηγή	kaynak
κάποιος	biri
κάποιος	birini
κάποιος	birisi
κάποιος	birileri
κάποιος	biri
κάποιος	birisi
κάποιος	birileri
πρωταθλήματα	şampiyonası
πρωταθλήματα	şampiyonluk
πρωταθλήματα	şampiyona
ιταλία	italya
πατέρας	baba
κατηγορίες	suçlamalar
κατηγορίες	suçlamaları
κατηγορίες	kategorileri
ποδόσφαιρο	futbol
ποδόσφαιρο	football
ποδόσφαιρο	futbol
θέσεις	pozisyon
θέσεις	gönderiler
θέσεις	gönderi
θέσεις	koltuklar
περισσότερες	daha
περισσότερες	devamı
περισσότερες	more
έκταση	kapsamı
έκταση	ölçüde
έκταση	bölge
έκταση	alanı
έκταση	alan
γενικά	genel
γενικά	toplam
γενικά	genellikle
γενικά	genel
γενικά	general
σημαντικό	önemlidir
σημαντικό	onemli
σημαντικό	önemli
νίκη	kazanın
νίκη	kazanmak
νίκη	galibiyet
νίκη	kazan
νίκη	zafer
νίκη	kazanma
νίκη	kazanmak
νίκη	kazanıyor
μικρή	ufak
μικρή	küçük
μικρή	kucuk
μικρή	minik
μικρή	küçük
μικρή	az
έτη	yıllarca
έτη	yıllardır
έτη	yıllar
έτη	yılların
έτη	seneler
πατέρα	baba
αμερικανός	amerikalı
αμερικανός	amerikan
αμερικανός	american
τελικό	final
πάντα	daima
πάντα	herzaman
πάντα	hep
συγκρότημα	band
συγκρότημα	grup
συγκρότημα	bando
συγκρότημα	bant
συγκρότημα	karışık
συγκρότημα	kompleks
συγκρότημα	karmaşık
παραγωγής	imalat
παραγωγής	yapım
παραγωγής	üretim
παραγωγής	prodüksiyon
ίσως	belki
ίσως	belki
επόμενη	sonraki
επόμενη	sırada
επόμενη	sıradaki
στιγμή	anı
στιγμή	an
μήνες	ay
μήνες	aylardır
μήνες	aylar
μήνες	aylarca
θεωρία	teorisi
θεωρία	kuramı
θεωρία	teori
ύψος	irtifa
ύψος	yükseklik
ύψος	boy
ύψος	yüksekliği
ύψος	yükseklik
ύψος	boyu
πολλοί	birçok
όλοι	herkese
όλοι	herkes
όλοι	herkez
όλοι	all
όλοι	hepsini
όλοι	tamamı
όλοι	hepsi
όλοι	tümü
όλοι	herkeze
όλοι	herkese
όλοι	herkes
όλοι	herkez
τώρα	şimdi
τώρα	simdi
προπονητής	antrenör
προπονητής	koç
θέατρο	tiyatro
θέατρο	tiyatro
σημαντική	önemlidir
σημαντική	onemli
σημαντική	önemli
σημαντική	önemli
ημέρα	gündüz
ημέρα	gun
ημέρα	gün
διάφορα	çeşitli
κατέκτησε	fethetti
θέματα	konular
θέματα	başlıklar
θέματα	konuları
θέματα	temalar
θέματα	sorunları
θέματα	meseleler
θέματα	sorunlar
στάδιο	stadyumu
στάδιο	stadyum
στάδιο	sahne
χωριά	köyleri
επίθεση	saldırı
επίθεση	saldır
επίθεση	taarruz
επίθεση	saldırı
τραγούδια	şarkı
τραγούδια	şarkılar
έδωσε	vermiş
έδωσε	verdi
πληθυσμός	nüfusu
πληθυσμός	nüfus
λέξη	kelime
λέξη	laf
λέξη	kelimesi
λέξη	söz
λέξη	sözcük
κατάφερε	yönetilen
προβλήματα	problemler
προβλήματα	sorunlar
δύναμη	kuvvet
δύναμη	güç
δύναμη	zorla
δύναμη	force
δύναμη	kuvvet
δύναμη	güç
δύναμη	power
δύναμη	güç
επανάσταση	devrim
τύπος	press
τύπος	basın
τύπος	basin
τύπος	basında
τύπος	bas
τύπος	mama
τύπος	formula
τύπος	formül
τύπος	tipi
τύπος	tip
τύπος	türü
τύπος	tür
τύπος	type
εκατομμύρια	milyon
εκατομμύρια	milyonlar
εκατομμύρια	milyonlarca
εκατομμύρια	milyon
τέσσερις	four
τέσσερις	dört
πορεία	rota
πορεία	kurs
μέση	ortası
μέση	orta
μέση	ortalama
μέση	beli
μέση	belini
μέση	bel
πρόβλημα	problem
πρόβλημα	sorun
πρόβλημα	sıkıntı
πρόβλημα	bela
πρόβλημα	dert
πρόβλημα	sorun
άνω	üst
νερό	su
αγωνίστηκε	dövüştü
αγωνίστηκε	savaştı
τοπική	yerli
τοπική	lokal
τοπική	yöresel
τοπική	yerel
εντός	içinde
περιφέρεια	bölge
περιφέρεια	bölgede
περιφέρεια	bölgesi
περιφέρεια	ilçesi
περιφέρεια	bölge
περιφέρεια	semt
περιφέρεια	bahşı
περιφέρεια	ilçe
παρουσία	varlığı
παρουσία	varlığını
παρουσία	varlık
μητέρα	anne
μητέρα	annesi
μητέρα	ana
έξι	six
έξι	alti
έξι	altı
δομή	yapısı
δομή	yapı
παρίσι	paris
έγραψε	yazdı
κατασκευή	imalat
κατασκευή	inşaat
κατασκευή	inşa
περιέχει	içerdiği
περιέχει	içerir
περιέχει	içeriyor
περιπτώσεις	vakalar
περιπτώσεις	davalar
ημέρες	günler
ημέρες	günlerden
ημέρες	günleri
ημέρες	günlerce
μαρία	maria
μερικές	bazı
μερικές	bazıları
μερικές	bazılarını
μερικές	kimisi
τιμή	fiyat
τιμή	fiyatı
τιμή	bedel
